Order ID,Date,Product ID,Location ID,Amount
264932,2017-03-30 00:00:00.000,1.0,26.0,2.98
159029,2016-10-06 00:00:00.000,7.0,43.0,3.5
1070442,2019-08-16 00:00:00.000,19.0,34.0,4.43
1154032,2019-11-01 00:00:00.000,10.0,17.0,2.79
509544,2018-03-08 00:00:00.000,1.0,47.0,3.61
122948,2016-08-03 00:00:00.000,20.0,48.0,3.09
62025,2016-04-19 00:00:00.000,20.0,3.0,4.24
11738,2016-01-21 00:00:00.000,8.0,28.0,3.19
229588,2017-02-03 00:00:00.000,1.0,28.0,2.22
168525,2016-10-22 00:00:00.000,4.0,41.0,2.73
1054599,2019-08-02 00:00:00.000,10.0,37.0,1.77
681978,2018-08-20 00:00:00.000,20.0,39.0,3.41
984182,2019-05-29 00:00:00.000,3.0,13.0,2.24
662320,2018-08-01 00:00:00.000,9.0,41.0,2.12
489713,2018-02-18 00:00:00.000,21.0,38.0,4.01
137747,2016-08-29 00:00:00.000,4.0,5.0,2.25
504314,2018-03-03 00:00:00.000,13.0,7.0,2.59
638094,2018-07-09 00:00:00.000,9.0,27.0,5.21
284826,2017-05-01 00:00:00.000,8.0,3.0,3.96
216974,2017-01-14 00:00:00.000,10.0,22.0,1.76
238506,2017-02-17 00:00:00.000,10.0,26.0,2.57
1081117,2019-08-26 00:00:00.000,2.0,35.0,4.64
501760,2018-03-01 00:00:00.000,4.0,15.0,4.35
119028,2016-07-27 00:00:00.000,17.0,38.0,4.06
986035,2019-05-31 00:00:00.000,4.0,11.0,4.64
1171391,2019-11-16 00:00:00.000,19.0,35.0,2.8
1190827,2019-12-04 00:00:00.000,12.0,30.0,5.4
817868,2018-12-28 00:00:00.000,7.0,22.0,4.35
139801,2016-09-02 00:00:00.000,13.0,17.0,4.9
714576,2018-09-20 00:00:00.000,11.0,18.0,2.55
1220369,2019-12-31 00:00:00.000,4.0,37.0,3.52
316856,2017-06-21 00:00:00.000,7.0,37.0,4.1
518530,2018-03-17 00:00:00.000,1.0,14.0,4.71
1128532,2019-10-08 00:00:00.000,21.0,36.0,4.59
293535,2017-05-15 00:00:00.000,4.0,17.0,2.3
422181,2017-12-04 00:00:00.000,24.0,39.0,4.01
159376,2016-10-07 00:00:00.000,7.0,19.0,3.16
459434,2018-01-20 00:00:00.000,1.0,43.0,1.51
246774,2017-03-02 00:00:00.000,7.0,7.0,3.72
267102,2017-04-03 00:00:00.000,13.0,48.0,2.49
266867,2017-04-02 00:00:00.000,10.0,17.0,2.25
798698,2018-12-10 00:00:00.000,19.0,22.0,1.8
419230,2017-11-29 00:00:00.000,6.0,30.0,3.92
631519,2018-07-03 00:00:00.000,1.0,24.0,2.37
657705,2018-07-28 00:00:00.000,4.0,17.0,2.56
740802,2018-10-16 00:00:00.000,19.0,25.0,4.48
162420,2016-10-12 00:00:00.000,13.0,7.0,3.62
144098,2016-09-10 00:00:00.000,1.0,1.0,4.79
179370,2016-11-10 00:00:00.000,7.0,31.0,1.94
791462,2018-12-03 00:00:00.000,8.0,29.0,4.98
