Invoice #,Date,Operation Type (purchase / relocation),Product,Quantity,Cost Price,Supplier Type,Store
907019,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 1, Samsung",14,80,"C",10
907034,2017-01-04 00:00:00.000,"Purchase","Phone Type 2, HP",14,569,"C",10
907044,2017-01-04 00:00:00.000,"Purchase","Desktop Type 3, Huawei",14,434,"C",10
907063,2017-01-04 00:00:00.000,"Purchase","Monitor Type 1, Dell",14,99,"C",10
907064,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 5, Dell",14,115,"C",10
907069,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 5, Huawei",14,261,"C",10
907076,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 2, Huawei",14,493,"C",10
907151,2017-01-04 00:00:00.000,"Purchase","Phone Type 1, Huawei",14,292,"C",10
907197,2017-01-04 00:00:00.000,"Purchase","Mouse Type 4, Samsung",14,446,"C",10
907203,2017-01-04 00:00:00.000,"Purchase","Phone Type 10, Samsung",14,149,"C",10
907225,2017-01-04 00:00:00.000,"Purchase","Desktop Type 1, Huawei",14,510,"C",10
907226,2017-01-04 00:00:00.000,"Purchase","Desktop Type 1, HP",14,145,"C",10
907234,2017-01-04 00:00:00.000,"Purchase","Microphone Type 1, HP",14,116,"C",10
907238,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 2, Huawei",14,66,"C",10
907242,2017-01-04 00:00:00.000,"Purchase","Microphone Type 3, Dell",14,22,"C",10
907329,2017-01-04 00:00:00.000,"Purchase","Memory Type 3, Huawei",14,51,"C",10
907336,2017-01-04 00:00:00.000,"Purchase","Tablet Type 7, Huawei",14,78,"C",10
907365,2017-01-04 00:00:00.000,"Purchase","Mouse Type 5, Dell",14,194,"C",10
907374,2017-01-04 00:00:00.000,"Purchase","Memory Type 3, HP",14,111,"C",10
907401,2017-01-04 00:00:00.000,"Purchase","Mouse Type 1, HP",14,475,"C",10
907467,2017-01-04 00:00:00.000,"Purchase","Desktop Type 6, Dell",14,104,"C",10
907468,2017-01-04 00:00:00.000,"Purchase","Phone Type 11, Samsung",14,40,"C",10
907471,2017-01-04 00:00:00.000,"Purchase","Phone Type 12, Huawei",14,382,"C",10
907481,2017-01-04 00:00:00.000,"Purchase","Memory Type 1, HP",14,9,"C",10
907523,2017-01-04 00:00:00.000,"Purchase","Charger Type 1, Huawei",14,229,"C",10
907534,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 5, Dell",14,731,"C",10
907537,2017-01-04 00:00:00.000,"Purchase","Tablet Type 2, Huawei",14,1667,"C",10
907555,2017-01-04 00:00:00.000,"Purchase","Speakers Type 6, Dell",14,490,"C",10
907620,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 3, Samsung",14,703,"C",10
907662,2017-01-04 00:00:00.000,"Purchase","Headphones Type 4, Samsung",14,107,"C",10
907677,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 2, HP",14,68,"C",10
907705,2017-01-04 00:00:00.000,"Purchase","Speakers Type 5, HP",14,98,"C",10
907720,2017-01-04 00:00:00.000,"Purchase","Tablet Type 7, Dell",14,43,"C",10
907730,2017-01-04 00:00:00.000,"Purchase","Mouse Type 2, Huawei",14,222,"C",10
907761,2017-01-04 00:00:00.000,"Purchase","Headphones Type 1, HP",14,24,"C",10
907764,2017-01-04 00:00:00.000,"Purchase","Microphone Type 2, Samsung",14,68,"C",10
907784,2017-01-04 00:00:00.000,"Purchase","Speakers Type 5, Samsung",14,91,"C",10
907861,2017-01-04 00:00:00.000,"Purchase","Memory Type 4, HP",14,115,"C",10
907862,2017-01-04 00:00:00.000,"Purchase","Desktop Type 7, Samsung",14,18,"C",10
907882,2017-01-04 00:00:00.000,"Purchase","Mouse Type 6, Dell",14,66,"C",10
907945,2017-01-04 00:00:00.000,"Purchase","Tablet Type 1, Samsung",14,1582,"C",10
907982,2017-01-04 00:00:00.000,"Purchase","Laptop Type 3, Dell",14,18,"C",10
908044,2017-01-04 00:00:00.000,"Purchase","Laptop Type 5, Dell",14,1009,"C",10
908102,2017-01-04 00:00:00.000,"Purchase","Headphones Type 4, Samsung",14,650,"C",10
908114,2017-01-04 00:00:00.000,"Purchase","Laptop Type 4, HP",14,149,"C",10
908115,2017-01-04 00:00:00.000,"Purchase","Monitor Type 1, Samsung",14,207,"C",10
908127,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 6, Huawei",14,16,"C",10
908128,2017-01-04 00:00:00.000,"Purchase","Tablet Type 3, Dell",14,86,"C",10
908130,2017-01-04 00:00:00.000,"Purchase","Tablet Type 6, Dell",14,1154,"C",10
908159,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 1, Dell",14,19,"C",10
908187,2017-01-04 00:00:00.000,"Purchase","Desktop Type 7, Samsung",14,50,"C",10
908188,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 2, Huawei",14,108,"C",10
908189,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 4, Samsung",14,475,"C",10
908191,2017-01-04 00:00:00.000,"Purchase","Phone Type 10, Samsung",14,66,"C",10
908203,2017-01-04 00:00:00.000,"Purchase","Phone Type 12, HP",14,50,"C",10
908244,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 1, Dell",14,425,"C",10
908247,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 5, Dell",14,51,"C",10
908312,2017-01-04 00:00:00.000,"Purchase","Laptop Type 3, Dell",14,141,"C",10
908313,2017-01-04 00:00:00.000,"Purchase","Phone Type 7, Huawei",14,255,"C",10
908346,2017-01-04 00:00:00.000,"Purchase","Desktop Type 6, Dell",14,119,"C",10
908354,2017-01-04 00:00:00.000,"Purchase","Laptop Type 5, Dell",14,457,"C",10
908363,2017-01-04 00:00:00.000,"Purchase","Microphone Type 3, HP",14,96,"C",10
908394,2017-01-04 00:00:00.000,"Purchase","Phone Type 2, HP",14,272,"C",10
908398,2017-01-04 00:00:00.000,"Purchase","Phone Type 3, Dell",14,35,"C",10
908401,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 7, HP",14,119,"C",10
908403,2017-01-04 00:00:00.000,"Purchase","Tablet Type 7, HP",14,523,"C",10
908469,2017-01-04 00:00:00.000,"Purchase","Tablet Type 3, Huawei",14,1205,"C",10
908485,2017-01-04 00:00:00.000,"Purchase","Tablet Type 3, Huawei",14,115,"C",10
908489,2017-01-04 00:00:00.000,"Purchase","Desktop Type 6, HP",14,92,"C",10
908496,2017-01-04 00:00:00.000,"Purchase","Tablet Type 2, Huawei",14,1585,"C",10
908498,2017-01-04 00:00:00.000,"Purchase","Headphones Type 4, HP",14,319,"C",10
908516,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 3, Dell",14,11,"C",10
908562,2017-01-04 00:00:00.000,"Purchase","Laptop Type 6, HP",14,16,"C",10
908563,2017-01-04 00:00:00.000,"Purchase","Microphone Type 2, Dell",14,321,"C",10
908567,2017-01-04 00:00:00.000,"Purchase","Speakers Type 4, HP",14,465,"C",10
908579,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 1, Dell",14,1336,"C",10
908617,2017-01-04 00:00:00.000,"Purchase","Charger Type 1, Dell",14,75,"C",10
908635,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 3, HP",14,59,"C",10
908685,2017-01-04 00:00:00.000,"Purchase","Desktop Type 12, Dell",14,120,"C",10
908720,2017-01-04 00:00:00.000,"Purchase","Phone Type 11, HP",14,398,"C",10
908721,2017-01-04 00:00:00.000,"Purchase","Desktop Type 9, Dell",14,114,"C",10
908725,2017-01-04 00:00:00.000,"Purchase","Mouse Type 3, HP",14,191,"C",10
908736,2017-01-04 00:00:00.000,"Purchase","Monitor Type 1, Samsung",14,173,"C",10
908752,2017-01-04 00:00:00.000,"Purchase","Speakers Type 4, Samsung",14,44,"C",10
908761,2017-01-04 00:00:00.000,"Purchase","Phone Type 9, Huawei",14,17,"C",10
908814,2017-01-04 00:00:00.000,"Purchase","Desktop Type 8, HP",14,160,"C",10
908845,2017-01-04 00:00:00.000,"Purchase","Desktop Type 11, Dell",14,182,"C",10
908862,2017-01-04 00:00:00.000,"Purchase","Memory Type 2, HP",14,48,"C",10
908863,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 6, Huawei",14,57,"C",10
908868,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 2, Dell",14,130,"C",10
908870,2017-01-04 00:00:00.000,"Purchase","Monitor Type 3, Samsung",14,35,"C",10
908880,2017-01-04 00:00:00.000,"Purchase","Desktop Type 7, Samsung",14,114,"C",10
908895,2017-01-04 00:00:00.000,"Purchase","Phone Type 7, Huawei",14,569,"C",10
908898,2017-01-04 00:00:00.000,"Purchase","Desktop Type 4, Samsung",14,1009,"C",10
908925,2017-01-04 00:00:00.000,"Purchase","Memory Type 1, Huawei",14,415,"C",10
908926,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 1, Samsung",14,407,"C",10
908927,2017-01-04 00:00:00.000,"Purchase","Desktop Type 5, HP",14,628,"C",10
908980,2017-01-04 00:00:00.000,"Purchase","Monitor Type 2, Dell",14,519,"C",10
908981,2017-01-04 00:00:00.000,"Purchase","Monitor Type 2, HP",14,140,"C",10
908988,2017-01-04 00:00:00.000,"Purchase","Laptop Type 2, Dell",14,588,"C",10
908992,2017-01-04 00:00:00.000,"Purchase","Monitor Type 2, HP",14,612,"C",10
908996,2017-01-04 00:00:00.000,"Purchase","Monitor Type 1, HP",14,398,"C",10
909013,2017-01-04 00:00:00.000,"Purchase","Desktop Type 6, Huawei",14,16,"C",10
909020,2017-01-04 00:00:00.000,"Purchase","Tablet Type 2, Dell",14,53,"C",10
909022,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 3, Dell",14,85,"C",10
909033,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 4, HP",14,66,"C",10
909064,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 3, HP",14,64,"C",10
909075,2017-01-04 00:00:00.000,"Purchase","Phone Type 8, Huawei",14,16,"C",10
904970,2017-01-04 00:00:00.000,"Purchase","Charger Type 2, HP",5,62,"C",10
904980,2017-01-04 00:00:00.000,"Purchase","Headphones Type 4, Samsung",5,40,"C",10
904993,2017-01-04 00:00:00.000,"Purchase","Desktop Type 1, Dell",5,382,"C",10
904999,2017-01-04 00:00:00.000,"Purchase","Phone Type 7, Huawei",5,445,"C",10
905001,2017-01-04 00:00:00.000,"Purchase","Desktop Type 11, Dell",5,59,"C",10
905020,2017-01-04 00:00:00.000,"Purchase","Desktop Type 8, Dell",5,99,"C",10
905023,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 1, HP",5,290,"C",10
905048,2017-01-04 00:00:00.000,"Purchase","Mouse Type 3, Dell",5,98,"C",10
905065,2017-01-04 00:00:00.000,"Purchase","Mouse Type 6, Huawei",5,394,"C",10
905128,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 3, HP",5,671,"C",10
905180,2017-01-04 00:00:00.000,"Purchase","Monitor Type 3, Dell",5,280,"C",10
905196,2017-01-04 00:00:00.000,"Purchase","Laptop Type 5, Dell",5,507,"C",10
905206,2017-01-04 00:00:00.000,"Purchase","Microphone Type 1, HP",5,56,"C",10
905233,2017-01-04 00:00:00.000,"Purchase","Laptop Type 4, HP",5,82,"C",10
905259,2017-01-04 00:00:00.000,"Purchase","Desktop Type 12, Dell",5,1585,"C",10
905304,2017-01-04 00:00:00.000,"Purchase","Phone Type 6, HP",5,280,"C",10
905332,2017-01-04 00:00:00.000,"Purchase","Headphones Type 5, Dell",5,606,"C",10
905379,2017-01-04 00:00:00.000,"Purchase","Laptop Type 4, HP",5,130,"C",10
905388,2017-01-04 00:00:00.000,"Purchase","Phone Type 3, Dell",5,548,"C",10
905390,2017-01-04 00:00:00.000,"Purchase","Laptop Type 2, Samsung",5,123,"C",10
905417,2017-01-04 00:00:00.000,"Purchase","Phone Type 12, Dell",5,518,"C",10
905426,2017-01-04 00:00:00.000,"Purchase","Headphones Type 1, Dell",5,33,"C",10
905492,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 2, Dell",5,18,"C",10
905536,2017-01-04 00:00:00.000,"Purchase","Phone Type 8, Huawei",5,65,"C",10
905544,2017-01-04 00:00:00.000,"Purchase","Tablet Type 3, Samsung",5,465,"C",10
905563,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 5, HP",5,256,"C",10
905576,2017-01-04 00:00:00.000,"Purchase","Phone Type 2, Samsung",5,1154,"C",10
905653,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 1, Samsung",5,130,"C",10
905656,2017-01-04 00:00:00.000,"Purchase","Desktop Type 9, Dell",5,55,"C",10
905657,2017-01-04 00:00:00.000,"Purchase","Mouse Type 2, Dell",5,142,"C",10
905665,2017-01-04 00:00:00.000,"Purchase","Speakers Type 2, Dell",5,703,"C",10
905674,2017-01-04 00:00:00.000,"Purchase","Phone Type 8, Huawei",5,387,"C",10
905681,2017-01-04 00:00:00.000,"Purchase","Phone Type 3, HP",5,280,"C",10
905696,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 3, Huawei",5,19,"C",10
905765,2017-01-04 00:00:00.000,"Purchase","Mouse Type 4, Samsung",5,158,"C",10
905766,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 3, Samsung",5,154,"C",10
905782,2017-01-04 00:00:00.000,"Purchase","Speakers Type 3, Samsung",5,22,"C",10
905798,2017-01-04 00:00:00.000,"Purchase","Monitor Type 4, HP",5,29,"C",10
905815,2017-01-04 00:00:00.000,"Purchase","Desktop Type 5, Dell",5,290,"C",10
905828,2017-01-04 00:00:00.000,"Purchase","Desktop Type 8, Samsung",5,234,"C",10
905874,2017-01-04 00:00:00.000,"Purchase","Laptop Type 3, Samsung",5,106,"C",10
905896,2017-01-04 00:00:00.000,"Purchase","Phone Type 5, Huawei",5,149,"C",10
905908,2017-01-04 00:00:00.000,"Purchase","Phone Type 4, Dell",5,731,"C",10
905934,2017-01-04 00:00:00.000,"Purchase","Monitor Type 4, Samsung",5,92,"C",10
905969,2017-01-04 00:00:00.000,"Purchase","Monitor Type 4, Dell",5,1182,"C",10
905990,2017-01-04 00:00:00.000,"Purchase","Phone Type 1, Dell",5,447,"C",10
906002,2017-01-04 00:00:00.000,"Purchase","Tablet Type 1, HP",5,59,"C",10
906009,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 2, Samsung",5,570,"C",10
906016,2017-01-04 00:00:00.000,"Purchase","Desktop Type 5, HP",5,119,"C",10
906020,2017-01-04 00:00:00.000,"Purchase","Phone Type 11, Dell",5,569,"C",10
906076,2017-01-04 00:00:00.000,"Purchase","Microphone Type 2, Huawei",5,140,"C",10
906081,2017-01-04 00:00:00.000,"Purchase","Desktop Type 8, Dell",5,394,"C",10
906120,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 6, HP",5,382,"C",10
906147,2017-01-04 00:00:00.000,"Purchase","Microphone Type 2, Dell",5,98,"C",10
906159,2017-01-04 00:00:00.000,"Purchase","Desktop Type 2, Samsung",5,159,"C",10
906192,2017-01-04 00:00:00.000,"Purchase","Speakers Type 3, Samsung",5,1241,"C",10
906222,2017-01-04 00:00:00.000,"Purchase","Memory Type 4, Samsung",5,56,"C",10
906252,2017-01-04 00:00:00.000,"Purchase","Phone Type 4, Samsung",5,104,"C",10
906275,2017-01-04 00:00:00.000,"Purchase","Tablet Type 5, HP",5,486,"C",10
906283,2017-01-04 00:00:00.000,"Purchase","Memory Type 2, HP",5,407,"C",10
906311,2017-01-04 00:00:00.000,"Purchase","Monitor Type 2, Huawei",5,66,"C",10
906320,2017-01-04 00:00:00.000,"Purchase","Laptop Type 6, Huawei",5,66,"C",10
906323,2017-01-04 00:00:00.000,"Purchase","Headphones Type 2, Dell",5,33,"C",10
906332,2017-01-04 00:00:00.000,"Purchase","Headphones Type 2, Samsung",5,2237,"C",10
906363,2017-01-04 00:00:00.000,"Purchase","Laptop Type 4, Dell",5,385,"C",10
906396,2017-01-04 00:00:00.000,"Purchase","Phone Type 2, Dell",5,274,"C",10
906424,2017-01-04 00:00:00.000,"Purchase","Phone Type 11, HP",5,703,"C",10
906440,2017-01-04 00:00:00.000,"Purchase","Laptop Type 1, Huawei",5,68,"C",10
906441,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 4, HP",5,246,"C",10
906484,2017-01-04 00:00:00.000,"Purchase","Laptop Type 3, Samsung",5,1182,"C",10
906557,2017-01-04 00:00:00.000,"Purchase","Desktop Type 11, Samsung",5,211,"C",10
906580,2017-01-04 00:00:00.000,"Purchase","Monitor Type 4, Huawei",5,83,"C",10
906601,2017-01-04 00:00:00.000,"Purchase","Headphones Type 2, Huawei",5,41,"C",10
906640,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 5, HP",5,742,"C",10
906656,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 4, Huawei",5,115,"C",10
906657,2017-01-04 00:00:00.000,"Purchase","Phone Type 10, Samsung",5,24,"C",10
906666,2017-01-04 00:00:00.000,"Purchase","Desktop Type 9, Huawei",5,104,"C",10
906679,2017-01-04 00:00:00.000,"Purchase","Headphones Type 3, HP",5,73,"C",10
906723,2017-01-04 00:00:00.000,"Purchase","Speakers Type 4, Samsung",5,130,"C",10
906753,2017-01-04 00:00:00.000,"Purchase","Phone Type 2, HP",5,259,"C",10
906768,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 3, Dell",5,224,"C",10
906772,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 2, Samsung",5,197,"C",10
906831,2017-01-04 00:00:00.000,"Purchase","Charger Type 2, Samsung",5,22,"C",10
906836,2017-01-04 00:00:00.000,"Purchase","Speakers Type 1, HP",5,314,"C",10
906889,2017-01-04 00:00:00.000,"Purchase","Tablet Type 6, Huawei",5,193,"C",10
906913,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 2, Samsung",5,385,"C",10
906938,2017-01-04 00:00:00.000,"Purchase","Mouse Type 4, Dell",5,103,"C",10
906973,2017-01-04 00:00:00.000,"Purchase","Tablet Type 7, Dell",5,19,"C",10
907009,2017-01-04 00:00:00.000,"Purchase","Desktop Type 1, HP",5,51,"C",10
907016,2017-01-04 00:00:00.000,"Purchase","Laptop Type 6, Dell",5,58,"C",10
907038,2017-01-04 00:00:00.000,"Purchase","Microphone Type 3, Huawei",5,50,"C",10
907054,2017-01-04 00:00:00.000,"Purchase","Tablet Type 6, Samsung",5,507,"C",10
907060,2017-01-04 00:00:00.000,"Purchase","Phone Type 6, HP",5,1824,"C",10
907125,2017-01-04 00:00:00.000,"Purchase","Monitor Type 3, Huawei",5,971,"C",10
907129,2017-01-04 00:00:00.000,"Purchase","Mouse Type 2, HP",5,53,"C",10
907205,2017-01-04 00:00:00.000,"Purchase","Memory Type 1, Dell",5,71,"C",10
907211,2017-01-04 00:00:00.000,"Purchase","Tablet Type 7, HP",5,425,"C",10
907214,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 7, Huawei",5,127,"C",10
