StudentID,SchoolID,IncidentID,InvolvementID,IncidentDate,ActionID
"40877577","245","INS","P",2017-05-17 00:00:00.000,"VB"
"40843830","245","INS","P",2016-11-10 00:00:00.000,"VB"
"40836518","245","INS","P",2017-02-13 00:00:00.000,"VB"
"40836518","245","INS","P",2017-03-01 00:00:00.000,"VB"
"40836518","245","INS","P",2016-12-13 00:00:00.000,"VB"
"40887878","245","INS","P",2016-08-25 00:00:00.000,"VB"
"40858539","245","INS","P",2016-10-10 00:00:00.000,"VB"
"40829597","245","INS","P",2016-10-14 00:00:00.000,"VB"
"40834214","245","INS","P",2017-03-21 00:00:00.000,"VB"
"40834768","245","INS","P",2016-09-12 00:00:00.000,"VB"
"40821669","245","INS","P",2016-09-07 00:00:00.000,"VB"
"40821669","245","INS","P",2016-09-29 00:00:00.000,"VB"
"40814872","245","INS","P",2017-02-24 00:00:00.000,"VB"
"40839757","245","INS","P",2016-09-06 00:00:00.000,"VB"
"40892924","245","INS","P",2016-09-15 00:00:00.000,"VB"
"40829597","245","INS","P",2017-04-05 00:00:00.000,"VB"
"40829597","245","INS","P",2017-01-17 00:00:00.000,"VB"
"40829597","245","INS","P",2016-12-12 00:00:00.000,"VB"
"40894422","245","INS","P",2016-10-12 00:00:00.000,"VB"
"40843657","245","INS","P",2016-09-14 00:00:00.000,"VB"
"40843657","245","INS","P",2016-09-14 00:00:00.000,"VB"
"40828262","245","INS","P",2016-08-25 00:00:00.000,"VB"
"40830936","245","INS","P",2017-02-03 00:00:00.000,"VB"
"40854769","245","INS","P",2016-11-15 00:00:00.000,"VB"
"40828922","245","INS","P",2016-09-16 00:00:00.000,"VB"
"40814657","245","INS","P",2016-09-26 00:00:00.000,"VB"
"40829751","245","INS","P",2017-03-06 00:00:00.000,"VB"
"40845690","245","INS","P",2016-09-30 00:00:00.000,"VB"
"40883014","245","INS","P",2016-12-01 00:00:00.000,"VB"
"40893833","245","INS","P",2016-08-22 00:00:00.000,"VB"
"40854769","245","INS","P",2016-10-05 00:00:00.000,"VB"
"40846824","245","INS","P",2016-09-26 00:00:00.000,"VB"
"40829597","245","INS","P",2017-04-17 00:00:00.000,"VB"
"40829597","245","INS","P",2016-09-08 00:00:00.000,"VB"
"40829597","245","INS","P",2017-04-06 00:00:00.000,"VB"
"40838933","245","INS","P",2016-09-13 00:00:00.000,"VB"
"40885398","245","INS","P",2016-09-29 00:00:00.000,"VB"
"40814511","245","INS","P",2016-11-17 00:00:00.000,"VB"
"40883014","245","INS","P",2017-04-26 00:00:00.000,"VB"
"40845893","245","INS","P",2016-11-16 00:00:00.000,"VB"
"40862220","245","INS","P",2016-08-23 00:00:00.000,"VB"
"40843412","245","INS","P",2017-05-16 00:00:00.000,"VB"
"40856444","245","INS","P",2016-09-26 00:00:00.000,"VB"
"40830555","245","INS","P",2017-02-07 00:00:00.000,"VB"
"40830789","245","INS","P",2017-05-04 00:00:00.000,"VB"
"40826699","245","INS","P",2016-09-26 00:00:00.000,"VB"
"40818273","245","INS","P",2016-09-22 00:00:00.000,"VB"
"40893653","245","INS","P",2017-04-20 00:00:00.000,"VB"
"40895897","245","INS","P",2016-10-10 00:00:00.000,"VB"
"40851578","245","INS","P",2017-04-19 00:00:00.000,"VB"
"40901015","245","INS","P",2017-03-13 00:00:00.000,"VB"
"40901015","245","INS","P",2017-01-27 00:00:00.000,"VB"
"40833752","245","INS","P",2016-10-11 00:00:00.000,"VB"
"40850442","245","INS","P",2016-12-08 00:00:00.000,"VB"
"40834548","245","INS","P",2017-04-03 00:00:00.000,"VB"
"40826225","245","INS","P",2016-08-19 00:00:00.000,"VB"
"40897668","245","INS","P",2016-09-08 00:00:00.000,"VB"
"40850967","245","INS","P",2016-10-06 00:00:00.000,"VB"
"40844211","245","INS","P",2016-09-16 00:00:00.000,"VB"
"40846704","245","INS","P",2016-09-09 00:00:00.000,"VB"
"40846704","245","INS","P",2017-02-23 00:00:00.000,"VB"
"40889193","245","INS","P",2017-02-10 00:00:00.000,"VB"
"40825652","245","INS","P",2016-09-09 00:00:00.000,"VB"
"40846505","245","INS","P",2016-10-10 00:00:00.000,"VB"
"40849032","245","INS","P",2016-10-11 00:00:00.000,"VB"
"40848558","245","INS","P",2017-01-26 00:00:00.000,"VB"
"40800706","245","INS","P",2016-09-08 00:00:00.000,"VB"
"40800705","245","INS","P",2016-09-08 00:00:00.000,"VB"
"40800705","245","INS","P",2016-12-06 00:00:00.000,"VB"
"40842832","245","INS","P",2016-08-25 00:00:00.000,"VB"
"40842832","245","INS","P",2016-09-07 00:00:00.000,"VB"
"40842832","245","INS","P",2016-09-29 00:00:00.000,"VB"
"40842832","245","INS","P",2016-12-12 00:00:00.000,"VB"
"40834943","245","INS","P",2017-03-09 00:00:00.000,"VB"
"40859005","245","INS","P",2016-09-09 00:00:00.000,"VB"
"40896206","245","INS","P",2017-03-01 00:00:00.000,"VB"
"40896206","245","INS","P",2017-04-27 00:00:00.000,"VB"
"40843723","245","INS","P",2017-02-03 00:00:00.000,"VB"
"40883104","245","INS","P",2016-10-03 00:00:00.000,"VB"
"40862063","245","INS","P",2016-09-29 00:00:00.000,"VB"
"40862063","245","INS","P",2016-09-14 00:00:00.000,"VB"
"40888416","245","INS","P",2016-09-29 00:00:00.000,"VB"
"40814970","245","INS","P",2017-02-07 00:00:00.000,"VB"
"40843657","245","INS","P",2016-09-09 00:00:00.000,"VB"
"40830963","245","INS","P",2016-09-14 00:00:00.000,"VB"
"40830963","245","INS","P",2016-10-03 00:00:00.000,"VB"
"40818754","245","INS","P",2016-08-26 00:00:00.000,"VB"
"40866755","245","INS","P",2017-02-15 00:00:00.000,"VB"
"40855509","245","INS","P",2017-03-01 00:00:00.000,"VB"
"40836518","245","INS","P",2016-09-29 00:00:00.000,"VB"
"40836518","245","INS","P",2017-04-27 00:00:00.000,"VB"
"40825824","245","INS","P",2016-11-28 00:00:00.000,"VB"
"40863251","245","INS","P",2016-11-14 00:00:00.000,"VB"
"40849975","245","INS","P",2016-11-17 00:00:00.000,"VB"
"40890215","245","CLM","P",2016-09-20 00:00:00.000,"VB"
"40834421","245","CLM","P",2016-11-04 00:00:00.000,"VB"
"40835466","245","CLM","P",2016-11-04 00:00:00.000,"VB"
"40828769","245","CLM","P",2016-11-03 00:00:00.000,"VB"
"40889161","245","CLM","P",2016-11-04 00:00:00.000,"VB"
"40828808","245","CLM","P",2017-01-20 00:00:00.000,"VB"
"40882531","245","CLM","P",2016-08-29 00:00:00.000,"VB"
"40900300","245","CLM","P",2017-01-25 00:00:00.000,"VB"
"40826105","245","CLM","P",2016-08-24 00:00:00.000,"VB"
"40826105","245","CLM","P",2016-10-14 00:00:00.000,"VB"
"40846435","245","CLM","P",2016-09-07 00:00:00.000,"VB"
"40836200","245","CLM","P",2016-10-03 00:00:00.000,"VB"
"40830789","245","CLM","P",2016-10-03 00:00:00.000,"VB"
"40884515","245","CLM","P",2016-11-15 00:00:00.000,"VB"
"40827484","245","CLM","P",2016-09-29 00:00:00.000,"VB"
"40893040","245","CLM","P",2016-09-12 00:00:00.000,"VB"
"40862220","245","CLM","P",2016-08-31 00:00:00.000,"VB"
"40835215","245","CLM","P",2017-03-16 00:00:00.000,"VB"
"40835215","245","CLM","P",2017-04-05 00:00:00.000,"VB"
"40889590","245","CLM","P",2016-10-11 00:00:00.000,"VB"
"40889590","245","CLM","P",2017-01-17 00:00:00.000,"VB"
"40889590","245","CLM","P",2016-10-18 00:00:00.000,"VB"
"40867006","245","CLM","P",2016-12-01 00:00:00.000,"VB"
"40901015","245","CLM","P",2017-02-01 00:00:00.000,"VB"
"40888476","245","CLM","P",2017-01-10 00:00:00.000,"VB"
"40828769","245","CLM","P",2016-11-10 00:00:00.000,"VB"
"40828769","245","CLM","P",2016-08-19 00:00:00.000,"VB"
"40890978","245","CLM","P",2016-12-15 00:00:00.000,"VB"
"40842690","245","CLM","P",2016-10-11 00:00:00.000,"VB"
"40836200","245","CLM","P",2016-10-24 00:00:00.000,"VB"
"40892706","245","CLM","P",2016-10-18 00:00:00.000,"VB"
"40830789","245","CLM","P",2017-04-05 00:00:00.000,"VB"
"40893040","245","CLM","P",2016-09-15 00:00:00.000,"VB"
"40842613","245","CLM","P",2016-08-29 00:00:00.000,"VB"
"40842613","245","CLM","P",2016-08-30 00:00:00.000,"VB"
"40892272","245","CLM","P",2016-11-02 00:00:00.000,"VB"
"40890219","245","CLM","P",2016-09-27 00:00:00.000,"VB"
"40832170","245","CLM","P",2016-09-22 00:00:00.000,"VB"
"40826699","245","CLM","P",2016-08-30 00:00:00.000,"VB"
"40846510","245","CLM","P",2016-08-26 00:00:00.000,"VB"
"40846510","245","CLM","P",2016-09-28 00:00:00.000,"VB"
"40829413","245","CLM","P",2016-09-14 00:00:00.000,"VB"
"40893040","245","CLM","P",2016-09-13 00:00:00.000,"VB"
"40893040","245","CLM","P",2016-09-08 00:00:00.000,"VB"
"40834396","245","CLM","P",2016-10-18 00:00:00.000,"VB"
"40889590","245","CLM","P",2016-12-06 00:00:00.000,"VB"
"40889590","245","CLM","P",2017-01-19 00:00:00.000,"VB"
"40889590","245","CLM","P",2016-09-21 00:00:00.000,"VB"
"40889590","245","CLM","P",2016-11-14 00:00:00.000,"VB"
"40871767","245","CLM","P",2016-10-06 00:00:00.000,"VB"
"40830650","245","CLM","P",2016-11-04 00:00:00.000,"VB"
"36751937","245","CLM","P",2016-09-07 00:00:00.000,"VB"
"40862686","245","CLM","P",2016-09-20 00:00:00.000,"VB"
"40889193","245","CLM","P",2017-01-10 00:00:00.000,"VB"
"40897085","245","CLM","P",2016-09-12 00:00:00.000,"VB"
"40842613","245","CLM","P",2016-09-27 00:00:00.000,"VB"
"40842613","245","CLM","P",2016-08-29 00:00:00.000,"VB"
"40842613","245","CLM","P",2016-09-15 00:00:00.000,"VB"
"40842613","245","CLM","P",2016-11-08 00:00:00.000,"VB"
"40850442","245","CLM","P",2016-10-19 00:00:00.000,"VB"
"40861452","245","CLM","P",2017-02-08 00:00:00.000,"VB"
"40825652","245","CLM","P",2017-04-05 00:00:00.000,"VB"
"40825652","245","CLM","P",2016-09-29 00:00:00.000,"VB"
"40871767","245","CLM","P",2017-02-01 00:00:00.000,"VB"
"40821242","245","CLM","P",2016-09-26 00:00:00.000,"VB"
"40889193","245","CLM","P",2016-10-24 00:00:00.000,"VB"
"40889193","245","CLM","P",2016-11-30 00:00:00.000,"VB"
"40842613","245","CLM","P",2016-09-13 00:00:00.000,"VB"
"40873481","245","CLM","P",2017-03-15 00:00:00.000,"VB"
"40861452","245","CLM","P",2017-01-17 00:00:00.000,"VB"
"40814829","245","CLM","P",2016-09-26 00:00:00.000,"VB"
"40845153","245","CLM","P",2016-10-05 00:00:00.000,"VB"
"40889807","245","CLM","P",2016-08-31 00:00:00.000,"VB"
"40818672","245","CLM","P",2016-10-12 00:00:00.000,"VB"
"40826104","245","CLM","P",2016-08-29 00:00:00.000,"VB"
"40825476","245","CLM","P",2016-11-10 00:00:00.000,"VB"
"40874314","245","CLM","P",2016-12-12 00:00:00.000,"VB"
"40825246","245","CLM","P",2016-08-24 00:00:00.000,"VB"
"40889193","245","CLM","P",2016-09-15 00:00:00.000,"VB"
"40889193","245","CLM","P",2016-11-15 00:00:00.000,"VB"
"40884916","245","CLM","P",2016-10-24 00:00:00.000,"VB"
"40834780","245","CLM","P",2017-01-31 00:00:00.000,"VB"
"40825652","245","CLM","P",2016-09-15 00:00:00.000,"VB"
"40800705","245","CLM","P",2016-09-13 00:00:00.000,"VB"
"40800130","245","CLM","P",2016-10-03 00:00:00.000,"VB"
"40800130","245","CLM","P",2017-01-20 00:00:00.000,"VB"
"40826104","245","CLM","P",2016-11-16 00:00:00.000,"VB"
"40846505","245","CLM","P",2016-11-08 00:00:00.000,"VB"
"40843877","245","CLM","P",2017-05-11 00:00:00.000,"VB"
"40834780","245","CLM","P",2016-10-26 00:00:00.000,"VB"
"40888796","245","CLM","P",2017-01-12 00:00:00.000,"VB"
"40854664","245","CLM","P",2016-10-24 00:00:00.000,"VB"
"40825476","245","CLM","P",2017-03-06 00:00:00.000,"VB"
"40825476","245","CLM","P",2016-11-16 00:00:00.000,"VB"
"40850864","245","CLM","P",2016-08-22 00:00:00.000,"VB"
"40883104","245","CLM","P",2016-10-31 00:00:00.000,"VB"
"40883104","245","CLM","P",2017-02-17 00:00:00.000,"VB"
"40848558","245","CLM","P",2016-10-05 00:00:00.000,"VB"
"40843974","245","CLM","P",2016-12-13 00:00:00.000,"VB"
"40821232","245","CLM","P",2016-11-15 00:00:00.000,"VB"
"40845339","245","CLM","P",2016-10-06 00:00:00.000,"VB"
"40800706","245","CLM","P",2017-04-06 00:00:00.000,"VB"
"40846461","245","CLM","P",2017-04-28 00:00:00.000,"VB"
"40850400","245","CLM","P",2016-08-25 00:00:00.000,"VB"
"40838739","245","CLM","P",2016-11-10 00:00:00.000,"VB"
"40838739","245","CLM","P",2017-01-20 00:00:00.000,"VB"
"40838739","245","CLM","P",2017-02-08 00:00:00.000,"VB"
"40852947","245","CLM","P",2016-09-14 00:00:00.000,"VB"
"40874314","245","CLM","P",2017-01-18 00:00:00.000,"VB"
"40862063","245","CLM","P",2016-09-20 00:00:00.000,"VB"
"40887878","245","CLM","P",2016-08-24 00:00:00.000,"VB"
"40837838","245","CLM","P",2017-03-15 00:00:00.000,"VB"
"40836029","245","CLM","P",2016-10-10 00:00:00.000,"VB"
"40837838","245","CLM","P",2017-01-06 00:00:00.000,"VB"
"40888796","245","CLM","P",2017-04-25 00:00:00.000,"VB"
"40832656","245","CLM","P",2017-01-31 00:00:00.000,"VB"
"40832656","245","CLM","P",2016-09-29 00:00:00.000,"VB"
"40834943","245","CLM","P",2017-02-01 00:00:00.000,"VB"
"40846064","245","CLM","P",2017-02-06 00:00:00.000,"VB"
"40830597","245","CLM","P",2016-10-11 00:00:00.000,"VB"
"40892086","245","CLM","P",2016-08-30 00:00:00.000,"VB"
"40864042","245","CLM","P",2016-11-07 00:00:00.000,"VB"
"40841247","245","CLM","P",2016-09-09 00:00:00.000,"VB"
"40862959","245","CLM","P",2016-09-07 00:00:00.000,"VB"
"40814657","245","CLM","P",2017-01-18 00:00:00.000,"VB"
"40814657","245","CLM","P",2016-09-14 00:00:00.000,"VB"
"40850400","245","CLM","P",2016-08-30 00:00:00.000,"VB"
"40850400","245","CLM","P",2016-12-16 00:00:00.000,"VB"
"40834412","245","CLM","P",2016-10-18 00:00:00.000,"VB"
"40877577","245","CLM","P",2017-01-12 00:00:00.000,"VB"
"40829832","245","CLM","P",2017-01-20 00:00:00.000,"VB"
"40829832","245","CLM","P",2017-03-21 00:00:00.000,"VB"
"40887878","245","CLM","P",2016-11-03 00:00:00.000,"VB"
"40840814","245","CLM","P",2016-08-23 00:00:00.000,"VB"
"40836029","245","CLM","P",2016-10-07 00:00:00.000,"VB"
"40821669","245","CLM","P",2017-02-10 00:00:00.000,"VB"
"40834768","245","CLM","P",2017-01-20 00:00:00.000,"VB"
"40821669","245","CLM","P",2016-10-18 00:00:00.000,"VB"
"40814872","245","CLM","P",2016-10-21 00:00:00.000,"VB"
"40829612","245","CLM","P",2016-12-12 00:00:00.000,"VB"
"40829597","245","CLM","P",2017-02-15 00:00:00.000,"VB"
"40885398","245","CLM","P",2016-09-20 00:00:00.000,"VB"
"40892086","245","CLM","P",2016-09-29 00:00:00.000,"VB"
"40851192","245","CLM","P",2017-02-24 00:00:00.000,"VB"
"40826356","245","CLM","P",2016-08-29 00:00:00.000,"VB"
"40834214","245","CLM","P",2017-04-13 00:00:00.000,"VB"
"40835211","245","CLM","P",2016-10-13 00:00:00.000,"VB"
"40834641","245","CLM","P",2016-10-06 00:00:00.000,"VB"
"40849975","245","CLM","P",2016-08-29 00:00:00.000,"VB"
"40849975","245","CLM","P",2016-09-29 00:00:00.000,"VB"
"40846707","245","CLM","P",2016-12-07 00:00:00.000,"VB"
"40849975","245","CLM","P",2017-02-08 00:00:00.000,"VB"
"40881901","245","CLM","P",2017-04-20 00:00:00.000,"VB"
"40885398","245","CLM","P",2016-08-22 00:00:00.000,"VB"
"40826350","245","CLM","P",2016-09-15 00:00:00.000,"VB"
"40825905","245","CLM","P",2017-02-08 00:00:00.000,"VB"
"40853721","245","CLM","P",2016-09-27 00:00:00.000,"VB"
"40849975","245","CLM","P",2016-08-23 00:00:00.000,"VB"
"40880786","245","CLM","P",2016-09-21 00:00:00.000,"VB"
"40862220","245","CLM","P",2017-04-26 00:00:00.000,"VB"
"40826105","245","CLM","P",2017-03-06 00:00:00.000,"VB"
"40843846","245","CLM","P",2016-09-22 00:00:00.000,"VB"
"40842548","245","CLM","P",2016-09-06 00:00:00.000,"VB"
"40818769","245","CLM","P",2016-11-04 00:00:00.000,"VB"
"40833932","245","CLM","P",2016-10-04 00:00:00.000,"VB"
"40889590","245","CLM","P",2017-02-09 00:00:00.000,"VB"
"40850442","245","CLM","P",2016-09-13 00:00:00.000,"VB"
"40821242","245","CLM","P",2016-10-06 00:00:00.000,"VB"
"40861452","245","CLM","P",2016-10-13 00:00:00.000,"VB"
"40846510","245","CLM","P",2016-08-29 00:00:00.000,"VB"
"40844211","245","CLM","P",2016-08-23 00:00:00.000,"VB"
"40830144","245","CLM","P",2016-11-16 00:00:00.000,"VB"
"40889193","245","CLM","P",2016-09-07 00:00:00.000,"VB"
"40826947","245","CLM","P",2016-09-29 00:00:00.000,"VB"
"40826809","245","CLM","P",2017-01-24 00:00:00.000,"VB"
"40826809","245","CLM","P",2016-08-24 00:00:00.000,"VB"
"40829573","245","CLM","P",2017-01-17 00:00:00.000,"VB"
"40814829","245","CLM","P",2016-09-22 00:00:00.000,"VB"
"40834058","245","CLM","P",2016-12-08 00:00:00.000,"VB"
"40890076","245","CLM","P",2016-10-03 00:00:00.000,"VB"
"40849032","245","CLM","P",2016-09-12 00:00:00.000,"VB"
"40837286","245","CLM","P",2016-09-09 00:00:00.000,"VB"
"40852947","245","CLM","P",2017-04-13 00:00:00.000,"VB"
"40837838","245","CLM","P",2016-12-05 00:00:00.000,"VB"
"40837838","245","CLM","P",2016-09-16 00:00:00.000,"VB"
"40834780","245","CLM","P",2016-09-14 00:00:00.000,"VB"
"40850209","245","CLM","P",2016-12-06 00:00:00.000,"VB"
"40858178","245","CLM","P",2017-01-20 00:00:00.000,"VB"
"40806811","245","CLM","P",2016-09-22 00:00:00.000,"VB"
"40821724","245","CLM","P",2016-10-20 00:00:00.000,"VB"
"40892310","245","CLM","P",2016-09-07 00:00:00.000,"VB"
"40850400","245","CLM","P",2017-01-13 00:00:00.000,"VB"
"40847510","245","CLM","P",2017-04-17 00:00:00.000,"VB"
"40864042","245","CLM","P",2016-08-29 00:00:00.000,"VB"
