Date,Value
2019-05-14 00:00:00.000,1159
2019-05-15 00:00:00.000,1258
2019-05-16 00:00:00.000,1002
2019-05-17 00:00:00.000,1313
2019-05-18 00:00:00.000,1361
2019-05-19 00:00:00.000,1292
2019-05-20 00:00:00.000,1420
2019-05-21 00:00:00.000,1175
2019-05-22 00:00:00.000,1006
2019-05-23 00:00:00.000,1118
2019-05-24 00:00:00.000,1203
2019-05-25 00:00:00.000,1297
2019-05-26 00:00:00.000,1154
2019-05-27 00:00:00.000,1072
2019-05-28 00:00:00.000,1014
2019-05-29 00:00:00.000,1128
2019-05-30 00:00:00.000,1230
2019-05-31 00:00:00.000,1365
2019-06-01 00:00:00.000,1464
2019-06-02 00:00:00.000,1327
2019-06-03 00:00:00.000,1049
2019-06-04 00:00:00.000,1388
2019-06-05 00:00:00.000,1071
2019-06-06 00:00:00.000,1050
2019-06-07 00:00:00.000,1375
2019-06-08 00:00:00.000,1255
2019-06-09 00:00:00.000,1250
2019-06-10 00:00:00.000,1222
2019-06-11 00:00:00.000,1115
2019-06-12 00:00:00.000,1297
2019-06-13 00:00:00.000,1156
2019-06-14 00:00:00.000,1044
2019-06-15 00:00:00.000,1325
2019-06-16 00:00:00.000,1469
2019-06-17 00:00:00.000,1154
2019-06-18 00:00:00.000,1210
2019-06-19 00:00:00.000,1106
2019-06-20 00:00:00.000,1420
2019-06-21 00:00:00.000,1351
2019-06-22 00:00:00.000,1357
2019-06-23 00:00:00.000,1377
2019-06-24 00:00:00.000,1183
2019-06-25 00:00:00.000,1064
2019-06-26 00:00:00.000,1165
2019-06-27 00:00:00.000,1080
2019-06-28 00:00:00.000,1448
2019-06-29 00:00:00.000,1453
2019-06-30 00:00:00.000,1290
2019-07-01 00:00:00.000,1018
2019-07-02 00:00:00.000,1099
2019-07-03 00:00:00.000,1341
2019-07-04 00:00:00.000,1086
2019-07-05 00:00:00.000,1114
2019-07-06 00:00:00.000,1148
2019-07-07 00:00:00.000,1477
2019-07-08 00:00:00.000,1264
2019-07-09 00:00:00.000,1436
2019-07-10 00:00:00.000,1304
2019-07-11 00:00:00.000,1283
2019-07-12 00:00:00.000,1004
2019-07-13 00:00:00.000,1127
2019-07-14 00:00:00.000,1182
2019-07-15 00:00:00.000,1038
2019-07-16 00:00:00.000,1357
2019-07-17 00:00:00.000,1332
2019-07-18 00:00:00.000,1442
2019-07-19 00:00:00.000,1488
2019-07-20 00:00:00.000,1419
2019-07-21 00:00:00.000,1468
2019-07-22 00:00:00.000,1495
2019-07-23 00:00:00.000,1121
2019-07-24 00:00:00.000,1304
2019-07-25 00:00:00.000,1103
2019-07-26 00:00:00.000,1459
2019-07-27 00:00:00.000,1326
2019-07-28 00:00:00.000,1106
2019-07-29 00:00:00.000,1198
2019-07-30 00:00:00.000,1080
2019-07-31 00:00:00.000,1272
2019-08-01 00:00:00.000,1153
2019-08-02 00:00:00.000,1422
2019-08-03 00:00:00.000,1213
2019-08-04 00:00:00.000,1248
2019-08-05 00:00:00.000,1036
2019-08-06 00:00:00.000,1041
2019-08-07 00:00:00.000,1022
2019-08-08 00:00:00.000,1144
2019-08-09 00:00:00.000,1244
2019-08-10 00:00:00.000,1382
2019-08-11 00:00:00.000,1092
2019-08-12 00:00:00.000,1289
2019-08-13 00:00:00.000,1467
2019-08-14 00:00:00.000,1013
2019-08-15 00:00:00.000,1231
2019-08-16 00:00:00.000,1344
2019-08-17 00:00:00.000,1443
2019-08-18 00:00:00.000,1114
2019-08-19 00:00:00.000,1003
2019-08-20 00:00:00.000,1303
2019-08-21 00:00:00.000,1318
2019-08-22 00:00:00.000,1338
2019-08-23 00:00:00.000,1256
2019-08-24 00:00:00.000,1496
2019-08-25 00:00:00.000,1305
2019-08-26 00:00:00.000,1292
2019-08-27 00:00:00.000,1443
2019-08-28 00:00:00.000,1199
2019-08-29 00:00:00.000,1058
2019-08-30 00:00:00.000,1417
2019-08-31 00:00:00.000,1485
2019-09-01 00:00:00.000,1074
2019-09-02 00:00:00.000,1246
2019-09-03 00:00:00.000,1078
2019-09-04 00:00:00.000,1045
2019-09-05 00:00:00.000,1237
2019-09-06 00:00:00.000,1452
2019-09-07 00:00:00.000,1490
2019-09-08 00:00:00.000,1484
2019-09-09 00:00:00.000,1446
2019-09-10 00:00:00.000,1192
2019-09-11 00:00:00.000,1112
2019-09-12 00:00:00.000,1166
2019-09-13 00:00:00.000,1310
2019-09-14 00:00:00.000,1459
2019-09-15 00:00:00.000,1404
2019-09-16 00:00:00.000,1412
2019-09-17 00:00:00.000,1140
2019-09-18 00:00:00.000,1145
2019-09-19 00:00:00.000,1288
2019-09-20 00:00:00.000,1499
2019-09-21 00:00:00.000,1134
2019-09-22 00:00:00.000,1147
2019-09-23 00:00:00.000,1099
2019-09-24 00:00:00.000,1015
2019-09-25 00:00:00.000,1232
2019-09-26 00:00:00.000,1293
2019-09-27 00:00:00.000,1244
2019-09-28 00:00:00.000,1166
2019-09-29 00:00:00.000,1001
2019-09-30 00:00:00.000,1157
2019-10-01 00:00:00.000,1272
2019-10-02 00:00:00.000,1212
2019-10-03 00:00:00.000,1330
2019-10-04 00:00:00.000,1399
2019-10-05 00:00:00.000,1494
2019-10-06 00:00:00.000,1189
2019-10-07 00:00:00.000,1214
2019-10-08 00:00:00.000,1474
2019-10-09 00:00:00.000,1135
2019-10-10 00:00:00.000,1095
2019-10-11 00:00:00.000,1096
2019-10-12 00:00:00.000,1349
2019-10-13 00:00:00.000,1067
2019-10-14 00:00:00.000,1082
2019-10-15 00:00:00.000,1088
2019-10-16 00:00:00.000,1362
2019-10-17 00:00:00.000,1416
2019-10-18 00:00:00.000,1436
2019-10-19 00:00:00.000,1404
2019-10-20 00:00:00.000,1324
2019-10-21 00:00:00.000,1064
2019-10-22 00:00:00.000,1224
2019-10-23 00:00:00.000,1393
2019-10-24 00:00:00.000,1205
2019-10-25 00:00:00.000,1161
2019-10-26 00:00:00.000,1024
2019-10-27 00:00:00.000,1043
2019-10-28 00:00:00.000,1497
2019-10-29 00:00:00.000,1259
2019-10-30 00:00:00.000,1008
2019-10-31 00:00:00.000,1001
2019-11-01 00:00:00.000,1036
2019-11-02 00:00:00.000,1405
2019-11-03 00:00:00.000,1473
2019-11-04 00:00:00.000,1398
2019-11-05 00:00:00.000,1375
2019-11-06 00:00:00.000,1371
2019-11-07 00:00:00.000,1283
2019-11-08 00:00:00.000,1188
2019-11-09 00:00:00.000,1328
2019-11-10 00:00:00.000,1451
2019-11-11 00:00:00.000,1384
2019-11-12 00:00:00.000,1044
2019-11-13 00:00:00.000,1208
2019-11-14 00:00:00.000,1232
2019-11-15 00:00:00.000,1492
2019-11-16 00:00:00.000,1332
2019-11-17 00:00:00.000,1345
2019-11-18 00:00:00.000,1093
2019-11-19 00:00:00.000,1422
2019-11-20 00:00:00.000,1178
2019-11-21 00:00:00.000,1474
2019-11-22 00:00:00.000,1062
2019-11-23 00:00:00.000,1063
2019-11-24 00:00:00.000,1004
2019-11-25 00:00:00.000,1095
2019-11-26 00:00:00.000,1238
2019-11-27 00:00:00.000,1012
2019-11-28 00:00:00.000,1317
2019-11-29 00:00:00.000,1297
2019-11-30 00:00:00.000,1097
2019-12-01 00:00:00.000,1492
2019-12-02 00:00:00.000,1377
2019-12-03 00:00:00.000,1151
2019-12-04 00:00:00.000,1454
2019-12-05 00:00:00.000,1036
2019-12-06 00:00:00.000,1497
2019-12-07 00:00:00.000,1293
2019-12-08 00:00:00.000,1406
2019-12-09 00:00:00.000,1136
2019-12-10 00:00:00.000,1398
2019-12-11 00:00:00.000,1336
2019-12-12 00:00:00.000,1235
2019-12-13 00:00:00.000,1412
2019-12-14 00:00:00.000,1098
2019-12-15 00:00:00.000,1440
2019-12-16 00:00:00.000,1487
2019-12-17 00:00:00.000,1138
2019-12-18 00:00:00.000,1350
2019-12-19 00:00:00.000,1306
2019-12-20 00:00:00.000,1490
2019-12-21 00:00:00.000,1393
2019-12-22 00:00:00.000,1302
2019-12-23 00:00:00.000,1415
2019-12-24 00:00:00.000,1090
2019-12-25 00:00:00.000,1347
2019-12-26 00:00:00.000,1195
2019-12-27 00:00:00.000,1416
2019-12-28 00:00:00.000,1283
2019-12-29 00:00:00.000,1005
2019-12-30 00:00:00.000,1182
2019-12-31 00:00:00.000,1090
2020-01-01 00:00:00.000,1127
2020-01-02 00:00:00.000,1105
2020-01-03 00:00:00.000,1028
2020-01-04 00:00:00.000,1468
2020-01-05 00:00:00.000,1063
2020-01-06 00:00:00.000,1287
2020-01-07 00:00:00.000,1392
2020-01-08 00:00:00.000,1127
2020-01-09 00:00:00.000,1362
2020-01-10 00:00:00.000,1210
2020-01-11 00:00:00.000,1024
2020-01-12 00:00:00.000,1215
2020-01-13 00:00:00.000,1433
2020-01-14 00:00:00.000,1440
2020-01-15 00:00:00.000,1005
2020-01-16 00:00:00.000,1199
2020-01-17 00:00:00.000,1280
2020-01-18 00:00:00.000,1325
2020-01-19 00:00:00.000,1253
2020-01-20 00:00:00.000,1281
2020-01-21 00:00:00.000,1489
2020-01-22 00:00:00.000,1323
2020-01-23 00:00:00.000,1157
2020-01-24 00:00:00.000,1263
2020-01-25 00:00:00.000,1354
2020-01-26 00:00:00.000,1155
2020-01-27 00:00:00.000,1160
2020-01-28 00:00:00.000,1183
2020-01-29 00:00:00.000,1478
2020-01-30 00:00:00.000,1351
2020-01-31 00:00:00.000,1151
2020-02-01 00:00:00.000,1081
2020-02-02 00:00:00.000,1332
2020-02-03 00:00:00.000,1175
2020-02-04 00:00:00.000,1224
2020-02-05 00:00:00.000,1261
2020-02-06 00:00:00.000,1233
2020-02-07 00:00:00.000,1402
2020-02-08 00:00:00.000,1315
2020-02-09 00:00:00.000,1372
2020-02-10 00:00:00.000,1432
2020-02-11 00:00:00.000,1249
2020-02-12 00:00:00.000,1366
2020-02-13 00:00:00.000,1153
2020-02-14 00:00:00.000,1074
2020-02-15 00:00:00.000,1211
2020-02-16 00:00:00.000,1113
2020-02-17 00:00:00.000,1411
2020-02-18 00:00:00.000,1477
2020-02-19 00:00:00.000,1452
2020-02-20 00:00:00.000,1259
2020-02-21 00:00:00.000,1150
2020-02-22 00:00:00.000,1275
2020-02-23 00:00:00.000,1016
2020-02-24 00:00:00.000,1076
2020-02-25 00:00:00.000,1500
2020-02-26 00:00:00.000,1127
2020-02-27 00:00:00.000,1181
2020-02-28 00:00:00.000,1211
2020-02-29 00:00:00.000,1011
2020-03-01 00:00:00.000,1123
2020-03-02 00:00:00.000,1334
2020-03-03 00:00:00.000,1321
2020-03-04 00:00:00.000,1382
2020-03-05 00:00:00.000,1063
2020-03-06 00:00:00.000,1323
2020-03-07 00:00:00.000,1032
2020-03-08 00:00:00.000,1480
2020-03-09 00:00:00.000,1430
2020-03-10 00:00:00.000,1442
2020-03-11 00:00:00.000,1181
2020-03-12 00:00:00.000,1308
2020-03-13 00:00:00.000,1469
2020-03-14 00:00:00.000,1366
2020-03-15 00:00:00.000,1042
2020-03-16 00:00:00.000,1136
2020-03-17 00:00:00.000,1053
2020-03-18 00:00:00.000,1051
2020-03-19 00:00:00.000,1071
2020-03-20 00:00:00.000,1442
2020-03-21 00:00:00.000,1199
2020-03-22 00:00:00.000,1119
2020-03-23 00:00:00.000,1166
2020-03-24 00:00:00.000,1468
2020-03-25 00:00:00.000,1031
2020-03-26 00:00:00.000,1003
2020-03-27 00:00:00.000,1046
2020-03-28 00:00:00.000,1299
2020-03-29 00:00:00.000,1034
2020-03-30 00:00:00.000,1413
2020-03-31 00:00:00.000,1346
2020-04-01 00:00:00.000,1437
2020-04-02 00:00:00.000,1090
2020-04-03 00:00:00.000,1128
2020-04-04 00:00:00.000,1295
2020-04-05 00:00:00.000,1359
2020-04-06 00:00:00.000,1082
2020-04-07 00:00:00.000,1054
2020-04-08 00:00:00.000,1006
2020-04-09 00:00:00.000,1002
2020-04-10 00:00:00.000,1239
2020-04-11 00:00:00.000,1053
2020-04-12 00:00:00.000,1377
2020-04-13 00:00:00.000,1180
2020-04-14 00:00:00.000,1488
2020-04-15 00:00:00.000,1044
2020-04-16 00:00:00.000,1475
2020-04-17 00:00:00.000,1181
2020-04-18 00:00:00.000,1384
2020-04-19 00:00:00.000,1472
2020-04-20 00:00:00.000,1266
2020-04-21 00:00:00.000,1418
2020-04-22 00:00:00.000,1367
2020-04-23 00:00:00.000,1211
2020-04-24 00:00:00.000,1050
2020-04-25 00:00:00.000,1109
2020-04-26 00:00:00.000,1189
2020-04-27 00:00:00.000,1071
2020-04-28 00:00:00.000,1400
2020-04-29 00:00:00.000,1182
2020-04-30 00:00:00.000,1260
2020-05-01 00:00:00.000,1374
2020-05-02 00:00:00.000,1258
2020-05-03 00:00:00.000,1082
2020-05-04 00:00:00.000,1403
2020-05-05 00:00:00.000,1349
2020-05-06 00:00:00.000,1443
2020-05-07 00:00:00.000,1476
2020-05-08 00:00:00.000,1132
2020-05-09 00:00:00.000,1251
2020-05-10 00:00:00.000,1456
2020-05-11 00:00:00.000,1065
2020-05-12 00:00:00.000,1091
2020-05-13 00:00:00.000,1322
2020-05-14 00:00:00.000,1457
2020-05-15 00:00:00.000,1265
2020-05-16 00:00:00.000,1266
2020-05-17 00:00:00.000,1284
2020-05-18 00:00:00.000,1212
2020-05-19 00:00:00.000,1148
2020-05-20 00:00:00.000,1430
2020-05-21 00:00:00.000,1473
2020-05-22 00:00:00.000,1335
2020-05-23 00:00:00.000,1056
2020-05-24 00:00:00.000,1489
2020-05-25 00:00:00.000,1435
2020-05-26 00:00:00.000,1164
2020-05-27 00:00:00.000,1458
2020-05-28 00:00:00.000,1022
2020-05-29 00:00:00.000,1268
2020-05-30 00:00:00.000,1098
2020-05-31 00:00:00.000,1474
2020-06-01 00:00:00.000,1195
2020-06-02 00:00:00.000,1499
2020-06-03 00:00:00.000,1442
2020-06-04 00:00:00.000,1339
2020-06-05 00:00:00.000,1161
2020-06-06 00:00:00.000,1197
2020-06-07 00:00:00.000,1386
2020-06-08 00:00:00.000,1354
2020-06-09 00:00:00.000,1373
2020-06-10 00:00:00.000,1229
2020-06-11 00:00:00.000,1385
2020-06-12 00:00:00.000,1361
2020-06-13 00:00:00.000,1419
2020-06-14 00:00:00.000,1287
2020-06-15 00:00:00.000,1096
2020-06-16 00:00:00.000,1145
2020-06-17 00:00:00.000,1347
2020-06-18 00:00:00.000,1455
2020-06-19 00:00:00.000,1394
2020-06-20 00:00:00.000,1423
2020-06-21 00:00:00.000,1093
2020-06-22 00:00:00.000,1320
2020-06-23 00:00:00.000,1242
2020-06-24 00:00:00.000,1423
2020-06-25 00:00:00.000,1008
2020-06-26 00:00:00.000,1099
2020-06-27 00:00:00.000,1044
2020-06-28 00:00:00.000,1088
2020-06-29 00:00:00.000,1018
2020-06-30 00:00:00.000,1350
2020-07-01 00:00:00.000,1371
2020-07-02 00:00:00.000,1467
2020-07-03 00:00:00.000,1408
2020-07-04 00:00:00.000,1008
2020-07-05 00:00:00.000,1016
2020-07-06 00:00:00.000,1270
2020-07-07 00:00:00.000,1379
2020-07-08 00:00:00.000,1278
2020-07-09 00:00:00.000,1001
2020-07-10 00:00:00.000,1236
2020-07-11 00:00:00.000,1258
2020-07-12 00:00:00.000,1222
2020-07-13 00:00:00.000,1230
2020-07-14 00:00:00.000,1406
2020-07-15 00:00:00.000,1225
2020-07-16 00:00:00.000,1392
2020-07-17 00:00:00.000,1390
2020-07-18 00:00:00.000,1215
2020-07-19 00:00:00.000,1072
2020-07-20 00:00:00.000,1132
2020-07-21 00:00:00.000,1377
2020-07-22 00:00:00.000,1065
2020-07-23 00:00:00.000,1007
2020-07-24 00:00:00.000,1182
2020-07-25 00:00:00.000,1170
2020-07-26 00:00:00.000,1474
2020-07-27 00:00:00.000,1331
2020-07-28 00:00:00.000,1487
2020-07-29 00:00:00.000,1355
2020-07-30 00:00:00.000,1235
2020-07-31 00:00:00.000,1011
2020-08-01 00:00:00.000,1158
2020-08-02 00:00:00.000,1012
2020-08-03 00:00:00.000,1100
2020-08-04 00:00:00.000,1166
2020-08-05 00:00:00.000,1028
2020-08-06 00:00:00.000,1102
2020-08-07 00:00:00.000,1209
2020-08-08 00:00:00.000,1401
2020-08-09 00:00:00.000,1142
2020-08-10 00:00:00.000,1312
2020-08-11 00:00:00.000,1061
2020-08-12 00:00:00.000,1340
2020-08-13 00:00:00.000,1353
2020-08-14 00:00:00.000,1442
2020-08-15 00:00:00.000,1038
2020-08-16 00:00:00.000,1315
2020-08-17 00:00:00.000,1081
2020-08-18 00:00:00.000,1243
2020-08-19 00:00:00.000,1436
2020-08-20 00:00:00.000,1167
2020-08-21 00:00:00.000,1362
2020-08-22 00:00:00.000,1310
2020-08-23 00:00:00.000,1423
2020-08-24 00:00:00.000,1038
2020-08-25 00:00:00.000,1467
2020-08-26 00:00:00.000,1338
2020-08-27 00:00:00.000,1049
2020-08-28 00:00:00.000,1236
2020-08-29 00:00:00.000,1309
2020-08-30 00:00:00.000,1333
2020-08-31 00:00:00.000,1477
2020-09-01 00:00:00.000,1348
2020-09-02 00:00:00.000,1282
2020-09-03 00:00:00.000,1009
2020-09-04 00:00:00.000,1372
2020-09-05 00:00:00.000,1239
2020-09-06 00:00:00.000,1356
2020-09-07 00:00:00.000,1188
2020-09-08 00:00:00.000,1207
2020-09-09 00:00:00.000,1455
2020-09-10 00:00:00.000,1097
2020-09-11 00:00:00.000,1445
2020-09-12 00:00:00.000,1243
2020-09-13 00:00:00.000,1029
2020-09-14 00:00:00.000,1146
2020-09-15 00:00:00.000,1075
2020-09-16 00:00:00.000,1295
2020-09-17 00:00:00.000,1144
2020-09-18 00:00:00.000,1470
2020-09-19 00:00:00.000,1434
2020-09-20 00:00:00.000,1071
2020-09-21 00:00:00.000,1049
2020-09-22 00:00:00.000,1186
2020-09-23 00:00:00.000,1115
2020-09-24 00:00:00.000,1122
2020-09-25 00:00:00.000,1441
2020-09-26 00:00:00.000,1253
2020-09-27 00:00:00.000,1423
2020-09-28 00:00:00.000,1442
2020-09-29 00:00:00.000,1147
2020-09-30 00:00:00.000,1490
2020-10-01 00:00:00.000,1366
2020-10-02 00:00:00.000,1241
2020-10-03 00:00:00.000,1328
2020-10-04 00:00:00.000,1151
2020-10-05 00:00:00.000,1074
2020-10-06 00:00:00.000,1327
2020-10-07 00:00:00.000,1143
2020-10-08 00:00:00.000,1045
2020-10-09 00:00:00.000,1332
2020-10-10 00:00:00.000,1061
2020-10-11 00:00:00.000,1338
2020-10-12 00:00:00.000,1421
2020-10-13 00:00:00.000,1255
2020-10-14 00:00:00.000,1362
2020-10-15 00:00:00.000,1075
2020-10-16 00:00:00.000,1031
2020-10-17 00:00:00.000,1201
2020-10-18 00:00:00.000,1154
2020-10-19 00:00:00.000,1249
2020-10-20 00:00:00.000,1232
2020-10-21 00:00:00.000,1133
2020-10-22 00:00:00.000,1395
2020-10-23 00:00:00.000,1359
2020-10-24 00:00:00.000,1320
2020-10-25 00:00:00.000,1346
2020-10-26 00:00:00.000,1032
2020-10-27 00:00:00.000,1271
2020-10-28 00:00:00.000,1056
2020-10-29 00:00:00.000,1328
2020-10-30 00:00:00.000,1133
2020-10-31 00:00:00.000,1144
2020-11-01 00:00:00.000,1261
2020-11-02 00:00:00.000,1001
2020-11-03 00:00:00.000,1477
2020-11-04 00:00:00.000,1193
2020-11-05 00:00:00.000,1479
2020-11-06 00:00:00.000,1074
2020-11-07 00:00:00.000,1103
2020-11-08 00:00:00.000,1455
2020-11-09 00:00:00.000,1220
2020-11-10 00:00:00.000,1045
2020-11-11 00:00:00.000,1165
2020-11-12 00:00:00.000,1458
2020-11-13 00:00:00.000,1083
2020-11-14 00:00:00.000,1352
2020-11-15 00:00:00.000,1083
2020-11-16 00:00:00.000,1294
2020-11-17 00:00:00.000,1032
2020-11-18 00:00:00.000,1328
2020-11-19 00:00:00.000,1107
2020-11-20 00:00:00.000,1237
2020-11-21 00:00:00.000,1314
2020-11-22 00:00:00.000,1249
2020-11-23 00:00:00.000,1110
2020-11-24 00:00:00.000,1142
2020-11-25 00:00:00.000,1000
2020-11-26 00:00:00.000,1426
2020-11-27 00:00:00.000,1036
2020-11-28 00:00:00.000,1416
2020-11-29 00:00:00.000,1295
2020-11-30 00:00:00.000,1125
2020-12-01 00:00:00.000,1476
2020-12-02 00:00:00.000,1359
2020-12-03 00:00:00.000,1400
2020-12-04 00:00:00.000,1254
2020-12-05 00:00:00.000,1376
2020-12-06 00:00:00.000,1319
2020-12-07 00:00:00.000,1007
2020-12-08 00:00:00.000,1056
2020-12-09 00:00:00.000,1199
2020-12-10 00:00:00.000,1437
2020-12-11 00:00:00.000,1138
2020-12-12 00:00:00.000,1062
2020-12-13 00:00:00.000,1077
2020-12-14 00:00:00.000,1048
2020-12-15 00:00:00.000,1258
2020-12-16 00:00:00.000,1419
2020-12-17 00:00:00.000,1055
2020-12-18 00:00:00.000,1263
2020-12-19 00:00:00.000,1497
2020-12-20 00:00:00.000,1463
2020-12-21 00:00:00.000,1212
2020-12-22 00:00:00.000,1229
2020-12-23 00:00:00.000,1267
2020-12-24 00:00:00.000,1125
2020-12-25 00:00:00.000,1009
2020-12-26 00:00:00.000,1052
2020-12-27 00:00:00.000,1447
2020-12-28 00:00:00.000,1480
2020-12-29 00:00:00.000,1009
2020-12-30 00:00:00.000,1143
2020-12-31 00:00:00.000,1392
