device_fk,sensor_type_id,sensor_type,sensor,metric_id,metric,measure_type_id,measure_type,value,timeperiod_id,timeperiod,window,start_time,end_time,last_updated,percent_value,base_value
13318,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",0.53,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:13.996,0.53,2
13319,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",4.19,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.040,4.19,2
13319,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.76,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.043,0.76,2
13319,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.87,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.043,0.87,2
13319,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",0.92,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.040,0.92,2
13320,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",1.42,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.083,1.42,2
13320,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.4,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.083,0.4,2
13320,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.51,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.086,0.51,2
13320,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",0.56,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.083,0.56,2
13321,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",1.83,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.126,1.83,2
13321,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.52,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.126,0.52,2
13321,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.67,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.130,0.67,2
13321,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",0.8,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.126,0.8,2
13322,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",2.75,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.170,2.75,2
13322,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.48,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.173,0.48,2
13322,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.65,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.173,0.65,2
13322,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",0.75,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.170,0.75,2
13326,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",0.39,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.283,0.39,2
13326,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.27,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.283,0.27,2
13326,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.34,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.286,0.34,2
13326,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",0.36,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.283,0.36,2
13327,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",0.43,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.326,0.43,2
13327,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.31,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.326,0.31,2
13327,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.38,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.330,0.38,2
13327,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",0.39,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.326,0.39,2
13373,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",0.96,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.716,0.96,2
13373,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.27,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.716,0.27,2
13373,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.61,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.720,0.61,2
13373,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",0.71,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.716,0.71,2
13648,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",13.07,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.500,13.07,2
13648,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.71,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.503,0.71,2
13648,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.89,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.503,0.89,2
13648,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",1.15,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.500,1.15,2
13660,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",53.05,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.063,53.05,2
13660,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",3.2,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.063,3.2,2
13660,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",28.79,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.063,28.79,2
13660,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",34.81,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.060,34.81,2
13807,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",13.37,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.106,13.37,2
13807,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.57,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.106,0.57,2
13807,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",1.5,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.110,1.5,2
13807,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",2,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.106,2,2
13808,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",1.48,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.150,1.48,2
13808,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.29,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.153,0.29,2
13808,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.99,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.153,0.99,2
13808,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",0.99,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.150,0.99,2
13809,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",1.48,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.236,1.48,2
13809,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.25,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.236,0.25,2
13809,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.99,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.240,0.99,2
13809,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",0.99,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.236,0.99,2
14133,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",39.16,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.323,39.16,2
14133,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.65,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.323,0.65,2
14133,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.9,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.323,0.9,2
14133,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",1.24,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.320,1.24,2
14135,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",50.72,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.366,50.72,2
14135,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",2.05,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.366,2.05,2
14135,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",10.46,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.370,10.46,2
14135,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",20.12,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.363,20.12,2
14137,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",33.9,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.453,33.9,2
14137,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",1.01,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.453,1.01,2
14137,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",1.61,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.456,1.61,2
14137,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",4.85,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.450,4.85,2
14139,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",37.54,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.410,37.54,2
14139,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",1.83,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.410,1.83,2
14139,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",9.67,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.413,9.67,2
14139,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",12.88,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.406,12.88,2
14140,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",9.53,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.280,9.53,2
14140,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.55,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.280,0.55,2
14140,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.9,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.283,0.9,2
14140,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",1.44,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.276,1.44,2
14616,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",54.99,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:13.840,54.99,2
14616,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",7.9,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:13.840,7.9,2
14616,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",9.66,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:13.843,9.66,2
14616,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",10.59,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:13.836,10.59,2
16262,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",51.13,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.956,51.13,2
16262,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.81,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.956,0.81,2
16262,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.99,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.960,0.99,2
16262,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",2.29,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.953,2.29,2
16269,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",3.52,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.586,3.52,2
16269,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.53,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.590,0.53,2
16269,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.72,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.590,0.72,2
16269,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",1.62,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.586,1.62,2
16270,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",37.63,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.630,37.63,2
16270,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",10.22,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.633,10.22,2
16270,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",20.92,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.633,20.92,2
16270,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",26.93,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:14.630,26.93,2
16273,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",38.72,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:13.000,38.72,2
16273,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.65,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:13.000,0.65,2
16273,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",1.04,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:13.000,1.04,2
16273,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",1.8,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:12.996,1.8,2
16276,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",84.38,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:13.866,84.38,2
16276,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",7.74,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:13.870,7.74,2
16276,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",7.28,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:13.870,7.28,2
16276,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",64.47,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:13.866,64.47,2
16311,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",7.69,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.190,7.69,2
16311,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",6.13,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.190,6.13,2
16311,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",7.01,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.193,7.01,2
16311,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",7.3,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.186,7.3,2
16312,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",30.38,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.233,30.38,2
16312,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.19,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.233,0.19,2
16312,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.13,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.236,0.13,2
16312,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",0.34,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.233,0.34,2
16320,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",30.98,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:13.083,30.98,2
16320,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",11.41,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:13.083,11.41,2
16320,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",18.75,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:13.086,18.75,2
16320,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",19.06,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:13.080,19.06,2
16325,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",47.5,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:13.210,47.5,2
16325,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",1.58,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:13.213,1.58,2
16325,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",3.29,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:13.213,3.29,2
16325,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",4.16,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:13.210,4.16,2
16327,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",94.91,2,"7 Days",1,2021-11-05 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:13.296,94.91,2
