last_discovered,device_pk,virtual_host_device_fk,chassis_u_location,chassis_device_id,chassis_device_name,vm_manager_device_fk,device_name,tags,in_service,service_level,device_type,device_subtype,virtual_subtype,device_serial,virtual_host,network_device,os_architecture,total_cpus,cores_per_cpu,threads_per_core,cpu_speed,total_cores,ram_mb,os_vendor,os_category,os_name,os_name_ver,os_name_norm,os_version,os_version_number,os_end_of_life,os_end_of_support,hdw_end_of_life,hdw_end_of_support,manufacturer,hardware_model,asset_number,bios_version,bios_revision,bios_release_date,storage_room,building_name,room_name,row_name,rack_name,size_ru,account,customer_department,cloud_service_provider,cloud_service_name,cloud_instance_id,cloud_instance_name,cloud_instance_type,cloud_instance_status,cloud_location,cloud_notes,software_discovered,services_discovered,application_components_discovered,mounts_discovered,mount_points,parts_discovered,network_shares,local_disk_count,used_space,total_space,total_free_space,cpu_model,cpu_manufacturer,cpu_string,disk_type,parts_count,dns_records,is_blade,is_hyperthreaded,is_os_discovered,is_software_discovered,is_network_device,is_cluster,is_container,number_ip_addresses_discovered,all_ips,all_labels,line_item_cost,po_cost,first_po_date,last_po_date,all_cost_centers,all_cost_center_descriptions
2021-02-19 05:06:21.006,130,,"","","","","NHCTTESTCISCO6","",True,"Decommissioned","physical","Rackable","","",False,True,"",,,,,,,"","","","","","","","","",2019-11-04 00:00:00.000,2019-03-13 00:00:00.000,"Cisco Systems, Inc.","3750","0064","","","","","","","","",2,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:39:58.116,131,,"","","","","NHCTTESTCISCO07","",True,"Decommissioned","physical","Rackable","","2154715",False,True,"",,,,,,,"","","Cisco IOS","Cisco IOS","Cisco IOS","","","","",,,"Cisco Systems, Inc.","2924XL","0058","","","","","New Haven","NHDC1","2","NH-DC1-11",1,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:21.083,132,,"","","","","NHCTTESTCISCO08","",True,"Decommissioned","physical","Rackable","","96326596",False,True,"",,,,,,,"","","","","","","","","",,,"Cisco Systems, Inc.","2924XL","0059","","","","","New Haven","NHDC1","1","NH-DC1-02",1,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-04-28 18:44:09.276,192,,"","","","","NHCTTESTCISCO09","Migration-Wave-1",True,"Decommissioned","physical","Rackable","","884575143",False,True,"",,,,,,,"","","","","","","","","",,,"Cisco Systems, Inc.","2924XL","0069","","","","","West Haven","WH01","","CT-DC1-04",1,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:22.610,199,,"","","","","OXCTROUTER","",True,"Decommissioned","physical","Generic","","",False,True,"",,,,,,,"","","","","","","","","",,,"ASUSTeK Computer Inc.","ASUSRouter","","","","","","","","","",1,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:25.150,440,,"","","","","Tom","",True,"Decommissioned","physical","Rackable","","123456BBB",False,True,"",,,,,,,"","","","","","","","","",,,"Cisco Systems, Inc.","Cisco 3560","12026","","","","","","","","",1,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:25.636,556,,"","","","","switch-colob-1","",True,"Decommissioned","physical","Rackable","","GX0212332864",False,True,"",,,,,,,"","","","","","","","","",,,"Juniper Networks","EX4500","","","","","","","","","",2,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:28.803,704,,"","","","","Wh-superm-prod-36","",True,"Decommissioned","physical","Rackable","","",False,True,"",,,,,,,"","","","","","","","","",2019-11-04 00:00:00.000,2019-03-13 00:00:00.000,"Cisco Systems, Inc.","3750","","","","","","New Haven","Corner Room","","CHI-DC1-04",2,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:28.840,705,,"","","","","Modular_switch_01","",True,"Decommissioned","physical","Rackable","","",False,True,"",,,,,,,"","","","","","","","","",2019-03-08 00:00:00.000,2018-08-06 00:00:00.000,"Cisco Systems, Inc.","6509E","","","","","","New Haven","NHDC1","2","NH-DC1-06",13,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:29.356,726,,"","","","","Server_0001","",True,"Decommissioned","physical","Rackable","","",False,True,"",,,,,,,"","","","","","","","","",,,"Cisco Systems, Inc.","2924XLv","","","","","","","","","",1,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:29.400,727,,"","","","","Rack Subtype Device Test","",True,"Decommissioned","physical","Test Rack Subtype","","",False,True,"",,,,,,,"","","","","","","","","",,,"ZT Systems","1253Ra Datacenter Server","","","","","","","","","",1,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:29.610,762,,"","","","","SW-21","",True,"Decommissioned","physical","Rackable","","",False,True,"",,,,,,,"","","","","","","","","",,,"Cisco Systems, Inc.","Cisco 3560","","","","","","","","","",1,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:32.893,979,,"","","","","testother network","",True,"Decommissioned","physical","multiplexer","","",False,True,"",,,,,,,"","","","","","","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:32.933,980,,"","","","","Mux N U12","",True,"Decommissioned","physical","Rackable","","",False,True,"",,,,,,,"","","","","","","","","",2018-05-09 00:00:00.000,,"Newtec","Newtec Multiplexer","","","","","","","","","",1,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:33.163,989,,"","","","","gateway-001","",True,"Decommissioned","physical","Rackable","","",False,True,"",,,,,,,"","","","","","","","","",,,"","gateway X5000","","","","","","","","","",1,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:33.200,990,,"","","","","exit-switch","",True,"Decommissioned","physical","Generic","","",False,True,"",,,,,,,"","","","","","","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-05-19 18:02:37.646,996,,"","","","","f51-1.dal.tx","",True,"Decommissioned","physical","Rackable","","F5-ZLRH-EWYF",False,True,"",,,,,,,"","","f5","f5 - 10.2.0","f5 - 10.2.0","10.2.0","1707","","",,,"f5","BIG-IP 1600","","","","","","","","","",2,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:28.663,4692,,"","","","","ME1-MDF01-FWE-01-cluster","",True,"Decommissioned","cluster","","","",False,True,"",,,,,,,"","","PAN-OS","PAN-OS - 6.1.11","PAN-OS - 6.1.11","6.1.11","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","Yes","No",0,"","",,"","","","",""
2021-04-02 23:40:28.910,4707,,"","","","","SWBETCBB01","",True,"Decommissioned","cluster","","","",False,True,"",,,,,,,"","","ios","ios - 12.2(55)SE10","ios - 12.2(55)SE10","12.2(55)SE10","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","Yes","No",0,"","",,"","","","",""
2021-04-02 23:40:29.160,4710,,"","","","","pvt-tk02-sw005","",True,"Decommissioned","physical","Generic","","",False,True,"",,,,,,,"","","MOS","MOS - 0.13.0 build 4967","MOS - 0.13.0 build 4967","0.13.0 build 4967","","","",,,"Metamako","MetaMux 48","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:36.523,4711,,"","","","","PLE-F3-SW02","",True,"Decommissioned","physical","Generic","","DNI170503FX",False,True,"",,,,,,,"","","","","","","","","",,,"Cisco Systems, Inc.","SF300-48P 48-Port 10/100 PoE Managed Switch","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:36.560,4722,,"","","","","nyc-sw-c04","",True,"Decommissioned","cluster","","","",False,True,"",,,,,,,"","","","","","","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","Yes","No",0,"","",,"","","","",""
2021-02-19 05:06:36.603,4723,,"","","","","nyc-sw-c04 - Stack Unit 1","",True,"Decommissioned","physical","Generic","","DNI182204A8",False,True,"",,,,,,,"","","","","","","","","",,,"Cisco Systems, Inc.","SG500X-48-K9","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:36.640,4724,,"","","","","nyc-sw-c04 - Stack Unit 4","",True,"Decommissioned","physical","Generic","","DNI201605UY",False,True,"",,,,,,,"","","","","","","","","",,,"Cisco Systems, Inc.","SG500-52-K9","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:36.680,4725,,"","","","","nyc-sw-c04 - Stack Unit 3","",True,"Decommissioned","physical","Generic","","DNI201605US",False,True,"",,,,,,,"","","","","","","","","",,,"Cisco Systems, Inc.","SG500-52-K9","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:36.720,4726,,"","","","","nyc-sw-c04 - Stack Unit 2","",True,"Decommissioned","physical","Generic","","DNI1822049Z",False,True,"",,,,,,,"","","","","","","","","",,,"Cisco Systems, Inc.","SG500X-48-K9","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:29.406,4735,,"","","","","PLB101.B09U25.DN2","",True,"Decommissioned","physical","Generic","","TH64063114420012",False,True,"",,,,,,,"","","ACOS","ACOS - 2.7.2-P7-SP3(build: 3)","ACOS - 2.7.2-P7-SP3(build: 3)","2.7.2-P7-SP3(build: 3)","","","",,,"A10 Networks","TH6430","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:29.650,4747,4746,"","","","","RCJY-N7K1-LAN","",True,"Production","virtual","Internal VM","Internal VM","",False,True,"",,,,,,,"","","nx-os","nx-os - 6.2(12)","nx-os - 6.2(12)","6.2(12)","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",1,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:29.896,4748,4746,"","","","","RCJY-N7K1-BB","",True,"Production","virtual","Internal VM","Internal VM","",False,True,"",,,,,,,"","","nx-os","nx-os - 6.2(12)","nx-os - 6.2(12)","6.2(12)","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:30.133,4750,4746,"","","","","RCJY-N7K1-INT","",True,"Production","virtual","Internal VM","Internal VM","",False,True,"",,,,,,,"","","nx-os","nx-os - 6.2(12)","nx-os - 6.2(12)","6.2(12)","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:30.373,4754,4753,"","","","","RCJY-N7K2-INT","",True,"Production","virtual","Internal VM","Internal VM","",False,True,"",,,,,,,"","","nx-os","nx-os - 6.2(12)","nx-os - 6.2(12)","6.2(12)","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:30.606,4755,4753,"","","","","RCJY-N7K2-BB","",True,"Production","virtual","Internal VM","Internal VM","",False,True,"",,,,,,,"","","nx-os","nx-os - 6.2(12)","nx-os - 6.2(12)","6.2(12)","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:31.076,4762,,"","","","","RC-F089SW01","",True,"Decommissioned","cluster","","","",False,True,"",,,,,,,"","","ios","ios - 15.0(1)EX3","ios - 15.0(1)EX3","15.0(1)EX3","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","Yes","No",0,"","",,"","","","",""
2021-04-02 23:40:31.323,4763,,"","","","","RC-F089SW01 - Switch 2","",True,"Decommissioned","physical","Generic","","FCW1905C0SP",False,True,"",,,,,,,"","","ios","ios - 03.02.03.SE","ios - 03.02.03.SE","03.02.03.SE","","","",,,"Cisco Systems, Inc.","WS-C3850-48P","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:31.563,4764,,"","","","","RC-F089SW01 - Switch 1","",True,"Decommissioned","physical","Generic","","FCW1905D0M0",False,True,"",,,,,,,"","","ios","ios - 03.02.03.SE","ios - 03.02.03.SE","03.02.03.SE","","","",,,"Cisco Systems, Inc.","WS-C3850-48P","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:31.796,4765,,"","","","","valexproxywsa1.era.eu.int","",True,"Decommissioned","physical","Generic","","286F7F31D5CC-FCH2046V1YS",False,True,"",,,,,,,"","","AsyncOS","AsyncOS - 10.1.0-204","AsyncOS - 10.1.0-204","10.1.0-204","","","",,,"Cisco Systems, Inc.","S390","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:32.036,4766,,"","","","","sw3.z3","",True,"Decommissioned","physical","Generic","","21023538368YG8001577",False,True,"",,,,,,,"","","huawei","huawei - 5.160 V200R009C00SPC500","huawei - 5.160 V200R009C00SPC500","5.160 V200R009C00SPC500","","","",,,"Huawei","S5700S-28P-LI-AC","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:32.276,4767,,"","","","","sw6.z3","",True,"Decommissioned","physical","Generic","","21023531748YG8000384",False,True,"",,,,,,,"","","huawei","huawei - 5.160 V200R009C00SPC500","huawei - 5.160 V200R009C00SPC500","5.160 V200R009C00SPC500","","","",,,"Huawei","S5700-52P-LI-AC","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:32.523,4776,,"","","","","NWK-2SWFX10A1","",True,"Decommissioned","physical","Blade","","GCYZJB2",False,True,"",,,,,,,"","","ftos","ftos - 9.8(0.0P9)","ftos - 9.8(0.0P9)","9.8(0.0P9)","","","",,,"Dell Inc","PowerEdge FN 410T IOA","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:37.673,4779,,"","","","","TX3-MDF01-FWE-01-1","",True,"Decommissioned","physical","Generic","","Q2PN-LYRB-RSUQ",False,True,"",,,,,,,"","","","","","","","","",,,"Cisco Systems, Inc.","mx84","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:33.253,4791,,"","","","","tko-ex-lan","",True,"Decommissioned","cluster","","","",False,True,"",,,,,,,"","","junos","junos - 15.1R5.5","junos - 15.1R5.5","15.1R5.5","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","Yes","No",0,"","",,"","","","",""
2021-04-02 23:40:33.500,4792,,"","","","","tko-ex-lan - Switch 3","",True,"Decommissioned","physical","Generic","","CU0216140589",False,True,"",,,,,,,"","","junos","junos","junos","","","","",,,"juniper","EX2200-48T-4G","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:33.740,4793,,"","","","","tko-ex-lan - Switch 2","",True,"Decommissioned","physical","Generic","","CU0216440268",False,True,"",,,,,,,"","","junos","junos","junos","","","","",,,"juniper","EX2200-48T-4G","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:33.990,4794,,"","","","","tko-ex-lan - Switch 1","",True,"Decommissioned","physical","Generic","","CU0216140144",False,True,"",,,,,,,"","","junos","junos","junos","","","","",,,"juniper","EX2200-48T-4G","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:34.230,4795,,"","","","","tko-ex-lan - Switch 0","",True,"Decommissioned","physical","Generic","","CU0216440252",False,True,"",,,,,,,"","","junos","junos","junos","","","","",,,"juniper","EX2200-48T-4G","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:34.473,4803,,"","","","","sw1-i5.denver2","",True,"Decommissioned","physical","Generic","","",False,True,"",,,,,,,"","","junos","junos - 14.1X53-D40.8","junos - 14.1X53-D40.8","14.1X53-D40.8","","","",,,"juniper","EX3200","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:34.720,4805,,"","","","","wab-g40-04_S2-links","",True,"Decommissioned","physical","Generic","","CT0189555",False,True,"",,,,,,,"","","airos","airos - 6.4.2.6-4.1.3.0","airos - 6.4.2.6-4.1.3.0","6.4.2.6-4.1.3.0","","","",,,"aruba","ap225","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:34.976,4810,,"","","","","NSWDTC1005-6","",True,"Decommissioned","cluster","","","",False,True,"",,,,,,,"","","Comware","Comware - 5.20.99 Release 2221P08","Comware - 5.20.99 Release 2221P08","5.20.99 Release 2221P08","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","Yes","No",0,"","",,"","","","",""
2021-04-02 23:40:35.220,4811,,"","","","","NSWDTC1005-6 - Switch 2","",True,"Decommissioned","unknown","","","CN47BYT1BF",False,True,"",,,,,,,"","","Comware","Comware - 5.20.99 Release 2221P08","Comware - 5.20.99 Release 2221P08","5.20.99 Release 2221P08","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:35.456,4812,,"","","","","NSWDTC1005-6 - Switch 1","",True,"Decommissioned","unknown","","","CN47BYT0WD",False,True,"",,,,,,,"","","Comware","Comware - 5.20.99 Release 2221P08","Comware - 5.20.99 Release 2221P08","5.20.99 Release 2221P08","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-05-19 18:02:37.776,4814,,"","","","","TRI-LON-LTM-01.CONCERTO.UK","",True,"Decommissioned","physical","Rackable","","F5-MJUY-EPRX",False,True,"",,,,,,,"","","f5","f5 - 11.5.3","f5 - 11.5.3","11.5.3","2.0.196","","",,,"f5","BIG-IP 1600","","","","","","","","","",2,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:35.940,4831,,"","","","","sw07.den2","",True,"Decommissioned","cluster","","","",False,True,"",,,,,,,"","","IronWare","IronWare - 08.0.40bT213","IronWare - 08.0.40bT213","08.0.40bT213","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","Yes","No",0,"","",,"","","","",""
2021-02-19 05:06:38.760,4860,,"","","","","TX3-MDF01-ASW-01","",True,"Decommissioned","physical","Generic","","Q2KW-7XCY-CSG2",False,True,"",,,,,,,"","","","","","","","","",,,"Cisco Systems, Inc.","MS225-48FP-HW","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:38.796,4861,,"","","","","OH1-MDF01-ASW-01","",True,"Decommissioned","physical","Generic","","Q2KW-5469-RGDB",False,True,"",,,,,,,"","","","","","","","","",,,"Cisco Systems, Inc.","MS225-48FP-HW","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
