ProductKey,OrderDateKey,variable,value
225,20200513,DueDateKey,20200525
584,20201224,DueDateKey,20210105
217,20200926,DueDateKey,20201008
529,20201021,DueDateKey,20201102
477,20200208,DueDateKey,20200220
375,20191216,DueDateKey,20191228
606,20200702,DueDateKey,20200714
538,20200130,DueDateKey,20200211
484,20200607,DueDateKey,20200619
537,20200319,DueDateKey,20200331
222,20200212,DueDateKey,20200224
356,20190815,DueDateKey,20190827
471,20201105,DueDateKey,20201117
225,20200715,DueDateKey,20200727
528,20200929,DueDateKey,20201011
479,20201206,DueDateKey,20201218
484,20200402,DueDateKey,20200414
217,20201217,DueDateKey,20201229
473,20200917,DueDateKey,20200929
362,20191102,DueDateKey,20191114
529,20201218,DueDateKey,20201230
225,20200628,DueDateKey,20200710
528,20200708,DueDateKey,20200720
580,20200911,DueDateKey,20200923
479,20200716,DueDateKey,20200728
538,20200918,DueDateKey,20200930
478,20200729,DueDateKey,20200810
528,20200919,DueDateKey,20201001
477,20210112,DueDateKey,20210124
217,20200617,DueDateKey,20200629
540,20201030,DueDateKey,20201111
214,20200902,DueDateKey,20200914
479,20201222,DueDateKey,20210103
477,20201107,DueDateKey,20201119
384,20200206,ShipDateKey,20200213
484,20200527,ShipDateKey,20200603
529,20200403,ShipDateKey,20200410
540,20210110,ShipDateKey,20210117
573,20200616,ShipDateKey,20200623
536,20201114,ShipDateKey,20201121
485,20201204,ShipDateKey,20201211
478,20200605,ShipDateKey,20200612
355,20200120,ShipDateKey,20200127
477,20200919,ShipDateKey,20200926
537,20200517,ShipDateKey,20200524
605,20201013,ShipDateKey,20201020
485,20200610,ShipDateKey,20200617
476,20200216,ShipDateKey,20200223
225,20201213,ShipDateKey,20201220
541,20200601,ShipDateKey,20200608
363,20200723,ShipDateKey,20200730
480,20201117,ShipDateKey,20201124
586,20200226,ShipDateKey,20200305
477,20200502,ShipDateKey,20200509
478,20200708,ShipDateKey,20200715
541,20200602,ShipDateKey,20200609
479,20200208,ShipDateKey,20200215
480,20201005,ShipDateKey,20201012
530,20200714,ShipDateKey,20200721
480,20200819,ShipDateKey,20200826
476,20200802,ShipDateKey,20200809
529,20200313,ShipDateKey,20200320
467,20201227,ShipDateKey,20210103
535,20201219,ShipDateKey,20201226
606,20191229,ShipDateKey,20200105
491,20201128,ShipDateKey,20201205
478,20200910,ShipDateKey,20200917
480,20201209,ShipDateKey,20201216
480,20200313,ShipDateKey,20200320
214,20200312,ShipDateKey,20200319
477,20201018,ShipDateKey,20201025
541,20201130,ShipDateKey,20201207
225,20200719,ShipDateKey,20200726
369,20190409,ShipDateKey,20190416
477,20200617,ShipDateKey,20200624
480,20200608,ShipDateKey,20200615
529,20200905,ShipDateKey,20200912
362,20190913,ShipDateKey,20190920
582,20200724,ShipDateKey,20200731
337,20191218,ShipDateKey,20191225
361,20200613,ShipDateKey,20200620
353,20201216,ShipDateKey,20201223
363,20200624,ShipDateKey,20200701
539,20200829,ShipDateKey,20200905
530,20200403,ShipDateKey,20200410
386,20200819,ShipDateKey,20200826
485,20201225,ShipDateKey,20210101
480,20201211,ShipDateKey,20201218
214,20210122,ShipDateKey,20210129
587,20201001,ShipDateKey,20201008
231,20200709,ShipDateKey,20200716
480,20201012,ShipDateKey,20201019
588,20200714,ShipDateKey,20200721
480,20200321,ShipDateKey,20200328
479,20201226,ShipDateKey,20210102
478,20200601,ShipDateKey,20200608
217,20201204,ShipDateKey,20201211
562,20201025,ShipDateKey,20201101
323,20191018,ShipDateKey,20191025
217,20201031,ShipDateKey,20201107
225,20200513,ShipDateKey,20200520
584,20201224,ShipDateKey,20201231
217,20200926,ShipDateKey,20201003
529,20201021,ShipDateKey,20201028
477,20200208,ShipDateKey,20200215
375,20191216,ShipDateKey,20191223
606,20200702,ShipDateKey,20200709
538,20200130,ShipDateKey,20200206
484,20200607,ShipDateKey,20200614
537,20200319,ShipDateKey,20200326
222,20200212,ShipDateKey,20200219
356,20190815,ShipDateKey,20190822
471,20201105,ShipDateKey,20201112
225,20200715,ShipDateKey,20200722
528,20200929,ShipDateKey,20201006
479,20201206,ShipDateKey,20201213
484,20200402,ShipDateKey,20200409
217,20201217,ShipDateKey,20201224
473,20200917,ShipDateKey,20200924
362,20191102,ShipDateKey,20191109
529,20201218,ShipDateKey,20201225
225,20200628,ShipDateKey,20200705
528,20200708,ShipDateKey,20200715
580,20200911,ShipDateKey,20200918
479,20200716,ShipDateKey,20200723
538,20200918,ShipDateKey,20200925
478,20200729,ShipDateKey,20200805
528,20200919,ShipDateKey,20200926
477,20210112,ShipDateKey,20210119
217,20200617,ShipDateKey,20200624
540,20201030,ShipDateKey,20201106
214,20200902,ShipDateKey,20200909
479,20201222,ShipDateKey,20201229
477,20201107,ShipDateKey,20201114
384,20200206,CustomerKey,19443
484,20200527,CustomerKey,17360
529,20200403,CustomerKey,27658
540,20210110,CustomerKey,13708
573,20200616,CustomerKey,24446
536,20201114,CustomerKey,23464
485,20201204,CustomerKey,17585
478,20200605,CustomerKey,15902
355,20200120,CustomerKey,11244
477,20200919,CustomerKey,22869
537,20200517,CustomerKey,12970
605,20201013,CustomerKey,23211
485,20200610,CustomerKey,13585
476,20200216,CustomerKey,22064
225,20201213,CustomerKey,22817
541,20200601,CustomerKey,14839
363,20200723,CustomerKey,13114
480,20201117,CustomerKey,19944
586,20200226,CustomerKey,24344
477,20200502,CustomerKey,21582
478,20200708,CustomerKey,15054
541,20200602,CustomerKey,27638
479,20200208,CustomerKey,22328
480,20201005,CustomerKey,26494
530,20200714,CustomerKey,23969
480,20200819,CustomerKey,11241
476,20200802,CustomerKey,29021
529,20200313,CustomerKey,20580
467,20201227,CustomerKey,22236
535,20201219,CustomerKey,17091
606,20191229,CustomerKey,21440
491,20201128,CustomerKey,11167
478,20200910,CustomerKey,15521
480,20201209,CustomerKey,19485
480,20200313,CustomerKey,20265
214,20200312,CustomerKey,23532
477,20201018,CustomerKey,21778
541,20201130,CustomerKey,12326
225,20200719,CustomerKey,28992
369,20190409,CustomerKey,16207
477,20200617,CustomerKey,13602
480,20200608,CustomerKey,15310
529,20200905,CustomerKey,14016
362,20190913,CustomerKey,12499
582,20200724,CustomerKey,20249
337,20191218,CustomerKey,27471
361,20200613,CustomerKey,13910
353,20201216,CustomerKey,13511
363,20200624,CustomerKey,14713
539,20200829,CustomerKey,15044
530,20200403,CustomerKey,11566
386,20200819,CustomerKey,20657
485,20201225,CustomerKey,15197
480,20201211,CustomerKey,22146
214,20210122,CustomerKey,14341
587,20201001,CustomerKey,22307
231,20200709,CustomerKey,14498
480,20201012,CustomerKey,11287
588,20200714,CustomerKey,14590
480,20200321,CustomerKey,25655
479,20201226,CustomerKey,25585
478,20200601,CustomerKey,12016
217,20201204,CustomerKey,22933
562,20201025,CustomerKey,12296
323,20191018,CustomerKey,19447
217,20201031,CustomerKey,22505
225,20200513,CustomerKey,26372
584,20201224,CustomerKey,27469
217,20200926,CustomerKey,23516
529,20201021,CustomerKey,21980
477,20200208,CustomerKey,17368
375,20191216,CustomerKey,17986
606,20200702,CustomerKey,27500
538,20200130,CustomerKey,11641
484,20200607,CustomerKey,28858
537,20200319,CustomerKey,12137
222,20200212,CustomerKey,24930
356,20190815,CustomerKey,14219
471,20201105,CustomerKey,14022
225,20200715,CustomerKey,26963
528,20200929,CustomerKey,13086
479,20201206,CustomerKey,24321
484,20200402,CustomerKey,24737
217,20201217,CustomerKey,24328
473,20200917,CustomerKey,15053
362,20191102,CustomerKey,12813
529,20201218,CustomerKey,14684
225,20200628,CustomerKey,14931
528,20200708,CustomerKey,15165
580,20200911,CustomerKey,23656
479,20200716,CustomerKey,14220
538,20200918,CustomerKey,26959
478,20200729,CustomerKey,14184
528,20200919,CustomerKey,16329
477,20210112,CustomerKey,13140
217,20200617,CustomerKey,15362
540,20201030,CustomerKey,16665
214,20200902,CustomerKey,15413
479,20201222,CustomerKey,23667
477,20201107,CustomerKey,17528
384,20200206,SalesOrderNumber,SO52364
484,20200527,SalesOrderNumber,SO58727
529,20200403,SalesOrderNumber,SO55567
540,20210110,SalesOrderNumber,SO74541
573,20200616,SalesOrderNumber,SO60302
536,20201114,SalesOrderNumber,SO70771
485,20201204,SalesOrderNumber,SO72315
478,20200605,SalesOrderNumber,SO59545
355,20200120,SalesOrderNumber,SO51544
477,20200919,SalesOrderNumber,SO66674
537,20200517,SalesOrderNumber,SO58170
605,20201013,SalesOrderNumber,SO68333
485,20200610,SalesOrderNumber,SO59836
476,20200216,SalesOrderNumber,SO52848
225,20201213,SalesOrderNumber,SO72968
541,20200601,SalesOrderNumber,SO59238
363,20200723,SalesOrderNumber,SO62676
480,20201117,SalesOrderNumber,SO70955
586,20200226,SalesOrderNumber,SO53390
477,20200502,SalesOrderNumber,SO57366
478,20200708,SalesOrderNumber,SO61735
541,20200602,SalesOrderNumber,SO59293
479,20200208,SalesOrderNumber,SO52459
480,20201005,SalesOrderNumber,SO67786
530,20200714,SalesOrderNumber,SO62122
480,20200819,SalesOrderNumber,SO64592
476,20200802,SalesOrderNumber,SO63448
529,20200313,SalesOrderNumber,SO54348
467,20201227,SalesOrderNumber,SO74082
535,20201219,SalesOrderNumber,SO73455
606,20191229,SalesOrderNumber,SO51199
491,20201128,SalesOrderNumber,SO71758
478,20200910,SalesOrderNumber,SO66132
480,20201209,SalesOrderNumber,SO72682
480,20200313,SalesOrderNumber,SO54322
214,20200312,SalesOrderNumber,SO54249
477,20201018,SalesOrderNumber,SO68645
541,20201130,SalesOrderNumber,SO72034
225,20200719,SalesOrderNumber,SO62421
369,20190409,SalesOrderNumber,SO47792
477,20200617,SalesOrderNumber,SO60322
480,20200608,SalesOrderNumber,SO59745
529,20200905,SalesOrderNumber,SO65749
362,20190913,SalesOrderNumber,SO49695
582,20200724,SalesOrderNumber,SO62738
337,20191218,SalesOrderNumber,SO50992
361,20200613,SalesOrderNumber,SO60093
353,20201216,SalesOrderNumber,SO73189
363,20200624,SalesOrderNumber,SO60765
539,20200829,SalesOrderNumber,SO65375
530,20200403,SalesOrderNumber,SO55587
386,20200819,SalesOrderNumber,SO64606
485,20201225,SalesOrderNumber,SO73906
480,20201211,SalesOrderNumber,SO72805
214,20210122,SalesOrderNumber,SO74925
587,20201001,SalesOrderNumber,SO67500
231,20200709,SalesOrderNumber,SO61838
480,20201012,SalesOrderNumber,SO68211
588,20200714,SalesOrderNumber,SO62128
480,20200321,SalesOrderNumber,SO54818
479,20201226,SalesOrderNumber,SO74024
478,20200601,SalesOrderNumber,SO59248
217,20201204,SalesOrderNumber,SO72329
562,20201025,SalesOrderNumber,SO69156
323,20191018,SalesOrderNumber,SO50097
217,20201031,SalesOrderNumber,SO69792
225,20200513,SalesOrderNumber,SO57955
584,20201224,SalesOrderNumber,SO73866
217,20200926,SalesOrderNumber,SO67136
529,20201021,SalesOrderNumber,SO68866
477,20200208,SalesOrderNumber,SO52431
375,20191216,SalesOrderNumber,SO50960
606,20200702,SalesOrderNumber,SO61426
538,20200130,SalesOrderNumber,SO51983
484,20200607,SalesOrderNumber,SO59661
537,20200319,SalesOrderNumber,SO54696
222,20200212,SalesOrderNumber,SO52627
356,20190815,SalesOrderNumber,SO49325
471,20201105,SalesOrderNumber,SO70130
225,20200715,SalesOrderNumber,SO62216
528,20200929,SalesOrderNumber,SO67386
479,20201206,SalesOrderNumber,SO72500
484,20200402,SalesOrderNumber,SO55520
217,20201217,SalesOrderNumber,SO73319
473,20200917,SalesOrderNumber,SO66532
362,20191102,SalesOrderNumber,SO50389
529,20201218,SalesOrderNumber,SO73340
225,20200628,SalesOrderNumber,SO61037
528,20200708,SalesOrderNumber,SO61755
580,20200911,SalesOrderNumber,SO66191
479,20200716,SalesOrderNumber,SO62283
538,20200918,SalesOrderNumber,SO66636
478,20200729,SalesOrderNumber,SO63039
528,20200919,SalesOrderNumber,SO66652
477,20210112,SalesOrderNumber,SO74591
217,20200617,SalesOrderNumber,SO60360
540,20201030,SalesOrderNumber,SO69668
214,20200902,SalesOrderNumber,SO65576
479,20201222,SalesOrderNumber,SO73697
477,20201107,SalesOrderNumber,SO70274
384,20200206,SalesAmount,1120.49
484,20200527,SalesAmount,7.95
529,20200403,SalesAmount,3.99
540,20210110,SalesAmount,32.6
573,20200616,SalesAmount,2384.07
536,20201114,SalesAmount,29.99
485,20201204,SalesAmount,21.98
478,20200605,SalesAmount,9.99
355,20200120,SalesAmount,2319.99
477,20200919,SalesAmount,4.99
537,20200517,SalesAmount,35.0
605,20201013,SalesAmount,539.99
485,20200610,SalesAmount,21.98
476,20200216,SalesAmount,69.99
225,20201213,SalesAmount,8.99
541,20200601,SalesAmount,28.99
363,20200723,SalesAmount,2294.99
480,20201117,SalesAmount,2.29
586,20200226,SalesAmount,742.35
477,20200502,SalesAmount,4.99
478,20200708,SalesAmount,9.99
541,20200602,SalesAmount,28.99
479,20200208,SalesAmount,8.99
480,20201005,SalesAmount,2.29
530,20200714,SalesAmount,4.99
480,20200819,SalesAmount,2.29
476,20200802,SalesAmount,69.99
529,20200313,SalesAmount,3.99
467,20201227,SalesAmount,24.49
535,20201219,SalesAmount,24.99
606,20191229,SalesAmount,539.99
491,20201128,SalesAmount,53.99
478,20200910,SalesAmount,9.99
480,20201209,SalesAmount,2.29
480,20200313,SalesAmount,2.29
214,20200312,SalesAmount,34.99
477,20201018,SalesAmount,4.99
541,20201130,SalesAmount,28.99
225,20200719,SalesAmount,8.99
369,20190409,SalesAmount,2443.35
477,20200617,SalesAmount,4.99
480,20200608,SalesAmount,2.29
529,20200905,SalesAmount,3.99
362,20190913,SalesAmount,2049.0982
582,20200724,SalesAmount,1700.99
337,20191218,SalesAmount,782.99
361,20200613,SalesAmount,2294.99
353,20201216,SalesAmount,2319.99
363,20200624,SalesAmount,2294.99
539,20200829,SalesAmount,24.99
530,20200403,SalesAmount,4.99
386,20200819,SalesAmount,1120.49
485,20201225,SalesAmount,21.98
480,20201211,SalesAmount,2.29
214,20210122,SalesAmount,34.99
587,20201001,SalesAmount,769.49
231,20200709,SalesAmount,49.99
480,20201012,SalesAmount,2.29
588,20200714,SalesAmount,769.49
480,20200321,SalesAmount,2.29
479,20201226,SalesAmount,8.99
478,20200601,SalesAmount,9.99
217,20201204,SalesAmount,34.99
562,20201025,SalesAmount,2384.07
323,20191018,SalesAmount,782.99
217,20201031,SalesAmount,34.99
225,20200513,SalesAmount,8.99
584,20201224,SalesAmount,539.99
217,20200926,SalesAmount,34.99
529,20201021,SalesAmount,3.99
477,20200208,SalesAmount,4.99
375,20191216,SalesAmount,2181.5625
606,20200702,SalesAmount,539.99
538,20200130,SalesAmount,21.49
484,20200607,SalesAmount,7.95
537,20200319,SalesAmount,35.0
222,20200212,SalesAmount,34.99
356,20190815,SalesAmount,2071.4196
471,20201105,SalesAmount,63.5
225,20200715,SalesAmount,8.99
528,20200929,SalesAmount,4.99
479,20201206,SalesAmount,8.99
484,20200402,SalesAmount,7.95
217,20201217,SalesAmount,34.99
473,20200917,SalesAmount,63.5
362,20191102,SalesAmount,2049.0982
529,20201218,SalesAmount,3.99
225,20200628,SalesAmount,8.99
528,20200708,SalesAmount,4.99
580,20200911,SalesAmount,1700.99
479,20200716,SalesAmount,8.99
538,20200918,SalesAmount,21.49
478,20200729,SalesAmount,9.99
528,20200919,SalesAmount,4.99
477,20210112,SalesAmount,4.99
217,20200617,SalesAmount,34.99
540,20201030,SalesAmount,32.6
214,20200902,SalesAmount,34.99
479,20201222,SalesAmount,8.99
477,20201107,SalesAmount,4.99
