Latitude,Longitude
40.576245096,-73.964981438
40.576264543,-73.965755379
40.576280786,-73.965006618
40.576303764,-73.968530784
40.57631588,-73.963127517
40.576327154,-73.964056253
40.576341077,-73.949923527
40.576346145,-73.948965983
40.5763518,-73.993376413
40.576362243,-73.987080403
40.576375053,-73.959524108
40.576385727,-73.967170029
40.576391769,-73.969164303
40.57644427,-73.961255561
40.576543366,-73.948062286
40.576552659,-73.957295732
40.576555102,-74.00100794
40.576585726,-73.976921758
40.576595268,-73.970629323
40.576595296,-73.984981681
40.576597965,-73.953793108
40.576628208,-73.984787285
40.576638454,-73.967897063
40.576650766,-73.963188529
40.576694961,-73.994528313
40.576705599,-73.97281795
40.57670778,-73.961280606
40.576710438,-73.983944915
40.576712918,-73.960251062
40.576743343,-73.98371092
40.576749174,-73.961946545
40.576766271,-73.993480766
40.576773507,-73.947136959
40.576829402,-73.993491559
40.576833568,-73.959901809
40.576878591,-73.963206403
40.576899641,-73.960474139
40.576912694,-73.967047377
40.576924095,-73.952561749
40.576932468,-73.981928969
40.576935207,-73.98189657
40.57694343,-73.981820972
40.576998158,-73.968382864
40.577042988,-73.962309959
40.577067685,-73.962291945
40.577070977,-73.963994656
40.577078356,-73.961363187
40.577134178,-73.995680219
40.577136498,-73.989211346
40.57715766,-73.960495585
40.577169939,-74.000766762
40.577174137,-73.960517174
40.577180307,-73.988116993
40.577203111,-73.965240123
40.577212835,-73.984664758
40.57721348,-73.963278215
40.577272434,-73.97960339
40.577273057,-73.983484002
40.577303444,-73.984891527
40.577307418,-73.965254468
40.577310861,-73.979603379
40.577317647,-73.97263411
40.577326909,-73.966186814
40.577350582,-73.972623297
40.577351366,-73.957212425
40.577359013,-73.991414406
40.577366272,-73.960513461
40.577380773,-73.972616085
40.577402259,-73.984909503
40.577449192,-73.962226933
40.577468136,-73.984920288
40.577476842,-73.955156838
40.577487203,-73.983840333
40.577493788,-73.964354412
40.577500938,-73.947262377
40.577501074,-73.98492748
40.577526236,-73.972569227
40.577537214,-73.972562023
40.577539853,-74.012099061
40.577545258,-73.987119773
40.57756665,-73.982796359
40.577608168,-73.98528744
40.577610874,-73.961442076
40.577616808,-73.972540391
40.577619139,-73.985219041
40.577646513,-73.961312461
40.577684834,-73.983879883
40.577691443,-73.964447902
40.57771503,-73.983905075
40.577732556,-73.995982567
40.57776184,-73.984999418
40.577773196,-73.988232083
40.577780908,-73.983919458
40.577813846,-73.98392665
40.577831336,-73.995125796
40.577838348,-73.960426785
40.577841085,-73.960405184
40.577847907,-73.964480218
40.577866561,-73.972439493
40.577877538,-73.972428689
40.577879723,-73.983937434
40.577896191,-73.98393383
40.57790535,-74.006764136
40.577919281,-73.964508979
40.577945882,-73.986115334
40.577965776,-73.993955831
40.578004383,-73.964552132
40.578013694,-73.959505116
40.578105258,-73.95478923
40.578123313,-73.959015467
40.578137411,-73.981770249
40.57814344,-73.96166136
40.578163297,-73.96364128
40.57818979,-73.960739766
40.578220937,-73.963637648
40.578226108,-73.972345748
40.578230585,-73.959652579
40.578258357,-73.982907778
40.578290407,-73.958075795
40.578309086,-73.964649167
40.578330103,-73.961711652
40.578349326,-73.96174044
40.578356368,-73.966726275
40.578381203,-73.945512138
40.578390111,-73.982929343
40.578394107,-73.998009263
40.578401904,-73.963043568
40.578428812,-73.984880472
40.578432856,-73.976319938
40.578478729,-73.989455922
40.578494649,-73.947463187
40.578518009,-73.965696625
40.578541479,-73.961790728
40.578547274,-73.988660334
40.578550015,-73.988631535
40.578580185,-73.988397536
40.578598959,-73.947481104
40.578623345,-73.960379521
40.578639569,-73.959673931
40.578665189,-73.987587544
40.578672989,-73.984066839
40.578710944,-73.959702687
40.578727659,-73.960411858
40.578769658,-73.962888569
40.578776586,-73.979602931
40.578788161,-73.960750214
40.578824339,-73.962229755
40.578835979,-73.956347496
40.578854774,-73.955260311
40.578900784,-73.961002142
40.578934764,-73.956275433
40.578952328,-73.96791395
40.578960721,-73.959702537
40.578962363,-73.975182177
40.579011798,-73.964785592
40.579017894,-73.958392131
40.579022659,-74.002415546
40.579035296,-73.961052462
40.579037034,-73.966571139
40.579051783,-73.984149547
40.579056387,-73.939931708
40.579117556999996,-73.983429547
40.57912304,-73.983382746
40.579126958,-74.002555947
40.579147636,-73.960476408
40.579161424,-73.983087543
40.579199677,-73.981939156
40.579202344,-73.959932786
40.579209698,-73.95748483
40.579212367,-73.976258463
40.579212951,-73.945666256
40.579214687,-73.974282101
40.579215201,-73.957520825
40.579274928,-73.95577482
40.579276861,-73.96111712
40.579289152,-73.957092386
40.579307469,-73.96236628
40.579369711,-73.959745489
40.579376329,-73.963104228
40.579377859,-73.959497089
40.579380108,-73.966480969
40.57938053,-73.980103138
40.57938914,-73.982399897
40.579411158,-73.960537451
40.579411785,-73.96240582
40.579476765,-73.959763424
40.579478708,-73.976722761
40.579491426,-73.962535373
40.579508669,-73.956912248
40.579512234,-73.959158612
40.579515186,-73.959745402
40.57951691,-73.956930242
40.579527078,-73.962441755
40.579553402,-73.967776863
40.579570917,-73.962204133
40.579576407,-73.96220413
40.579618308,-73.943847951
40.579632161,-73.956847369
40.579656828,-73.938660384
40.57966055,-73.959432118
40.57966517,-73.965145243
40.579666279,-73.960116106
40.5796689,-73.959759709
40.579678591,-73.956235347
40.579707328,-73.959763286
40.579725323,-74.002667568
40.579759367,-73.959442858
40.579760009,-73.961304037
40.579762757,-73.961314835
40.579779771,-73.948689762
40.579783496,-73.95784806
40.579788483,-73.956498072
40.579804245,-73.9718339
40.579817995,-73.971941893
40.579827193,-73.976211445
40.579827805,-73.958931621
40.579834521,-73.972175883
40.57983909,-73.959795606
40.579867651,-73.972982262
40.5798732,-73.963298352
40.579875858,-73.972863459
40.579888815,-73.983213357
40.579911318,-73.96234074
40.579912469,-73.95775798
40.579917122,-73.963312728
40.579917678,-73.965098312
40.579940751,-73.981798557
40.579972334,-73.974652606
40.580043718,-74.002739581
40.580059861,-73.963341449
40.580080635,-73.95980266
40.580095524,-73.96328023
40.580102327,-73.967650599
40.580112929,-73.966336602
40.580151673,-73.958877423
40.58019744,-73.956451006
40.580203196,-73.938947881
40.580221103,-73.984394069
40.580241046,-73.963431349
40.580258319,-73.977154488
40.580282219,-73.963434927
40.580295214,-73.984401251
40.580323393,-73.963438504
40.580339132,-73.984415641
40.580403254,-74.003877193
40.580441738,-73.964453638
40.580459895,-73.961188431
40.580492242,-73.959478413
40.580507316,-73.963506803
40.580509755,-73.962556402
40.580510637,-73.976153601
40.580526835,-74.0003744
40.580532595,-73.976149994
40.580539378,-73.960846385
40.580553515,-73.971585183
40.580560412,-73.966613577
40.580604497,-73.951651933
40.580619553,-73.962574341
40.580636337,-73.963553533
40.580646266,-73.960381921
40.580660436,-73.985653969
40.580663028,-73.984480366
40.58067126,-73.984462364
40.580718385,-73.962631885
40.580729322,-73.962502279
40.580731523,-73.960871472
40.580742631,-73.961253067
40.580772668,-73.983393136
40.580786394,-73.983407533
40.580804325,-73.965349849
40.580809804,-73.965313846
40.580839852,-73.938688097
40.580839956,-73.96517703
40.580847406,-73.962678613
40.580862628,-73.959020986
40.580866022,-73.960882193
40.580876653,-73.959874182
40.580953302,-73.945974443
40.58096209,-73.960882137
40.580962163,-73.961098139
40.58097588,-73.96107653
40.580980958,-73.959881319
40.580990879,-73.956958092
40.581008729,-73.983450678
40.581009034,-73.985725894
40.581026372,-74.002016015
40.581030831,-73.9612385
40.581104115,-73.967419712
40.581113057,-73.960892849
40.581119543,-73.963938473
40.581134311,-73.967434098
40.58113705,-73.967412496
40.581140576,-73.961101635
40.581149678,-73.963754855
40.581150773,-73.967408889
40.581170351,-73.959884805
40.581175737,-73.959589599
40.581180511,-73.965842859
40.58118391,-73.959416792
40.581192206,-73.959589589
40.581200372,-73.959395182
40.581200871,-73.98348663
40.581200889,-73.960885597
40.581213922,-73.958905569
40.581244814,-73.960910772
40.581246001,-73.964572012
40.581251098,-73.963319195
40.581258281,-73.960161956
40.581265591,-73.965814015
40.581267333,-73.954945491
40.581273024,-73.963218382
40.581282115,-73.965997609
40.581285551,-73.959650733
40.581305004,-73.982352591
40.581337121,-73.966371986
40.581343586,-73.983385794
40.581346643,-73.961717122
40.581387196,-73.959902675
40.581395586,-73.982370568
40.581469893,-73.96092504
40.581480878,-73.960943034
40.581500079,-73.960907022
40.581514566,-73.955460132
40.581516151,-73.959754996
40.581529642,-73.959096177
40.581537808,-73.95890537
40.581562295,-73.958304145
40.581582709,-73.961756588
40.581593671,-73.961702581
40.581604632,-73.961648573
40.581613768,-73.964453015
40.581659883,-73.955056828
40.581680491,-73.967307829
40.581725196,-73.961032893
40.581828694,-73.967250155
40.58183057,-73.956377939
40.581854009,-73.960467606
40.581872267,-73.96606571
40.581877752,-73.966047707
40.581889503,-73.959923974
40.581929423,-73.956482277
40.581992739,-73.965064826
40.58223262,-73.95997417
40.582265023,-73.958465711
40.582266068,-73.954005192
40.58232259,-73.958264069
40.58233081,-73.958224463
40.582368323,-73.955779971
40.582371908,-73.958019232
40.582383911,-73.983698744
40.582503021,-73.974554442
40.582513975,-73.974442835
40.582533556,-73.957219906
40.582559462,-73.960582392
40.582798599,-73.954102029
40.58281728,-73.960020621
40.582899626,-73.960027772
40.582928842,-73.957313256
40.58298278,-73.954807529
40.583081776,-73.962990577
40.58317437,-73.953439344
40.583196261,-73.953273722
40.58319899,-73.953234119
40.583198996,-73.953248519
40.583199002,-73.95326292
40.583201724,-73.953208916
40.583201729,-73.953219716
40.583204996,-73.962083272
40.583207192,-73.95315491
40.583207735,-73.96206527
40.583210474,-73.962047267
40.583212608,-73.952974899
40.583235088,-73.961780843
40.583277719,-73.966450212
40.583372004,-73.960815923
40.583404867,-73.960599894
40.583432273,-73.960477473
40.583497994,-73.960031014
40.583510901,-73.957748503
40.583516220999996,-73.957287679
40.58355995,-73.956787229
40.583568171,-73.956751222
40.583580053,-73.959220927
40.583590974,-73.959055313
40.58361284,-73.958796088
40.583664838,-73.958371236
40.583699205,-73.942584459
40.583725735,-73.95260732
40.583765028,-73.962363768
40.58378997,-73.972966274
40.583792478,-73.962370953
40.583794736,-73.953539717
40.583811124,-73.941360302
40.583925168,-73.944391557
40.583992378,-73.953579181
40.583995041,-73.936237073
40.584000471,-73.936129062
40.584105983,-73.974546631
40.584149321,-73.962428355
40.584190505,-73.932453077
40.584192226,-73.952304572
40.584196541,-73.956250387
40.584267633,-73.9377993
40.584273418,-73.95630794
40.584298114,-73.956289923
40.58430085,-73.95626832
40.58431099,-73.970949949
40.584314719,-73.956649932
40.584356324,-73.950903974
40.584443949,-73.944419927
40.584451356,-73.942735021
40.58445623,-73.983655036
40.584525142,-73.985861951
40.584528683,-73.956304173
40.584566649,-73.942756524
40.584584032,-73.95751381
40.584624777,-73.956372514
40.584645733,-73.984465039
40.584646377,-73.955440042
40.584650232,-73.939811469
40.584651182,-73.953708331
40.584680265,-73.951029744
40.584717,-73.983755778
40.584722907,-73.987039183
40.584791979,-73.973639112
40.584856666,-73.940916555
40.584864933,-73.926681217
40.584866277,-73.956260749
40.584874508,-73.938306368
40.584920262,-73.961376652
40.585013729,-73.985962655
40.585019291,-73.932207422
40.585059483,-73.952062736
40.585092349,-73.93514155
40.58511285,-73.93746369
40.58512312,-73.960620482
40.585127967,-73.951738665
40.585139991,-73.985966228
40.585149897,-73.951670244
40.585161952,-73.985991425
40.585186406,-73.984072486
40.585224013,-73.951684591
40.585226755,-73.940030565
40.585236392,-73.937510378
40.58532086,-73.953574658
40.585362497,-73.987503493
40.585415515,-73.933877543
40.585428178,-73.971161878
40.585443556,-73.951587225
40.58546166,-73.928433892
40.585469898,-73.932991823
40.585500136,-73.955763497
40.585501212,-73.951623186
40.58552043,-73.951633973
40.585525051,-73.938352571
40.585626044,-73.954856144
40.585639006,-73.952958789
40.585655124,-73.959223261
40.58566969,-73.947741964
40.585758334,-73.974459595
40.585760032,-73.953585153
40.585762037,-73.95178861
40.585791107,-73.963655128
40.585815227,-73.986092096
40.585828566,-73.983211864
40.585935002,-73.951889294
40.585984821,-73.960137534
40.58599035,-73.952980143
40.586034292,-73.953041318
40.586042157,-73.92206074
40.586055336,-73.950855921
40.586055342,-73.950870322
40.58606215,-73.985217172
40.586130829,-73.942045923
40.586151272,-73.965591896
40.586260352,-73.9430791
40.586276365,-73.986189209
40.58630139,-73.948619946
40.586304128,-73.948605543
40.586328592,-73.932260097
40.58633077,-73.941199676
40.586344578,-73.93144641
40.586353049,-73.919144121
40.586372686,-73.954999652
40.586375171,-73.947889025
40.586399021,-73.952241791
40.58644404,-73.988374568
40.586514271,-73.959291142
40.586546997,-73.967211838
40.58658167,-73.9559788
40.586597022,-73.922675749
40.586608585,-73.987031617
40.586616743,-73.961958924
40.58662269,-73.973328761
40.586676665,-73.922740463
40.586682924,-73.962894973
40.586721049,-73.961969665
40.586732503,-73.949022852
40.586848206,-73.920713271
40.586850757,-73.943633049
40.586880724,-73.949026339
40.586919285,-73.963859734
40.586953986,-73.931550194
40.586979086,-73.986621105
40.586979521,-73.963388056
40.587012013,-73.947996539
40.587039947,-73.949080223
40.587049442,-73.921976757
40.587077886,-73.986513075
40.587119838,-73.924637339
40.587200902,-73.953213315
40.58723318,-73.939981959
40.587236713,-73.953530121
40.587239465,-73.953548121
40.587245822,-73.94911607
40.587258727,-73.95366692
40.587271645,-73.96728349
40.587297076,-73.947128628
40.587297634,-73.954873016
40.587305144,-73.960349168
40.587382462,-73.95421409
40.587569223,-73.971564196
40.587573187,-73.965954802
40.587628779,-73.926415354
40.587637897,-73.987139428
40.587684789,-73.955225592
40.587703999,-73.989360855
40.587707628,-73.921147898
40.587753836,-73.956334466
40.587762017,-73.956194045
40.58784847,-73.968780972
40.587851921,-73.923459183
40.587918483,-73.956226346
40.587970574,-73.933270145
40.58797309,-73.920013458
40.588068343,-73.95341793
40.58807397,-73.984320225
40.588114946,-73.926944079
40.588118436,-73.972604481
40.58813564,-73.924981832
40.58819282,-73.924279687
40.588265846,-73.960413405
40.588268182,-73.967902273
40.588321095,-73.970753781
40.588364662,-73.960420547
40.588470237,-73.924571007
40.588528626,-73.958371804
40.588547739,-73.939599131
40.588560087,-73.962033426
40.588585937,-73.921107256
40.588596904,-73.921089241
40.5885984,-73.961691363
40.588599672,-73.965716649
40.588603155,-73.968287359
40.588622898,-73.94162971
40.588630515,-73.967970508
40.588727593,-73.98723283
40.588754607,-73.947217486
40.588771362,-73.985961865
40.588830581,-73.958447225
40.588885807,-73.946032833
40.588898826,-73.957421054
40.588921166,-73.958465171
40.589010878,-73.949453168
40.589131482,-73.963505691
40.589165193,-73.925369526
40.589166838,-73.987938438
40.589170731,-73.944905657
40.589178236,-73.943404255
40.589197027,-73.987909628
40.589247471,-73.950695151
40.589260269,-73.989018562
40.589283135,-73.944628327
40.589334832,-73.924544827
40.589369411,-73.941485039
40.589448676,-73.940833282
40.589455477,-73.993256297
40.589488066,-73.988798895
40.589512513,-73.927677049
40.589540076,-73.971916205
40.58956236,-73.990887166
40.58957027,-73.971919793
40.589594574,-73.953719307
40.58966996,-73.938838412
40.589670055,-73.95726214
40.589703332,-73.958183846
40.58973069,-73.957935395
40.589754865,-73.964506289
40.589763032,-73.964286654
40.58987217,-73.987193006
40.58987763,-73.986926567
40.58988881,-73.948541575
40.589971977,-73.9653991
40.590020336,-73.962079402
40.590038669,-73.968225469
40.590086303,-73.954748713
40.59011365,-73.954493058
40.590138935,-73.974007854
40.590171119,-73.947644828
40.590187492,-73.953823311
40.590190959,-73.991391153
40.590196832,-73.956660516
40.590204546,-73.923956959
40.590243498,-73.964693256
40.590249177,-73.965316144
40.590257184,-73.964570831
40.590402407,-73.992834939
40.590409966,-73.923294227
40.590424635,-73.964631952
40.590440784,-73.963605791
40.590518322,-73.950715816
40.590541502,-73.97022353
40.590634326,-73.959598277
40.590646113,-73.986404338
40.590679219,-73.954849127
40.590709297,-73.962129419
40.590713999,-73.968624808
40.590778886,-73.957077802
40.590780853,-73.988651056
40.59080583,-73.99188435
40.590826518,-73.926487442
40.590886482,-73.967054883
40.590904648,-73.99196715
40.59092078,-73.954895771
40.590924698,-73.925504381
40.590927104,-73.965189773
40.590939234,-73.982206023
40.5909847,-73.975685388
40.591054153,-73.945933865
40.591123616,-73.985640919
40.591171168,-73.964458729
40.591199425,-73.967180749
40.59137322,-73.970392386
40.591404665,-73.965077905
40.591421847,-73.958931692
40.59147765,-73.954078061
40.591483566,-73.989115412
40.591497982,-73.944201621
40.591507807,-73.941872029
40.591577991,-73.958074654
40.591602185,-73.949944488
40.591609044,-73.960501438
40.591619993,-73.960415017
40.591627374,-73.977604274
40.591628908,-73.987793969
40.591656075,-73.954110343
40.591698195,-73.974972209
40.591706966,-73.966327157
40.591747734,-73.964973308
40.591778153999996,-73.96572942
40.591783357,-73.949980359
40.591822411,-73.958441763
40.591899057,-73.957869218
40.591919195,-73.953166801
40.591945087,-73.964091054
40.591987046,-73.96670508
40.592001041,-73.967652036
40.592004294,-73.953191946
40.592055669,-73.966715848
40.592058143,-73.965794088
40.592065488,-73.972728883
40.592073741,-73.962981993
40.592075737,-73.960728001
40.59218733,-73.977694102
40.59226676,-73.965833588
40.592324127,-73.950080771
40.592372908,-73.989399718
40.592374088,-73.966791303
40.592387233,-73.964846951
40.592391868,-73.942339343
40.592419562,-73.989324097
40.592422825,-73.924685363
40.592438768,-73.972674721
40.592479225,-73.960734965
40.59273065,-73.965898162
40.592731784,-73.969959705
40.59276472,-73.941467661
40.592767438,-73.96076
40.592885839,-73.954343542
40.592892243,-73.964738665
40.592900009,-73.948884919
40.592921744,-73.988132195
40.592938124,-73.942421686
40.592952696,-73.975562249
40.592989069,-73.979062089
40.592993824,-73.933726011
40.593066492,-73.960385354
40.59307405,-73.96692418
40.593082172,-73.977884639
40.593088376,-73.960169301
40.593096562,-73.960028869
40.593188647,-73.938561537
40.593221812,-73.95722386
40.593299542,-73.926423508
40.593323146,-73.964637618
40.593349002,-73.926506269
40.593364151,-73.994793398
40.593369641,-73.9948042
40.593379517,-73.969808184
40.593584289,-73.976962692
40.593659499,-73.969858468
40.593741871,-73.960845845
40.593748206,-73.991221461
40.593780423,-73.947407951
40.593788416,-73.96050735
40.593802486,-73.970855801
40.593816811,-73.991030614
40.593839435,-73.957338688
40.593846881,-73.972807372
40.593860757,-73.991408683
40.593867014,-73.977016605
40.593919163,-73.977005785
40.593930408,-73.95141904
40.59394323,-73.94933061
40.593991791,-73.947447393
40.594093842,-73.988819727
40.594130521,-73.950813971
40.594241698,-73.936807007
40.594251481,-73.958227807
40.594255542,-73.962019385
40.594353239,-73.945589123
40.594358877,-73.959196341
40.594382391,-73.993237796
40.59438249,-73.964158157
40.59444487,-73.986018284
40.594450412,-73.954439692
40.594463524,-73.960179283
40.594748423,-73.951573278
40.594751394,-73.9305988
40.594780284,-73.991675022
40.594840671,-73.963520575
40.594930318,-73.969771475
40.595002905,-74.001451115
40.595004975,-73.987458479
40.595063296,-74.000968611
40.595080891,-73.959570382
40.595084993,-73.992197098
40.595104468,-74.000903797
40.595183555,-73.972623187
40.595222909,-73.957597061
40.595258594,-73.95760424
40.595277457,-73.95666442
40.595286823,-73.981121024
40.595304644,-73.973995041
40.595317025,-73.968615444
40.595348735,-73.974772797
40.595381407,-73.955738946
40.595429499,-73.959624183
40.595503346,-73.979288152
40.595507957,-73.999816359
40.59555457,-73.996658448
40.595575186,-73.982121969
40.595585215,-73.950697673
40.595609821,-73.97632825
40.595642406,-73.996748464
40.595667069,-73.995538588
40.595686369,-74.000216049
40.595753671,-73.946837467
40.595773823,-73.990655865
40.595844709,-73.971222194
40.595848259,-73.9965144
40.595854265,-73.957737092
40.595975752,-73.959731877
40.595977093,-73.992816337
40.596026288,-73.989986074
40.596039965,-73.972763269
40.59608833,-73.981282836
40.596094488,-73.947845431
40.596106291,-73.997281365
40.59613491,-73.980789507
40.596202259,-73.933319532
40.596259817,-73.963789863
40.596262345,-73.972979229
40.596264785,-73.932286026
40.596274907,-73.930845675
40.596292746,-73.955911183
40.596296603,-73.979345519
40.596297621,-73.947884882
40.596299655,-73.959778493
40.596304035,-73.938637889
40.596324019,-73.979169069
40.596330679,-73.932318367
40.596364117,-73.955925539
40.596365345,-73.959252729
40.596395261,-73.978502889
40.596400752,-73.978510089
40.596431002,-73.958644143
40.596541117,-73.930787786
40.596578233,-73.974001747
40.596587076,-73.976850029
40.596593786,-73.961049422
40.596648826,-73.985088798
40.596682536,-73.993298778
40.596791444,-73.984249762
40.596811531,-73.993133125
40.596830947,-73.999106982
40.596868169,-73.98333512
40.59687434,-73.962813691
40.5969206,-73.954110326
40.596953376,-73.93168758
40.596969895,-73.970508734
40.596979138,-74.00267906
40.596981617,-73.991743164
40.596995898,-73.965330644
40.597049104,-73.952871531
40.597057367,-73.952939942
40.597087749,-73.947066862
40.597143715,-73.994288978
40.597217918,-74.003338035
40.597267365,-73.998656863
40.59730073,-73.950736016
40.597307614,-73.985373122
40.597312401,-73.935496972
40.597317882,-73.980573112
40.59732941,-73.961103006
40.597342049,-73.958020622
40.597361954,-73.981512937
40.597389958,-73.985376705
40.597415512,-73.995707714
40.597467248,-73.955208229
40.597484986,-73.978718593
40.597557648,-73.948247592
40.597606917,-73.947945076
40.597616531,-73.951085073
40.597645364,-73.962006654
40.597739438,-73.996946413
40.597772367,-74.003345264
40.597786141,-73.974887106
40.597797031,-74.004486761
40.59780075,-73.935096797
40.597833108,-73.96548505
40.597846513,-74.001703242
40.597852003,-74.001674435
40.597871193,-74.002851941
40.597875801,-73.985481026
40.5978821,-73.956212612
40.597887604,-74.004630805
40.597895897,-74.002819534
40.597901376,-73.974678208
40.597915101,-74.003194032
40.597920601,-74.002790727
40.597925411,-73.987191461
40.597932571,-73.979726713
40.597934347,-74.001634826
40.597994706,-74.002985181
40.598042713,-73.960097927
40.598043056,-73.931679263
40.598063346,-74.002027333
40.598106789,-73.989366399
40.598129131,-74.004990916
40.598137453,-74.002167772
40.598164901,-74.002214585
40.598165525,-73.977810936
40.598170681,-73.957213488
40.598216562,-73.932669349
40.598226637,-73.931142533
40.598274689,-74.002380233
40.598302128,-74.002772738
40.598302156,-73.9988729
40.598310338,-73.996348627
40.598321349,-74.002441451
40.598332349,-73.998840491
40.598334976,-74.005315018
40.598365264,-74.002563885
40.598368009,-74.00254228
40.598397572,-73.94828295
40.59840491,-73.981098537
40.598418779,-73.960180525
40.598451006,-73.951217697
40.598455839,-74.00267912
40.598461698,-73.965589153
40.598469553,-73.928891677
40.598476235,-73.952470816
40.598477813,-73.974811225
40.598486019,-74.003190458
40.598513478,-74.002772747
40.598570634,-73.972614596
40.598587063,-73.972448945
40.598607646,-73.978919889
40.598612274,-74.00339572
40.598623283,-73.974789565
40.598629446,-73.958257477
40.598694666,-74.000633773
40.598735798,-74.003104047
40.598757726,-74.004076313
40.59876603,-74.000720197
40.598772823,-73.98178262
40.598785108,-73.943554556
40.598829085,-74.004245564
40.59885281,-73.947403956
40.598870198,-73.956136344
40.598883256,-73.96196994
40.598894971,-74.003914277
40.598936165,-74.003204884
40.598938565,-73.955477317
40.59893912,-73.933831741
40.598971874,-73.997965438
40.598980122,-74.001051491
40.59900757,-74.001094703
40.599007706,-73.938721828
40.599037903,-73.938729003
40.599051486,-74.001159522
40.599054338,-73.975351158
40.599084384,-73.996769902
40.599111437,-73.972942066
40.599125601,-74.000338494
40.599142063,-74.00128916
40.599146949,-73.962556754
40.599147264,-73.955722046
40.5991828,-73.972938436
40.599224384,-74.00260713
40.599254117,-73.989395025
40.599259892,-74.006856324
40.59926022,-73.975455511
40.599274653,-73.979038512
40.599280436,-73.952412627
40.599292249,-73.962023722
40.599314992,-74.000172849
40.599334184,-74.002207422
40.599392476,-73.951227813
40.599405512,-74.003665837
40.599413792,-74.001685277
40.599437231,-73.982866346
40.599441196,-74.003597419
40.599446729,-74.0017645
40.599452007,-74.00719484
40.599471413,-73.997277627
40.59947261,-73.940691161
40.599476153,-73.971526716
40.59948163,-73.9714763
40.599482277,-74.005830056
40.599487686,-73.992754742
40.599493372,-74.002718773
40.599495329,-73.971375465
40.599506283,-73.971274632
40.599509858,-74.001825719
40.599578441,-74.003453386
40.59962415,-73.984807253
40.59963006,-73.988411883
40.599649695,-74.00610735
40.599674216,-73.991105449
40.599676947,-73.990928998
40.59968822,-73.996143293
40.599696519,-73.999758731
40.599736315,-73.960276967
40.599763572,-73.981022531
40.599767782,-74.004832593
40.599782826,-73.96866736
40.599793285,-73.939794217
40.599793922,-73.981998404
40.599813524,-73.961314021
40.599817287,-73.999164559
40.599852929,-74.003165316
40.599861136,-73.995966832
40.599869407,-73.997209191
40.599875401,-73.977136972
40.599896614,-74.007947506
40.599923682,-73.94828897
40.599931014,-73.981076499
40.599946222,-73.9958768
40.599976296,-74.006643936
40.599990917,-73.966837929
40.600035316,-73.981076469
40.600046233,-73.952408481
40.600099722,-73.973622265
40.600099973,-74.002679186
40.600117569,-73.959495311
40.600166127,-73.965289386
40.600195843,-74.007248936
40.600200104,-73.952800887
40.600204272,-74.002812429
40.600216381,-73.95949165
40.600247212,-73.961346179
40.60025814,-73.953773133
40.600285756,-73.96169546
40.600312455,-73.959509597
40.600314984,-73.935094353
40.60032183,-73.948627162
40.600363184,-73.963456339
40.60037958,-73.963225862
40.600415373,-73.991929995
40.600423565,-73.991357424
40.600428412,-73.94188947
40.600434593,-73.955771607
40.600437606,-74.001357605
