Store,Month,SalesPlan
4,2020-02-01 00:00:00.000,21153600
4,2020-03-01 00:00:00.000,33406560
4,2020-04-01 00:00:00.000,17861580
4,2020-05-01 00:00:00.000,11599280
4,2020-06-01 00:00:00.000,14373450
4,2020-07-01 00:00:00.000,15593760
4,2020-08-01 00:00:00.000,28857570
4,2020-09-01 00:00:00.000,30253080
4,2020-10-01 00:00:00.000,24486000
4,2020-11-01 00:00:00.000,15812540
4,2020-12-01 00:00:00.000,26475120
5,2016-01-01 00:00:00.000,15750000
5,2016-02-01 00:00:00.000,16920000
5,2016-03-01 00:00:00.000,14637000
5,2016-04-01 00:00:00.000,23310000
5,2016-05-01 00:00:00.000,15704000
5,2016-06-01 00:00:00.000,15064000
5,2016-07-01 00:00:00.000,15004000
5,2016-08-01 00:00:00.000,17690000
5,2016-09-01 00:00:00.000,16965000
5,2016-10-01 00:00:00.000,18648000
5,2016-11-01 00:00:00.000,13886000
5,2016-12-01 00:00:00.000,20034000
5,2017-01-01 00:00:00.000,38818590
5,2017-02-01 00:00:00.000,38909670
5,2017-03-01 00:00:00.000,30720000
5,2017-04-01 00:00:00.000,31985760
5,2017-05-01 00:00:00.000,35838060
5,2017-06-01 00:00:00.000,22259520
5,2017-07-01 00:00:00.000,22611160
5,2017-08-01 00:00:00.000,24806530
5,2017-09-01 00:00:00.000,31166820
5,2017-10-01 00:00:00.000,32096000
5,2017-11-01 00:00:00.000,48157970
5,2017-12-01 00:00:00.000,43002720
5,2018-01-01 00:00:00.000,22673000
5,2018-02-01 00:00:00.000,20241000
5,2018-03-01 00:00:00.000,24000000
5,2018-04-01 00:00:00.000,26166000
5,2018-05-01 00:00:00.000,29082000
5,2018-06-01 00:00:00.000,26992000
5,2018-07-01 00:00:00.000,25812000
5,2018-08-01 00:00:00.000,27019000
5,2018-09-01 00:00:00.000,23454000
5,2018-10-01 00:00:00.000,25120000
5,2018-11-01 00:00:00.000,25833000
5,2018-12-01 00:00:00.000,22624000
5,2019-01-01 00:00:00.000,46300680
5,2019-02-01 00:00:00.000,42084380
5,2019-03-01 00:00:00.000,37780000
5,2019-04-01 00:00:00.000,35500780
5,2019-05-01 00:00:00.000,32898400
5,2019-06-01 00:00:00.000,28657920
5,2019-07-01 00:00:00.000,29927400
5,2019-08-01 00:00:00.000,39487290
5,2019-09-01 00:00:00.000,48028360
5,2019-10-01 00:00:00.000,48075200
5,2019-11-01 00:00:00.000,48007950
5,2019-12-01 00:00:00.000,48052800
5,2020-01-01 00:00:00.000,26073950
5,2020-02-01 00:00:00.000,12494020
5,2020-03-01 00:00:00.000,16800000
5,2020-04-01 00:00:00.000,13579440
5,2020-05-01 00:00:00.000,22516760
5,2020-06-01 00:00:00.000,23109120
5,2020-07-01 00:00:00.000,17551320
5,2020-08-01 00:00:00.000,23826600
5,2020-09-01 00:00:00.000,11301360
5,2020-10-01 00:00:00.000,15422400
5,2020-11-01 00:00:00.000,34616220
5,2020-12-01 00:00:00.000,18809760
6,2016-01-01 00:00:00.000,232170
6,2016-02-01 00:00:00.000,255020
6,2016-03-01 00:00:00.000,246820
6,2016-04-01 00:00:00.000,285420
6,2016-05-01 00:00:00.000,216410
6,2016-06-01 00:00:00.000,248070
6,2016-07-01 00:00:00.000,277870
6,2016-08-01 00:00:00.000,184440
6,2016-09-01 00:00:00.000,187270
6,2016-10-01 00:00:00.000,122850
6,2016-11-01 00:00:00.000,191100
6,2016-12-01 00:00:00.000,137020
6,2017-01-01 00:00:00.000,1052649
6,2017-02-01 00:00:00.000,1000625
6,2017-03-01 00:00:00.000,1027711
6,2017-04-01 00:00:00.000,1047784
6,2017-05-01 00:00:00.000,1047820
6,2017-06-01 00:00:00.000,972040
6,2017-07-01 00:00:00.000,969728
6,2017-08-01 00:00:00.000,904516
6,2017-09-01 00:00:00.000,1021440
6,2017-10-01 00:00:00.000,1082268
6,2017-11-01 00:00:00.000,1018188
6,2017-12-01 00:00:00.000,1053970
6,2018-01-01 00:00:00.000,214110
6,2018-02-01 00:00:00.000,236080
6,2018-03-01 00:00:00.000,189300
6,2018-04-01 00:00:00.000,182100
6,2018-05-01 00:00:00.000,201480
6,2018-06-01 00:00:00.000,126500
6,2018-07-01 00:00:00.000,183200
6,2018-08-01 00:00:00.000,187840
6,2018-09-01 00:00:00.000,188000
6,2018-10-01 00:00:00.000,276960
6,2018-11-01 00:00:00.000,331320
6,2018-12-01 00:00:00.000,385360
6,2019-01-01 00:00:00.000,592699
6,2019-02-01 00:00:00.000,515668
6,2019-03-01 00:00:00.000,443440
6,2019-04-01 00:00:00.000,446363
6,2019-05-01 00:00:00.000,404234
6,2019-06-01 00:00:00.000,488485
6,2019-07-01 00:00:00.000,384416
6,2019-08-01 00:00:00.000,568948
6,2019-09-01 00:00:00.000,621440
6,2019-10-01 00:00:00.000,663670
6,2019-11-01 00:00:00.000,685161
6,2019-12-01 00:00:00.000,690943
6,2020-01-01 00:00:00.000,20707128
6,2020-02-01 00:00:00.000,20709187
6,2020-03-01 00:00:00.000,20711882
6,2020-04-01 00:00:00.000,60712131
6,2020-05-01 00:00:00.000,60712981
6,2020-06-01 00:00:00.000,60719867
6,2020-07-01 00:00:00.000,60711387
6,2020-08-01 00:00:00.000,60711742
6,2020-09-01 00:00:00.000,60711932
6,2020-10-01 00:00:00.000,60712512
6,2020-11-01 00:00:00.000,60711313
6,2020-12-01 00:00:00.000,60712511
7,2016-01-01 00:00:00.000,161170
7,2016-02-01 00:00:00.000,147700
7,2016-03-01 00:00:00.000,204600
7,2016-04-01 00:00:00.000,143640
7,2016-05-01 00:00:00.000,276360
7,2016-06-01 00:00:00.000,259560
7,2016-07-01 00:00:00.000,268320
7,2016-08-01 00:00:00.000,125240
7,2016-09-01 00:00:00.000,147420
7,2016-10-01 00:00:00.000,188100
7,2016-11-01 00:00:00.000,170850
7,2016-12-01 00:00:00.000,190450
7,2017-01-01 00:00:00.000,812226
7,2017-02-01 00:00:00.000,858688
7,2017-03-01 00:00:00.000,850423
7,2017-04-01 00:00:00.000,827398
7,2017-05-01 00:00:00.000,956164
7,2017-06-01 00:00:00.000,902742
7,2017-07-01 00:00:00.000,917872
7,2017-08-01 00:00:00.000,931168
7,2017-09-01 00:00:00.000,914561
7,2017-10-01 00:00:00.000,1028459
7,2017-11-01 00:00:00.000,1057945
7,2017-12-01 00:00:00.000,1026920
7,2018-01-01 00:00:00.000,628200
7,2018-02-01 00:00:00.000,665300
7,2018-03-01 00:00:00.000,665300
7,2018-04-01 00:00:00.000,622940
7,2018-05-01 00:00:00.000,588150
7,2018-06-01 00:00:00.000,538380
7,2018-07-01 00:00:00.000,556320
7,2018-08-01 00:00:00.000,592640
7,2018-09-01 00:00:00.000,641080
7,2018-10-01 00:00:00.000,677100
7,2018-11-01 00:00:00.000,706720
7,2018-12-01 00:00:00.000,786000
7,2019-01-01 00:00:00.000,480278
7,2019-02-01 00:00:00.000,571912
7,2019-03-01 00:00:00.000,652076
7,2019-04-01 00:00:00.000,736316
7,2019-05-01 00:00:00.000,786268
7,2019-06-01 00:00:00.000,881168
7,2019-07-01 00:00:00.000,933251
7,2019-08-01 00:00:00.000,948332
7,2019-09-01 00:00:00.000,949277
7,2019-10-01 00:00:00.000,969192
7,2019-11-01 00:00:00.000,973676
7,2019-12-01 00:00:00.000,9804600
7,2020-01-01 00:00:00.000,20710309
7,2020-02-01 00:00:00.000,20705868
7,2020-03-01 00:00:00.000,10711669
7,2020-04-01 00:00:00.000,10712430
7,2020-05-01 00:00:00.000,10712502
7,2020-06-01 00:00:00.000,10713408
7,2020-07-01 00:00:00.000,10713101
7,2020-08-01 00:00:00.000,10712562
7,2020-09-01 00:00:00.000,10712917
7,2020-10-01 00:00:00.000,9804600
7,2020-11-01 00:00:00.000,935300
7,2020-12-01 00:00:00.000,932300
8,2016-01-01 00:00:00.000,151840
8,2016-02-01 00:00:00.000,218120
8,2016-03-01 00:00:00.000,241980
8,2016-04-01 00:00:00.000,281400
8,2016-05-01 00:00:00.000,215670
8,2016-06-01 00:00:00.000,229600
8,2016-07-01 00:00:00.000,288150
8,2016-08-01 00:00:00.000,187200
8,2016-09-01 00:00:00.000,167440
8,2016-10-01 00:00:00.000,180180
8,2016-11-01 00:00:00.000,180420
8,2016-12-01 00:00:00.000,176400
8,2017-01-01 00:00:00.000,851449
8,2017-02-01 00:00:00.000,821265
8,2017-03-01 00:00:00.000,861013
8,2017-04-01 00:00:00.000,890017
8,2017-05-01 00:00:00.000,710774
8,2017-06-01 00:00:00.000,787164
8,2017-07-01 00:00:00.000,734404
8,2017-08-01 00:00:00.000,726287
8,2017-09-01 00:00:00.000,742241
8,2017-10-01 00:00:00.000,787128
8,2017-11-01 00:00:00.000,747860
8,2017-12-01 00:00:00.000,709223
8,2018-01-01 00:00:00.000,583540
8,2018-02-01 00:00:00.000,548500
8,2018-03-01 00:00:00.000,582970
8,2018-04-01 00:00:00.000,523550
8,2018-05-01 00:00:00.000,531620
8,2018-06-01 00:00:00.000,543360
8,2018-07-01 00:00:00.000,515050
8,2018-08-01 00:00:00.000,471430
8,2018-09-01 00:00:00.000,334190
8,2018-10-01 00:00:00.000,355940
8,2018-11-01 00:00:00.000,355780
8,2018-12-01 00:00:00.000,388490
8,2019-01-01 00:00:00.000,265186
8,2019-02-01 00:00:00.000,3025720
8,2019-03-01 00:00:00.000,312970
8,2019-04-01 00:00:00.000,319676
8,2019-05-01 00:00:00.000,352465
8,2019-06-01 00:00:00.000,435836
8,2019-07-01 00:00:00.000,519351
8,2019-08-01 00:00:00.000,568000
8,2019-09-01 00:00:00.000,603326
8,2019-10-01 00:00:00.000,623192
8,2019-11-01 00:00:00.000,724840
8,2019-12-01 00:00:00.000,816763
8,2020-01-01 00:00:00.000,710923
8,2020-02-01 00:00:00.000,704404
8,2020-03-01 00:00:00.000,712634
8,2020-04-01 00:00:00.000,711922
8,2020-05-01 00:00:00.000,711783
8,2020-06-01 00:00:00.000,712555
8,2020-07-01 00:00:00.000,712559
8,2020-08-01 00:00:00.000,712417
8,2020-09-01 00:00:00.000,711892
8,2020-10-01 00:00:00.000,711216
8,2020-11-01 00:00:00.000,712199
8,2020-12-01 00:00:00.000,712733
9,2016-01-01 00:00:00.000,229840
9,2016-02-01 00:00:00.000,122200
9,2016-03-01 00:00:00.000,266230
9,2016-04-01 00:00:00.000,156750
9,2016-05-01 00:00:00.000,193120
9,2016-06-01 00:00:00.000,183230
9,2016-07-01 00:00:00.000,176330
9,2016-08-01 00:00:00.000,143480
9,2016-09-01 00:00:00.000,219000
9,2016-10-01 00:00:00.000,150080
9,2016-11-01 00:00:00.000,177450
9,2016-12-01 00:00:00.000,168800
9,2017-01-01 00:00:00.000,953843
9,2017-02-01 00:00:00.000,917646
9,2017-03-01 00:00:00.000,999732
9,2017-04-01 00:00:00.000,946896
9,2017-05-01 00:00:00.000,985850
9,2017-06-01 00:00:00.000,900776
9,2017-07-01 00:00:00.000,834594
9,2017-08-01 00:00:00.000,884625
9,2017-09-01 00:00:00.000,929568
9,2017-10-01 00:00:00.000,1014594
9,2017-11-01 00:00:00.000,1075427
9,2017-12-01 00:00:00.000,1043485
9,2018-01-01 00:00:00.000,376280
9,2018-02-01 00:00:00.000,448920
9,2018-03-01 00:00:00.000,445790
9,2018-04-01 00:00:00.000,437600
9,2018-05-01 00:00:00.000,577000
9,2018-06-01 00:00:00.000,529600
9,2018-07-01 00:00:00.000,564140
9,2018-08-01 00:00:00.000,589750
9,2018-09-01 00:00:00.000,558010
9,2018-10-01 00:00:00.000,323220
9,2018-11-01 00:00:00.000,225760
9,2018-12-01 00:00:00.000,204610
9,2019-01-01 00:00:00.000,253843
9,2019-02-01 00:00:00.000,293596
9,2019-03-01 00:00:00.000,366200
9,2019-04-01 00:00:00.000,413840
9,2019-05-01 00:00:00.000,462840
9,2019-06-01 00:00:00.000,507664
9,2019-07-01 00:00:00.000,536361
9,2019-08-01 00:00:00.000,593545
9,2019-09-01 00:00:00.000,653269
9,2019-10-01 00:00:00.000,845399
9,2019-11-01 00:00:00.000,855108
9,2019-12-01 00:00:00.000,935300
9,2020-01-01 00:00:00.000,706746
9,2020-02-01 00:00:00.000,704147
9,2020-03-01 00:00:00.000,711326
9,2020-04-01 00:00:00.000,713587
9,2020-05-01 00:00:00.000,711575
9,2020-06-01 00:00:00.000,711767
9,2020-07-01 00:00:00.000,711444
9,2020-08-01 00:00:00.000,711916
9,2020-09-01 00:00:00.000,711564
9,2020-10-01 00:00:00.000,711367
9,2020-11-01 00:00:00.000,713318
9,2020-12-01 00:00:00.000,712168
10,2016-01-01 00:00:00.000,189800
10,2016-02-01 00:00:00.000,147950
10,2016-03-01 00:00:00.000,217440
10,2016-04-01 00:00:00.000,208620
10,2016-05-01 00:00:00.000,277020
10,2016-06-01 00:00:00.000,229400
10,2016-07-01 00:00:00.000,150040
10,2016-08-01 00:00:00.000,170940
10,2016-09-01 00:00:00.000,181560
10,2016-10-01 00:00:00.000,128040
10,2016-11-01 00:00:00.000,266630
10,2016-12-01 00:00:00.000,230040
10,2017-01-01 00:00:00.000,943079
10,2017-02-01 00:00:00.000,988588
10,2017-03-01 00:00:00.000,957420
10,2017-04-01 00:00:00.000,900048
10,2017-05-01 00:00:00.000,938145
10,2017-06-01 00:00:00.000,944995
10,2017-07-01 00:00:00.000,856118
10,2017-08-01 00:00:00.000,870396
10,2017-09-01 00:00:00.000,983562
10,2017-10-01 00:00:00.000,1000207
10,2017-11-01 00:00:00.000,1000655
10,2017-12-01 00:00:00.000,1050183
10,2018-01-01 00:00:00.000,267120
10,2018-02-01 00:00:00.000,241780
10,2018-03-01 00:00:00.000,241500
10,2018-04-01 00:00:00.000,263200
10,2018-05-01 00:00:00.000,181770
10,2018-06-01 00:00:00.000,285120
10,2018-07-01 00:00:00.000,256200
10,2018-08-01 00:00:00.000,182700
10,2018-09-01 00:00:00.000,189240
10,2018-10-01 00:00:00.000,202230
10,2018-11-01 00:00:00.000,222950
10,2018-12-01 00:00:00.000,151700
10,2019-01-01 00:00:00.000,909850
10,2019-02-01 00:00:00.000,925820
10,2019-03-01 00:00:00.000,965955
10,2019-04-01 00:00:00.000,984256
10,2019-05-01 00:00:00.000,985416
10,2019-06-01 00:00:00.000,986572
10,2019-07-01 00:00:00.000,1040000
10,2019-08-01 00:00:00.000,1075100
10,2019-09-01 00:00:00.000,11034650
10,2019-10-01 00:00:00.000,1212045
10,2019-11-01 00:00:00.000,1215648
10,2019-12-01 00:00:00.000,126018
10,2020-01-01 00:00:00.000,5712880
10,2020-02-01 00:00:00.000,5918720
10,2020-03-01 00:00:00.000,6188265
10,2020-04-01 00:00:00.000,6213150
10,2020-05-01 00:00:00.000,6298190
10,2020-06-01 00:00:00.000,6986700
10,2020-07-01 00:00:00.000,6138720
10,2020-08-01 00:00:00.000,6174283
10,2020-09-01 00:00:00.000,6193200
10,2020-10-01 00:00:00.000,6251283
10,2020-11-01 00:00:00.000,6131320
10,2020-12-01 00:00:00.000,6251116
11,2016-01-01 00:00:00.000,151140
11,2016-02-01 00:00:00.000,219120
11,2016-03-01 00:00:00.000,177590
11,2016-04-01 00:00:00.000,160580
11,2016-05-01 00:00:00.000,200970
11,2016-06-01 00:00:00.000,233600
11,2016-07-01 00:00:00.000,177870
11,2016-08-01 00:00:00.000,192340
11,2016-09-01 00:00:00.000,145550
11,2016-10-01 00:00:00.000,194220
11,2016-11-01 00:00:00.000,151840
11,2016-12-01 00:00:00.000,151200
11,2017-01-01 00:00:00.000,803528
11,2017-02-01 00:00:00.000,867475
11,2017-03-01 00:00:00.000,801150
11,2017-04-01 00:00:00.000,643640
11,2017-05-01 00:00:00.000,836996
11,2017-06-01 00:00:00.000,644995
11,2017-07-01 00:00:00.000,636397
11,2017-08-01 00:00:00.000,645755
11,2017-09-01 00:00:00.000,808697
11,2017-10-01 00:00:00.000,862440
11,2017-11-01 00:00:00.000,834707
11,2017-12-01 00:00:00.000,854836
11,2018-01-01 00:00:00.000,301520
11,2018-02-01 00:00:00.000,352250
11,2018-03-01 00:00:00.000,323500
11,2018-04-01 00:00:00.000,314000
11,2018-05-01 00:00:00.000,327700
11,2018-06-01 00:00:00.000,422780
11,2018-07-01 00:00:00.000,438580
11,2018-08-01 00:00:00.000,441510
11,2018-09-01 00:00:00.000,446970
11,2018-10-01 00:00:00.000,474960
11,2018-11-01 00:00:00.000,509560
11,2018-12-01 00:00:00.000,572040
11,2019-01-01 00:00:00.000,323832
11,2019-02-01 00:00:00.000,387267
11,2019-03-01 00:00:00.000,410090
11,2019-04-01 00:00:00.000,465300
11,2019-05-01 00:00:00.000,232254
11,2019-06-01 00:00:00.000,278224
11,2019-07-01 00:00:00.000,233808
11,2019-08-01 00:00:00.000,357076
11,2019-09-01 00:00:00.000,374894
11,2019-10-01 00:00:00.000,446966
11,2019-11-01 00:00:00.000,467648
11,2019-12-01 00:00:00.000,470310
11,2020-01-01 00:00:00.000,6030980
11,2020-02-01 00:00:00.000,5586880
11,2020-03-01 00:00:00.000,6166953
11,2020-04-01 00:00:00.000,6243004
11,2020-05-01 00:00:00.000,6250239
11,2020-06-01 00:00:00.000,6340883
11,2020-07-01 00:00:00.000,6310147
11,2020-08-01 00:00:00.000,6256211
11,2020-09-01 00:00:00.000,6291706
11,2020-10-01 00:00:00.000,6258566
11,2020-11-01 00:00:00.000,6121660
11,2020-12-01 00:00:00.000,6228780
12,2016-01-01 00:00:00.000,206500
12,2016-02-01 00:00:00.000,142500
12,2016-03-01 00:00:00.000,216320
12,2016-04-01 00:00:00.000,132840
12,2016-05-01 00:00:00.000,225250
12,2016-06-01 00:00:00.000,266600
12,2016-07-01 00:00:00.000,176860
12,2016-08-01 00:00:00.000,167250
12,2016-09-01 00:00:00.000,264000
12,2016-10-01 00:00:00.000,267190
12,2016-11-01 00:00:00.000,162150
12,2016-12-01 00:00:00.000,221250
12,2017-01-01 00:00:00.000,803550
12,2017-02-01 00:00:00.000,852250
12,2017-03-01 00:00:00.000,892785
12,2017-04-01 00:00:00.000,640220
12,2017-05-01 00:00:00.000,625423
12,2017-06-01 00:00:00.000,691841
12,2017-07-01 00:00:00.000,626854
12,2017-08-01 00:00:00.000,617453
12,2017-09-01 00:00:00.000,885182
