CustomerID,AddressID,AddressType,rowguid,ModifiedDate
29545,11,Shipping,3D88495A-776E-414A-A91E-6D8979A35D86,2007-04-01 00:00:00.000
30028,1087,Main Office,89DC9828-A718-4D85-9254-9EE7442A9242,2006-08-01 00:00:00.000
29605,1060,Main Office,A0DF5593-0A1D-4670-AF3E-FFF343EC50B3,2006-07-01 00:00:00.000
29877,1026,Main Office,961322F7-4900-4419-9267-C58A1F7E7AE5,2007-09-01 00:00:00.000
29544,519,Main Office,B1D3B3FA-E485-4F4C-B781-B4EFB273DEDC,2006-08-01 00:00:00.000
29883,11381,Shipping,C48C839A-4B7F-4927-9704-589178587F6C,2005-09-01 00:00:00.000
29936,852,Main Office,57E10DF3-D294-4266-85FB-8605830DDA3D,2007-08-01 00:00:00.000
29861,11382,Shipping,19FCC0C7-CE20-4648-BD54-FF8A77ADCF3D,2005-08-01 00:00:00.000
29857,666,Main Office,7BD7135D-791D-420D-8738-F9CF72CF3FDD,2006-08-01 00:00:00.000
30048,526,Main Office,5FB30583-2FC0-40A6-9D86-44C9ABD854F4,2006-07-01 00:00:00.000
29511,1046,Main Office,61CB8C51-7C96-4306-8050-56C90504972B,2005-08-01 00:00:00.000
29695,867,Main Office,0E4F9089-87EA-4EFB-B7D4-39D32324556E,2007-09-01 00:00:00.000
29671,465,Main Office,79D1D469-4B2E-4D34-BC80-4192F8460475,2007-07-01 00:00:00.000
29485,1086,Main Office,16765338-DBE4-4421-B5E9-3836B9278E63,2007-09-01 00:00:00.000
29522,1040,Main Office,997006D9-674C-4153-86D0-2EFA7E1FEBF4,2005-08-01 00:00:00.000
30109,826,Main Office,CD073E68-C151-4BDE-B286-CF56484CF98C,2006-07-01 00:00:00.000
29919,1005,Main Office,4A1C9DAF-8F54-45EC-BB7F-D2A61C9362F6,2006-08-01 00:00:00.000
29758,613,Main Office,90B488AC-55AA-4010-A0C7-2A4B41AD206A,2006-09-01 00:00:00.000
29918,460,Main Office,375117B5-406C-48CE-BE16-B702BBE4BB0D,2007-08-01 00:00:00.000
29728,1103,Main Office,5032D0C5-1DE7-4CDA-A996-1AEBAFE04A21,2005-11-01 00:00:00.000
29615,663,Main Office,C456F6E1-9405-4707-A039-D355ACBD0FAC,2007-08-01 00:00:00.000
30034,898,Main Office,5F9216FF-94A5-4F60-A6CF-166255DCA85F,2007-09-01 00:00:00.000
29717,851,Main Office,9143049E-98F6-4D35-AD3E-60621F9AE3B0,2005-08-01 00:00:00.000
29530,495,Main Office,2A12A463-DCA0-480F-83D6-AB58A43E1D24,2006-09-01 00:00:00.000
30069,1006,Main Office,6004980E-7E85-4A58-999E-7298C3837E44,2007-09-01 00:00:00.000
29773,832,Main Office,314F2574-1F75-457F-9BD1-74D1CE53DAA5,2005-08-01 00:00:00.000
30102,669,Main Office,D996364A-0B31-4B67-ADCC-1D0454B5B26D,2006-12-01 00:00:00.000
30072,640,Main Office,C6078B9A-2F95-4029-BE72-511345BE2A9A,2007-09-01 00:00:00.000
29867,860,Main Office,27CE6686-06CE-4B0F-AEA6-35CCC189492D,2006-07-01 00:00:00.000
29614,529,Main Office,5A69E600-61EC-49FC-8CF9-40FCAABBB48C,2005-07-01 00:00:00.000
29559,861,Main Office,30233957-E9B2-4C10-9621-6704AD79D316,2006-09-01 00:00:00.000
29883,1025,Main Office,691F68E5-A080-4199-A039-207C1993BD7D,2005-09-01 00:00:00.000
29618,658,Main Office,8EE07B7F-D561-45A5-9D78-EF7D9223B535,2006-08-01 00:00:00.000
30067,464,Main Office,AF190CAA-EBAB-485D-B695-6D2C51F21CAB,2005-07-01 00:00:00.000
30036,1093,Main Office,CB14B4E6-97C6-453E-BD51-9C0A1D49FF16,2007-08-01 00:00:00.000
29719,905,Main Office,EF32D844-0DBB-40EC-9C1E-F2BD53BDBFC2,2006-11-01 00:00:00.000
30022,1041,Main Office,D905CFC1-25CC-4F55-8BC0-0978A62E012D,2005-11-01 00:00:00.000
29525,1049,Main Office,E1E5AF17-D958-4A88-B537-444F2BE24538,2005-09-01 00:00:00.000
29566,810,Main Office,81390AF7-D4D0-4F4D-AF42-AB21F5713F14,2005-07-01 00:00:00.000
29922,639,Main Office,65998649-05E8-49A5-97D5-53F0445A628F,2007-09-01 00:00:00.000
30051,888,Main Office,A303B277-ECC4-49D1-AA81-C39D5193D035,2007-07-01 00:00:00.000
30117,596,Main Office,5D215B08-8954-48D2-8254-447D2415FC8B,2005-08-01 00:00:00.000
29881,483,Main Office,E84A3989-EE42-4752-A6F0-DED83AFBF901,2007-09-01 00:00:00.000
29580,849,Main Office,2548C6C5-6E73-472A-A5C8-7BC82D223038,2005-07-01 00:00:00.000
29690,1036,Main Office,C2213F36-134B-4872-AEC0-2F5EC24F7BCA,2005-09-01 00:00:00.000
29528,788,Main Office,65C98567-6A79-44F0-BE71-264547362402,2006-09-01 00:00:00.000
29517,794,Main Office,DB4D3044-7BF4-4D65-B48E-3FF927A842F0,2007-08-01 00:00:00.000
29593,585,Main Office,0B887414-135A-43F6-94DC-60A220362C6D,2006-08-01 00:00:00.000
29764,611,Main Office,8C24DD38-FEF1-41B8-BD2B-8B94984F468C,2005-08-01 00:00:00.000
29539,480,Main Office,6F7DDA53-7B9D-4710-AEB9-20EA0EA5098B,2005-08-01 00:00:00.000
29932,637,Main Office,16E0667F-AA85-4155-AB36-1703FC9E07F0,2007-09-01 00:00:00.000
30090,589,Main Office,8898DC46-3B2D-4834-8CA2-2658F2B1F48A,2005-09-01 00:00:00.000
29824,556,Main Office,35BCA4AD-180B-46E9-9578-0C9FC3202E13,2005-07-01 00:00:00.000
29637,559,Main Office,991E29FA-E7C2-487A-BDD8-33CA4A36F61B,2005-09-01 00:00:00.000
29930,566,Main Office,49CE33D2-F079-4EAB-B2AD-4FCA0469C098,2005-11-01 00:00:00.000
29741,660,Main Office,14E7D304-258E-4265-AA7D-BE8E82830FDB,2007-09-01 00:00:00.000
29494,537,Main Office,492D92B6-31AF-47EA-8E00-7C11C7CCC20D,2005-09-01 00:00:00.000
29565,1073,Main Office,ABBED10E-0CD0-4808-9465-D8DE63BB0B8D,2005-07-01 00:00:00.000
29677,461,Main Office,1B90B381-1C88-4B48-9C8C-E13810F1E20D,2006-08-01 00:00:00.000
30040,1095,Main Office,C218B088-B5E0-4812-9EE5-46CC9C2DC864,2007-02-01 00:00:00.000
29902,602,Main Office,9E61ECC8-7365-45A0-A1EA-3A0464EE97BD,2006-09-01 00:00:00.000
29515,504,Main Office,A5F1A232-3CCE-4149-9892-DE9895BC0F07,2005-08-01 00:00:00.000
30105,902,Main Office,535EBA9B-7944-444E-82D3-2DA2C930340D,2006-09-01 00:00:00.000
30031,896,Main Office,EA56BA8D-5F32-426F-8880-58FA472D6993,2007-09-01 00:00:00.000
29949,1008,Main Office,E91D6996-49DA-4DAE-BCFA-4B02B37CFF56,2006-08-01 00:00:00.000
29490,887,Main Office,F12E1702-D897-4035-B614-0FE2C72168A9,2006-09-01 00:00:00.000
