SalesOrderNumber,OrderDate,ProductKey,variable,value
SO51845,2019-08-27 00:00:00.000,490,ResellerKey,312.0
SO69389,2020-05-01 00:00:00.000,483,ResellerKey,65.0
SO59019,2019-12-19 00:00:00.000,483,ResellerKey,20.0
SO44772,2017-12-21 00:00:00.000,334,ResellerKey,579.0
SO61229,2020-01-20 00:00:00.000,474,ResellerKey,196.0
SO50249,2019-05-15 00:00:00.000,242,ResellerKey,529.0
SO49884,2019-04-26 00:00:00.000,381,ResellerKey,166.0
SO58910,2019-12-01 00:00:00.000,400,ResellerKey,272.0
SO53509,2019-09-11 00:00:00.000,472,ResellerKey,156.0
SO58924,2019-12-03 00:00:00.000,562,ResellerKey,297.0
SO58925,2019-12-03 00:00:00.000,559,ResellerKey,282.0
SO49484,2019-03-12 00:00:00.000,421,ResellerKey,118.0
SO57069,2019-11-09 00:00:00.000,580,ResellerKey,68.0
SO46643,2018-07-16 00:00:00.000,233,ResellerKey,290.0
SO44788,2017-12-27 00:00:00.000,307,ResellerKey,169.0
SO51845,2019-08-27 00:00:00.000,477,ResellerKey,312.0
SO50290,2019-05-23 00:00:00.000,325,ResellerKey,666.0
SO51099,2019-07-06 00:00:00.000,603,ResellerKey,95.0
SO57186,2019-11-29 00:00:00.000,517,ResellerKey,546.0
SO57137,2019-11-20 00:00:00.000,525,ResellerKey,309.0
SO44501,2017-11-06 00:00:00.000,317,ResellerKey,1.0
SO46643,2018-07-16 00:00:00.000,343,ResellerKey,290.0
SO51101,2019-07-08 00:00:00.000,287,ResellerKey,618.0
SO65315,2020-03-29 00:00:00.000,357,ResellerKey,21.0
SO46671,2018-07-27 00:00:00.000,265,ResellerKey,523.0
SO57113,2019-11-17 00:00:00.000,408,ResellerKey,22.0
SO44525,2017-11-14 00:00:00.000,262,ResellerKey,569.0
SO47366,2018-09-05 00:00:00.000,415,ResellerKey,155.0
SO50745,2019-06-26 00:00:00.000,297,ResellerKey,61.0
SO50282,2019-05-22 00:00:00.000,354,ResellerKey,345.0
SO49066,2019-02-06 00:00:00.000,368,ResellerKey,426.0
SO50746,2019-06-26 00:00:00.000,327,ResellerKey,5.0
SO69406,2020-05-04 00:00:00.000,560,ResellerKey,361.0
SO51711,2019-08-05 00:00:00.000,588,ResellerKey,236.0
SO65252,2020-03-19 00:00:00.000,572,ResellerKey,672.0
SO59014,2019-12-19 00:00:00.000,606,ResellerKey,5.0
SO67325,2020-04-24 00:00:00.000,234,ResellerKey,221.0
SO67339,2020-04-28 00:00:00.000,547,ResellerKey,139.0
SO51124,2019-07-15 00:00:00.000,353,ResellerKey,245.0
SO48359,2018-12-22 00:00:00.000,383,ResellerKey,90.0
SO44114,2017-09-23 00:00:00.000,332,ResellerKey,575.0
SO51131,2019-07-17 00:00:00.000,488,ResellerKey,599.0
SO69437,2020-05-09 00:00:00.000,515,ResellerKey,175.0
SO47065,2018-08-29 00:00:00.000,448,ResellerKey,546.0
SO46671,2018-07-27 00:00:00.000,459,ResellerKey,523.0
SO51753,2019-08-13 00:00:00.000,481,ResellerKey,68.0
SO47666,2018-10-03 00:00:00.000,458,ResellerKey,146.0
SO44297,2017-10-13 00:00:00.000,232,ResellerKey,17.0
SO47411,2018-09-16 00:00:00.000,367,ResellerKey,10.0
SO49162,2019-02-28 00:00:00.000,331,ResellerKey,214.0
SO46629,2018-07-10 00:00:00.000,371,ResellerKey,670.0
SO57122,2019-11-18 00:00:00.000,225,ResellerKey,84.0
SO51139,2019-07-18 00:00:00.000,560,ResellerKey,275.0
SO65221,2020-03-12 00:00:00.000,234,ResellerKey,327.0
SO53474,2019-09-05 00:00:00.000,521,ResellerKey,297.0
SO63209,2020-02-17 00:00:00.000,603,ResellerKey,632.0
SO57029,2019-11-04 00:00:00.000,484,ResellerKey,259.0
SO51081,2019-07-01 00:00:00.000,600,ResellerKey,676.0
SO51729,2019-08-07 00:00:00.000,482,EmployeeKey,292.0
SO69532,2020-05-27 00:00:00.000,515,EmployeeKey,282.0
SO55259,2019-10-08 00:00:00.000,561,EmployeeKey,283.0
SO51751,2019-08-13 00:00:00.000,225,EmployeeKey,295.0
SO69521,2020-05-23 00:00:00.000,497,EmployeeKey,289.0
SO63164,2020-02-09 00:00:00.000,576,EmployeeKey,296.0
SO69479,2020-05-15 00:00:00.000,488,EmployeeKey,284.0
SO61210,2020-01-14 00:00:00.000,484,EmployeeKey,282.0
SO63279,2020-02-26 00:00:00.000,583,EmployeeKey,283.0
SO46101,2018-05-30 00:00:00.000,264,EmployeeKey,282.0
SO51818,2019-08-22 00:00:00.000,597,EmployeeKey,291.0
SO58932,2019-12-04 00:00:00.000,471,EmployeeKey,284.0
SO46626,2018-07-09 00:00:00.000,221,EmployeeKey,292.0
SO43912,2017-08-29 00:00:00.000,324,EmployeeKey,282.0
SO48359,2018-12-22 00:00:00.000,464,EmployeeKey,272.0
SO65247,2020-03-19 00:00:00.000,576,EmployeeKey,296.0
SO59073,2019-12-31 00:00:00.000,547,EmployeeKey,285.0
SO53524,2019-09-14 00:00:00.000,576,EmployeeKey,285.0
SO53527,2019-09-14 00:00:00.000,359,EmployeeKey,291.0
SO53488,2019-09-08 00:00:00.000,473,EmployeeKey,284.0
SO48034,2018-11-16 00:00:00.000,422,EmployeeKey,281.0
SO46344,2018-06-10 00:00:00.000,314,EmployeeKey,283.0
SO51751,2019-08-13 00:00:00.000,552,EmployeeKey,295.0
SO65268,2020-03-22 00:00:00.000,560,EmployeeKey,293.0
SO69450,2020-05-11 00:00:00.000,584,EmployeeKey,283.0
SO44549,2017-11-22 00:00:00.000,347,EmployeeKey,285.0
SO51164,2019-07-29 00:00:00.000,544,EmployeeKey,293.0
SO48347,2018-12-19 00:00:00.000,354,EmployeeKey,286.0
SO51126,2019-07-15 00:00:00.000,572,EmployeeKey,282.0
SO63170,2020-02-10 00:00:00.000,592,EmployeeKey,288.0
SO49893,2019-04-30 00:00:00.000,373,EmployeeKey,282.0
SO49844,2019-04-11 00:00:00.000,466,EmployeeKey,289.0
SO47001,2018-08-18 00:00:00.000,257,EmployeeKey,281.0
SO48056,2018-11-20 00:00:00.000,439,EmployeeKey,287.0
SO53460,2019-09-02 00:00:00.000,408,EmployeeKey,282.0
SO47395,2018-09-13 00:00:00.000,263,EmployeeKey,281.0
SO44514,2017-11-09 00:00:00.000,300,EmployeeKey,282.0
SO61175,2020-01-01 00:00:00.000,570,EmployeeKey,288.0
SO57035,2019-11-05 00:00:00.000,482,EmployeeKey,287.0
SO46992,2018-08-16 00:00:00.000,321,EmployeeKey,282.0
SO55253,2019-10-06 00:00:00.000,597,EmployeeKey,285.0
SO65310,2020-03-28 00:00:00.000,583,EmployeeKey,281.0
SO51845,2019-08-27 00:00:00.000,490,EmployeeKey,282.0
SO69389,2020-05-01 00:00:00.000,483,EmployeeKey,291.0
SO59019,2019-12-19 00:00:00.000,483,EmployeeKey,289.0
SO44772,2017-12-21 00:00:00.000,334,EmployeeKey,283.0
SO61229,2020-01-20 00:00:00.000,474,EmployeeKey,288.0
SO50249,2019-05-15 00:00:00.000,242,EmployeeKey,282.0
SO49884,2019-04-26 00:00:00.000,381,EmployeeKey,281.0
SO58910,2019-12-01 00:00:00.000,400,EmployeeKey,289.0
SO53509,2019-09-11 00:00:00.000,472,EmployeeKey,284.0
SO58924,2019-12-03 00:00:00.000,562,EmployeeKey,285.0
SO58925,2019-12-03 00:00:00.000,559,EmployeeKey,284.0
SO49484,2019-03-12 00:00:00.000,421,EmployeeKey,291.0
SO57069,2019-11-09 00:00:00.000,580,EmployeeKey,295.0
SO46643,2018-07-16 00:00:00.000,233,EmployeeKey,289.0
SO44788,2017-12-27 00:00:00.000,307,EmployeeKey,282.0
SO51845,2019-08-27 00:00:00.000,477,EmployeeKey,282.0
SO50290,2019-05-23 00:00:00.000,325,EmployeeKey,283.0
SO51099,2019-07-06 00:00:00.000,603,EmployeeKey,287.0
SO57186,2019-11-29 00:00:00.000,517,EmployeeKey,282.0
SO57137,2019-11-20 00:00:00.000,525,EmployeeKey,281.0
SO44501,2017-11-06 00:00:00.000,317,EmployeeKey,286.0
SO46643,2018-07-16 00:00:00.000,343,EmployeeKey,289.0
SO51101,2019-07-08 00:00:00.000,287,EmployeeKey,283.0
SO65315,2020-03-29 00:00:00.000,357,EmployeeKey,281.0
SO46671,2018-07-27 00:00:00.000,265,EmployeeKey,282.0
SO57113,2019-11-17 00:00:00.000,408,EmployeeKey,281.0
SO44525,2017-11-14 00:00:00.000,262,EmployeeKey,288.0
SO47366,2018-09-05 00:00:00.000,415,EmployeeKey,291.0
SO50745,2019-06-26 00:00:00.000,297,EmployeeKey,282.0
SO50282,2019-05-22 00:00:00.000,354,EmployeeKey,281.0
SO49066,2019-02-06 00:00:00.000,368,EmployeeKey,284.0
SO50746,2019-06-26 00:00:00.000,327,EmployeeKey,287.0
SO69406,2020-05-04 00:00:00.000,560,EmployeeKey,293.0
SO51711,2019-08-05 00:00:00.000,588,EmployeeKey,289.0
SO65252,2020-03-19 00:00:00.000,572,EmployeeKey,287.0
SO59014,2019-12-19 00:00:00.000,606,EmployeeKey,287.0
SO67325,2020-04-24 00:00:00.000,234,EmployeeKey,287.0
SO67339,2020-04-28 00:00:00.000,547,EmployeeKey,292.0
SO51124,2019-07-15 00:00:00.000,353,EmployeeKey,291.0
SO48359,2018-12-22 00:00:00.000,383,EmployeeKey,272.0
SO44114,2017-09-23 00:00:00.000,332,EmployeeKey,281.0
SO51131,2019-07-17 00:00:00.000,488,EmployeeKey,287.0
SO69437,2020-05-09 00:00:00.000,515,EmployeeKey,292.0
SO47065,2018-08-29 00:00:00.000,448,EmployeeKey,282.0
SO46671,2018-07-27 00:00:00.000,459,EmployeeKey,282.0
SO51753,2019-08-13 00:00:00.000,481,EmployeeKey,295.0
SO47666,2018-10-03 00:00:00.000,458,EmployeeKey,289.0
SO44297,2017-10-13 00:00:00.000,232,EmployeeKey,281.0
SO47411,2018-09-16 00:00:00.000,367,EmployeeKey,291.0
SO49162,2019-02-28 00:00:00.000,331,EmployeeKey,288.0
SO46629,2018-07-10 00:00:00.000,371,EmployeeKey,283.0
SO57122,2019-11-18 00:00:00.000,225,EmployeeKey,284.0
SO51139,2019-07-18 00:00:00.000,560,EmployeeKey,287.0
SO65221,2020-03-12 00:00:00.000,234,EmployeeKey,281.0
SO53474,2019-09-05 00:00:00.000,521,EmployeeKey,285.0
SO63209,2020-02-17 00:00:00.000,603,EmployeeKey,292.0
SO57029,2019-11-04 00:00:00.000,484,EmployeeKey,282.0
SO51081,2019-07-01 00:00:00.000,600,EmployeeKey,285.0
SO51729,2019-08-07 00:00:00.000,482,SalesTerritoryKey,7.0
SO69532,2020-05-27 00:00:00.000,515,SalesTerritoryKey,4.0
SO55259,2019-10-08 00:00:00.000,561,SalesTerritoryKey,2.0
SO51751,2019-08-13 00:00:00.000,225,SalesTerritoryKey,8.0
SO69521,2020-05-23 00:00:00.000,497,SalesTerritoryKey,1.0
SO63164,2020-02-09 00:00:00.000,576,SalesTerritoryKey,9.0
SO69479,2020-05-15 00:00:00.000,488,SalesTerritoryKey,6.0
SO61210,2020-01-14 00:00:00.000,484,SalesTerritoryKey,3.0
SO63279,2020-02-26 00:00:00.000,583,SalesTerritoryKey,2.0
SO46101,2018-05-30 00:00:00.000,264,SalesTerritoryKey,4.0
SO51818,2019-08-22 00:00:00.000,597,SalesTerritoryKey,6.0
SO58932,2019-12-04 00:00:00.000,471,SalesTerritoryKey,6.0
SO46626,2018-07-09 00:00:00.000,221,SalesTerritoryKey,7.0
SO43912,2017-08-29 00:00:00.000,324,SalesTerritoryKey,4.0
SO48359,2018-12-22 00:00:00.000,464,SalesTerritoryKey,5.0
SO65247,2020-03-19 00:00:00.000,576,SalesTerritoryKey,9.0
SO59073,2019-12-31 00:00:00.000,547,SalesTerritoryKey,5.0
SO53524,2019-09-14 00:00:00.000,576,SalesTerritoryKey,5.0
SO53527,2019-09-14 00:00:00.000,359,SalesTerritoryKey,6.0
SO53488,2019-09-08 00:00:00.000,473,SalesTerritoryKey,6.0
SO48034,2018-11-16 00:00:00.000,422,SalesTerritoryKey,2.0
SO46344,2018-06-10 00:00:00.000,314,SalesTerritoryKey,3.0
SO51751,2019-08-13 00:00:00.000,552,SalesTerritoryKey,8.0
SO65268,2020-03-22 00:00:00.000,560,SalesTerritoryKey,1.0
SO69450,2020-05-11 00:00:00.000,584,SalesTerritoryKey,2.0
SO44549,2017-11-22 00:00:00.000,347,SalesTerritoryKey,5.0
SO51164,2019-07-29 00:00:00.000,544,SalesTerritoryKey,1.0
SO48347,2018-12-19 00:00:00.000,354,SalesTerritoryKey,1.0
SO51126,2019-07-15 00:00:00.000,572,SalesTerritoryKey,4.0
SO63170,2020-02-10 00:00:00.000,592,SalesTerritoryKey,10.0
SO49893,2019-04-30 00:00:00.000,373,SalesTerritoryKey,3.0
SO49844,2019-04-11 00:00:00.000,466,SalesTerritoryKey,1.0
SO47001,2018-08-18 00:00:00.000,257,SalesTerritoryKey,2.0
SO48056,2018-11-20 00:00:00.000,439,SalesTerritoryKey,4.0
SO53460,2019-09-02 00:00:00.000,408,SalesTerritoryKey,4.0
SO47395,2018-09-13 00:00:00.000,263,SalesTerritoryKey,2.0
SO44514,2017-11-09 00:00:00.000,300,SalesTerritoryKey,1.0
SO61175,2020-01-01 00:00:00.000,570,SalesTerritoryKey,10.0
SO57035,2019-11-05 00:00:00.000,482,SalesTerritoryKey,4.0
SO46992,2018-08-16 00:00:00.000,321,SalesTerritoryKey,4.0
SO55253,2019-10-06 00:00:00.000,597,SalesTerritoryKey,5.0
SO65310,2020-03-28 00:00:00.000,583,SalesTerritoryKey,4.0
SO51845,2019-08-27 00:00:00.000,490,SalesTerritoryKey,4.0
SO69389,2020-05-01 00:00:00.000,483,SalesTerritoryKey,6.0
SO59019,2019-12-19 00:00:00.000,483,SalesTerritoryKey,1.0
SO44772,2017-12-21 00:00:00.000,334,SalesTerritoryKey,3.0
SO61229,2020-01-20 00:00:00.000,474,SalesTerritoryKey,10.0
SO50249,2019-05-15 00:00:00.000,242,SalesTerritoryKey,4.0
SO49884,2019-04-26 00:00:00.000,381,SalesTerritoryKey,4.0
SO58910,2019-12-01 00:00:00.000,400,SalesTerritoryKey,1.0
SO53509,2019-09-11 00:00:00.000,472,SalesTerritoryKey,6.0
SO58924,2019-12-03 00:00:00.000,562,SalesTerritoryKey,5.0
SO58925,2019-12-03 00:00:00.000,559,SalesTerritoryKey,6.0
SO49484,2019-03-12 00:00:00.000,421,SalesTerritoryKey,6.0
SO57069,2019-11-09 00:00:00.000,580,SalesTerritoryKey,8.0
SO46643,2018-07-16 00:00:00.000,233,SalesTerritoryKey,1.0
SO44788,2017-12-27 00:00:00.000,307,SalesTerritoryKey,1.0
SO51845,2019-08-27 00:00:00.000,477,SalesTerritoryKey,4.0
SO50290,2019-05-23 00:00:00.000,325,SalesTerritoryKey,2.0
SO51099,2019-07-06 00:00:00.000,603,SalesTerritoryKey,4.0
SO57186,2019-11-29 00:00:00.000,517,SalesTerritoryKey,3.0
SO57137,2019-11-20 00:00:00.000,525,SalesTerritoryKey,4.0
SO44501,2017-11-06 00:00:00.000,317,SalesTerritoryKey,1.0
SO46643,2018-07-16 00:00:00.000,343,SalesTerritoryKey,1.0
SO51101,2019-07-08 00:00:00.000,287,SalesTerritoryKey,2.0
SO65315,2020-03-29 00:00:00.000,357,SalesTerritoryKey,4.0
SO46671,2018-07-27 00:00:00.000,265,SalesTerritoryKey,3.0
SO57113,2019-11-17 00:00:00.000,408,SalesTerritoryKey,3.0
SO44525,2017-11-14 00:00:00.000,262,SalesTerritoryKey,6.0
SO47366,2018-09-05 00:00:00.000,415,SalesTerritoryKey,6.0
SO50745,2019-06-26 00:00:00.000,297,SalesTerritoryKey,4.0
SO50282,2019-05-22 00:00:00.000,354,SalesTerritoryKey,4.0
SO49066,2019-02-06 00:00:00.000,368,SalesTerritoryKey,6.0
SO50746,2019-06-26 00:00:00.000,327,SalesTerritoryKey,4.0
SO69406,2020-05-04 00:00:00.000,560,SalesTerritoryKey,1.0
SO51711,2019-08-05 00:00:00.000,588,SalesTerritoryKey,1.0
SO65252,2020-03-19 00:00:00.000,572,SalesTerritoryKey,1.0
SO59014,2019-12-19 00:00:00.000,606,SalesTerritoryKey,4.0
SO67325,2020-04-24 00:00:00.000,234,SalesTerritoryKey,4.0
SO67339,2020-04-28 00:00:00.000,547,SalesTerritoryKey,7.0
SO51124,2019-07-15 00:00:00.000,353,SalesTerritoryKey,6.0
SO48359,2018-12-22 00:00:00.000,383,SalesTerritoryKey,5.0
SO44114,2017-09-23 00:00:00.000,332,SalesTerritoryKey,2.0
SO51131,2019-07-17 00:00:00.000,488,SalesTerritoryKey,4.0
SO69437,2020-05-09 00:00:00.000,515,SalesTerritoryKey,7.0
SO47065,2018-08-29 00:00:00.000,448,SalesTerritoryKey,3.0
SO46671,2018-07-27 00:00:00.000,459,SalesTerritoryKey,3.0
SO51753,2019-08-13 00:00:00.000,481,SalesTerritoryKey,8.0
SO47666,2018-10-03 00:00:00.000,458,SalesTerritoryKey,1.0
SO44297,2017-10-13 00:00:00.000,232,SalesTerritoryKey,5.0
SO47411,2018-09-16 00:00:00.000,367,SalesTerritoryKey,6.0
SO49162,2019-02-28 00:00:00.000,331,SalesTerritoryKey,10.0
SO46629,2018-07-10 00:00:00.000,371,SalesTerritoryKey,3.0
SO57122,2019-11-18 00:00:00.000,225,SalesTerritoryKey,6.0
SO51139,2019-07-18 00:00:00.000,560,SalesTerritoryKey,4.0
SO65221,2020-03-12 00:00:00.000,234,SalesTerritoryKey,3.0
SO53474,2019-09-05 00:00:00.000,521,SalesTerritoryKey,5.0
SO63209,2020-02-17 00:00:00.000,603,SalesTerritoryKey,7.0
SO57029,2019-11-04 00:00:00.000,484,SalesTerritoryKey,4.0
SO51081,2019-07-01 00:00:00.000,600,SalesTerritoryKey,5.0
SO51729,2019-08-07 00:00:00.000,482,Quantity,7.0
SO69532,2020-05-27 00:00:00.000,515,Quantity,1.0
SO55259,2019-10-08 00:00:00.000,561,Quantity,1.0
SO51751,2019-08-13 00:00:00.000,225,Quantity,19.0
SO69521,2020-05-23 00:00:00.000,497,Quantity,1.0
SO63164,2020-02-09 00:00:00.000,576,Quantity,1.0
SO69479,2020-05-15 00:00:00.000,488,Quantity,4.0
SO61210,2020-01-14 00:00:00.000,484,Quantity,3.0
SO63279,2020-02-26 00:00:00.000,583,Quantity,2.0
SO46101,2018-05-30 00:00:00.000,264,Quantity,1.0
SO51818,2019-08-22 00:00:00.000,597,Quantity,1.0
SO58932,2019-12-04 00:00:00.000,471,Quantity,12.0
SO46626,2018-07-09 00:00:00.000,221,Quantity,3.0
SO43912,2017-08-29 00:00:00.000,324,Quantity,5.0
SO48359,2018-12-22 00:00:00.000,464,Quantity,4.0
SO65247,2020-03-19 00:00:00.000,576,Quantity,4.0
SO59073,2019-12-31 00:00:00.000,547,Quantity,1.0
SO53524,2019-09-14 00:00:00.000,576,Quantity,4.0
SO53527,2019-09-14 00:00:00.000,359,Quantity,7.0
SO53488,2019-09-08 00:00:00.000,473,Quantity,1.0
SO48034,2018-11-16 00:00:00.000,422,Quantity,6.0
SO46344,2018-06-10 00:00:00.000,314,Quantity,2.0
SO51751,2019-08-13 00:00:00.000,552,Quantity,10.0
SO65268,2020-03-22 00:00:00.000,560,Quantity,2.0
SO69450,2020-05-11 00:00:00.000,584,Quantity,3.0
SO44549,2017-11-22 00:00:00.000,347,Quantity,3.0
SO51164,2019-07-29 00:00:00.000,544,Quantity,1.0
SO48347,2018-12-19 00:00:00.000,354,Quantity,3.0
SO51126,2019-07-15 00:00:00.000,572,Quantity,14.0
SO63170,2020-02-10 00:00:00.000,592,Quantity,2.0
SO49893,2019-04-30 00:00:00.000,373,Quantity,1.0
SO49844,2019-04-11 00:00:00.000,466,Quantity,2.0
SO47001,2018-08-18 00:00:00.000,257,Quantity,5.0
SO48056,2018-11-20 00:00:00.000,439,Quantity,6.0
SO53460,2019-09-02 00:00:00.000,408,Quantity,1.0
SO47395,2018-09-13 00:00:00.000,263,Quantity,12.0
SO44514,2017-11-09 00:00:00.000,300,Quantity,1.0
SO61175,2020-01-01 00:00:00.000,570,Quantity,1.0
SO57035,2019-11-05 00:00:00.000,482,Quantity,7.0
SO46992,2018-08-16 00:00:00.000,321,Quantity,3.0
SO55253,2019-10-06 00:00:00.000,597,Quantity,2.0
SO65310,2020-03-28 00:00:00.000,583,Quantity,2.0
SO51845,2019-08-27 00:00:00.000,490,Quantity,6.0
SO69389,2020-05-01 00:00:00.000,483,Quantity,1.0
SO59019,2019-12-19 00:00:00.000,483,Quantity,4.0
SO44772,2017-12-21 00:00:00.000,334,Quantity,2.0
SO61229,2020-01-20 00:00:00.000,474,Quantity,5.0
SO50249,2019-05-15 00:00:00.000,242,Quantity,2.0
SO49884,2019-04-26 00:00:00.000,381,Quantity,4.0
SO58910,2019-12-01 00:00:00.000,400,Quantity,3.0
SO53509,2019-09-11 00:00:00.000,472,Quantity,2.0
SO58924,2019-12-03 00:00:00.000,562,Quantity,1.0
SO58925,2019-12-03 00:00:00.000,559,Quantity,1.0
SO49484,2019-03-12 00:00:00.000,421,Quantity,1.0
SO57069,2019-11-09 00:00:00.000,580,Quantity,3.0
SO46643,2018-07-16 00:00:00.000,233,Quantity,3.0
SO44788,2017-12-27 00:00:00.000,307,Quantity,3.0
SO51845,2019-08-27 00:00:00.000,477,Quantity,7.0
SO50290,2019-05-23 00:00:00.000,325,Quantity,4.0
SO51099,2019-07-06 00:00:00.000,603,Quantity,2.0
SO57186,2019-11-29 00:00:00.000,517,Quantity,7.0
SO57137,2019-11-20 00:00:00.000,525,Quantity,3.0
SO44501,2017-11-06 00:00:00.000,317,Quantity,2.0
SO46643,2018-07-16 00:00:00.000,343,Quantity,8.0
SO51101,2019-07-08 00:00:00.000,287,Quantity,2.0
SO65315,2020-03-29 00:00:00.000,357,Quantity,4.0
SO46671,2018-07-27 00:00:00.000,265,Quantity,1.0
SO57113,2019-11-17 00:00:00.000,408,Quantity,2.0
SO44525,2017-11-14 00:00:00.000,262,Quantity,1.0
SO47366,2018-09-05 00:00:00.000,415,Quantity,4.0
SO50745,2019-06-26 00:00:00.000,297,Quantity,2.0
SO50282,2019-05-22 00:00:00.000,354,Quantity,3.0
SO49066,2019-02-06 00:00:00.000,368,Quantity,4.0
SO50746,2019-06-26 00:00:00.000,327,Quantity,4.0
SO69406,2020-05-04 00:00:00.000,560,Quantity,1.0
SO51711,2019-08-05 00:00:00.000,588,Quantity,1.0
SO65252,2020-03-19 00:00:00.000,572,Quantity,6.0
SO59014,2019-12-19 00:00:00.000,606,Quantity,5.0
SO67325,2020-04-24 00:00:00.000,234,Quantity,14.0
SO67339,2020-04-28 00:00:00.000,547,Quantity,3.0
SO51124,2019-07-15 00:00:00.000,353,Quantity,14.0
SO48359,2018-12-22 00:00:00.000,383,Quantity,5.0
SO44114,2017-09-23 00:00:00.000,332,Quantity,2.0
SO51131,2019-07-17 00:00:00.000,488,Quantity,12.0
SO69437,2020-05-09 00:00:00.000,515,Quantity,4.0
SO47065,2018-08-29 00:00:00.000,448,Quantity,4.0
SO46671,2018-07-27 00:00:00.000,459,Quantity,6.0
SO51753,2019-08-13 00:00:00.000,481,Quantity,4.0
SO47666,2018-10-03 00:00:00.000,458,Quantity,1.0
SO44297,2017-10-13 00:00:00.000,232,Quantity,1.0
SO47411,2018-09-16 00:00:00.000,367,Quantity,3.0
SO49162,2019-02-28 00:00:00.000,331,Quantity,2.0
SO46629,2018-07-10 00:00:00.000,371,Quantity,7.0
SO57122,2019-11-18 00:00:00.000,225,Quantity,16.0
SO51139,2019-07-18 00:00:00.000,560,Quantity,2.0
SO65221,2020-03-12 00:00:00.000,234,Quantity,2.0
SO53474,2019-09-05 00:00:00.000,521,Quantity,2.0
SO63209,2020-02-17 00:00:00.000,603,Quantity,1.0
SO57029,2019-11-04 00:00:00.000,484,Quantity,4.0
SO51081,2019-07-01 00:00:00.000,600,Quantity,1.0
SO51729,2019-08-07 00:00:00.000,482,Unit Price,5.39
SO69532,2020-05-27 00:00:00.000,515,Unit Price,16.27
SO55259,2019-10-08 00:00:00.000,561,Unit Price,1430.44
SO51751,2019-08-13 00:00:00.000,225,Unit Price,4.94
SO69521,2020-05-23 00:00:00.000,497,Unit Price,602.35
SO63164,2020-02-09 00:00:00.000,576,Unit Price,1430.44
SO69479,2020-05-15 00:00:00.000,488,Unit Price,32.39
SO61210,2020-01-14 00:00:00.000,484,Unit Price,4.77
SO63279,2020-02-26 00:00:00.000,583,Unit Price,1020.59
SO46101,2018-05-30 00:00:00.000,264,Unit Price,183.94
SO51818,2019-08-22 00:00:00.000,597,Unit Price,323.99
SO58932,2019-12-04 00:00:00.000,471,Unit Price,36.83
SO46626,2018-07-09 00:00:00.000,221,Unit Price,16.82
