SKDate,Year_,Quarter_,Month_,Day_,create_date,update_date
3853,2013,3,7,2013-07-19 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3854,2013,3,7,2013-07-20 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3855,2013,3,7,2013-07-21 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3856,2013,3,7,2013-07-22 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3857,2013,3,7,2013-07-23 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3858,2013,3,7,2013-07-24 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3859,2013,3,7,2013-07-25 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3860,2013,3,7,2013-07-26 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3861,2013,3,7,2013-07-27 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3862,2013,3,7,2013-07-28 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3863,2013,3,7,2013-07-29 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3864,2013,3,7,2013-07-30 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3865,2013,3,7,2013-07-31 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4200,2014,3,7,2014-07-01 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4201,2014,3,7,2014-07-02 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4202,2014,3,7,2014-07-03 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4203,2014,3,7,2014-07-04 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4204,2014,3,7,2014-07-05 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4205,2014,3,7,2014-07-06 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4206,2014,3,7,2014-07-07 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4207,2014,3,7,2014-07-08 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4208,2014,3,7,2014-07-09 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4209,2014,3,7,2014-07-10 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4210,2014,3,7,2014-07-11 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4211,2014,3,7,2014-07-12 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4212,2014,3,7,2014-07-13 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4213,2014,3,7,2014-07-14 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4214,2014,3,7,2014-07-15 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4215,2014,3,7,2014-07-16 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4216,2014,3,7,2014-07-17 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4217,2014,3,7,2014-07-18 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4218,2014,3,7,2014-07-19 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4219,2014,3,7,2014-07-20 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4220,2014,3,7,2014-07-21 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4221,2014,3,7,2014-07-22 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4222,2014,3,7,2014-07-23 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4223,2014,3,7,2014-07-24 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4224,2014,3,7,2014-07-25 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4225,2014,3,7,2014-07-26 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4226,2014,3,7,2014-07-27 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4227,2014,3,7,2014-07-28 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4228,2014,3,7,2014-07-29 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4229,2014,3,7,2014-07-30 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4230,2014,3,7,2014-07-31 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3135,2011,3,8,2011-08-01 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3136,2011,3,8,2011-08-02 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3137,2011,3,8,2011-08-03 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3138,2011,3,8,2011-08-04 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3139,2011,3,8,2011-08-05 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3140,2011,3,8,2011-08-06 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3141,2011,3,8,2011-08-07 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3142,2011,3,8,2011-08-08 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3143,2011,3,8,2011-08-09 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3144,2011,3,8,2011-08-10 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3145,2011,3,8,2011-08-11 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3146,2011,3,8,2011-08-12 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3147,2011,3,8,2011-08-13 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3148,2011,3,8,2011-08-14 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3149,2011,3,8,2011-08-15 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3150,2011,3,8,2011-08-16 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3151,2011,3,8,2011-08-17 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3152,2011,3,8,2011-08-18 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3153,2011,3,8,2011-08-19 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3154,2011,3,8,2011-08-20 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3155,2011,3,8,2011-08-21 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3156,2011,3,8,2011-08-22 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3157,2011,3,8,2011-08-23 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3158,2011,3,8,2011-08-24 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3159,2011,3,8,2011-08-25 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3160,2011,3,8,2011-08-26 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3161,2011,3,8,2011-08-27 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3162,2011,3,8,2011-08-28 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3163,2011,3,8,2011-08-29 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3164,2011,3,8,2011-08-30 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3165,2011,3,8,2011-08-31 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3501,2012,3,8,2012-08-01 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3502,2012,3,8,2012-08-02 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3503,2012,3,8,2012-08-03 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3504,2012,3,8,2012-08-04 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3505,2012,3,8,2012-08-05 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3506,2012,3,8,2012-08-06 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3507,2012,3,8,2012-08-07 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3508,2012,3,8,2012-08-08 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3509,2012,3,8,2012-08-09 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3510,2012,3,8,2012-08-10 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3511,2012,3,8,2012-08-11 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3512,2012,3,8,2012-08-12 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3513,2012,3,8,2012-08-13 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3514,2012,3,8,2012-08-14 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3515,2012,3,8,2012-08-15 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3516,2012,3,8,2012-08-16 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3517,2012,3,8,2012-08-17 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3518,2012,3,8,2012-08-18 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3519,2012,3,8,2012-08-19 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3520,2012,3,8,2012-08-20 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3521,2012,3,8,2012-08-21 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3522,2012,3,8,2012-08-22 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3523,2012,3,8,2012-08-23 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3524,2012,3,8,2012-08-24 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3525,2012,3,8,2012-08-25 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3526,2012,3,8,2012-08-26 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3527,2012,3,8,2012-08-27 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3528,2012,3,8,2012-08-28 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3529,2012,3,8,2012-08-29 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3530,2012,3,8,2012-08-30 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3531,2012,3,8,2012-08-31 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3866,2013,3,8,2013-08-01 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3867,2013,3,8,2013-08-02 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3868,2013,3,8,2013-08-03 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3869,2013,3,8,2013-08-04 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3870,2013,3,8,2013-08-05 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3871,2013,3,8,2013-08-06 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3872,2013,3,8,2013-08-07 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3873,2013,3,8,2013-08-08 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3874,2013,3,8,2013-08-09 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3875,2013,3,8,2013-08-10 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3876,2013,3,8,2013-08-11 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3877,2013,3,8,2013-08-12 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3878,2013,3,8,2013-08-13 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3879,2013,3,8,2013-08-14 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3880,2013,3,8,2013-08-15 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3881,2013,3,8,2013-08-16 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3882,2013,3,8,2013-08-17 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3883,2013,3,8,2013-08-18 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3884,2013,3,8,2013-08-19 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3885,2013,3,8,2013-08-20 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3886,2013,3,8,2013-08-21 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3887,2013,3,8,2013-08-22 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3888,2013,3,8,2013-08-23 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3889,2013,3,8,2013-08-24 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3890,2013,3,8,2013-08-25 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3891,2013,3,8,2013-08-26 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3892,2013,3,8,2013-08-27 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3893,2013,3,8,2013-08-28 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3894,2013,3,8,2013-08-29 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3895,2013,3,8,2013-08-30 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3896,2013,3,8,2013-08-31 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4231,2014,3,8,2014-08-01 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4232,2014,3,8,2014-08-02 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4233,2014,3,8,2014-08-03 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4234,2014,3,8,2014-08-04 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4235,2014,3,8,2014-08-05 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4236,2014,3,8,2014-08-06 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4237,2014,3,8,2014-08-07 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4238,2014,3,8,2014-08-08 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4239,2014,3,8,2014-08-09 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4240,2014,3,8,2014-08-10 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4241,2014,3,8,2014-08-11 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4242,2014,3,8,2014-08-12 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4243,2014,3,8,2014-08-13 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4244,2014,3,8,2014-08-14 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4245,2014,3,8,2014-08-15 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4246,2014,3,8,2014-08-16 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4247,2014,3,8,2014-08-17 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4248,2014,3,8,2014-08-18 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4249,2014,3,8,2014-08-19 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4250,2014,3,8,2014-08-20 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4251,2014,3,8,2014-08-21 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4252,2014,3,8,2014-08-22 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4253,2014,3,8,2014-08-23 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4254,2014,3,8,2014-08-24 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4255,2014,3,8,2014-08-25 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4256,2014,3,8,2014-08-26 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4257,2014,3,8,2014-08-27 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4258,2014,3,8,2014-08-28 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4259,2014,3,8,2014-08-29 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4260,2014,3,8,2014-08-30 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
4261,2014,3,8,2014-08-31 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3166,2011,3,9,2011-09-01 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3167,2011,3,9,2011-09-02 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3168,2011,3,9,2011-09-03 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3169,2011,3,9,2011-09-04 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
3170,2011,3,9,2011-09-05 00:00:00.000,2021-12-06 20:11:27.796,2021-12-06 20:11:27.796
