SKDate,Year_,Quarter_,Month_,Day_,create_date,update_date
578,2012,3,7,2012-07-31 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.633
913,2013,3,7,2013-07-01 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.080
914,2013,3,7,2013-07-02 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.080
915,2013,3,7,2013-07-03 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.080
916,2013,3,7,2013-07-04 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.083
917,2013,3,7,2013-07-05 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.083
918,2013,3,7,2013-07-06 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.086
919,2013,3,7,2013-07-07 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.086
920,2013,3,7,2013-07-08 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.086
921,2013,3,7,2013-07-09 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.090
922,2013,3,7,2013-07-10 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.090
923,2013,3,7,2013-07-11 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.090
924,2013,3,7,2013-07-12 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.093
925,2013,3,7,2013-07-13 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.093
926,2013,3,7,2013-07-14 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.096
927,2013,3,7,2013-07-15 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.096
928,2013,3,7,2013-07-16 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.096
929,2013,3,7,2013-07-17 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.100
930,2013,3,7,2013-07-18 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.100
931,2013,3,7,2013-07-19 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.100
932,2013,3,7,2013-07-20 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.103
933,2013,3,7,2013-07-21 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.103
934,2013,3,7,2013-07-22 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.106
935,2013,3,7,2013-07-23 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.106
936,2013,3,7,2013-07-24 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.106
937,2013,3,7,2013-07-25 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.110
938,2013,3,7,2013-07-26 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.110
939,2013,3,7,2013-07-27 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.113
940,2013,3,7,2013-07-28 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.113
941,2013,3,7,2013-07-29 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.116
942,2013,3,7,2013-07-30 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.116
943,2013,3,7,2013-07-31 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.120
1278,2014,3,7,2014-07-01 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.566
1279,2014,3,7,2014-07-02 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.570
1280,2014,3,7,2014-07-03 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.570
1281,2014,3,7,2014-07-04 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.573
1282,2014,3,7,2014-07-05 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.573
1283,2014,3,7,2014-07-06 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.576
1284,2014,3,7,2014-07-07 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.576
1285,2014,3,7,2014-07-08 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.580
1286,2014,3,7,2014-07-09 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.580
1287,2014,3,7,2014-07-10 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.580
1288,2014,3,7,2014-07-11 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.583
1289,2014,3,7,2014-07-12 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.583
1290,2014,3,7,2014-07-13 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.586
1291,2014,3,7,2014-07-14 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.586
1292,2014,3,7,2014-07-15 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.586
1293,2014,3,7,2014-07-16 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.590
1294,2014,3,7,2014-07-17 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.590
1295,2014,3,7,2014-07-18 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.590
1296,2014,3,7,2014-07-19 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.590
1297,2014,3,7,2014-07-20 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.593
1298,2014,3,7,2014-07-21 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.596
1299,2014,3,7,2014-07-22 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.596
1300,2014,3,7,2014-07-23 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.600
1301,2014,3,7,2014-07-24 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.600
1302,2014,3,7,2014-07-25 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.603
1303,2014,3,7,2014-07-26 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.606
1304,2014,3,7,2014-07-27 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.606
1305,2014,3,7,2014-07-28 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.610
1306,2014,3,7,2014-07-29 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.610
1307,2014,3,7,2014-07-30 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.610
1308,2014,3,7,2014-07-31 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.613
213,2011,3,8,2011-08-01 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.140
214,2011,3,8,2011-08-02 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.140
215,2011,3,8,2011-08-03 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.140
216,2011,3,8,2011-08-04 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.143
217,2011,3,8,2011-08-05 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.146
218,2011,3,8,2011-08-06 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.146
219,2011,3,8,2011-08-07 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.150
220,2011,3,8,2011-08-08 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.150
221,2011,3,8,2011-08-09 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.150
222,2011,3,8,2011-08-10 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.153
223,2011,3,8,2011-08-11 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.153
224,2011,3,8,2011-08-12 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.156
225,2011,3,8,2011-08-13 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.156
226,2011,3,8,2011-08-14 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.160
227,2011,3,8,2011-08-15 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.160
228,2011,3,8,2011-08-16 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.160
229,2011,3,8,2011-08-17 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.160
230,2011,3,8,2011-08-18 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.163
231,2011,3,8,2011-08-19 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.163
232,2011,3,8,2011-08-20 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.166
233,2011,3,8,2011-08-21 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.166
234,2011,3,8,2011-08-22 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.170
235,2011,3,8,2011-08-23 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.170
236,2011,3,8,2011-08-24 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.170
237,2011,3,8,2011-08-25 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.173
238,2011,3,8,2011-08-26 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.173
239,2011,3,8,2011-08-27 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.176
240,2011,3,8,2011-08-28 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.176
241,2011,3,8,2011-08-29 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.176
242,2011,3,8,2011-08-30 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.180
243,2011,3,8,2011-08-31 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.180
579,2012,3,8,2012-08-01 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.636
580,2012,3,8,2012-08-02 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.636
581,2012,3,8,2012-08-03 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.636
582,2012,3,8,2012-08-04 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.640
583,2012,3,8,2012-08-05 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.640
584,2012,3,8,2012-08-06 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.640
585,2012,3,8,2012-08-07 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.643
586,2012,3,8,2012-08-08 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.643
587,2012,3,8,2012-08-09 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.646
588,2012,3,8,2012-08-10 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.646
589,2012,3,8,2012-08-11 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.646
590,2012,3,8,2012-08-12 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.650
591,2012,3,8,2012-08-13 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.650
592,2012,3,8,2012-08-14 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.650
593,2012,3,8,2012-08-15 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.650
594,2012,3,8,2012-08-16 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.653
595,2012,3,8,2012-08-17 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.653
596,2012,3,8,2012-08-18 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.653
597,2012,3,8,2012-08-19 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.656
598,2012,3,8,2012-08-20 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.656
599,2012,3,8,2012-08-21 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.660
600,2012,3,8,2012-08-22 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.660
601,2012,3,8,2012-08-23 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.660
602,2012,3,8,2012-08-24 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.663
603,2012,3,8,2012-08-25 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.666
604,2012,3,8,2012-08-26 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.666
605,2012,3,8,2012-08-27 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.670
606,2012,3,8,2012-08-28 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.670
607,2012,3,8,2012-08-29 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.670
608,2012,3,8,2012-08-30 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.673
609,2012,3,8,2012-08-31 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.673
944,2013,3,8,2013-08-01 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.120
945,2013,3,8,2013-08-02 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.120
946,2013,3,8,2013-08-03 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.120
947,2013,3,8,2013-08-04 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.123
948,2013,3,8,2013-08-05 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.123
949,2013,3,8,2013-08-06 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.126
950,2013,3,8,2013-08-07 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.126
951,2013,3,8,2013-08-08 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.130
952,2013,3,8,2013-08-09 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.130
953,2013,3,8,2013-08-10 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.130
954,2013,3,8,2013-08-11 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.133
955,2013,3,8,2013-08-12 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.133
956,2013,3,8,2013-08-13 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.136
957,2013,3,8,2013-08-14 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.136
958,2013,3,8,2013-08-15 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.136
959,2013,3,8,2013-08-16 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.140
960,2013,3,8,2013-08-17 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.140
961,2013,3,8,2013-08-18 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.140
962,2013,3,8,2013-08-19 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.143
963,2013,3,8,2013-08-20 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.146
964,2013,3,8,2013-08-21 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.146
965,2013,3,8,2013-08-22 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.146
966,2013,3,8,2013-08-23 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.150
967,2013,3,8,2013-08-24 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.150
968,2013,3,8,2013-08-25 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.150
969,2013,3,8,2013-08-26 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.150
970,2013,3,8,2013-08-27 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.153
971,2013,3,8,2013-08-28 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.153
972,2013,3,8,2013-08-29 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.156
973,2013,3,8,2013-08-30 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.156
974,2013,3,8,2013-08-31 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.156
1309,2014,3,8,2014-08-01 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.613
1310,2014,3,8,2014-08-02 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.616
1311,2014,3,8,2014-08-03 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.616
1312,2014,3,8,2014-08-04 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.620
1313,2014,3,8,2014-08-05 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.620
1314,2014,3,8,2014-08-06 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.620
1315,2014,3,8,2014-08-07 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.620
1316,2014,3,8,2014-08-08 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.623
1317,2014,3,8,2014-08-09 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.623
1318,2014,3,8,2014-08-10 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.626
1319,2014,3,8,2014-08-11 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.626
1320,2014,3,8,2014-08-12 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.630
1321,2014,3,8,2014-08-13 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.630
1322,2014,3,8,2014-08-14 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.633
1323,2014,3,8,2014-08-15 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.633
1324,2014,3,8,2014-08-16 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.636
1325,2014,3,8,2014-08-17 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.636
1326,2014,3,8,2014-08-18 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.636
1327,2014,3,8,2014-08-19 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.640
1328,2014,3,8,2014-08-20 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.640
1329,2014,3,8,2014-08-21 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.640
1330,2014,3,8,2014-08-22 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.643
1331,2014,3,8,2014-08-23 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.646
1332,2014,3,8,2014-08-24 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.646
1333,2014,3,8,2014-08-25 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.650
1334,2014,3,8,2014-08-26 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.650
1335,2014,3,8,2014-08-27 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.650
1336,2014,3,8,2014-08-28 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.653
1337,2014,3,8,2014-08-29 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.653
1338,2014,3,8,2014-08-30 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.656
1339,2014,3,8,2014-08-31 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:47.656
244,2011,3,9,2011-09-01 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.180
245,2011,3,9,2011-09-02 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.180
246,2011,3,9,2011-09-03 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.183
247,2011,3,9,2011-09-04 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.183
248,2011,3,9,2011-09-05 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.186
249,2011,3,9,2011-09-06 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.186
250,2011,3,9,2011-09-07 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.186
251,2011,3,9,2011-09-08 00:00:00.000,2021-12-06 10:26:57.886,2021-12-06 10:42:46.190
