Data Venda,ID_Produto,Cidade,Produto,Valor,ID_Vendedor
2013-09-14 00:00:00.000,1,Rio de Janeiro,6,4224.0,1
2013-12-26 00:00:00.000,1,Niterói,5,586.85,3
2013-06-28 00:00:00.000,2,Rio de Janeiro,2,1385.0,3
2013-02-26 00:00:00.000,1,Rio de Janeiro,5,651.0,1
2013-10-30 00:00:00.000,3,Rio de Janeiro,1,884.4,1
2013-11-30 00:00:00.000,2,Angra,5,2251.2,1
2013-04-17 00:00:00.000,5,São Gonçalo,5,4320.0,1
2013-07-24 00:00:00.000,3,Niterói,3,2251.2,3
2013-10-31 00:00:00.000,4,Rio de Janeiro,2,1878.0,2
2013-10-19 00:00:00.000,3,Campos,3,333.0,1
2013-02-09 00:00:00.000,2,Rio de Janeiro,8,3216.0,1
2013-05-02 00:00:00.000,3,Niterói,6,3556.0,1
2013-11-09 00:00:00.000,1,Rio de Janeiro,8,4787.2,1
2013-01-05 00:00:00.000,5,Rio de Janeiro,5,3490.0,3
2013-12-09 00:00:00.000,4,Rio de Janeiro,5,780.0,3
2013-05-02 00:00:00.000,2,Niterói,7,556.0,3
2013-05-03 00:00:00.000,2,Campos,5,780.0,1
2013-04-13 00:00:00.000,2,Rio de Janeiro,8,2770.0,3
2013-02-09 00:00:00.000,2,São Gonçalo,4,1300.0,3
2013-12-26 00:00:00.000,5,Petrópolis,4,4482.0,1
2013-11-28 00:00:00.000,2,Campos,6,7040.0,1
2013-03-01 00:00:00.000,4,Duque Caxias,6,1056.0,3
2013-04-17 00:00:00.000,2,Duque Caxias,7,4320.0,3
2013-09-22 00:00:00.000,3,Niterói,9,7228.0,3
2013-02-09 00:00:00.000,2,Rio de Janeiro,3,3324.0,1
2013-08-30 00:00:00.000,3,Campos,5,4020.0,2
2013-02-09 00:00:00.000,1,Angra,8,3047.0,3
2013-04-17 00:00:00.000,4,São Gonçalo,3,4320.0,2
2013-03-26 00:00:00.000,4,Rio de Janeiro,9,651.0,3
2013-01-28 00:00:00.000,1,Duque Caxias,2,1560.0,1
2013-10-30 00:00:00.000,1,Angra,6,804.0,2
2013-12-24 00:00:00.000,5,Niterói,6,122.0,2
2013-04-01 00:00:00.000,3,São Gonçalo,1,2130.6,1
2013-05-02 00:00:00.000,1,Niterói,1,556.0,2
2013-05-02 00:00:00.000,4,Niterói,6,556.0,3
2013-12-18 00:00:00.000,4,Rio de Janeiro,5,3047.0,3
2013-03-30 00:00:00.000,5,Rio de Janeiro,6,884.4,2
2013-11-30 00:00:00.000,5,Niterói,1,2251.2,1
2013-12-26 00:00:00.000,2,Macaé,2,934.5,2
2013-12-26 00:00:00.000,2,Niterói,9,586.85,3
2013-09-29 00:00:00.000,3,São Gonçalo,9,1246.5,3
2013-04-13 00:00:00.000,5,Rio de Janeiro,2,8340.0,3
2013-11-30 00:00:00.000,1,São Gonçalo,7,2216.0,3
2013-12-18 00:00:00.000,2,Rio de Janeiro,2,3047.0,2
2013-02-09 00:00:00.000,3,Rio de Janeiro,9,780.0,2
2013-06-17 00:00:00.000,5,Rio de Janeiro,3,2770.0,1
2013-01-29 00:00:00.000,3,Niterói,2,586.85,3
2013-03-22 00:00:00.000,1,Niterói,7,7228.0,3
2013-12-24 00:00:00.000,4,Rio de Janeiro,6,3336.0,2
2013-07-14 00:00:00.000,2,Rio de Janeiro,3,215.0,3
2013-05-17 00:00:00.000,5,Duque Caxias,7,1274.2,3
2013-08-08 00:00:00.000,3,Petrópolis,3,4482.0,1
2013-01-29 00:00:00.000,5,Niterói,1,586.85,1
2013-04-17 00:00:00.000,3,Duque Caxias,1,1274.2,1
