customer_id,recency,frequency,monetary,R,F,M,rfm_value,Score,RFM_status
1000,1,9,5383.48,4,1,1,411,6,"Gold"
1076,10,12,8104.5400000000009,4,1,1,411,6,"Gold"
1084,5,11,6580.56,4,1,1,411,6,"Gold"
1086,14,9,4705.65,4,1,1,411,6,"Gold"
1232,5,9,5011.9000000000015,4,1,1,411,6,"Gold"
1317,11,9,7024.7099999999991,4,1,1,411,6,"Gold"
1331,6,10,6252.43,4,1,1,411,6,"Gold"
1346,16,9,6736.53,4,1,1,411,6,"Gold"
1357,13,9,4732.84,4,1,1,411,6,"Gold"
1358,4,8,4113.04,4,1,1,411,6,"Gold"
1396,10,10,7075.58,4,1,1,411,6,"Gold"
1404,8,10,5426.7,4,1,1,411,6,"Gold"
1428,16,10,5508.8,4,1,1,411,6,"Gold"
1438,7,10,5503.8899999999994,4,1,1,411,6,"Gold"
1460,13,8,10787.6,4,1,1,411,6,"Gold"
1530,2,10,7390.75,4,1,1,411,6,"Gold"
1558,9,9,10640.3,4,1,1,411,6,"Gold"
1625,10,8,8499.5899999999983,4,1,1,411,6,"Gold"
1722,5,8,6474.5000000000009,4,1,1,411,6,"Gold"
1748,3,10,4973.9500000000007,4,1,1,411,6,"Gold"
1802,14,8,5035.8000000000011,4,1,1,411,6,"Gold"
1885,5,9,6979.2800000000007,4,1,1,411,6,"Gold"
1905,11,9,4833.73,4,1,1,411,6,"Gold"
1942,17,8,4675.1900000000014,4,1,1,411,6,"Gold"
1991,2,10,8256.08,4,1,1,411,6,"Gold"
2013,16,9,4413.06,4,1,1,411,6,"Gold"
2029,2,9,4156.31,4,1,1,411,6,"Gold"
2055,1,9,5563.6299999999992,4,1,1,411,6,"Gold"
2060,6,11,5875.1399999999994,4,1,1,411,6,"Gold"
2072,9,13,4136.84,4,1,1,411,6,"Gold"
2103,15,10,6752.6299999999992,4,1,1,411,6,"Gold"
2109,3,8,5263.130000000001,4,1,1,411,6,"Gold"
2111,7,9,4790.8200000000006,4,1,1,411,6,"Gold"
2120,3,8,4543.18,4,1,1,411,6,"Gold"
2130,2,8,4253.77,4,1,1,411,6,"Gold"
2132,19,8,6401.83,4,1,1,411,6,"Gold"
2152,2,9,4281.08,4,1,1,411,6,"Gold"
2182,18,8,4766.8200000000006,4,1,1,411,6,"Gold"
2183,9,14,6513.2999999999993,4,1,1,411,6,"Gold"
2308,14,9,5077.9699999999993,4,1,1,411,6,"Gold"
2340,6,9,4585.4000000000015,4,1,1,411,6,"Gold"
2369,2,8,6854.59,4,1,1,411,6,"Gold"
2379,4,11,8252.73,4,1,1,411,6,"Gold"
2391,13,10,5862.4500000000007,4,1,1,411,6,"Gold"
2464,3,13,7817.1,4,1,1,411,6,"Gold"
2476,15,14,7493.23,4,1,1,411,6,"Gold"
2492,8,10,8437.43,4,1,1,411,6,"Gold"
2523,15,9,4572.03,4,1,1,411,6,"Gold"
2606,6,10,4718.43,4,1,1,411,6,"Gold"
2651,16,8,6148.630000000001,4,1,1,411,6,"Gold"
2653,4,9,7365.48,4,1,1,411,6,"Gold"
2659,1,12,8143.9300000000012,4,1,1,411,6,"Gold"
2695,5,8,8104.5800000000017,4,1,1,411,6,"Gold"
2705,3,8,5470.7000000000007,4,1,1,411,6,"Gold"
2761,8,9,5082.02,4,1,1,411,6,"Gold"
2816,9,10,5878.47,4,1,1,411,6,"Gold"
2836,14,9,4508.7500000000009,4,1,1,411,6,"Gold"
2851,10,8,4113.7800000000007,4,1,1,411,6,"Gold"
2859,11,8,4153.82,4,1,1,411,6,"Gold"
2879,15,8,5572.1100000000006,4,1,1,411,6,"Gold"
2880,19,8,4772.56,4,1,1,411,6,"Gold"
2914,13,12,6835.9600000000009,4,1,1,411,6,"Gold"
2929,2,9,6692.39,4,1,1,411,6,"Gold"
2992,10,8,6871.54,4,1,1,411,6,"Gold"
2993,10,8,5400.8799999999992,4,1,1,411,6,"Gold"
3044,5,9,5793.33,4,1,1,411,6,"Gold"
3048,5,12,6996.35,4,1,1,411,6,"Gold"
3080,5,9,4665.71,4,1,1,411,6,"Gold"
3118,13,9,6243.8200000000024,4,1,1,411,6,"Gold"
3191,8,8,5673.6399999999994,4,1,1,411,6,"Gold"
3217,9,11,5564.0800000000008,4,1,1,411,6,"Gold"
3232,9,13,8903.619999999999,4,1,1,411,6,"Gold"
3251,8,11,6264.88,4,1,1,411,6,"Gold"
3256,13,10,7287.869999999999,4,1,1,411,6,"Gold"
3258,18,8,4821.9,4,1,1,411,6,"Gold"
3262,2,10,4290.81,4,1,1,411,6,"Gold"
3286,10,11,5817.44,4,1,1,411,6,"Gold"
3375,13,8,4285.94,4,1,1,411,6,"Gold"
3402,13,9,6036.19,4,1,1,411,6,"Gold"
3420,6,11,6808.1799999999994,4,1,1,411,6,"Gold"
3433,1,10,5925.74,4,1,1,411,6,"Gold"
3470,3,8,7228.7999999999993,4,1,1,411,6,"Gold"
12,68,7,3540.03,2,2,2,222,6,"Gold"
28,84,6,3366.56,2,2,2,222,6,"Gold"
104,65,7,3112.8000000000011,2,2,2,222,6,"Gold"
138,65,7,3377.12,2,2,2,222,6,"Gold"
159,67,6,2935.37,2,2,2,222,6,"Gold"
166,64,7,4063.6599999999989,2,2,2,222,6,"Gold"
263,47,7,3476.94,2,2,2,222,6,"Gold"
311,62,6,4054.4800000000009,2,2,2,222,6,"Gold"
354,68,6,3101.72,2,2,2,222,6,"Gold"
417,71,7,3807.64,2,2,2,222,6,"Gold"
421,57,6,3952.150000000001,2,2,2,222,6,"Gold"
437,49,6,3045.599999999999,2,2,2,222,6,"Gold"
463,60,7,3829.7,2,2,2,222,6,"Gold"
471,49,6,3918.11,2,2,2,222,6,"Gold"
547,75,6,2901.19,2,2,2,222,6,"Gold"
587,54,6,3293.38,2,2,2,222,6,"Gold"
603,50,7,3148.1,2,2,2,222,6,"Gold"
619,66,7,3378.35,2,2,2,222,6,"Gold"
630,54,7,3717.21,2,2,2,222,6,"Gold"
650,51,6,2904.69,2,2,2,222,6,"Gold"
662,87,7,3873,2,2,2,222,6,"Gold"
727,62,6,3970.03,2,2,2,222,6,"Gold"
763,75,6,3894.51,2,2,2,222,6,"Gold"
775,59,7,2862.3300000000008,2,2,2,222,6,"Gold"
800,86,6,3239.48,2,2,2,222,6,"Gold"
997,60,7,2923.29,2,2,2,222,6,"Gold"
1063,47,6,3112.690000000001,2,2,2,222,6,"Gold"
1337,84,6,3417.420000000001,2,2,2,222,6,"Gold"
1372,67,6,2935.68,2,2,2,222,6,"Gold"
1426,49,7,3867.34,2,2,2,222,6,"Gold"
1451,84,6,4060.31,2,2,2,222,6,"Gold"
1534,47,7,3244.32,2,2,2,222,6,"Gold"
1593,54,6,3818.36,2,2,2,222,6,"Gold"
1659,81,7,3461.08,2,2,2,222,6,"Gold"
1665,69,7,3302.05,2,2,2,222,6,"Gold"
1669,60,6,3361.1,2,2,2,222,6,"Gold"
1693,76,6,3726.31,2,2,2,222,6,"Gold"
1699,82,7,3497.23,2,2,2,222,6,"Gold"
1727,72,7,3036.05,2,2,2,222,6,"Gold"
1729,59,6,3005.33,2,2,2,222,6,"Gold"
1736,55,6,3759.28,2,2,2,222,6,"Gold"
1755,49,6,3451.34,2,2,2,222,6,"Gold"
1775,53,6,3695.64,2,2,2,222,6,"Gold"
1782,82,6,3622.1,2,2,2,222,6,"Gold"
1891,82,7,4045.2000000000012,2,2,2,222,6,"Gold"
1909,60,6,3456.8000000000011,2,2,2,222,6,"Gold"
2014,55,6,2872.4099999999989,2,2,2,222,6,"Gold"
2015,51,6,2970.6,2,2,2,222,6,"Gold"
2041,81,6,3799.860000000001,2,2,2,222,6,"Gold"
2093,61,6,3660.48,2,2,2,222,6,"Gold"
2153,77,7,4042.69,2,2,2,222,6,"Gold"
2164,69,7,3328.51,2,2,2,222,6,"Gold"
2166,59,6,3071.34,2,2,2,222,6,"Gold"
2207,75,6,3604.14,2,2,2,222,6,"Gold"
2222,60,6,3821.27,2,2,2,222,6,"Gold"
2223,55,7,3538.42,2,2,2,222,6,"Gold"
2235,81,6,3649.92,2,2,2,222,6,"Gold"
2245,75,7,3320.78,2,2,2,222,6,"Gold"
2258,53,6,3881.78,2,2,2,222,6,"Gold"
2299,60,6,3142.75,2,2,2,222,6,"Gold"
2351,56,7,4068.23,2,2,2,222,6,"Gold"
2363,59,6,3222.99,2,2,2,222,6,"Gold"
2384,60,6,3796.7,2,2,2,222,6,"Gold"
2569,76,7,3935.079999999999,2,2,2,222,6,"Gold"
2599,54,6,2866.09,2,2,2,222,6,"Gold"
2679,86,6,3337.87,2,2,2,222,6,"Gold"
2711,64,6,2814.87,2,2,2,222,6,"Gold"
2881,73,6,3646.67,2,2,2,222,6,"Gold"
2930,72,6,3166.9299999999989,2,2,2,222,6,"Gold"
2934,62,6,3777.26,2,2,2,222,6,"Gold"
3062,47,6,2857.68,2,2,2,222,6,"Gold"
3068,80,6,3084.65,2,2,2,222,6,"Gold"
3072,68,7,3373.78,2,2,2,222,6,"Gold"
3087,85,6,3708.87,2,2,2,222,6,"Gold"
3121,49,6,3164.13,2,2,2,222,6,"Gold"
3145,69,6,4067.64,2,2,2,222,6,"Gold"
3196,51,7,2929.01,2,2,2,222,6,"Gold"
3206,76,7,2991.01,2,2,2,222,6,"Gold"
3327,57,7,3615.58,2,2,2,222,6,"Gold"
3401,67,6,3847.02,2,2,2,222,6,"Gold"
3409,74,7,3009.3,2,2,2,222,6,"Gold"
3477,65,7,3106.49,2,2,2,222,6,"Gold"
13,28,7,4337.38,3,2,1,321,6,"Gold"
44,36,7,4768.28,3,2,1,321,6,"Gold"
47,36,7,4332.1900000000014,3,2,1,321,6,"Gold"
50,27,7,4153.41,3,2,1,321,6,"Gold"
94,34,7,4902.21,3,2,1,321,6,"Gold"
147,35,6,5034.16,3,2,1,321,6,"Gold"
254,42,7,6780.95,3,2,1,321,6,"Gold"
352,26,6,4404.4000000000015,3,2,1,321,6,"Gold"
396,30,6,4647.130000000001,3,2,1,321,6,"Gold"
425,26,7,7388.6,3,2,1,321,6,"Gold"
682,21,7,5428.9400000000014,3,2,1,321,6,"Gold"
706,31,6,7109.3999999999987,3,2,1,321,6,"Gold"
710,40,6,5201.3899999999994,3,2,1,321,6,"Gold"
794,23,7,4248.67,3,2,1,321,6,"Gold"
823,24,6,5811.3,3,2,1,321,6,"Gold"
849,28,6,4284.21,3,2,1,321,6,"Gold"
912,41,7,4164.21,3,2,1,321,6,"Gold"
921,45,7,6285.75,3,2,1,321,6,"Gold"
968,36,6,4223.16,3,2,1,321,6,"Gold"
1205,23,7,4962.02,3,2,1,321,6,"Gold"
1300,21,6,6148.619999999999,3,2,1,321,6,"Gold"
1345,44,6,5170.9500000000007,3,2,1,321,6,"Gold"
1398,37,7,5649.829999999999,3,2,1,321,6,"Gold"
1411,36,6,4268.3200000000006,3,2,1,321,6,"Gold"
1435,34,7,5393.83,3,2,1,321,6,"Gold"
1440,20,6,6362.47,3,2,1,321,6,"Gold"
1551,23,7,5171.89,3,2,1,321,6,"Gold"
1554,21,7,5636.08,3,2,1,321,6,"Gold"
1576,38,7,4521.35,3,2,1,321,6,"Gold"
1616,24,7,6150.2499999999991,3,2,1,321,6,"Gold"
1644,23,7,4938.15,3,2,1,321,6,"Gold"
1646,27,7,4487.52,3,2,1,321,6,"Gold"
1818,25,7,4516.55,3,2,1,321,6,"Gold"
1825,41,6,4977.77,3,2,1,321,6,"Gold"
1837,36,7,4515.25,3,2,1,321,6,"Gold"
1845,22,7,4572.8899999999994,3,2,1,321,6,"Gold"
1848,43,6,4456.95,3,2,1,321,6,"Gold"
1850,45,7,5159.72,3,2,1,321,6,"Gold"
1868,27,6,7566.25,3,2,1,321,6,"Gold"
1917,29,7,5107.25,3,2,1,321,6,"Gold"
1937,35,6,4274.78,3,2,1,321,6,"Gold"
2020,44,7,4959.6399999999994,3,2,1,321,6,"Gold"
2097,39,6,4647.42,3,2,1,321,6,"Gold"
2138,44,7,4736.45,3,2,1,321,6,"Gold"
2154,39,6,4268.17,3,2,1,321,6,"Gold"
2170,29,6,4828.5400000000009,3,2,1,321,6,"Gold"
2201,31,7,6291.68,3,2,1,321,6,"Gold"
2247,30,7,4957.3,3,2,1,321,6,"Gold"
2284,35,7,4735.67,3,2,1,321,6,"Gold"
2288,30,6,4438.4699999999993,3,2,1,321,6,"Gold"
2292,46,7,4768.8499999999995,3,2,1,321,6,"Gold"
2360,28,6,4962.2,3,2,1,321,6,"Gold"
2367,26,6,4188.1200000000008,3,2,1,321,6,"Gold"
2375,44,7,5641.4700000000012,3,2,1,321,6,"Gold"
2528,26,7,4870.3499999999995,3,2,1,321,6,"Gold"
2542,44,7,6559.26,3,2,1,321,6,"Gold"
2627,34,6,4375.27,3,2,1,321,6,"Gold"
2629,45,6,5174.88,3,2,1,321,6,"Gold"
2843,21,6,4117.49,3,2,1,321,6,"Gold"
2847,45,7,4509.1100000000006,3,2,1,321,6,"Gold"
2888,30,6,5055.73,3,2,1,321,6,"Gold"
3032,41,7,6183.3099999999986,3,2,1,321,6,"Gold"
3120,21,7,4179.1100000000006,3,2,1,321,6,"Gold"
3170,45,6,4344.71,3,2,1,321,6,"Gold"
3173,46,6,4681.85,3,2,1,321,6,"Gold"
3201,22,7,5655.8700000000008,3,2,1,321,6,"Gold"
3228,41,7,5814.4500000000007,3,2,1,321,6,"Gold"
3249,34,7,6210.72,3,2,1,321,6,"Gold"
3283,45,6,4368.4100000000008,3,2,1,321,6,"Gold"
3350,39,6,5796.16,3,2,1,321,6,"Gold"
3358,38,6,4447.21,3,2,1,321,6,"Gold"
3361,45,6,4752.7,3,2,1,321,6,"Gold"
3379,21,6,5599.079999999999,3,2,1,321,6,"Gold"
3478,30,6,4297.8499999999995,3,2,1,321,6,"Gold"
58,21,8,3501.37,3,1,2,312,6,"Gold"
65,137,5,3799.9699999999989,1,3,2,132,6,"Gold"
127,24,10,3993.7100000000009,3,1,2,312,6,"Gold"
136,21,8,3543.2,3,1,2,312,6,"Gold"
205,53,9,2008.27,2,1,3,213,6,"Gold"
211,40,9,4090.05,3,1,2,312,6,"Gold"
237,27,8,3635.04,3,1,2,312,6,"Gold"
240,89,6,2338.21,1,2,3,123,6,"Gold"
242,132,7,2558.7,1,2,3,123,6,"Gold"
246,28,9,3174.16,3,1,2,312,6,"Gold"
249,48,9,2236.13,2,1,3,213,6,"Gold"
257,93,5,3650.5300000000011,1,3,2,132,6,"Gold"
284,134,5,3251.42,1,3,2,132,6,"Gold"
289,45,9,3924.11,3,1,2,312,6,"Gold"
300,157,5,3475.9,1,3,2,132,6,"Gold"
304,81,9,2785.04,2,1,3,213,6,"Gold"
314,21,8,3200.150000000001,3,1,2,312,6,"Gold"
339,59,5,4327.24,2,3,1,231,6,"Gold"
348,126,6,2071.99,1,2,3,123,6,"Gold"
366,116,6,2692.7,1,2,3,123,6,"Gold"
389,114,6,2123.26,1,2,3,123,6,"Gold"
406,107,5,3445.01,1,3,2,132,6,"Gold"
435,103,4,4727.7500000000009,1,4,1,141,6,"Gold"
457,116,5,3680.3399999999988,1,3,2,132,6,"Gold"
500,25,8,3977.81,3,1,2,312,6,"Gold"
524,139,7,2024.53,1,2,3,123,6,"Gold"
549,41,8,3751.75,3,1,2,312,6,"Gold"
569,99,4,6084.1399999999994,1,4,1,141,6,"Gold"
585,98,6,2174.5,1,2,3,123,6,"Gold"
629,65,8,2245.43,2,1,3,213,6,"Gold"
709,147,5,3243.2999999999988,1,3,2,132,6,"Gold"
749,81,9,1830.72,2,1,3,213,6,"Gold"
752,21,8,2952.01,3,1,2,312,6,"Gold"
783,97,5,3498.860000000001,1,3,2,132,6,"Gold"
805,123,6,2795.75,1,2,3,123,6,"Gold"
830,150,6,2506.27,1,2,3,123,6,"Gold"
850,35,8,2838.72,3,1,2,312,6,"Gold"
984,57,8,2294.4299999999989,2,1,3,213,6,"Gold"
991,148,6,2655.6,1,2,3,123,6,"Gold"
1013,96,6,2463.79,1,2,3,123,6,"Gold"
1022,84,5,6444.49,2,3,1,231,6,"Gold"
1025,61,8,1800.12,2,1,3,213,6,"Gold"
1036,163,5,3787,1,3,2,132,6,"Gold"
1037,74,8,2368.44,2,1,3,213,6,"Gold"
1060,188,6,2475.28,1,2,3,123,6,"Gold"
1089,152,7,2349.29,1,2,3,123,6,"Gold"
1132,45,8,3203.16,3,1,2,312,6,"Gold"
1177,88,8,2447.05,2,1,3,213,6,"Gold"
1229,20,9,3005.6299999999992,3,1,2,312,6,"Gold"
1305,143,5,2825,1,3,2,132,6,"Gold"
1306,137,5,4077.19,1,3,2,132,6,"Gold"
1321,104,7,2398.25,1,2,3,123,6,"Gold"
1402,41,8,3067.579999999999,3,1,2,312,6,"Gold"
1459,99,4,4557.6,1,4,1,141,6,"Gold"
1527,42,8,3855.93,3,1,2,312,6,"Gold"
1535,105,5,2811.97,1,3,2,132,6,"Gold"
1581,37,8,2944.09,3,1,2,312,6,"Gold"
1585,38,8,3461.650000000001,3,1,2,312,6,"Gold"
1652,97,6,2662.39,1,2,3,123,6,"Gold"
1676,88,5,4291.1100000000006,2,3,1,231,6,"Gold"
1689,137,5,3334.23,1,3,2,132,6,"Gold"
1731,44,11,3521.29,3,1,2,312,6,"Gold"
1791,118,6,2595.16,1,2,3,123,6,"Gold"
1812,23,9,3980.04,3,1,2,312,6,"Gold"
1834,127,4,4434.93,1,4,1,141,6,"Gold"
1838,50,5,4691.4500000000007,2,3,1,231,6,"Gold"
1840,99,7,2259.16,1,2,3,123,6,"Gold"
1842,212,5,3055.85,1,3,2,132,6,"Gold"
1864,25,10,2925.42,3,1,2,312,6,"Gold"
1876,139,5,4057.6299999999992,1,3,2,132,6,"Gold"
1889,136,5,3710.54,1,3,2,132,6,"Gold"
1912,39,9,3286.01,3,1,2,312,6,"Gold"
1913,43,13,3254.53,3,1,2,312,6,"Gold"
1927,91,5,3658.13,1,3,2,132,6,"Gold"
1947,36,9,3974.81,3,1,2,312,6,"Gold"
2030,240,4,4622.34,1,4,1,141,6,"Gold"
2034,90,6,2438.26,1,2,3,123,6,"Gold"
2064,107,5,3327.04,1,3,2,132,6,"Gold"
2067,31,8,3743.8,3,1,2,312,6,"Gold"
2104,81,8,2341.58,2,1,3,213,6,"Gold"
2116,106,4,4128.6299999999992,1,4,1,141,6,"Gold"
2123,196,6,2289.21,1,2,3,123,6,"Gold"
2133,121,5,3126.8399999999988,1,3,2,132,6,"Gold"
2139,61,5,5380.68,2,3,1,231,6,"Gold"
2156,114,6,2495.43,1,2,3,123,6,"Gold"
2257,65,5,4193.32,2,3,1,231,6,"Gold"
2264,154,6,2557.62,1,2,3,123,6,"Gold"
2279,36,8,4008.76,3,1,2,312,6,"Gold"
2290,73,5,4225.77,2,3,1,231,6,"Gold"
2311,67,5,4460.1200000000008,2,3,1,231,6,"Gold"
2355,71,5,4351.82,2,3,1,231,6,"Gold"
2359,83,8,2688.57,2,1,3,213,6,"Gold"
2404,188,5,2978.25,1,3,2,132,6,"Gold"
2419,52,8,2702.5,2,1,3,213,6,"Gold"
2478,115,6,2231.5,1,2,3,123,6,"Gold"
2509,26,8,3812.53,3,1,2,312,6,"Gold"
2524,185,6,2222.37,1,2,3,123,6,"Gold"
2609,188,7,2569.94,1,2,3,123,6,"Gold"
2678,114,5,2932.34,1,3,2,132,6,"Gold"
2682,39,8,3092.62,3,1,2,312,6,"Gold"
2715,105,5,3221.809999999999,1,3,2,132,6,"Gold"
2727,50,5,4757.2100000000009,2,3,1,231,6,"Gold"
2759,111,5,3775.9,1,3,2,132,6,"Gold"
2763,20,9,2910.2,3,1,2,312,6,"Gold"
2782,171,5,3450.829999999999,1,3,2,132,6,"Gold"
2783,74,11,2757.77,2,1,3,213,6,"Gold"
2832,24,8,3531.57,3,1,2,312,6,"Gold"
2956,98,7,2683.67,1,2,3,123,6,"Gold"
2983,130,5,3344.17,1,3,2,132,6,"Gold"
3004,114,5,3550.04,1,3,2,132,6,"Gold"
3036,157,5,3750.72,1,3,2,132,6,"Gold"
3045,66,5,4393.8599999999988,2,3,1,231,6,"Gold"
3090,199,5,3132.29,1,3,2,132,6,"Gold"
3109,170,5,3080.63,1,3,2,132,6,"Gold"
3115,196,5,4020.91,1,3,2,132,6,"Gold"
3128,105,5,3687.54,1,3,2,132,6,"Gold"
3143,21,11,3361.8399999999988,3,1,2,312,6,"Gold"
3168,92,4,5170.51,1,4,1,141,6,"Gold"
3204,35,9,3570.01,3,1,2,312,6,"Gold"
3245,94,6,1935.51,1,2,3,123,6,"Gold"
3247,45,8,3802.5499999999988,3,1,2,312,6,"Gold"
3334,74,8,2428.32,2,1,3,213,6,"Gold"
3347,108,5,2978.04,1,3,2,132,6,"Gold"
3364,121,5,3473.79,1,3,2,132,6,"Gold"
3438,175,5,3180.64,1,3,2,132,6,"Gold"
3483,118,6,2193.04,1,2,3,123,6,"Gold"
3489,109,6,2644.44,1,2,3,123,6,"Gold"
1,8,11,3018.0899999999988,4,1,2,412,7,"Gold"
9,79,6,2353.11,2,2,3,223,7,"Gold"
35,93,4,3706.51,1,4,2,142,7,"Gold"
76,2,8,2868.16,4,1,2,412,7,"Gold"
83,81,6,1798.2,2,2,3,223,7,"Gold"
87,19,9,3740.76,4,1,2,412,7,"Gold"
88,75,6,2534.33,2,2,3,223,7,"Gold"
105,90,4,3475.04,1,4,2,142,7,"Gold"
115,15,8,3135.87,4,1,2,412,7,"Gold"
121,112,4,2892.09,1,4,2,142,7,"Gold"
123,192,4,3245.75,1,4,2,142,7,"Gold"
142,5,11,3917.3399999999988,4,1,2,412,7,"Gold"
151,1,7,5665.4100000000008,4,2,1,421,7,"Gold"
182,14,7,5409.1200000000008,4,2,1,421,7,"Gold"
195,1,7,9633.409999999998,4,2,1,421,7,"Gold"
215,4,8,3889.39,4,1,2,412,7,"Gold"
220,16,6,4304.11,4,2,1,421,7,"Gold"
260,9,9,3381.41,4,1,2,412,7,"Gold"
307,16,9,3660.95,4,1,2,412,7,"Gold"
310,9,7,4744.19,4,2,1,421,7,"Gold"
315,28,9,2200.11,3,1,3,313,7,"Gold"
334,57,6,2127.59,2,2,3,223,7,"Gold"
359,9,10,2921.76,4,1,2,412,7,"Gold"
363,15,6,9458.1699999999983,4,2,1,421,7,"Gold"
372,32,8,2598.13,3,1,3,313,7,"Gold"
374,14,6,5271.75,4,2,1,421,7,"Gold"
414,48,6,2304.56,2,2,3,223,7,"Gold"
419,15,7,5027.369999999999,4,2,1,421,7,"Gold"
429,19,8,3652.26,4,1,2,412,7,"Gold"
433,16,9,3754.1600000000012,4,1,2,412,7,"Gold"
491,69,7,2735.71,2,2,3,223,7,"Gold"
498,8,7,4982.41,4,2,1,421,7,"Gold"
533,3,6,5387.05,4,2,1,421,7,"Gold"
538,5,7,6447.1500000000015,4,2,1,421,7,"Gold"
540,80,6,1821.03,2,2,3,223,7,"Gold"
545,7,6,5665.7899999999991,4,2,1,421,7,"Gold"
551,153,4,2850,1,4,2,142,7,"Gold"
555,166,4,3505.6299999999992,1,4,2,142,7,"Gold"
568,92,7,1258.1,1,2,4,124,7,"Gold"
576,8,6,4580.35,4,2,1,421,7,"Gold"
606,56,6,2488.53,2,2,3,223,7,"Gold"
611,4,8,3500.440000000001,4,1,2,412,7,"Gold"
624,91,3,3352.89,1,4,2,142,7,"Gold"
656,11,8,3749.56,4,1,2,412,7,"Gold"
657,77,6,2729,2,2,3,223,7,"Gold"
668,7,7,4375.98,4,2,1,421,7,"Gold"
684,43,8,2431.6,3,1,3,313,7,"Gold"
704,11,10,4034.46,4,1,2,412,7,"Gold"
718,35,8,2164.08,3,1,3,313,7,"Gold"
723,16,8,3489.96,4,1,2,412,7,"Gold"
743,90,4,3908.8,1,4,2,142,7,"Gold"
759,24,8,2646.67,3,1,3,313,7,"Gold"
772,3,6,4423.8,4,2,1,421,7,"Gold"
789,5,8,2892.76,4,1,2,412,7,"Gold"
829,13,6,4600.24,4,2,1,421,7,"Gold"
835,8,8,3225.92,4,1,2,412,7,"Gold"
855,105,4,3050.76,1,4,2,142,7,"Gold"
934,1,7,4689.7599999999993,4,2,1,421,7,"Gold"
954,114,4,3624,1,4,2,142,7,"Gold"
995,12,7,6764.67,4,2,1,421,7,"Gold"
1017,227,3,2858.89,1,4,2,142,7,"Gold"
1047,58,7,2026.54,2,2,3,223,7,"Gold"
1054,6,8,3406.16,4,1,2,412,7,"Gold"
1065,80,6,2753.32,2,2,3,223,7,"Gold"
1075,68,6,2242.119999999999,2,2,3,223,7,"Gold"
1098,9,8,3879.14,4,1,2,412,7,"Gold"
1110,18,6,4574.0999999999995,4,2,1,421,7,"Gold"
1144,18,7,5961.25,4,2,1,421,7,"Gold"
1154,132,6,958.31000000000006,1,2,4,124,7,"Gold"
1165,11,9,3286.35,4,1,2,412,7,"Gold"
1184,6,6,4314.89,4,2,1,421,7,"Gold"
1198,69,6,2323.92,2,2,3,223,7,"Gold"
1199,44,8,2037.32,3,1,3,313,7,"Gold"
1241,76,7,1844.56,2,2,3,223,7,"Gold"
1245,72,7,2596.23,2,2,3,223,7,"Gold"
1247,91,4,2848.94,1,4,2,142,7,"Gold"
1252,10,7,4548.31,4,2,1,421,7,"Gold"
1256,82,6,2068.61,2,2,3,223,7,"Gold"
1266,258,2,3405.099999999999,1,4,2,142,7,"Gold"
1274,15,9,3532.37,4,1,2,412,7,"Gold"
1275,150,6,1540.08,1,2,4,124,7,"Gold"
