SessionID,Title,Description,SpeakerRole,Speaker,Level,HasDownLoads,SpeakerUrl,Abstract,SessionUrl,Track,DL,LevelNo,DownLoads,speakers,EventID
90509,SQL Server on Amazon Web Services - Elastic Compute Cloud vs Relational Database Service?,Amazon web services offers a befuddling number of of different services. Among these are the two major options for running SQL Server on AWS - Elastic Compute Cloud and Relational Database Services. Why would one be picked over the other? What are the limitations and trade offs? We will discuss these questions among others while working through the process of restoring a sample database under both services.,"Principal Development DBA, Data FLowe Solutions LLC",Rick Lowe,Intermediate,False,http://www.sqlsaturday.com/847/Speakers/Details.aspx?name=rick-lowe&amp;spid=1523,Amazon web services offers a befuddling number of of different services. Among these are the two major options for running SQL Server on AWS - Elastic Compute Cloud and Relational Database Services. Why would one be picked over the other? What are the limitations and trade offs? We will discuss these questions among others while working through the process of restoring a sample database under both services.,http://www.sqlsaturday.com/847/Sessions/Details.aspx?sid=90509,AZURE CLOUD TECHNOLOGIES,,2,No,[Table],847
90585,Moving Data with Azure Data Factory,"Azure Data Factory - ADF - is a cloud data engineering solution. ADF version 2 sports a snappy web GUI (graphical user interface) and supports the SSIS Integration Runtime (IR) - or ""SSIS in the Cloud.""

Attend this session to learn: 
 - How to build a ""native ADF"" pipeline;
 - How to lift and shift SSIS to the Azure Data Factory integration Runtime; and
 - ADF Design Patterns to execute and monitor pipelines and packages.","Chief Data Engineer, Enterprise Data &amp; Analytics",Andy Leonard,Beginner,False,https://www.sqlsaturday.com/863/Speakers/Details.aspx?name=andy-leonard&amp;spid=195,"Azure Data Factory - ADF - is a cloud data engineering solution. ADF version 2 sports a snappy web GUI (graphical user interface) and supports the SSIS Integration Runtime (IR) - or ""SSIS in the Cloud.""",http://www.sqlsaturday.com/863/Sessions/Details.aspx?sid=90585,BUILD,,1,No,[Table],863
87820,Exploring Machine Learning Tasks and Statistical Data Analysis,"This session will explore how to apply the various categories and types of Machine Learning algorithms to common data science tasks, along with explaining the corresponding statistical methods being implemented by those algorithms.","CTO Solution Architect, Buchanan-Edwards",Jon Tupitza,Beginner,False,http://www.sqlsaturday.com/839/Speakers/Details.aspx?name=jon-tupitza&amp;spid=2508,"This session will explore how to apply the various categories and types of Machine Learning algorithms to common data science tasks, along with explaining the corresponding statistical methods being implemented by those algorithms.",http://www.sqlsaturday.com/839/Sessions/Details.aspx?sid=87820,"BI PLATFORM ARCHITECTURE, DEVELOPMENT ADMINISTRATION",,1,No,[Table],839
89274,Passo a passo de como fiz um Tuning em 7 queries reais do Protheus,"Nesta palestra vou mostrar como melhorei 7 queries reais de um cliente com um banco da Totvs (Protheus) em uma consultoria de Tuning. Vamos debater junto o passo a passo que segui e melhorar a query só com a criação de índices, já que é uma aplicação de terceiros e não podemos alterar as consultas. Essa base tinha 800 GB de dados compactados (mais de 2 TB se não tivesse compactação).","Consultor e Instrutor SQL Server, Fabricio Lima Solucoes em BD",Fabrício Lima,Intermediate,False,http://www.sqlsaturday.com/817/Speakers/Details.aspx?name=fabricio-lima&amp;spid=4160,"Nesta palestra vou mostrar como melhorei 7 queries reais de um cliente com um banco da Totvs (Protheus) em uma consultoria de Tuning. Vamos debater junto o passo a passo que segui e melhorar a query só com a criação de índices, já que é uma aplicação de terceiros e não podemos alterar as consultas. Essa base tinha 800 GB de dados compactados (mais de 2 TB se não tivesse compactação).",http://www.sqlsaturday.com/817/Sessions/Details.aspx?sid=89274,DEVELOPER,,2,No,[Table],817
89198,An Examination of Today's Certifications,"Certifications can set you apart from other candidates.  They can also force you to learn new technologies and approaches to business problems. In this session, we will cover Microsoft Certification options centered around data and Azure and which one may be right for you. We will also offer a couple of quick tips on test taking plus how certifications have changed. We will also touch on AWS and GCP certifications.","Sr. Consultant, Microsoft",Rick Heiges,Beginner,False,http://www.sqlsaturday.com/846/Speakers/Details.aspx?name=rick-heiges&amp;spid=1483,"Certifications can set you apart from other candidates.  They can also force you to learn new technologies and approaches to business problems. In this session, we will cover Microsoft Certification options centered around data and Azure and which one may be right for you. We will also offer a couple of quick tips on test taking plus how certifications have changed. We will also touch on AWS and GCP certifications.",http://www.sqlsaturday.com/846/Sessions/Details.aspx?sid=89198,PROFESSIONAL DEVELOPMENT,,1,No,[Table],846
87285,Nuevas Caracterísiticas de SQL Server 2019,"SQL Server 2019 trae diferentes mejoras y características nuevas para el mundo del BI y Analytics, así como para el mundo de las BD transaccionales. Dentro de las novedades se encuentran 'Big Data Clusters', que nos permite ejecutar módulos the advanced analytics y machine learning con Spark. También hay mejoras en consultas de grafos, intelligent query processing, Data discovery y classification, así como muchas otras mejoras. Discutiremos lo nuevo y veremos algunos ejemplos de SQL Server 2019 en acción.","Jefe de Inteligencia Corporativa, Larra&amp;#237;n Vial",Kamal Valero,Beginner,False,https://www.sqlsaturday.com/836/Speakers/Details.aspx?name=kamal-valero&amp;spid=4656,"SQL Server 2019 trae diferentes mejoras y características nuevas para el mundo del BI y Analytics, así como para el mundo de las BD transaccionales. Dentro de las novedades se encuentran 'Big Data Clusters', que nos permite ejecutar módulos the advanced analytics y machine learning con Spark. También hay mejoras en consultas de grafos, intelligent query processing, Data discovery y classification, así como muchas otras mejoras. Discutiremos lo nuevo y veremos algunos ejemplos de SQL Server 2019 en acción.",http://www.sqlsaturday.com/836/Sessions/Details.aspx?sid=87285,DATABASES,,1,No,[Table],836
89846,Innovative Data Modeling: Make Data Warehousing Cool Again,"There is much more to life than 3rd normal form and dimensional modeling. Come explore how you can build a data warehouse solution or hybrid solution that is agile in nature with Data Vault. Discover this highly audit-able modeling technique used in international banking, manufacturing, insurance and many more industries.  Made a mistake? No worries, own your model. Design changes happen and it can be addressed quickly avoiding pain and project delays and ultimately keeping your business happy.  Let us bust the myth that data warehouses take too long to build and are too hard to modify by adding value to your environment and decreasing delivery time.","Architect, RevGen Partners",Leslie Weed,Intermediate,False,https://www.sqlsaturday.com/830/Speakers/Details.aspx?name=leslie-weed&amp;spid=1363,"There is much more to life than 3rd normal form and dimensional modeling. Come explore how you can build a data warehouse solution or hybrid solution that is agile in nature with Data Vault. Discover this highly audit-able modeling technique used in international banking, manufacturing, insurance and many more industries.  Made a mistake? No worries, own your model. Design changes happen and it can be addressed quickly avoiding pain and project delays and ultimately keeping your business happy.  Let us bust the myth that data warehouses take too long to build and are too hard to modify by adding value to your environment and decreasing delivery time.",http://www.sqlsaturday.com/830/Sessions/Details.aspx?sid=89846,"BI PLATFORM ARCHITECTURE, DEVELOPMENT ADMINISTRATION",,2,No,[Table],830
89613,"Learn PowerBI Report Server Enterprise Architecture, Tools to publish reports and Best Practice","To improve the performance, sustainability, security and scalability of enterprise-grade PowrBI implementations with constant velocity, we need to adhere best practices
In this session Vishal will go over PowrBI Ecosystem with Example, PBI RS evolution from its inception Architecture of Enterprise PowrBI Report Server and usage through various tool available to publish -SSDT SSRS, PowrBI Desktop(Optimized Version), Report Builder and mobile report builder and various Best Practices for PBI Report Server.","Chief Architect, Aptude Inc.","Vishal Pawar [Microsoft MVP, MCT]",Intermediate,False,http://www.sqlsaturday.com/820/Speakers/Details.aspx?name=vishal-pawar-microsoft-mvp-mct&amp;spid=1434,"To improve the performance, sustainability, security and scalability of enterprise-grade Power BI implementations with constant velocity, we need to adhere best practices",http://www.sqlsaturday.com/820/Sessions/Details.aspx?sid=89613,"BI PLATFORM ARCHITECTURE, DEVELOPMENT ADMINISTRATION",,2,No,[Table],820
87737,Blockchain as service  - Azure Blockchain Workbench,"What is Blockchain as Service? This session is more about Blockchain basics and the technical details of the Azure Workbench. With Blockchain Workbench, you can define blockchain applications using configuration and writing smart contract code. You can jumpstart blockchain application development and focus on defining your contract and writing business logic instead of building scaffolding and setting up supporting services.","SharePoint Consultant, Independent Consultant",Senthamil V,Intermediate,False,https://www.sqlsaturday.com/836/Speakers/Details.aspx?name=senthamil-v&amp;spid=6706,"What is Blockchain as Service? This session is more about Blockchain basics and the technical details of the Azure Workbench. With Blockchain Workbench, you can define blockchain applications using configuration and writing smart contract code. You can jumpstart blockchain application development and focus on defining your contract and writing business logic instead of building scaffolding and setting up supporting services.",http://www.sqlsaturday.com/836/Sessions/Details.aspx?sid=87737,DATABASES,,2,No,[Table],836
87226,"Hello My Friends, Welcome to CosmosDB","Microsoft says Azure Cosmos DB is a globally distributed, multi-model database.  Your reaction might be something like, “what the heck is it”, “why would I use it”, or “how do I use it”.  The fundamental purpose of this session is to answer those very questions.  After briefly discussing what CosmosDB is, we’ll take some time to discuss why you might use CosmosDB instead of SQL Server or another platform, and finally touch on some basics to get you started with CosmosDB.  Upon completion of this session you will be better equipped to discuss the value of CosmosDB to your organization.","Database Administrator, Thirty-One Gifts",Peter Shore,Beginner,False,http://www.sqlsaturday.com/827/Speakers/Details.aspx?name=peter-shore&amp;spid=4494,"Microsoft says Azure Cosmos DB is a globally distributed, multi-model database.  Your reaction might be something like, “what the heck is it”, “why would I use it”, or “how do I use it”.  The fundamental purpose of this session is to answer those very questions.  After briefly discussing what CosmosDB is, we’ll take some time to discuss why you might use CosmosDB instead of SQL Server or another platform, and finally touch on some basics to get you started with CosmosDB.  Upon completion of this session you will be better equipped to discuss the value of CosmosDB to your organization.",http://www.sqlsaturday.com/827/Sessions/Details.aspx?sid=87226,CLOUD APPLICATION DEVELOPMENT DEPLOYMENT,,1,No,[Table],827
91612,SQL Server Security and Vulnerability Assessment in One Hour,"Security. We are taking it seriously. But as DBA, we are not always up-to-date with all kind of information which we store in our databases. We know that our database and some tables, even some specific columns when we have multiple types of data, users, permissions and so on need to be protected even more than others.

But we need to know. We have GDPR, ISO2700, SOC compliance around us. And nobody tells us what it exactly means. We 'simply' need to be compliant (which is not simple). But we can use the power of SSMS together with Vulnerability Assessment and Security Center to collect all necessary information which we can use later to improve security, as well as decrease risks for our databases. Even better it will cost us (almost) nothing.

We will look for a hybrid environment when our data are on-premises and in the cloud, but we use security tools for both.","Independent Consultant, Trainer, Shadowland Consulting",Tobias Koprowski,Advanced,False,http://www.sqlsaturday.com/850/Speakers/Details.aspx?name=tobias-koprowski&amp;spid=885,"Security. We are taking it seriously. But as DBA, we are not always up-to-date with all kind of information which we store in our databases. We know that our database and some tables, even some specific columns when we have multiple types of data, users, permissions and so on need to be protected even more than others.",http://www.sqlsaturday.com/850/Sessions/Details.aspx?sid=91612,ENTERPRISE DATABASE ADMINISTRATION DEPLOYMENT,,3,No,[Table],850
86908,How to perform a health check,"Are you uncertain about the health and capacity of your SQL Server? Are you taking over a new server and need to get a better understanding of the health of the server? Are you uncertain if your servers are following industry best practices?

In this session we will start by discussing the importance of performing a Health Check. We will then show how to run the popular Blitz script by Brent Ozar. After that we will review the other key areas to check like the VM configuration, Windows Configuration, SQL Configuration, Security configuration, and Database configuration. Finally, we’ll show how to save the results for capacity and trending analysis

At the end of the session you will be able to: (1) Perform a Health Check on a server; (2) List the key areas for improvement; (3) Save the results for capacity and trending analysis.","Senior DBA, Perimeter DBA, LLC",Carl Roepe,Beginner,False,http://www.sqlsaturday.com/820/Speakers/Details.aspx?name=carl-roepe&amp;spid=6382,Are you uncertain about the health and capacity of your SQL Server? Are you taking over a new server and need to get a better understanding of the health of the server? Are you uncertain if your servers are following industry best practices?,http://www.sqlsaturday.com/820/Sessions/Details.aspx?sid=86908,ENTERPRISE DATABASE ADMINISTRATION DEPLOYMENT,,1,No,[Table],820
90192,5 dicas de performance tuning para desenvolvedores,Nesta sessão iremos falar de alguns conceitos para realizarmos um tuning de query e mostrar alguns casos do dia dia que um profissional pode facilitar a vida do DBA e principalmente melhorar a velocidade de suas querys.,"DBA SQL Server, Dataside Soluções em Banco de Dados",Caio Amante,Intermediate,False,http://www.sqlsaturday.com/817/Speakers/Details.aspx?name=caio-amante&amp;spid=5739,Nesta sessão iremos falar de alguns conceitos para realizarmos um tuning de query e mostrar alguns casos do dia dia que um profissional pode facilitar a vida do DBA e principalmente melhorar a velocidade de suas querys.,http://www.sqlsaturday.com/817/Sessions/Details.aspx?sid=90192,ENTERPRISE DATABASE ADMINISTRATION DEPLOYMENT,,2,No,[Table],817
90253,Reporting Services 2016: New Features  Smart Migration Strategy,"With the release of SQL Server 2016, Reporting Services finally got some love!  In this session, you will get an overview of some of the new features and functionality:  A look at the new Report Manager interface, Mobile reports, KPIs and the new control we have over the placement of parameters.  We will also look at the new Mobile Report Publisher app and see how easy it is to create mobile reports.  The session will cover tips for a smart migration to 2016.

The session will then dive into how to use the data in the ReportServer database tables to see which reports in your environment are being used and how well they are performing.  With this understanding you can determine which reports, data sets and data sources to migrate to a new 2016 installation.  Come see how to leverage PowerShell to extract the reports from the database, instead of having to download them from Report Manager, to facilitate an easy migration to a new SQL Server 2016 Reporting Services implementation.","Data Technology Consultant, Two Coast Technology",Ted Stathakis,Intermediate,False,http://www.sqlsaturday.com/847/Speakers/Details.aspx?name=ted-stathakis&amp;spid=1729,"With the release of SQL Server 2016, Reporting Services finally got some love!  In this session, you will get an overview of some of the new features and functionality:  A look at the new Report Manager interface, Mobile reports, KPIs and the new control we have over the placement of parameters.  We will also look at the new Mobile Report Publisher app and see how easy it is to create mobile reports.  The session will cover tips for a smart migration to 2016.",http://www.sqlsaturday.com/847/Sessions/Details.aspx?sid=90253,PRESENTATION VISUALIZATION,,2,No,[Table],847
89875,Centralized SSIS,"Store SSIS on one SQL Server in a centrally managed location. Easily scale resources to handle SSIS execution, keep the ETL workload away from other databases, and standardize multiple SQL instances using the same SSIS package without opening Visual Studio. Review logs in one centralized location. Centralized SSIS is available in version SQL Server 2012 and later.","Manager Data Services, AVP, Mechanics Bank",Michellea David,Intermediate,False,http://www.sqlsaturday.com/847/Speakers/Details.aspx?name=michellea-david&amp;spid=6955,"Store SSIS on one SQL Server in a centrally managed location. Easily scale resources to handle SSIS execution, keep the ETL workload away from other databases, and standardize multiple SQL instances using the same SSIS package without opening Visual Studio. Review logs in one centralized location. Centralized SSIS is available in version SQL Server 2012 and later.",http://www.sqlsaturday.com/847/Sessions/Details.aspx?sid=89875,DATABASE ADMINISTRATION,,2,No,[Table],847
88584,It depends - don't mistake your Google search for my database knowledge,"""It depends"". The answer to most questions about database development and database design. In this 60 minute session I will go through some ""smart"" solutions which turned out to be performance killers in the end. I will also try kill some myths about ""best practices"" in database development.
My powerpoints usually look terrible, so I will focus on T-SQL and execution plans.","SQL Server instructor, DBA/Developer consultant, Transmokopter Database Solution",Magnus Ahlkvist,Intermediate,False,https://www.sqlsaturday.com/851/Speakers/Details.aspx?name=magnus-ahlkvist&amp;spid=4366,"""It depends"". The answer to most questions about database development and database design. In this 60 minute session I will go through some ""smart"" solutions which turned out to be performance killers in the end. I will also try kill some myths about ""best practices"" in database development.",http://www.sqlsaturday.com/851/Sessions/Details.aspx?sid=88584,APPLICATION DATABASE DEVELOPMENT,,2,No,[Table],851
88431,SQL Graph,"Graphs are everywhere!  Microsoft has added a lot of new features to SQL Server 2017 (and 2019), and among them SQL Graph has been one - one that holds a lot of promises, though it's still in its early stages (at least with Microsoft's offering).  Microsoft added SQL Graph features to their 2017 release, and has added support for MERGE (UPSERT) scenarios to ease insertions into edge tables, and Edge Constraints to apply restrictions on relationships between nodes in 2019 release (in CTP 2.0).  In this session, we'll take a look at what this feature brings to the table, and how it compares with other Graph databases.",Sr Applications Database Architect,Azhagappan Arunachalam,Beginner,False,http://www.sqlsaturday.com/846/Speakers/Details.aspx?name=azhagappan-arunachalam&amp;spid=1903,"Graphs are everywhere!  Microsoft has added a lot of new features to SQL Server 2017 (and 2019), and among them SQL Graph has been one - one that holds a lot of promises, though it's still in its early stages (at least with Microsoft's offering).  Microsoft added SQL Graph features to their 2017 release, and has added support for MERGE (UPSERT) scenarios to ease insertions into edge tables, and Edge Constraints to apply restrictions on relationships between nodes in 2019 release (in CTP 2.0).  In this session, we'll take a look at what this feature brings to the table, and how it compares with other Graph databases.",http://www.sqlsaturday.com/846/Sessions/Details.aspx?sid=88431,APPLICATION DATABASE DEVELOPMENT,,1,No,[Table],846
91051,SSIS: Loading Dimension Tables,In this session we will look at what options are available to developers within SSIS to load and maintain our Dimension tables within the Data Warehouse. As well we will explore alternate design patterns that could improve performance,"Training Content Manager, Pragmatic Works",Manuel Quintana,Beginner,False,http://www.sqlsaturday.com/820/Speakers/Details.aspx?name=manuel-quintana&amp;spid=5806,In this session we will look at what options are available to developers within SSIS to load and maintain our Dimension tables within the Data Warehouse. As well we will explore alternate design patterns that could improve performance,http://www.sqlsaturday.com/820/Sessions/Details.aspx?sid=91051,"BI PLATFORM ARCHITECTURE, DEVELOPMENT ADMINISTRATION",,1,No,[Table],820
88618,An introduction To SQL Server 2019 Big Data Clusters,"SQL Server 2019 introduces a new data platform in the form of ""Big data clusters"", this runs on a container orchestration platform that is taking the IT industry by storm, in the form of Kubernetes. What is this, how does it hang together, what is the big data clusters architecture what tools can be used with it and how does it scale out. If you would like the answers to all of these questions and more, then this session is for you.","Director, Exadat Ltd",Chris Adkin,Intermediate,False,https://www.sqlsaturday.com/851/Speakers/Details.aspx?name=chris-adkin&amp;spid=2008,"SQL Server 2019 introduces a new data platform in the form of ""Big data clusters"", this runs on a container orchestration platform that is taking the IT industry by storm, in the form of Kubernetes. What is this, how does it hang together, what is the big data clusters architecture what tools can be used with it and how does it scale out. If you would like the answers to all of these questions and more, then this session is for you.",http://www.sqlsaturday.com/851/Sessions/Details.aspx?sid=88618,"BI PLATFORM ARCHITECTURE, DEVELOPMENT ADMINISTRATION",,2,No,[Table],851
88420,SQL Server Infernals - A Beginner’s Guide to Worst Practices,"Are you faced with complaints from users, poor performing code from developers, and regular requests to build reports? Do you uncover installation and configuration issues on your SQL Server instances? Have you ever thought that in dire times avoiding Worst Practices could be a good starting point? If the answer is “yes”, then this session is for you: together we will discover how not to torture a SQL Server instance and we will see how to avoid making choices that turn out to be not so smart in the long run.

You are probably thinking: “Hey, wait, what about Best Practices?”. Sometimes Best Practices are not enough, especially for beginners, and it is not always clear what happens if we fail to follow them. Worst Practices can show the mistakes to avoid. I have made lots of mistakes throughout my career: come and learn from my mistakes!","DBA, sqlconsulting.it",Gianluca Sartori,Beginner,False,http://www.sqlsaturday.com/832/Speakers/Details.aspx?name=gianluca-sartori&amp;spid=1745,"Are you faced with complaints from users, poor performing code from developers, and regular requests to build reports? Do you uncover installation and configuration issues on your SQL Server instances? Have you ever thought that in dire times avoiding Worst Practices could be a good starting point? If the answer is “yes”, then this session is for you: together we will discover how not to torture a SQL Server instance and we will see how to avoid making choices that turn out to be not so smart in the long run.",http://www.sqlsaturday.com/832/Sessions/Details.aspx?sid=88420,APPLICATION DATABASE DEVELOPMENT,,1,No,[Table],832
