EventID,SessionID,Track,Title,Description,SpeakerRole,Speaker,Level,DownloadLinks,HasDownLoads,SpeakerUrl,Track.1,Abstract,speakers
820,86640,"Enterprise Database Administration  Deployment","Azure-d Availability: Scaling SQL Server to the Cloud","Has your manager come to you and said ""I expect the SQL Server machines to have zero downtime?"" Have you been told to make your environment ""Always On"" without any guidance (or budget) as to how to do that or what that means? This session will walk you through the high availability options in on-premises SQL Server, the high availability options in Azure SQL Database, and how those can be combined to enable you to achieve the ambitious goals of your management. Beyond the academic knowledge, we'll discuss real world case studies covering exactly how your on-premises environments and Azure services can work together to keep your phone quiet at night.","Data Platform Solution Architect, DMI","Matt Gordon"," Beginner","[List]","No","http://www.sqlsaturday.com/820/Speakers/Details.aspx?name=matt-gordon&amp;spid=4776"," Enterprise Database Administration & Deployment","Has your manager come to you and said ""I expect the SQL Server machines to have zero downtime?"" Have you been told to make your environment ""Always On"" without any guidance (or budget) as to how to do that or what that means? This session will walk you through the high availability options in on-premises SQL Server, the high availability options in Azure SQL Database, and how those can be combined to enable you to achieve the ambitious goals of your management. Beyond the academic knowledge, we'll discuss real world case studies covering exactly how your on-premises environments and Azure services can work together to keep your phone quiet at night.","[Table]"
820,87231,"Strategy and Architecture","Relational Design Critique","The process of designing a relational database is not overly complex, and may be done by almost anyone on the development team. The process requires one to take the time to understand the requirements, when they exist, and apply a straightforward set of transforms to produce table structures that meets the needs. The tough part is that the process requires time and experience, neither of which anyone has enough of. In this session, to help the attendee differentiate right-enough designs from overly simple or overly complex designs, we will look at a variety of database snippets, each inspired from a real life design. We will discuss the pros and cons of the approach taken, and consider possible remediations to learn from a failure that was made by someone else.","Data Architect, drsql.org","Louis Davidson"," Beginner","[List]","No","http://www.sqlsaturday.com/820/Speakers/Details.aspx?name=louis-davidson&amp;spid=74"," Strategy and Architecture","The process of designing a relational database is not overly complex, and may be done by almost anyone on the development team. The process requires one to take the time to understand the requirements, when they exist, and apply a straightforward set of transforms to produce table structures that meets the needs. The tough part is that the process requires time and experience, neither of which anyone has enough of. In this session, to help the attendee differentiate right-enough designs from overly simple or overly complex designs, we will look at a variety of database snippets, each inspired from a real life design. We will discuss the pros and cons of the approach taken, and consider possible remediations to learn from a failure that was made by someone else.","[Table]"
820,87229,"Application  Database Development","Database Design Fundamentals","Data should be easy to work with in SQL Server if the database has been organized as close as possible to the standards of normalization that have been proven for many years, but are often thought of as old-fashioned. Many common T-SQL programming ""difficulties"" are the result of struggling against these standards and can be avoided by understanding the requirements, applying normalization, as well as a healthy dose of simple common sense. In this session I will give an overview of how to design a relational database, allowing you to work with the data structures instead of against them. This will let you use SQL naturally, enabling the query engine internals to optimize your output needs without you needing to spend a lot of time thinking about it. This will mean less time trying to figure out why SUBSTRING(column,3,1) = 'A' is killing your performance, and more time for solving the next customer problem.","Data Architect, drsql.org","Louis Davidson"," Beginner","[List]","No","http://www.sqlsaturday.com/820/Speakers/Details.aspx?name=louis-davidson&amp;spid=74"," Application & Database Development","Data should be easy to work with in SQL Server if the database has been organized as close as possible to the standards of normalization that have been proven for many years, but are often thought of as old-fashioned. Many common T-SQL programming ""difficulties"" are the result of struggling against these standards and can be avoided by understanding the requirements, applying normalization, as well as a healthy dose of simple common sense. In this session I will give an overview of how to design a relational database, allowing you to work with the data structures instead of against them. This will let you use SQL naturally, enabling the query engine internals to optimize your output needs without you needing to spend a lot of time thinking about it. This will mean less time trying to figure out why SUBSTRING(column,3,1) = 'A' is killing your performance, and more time for solving the next customer problem.","[Table]"
820,87265,"BI Information Delivery","Creating Reports and Dashboards with Power BI","This session looks at both Power BI Desktop and Power BI.com to compare the advantages and capabilities of both platforms for creating and distributing data analysis within your organization.  It will also touch a little on why you might choose Power BI over Power Pivot and why you might not.  It will also look at how to create drill down detail screens to expose the details behind your visualizations.  Finally, we will touch on how to publish your Power BI results for others in your organization to share.  A basic understanding of database structures and referential integrity is an advantage to gain the most from this session, but as will be shown, not always necessary depending on the source of the data to be analyzed.","Asst Dir Web and Technology Services, OCPS","Michael Antonovich"," Beginner","[List]","No","http://www.sqlsaturday.com/820/Speakers/Details.aspx?name=michael-antonovich&amp;spid=860"," BI Information Delivery","This session looks at both Power BI Desktop and Power BI.com to compare the advantages and capabilities of both platforms for creating and distributing data analysis within your organization.  It will also touch a little on why you might choose Power BI over Power Pivot and why you might not.  It will also look at how to create drill down detail screens to expose the details behind your visualizations.  Finally, we will touch on how to publish your Power BI results for others in your organization to share.  A basic understanding of database structures and referential integrity is an advantage to gain the most from this session, but as will be shown, not always necessary depending on the source of the data to be analyzed.","[Table]"
820,87472,"BI Information Delivery","An Analysis Services Primer","So you have heard about Cubes and (analysis) Models but maybe have never gotten fully “into” them? Or maybe, you have built Cubes and Models but just feel the results did not match with your expectations?

Analysis Services is a broadening platform with offerings On-Premises, in the Cloud, On Azure and everywhere in between. 

With more than 20 years experience on Analysis Services, the speaker will help you make the most of your NEXT efforts at Analysis Services by delivering an example heavy session leaving no doubt about the types of solutions you can achieve with Analysis Services! 

Learning Objective 1:	
Attendees will learn the fundamentals of WHY they should leverage Analysis Services

Learning Objective 2:	
Attendees will be provided guidance on how to start simply with Cubes/Models that can be grown as needs develop

Learning Objective 3:	
Attendees should expect to be able to identify more easily the most relevant data for a Cube/Model","Chief Evangelist, ZAP Technology","Trey Johnson"," Beginner","[List]","No","http://www.sqlsaturday.com/820/Speakers/Details.aspx?name=trey-johnson&amp;spid=1185"," BI Information Delivery","So you have heard about Cubes and (analysis) Models but maybe have never gotten fully “into” them? Or maybe, you have built Cubes and Models but just feel the results did not match with your expectations?","[Table]"
820,87266,"BI Information Delivery","Accessibility Concerns of Reporting Style with Power BI","Reports are no longer just black and white columns and rows of numbers. Reports combine tables with charts, KPIs and more. There is a lot to be concerned about when designing reports to provide information to your audience. Today, your company can face lawsuits if your reports are not accessible to all users.  You must consider the way you display your data, the amount of data displayed, the use of color and maybe even the use of animation. Creating attractive reports is not just about making them pretty. It is about grabbing your audience's attention. It is making sure you don't inadvertently introduce accessibility problems that limit who can receive your message, your data. This session while looking at some reporting best practices will also give you information to steer you clear of accessibility concerns to insure access to your results by all consumers of your report.  (Note: Accessibility is governed through the guidelines of the American Disabilities Act)","Asst Dir Web and Technology Services, OCPS","Michael Antonovich"," Beginner","[List]","No","http://www.sqlsaturday.com/820/Speakers/Details.aspx?name=michael-antonovich&amp;spid=860"," BI Information Delivery","Reports are no longer just black and white columns and rows of numbers. Reports combine tables with charts, KPIs and more. There is a lot to be concerned about when designing reports to provide information to your audience. Today, your company can face lawsuits if your reports are not accessible to all users.  You must consider the way you display your data, the amount of data displayed, the use of color and maybe even the use of animation. Creating attractive reports is not just about making them pretty. It is about grabbing your audience's attention. It is making sure you don't inadvertently introduce accessibility problems that limit who can receive your message, your data. This session while looking at some reporting best practices will also give you information to steer you clear of accessibility concerns to insure access to your results by all consumers of your report.  (Note: Accessibility is governed through the guidelines of the American Disabilities Act)","[Table]"
820,89058,"BI Platform Architecture, Development  Administration","Creat Pixel Perfect Reports: The Story of Paginated Reports","Back in 2003 Microsoft released an addition to SQL Server 2000 named SQL Server Reporting Services (SSRS).  This is a story of the journey of the BI Engine that could. From updates, to periods or rest and updates again. Not only has it been updated, but new features, capabilities and event a new project has been born from its humble beginnings. Now, paginated reports, the only type of report that was available when SSRS was initially released, are available in both on-premises and cloud-based solutions.  Join this session to experience the journey of SSRS and how to create and deploy reports across all the different products available in the Microsoft Ecosystem.","Principal Program Manager, Microsoft","Patrick LeBlanc"," Beginner","[List]","No","http://www.sqlsaturday.com/820/Speakers/Details.aspx?name=patrick-leblanc&amp;spid=46"," BI Platform Architecture, Development & Administration","Back in 2003 Microsoft released an addition to SQL Server 2000 named SQL Server Reporting Services (SSRS).  This is a story of the journey of the BI Engine that could. From updates, to periods or rest and updates again. Not only has it been updated, but new features, capabilities and event a new project has been born from its humble beginnings. Now, paginated reports, the only type of report that was available when SSRS was initially released, are available in both on-premises and cloud-based solutions.  Join this session to experience the journey of SSRS and how to create and deploy reports across all the different products available in the Microsoft Ecosystem.","[Table]"
820,87156,"Cloud Application Development  Deployment","Azure Resource Management with PowerShell","You’re company is transitioning to the Cloud. Initially, your Azure deployment was small and could be managed primarily via the Azure portal but now it spans the globe with implementations in several countries. You have too many resources to manage with the Azure portal alone. You can automate these tasks with PowerShell without being a PowerShell expert. I’m Ronald Dameron. I’m responsible for managing the resources of twelve Azure subscriptions containing hundreds of resources. I can show you how. I’ve done it.","The Only DBA, Actsoft","Ronald Dameron"," Beginner","[List]","No","http://www.sqlsaturday.com/820/Speakers/Details.aspx?name=ronald-dameron&amp;spid=57"," Cloud Application Development & Deployment","You’re company is transitioning to the Cloud. Initially, your Azure deployment was small and could be managed primarily via the Azure portal but now it spans the globe with implementations in several countries. You have too many resources to manage with the Azure portal alone. You can automate these tasks with PowerShell without being a PowerShell expert. I’m Ronald Dameron. I’m responsible for managing the resources of twelve Azure subscriptions containing hundreds of resources. I can show you how. I’ve done it.","[Table]"
820,89296,"Analytics and Visualization","Azure IoT: An interactive demo","The Internet of Things (IoT) is one of the most talked about emerging technologies nowadays. But what is it and how can it help by business? Most importantly, how do I get started? In this presentation, we will do an interactive demo with a Raspberry PI and a Microsoft Sphere MCU along with several sensors and components to capture and analyze data from a connected device in Azure IoT Hub and IoT Central. Learn how to connect, monitor and manage connected devices using Azure IoT Hub. We will also discuss how Azure IoT Edge can simplify secure deployment of complex event processing, ML, and AI functionality to connected devices to reduce the latency of decision making.","Data Analytics Practice Lead, AgileThought","Jose Chinchilla"," Beginner","[List]","No","http://www.sqlsaturday.com/820/Speakers/Details.aspx?name=jose-chinchilla&amp;spid=60"," Analytics and Visualization","The Internet of Things (IoT) is one of the most talked about emerging technologies nowadays. But what is it and how can it help by business? Most importantly, how do I get started? In this presentation, we will do an interactive demo with a Raspberry PI and a Microsoft Sphere MCU along with several sensors and components to capture and analyze data from a connected device in Azure IoT Hub and IoT Central. Learn how to connect, monitor and manage connected devices using Azure IoT Hub. We will also discuss how Azure IoT Edge can simplify secure deployment of complex event processing, ML, and AI functionality to connected devices to reduce the latency of decision making.","[Table]"
820,90235,"Analytics and Visualization","An Introduction to Power BI for Data Science With Python","This session provides an introduction to the use of Power BI for Data Science. It covers the use of Power BI as part of the Data Science process; including EDA (Exploratory Data Analysis), Data Visualization along with its integration with Python, Scikit-Learn and SQL Server Machine Learning Services.

This is an introductory session designed for those with basic Power BI skills; as well as, minimal or no Python and/or Data Science experience. This is an applied session focusing on the utilization of the tools, technologies and machine learning libraries; such as Pandas, Numpy, Scipy,  etc. The demos are centered around Power BI and its integration with Python, ML engine and Data Science processes.","Principal Consultant, Bright International Corporation","Adriano da Silva"," Beginner","[List]","No","http://www.sqlsaturday.com/820/Speakers/Details.aspx?name=adriano-da-silva&amp;spid=4178"," Analytics and Visualization","This session provides an introduction to the use of Power BI for Data Science. It covers the use of Power BI as part of the Data Science process; including EDA (Exploratory Data Analysis), Data Visualization along with its integration with Python, Scikit-Learn and SQL Server Machine Learning Services.","[Table]"
820,89943,"Application  Database Development","DevOps, Continuous Integration  Automated Testing: Rule them all","Do you want to make your deployments risk free? Do you want to deliver business values to your customers faster? Do you want to increase the efficiency of your Team? Are your application and database deployment separate processes? Do you encounter issues while deploying your database changes? Do you want to automate your testing process? Is your database slowing you down?

If the answer to any of the above questions is a Yes, then this presentation is for YOU. 
Come join me in this 60 min session to understand the problems with traditional database development, why organizations are moving towards achieving Continuous Integration and Database DevOps, the problems it tries to solve and learn about the toolsets which will assist you in this journey towards painless database deployments.","Solution Architect, EBSCO Industries, Birmingham, AL","Samir Behara"," Beginner","[List]","No","http://www.sqlsaturday.com/820/Speakers/Details.aspx?name=samir-behara&amp;spid=5382"," Application & Database Development","Do you want to make your deployments risk free? Do you want to deliver business values to your customers faster? Do you want to increase the efficiency of your Team? Are your application and database deployment separate processes? Do you encounter issues while deploying your database changes? Do you want to automate your testing process? Is your database slowing you down?","[Table]"
820,90618,"BI Information Delivery","T-SQL Dynamic Duo: Window Functions and Common Table Expressions (CTE)","Life and movies have great dynamic duos: Hans Solo and Chewy, Bogey and Bacall, Batman and Robin, Red Wine and Dark Chocolate (my personal favorite) to name a few; now let me introduce you to another Dynamic Duo: Window Functions and CTEs.  Don’t confuse Window functions with the Windows operating system; Window functions are ANSI standard T-SQL functions used in writing queries.  Common Table Expressions (CTE) specifies a temporary named result set and are leveraged as a way to filter Window functions.
Window functions supercharge your code to show detail and aggregate level data in the same SELECT statement without grouping, easily creates running totals, computes percentages, de-dups data and more.  We’ll see how using the Offset functions enables you to include different values without using a self-join.  There’s much to see and learn in this demo packed session, I hope you’ll join me for another adventure!","BI Data Analyst, MoneySolvers","Susan Schneider"," Beginner","[List]","No","http://www.sqlsaturday.com/820/Speakers/Details.aspx?name=susan-schneider&amp;spid=5840"," BI Information Delivery","Life and movies have great dynamic duos: Hans Solo and Chewy, Bogey and Bacall, Batman and Robin, Red Wine and Dark Chocolate (my personal favorite) to name a few; now let me introduce you to another Dynamic Duo: Window Functions and CTEs.  Don’t confuse Window functions with the Windows operating system; Window functions are ANSI standard T-SQL functions used in writing queries.  Common Table Expressions (CTE) specifies a temporary named result set and are leveraged as a way to filter Window functions.","[Table]"
820,86810,"Enterprise Database Administration  Deployment","Extended Events: What are they and How do I use them","Extended Events are an essential part of properly monitoring and every DBA should know what they are and how to use them.  This session will cover the basics of Extended events as well as an introduction to the system_health session.  This session will give someone who has never used Extended events before the skills to start using them!","","Dave Bland"," Beginner","[List]","No","http://www.sqlsaturday.com/820/Speakers/Details.aspx?name=dave-bland&amp;spid=2087"," Enterprise Database Administration & Deployment","Extended Events are an essential part of properly monitoring and every DBA should know what they are and how to use them.  This session will cover the basics of Extended events as well as an introduction to the system_health session.  This session will give someone who has never used Extended events before the skills to start using them!","[Table]"
820,90940,"Professional Development","Using Analytics to Optimize your Resume for Applicant Tracking System","Ever wonder why your resume ends up in a black hole when you submit it online? You know what your resume looks like, but do you ever wonder how a computer sees your resume? Let us show you how to use analytics to make your resume stand out not only to HR, but also to the computer. Guaranteed to be a light bulb moment for your career search efforts!  Beneficial for all levels including those transitioning fields, trying to enter the industry or trying to make a career move.","Head of IT Services &amp; IT Services Management Dept, Lumbee Group","Brandi Kiehl"," Beginner","[List]","No","http://www.sqlsaturday.com/820/Speakers/Details.aspx?name=brandi-kiehl&amp;spid=5915"," Professional Development","Ever wonder why your resume ends up in a black hole when you submit it online? You know what your resume looks like, but do you ever wonder how a computer sees your resume? Let us show you how to use analytics to make your resume stand out not only to HR, but also to the computer. Guaranteed to be a light bulb moment for your career search efforts!  Beneficial for all levels including those transitioning fields, trying to enter the industry or trying to make a career move.","[Table]"
820,86767,"Analytics and Visualization","R For the SQL Server Developer","R is the premiere language for data analysis.  If the world of data science sounds fun and exciting, now is the time to get into R.  We will walk through the core constructs of R, learn how to retrieve data from flat files and databases, and get a peek at the power behind R.  This session will also give resources on where to go in order to become more familiar with statistics, R the language, and the R package ecosystem.","Predictive Analytics Manager, ChannelAdvisor","Kevin Feasel"," Beginner","[List]","No","http://www.sqlsaturday.com/820/Speakers/Details.aspx?name=kevin-feasel&amp;spid=2253"," Analytics and Visualization","R is the premiere language for data analysis.  If the world of data science sounds fun and exciting, now is the time to get into R.  We will walk through the core constructs of R, learn how to retrieve data from flat files and databases, and get a peek at the power behind R.  This session will also give resources on where to go in order to become more familiar with statistics, R the language, and the R package ecosystem.","[Table]"
820,86642,"Enterprise Database Administration  Deployment","Top 5 Tips to Keep Always On AGs Humming and Users Happy","Have you ever wondered what it takes to keep an Always On availability group running and the users and administrators who depend on it happy? Let my experience maintaining several production Always On Availability Groups provide you some battle-tested information and hopefully save you some sleepless nights. From security tips to maintenance advice, come hear about some less than obvious tips that will keep users happy and the DBA’s phone quiet.","Data Platform Solution Architect, DMI","Matt Gordon"," Beginner","[List]","No","http://www.sqlsaturday.com/820/Speakers/Details.aspx?name=matt-gordon&amp;spid=4776"," Enterprise Database Administration & Deployment","Have you ever wondered what it takes to keep an Always On availability group running and the users and administrators who depend on it happy? Let my experience maintaining several production Always On Availability Groups provide you some battle-tested information and hopefully save you some sleepless nights. From security tips to maintenance advice, come hear about some less than obvious tips that will keep users happy and the DBA’s phone quiet.","[Table]"
820,90701,"Enterprise Database Administration  Deployment","The Force of Management Data Warehouse","DBA’s, Did you know that SQL Server has a built-in way of collecting system and performance information on your SQL servers in one central location? Leave the Darkside and take this journey to see how the Management Data Warehouse (MDW) is created, Data Collectors are setup, and looking at the included reports to answer your questions like What are my most expensive queries (CPU, IO, or duration)? What is my SQL Server waiting on? Which are the fastest growing databases? Knowledge is power of the force where the MDW can help with proactive query tuning, historical query analysis, performance baselining, database growth forecasting, and storage planning.","Database Administrator, Enterprise Integration","Steven Wheeler"," Beginner","[List]","No","http://www.sqlsaturday.com/820/Speakers/Details.aspx?name=steven-wheeler&amp;spid=6312"," Enterprise Database Administration & Deployment","DBA’s, Did you know that SQL Server has a built-in way of collecting system and performance information on your SQL servers in one central location? Leave the Darkside and take this journey to see how the Management Data Warehouse (MDW) is created, Data Collectors are setup, and looking at the included reports to answer your questions like What are my most expensive queries (CPU, IO, or duration)? What is my SQL Server waiting on? Which are the fastest growing databases? Knowledge is power of the force where the MDW can help with proactive query tuning, historical query analysis, performance baselining, database growth forecasting, and storage planning.","[Table]"
820,86764,"Advanced Analysis Techniques","Classification With Naive Bayes","The Naïve Bayes series of algorithms are some of the simplest classification algorithms, but they tend to offer reasonably good results very quickly for a number of problems, including Natural Language Processing problems such as spam classification, as well as more classical feature-driven classification.  In this talk, we will look at the math behind Naïve Bayes classification, solving problems by hand before looking at a package in R which solves the problem for us.  By the end of this talk, you should be able to apply Naïve Bayes to existing problems.  No experience with statistics is required, although there will be a small amount of math.","Predictive Analytics Manager, ChannelAdvisor","Kevin Feasel"," Beginner","[List]","No","http://www.sqlsaturday.com/820/Speakers/Details.aspx?name=kevin-feasel&amp;spid=2253"," Advanced Analysis Techniques","The Naïve Bayes series of algorithms are some of the simplest classification algorithms, but they tend to offer reasonably good results very quickly for a number of problems, including Natural Language Processing problems such as spam classification, as well as more classical feature-driven classification.  In this talk, we will look at the math behind Naïve Bayes classification, solving problems by hand before looking at a package in R which solves the problem for us.  By the end of this talk, you should be able to apply Naïve Bayes to existing problems.  No experience with statistics is required, although there will be a small amount of math.","[Table]"
820,90712,"Application  Database Development","Data DevOps: Top 5 Blockers to Success","Implementing DevOps for data isn’t easy. The tools, technologies, and practices are still evolving, and organizations often struggle to make the transition to more agile ways of delivering data-centric solutions. During this session, we’ll discuss the top 5 issues that impact successfully moving to a Data DevOps approach, including challenges with people, processes, and technology. Since one size does not fit all, we will also cover multiple potential solutions to these blockers.","VP of Engineering, SentryOne","John Welch"," Beginner","[List]","No","http://www.sqlsaturday.com/820/Speakers/Details.aspx?name=john-welch&amp;spid=120"," Application & Database Development","Implementing DevOps for data isn’t easy. The tools, technologies, and practices are still evolving, and organizations often struggle to make the transition to more agile ways of delivering data-centric solutions. During this session, we’ll discuss the top 5 issues that impact successfully moving to a Data DevOps approach, including challenges with people, processes, and technology. Since one size does not fit all, we will also cover multiple potential solutions to these blockers.","[Table]"
