SessionID,EventID,SpeakerID,SpeakerName
87404,836,87404,"Javier Villegas"
90314,836,90314,"Milenko Brzovic"
87736,836,87736,"Senthamil V"
90117,836,90117,"Nestor Campos"
90543,836,90543,"Mauricio Gamboa"
87737,836,87737,"Senthamil V"
90134,836,90134,"Cristobal Ibarra"
89450,836,89450,"Carlos Farias"
89611,836,89611,"Cristobal Ibarra"
88463,836,88463,"Daniel Fischer"
90981,836,90981,"PABLO JAVIER FERNANDEZ"
89713,836,89713,"Ricardo Solar"
90184,836,90184,"Gaston Cruz"
87636,836,87636,"Juan Pablo Moraga"
87623,839,87623,"Meagan Longoria"
87482,839,87482,"Alex Grinberg"
87814,839,87814,"Anders Pedersen"
87478,839,87478,"Louis Davidson"
87808,839,87808,"Rick Lowe"
87261,839,87261,"Thomas Norman"
87762,839,87762,"Rie Irish"
88258,839,88258,"Samir Behara"
88304,839,88304,"Greg Moore"
89064,839,89064,"Patrick LeBlanc"
88660,839,88660,"Mindy Curnutt"
88918,839,88918,"John Miner"
88548,839,88548,"Patrick LeBlanc"
89279,839,89279,"John Morehouse"
88667,839,88667,"Andrew Kelly"
91268,839,91268,"Jim Donahoe"
91692,839,91692,"Eric Flamm"
91723,839,91723,"Tracy Boggiano"
88668,839,88668,"Andrew Kelly"
90705,839,90705,"Brian Hansen"
88870,839,88870,"Sean Forgatch"
87283,839,87283,"Angela Tidwell"
87570,839,87570,"Matt Cushing"
87456,839,87456,"Bhakthi Liyanage"
88969,839,88969,"Slava Murygin"
87314,839,87314,"Dave Bland"
87272,839,87272,"Andy Leonard"
88518,839,88518,"Karlyn LeBlanc"
87258,839,87258,"Chris Bell"
87820,839,87820,"Jon Tupitza"
87487,839,87487,"Judith Moffitt"
87514,839,87514,"David Patrick"
91777,839,91777,"Lance Tidwell"
89278,839,89278,"John Morehouse"
90000,839,90000,"Michael Wharton"
87480,839,87480,"boB Taylor"
87907,839,87907,"Jamie Wick"
87929,839,87929,"Azhagappan Arunachalam"
87449,839,87449,"Angela Henry"
89843,840,89843,"Dmitry Anoshin"
90425,840,90425,"Rick Lowe"
87381,840,87381,"Chris Wood"
90629,840,90629,"Christopher Docherty"
90626,840,90626,"Christopher Docherty"
90919,840,90919,"Jay Falck"
90610,840,90610,"Sepand Gojgini"
88817,840,88817,"Jay Falck"
91186,840,91186,"Randolph West"
90427,840,90427,"Rick Lowe"
88444,840,88444,"Randolph West"
89518,840,89518,"Mike Diehl"
91185,840,91185,"Randolph West"
89520,840,89520,"Mike Diehl"
90609,840,90609,"Sepand Gojgini"
91208,840,91208,"Brian Gale"
91759,840,91759,"Anthony van Orizande"
91597,840,91597,"Sam Hamilton"
90086,840,90086,"Chris C"
89624,842,89624,"Brian Larson"
90185,842,90185,"Scott Hietpas"
90596,842,90596,"Ed Leighton-Dick"
90054,842,90054,"Pat Phelan"
88359,842,88359,"Dan Mallott"
90595,842,90595,"Ed Leighton-Dick"
88207,842,88207,"Sean Forgatch"
90186,842,90186,"Bob Charapata"
89499,842,89499,"Ashley Day"
88288,842,88288,"Dave Bland"
88450,842,88450,"Kevin Feasel"
88395,842,88395,"Andy Yun"
89055,842,89055,"Justin Mannhardt"
90027,842,90027,"Cassie Zirbel"
88392,842,88392,"Andy Yun"
89302,842,89302,"Joshuha Owen"
88361,842,88361,"Dan Mallott"
90600,842,90600,"Riley Major"
88396,842,88396,"Andy Yun"
89389,842,89389,"Daniel Woods"
90407,842,90407,"Allen White"
90037,842,90037,"Thomas Lane"
90545,842,90545,"John Eisbrener"
88230,842,88230,"Ross McNeely"
90603,842,90603,"Arthur Daniels III"
88403,842,88403,"Jim Dorame"
89800,842,89800,"Erin Dempster"
91124,842,91124,"Brijeet Akula"
89390,842,89390,"Jordan Anderson"
88247,842,88247,"Ameena Lalani"
88286,842,88286,"Dave Bland"
90289,842,90289,"Phil Ekins"
88471,842,88471,"Ben Miller"
88448,842,88448,"Kevin Feasel"
88814,842,88814,"Jake Manske"
89831,842,89831,"Marcus Radue"
90408,842,90408,"Allen White"
90053,842,90053,"Pat Phelan"
90565,842,90565,"Erik Darling"
89517,842,89517,"Jeremiah Robinson"
88504,842,88504,"Joe Obbish"
88294,843,88294,"Steve Simon"
88906,843,88906,"John Miner"
89040,843,89040,"Franck Mercier"
89228,843,89228,"Manuel Pineda"
88905,843,88905,"John Miner"
88340,843,88340,"Clay Jackson"
88338,843,88338,"Clay Jackson"
89039,843,89039,"Franck Mercier"
88296,843,88296,"Steve Simon"
88636,846,88636,"Thomas Norman"
88345,846,88345,"Jennifer McCown"
88019,846,88019,"Louis Davidson"
88497,846,88497,"Angela Henry"
88765,846,88765,"Andrew Kelly"
88018,846,88018,"Louis Davidson"
88759,846,88759,"Tracy Boggiano"
88764,846,88764,"Andrew Kelly"
89538,846,89538,"Chris Bell"
89298,846,89298,"Jason Brimhall"
89582,846,89582,"Bill Lund"
90261,846,90261,"Sean McCown"
89299,846,89299,"Jason Brimhall"
90262,846,90262,"Sean McCown"
91947,846,91947,"Justin Randall"
88679,846,88679,"Eugene Meidinger"
89197,846,89197,"Rick Heiges"
88017,846,88017,"George Walkey"
88757,846,88757,"Tracy Boggiano"
88677,846,88677,"Eugene Meidinger"
89185,846,89185,"Mark Hudson"
89044,846,89044,"Cameron Snapp"
88431,846,88431,"Azhagappan Arunachalam"
88738,846,88738,"Michael Wharton"
89198,846,89198,"Rick Heiges"
89408,846,89408,"Rick Lowe"
88184,846,88184,"Justin Randall"
88346,846,88346,"Jennifer McCown"
89854,846,89854,"Monica Rathbun"
89443,846,89443,"Allen Shepard"
88187,846,88187,"Justin Randall"
88189,846,88189,"Jamie Wick"
88188,846,88188,"Jamie Wick"
89494,846,89494,"Marsha Pierce"
89580,846,89580,"Carlos L Chacon"
91992,846,91992,"Carlos L Chacon"
92020,846,92020,"Greg Samuels"
89541,846,89541,"Chris Bell"
88195,847,88195,"Charles Embry Jr"
88638,847,88638,"Grant Fritchey"
88576,847,88576,"Mitchell Bottel"
88928,847,88928,"Leonard Lobel"
89530,847,89530,"Kevin Kline"
89245,847,89245,"Deji Akomolafe"
89700,847,89700,"Ami Levin"
89994,847,89994,"Ginger Grant"
90265,847,90265,"Jeff Prom"
90253,847,90253,"Ted Stathakis"
90143,847,90143,"Vern Rabe"
89460,847,89460,"Mohammad Darab"
90468,847,90468,"Bill Fellows"
89386,847,89386,"Jason Horner"
88065,847,88065,"Suresh Datla"
90451,847,90451,"Patrick Partin"
90503,847,90503,"Kevin Mackey"
90670,847,90670,"Andrew Karcher"
89740,847,89740,"Simon Cho"
90676,847,90676,"Andrew Nakamura"
90480,847,90480,"Benjamin Nevarez"
90646,847,90646,"Phil Robinson"
90509,847,90509,"Rick Lowe"
90697,847,90697,"Randy Knight"
90525,847,90525,"Joseph D'Antoni"
90718,847,90718,"Sitotpal Sarkar"
91899,847,91899,"Diane Schuster"
90142,847,90142,"Thomas Hull"
90661,847,90661,"PEIXIN WANG"
90674,847,90674,"Brodie Brickey"
89523,847,89523,"Denny Cherry"
89873,847,89873,"Jeff Iannucci"
91585,847,91585,"Alicia Moniz"
90287,847,90287,"Ike Ellis"
90681,847,90681,"Vlad Vlasceanu"
89584,847,89584,"John Wells"
90731,847,90731,"SUNG WOOK KANG"
89882,847,89882,"John Morehouse"
91978,847,91978,"Trent Mera"
89633,847,89633,"Kathi Kellenberger"
90470,847,90470,"Meagan Longoria"
88311,847,88311,"Hasan Savran"
89306,847,89306,"Armando Lacerda"
89875,847,89875,"Michellea David"
89043,847,89043,"Warren Sifre"
89632,847,89632,"Kathi Kellenberger"
90376,847,90376,"Brett Powell"
90309,847,90309,"Steve Rezhener"
90214,847,90214,"Vazi Okhandiar"
89495,847,89495,"Marsha Pierce"
91587,847,91587,"Ted Stathakis"
89803,847,89803,"Monica Rathbun"
90301,847,90301,"Elaena Bakman"
88880,850,88880,"Mihail Mateev"
89157,850,89157,"Gethyn Ellis"
90020,850,90020,"Matija Lah"
90395,850,90395,"Gergely Csom"
91612,850,91612,"Tobias Koprowski"
90404,850,90404,"Catalin Gheorghiu"
90695,850,90695,"Zoltán Hangyál"
89073,850,89073,"Tomaž Kaštrun"
88711,850,88711,"Marcin Szeliga"
90007,850,90007,"Satya Jayanty"
90351,850,90351,"LEONEL ABREU"
90245,850,90245,"Liviu Ieran"
91066,850,91066,"Zoltán Horváth"
88068,851,88068,"Uwe Ricken"
88101,851,88101,"Alexander Arvidsson"
88055,851,88055,"Thomas Hütter"
88179,851,88179,"Dennes Torres"
88058,851,88058,"Oskari Heikkinen"
88201,851,88201,"David Barbarin"
88554,851,88554,"Grant Fritchey"
88620,851,88620,"Johan Ludvig Brattås"
88633,851,88633,"Miloš Radivojević"
90462,851,90462,"Pinal Dave"
90634,851,90634,"Ted Malone"
90688,851,90688,"Matthew Roche"
91378,851,91378,"Kevin Kline"
90994,851,90994,"Joakim Nyström"
91273,851,91273,"Ola Hallengren"
89046,851,89046,"Erland Sommarskog"
89464,851,89464,"Dave Ruijter"
90744,851,90744,"Dr. Subramani Paramasivam"
88048,851,88048,"Jens Vestergaard"
88618,851,88618,"Chris Adkin"
90574,851,90574,"Mikael Wedham"
88091,851,88091,"Christophe Laporte"
89337,851,89337,"Ruth Pozuelo Martinez"
88071,851,88071,"Alexander Klein"
88584,851,88584,"Magnus Ahlkvist"
88483,851,88483,"Vedran Kesegic"
88083,851,88083,"Andreas Bergstedt"
88799,851,88799,"Andrew Pruski"
88087,851,88087,"Satya Jayanty"
89657,863,89657,"Joseph Fleming"
89397,863,89397,"Solomon Rutzky"
89741,863,89741,"Sandra Peele"
89438,863,89438,"Kellyn Pot'Vin-Gorman"
89421,863,89421,"Thomas Norman"
90049,863,90049,"Diane Schuster"
89973,863,89973,"Tracy Boggiano"
90566,863,90566,"Elizabeth Noble"
90644,863,90644,"Zeydy Ortiz"
90286,863,90286,"David Klee"
90612,863,90612,"Anders Pedersen"
90788,863,90788,"Brett Tomson"
90571,863,90571,"Stuart Ainsworth"
90660,863,90660,"Shannon Lowder"
90585,863,90585,"Andy Leonard"
90694,863,90694,"Carlos L Chacon"
89413,863,89413,"George Walkey"
90642,863,90642,"Ryan Adams"
90625,863,90625,"Mark Wilkinson"
90724,863,90724,"Melissa Coates"
90733,863,90733,"Derick Linkous"
90630,863,90630,"Jeff Nowiski"
90729,863,90729,"Wayne Sheffield"
91090,863,91090,"Chris Skorlinski"
90702,863,90702,"John Welch"
90623,863,90623,"Jeff Mlakar"
90721,863,90721,"Jason Brimhall"
90730,863,90730,"Wayne Sheffield"
91505,863,91505,"Alec Pickup"
89440,863,89440,"Liz Barrett"
90252,863,90252,"Jamie Wick"
91221,863,91221,"Collin Benkler"
90046,863,90046,"Zach Maddigan"
90187,863,90187,"Mark Hudson"
91219,863,91219,"Dale Burnett"
90194,863,90194,"Azhagappan Arunachalam"
90070,863,90070,"David Klee"
91506,863,91506,"Richard Waymire"
91836,863,91836,"Kevin Feasel"
89404,863,89404,"Bhakthi Liyanage"
89398,863,89398,"Mark Gordon"
89626,863,89626,"Leveat Ruse"
