id,entities_id,status,users_id_recipient,requesttypes_id,itilcategories_id,close_delay_stat,solve_delay_stat,takeintoaccount_delay_stat,date_creation,Data,is_deleted,solvedate,type,Tipo Ticket
"2366","1","6","101","1","55",57600,0,1,2019-06-24 12:03:45.000,2019-06-24 00:00:00.000,"FALSE",2019-06-24 12:06:46.000,"2","Requisicao"
"2586","3","6","94","1","37",62305,0,1,2019-08-16 18:47:30.000,2019-08-16 00:00:00.000,"FALSE",2019-08-19 10:41:35.000,"2","Requisicao"
"2590","1","6","20","1","42",57600,0,1,2019-08-19 12:41:53.000,2019-08-19 00:00:00.000,"FALSE",2019-08-19 12:47:01.000,"2","Requisicao"
"2659","3","6","76","1","73",57600,0,1,2019-09-04 12:06:06.000,2019-09-04 00:00:00.000,"FALSE",2019-09-04 12:06:41.000,"1","Incidente"
"2672","3","6","94","1","37",28800,0,1,2019-09-06 08:46:15.000,2019-09-06 00:00:00.000,"FALSE",2019-09-06 08:52:09.000,"2","Requisicao"
"2689","2","6","76","1","42",0,0,1,2019-09-10 12:12:03.000,2019-09-10 00:00:00.000,"FALSE",2019-09-10 12:12:39.000,"2","Requisicao"
"2729","2","6","47","1","52",57600,0,1,2019-09-17 12:04:11.000,2019-09-17 00:00:00.000,"FALSE",2019-09-17 12:12:56.000,"1","Incidente"
"2736","1","6","76","1","42",57600,0,1,2019-09-18 12:10:08.000,2019-09-18 00:00:00.000,"FALSE",2019-09-18 12:12:37.000,"1","Incidente"
"2741","3","6","73","1","73",66976,0,1,2019-09-20 08:23:12.000,2019-09-20 00:00:00.000,"FALSE",2019-09-24 09:23:44.000,"2","Requisicao"
"2769","3","6","62","1","42",57600,0,1,2019-09-24 12:16:54.000,2019-09-24 00:00:00.000,"FALSE",2019-09-24 12:17:25.000,"2","Requisicao"
"2846","1","6","33","1","62",57600,0,1,2019-10-07 12:18:31.000,2019-10-07 00:00:00.000,"FALSE",2019-10-07 12:23:31.000,"2","Requisicao"
"2860","3","6","73","1","37",28800,0,1,2019-10-11 08:27:49.000,2019-10-11 00:00:00.000,"FALSE",2019-10-11 08:38:33.000,"2","Requisicao"
"2935","2","6","92","1","49",28800,0,1,2019-10-30 18:35:39.000,2019-10-30 00:00:00.000,"FALSE",2019-10-30 18:51:21.000,"2","Requisicao"
"2938","3","6","16","1","37",28800,0,1,2019-10-31 13:17:56.000,2019-10-31 00:00:00.000,"FALSE",2019-10-31 13:32:42.000,"2","Requisicao"
"2944","3","6","93","1","73",75600,0,1,2019-11-04 12:03:08.000,2019-11-04 00:00:00.000,"FALSE",2019-11-04 12:23:15.000,"2","Requisicao"
"2970","3","6","114","1","42",0,0,1,2019-11-08 12:02:34.000,2019-11-08 00:00:00.000,"FALSE",2019-11-08 12:04:57.000,"1","Incidente"
"2986","1","6","76","1","50",75600,0,1,2019-11-12 12:19:14.000,2019-11-12 00:00:00.000,"FALSE",2019-11-12 12:23:42.000,"2","Requisicao"
"2997","1","6","9","1","73",18000,0,1,2019-11-14 12:45:42.000,2019-11-14 00:00:00.000,"FALSE",2019-11-14 12:45:54.000,"1","Incidente"
"3007","2","6","108","1","42",57600,0,1,2019-11-18 18:25:08.000,2019-11-18 00:00:00.000,"FALSE",2019-11-18 18:38:53.000,"1","Incidente"
"3008","3","6","114","1","42",0,0,1,2019-11-18 18:42:24.000,2019-11-18 00:00:00.000,"FALSE",2019-11-18 18:42:56.000,"1","Incidente"
"3009","2","6","92","1","68",75600,0,1,2019-11-19 12:30:41.000,2019-11-19 00:00:00.000,"FALSE",2019-11-19 12:33:11.000,"1","Incidente"
"3035","3","6","102","1","62",57600,0,1,2019-11-25 18:16:58.000,2019-11-25 00:00:00.000,"FALSE",2019-11-25 18:23:56.000,"2","Requisicao"
"3036","3","6","102","1","62",57600,0,1,2019-11-25 18:18:57.000,2019-11-25 00:00:00.000,"FALSE",2019-11-25 18:23:36.000,"2","Requisicao"
"3118","3","6","21","1","42",75600,0,1,2019-12-17 12:00:45.000,2019-12-17 00:00:00.000,"FALSE",2019-12-17 12:02:31.000,"2","Requisicao"
"3119","3","6","21","1","42",75600,0,1,2019-12-17 12:01:21.000,2019-12-17 00:00:00.000,"FALSE",2019-12-17 12:02:02.000,"1","Incidente"
"3121","2","6","58","1","73",75600,0,1,2019-12-17 12:50:44.000,2019-12-17 00:00:00.000,"FALSE",2019-12-17 12:51:16.000,"1","Incidente"
"3189","1","6","39","1","73",57600,0,1,2020-01-07 18:21:25.000,2020-01-07 00:00:00.000,"FALSE",2020-01-07 18:21:42.000,"1","Incidente"
"3191","1","6","120","1","121",57600,0,1,2020-01-07 18:24:00.000,2020-01-07 00:00:00.000,"FALSE",2020-01-07 18:27:20.000,"1","Incidente"
"3198","1","6","120","1","121",57600,0,1,2020-01-08 18:12:34.000,2020-01-08 00:00:00.000,"FALSE",2020-01-08 18:17:34.000,"2","Requisicao"
"3199","1","6","120","1","121",57600,0,1,2020-01-08 18:12:39.000,2020-01-08 00:00:00.000,"FALSE",2020-01-08 18:15:54.000,"2","Requisicao"
"3262","3","6","16","1","42",892800,0,1,2020-01-22 08:58:53.000,2020-01-22 00:00:00.000,"FALSE",2020-01-22 08:59:34.000,"2","Requisicao"
"3478","1","6","33","1","74",59161,0,1,2020-03-11 08:23:20.000,2020-03-11 00:00:00.000,"FALSE",2020-03-11 08:25:54.000,"2","Requisicao"
"3541","1","6","39","1","32",71401,0,1,2020-03-23 12:15:09.000,2020-03-23 00:00:00.000,"FALSE",2020-03-23 12:39:47.000,"2","Requisicao"
"3581","1","6","20","1","32",18000,0,1,2020-03-27 18:54:47.000,2020-03-27 00:00:00.000,"FALSE",2020-04-03 12:09:05.000,"2","Requisicao"
"3582","1","6","13","1","32",28800,0,1,2020-03-30 08:53:58.000,2020-03-30 00:00:00.000,"FALSE",2020-03-30 20:50:01.000,"2","Requisicao"
"3583","2","6","107","1","42",28800,0,1,2020-03-30 10:43:52.000,2020-03-30 00:00:00.000,"FALSE",2020-03-30 15:41:48.000,"2","Requisicao"
"3584","2","6","23","1","37",28800,0,1,2020-03-30 10:48:50.000,2020-03-30 00:00:00.000,"FALSE",2020-03-30 15:53:16.000,"2","Requisicao"
"3585","3","6","40","1","74",28800,0,1,2020-03-30 11:38:10.000,2020-03-30 00:00:00.000,"FALSE",2020-03-30 16:48:34.000,"2","Requisicao"
"3587","1","6","119","1","53",28800,0,1,2020-03-30 14:29:43.000,2020-03-30 00:00:00.000,"FALSE",2020-03-30 16:52:29.000,"2","Requisicao"
"3588","1","6","36","1","32",28800,0,1,2020-03-30 15:29:07.000,2020-03-30 00:00:00.000,"FALSE",2020-03-30 17:06:28.000,"2","Requisicao"
"3594","1","6","11","1","37",53401,0,1,2020-04-01 13:30:42.000,2020-04-01 00:00:00.000,"FALSE",2020-04-01 14:54:16.000,"2","Requisicao"
"3645","1","6","91","1","32",46800,0,1,2020-04-16 12:24:30.000,2020-04-16 00:00:00.000,"FALSE",2020-04-16 12:36:48.000,"2","Requisicao"
"3735","3","6","97","1","128",82201,0,1,2020-05-18 08:29:21.000,2020-05-18 00:00:00.000,"FALSE",2020-05-18 08:37:04.000,"1","Incidente"
"3839","2","6","10","1","42",57600,0,1,2020-06-08 18:31:17.000,2020-06-08 00:00:00.000,"FALSE",2020-06-08 18:32:09.000,"2","Requisicao"
"3857","1","6","74","1","42",71401,0,1,2020-06-10 12:17:38.000,2020-06-10 00:00:00.000,"FALSE",2020-06-10 12:22:40.000,"1","Incidente"
"3882","1","6","22","1","42",82201,0,1,2020-06-16 08:27:57.000,2020-06-16 00:00:00.000,"FALSE",2020-06-16 08:28:19.000,"1","Incidente"
"3964","3","6","41","1","37",82261,0,1,2020-06-30 05:53:53.000,2020-06-30 00:00:00.000,"FALSE",2020-06-30 08:08:26.000,"1","Incidente"
"3979","3","6","105","1","128",82261,0,1,2020-07-06 08:28:01.000,2020-07-06 00:00:00.000,"FALSE",2020-07-06 08:45:18.000,"1","Incidente"
"4025","2","6","113","1","63",57600,0,1,2020-07-16 08:14:59.000,2020-07-16 00:00:00.000,"FALSE",2020-07-16 08:20:18.000,"2","Requisicao"
"977","3","6","40","1","49",18000,3762,1,2018-02-16 12:14:24.000,2018-02-16 00:00:00.000,"FALSE",2018-02-16 14:02:42.000,"1","Incidente"
"1148","1","6","76","1","34",75600,51942,1,2018-03-27 12:35:09.000,2018-03-27 00:00:00.000,"FALSE",2018-03-29 10:25:42.000,"2","Requisicao"
"1243","1","6","39","1","58",178022,111747,1,2018-04-25 12:23:20.000,2018-04-25 00:00:00.000,"FALSE",2018-05-02 11:02:27.000,"1","Incidente"
"1430","1","6","77","1","57",143998,75600,1,2018-07-05 12:06:37.000,2018-07-05 00:00:00.000,"FALSE",2019-03-20 15:00:02.000,"1","Incidente"
"1643","1","6","13","1","70",46800,5355,1,2018-09-13 12:01:22.000,2018-09-13 00:00:00.000,"FALSE",2018-09-13 14:29:15.000,"1","Incidente"
"1748","1","6","43","1","32",46800,18000,1,2018-10-30 12:08:30.000,2018-10-30 00:00:00.000,"FALSE",2018-10-31 15:59:13.000,"1","Incidente"
"1751","3","6","62","1","70",131722,65184,1,2018-10-31 09:22:40.000,2018-10-31 00:00:00.000,"FALSE",2019-01-28 15:31:02.000,"1","Incidente"
"1893","2","6","10","1","49",8808,8609,1,2019-01-18 12:20:33.000,2019-01-18 00:00:00.000,"FALSE",2019-02-01 17:56:41.000,"2","Requisicao"
"1895","1","6","60","1","54",75600,26937,1,2019-01-23 12:28:53.000,2019-01-23 00:00:00.000,"FALSE",2019-01-24 11:28:57.000,"1","Incidente"
"1915","2","6","47","1","49",28800,28462,1,2019-01-31 19:39:31.000,2019-01-31 00:00:00.000,"FALSE",2019-02-01 17:54:22.000,"1","Incidente"
"1947","1","6","74","1","51",277200,208915,1,2019-02-11 12:39:02.000,2019-02-11 00:00:00.000,"FALSE",2019-02-20 15:01:55.000,"2","Requisicao"
"1950","1","6","11","1","125",75600,9297,1,2019-02-13 12:24:53.000,2019-02-13 00:00:00.000,"FALSE",2019-02-13 15:34:57.000,"1","Incidente"
"2048","2","6","47","1","48",547200,484051,1,2019-04-01 12:15:30.000,2019-04-01 00:00:00.000,"FALSE",2019-04-24 16:27:31.000,"2","Requisicao"
"2051","1","6","60","1","55",68400,10800,1,2019-04-01 15:05:12.000,2019-04-01 00:00:00.000,"FALSE",2019-04-02 12:04:09.000,"2","Requisicao"
"2092","1","6","26","1","42",363600,338319,1,2019-04-10 12:17:21.000,2019-04-10 00:00:00.000,"FALSE",2019-04-26 09:58:39.000,"2","Requisicao"
"2100","1","6","76","1","42",414000,377399,1,2019-04-10 19:30:35.000,2019-04-10 00:00:00.000,"FALSE",2019-04-30 09:49:59.000,"2","Requisicao"
"2101","1","6","39","1","55",1890000,1861200,1,2019-04-11 12:01:45.000,2019-04-11 00:00:00.000,"FALSE",2019-07-11 18:19:13.000,"1","Incidente"
"2139","1","6","91","1","30",190800,125437,1,2019-04-18 12:18:45.000,2019-04-18 00:00:00.000,"FALSE",2019-04-24 15:50:37.000,"2","Requisicao"
"2233","1","6","13","1","120",2062800,2024328,1,2019-05-16 12:11:31.000,2019-05-16 00:00:00.000,"FALSE",2019-08-22 15:18:48.000,"2","Requisicao"
"2269","1","6","22","1","30",104400,43850,1,2019-05-24 12:24:43.000,2019-05-24 00:00:00.000,"FALSE",2019-05-27 17:10:50.000,"2","Requisicao"
"2281","1","6","91","1","54",54526,28800,1,2019-05-29 12:21:48.000,2019-05-29 00:00:00.000,"FALSE",2019-05-31 09:51:14.000,"2","Requisicao"
"2282","2","6","98","1","48",75600,28800,1,2019-05-29 12:21:54.000,2019-05-29 00:00:00.000,"FALSE",2019-05-30 12:09:49.000,"2","Requisicao"
"2308","1","6","76","1","42",75600,11944,1,2019-06-04 12:24:31.000,2019-06-04 00:00:00.000,"FALSE",2019-06-04 16:19:04.000,"2","Requisicao"
"2343","3","6","94","1","37",162000,94777,1,2019-06-12 12:18:36.000,2019-06-12 00:00:00.000,"FALSE",2019-06-17 15:19:37.000,"2","Requisicao"
"2587","3","6","94","1","42",97200,36029,1,2019-08-19 08:40:28.000,2019-08-19 00:00:00.000,"FALSE",2019-08-20 11:00:29.000,"1","Incidente"
"2612","3","6","32","1","119",28800,20033,1,2019-08-22 18:07:23.000,2019-08-22 00:00:00.000,"FALSE",2019-08-23 15:33:53.000,"2","Requisicao"
"2620","3","6","103","1","42",86400,24510,1,2019-08-26 12:03:04.000,2019-08-26 00:00:00.000,"FALSE",2019-08-27 10:48:30.000,"2","Requisicao"
"2634","1","6","43","1","49",190800,120811,1,2019-08-28 12:00:05.000,2019-08-28 00:00:00.000,"FALSE",2019-09-03 14:33:31.000,"1","Incidente"
"2635","1","6","43","1","49",75600,17599,1,2019-08-28 12:01:59.000,2019-08-28 00:00:00.000,"FALSE",2019-08-28 17:53:19.000,"1","Incidente"
"2637","1","6","76","1","73",57600,27669,1,2019-08-28 18:11:36.000,2019-08-28 00:00:00.000,"FALSE",2019-08-29 17:41:09.000,"1","Incidente"
"2638","1","6","76","1","73",201600,161609,1,2019-08-28 18:38:09.000,2019-08-28 00:00:00.000,"FALSE",2019-09-05 14:53:29.000,"1","Incidente"
"2642","2","6","10","1","49",115200,47178,1,2019-08-29 19:36:32.000,2019-08-29 00:00:00.000,"FALSE",2019-09-02 15:06:18.000,"2","Requisicao"
"2643","2","6","10","1","49",115200,47204,1,2019-08-29 19:37:44.000,2019-08-29 00:00:00.000,"FALSE",2019-09-02 15:06:44.000,"2","Requisicao"
"2676","1","6","101","1","32",18000,9022,1,2019-09-06 12:03:45.000,2019-09-06 00:00:00.000,"FALSE",2019-09-06 15:30:22.000,"1","Incidente"
"2726","1","6","76","1","42",133200,61272,1,2019-09-16 12:11:23.000,2019-09-16 00:00:00.000,"FALSE",2019-09-18 14:01:12.000,"2","Requisicao"
"2779","1","6","76","1","42",306000,242718,1,2019-09-25 12:23:21.000,2019-09-25 00:00:00.000,"FALSE",2019-10-07 16:25:18.000,"2","Requisicao"
"2809","3","6","62","1","70",68400,6567,1,2019-10-01 08:23:25.000,2019-10-01 00:00:00.000,"FALSE",2019-10-01 10:49:27.000,"1","Incidente"
"2814","3","6","16","1","37",86400,18000,1,2019-10-01 12:27:38.000,2019-10-01 00:00:00.000,"FALSE",2019-10-02 08:12:54.000,"1","Incidente"
"2821","3","6","114","1","73",57900,57883,1,2019-10-02 08:23:10.000,2019-10-02 00:00:00.000,"FALSE",2019-10-04 09:04:43.000,"1","Incidente"
"2832","3","6","116","1","43",57600,244,1,2019-10-03 07:56:30.000,2019-10-03 00:00:00.000,"FALSE",2019-10-03 09:04:04.000,"1","Incidente"
"2833","3","6","105","1","128",57600,268,1,2019-10-03 07:56:38.000,2019-10-03 00:00:00.000,"FALSE",2019-10-03 09:04:28.000,"1","Incidente"
"2845","2","6","115","1","32",86400,28800,1,2019-10-07 12:07:03.000,2019-10-07 00:00:00.000,"FALSE",2019-10-08 12:10:42.000,"2","Requisicao"
"2923","1","6","14","1","131",127216,63433,1,2019-10-29 12:07:27.000,2019-10-29 00:00:00.000,"FALSE",2019-11-11 16:16:57.000,"2","Requisicao"
"2936","3","6","88","1","32",22907,9346,1,2019-10-31 08:24:40.000,2019-10-31 00:00:00.000,"FALSE",2019-11-01 14:33:00.000,"2","Requisicao"
"2937","3","6","88","1","48",123001,62948,1,2019-10-31 08:26:36.000,2019-10-31 00:00:00.000,"FALSE",2019-11-05 10:29:08.000,"2","Requisicao"
"2939","3","6","78","1","129",99469,21291,1,2019-10-31 13:39:12.000,2019-10-31 00:00:00.000,"FALSE",2019-11-05 11:17:02.000,"2","Requisicao"
"3001","3","6","102","1","30",86400,28800,1,2019-11-15 14:30:58.000,2019-11-15 00:00:00.000,"FALSE",2019-11-18 18:05:45.000,"2","Requisicao"
"3136","3","6","118","1","48",34850,3828,1,2019-12-19 12:03:37.000,2019-12-19 00:00:00.000,"FALSE",2019-12-19 17:22:58.000,"1","Incidente"
"3200","2","6","110","1","49",489600,412217,1,2020-01-08 18:32:18.000,2020-01-08 00:00:00.000,"FALSE",2020-01-29 11:30:17.000,"2","Requisicao"
"3231","1","6","33","1","37",57600,32760,1,2020-01-15 18:54:07.000,2020-01-15 00:00:00.000,"FALSE",2020-01-17 10:06:00.000,"1","Incidente"
"3270","3","6","21","1","42",75600,7964,1,2020-01-22 12:41:49.000,2020-01-22 00:00:00.000,"FALSE",2020-01-22 15:12:44.000,"2","Requisicao"
"3282","1","6","120","1","73",968585,962283,1,2020-01-24 12:08:46.000,2020-01-24 00:00:00.000,"FALSE",2020-03-27 16:14:58.000,"2","Requisicao"
"3299","3","6","103","1","37",86400,8453,1,2020-01-29 08:07:34.000,2020-01-29 00:00:00.000,"FALSE",2020-01-29 11:20:53.000,"2","Requisicao"
"3310","3","6","102","1","43",28800,151,1,2020-01-31 08:11:17.000,2020-01-31 00:00:00.000,"FALSE",2020-01-31 09:02:31.000,"2","Requisicao"
"3355","3","6","94","1","74",835200,778612,1,2020-02-10 18:02:22.000,2020-02-10 00:00:00.000,"FALSE",2020-03-19 09:16:52.000,"2","Requisicao"
"3586","3","6","97","1","119",82201,28800,1,2020-03-30 12:30:10.000,2020-03-30 00:00:00.000,"FALSE",2020-04-01 09:46:57.000,"2","Requisicao"
"3607","1","6","13","1","70",100201,19026,1,2020-04-06 12:30:07.000,2020-04-06 00:00:00.000,"FALSE",2020-04-07 09:17:06.000,"1","Incidente"
"3697","1","6","119","1","68",157801,77073,1,2020-05-06 12:38:17.000,2020-05-06 00:00:00.000,"FALSE",2020-05-11 09:24:33.000,"1","Incidente"
"3703","3","6","40","1","30",46800,8700,1,2020-05-07 12:07:46.000,2020-05-07 00:00:00.000,"FALSE",2020-05-07 15:25:00.000,"2","Requisicao"
"3798","3","6","125","1","37",71401,9894,1,2020-06-02 12:00:54.000,2020-06-02 00:00:00.000,"FALSE",2020-06-02 15:44:54.000,"2","Requisicao"
"3866","3","6","99","1","132",82201,10715,1,2020-06-15 08:46:39.000,2020-06-15 00:00:00.000,"FALSE",2020-06-15 11:58:35.000,"2","Requisicao"
"3883","3","6","73","1","42",82201,530,1,2020-06-16 08:29:00.000,2020-06-16 00:00:00.000,"FALSE",2020-06-16 09:08:50.000,"2","Requisicao"
"3884","1","6","22","1","42",82201,5773,1,2020-06-16 08:33:47.000,2020-06-16 00:00:00.000,"FALSE",2020-06-16 10:36:13.000,"1","Incidente"
"3892","3","6","76","1","42",104400,80346,1,2020-06-16 12:46:38.000,2020-06-16 00:00:00.000,"FALSE",2020-06-19 10:19:06.000,"1","Incidente"
"3915","2","6","113","1","34",46800,24601,1,2020-06-18 12:07:26.000,2020-06-18 00:00:00.000,"FALSE",2020-06-19 10:50:01.000,"2","Requisicao"
"3916","2","6","113","1","34",46800,24916,1,2020-06-18 12:14:20.000,2020-06-18 00:00:00.000,"FALSE",2020-06-19 10:55:16.000,"2","Requisicao"
"3946","1","6","91","1","32",57600,9125,1,2020-06-24 19:54:18.000,2020-06-24 00:00:00.000,"FALSE",2020-06-25 11:32:05.000,"1","Incidente"
"26","2","6","10","1","34",1112770,1112770,419590,2017-04-05 17:35:19.000,2017-04-05 00:00:00.000,"FALSE",2017-04-18 14:41:29.000,"1","Incidente"
"114","2","6","23","1","37",373,373,345,2017-05-08 09:30:18.000,2017-05-08 00:00:00.000,"FALSE",2017-05-08 09:36:31.000,"2","Requisicao"
"116","2","6","23","1","30",572,572,440,2017-05-09 11:51:33.000,2017-05-09 00:00:00.000,"FALSE",2017-05-09 12:01:05.000,"2","Requisicao"
"134","2","6","58","1","37",26369,26369,15366,2017-05-15 10:40:27.000,2017-05-15 00:00:00.000,"FALSE",2017-05-15 17:59:56.000,"2","Requisicao"
"236","2","6","58","1","34",103936,103936,2340,2017-06-21 11:49:41.000,2017-06-21 00:00:00.000,"FALSE",2017-06-22 16:41:57.000,"2","Requisicao"
"1324","2","6","58","1","72",956575,891358,531,2018-05-21 16:17:05.000,2018-05-21 00:00:00.000,"FALSE",2018-07-03 15:53:03.000,"2","Requisicao"
"1325","2","6","58","1","48",99480,34934,6220,2018-05-22 10:11:01.000,2018-05-22 00:00:00.000,"FALSE",2018-05-23 11:53:15.000,"2","Requisicao"
"1370","2","6","58","1","30",79606,17272,12887,2018-06-14 10:55:56.000,2018-06-14 00:00:00.000,"FALSE",2018-11-06 11:16:07.000,"1","Incidente"
"1377","2","6","58","1","30",9766,9766,9766,2018-06-15 15:17:14.000,2018-06-15 00:00:00.000,"FALSE",2018-06-15 18:29:17.000,"2","Requisicao"
"1554","2","6","10","1","119",46800,15724,13197,2018-08-16 12:31:28.000,2018-08-16 00:00:00.000,"FALSE",2018-08-16 17:22:04.000,"2","Requisicao"
"1638","2","6","44","1","48",470182,412582,7865,2018-09-11 15:23:38.000,2018-09-11 00:00:00.000,"FALSE",2018-10-01 18:26:36.000,"2","Requisicao"
"1672","2","6","44","1","48",362715,314887,13161,2018-09-25 13:14:45.000,2018-09-25 00:00:00.000,"FALSE",2018-10-10 11:42:52.000,"2","Requisicao"
"1674","2","6","23","1","30",559261,501661,28346,2018-09-26 14:38:59.000,2018-09-26 00:00:00.000,"FALSE",2018-10-22 18:41:54.000,"2","Requisicao"
"1680","2","6","10","1","49",23164,816,792,2018-09-28 10:33:56.000,2018-09-28 00:00:00.000,"FALSE",2018-09-28 10:47:32.000,"1","Incidente"
"1682","2","6","18","1","48",92011,34411,31244,2018-09-28 16:26:29.000,2018-09-28 00:00:00.000,"FALSE",2018-10-01 18:31:59.000,"2","Requisicao"
"1685","2","6","10","1","68",75600,14733,12620,2018-10-01 12:13:19.000,2018-10-01 00:00:00.000,"FALSE",2018-10-01 17:05:33.000,"1","Incidente"
"1711","2","6","10","1","68",124805,73739,6243,2018-10-15 15:19:55.000,2018-10-15 00:00:00.000,"FALSE",2018-10-18 10:48:54.000,"1","Incidente"
"1743","2","6","30","1","124",132981,68415,33680,2018-10-29 16:38:40.000,2018-10-29 00:00:00.000,"FALSE",2018-11-05 10:38:55.000,"2","Requisicao"
"1763","2","6","18","1","70",97490,30968,20555,2018-11-05 10:30:16.000,2018-11-05 00:00:00.000,"FALSE",2019-01-28 15:31:18.000,"1","Incidente"
"1764","2","6","10","1","68",77934,13420,13388,2018-11-05 11:21:06.000,2018-11-05 00:00:00.000,"FALSE",2018-11-05 16:04:46.000,"1","Incidente"
"1771","2","6","10","1","63",93296,28632,1653,2018-11-06 10:40:05.000,2018-11-06 00:00:00.000,"FALSE",2018-11-07 10:37:17.000,"2","Requisicao"
"1772","2","6","10","1","124",64364,4663,1505,2018-11-06 10:42:17.000,2018-11-06 00:00:00.000,"FALSE",2018-11-06 12:37:13.000,"2","Requisicao"
"1788","2","6","23","1","37",37953,696,237,2018-11-08 15:27:27.000,2018-11-08 00:00:00.000,"FALSE",2018-11-08 15:39:03.000,"2","Requisicao"
"1798","2","6","10","1","74",67022,2061,2061,2018-11-12 15:22:58.000,2018-11-12 00:00:00.000,"FALSE",2018-11-12 15:57:19.000,"1","Incidente"
"1803","2","6","23","1","48",180797,150515,38344,2018-11-14 15:46:43.000,2018-11-14 00:00:00.000,"FALSE",2018-11-22 17:35:18.000,"2","Requisicao"
"1810","2","6","30","1","63",106710,36455,24729,2018-11-20 11:21:30.000,2018-11-20 00:00:00.000,"FALSE",2018-11-21 14:29:05.000,"2","Requisicao"
"1811","2","6","18","1","74",62834,315,315,2018-11-21 11:07:47.000,2018-11-21 00:00:00.000,"FALSE",2018-11-21 11:13:02.000,"2","Requisicao"
