order_id,payment_sequential,payment_type,payment_installments,payment_value
"1e6d912e4c63965bb9eccf0cc765fc24",1,"boleto",1,20724
"c1b770015e27aaf2b475026989d04fe0",1,"boleto",1,13773
"d087b8e096ca051f548e29b324272834",1,"boleto",1,7205
"9c96fac210f67f329b80d898001fee09",1,"boleto",1,6500
"31be75ffd0c4b58ca777e72cd2352b14",1,"boleto",1,9599
"068176c8a0550b07cddf7e05c8d55319",1,"boleto",1,12382
"4b5648d8399ea47a4c323499045aaefc",1,"boleto",1,3238
"7c3e71109e904d8e0c8d034456f87eca",1,"boleto",1,40488
"881206af1a6a9cd34119b99782759dd4",1,"boleto",1,4477
"ad62ce74c314772d34c956d73fb305f3",1,"boleto",1,6933
"da46439d7d06cf02cb44d0908ecc3575",1,"boleto",1,4186
"33ebbe6b176d53190194b5b05cf69330",1,"boleto",1,6990
"2176f1406c11f07dcdea94931730770d",1,"boleto",1,8808
"6c936253ed9ab81f5293da5081ba8a9a",1,"boleto",1,3960
"a04639b53f2cbd1f77b63ed44168566e",1,"boleto",1,4483
"f0d8a84693b073fa90c69667c924ff8f",1,"boleto",1,9257
"aeb81ccabe4f164a26e763cd5b07fd99",1,"boleto",1,7089
"c8e19a0edcf6fd34024a2f7fe5f85ef8",1,"boleto",1,34140
"a23c7a7d06f1f8e9f6e45f934c7e106b",1,"boleto",1,24594
"ce7cf6dd8f80dfb98716950ae40eca59",1,"boleto",1,17175
"4cc95216e51190048472a2baf6fa53ee",1,"boleto",1,5605
"1c859fbb6e7f238f3f6134628b845f3a",1,"boleto",1,2609
"ada812c7806382c3085a5f5024bc17ca",1,"boleto",1,3725
"e199c3b74cd391568e7c99aa28b0f274",1,"boleto",1,16851
"94a71bedec852e752e86d530d03d6061",1,"boleto",1,3186
"64d6282bba1a1c015acbdcacca391253",1,"boleto",1,4087
"c24a00c414738de9ee6121f179ebba9c",1,"boleto",1,10787
"8e6df87600aae0285919b5529f7f0bfd",1,"boleto",1,12648
"fb6343faebbbee8c21d59d4ae59477a8",1,"boleto",1,14386
"75450feecb51c39e54f4bd4c74b867e5",1,"boleto",1,4678
"9a8743fed3cc7a477eb92cb0ca0e7d26",1,"boleto",1,5010
"d0e9849de800fdb4cb3b5e6d42c6b367",1,"boleto",1,8579
"838411338443a817cfb4c26f0f7a9c9a",1,"boleto",1,6370
"18dc026cdb7d39abde1489c336528961",1,"boleto",1,13499
"dbdcb70ae949e4cce08f59bfa7e4604b",1,"boleto",1,15931
"5b7c6dbea3e21dc6314451ed73907c0c",1,"boleto",1,4827
"0fe5bc7345e72628330234915ed373bd",1,"boleto",1,10685
"386a7bf9de133efa1516c4145330f3a6",1,"boleto",1,9062
"a72d1276fd9d74c154120c3a11eba771",1,"boleto",1,7569
"242bc9216a7d8514ba8d435a96d63c3d",1,"boleto",1,12769
"b79a7395d3911e77688dfe966105a683",1,"boleto",1,10864
"a3670896f8c6f70396896223eb4ca8be",1,"boleto",1,7290
"45da19cff07c4148ba32b1a6bb8d87c1",1,"boleto",1,12668
"ede510a059fd07ccec20bff19a227fa3",1,"boleto",1,20316
"b9a8d194c52bcb022997d990bd402f7e",1,"boleto",1,36860
"cbb39c59f8084f27c248bd5c3a1cde7b",1,"boleto",1,24435
"81c2a9cc7a5d970fa1cb04443002088b",1,"boleto",1,7303
"bdd49e833a618b2e10096e4bd5725977",1,"boleto",1,5513
"604b550c04e61700ab7bcb2ac5b5ca53",1,"boleto",1,71023
"0913c46b1cafecb52e5a9a55b6c0e0fc",1,"boleto",1,14700
"fd26702a3f7ee5d86580de591ff53e3f",1,"boleto",1,5642
"019bdbaef5b5121c9b1811976aa510a5",1,"boleto",1,10864
"ff5b7f440481674b38554434638beebf",1,"boleto",1,11063
"189ede25eb8522abcbd3592d08811f85",1,"boleto",1,28008
"a6afa7362f8ec053b0b61cdc8f1c8b25",1,"boleto",1,4810
"940d83f3286808e4f8b1a7ac975b2aa9",1,"boleto",1,7602
"276971787e4550d908a7306c2fe79da3",1,"boleto",1,5103
"332e264249f30a888b81bffd7a84e03c",1,"boleto",1,13147
"1d5912d4e665fb2a085a50fc13007c02",1,"boleto",1,6990
"ae544ab4fdaa9ad26ce17423e88b8702",1,"boleto",1,4813
"f0ea851516ffb7fbea588f7d200e3d43",1,"boleto",1,9364
"01e6f40a293da5a9dc11e49695c7541d",1,"boleto",1,6409
"d2cb7c100806e87a227d413e9157cb76",1,"boleto",1,7507
"d4a27413b758ce1cea90d005252591f9",1,"boleto",1,4169
"b62880756e815882264069601458b5b1",1,"boleto",1,10021
"5d5b8c94e2bc6b963da5af8a4b02bf08",1,"boleto",1,8055
"4862027da7986ac571a0bd91458ec358",1,"boleto",1,5110
"d2b0a763647d885d0d3db2ee534ec02a",1,"boleto",1,7909
"470e4a0aae7ae6c3bb0aa161b7abf205",1,"boleto",1,9369
"73eedc4ca4a789813a63fe30856c805f",1,"boleto",1,8592
"e4e0b1913652739070617b6a336a6ca5",1,"boleto",1,4472
"a9096f7f0b61e8a65ae29ece51a43d03",1,"boleto",1,10868
"16e62e9da7d33d61b6f26ccf68bc962c",1,"boleto",1,41593
"6d0da5add693d625079fa8fdf40967d6",1,"boleto",1,1948
"a1f7a3803f5afa1b25182cbc0b2c38be",1,"boleto",1,7334
"0fe66ba925b98652d484ad6af89402e7",1,"boleto",1,23010
"83f897bfa5b1f95356e8c9a33679cb49",1,"boleto",1,20614
"92e3a3bff7261e031fc2901b229ce73a",1,"boleto",1,21273
"816b15129b14c066ff4f5755938aefb0",1,"boleto",1,12644
"4fbf4b4d08900c34f81e01ace9d3f294",1,"boleto",1,6448
"d75cb3755738c4ae466303358f97bc55",1,"boleto",1,3769
"a65211639143a90d6cb4116d808b1823",1,"boleto",1,73095
"7c95572fd6e7e0ab8b88b00fd8c70716",1,"boleto",1,5339
"48ab980d180764382cfa411d2fb63dc0",1,"boleto",1,8683
"219fda9e83f9a3ac8e1baa10d6cc6366",1,"boleto",1,4001
"ba7243ecb3b63c80579ba1d4c34e277c",1,"boleto",1,5506
"1857ec1a182661136fe7584592437d51",1,"boleto",1,56663
"174fb39de9de15c80ea4076ba0cb6c83",1,"boleto",1,9391
"81bee7ecbeae8e9b41bef6d41b146b12",1,"boleto",1,20226
"048cc31326007f07b576b46beddecc12",1,"boleto",1,27258
"4c217e3cc24f803307dea7d619377def",1,"boleto",1,8637
"36963a629da6c57d926df8f37a9e63a9",1,"boleto",1,3300
"4c17c523dc7daa9cfdfb327f119179a4",1,"boleto",1,4328
"15d2ed1b88ca436faafb7d7236dea795",1,"boleto",1,7608
"a8ff452116db2ff4a2963f490afe5471",1,"boleto",1,10437
"d022bdad33a575ca5edb8c4d51e44310",1,"boleto",1,7003
"b9a089706e16d5490f7a2feb363e32e9",1,"boleto",1,14942
"6902f0d9d7309f56f50b8713c3b6a4de",1,"boleto",1,6669
"701784c754c8ac2e2a73dbbe7dc3a363",1,"boleto",1,5275
"ee00fa5093eb96d8573403b382fb60a8",1,"boleto",1,6644
"a38d122ad3e07ca8d13e4a42059b98d2",1,"boleto",1,16162
"94cbbe30434a51f71837965608aa41e1",1,"boleto",1,6906
"df339f81c46dc0bf186cb6307d7cdb6a",1,"boleto",1,3540
"3ca411651463b3a30f194126a1d6fda6",1,"boleto",1,3675
"3615e42c9ff6c0d9bb86e14c6670d965",1,"boleto",1,10897
"5718fc130d653929872f0481438d3f66",1,"boleto",1,3942
"ac033ca6c43caa50310de844a7868c8e",1,"boleto",1,7403
"f03c93c7441f0edaa7987c4313467110",1,"boleto",1,6678
"262509218257310f675994ae58ffbfa9",1,"boleto",1,4905
"c1d8546e6ed294dea3203910c9b0e7b5",1,"boleto",1,12807
"c9677a4babf96837ee697317b7963a92",1,"boleto",1,3277
"4eecbfcab9ec27fad7e24ac94f9a032b",1,"boleto",1,19681
"5429402f55e24651d38a030602f4b50c",1,"boleto",1,4684
"69ab7fdbd887d055b05826a8cc5591d7",1,"boleto",1,2862
"0ad81eec70d65880c30299b73ac7945d",1,"boleto",1,16074
"1d50a1ce4cf6a22155891f66fb4117b0",1,"boleto",1,6664
"750ed62dff96bf5713b8c6a6bbfdc948",1,"boleto",1,18996
"b667484df2bb8bef1e61788f1c7556f5",1,"boleto",1,17037
"c9721963d4b95316401d2d75621f353c",1,"boleto",1,54329
"2dd8a69d1eb8ea62bdddc073c4e80ab1",1,"boleto",1,7283
"e2c195168dcfb7f5465c1b342ac094ee",1,"boleto",1,160514
"be8ab651d9a385206918a02d21d0cc33",1,"boleto",1,13060
"f2ce3b8d9c16e475c92d3c2d51809cfe",1,"boleto",1,2300
"ab77be4cf9bf132ca4d82049e786e528",1,"boleto",1,11102
"2fd35ca971609b8f8f878d87262e6fbd",1,"boleto",1,5010
"0c4c42e7e040dc423699b1d019b684e1",1,"boleto",1,7969
"2bdd95b017c58f97f4e735116e778d28",1,"boleto",1,25004
"25e8002575a945e8d4ae84ca208daa50",1,"boleto",1,10407
"2d609a52d61c0a90d5e88a143630bc7f",1,"boleto",1,16401
"943124300f49c04925947c81838ab67d",1,"boleto",1,3509
"cb161f108a2062a82651fe528b39ffa7",1,"boleto",1,21804
"8533051a3ddfba857f39aa28d5b7a8f1",1,"boleto",1,6793
"e7fbf44c317d9ac6b87b0330fed92f1b",1,"boleto",1,4053
"dd6644d86c2b8177a9ae5f51bbf7b82a",1,"boleto",1,16707
"15623f35d6d5eaa2fcd185a613927e86",1,"boleto",1,13180
"7cb67275a494651008ed5b1f0353ddce",1,"boleto",1,8854
"2c9802d8dcf6a98e04bc7dc09cb33c65",1,"boleto",1,6305
"b0a2019225451e417b6cc92baef9fc8c",1,"boleto",1,4595
"8e3ab8811f9c3a04413aa4e14f84b872",1,"boleto",1,4600
"2ff04f721a0ccf086506b4ba443d924a",1,"boleto",1,3213
"90ea2b1be9c98c67406de151652daa63",1,"boleto",1,5922
"0e9a5de04c76a97588efe7f216942de2",1,"boleto",1,20481
"ad9447ca1bb7d23ed83358f2235b5a56",1,"boleto",1,22445
"57cf629636cf674f91cdf37b7118b27f",1,"boleto",1,13797
"938b81c296794bf21f608257efd9aae9",1,"boleto",1,6812
"9c83e600b8c156f1b50b753f30e93634",1,"boleto",1,8405
"60b0fba7a3132de4c33d2a0a2f204b15",1,"boleto",1,14973
"035c01a45e289b155db4e47cf39b29d3",1,"boleto",1,9380
"72e260ebb1a3c209dfd76c76f1d4f65c",1,"boleto",1,12160
"374a125372cffb30e8e2df55f8448da4",1,"boleto",1,7303
"ce4c70f737d1a9edba23290f6031d076",1,"boleto",1,11738
"f819c53d333f9775d516f9ab29e0ded8",1,"boleto",1,36446
"7aad0379bac4fe5dcb0a97650eaf957d",1,"boleto",1,5101
"dac3a461489588cac0ab57343d625915",1,"boleto",1,3636
"59bdf4abef7b3ebc43ac9d4865b426d9",1,"boleto",1,6291
"de25b0f0bc16aa46db52a0cb9963b764",1,"boleto",1,21303
"58ee11026c2fdda6ff738c392cc5fb00",1,"boleto",1,7416
"f8868b8046c99c3b68a17b935efe47a9",1,"boleto",1,19943
"77c514940a145ab624fa7ec202ef6dae",1,"boleto",1,6444
"3b26d4fe0e3bb6427ae7d3b446bd8c85",1,"boleto",1,7517
"9b8254228cafa6a7e497fc21d7268c05",1,"boleto",1,3779
"21e37650ff5769ef4eaa10725322d871",1,"boleto",1,27398
"85bb28ec7b858a8b703d82a51b3f5e1f",1,"boleto",1,3605
"5b18e0708f150becd4334b9e3d79fbd4",1,"boleto",1,14315
"d9f8510c453819ec4a9eb91851ea5fc4",1,"boleto",1,18627
"9781bfa503ca3104435070afafacd54e",1,"boleto",1,49759
"e3814831894acaf0ee4561b4a610b580",1,"boleto",1,38552
"d4a1728b95d69bdf0bb9dae4bce1d666",1,"boleto",1,7181
"161328407c259af79c57891e951b3406",1,"boleto",1,3310
"cf4e2fbc22f6efdf6c5988003626bf48",1,"boleto",1,4424
"3e38a700307fe33c87f3ad4a3e0ebd02",1,"boleto",1,39888
"603d99954d45262efae58a9827c7f02a",1,"boleto",1,3509
"059d893dde97f787f2f608d5a5d13e0b",1,"boleto",1,6194
"d9d8b7f0a98d33f05df5fce9f376aad8",1,"boleto",1,6463
"03da04c1427d7b8bff38d76efca1029d",1,"boleto",1,21674
"a44769d4b105fc1256ab873c55d43af6",1,"boleto",1,9192
"a8a2941e92152e0edc39bb862cd6b6e2",1,"boleto",1,5086
"8bf6956999b0861c3191773f28806f40",1,"boleto",1,9990
"35e29aad915d0ccfeeb308572ff8fe79",1,"boleto",1,2101
"b5a892962efd7d07db86cf0eee45fdff",1,"boleto",1,6444
"2b8e4a06dca9d5c4071575613d7a5037",1,"boleto",1,4434
"2c0e90a2bdcffa59af23fe752aa40541",1,"boleto",1,21827
"dbb182f0099f1b6b9172a1f1fe4a62b3",1,"boleto",1,5628
"3ff5709e1eed2f4bf1cfdccaf65c6337",1,"boleto",1,20250
"b87bff2c2c7ce847dc3c9459a117c3b5",1,"boleto",1,16455
"c504b1d68ad8d98a627dadca7ca53673",1,"boleto",1,3842
"743419ee64432e471c306434e29245b6",1,"boleto",1,11632
"621e3ac1e934f773b4db54dbaa49edab",1,"boleto",1,9584
"cf40f4e7a565c0a50f13f0d95f3f3cc0",1,"boleto",1,4589
"a86ad6bfca543eb89c02ccd35b2d4099",1,"boleto",1,9382
"f264e75375a41310e31722cb8c28cb8d",1,"boleto",1,30678
"3f6484ca65eed5c701aa5e348623537f",1,"boleto",1,15778
"7ac78cb9b8592cea74cb5b1c3df6f84c",1,"boleto",1,20500
"f1c5e5967b0cd0144bd3b56958f7da43",1,"boleto",1,9076
"0b843b79b45dddbd796c0a7e51b2c6ca",1,"boleto",1,48107
"20c01dd7a0783578fb672819519685ca",1,"boleto",1,24836
"40a62332da0cae00581de556c36c00ac",1,"boleto",1,16530
"29195b2e04b68eb25fc8a0fa5d2d81c4",1,"boleto",1,23609
"c5bed3a385f406c503841fed148952b9",1,"boleto",1,17464
"e0ba11a8f559fa965f2e848bf086d197",1,"boleto",1,6501
"d92888ccf9b2ae4399868e099fadf925",1,"boleto",1,4109
"906dfb858a6afcaea1fb5cc0ed730147",1,"boleto",1,14310
"50aee6309ac7a0d4fd5c78ac0d4e5404",1,"boleto",1,27748
"62b7c4dfc1bfb412daf2852c00c4a672",1,"boleto",1,2807
"457afd8c764234eb93f7a25268578440",1,"boleto",1,22882
"0cc893e70885ba7fc151e85141326ef5",1,"boleto",1,15873
"2fe235100bc886d03c83fa6c07c7b84e",1,"boleto",1,6753
"d11f4ebdaac0950df9e15dd286ddbe81",1,"boleto",1,3500
"4b007a72f108b589a20227ab419705c9",1,"boleto",1,3638
"afdb52c08c5d497fe471069341921788",1,"boleto",1,4779
"d54c217781126defeb4a78dc16f5ad39",1,"boleto",1,3541
"53cbc02ffe278ca84b6f4920d9d3ecd5",1,"boleto",1,227610
"e43062fd260607596c8e02e5c12081e5",1,"boleto",1,19317
"771c67ea357fe4e07933ca5c28e03bed",1,"boleto",1,16270
"5795afd080b42134859d9b925c7919ea",1,"boleto",1,7114
"f1a0e55a47be518c4c52510abb60bf22",1,"boleto",1,4692
"5e823b29f4c615d58cdbfec5bdb2ee73",1,"boleto",1,18291
"07144524b0b12343da7f0e7227dcb28d",1,"boleto",1,10034
"049446a8732fca98a50e6767bb58bd49",1,"boleto",1,6601
"35546dd6349a2065ed8ac6ffbd2b7aba",1,"boleto",1,35295
"d07eb552f514f38f0107ee31243f8104",1,"boleto",1,7631
"c4b2b908aab6585b6a3147ac72952242",1,"boleto",1,8581
"e0e8bc6045cfe08b087197d81196e339",1,"boleto",1,16453
"2e1f1b86124165634a36f9954e368b49",1,"boleto",1,14752
"f002422b59aa21ebc2c12136d1ab4019",1,"boleto",1,8212
"41537821ce113ccef16d0e4b303f1230",1,"boleto",1,8927
"9183e2fd9515c57925a0251ccfc21c63",1,"boleto",1,8540
"2921ebd304831878ac888644314d424d",1,"boleto",1,11308
"2df92600294b6acc114b86b79dfff0f3",1,"boleto",1,4423
"d01c5b46e00bd214519fe9f64bbb2649",1,"boleto",1,9372
"5b04efc47b042c9734bf6d5a67be3b6d",1,"boleto",1,2808
"605f2add48efc71a276d265b071695ba",1,"boleto",1,7517
"54e21f5480d90336080ff89ec1ba503e",1,"boleto",1,6714
"e04abd8149ef81b95221e88f6ed9ab6a",1,"boleto",1,34901
"0c45caaab2bcc146bef109bee64d3b98",1,"boleto",1,12792
"7403ac23ba120fd8567475b2f38bedcc",1,"boleto",1,4076
"9564498225916371a8670c3b0253ea81",1,"boleto",1,17732
"198078b833ce5c6249ea278d2bb3e220",1,"boleto",1,11984
"9e60724a9f4d8f5d169ee0b5bb7a8a46",1,"boleto",1,29832
"e808b609d07ef4f022d702b20db24137",1,"boleto",1,12925
"0ecc87706e05dcabbbfe5aa29767e9d0",1,"boleto",1,108744
"e8c2e13dbaea9f65abb449dc65d6e883",1,"boleto",1,18157
"899f386e0652a9e159d00cbe97836be3",1,"boleto",1,3794
"8cdd96554616b2466ae2bd275781ef0f",1,"boleto",1,4048
"9c27a49a6afffd10bd25a5990a02c1e1",1,"boleto",1,5238
"3ba5d830ea579cb8687862a83f5b47df",1,"boleto",1,14148
"4a28fe31d1808616ef3925084765c8b3",1,"boleto",1,6097
"e4798e36e5f3fb9c75a695fdb0a2936a",1,"boleto",1,3117
"75b1a5c661cf89c511ec6ec5da5c4c8e",1,"boleto",1,5813
"6706f390222e7bc202b12f387ecd6e29",1,"boleto",1,6065
"fab3dc50c9cba98a6261babbf9c16a62",1,"boleto",1,5801
"4ccf6ee1044ab9f8ec63953f1f2a708d",1,"boleto",1,13671
"79bbf3a1b3d37ef1258c8acc524e1ebb",1,"boleto",1,7629
"90b0ca32bb968251ac0b7eeb5393b7fe",1,"boleto",1,14668
"a42e0d143aa73cfc5268d6756f36e7cf",1,"boleto",1,2409
"c5ed4a55e251ad5ceeb15a399999516d",1,"boleto",1,4409
"312182e0c020c06cbe244ddb6d4fe780",1,"boleto",1,4188
"f20142c58be62ba5f9175df74670dcb5",1,"boleto",1,7946
"4ef2dc299b0885933a8773c1aa3656ae",1,"boleto",1,8872
"381d16906fcc904fe66028d7438ebc3c",1,"boleto",1,11694
"753276a5b8f820bbd0000f93b319bc0c",1,"boleto",1,6511
"1a9d1688e994626c7556948cfdf0cc5b",1,"boleto",1,7014
"ef3845484f82e3b6eed4a579e3c1063d",1,"boleto",1,14350
"af581263488e6e37a5eecc8323943693",1,"boleto",1,107523
"359015301bc32c8897957246a4b11621",1,"boleto",1,4258
"bb8f873e2d4e898546ba92f7febc7b34",1,"boleto",1,81565
"982721650f1a226d3b11b4d852d461d2",1,"boleto",1,4300
"55c2859a526d3cbf1df65ee601139c3a",1,"boleto",1,3584
"4fe3375df4882c70c200e075e3f1fed0",1,"boleto",1,9708
"42179e8f527c0f76eec0b2a37a284f4d",1,"boleto",1,10192
"8280bddb9636fd420fecbd96c5b0c877",1,"boleto",1,7757
"c08a3a0b0a729cc378e7a36ebf5e9a95",1,"boleto",1,42504
"878a0241d449fe7ea1bec1cf145b9c9b",1,"boleto",1,5500
"af4f0dc6b4ccb0aab19367dd0d19ffbb",1,"boleto",1,16829
"98bffcaf0aacc0569cbe1fbfc94a9639",1,"boleto",1,17577
"08432abcf785878edf1221a0611960ea",1,"boleto",1,4718
"cdc80ab03580d7d907ecd33ae7818caa",1,"boleto",1,10203
"0e02536713cb943858f5cd5b34f43e4c",1,"boleto",1,10125
"4a63bdb264d95eae86109b24b4880aee",1,"boleto",1,6129
"fcfe1ea18aae8ae4a08253fd4060a763",1,"boleto",1,8297
"edce2b8ca0cd95e95e9fdd2367beb2e3",1,"boleto",1,12409
"7a43bbe9766ce937332b6f9dcba36715",1,"boleto",1,5238
"dda0996054bec18cafa1ede0d62dd3cb",1,"boleto",1,40695
"6bc4dfe9abc405f51a0ea37ef8804b2f",1,"boleto",1,5751
"6f7575421a734bfa430fcbf23f41e1f0",1,"boleto",1,8172
"fad93ddceb5b210f71589b1e9258a110",1,"boleto",1,10278
"f59af974d2e7a5dcdb1aabdefd024c2b",1,"boleto",1,2817
"2187a89df025d844e72cfc51e29dcd6c",1,"boleto",1,3113
"5ab1880595146abb553d7defb52b22eb",1,"boleto",1,19850
"8fc11d5503f6e2b6e15242e0365633e4",1,"boleto",1,59720
"38b80ac02e3ce34b306483fc57a33bc5",1,"boleto",1,3586
"2b0259629144c6b7b9cbbeae440287a9",1,"boleto",1,6949
"cd8f1098418f4fcc23c29232d9c04dd2",1,"boleto",1,7315
"1bc50e93f3ab76ab6677faad4dd5216b",1,"boleto",1,4784
"7de45d1340279aa6e3847ffa7bb235a6",1,"boleto",1,13081
"3fa59277573f0fe06ece044ebec2eb02",1,"boleto",1,9105
"0c3edd1850a593f62fea844191a4424c",1,"boleto",1,21764
"e79151590aa7ee3040361aa72796c4b4",1,"boleto",1,15730
"6120dca54b9adfd072f8fd9574161063",1,"boleto",1,13757
"4af95e06a7850779479ce55a62000dac",1,"boleto",1,7380
"46a09de362c7550f138187deacc9f840",1,"boleto",1,2042
"df7c3cca620b20622f4252bd497dcbd4",1,"boleto",1,3669
"db7374d1f9c8965e0fbbc1fd1cc916fe",1,"boleto",1,11298
"8c026d542e6e6803115061acaed02330",1,"boleto",1,7638
"a41c8759fbe7aab36ea07e038b2d4465",1,"boleto",1,5373
"2b4b4a22de76a4cc703a9d68cb690bae",1,"boleto",1,22965
"973e2efa6a19ac5083691b9deb4c0a51",1,"boleto",1,3777
"c152d21bf4fc58f89b8644af56cdc116",1,"boleto",1,16255
"da5839ce50528e73a7b48bd91613d715",1,"boleto",1,17800
"f7254acdb2c708372182c21f4ef3af88",1,"boleto",1,10274
"cf1bc456a0d5c63bb6c94d3b8b2c56e7",1,"boleto",1,7127
"ccffad477fa78262d2690795ed9a2016",1,"boleto",1,8514
"9b336781d5b596503cb852a8e043496b",1,"boleto",1,4449
"d48c5016ab8af7b122d630cd75a63627",1,"boleto",1,20854
"58ecdd5dee96d19e30c67a29cae63e4d",1,"boleto",1,10528
"7b4da8a23b304605ffac1da44f1e7017",1,"boleto",1,11026
"eeae119fa8c06aa988a02dd0a40de8a3",1,"boleto",1,3635
"fc6a74f2fe46e7d94471556385398a1d",1,"boleto",1,5104
"8b5be28b78c96b28adca40358eed3d7b",1,"boleto",1,6990
"4e16f71b2a5ddc0266f9ddfdfd0bcfba",1,"boleto",1,13463
"8af6e63a87680604c9bb2098f866505b",1,"boleto",1,8255
"25db8af390f9984ee0af317b5239af35",1,"boleto",1,11468
"f779f822cb55bce6ada1933a729cc2b4",1,"boleto",1,6669
"22473977c12e562a85b3713c75e36120",1,"boleto",1,17198
"14e9f1caf8efa770b1a67ec0adf24737",1,"boleto",1,13176
"54c8a1ae2a5ba17d24381040d3ae3fe9",1,"boleto",1,11362
"23dc1dae65a022e0f216c057e1ad3b72",1,"boleto",1,6610
"cabbda9faa21b3ae37ff649c0fec4f55",1,"boleto",1,16219
"3f70fa55743ebe05b4b94594c082dfc4",1,"boleto",1,2550
"5d1a75b5ee80b3ef12a57b30a418975c",1,"boleto",1,28755
"69a4726dcd85987f5c301bda6d0ec78f",1,"boleto",1,26683
"979fdfc1766453994df684ee9637ec80",1,"boleto",1,13121
"c90fb992daf8f63f00c1f7819f0897ab",1,"boleto",1,21432
"2a797f1dfd6274ca81b660f4c59d0269",1,"boleto",1,20207
"16efc11ccab2e8a17656020f80cd39e3",1,"boleto",1,25593
"c11b9c3650e886882788fb2f834dd152",1,"boleto",1,5327
"5a77e4bc8ac96edc52bed4bc00eaab7c",1,"boleto",1,4595
"c590ba67ec2c2ec0625ec1f9119b6598",1,"boleto",1,5622
"015e6682b50c824bfdab6b866f937936",1,"boleto",1,16827
"a0b7e79b8a0c48aa2f4112b356be6e01",1,"boleto",1,44974
"1edf6220f293bb806c6d390700ccccd6",1,"boleto",1,7394
"4bdb824616b048d04ab361c35af51e77",1,"boleto",1,3540
"918c8964de139753f073e73843b677af",1,"boleto",1,3510
"6f8f0e3ba6fb99d979b8db8728b6a385",1,"boleto",1,27608
"3f61fdc385ace6c39912703194992ad7",1,"boleto",1,16948
"754edc03c66f1bd22203c465db885cbf",1,"boleto",1,6956
"778d960ed98fe278fca42ee20d002b1f",1,"boleto",1,6403
"c401e0f907a3a0912a86473918b3aaa0",1,"boleto",1,13928
"fd7d4eb658279656ec6fa1ff66620925",1,"boleto",1,2029
"9d3c59fdcbaa99d6857084449b8aacd3",1,"boleto",1,11240
"e1e667177bf730d0964be7732d806213",1,"boleto",1,10530
"898377de9edf5bb634bf69bea116a339",1,"boleto",1,10319
"9b2d0b62b218b964a7d93e0df5e07b7f",1,"boleto",1,3069
"a518b37b54f26e19044d8706b65e8133",1,"boleto",1,6185
"44d2ec7f124befc9d02cd313f1af14c5",1,"boleto",1,14269
"b8bf848cf366061f0e9555337da2a9d6",1,"boleto",1,5500
"02c6f38cbd2d15df19cf2621019823fd",1,"boleto",1,41396
"cef1e24f9b327a9571e045a091dea452",1,"boleto",1,4548
"b168316aac3ca36c5087b0e250c9008f",1,"boleto",1,3100
"eb56ddfc112b49241ad368f44da00dc3",1,"boleto",1,11342
"cf8734286de02dbdf9700cdf2bf07976",1,"boleto",1,5504
"af665fdb65698c6161b3f5ab956f3d2e",1,"boleto",1,7245
"e2c0db58acdbd422711f241243fc726d",1,"boleto",1,5277
"451bc3a8e6666fa7fa88c989b996a500",1,"boleto",1,19926
"fb502b9421eb6ab817d72fc973b7b708",1,"boleto",1,7334
"2c293bd3c9f41735731112a36cbcaf81",1,"boleto",1,18417
"af4c6eae672d9b20d881b0ef961bee65",1,"boleto",1,5678
"68b4e818c05f12bec3a76417829c2846",1,"boleto",1,15778
"b58a6cafa236091ed83bec2b0ff64ec7",1,"boleto",1,6184
