product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,Categoria
"9251443819682703b07d22f78d20d603","fashion_bolsas_e_acessorios",56,1427,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"331aad9546c608b3e97cee9f95c3b027","fashion_bolsas_e_acessorios",46,1359,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"4a05ba4632c81cb999d5468d58cf0208","fashion_bolsas_e_acessorios",53,1434,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"ebda4fd2306def53d2ed7d2d011f632e","fashion_bolsas_e_acessorios",55,1399,1,200,16,2,11,"fashion_bolsas_e_acessorios"
"45f134f05fdbccafa57f9f5b22f70b62","beleza_saude",43,948,1,200,16,2,11,"beleza_saude"
"b6be875acca0b4862cae6479c5d9e6fa","ferramentas_jardim",49,192,1,200,16,3,11,"ferramentas_jardim"
"1f64ec386a6be322e71596931f5d2377","perfumaria",46,499,1,200,16,22,11,"perfumaria"
"44d958961868395bfe852e70d48081f4","brinquedos",31,254,1,200,16,10,11,"brinquedos"
"96341c5bd303e04bee20bcd01431dfaf","artigos_de_festas",60,430,1,200,16,6,11,"artigos_de_festas"
"0f18321a5c6483ce8d2b2785f0c8f25d","fashion_bolsas_e_acessorios",33,406,1,200,16,8,11,"fashion_bolsas_e_acessorios"
"acef497c1130f71ccfe63aaa1c9a607d","beleza_saude",53,2496,1,200,16,6,11,"beleza_saude"
"155815f7173905f1e5cde0b82adfc113","cama_mesa_banho",26,421,1,200,16,12,11,"cama_mesa_banho"
"052fa8abc4bd8f9e32329a610fc878e2","cama_mesa_banho",26,421,1,200,16,12,11,"cama_mesa_banho"
"6405e17a3e8718d5316c5d644320f253","informatica_acessorios",37,415,1,200,16,5,11,"informatica_acessorios"
"d43ee56f2821be64f6bd3c3af659789b","beleza_saude",32,530,1,200,16,17,11,"beleza_saude"
"97b1f3f9eeee9126dc8109846aa63ca0","audio",39,283,1,200,16,8,11,"audio"
"79eeb2d2e2c707454215fe450a5602b5","relogios_presentes",55,207,1,200,16,10,11,"relogios_presentes"
"bec00ee6877f9d594709ce242ee4d0ec","construcao_ferramentas_construcao",59,2224,1,200,16,10,11,"construcao_ferramentas_construcao"
"5237a911446da6c2a3cb764f7ea0e5c5","brinquedos",24,254,1,200,16,10,11,"brinquedos"
"49d7eb00f7557973ece1df7ff7ed415b","beleza_saude",53,2496,1,200,16,6,11,"beleza_saude"
"8e698981cd367d35f5dcb21f4f563fd8","brinquedos",34,254,1,200,16,10,11,"brinquedos"
"797b0bf4316b47e82d45e3a4b5d828da","perfumaria",29,201,1,200,16,7,11,"perfumaria"
"5c17779da282cc147ca50c6904cf3d01","perfumaria",41,278,1,200,16,4,11,"perfumaria"
"3914a208bb9313e3d980399268ddd54e","ferramentas_jardim",40,1222,1,200,16,10,11,"ferramentas_jardim"
"f31bea9613b455322a1dd6c1de66227d","artigos_de_natal",44,247,1,200,16,8,11,"artigos_de_natal"
"d881b7a2ce3e484f379f751df4c709ce","construcao_ferramentas_construcao",49,249,1,200,16,5,11,"construcao_ferramentas_construcao"
"ba82e510acd9a0fe69a44cafea53f9aa","papelaria",43,166,1,200,16,10,11,"papelaria"
"96d04f44d303175353cc3032d89eefb1","esporte_lazer",63,942,1,200,16,3,11,"esporte_lazer"
"064a939bcd597315cfda6c98ede1b4c3","informatica_acessorios",51,842,1,200,16,5,11,"informatica_acessorios"
"4f33e0de0408eb2d6238a9f41f55acb4","beleza_saude",59,1064,1,200,16,8,11,"beleza_saude"
"6b00cb3fe05c73d0acef3fd949a34c0f","brinquedos",34,254,1,200,16,10,11,"brinquedos"
"57a8dfdc8e9c5f16bfe0d6762706944b","automotivo",60,144,1,200,16,8,11,"automotivo"
"1269d60fc5efbcf03e7eea49213091c6","cama_mesa_banho",27,423,1,200,16,12,11,"cama_mesa_banho"
"6a02077065f9af692480ab01fbff66d2","relogios_presentes",36,197,1,200,16,16,11,"relogios_presentes"
"e389381479408ccdcdd406d8d3049e45","papelaria",57,308,1,200,16,6,11,"papelaria"
"a52eee5077b52ed1702997bbb36ca4de","alimentos",44,1147,1,200,16,11,11,"alimentos"
"350d1a07ddb929118c6855106d206035","artigos_de_natal",45,253,1,200,16,9,11,"artigos_de_natal"
"f068148c48720c66b21825e2c558d493","beleza_saude",25,3281,1,200,16,6,11,"beleza_saude"
"b5a1f8c43ea139a65cbf5c25b1a31f1d","esporte_lazer",54,500,1,200,16,3,11,"esporte_lazer"
"c0047dd512738c1a067099c37b78f627","bebes",49,931,1,200,16,5,11,"bebes"
"7dad8823339023bc68054e62d1e9a761","artigos_de_natal",26,147,1,200,16,9,11,"artigos_de_natal"
"3869f6f786f62c6b885593406506aaab","perfumaria",50,405,1,200,16,16,11,"perfumaria"
"8477d691ae21afadfa805681bef3a620","fashion_bolsas_e_acessorios",29,354,1,200,16,8,11,"fashion_bolsas_e_acessorios"
"30e94ff4a3c0019755fd01e2a9c35d4a","instrumentos_musicais",60,135,1,200,16,4,11,"instrumentos_musicais"
"c49543f64e565e811a038b0b637df478","esporte_lazer",59,806,1,200,16,11,11,"esporte_lazer"
"97296954e343ef67dcda940ec8e2a0d4","informatica_acessorios",53,147,1,200,16,8,11,"informatica_acessorios"
"a014ce59dca05d6160b0a995600511b1","beleza_saude",60,586,1,200,16,6,11,"beleza_saude"
"124ce940a0950f162eecf1c7f3db5a53","instrumentos_musicais",57,433,1,200,16,9,11,"instrumentos_musicais"
"59764cf344119ff76a19a0ec02400b8f","informatica_acessorios",26,581,1,200,16,4,11,"informatica_acessorios"
"9b3d7d1f427df3cf9a6e4fa9a3cba6f9","esporte_lazer",60,1006,1,200,16,5,11,"esporte_lazer"
"43bce2c11df17f5e6e50fbb914fd13ea","relogios_presentes",58,499,1,200,16,11,11,"relogios_presentes"
"f2ee381460f893efb6f459e95cd57695","fashion_bolsas_e_acessorios",50,180,1,200,16,8,11,"fashion_bolsas_e_acessorios"
"aaa31e14a24ce654af7f6f2061d1b7ed","fashion_bolsas_e_acessorios",49,248,1,200,16,8,11,"fashion_bolsas_e_acessorios"
"32d53bcf0e4dd5e24ce8f1d29388b086","beleza_saude",46,852,1,200,16,10,11,"beleza_saude"
"927c2974fc11ccce0fcd4910175f6ca0","automotivo",58,980,1,200,16,12,11,"automotivo"
"00bc6e6d4ceb98ec7ed058b0a243a8b9","artigos_de_natal",34,249,1,200,16,11,11,"artigos_de_natal"
"e15df886b39f7ae5ed4149643bb0c8d6","papelaria",53,298,1,200,16,6,11,"papelaria"
"fe4dece0c663ba4f1f9f2d04d3b93a97","cool_stuff",58,442,1,200,16,12,11,"cool_stuff"
"f8b29b398eeec313dd704d04a432af3a","informatica_acessorios",42,410,1,200,16,16,11,"informatica_acessorios"
"2e0725613e75303bb162ff2f58f112e0","brinquedos",27,254,1,200,16,10,11,"brinquedos"
"f5f8b37f379db82195a477981fdd5ccd","cama_mesa_banho",31,431,1,200,16,12,11,"cama_mesa_banho"
"9a63d4ef456702710823c21b8cca0332","automotivo",58,567,1,200,16,6,11,"automotivo"
"39b163e43ba84533daaba94c5a0712de","eletronicos",57,108,1,200,16,7,11,"eletronicos"
"91b3eea4ab6c21d2f61d53597e49bf3f","brinquedos",43,163,1,200,16,17,11,"brinquedos"
"3f217ac180c743ff2e4b047d4f205d52","instrumentos_musicais",57,507,1,200,16,9,11,"instrumentos_musicais"
"1775f1f0d5c82a7c311baa9074593e6d","perfumaria",43,1823,1,200,16,17,11,"perfumaria"
"cdad9f8ea258557cae046590bd2ba19c","construcao_ferramentas_construcao",52,1667,1,200,16,11,11,"construcao_ferramentas_construcao"
"6bb50785f82871dde37ed1666da54bf3","esporte_lazer",35,560,1,200,16,16,11,"esporte_lazer"
"f9392dda35e35d69c08288c2c670897f","cama_mesa_banho",27,423,1,200,16,12,11,"cama_mesa_banho"
"e3f154094d70c797fdb364c6f7160252","esporte_lazer",52,237,1,200,16,7,11,"esporte_lazer"
"0b28e43610654365d0266f77070a71d9","relogios_presentes",60,478,1,200,16,11,11,"relogios_presentes"
"65785506a1566ea8655e9e1665754947","automotivo",56,215,1,200,16,8,11,"automotivo"
"f463be14aa25e52cdddcccccb9baff20","automotivo",42,84,1,200,16,7,11,"automotivo"
"1a796d2b0c1498dead0d8102ee8ca9c4","automotivo",58,117,1,200,16,7,11,"automotivo"
"90ba60817ac3ba85da42f002b2eb1360","cama_mesa_banho",41,451,1,200,16,12,11,"cama_mesa_banho"
"10b0226d162bdc55d60c0eabf68c7021","esporte_lazer",29,502,1,200,16,16,11,"esporte_lazer"
"038967227fb1bc9b30d6e1c81fa2d2be","automotivo",45,1161,1,200,16,4,11,"automotivo"
"f3c5f7d4a6b87b94a7ce5fa1c1b2ca10","artes",53,927,1,200,16,5,11,"artes"
"e0fddcd9bdfbff9df8a8228f6a6346d7","cine_foto",60,2064,1,200,16,8,11,"cine_foto"
"4a3ffd5293869f4b85d163eb3b4d0faa","flores",53,305,1,200,16,11,11,"flores"
"8cc110a46bc7b525c9972ce5db52ce78","artigos_de_natal",44,252,1,200,16,12,11,"artigos_de_natal"
"54f8f27ac6543c074ae5c4e7759b054a","pet_shop",60,872,1,200,16,7,11,"pet_shop"
"ebad22047e14d0c85c898f3ea796030d","utilidades_domesticas",39,160,1,200,16,4,11,"utilidades_domesticas"
"58b9219b342b712be58665cdeff68b30","beleza_saude",35,772,1,200,16,12,11,"beleza_saude"
"26eed370f5b5e551ed3a9854d522a65d","fashion_bolsas_e_acessorios",38,378,1,200,16,8,11,"fashion_bolsas_e_acessorios"
"1e5b160bf180293380b0d3e68bcc7ead","artigos_de_natal",40,243,1,200,16,8,11,"artigos_de_natal"
"5fc3e6a4b52b0c414458104ed4037f1c","informatica_acessorios",38,228,1,200,16,5,11,"informatica_acessorios"
"9cd79ac3aef250c2bdb124ba243ec5bf","eletronicos",50,49,1,200,16,16,11,"eletronicos"
"f177554ea93259a5b282f24e33f65ab6","fashion_bolsas_e_acessorios",35,60,1,200,16,16,11,"fashion_bolsas_e_acessorios"
"80fcb8062aff23a658c4b047a08bec66","beleza_saude",46,919,1,200,16,11,11,"beleza_saude"
"165fb50db4fca5b20adf857e6292b171","perfumaria",35,1059,1,200,16,9,11,"perfumaria"
"888e11f9e6f882701220d1139c58d462","instrumentos_musicais",40,343,1,200,16,5,11,"instrumentos_musicais"
"58bde724a1c7fa581fc432dda14450dc","ferramentas_jardim",36,141,1,200,16,11,11,"ferramentas_jardim"
"aba0c26e6fcc5a413da7fcfad4b04ac1","perfumaria",56,653,1,200,16,16,11,"perfumaria"
"a2df39260fbfda368c11ffcb4f66395b","informatica_acessorios",56,292,1,200,16,5,11,"informatica_acessorios"
"e1f24e88490db8f0fd2d3c169b130d0e","perfumaria",45,449,1,200,16,6,11,"perfumaria"
"7a63b90eac4831fa1eed304ebb910716","informatica_acessorios",39,615,1,200,16,5,11,"informatica_acessorios"
"1694be93ee57fcedd649a53f11848edb","perfumaria",44,1255,1,200,16,13,11,"perfumaria"
"f1cf1f7cd5a15a0805ed75df40b002a0","fashion_bolsas_e_acessorios",48,170,1,200,16,7,11,"fashion_bolsas_e_acessorios"
"88aae2af22801d0292b79bc80e4c1d01","fashion_bolsas_e_acessorios",41,248,1,200,16,16,11,"fashion_bolsas_e_acessorios"
"78eacca1151432fda7271e7e53e49720","artes_e_artesanato",42,489,1,200,16,6,11,"artes_e_artesanato"
"9a858b9c47bfc94a3b1548364f9324ac","pet_shop",60,872,1,200,16,7,11,"pet_shop"
"8392bd9333d10e51a2c2fc4596ee12a5","fashion_bolsas_e_acessorios",38,160,1,200,16,7,11,"fashion_bolsas_e_acessorios"
"5a4c377d6a26070bde893505958a54d8","informatica_acessorios",59,170,1,200,16,8,11,"informatica_acessorios"
"7c9d0c4f31e1c76d92518112b8f4b348","perfumaria",55,708,1,200,16,16,11,"perfumaria"
"c2ad928095a0d199c4d44b2194119ce2","papelaria",52,298,1,200,16,6,11,"papelaria"
"fa8ca858fe87995e9961a3423bce21d8","beleza_saude",45,403,1,200,16,16,11,"beleza_saude"
"8fc237f3709cf31cbe92dca0083b5681","instrumentos_musicais",45,405,1,200,16,16,11,"instrumentos_musicais"
"d0ce66fd946b6de7288a6420bbf92bee","esporte_lazer",43,665,1,200,16,20,11,"esporte_lazer"
"19fee5d5b066841b45bc3e97832fa654","artigos_de_natal",27,341,1,200,16,48,11,"artigos_de_natal"
"678f2ac714d00eef5ccc48a9b25b2fef","beleza_saude",35,751,1,200,16,11,11,"beleza_saude"
"08fe42c83a91594fec4d1e11474200f3","beleza_saude",26,719,1,200,16,12,11,"beleza_saude"
"a41d69926dcf58caff228aa637ffea2f","automotivo",46,70,1,200,16,7,11,"automotivo"
"b0137f9102be5a094d59c061fe106b83","brinquedos",23,254,1,200,16,10,11,"brinquedos"
"79e98bde1cf4a5e68c97cfd1872de142","brinquedos",25,254,1,200,16,10,11,"brinquedos"
"067e1aaf685cc3da73e97a0abf22561c","brinquedos",50,854,1,200,16,17,11,"brinquedos"
"416fad0f58722ac772e8ac9b3e33a0ca","esporte_lazer",54,500,1,200,16,3,11,"esporte_lazer"
"c8e7c2ef329fcda4a233e7e2f8bb8b7d","utilidades_domesticas",58,1245,1,200,16,12,11,"utilidades_domesticas"
"85d61a3f77ccf65416956689668d4bba","pet_shop",52,113,1,200,16,20,11,"pet_shop"
"62abef05dddbd149514e4339c84f7d7d","papelaria",39,341,1,200,16,6,11,"papelaria"
"c50f4a0f1214c5054279a7017d1f4405","beleza_saude",13,1223,1,200,16,11,11,"beleza_saude"
"7b49e585ac8c80b14c9b2815d4db465f","cama_mesa_banho",26,421,1,200,16,12,11,"cama_mesa_banho"
"ae2f987a774d66463c1bfcc0a82c3456","pet_shop",49,1180,1,200,16,14,11,"pet_shop"
"478d4be486fee83594677ed9885e6f91","artigos_de_natal",43,266,1,200,16,7,11,"artigos_de_natal"
"70afaf5a0fe1e5947d15e7f3751f390f","papelaria",37,151,1,200,16,10,11,"papelaria"
"bbdffddcafb9e370fbc41a538d738318","artigos_de_natal",30,244,1,200,16,8,11,"artigos_de_natal"
"362b773250263786dd58670d2df42c3b","esporte_lazer",51,2526,1,200,16,16,11,"esporte_lazer"
"500622d5e5b51dc502c73dc7b3449202","perfumaria",36,272,1,200,16,4,11,"perfumaria"
"e28e0ee4dffaf8ed5508c35aaf1d0d25","brinquedos",48,167,1,200,16,17,11,"brinquedos"
"9932cef18f605505959181dbce9896ea","perfumaria",47,274,1,200,16,5,11,"perfumaria"
"ac50a885bf3b6a817bf6a0a2f1e27af4","artigos_de_natal",37,170,1,200,16,32,11,"artigos_de_natal"
"6846dfbf7215f5f155de98eed2597736","beleza_saude",57,1064,1,200,16,8,11,"beleza_saude"
"72d135605b8f0dd92505c47ca12157bd","beleza_saude",44,1449,1,200,16,28,11,"beleza_saude"
"585fba465552491690a4d0ebc78ef585","pet_shop",24,796,1,200,16,11,11,"pet_shop"
"55ec10b39713ee81ee2c5bcb558cf866","fashion_bolsas_e_acessorios",53,1398,1,300,16,2,11,"fashion_bolsas_e_acessorios"
"c7147724cd430269c6296fc758c0a086","utilidades_domesticas",32,42,1,300,16,15,11,"utilidades_domesticas"
"062597771ee91356ea34084f28c03a4b","fashion_bolsas_e_acessorios",54,1399,1,300,16,2,11,"fashion_bolsas_e_acessorios"
"265928225c1358e74bf8668ff65096f3","brinquedos",25,119,1,300,16,17,11,"brinquedos"
"fc5c33cddd49638580cfe9fec90aa943","bebes",16,978,1,300,16,8,11,"bebes"
"8bc6752b88d4909a129ee0abfd76875b","pet_shop",17,746,1,300,16,4,11,"pet_shop"
"39fbb313b6c8c6cc28e358f37e3068c1","relogios_presentes",57,500,1,300,16,11,11,"relogios_presentes"
"edffab3eae08991a067c2c7664821661","moveis_decoracao",55,1646,1,300,16,6,11,"moveis_decoracao"
"1906cb28cdc0781f04a95d4d3d0d980d","fashion_bolsas_e_acessorios",52,1359,1,300,16,2,11,"fashion_bolsas_e_acessorios"
"d05d4a7430d1293367ba2ffbedcdef05","esporte_lazer",44,907,1,300,16,7,11,"esporte_lazer"
"82cef15a4bafa854c7a2a2c9854b7e44","perfumaria",58,1987,1,300,16,10,11,"perfumaria"
"5b8d60277cb78caf49ba0c814eae519b","telefonia",40,945,1,300,16,2,11,"telefonia"
"91aafdd30514579d1568b6f5ae9f4d46","brinquedos",57,175,1,300,16,17,11,"brinquedos"
"cfef9c856c09723e61b5eeaed5aa2d55","beleza_saude",57,2556,1,300,16,6,11,"beleza_saude"
"de080af2646decbba6b52a3213110d29","informatica_acessorios",37,1227,1,300,16,16,11,"informatica_acessorios"
"fcbdd87d29fc2d2fe700a7459d43445a","papelaria",39,310,1,300,16,4,11,"papelaria"
"809f2a482cb6abfaa2cc24167538f57c","beleza_saude",28,936,1,300,16,17,11,"beleza_saude"
"8b2ae6dc36fac80caf19882760cfc9b2","esporte_lazer",47,527,1,300,16,17,11,"esporte_lazer"
"ab57d2064d8806f9cc9d5734e332a969","fashion_bolsas_e_acessorios",56,731,1,300,16,2,11,"fashion_bolsas_e_acessorios"
"7a4d1de6e3f699b294708384fbd6f8c0","telefonia",45,723,1,300,16,22,11,"telefonia"
"2caf6fb89364a155b1e788a3ccd91a25","perfumaria",50,548,1,300,16,2,11,"perfumaria"
"c8f57335e06d8d4e73e34057dc92cfbe","telefonia",59,273,1,300,16,2,11,"telefonia"
"ed093290e543139864511e4f41b9400a","cama_mesa_banho",47,302,1,300,16,22,11,"cama_mesa_banho"
"310dc32058903b6416c71faff132df9e","papelaria",36,326,1,300,16,10,11,"papelaria"
"5788687ad396e23d2c0332354be2d918","papelaria",27,729,1,300,16,16,11,"papelaria"
"10a03d415cde6853f5f246661f9d1bf0","perfumaria",47,902,1,300,16,11,11,"perfumaria"
"d730dcd6017ae7bc8a4b5561f18c6d59","papelaria",59,302,1,300,16,6,11,"papelaria"
"0df595995d2f55005a3de2b62ca97189","fashion_bolsas_e_acessorios",49,72,1,300,16,2,11,"fashion_bolsas_e_acessorios"
"9df597081d18ddb0f995470f3203d467","informatica_acessorios",59,410,1,300,16,8,11,"informatica_acessorios"
"01ea47d0dff23faa8d07ba3f353d2af0","automotivo",39,179,1,300,16,2,11,"automotivo"
"0d0813646803c7ceca65852df0fd59f6","pet_shop",17,712,1,300,16,5,11,"pet_shop"
"8528c3cdea861b628e7628da757ba5a7","automotivo",52,148,1,300,16,5,11,"automotivo"
"b121f98815a33782f552005a2f39c6a1","fashion_bolsas_e_acessorios",42,114,1,300,16,16,11,"fashion_bolsas_e_acessorios"
"5a6eeab62396852f7d89b60ba3a73cce","ferramentas_jardim",33,109,1,300,16,22,11,"ferramentas_jardim"
"a8689b01f296bed129a12180ceb44b0a","relogios_presentes",52,560,1,300,16,11,11,"relogios_presentes"
