Territory_ID,Target_amount,Quarter,Month,Year,RM_Targets_Name_ID,QTR/MTH/YR
13,1451851.11,2,6,2016,"New England","262016"
13,1563673.2,3,7,2016,"New England","372016"
13,1061888,3,8,2016,"New England","382016"
13,1647426,3,9,2016,"New England","392016"
13,1780996,4,10,2016,"New England","4102016"
13,980763,4,11,2016,"New England","4112016"
13,1156417,4,12,2016,"New England","4122016"
16,699858.75,2,4,2016,"Southern Central","242016"
16,451486,2,5,2016,"Southern Central","252016"
16,199056,2,6,2016,"Southern Central","262016"
16,736442,3,7,2016,"Southern Central","372016"
16,558821,3,8,2016,"Southern Central","382016"
16,276902,3,9,2016,"Southern Central","392016"
16,602532,4,10,2016,"Southern Central","4102016"
16,615272,4,11,2016,"Southern Central","4112016"
16,345164,4,12,2016,"Southern Central","4122016"
21,812181,2,4,2016,"Central Region","242016"
21,639557,2,5,2016,"Central Region","252016"
21,429411,2,6,2016,"Central Region","262016"
21,794290,3,7,2016,"Central Region","372016"
21,776451,3,8,2016,"Central Region","382016"
21,659660,3,9,2016,"Central Region","392016"
21,829827,4,10,2016,"Central Region","4102016"
21,723630,4,11,2016,"Central Region","4112016"
21,644061,4,12,2016,"Central Region","4122016"
26,827914,2,4,2016,"West Coast","242016"
26,405191,2,5,2016,"West Coast","252016"
26,752181,2,6,2016,"West Coast","262016"
26,469611,3,7,2016,"West Coast","372016"
26,376965,3,8,2016,"West Coast","382016"
26,515118,3,9,2016,"West Coast","392016"
26,387459,4,10,2016,"West Coast","4102016"
26,566124,4,11,2016,"West Coast","4112016"
26,599070,4,12,2016,"West Coast","4122016"
27,1613726,2,4,2016,"North Midwest Region","242016"
27,1253904,2,5,2016,"North Midwest Region","252016"
27,1230170,2,6,2016,"North Midwest Region","262016"
27,1905876,3,7,2016,"North Midwest Region","372016"
27,1557115,3,8,2016,"North Midwest Region","382016"
27,1278692,3,9,2016,"North Midwest Region","392016"
27,1625491,4,10,2016,"North Midwest Region","4102016"
27,1109600,4,11,2016,"North Midwest Region","4112016"
27,1252676,4,12,2016,"North Midwest Region","4122016"
53,903064,2,4,2016,"International","242016"
53,722476,2,5,2016,"International","252016"
53,594677,1,1,2018,"International","112018"
53,478493,1,2,2018,"International","122018"
53,866394,1,3,2018,"International","132018"
53,521547,2,4,2018,"International","242018"
53,533741,2,5,2018,"International","252018"
53,1153100,2,6,2018,"International","262018"
53,3968,3,7,2018,"International","372018"
53,776766,3,8,2018,"International","382018"
53,604971,3,9,2018,"International","392018"
53,199,4,10,2018,"International","4102018"
53,5983,4,11,2018,"International","4112018"
53,696199,4,12,2018,"International","4122018"
56,413402,1,1,2018,"Latin America","112018"
56,115771,1,2,2018,"Latin America","122018"
56,60672,1,3,2018,"Latin America","132018"
56,73992,2,4,2018,"Latin America","242018"
56,39193,2,5,2018,"Latin America","252018"
56,36694,2,6,2018,"Latin America","262018"
56,62901,3,7,2018,"Latin America","372018"
56,39320,3,8,2018,"Latin America","382018"
56,39320,3,9,2018,"Latin America","392018"
56,49231,4,10,2018,"Latin America","4102018"
56,42384,4,11,2018,"Latin America","4112018"
56,79884,4,12,2018,"Latin America","4122018"
60,870046,1,1,2018,"New Zealand","112018"
60,886893,1,2,2018,"New Zealand","122018"
60,598846,1,3,2018,"New Zealand","132018"
60,1123163,2,4,2018,"New Zealand","242018"
60,580070,2,5,2018,"New Zealand","252018"
60,634215,2,6,2018,"New Zealand","262018"
60,856234,3,7,2018,"New Zealand","372018"
60,620189,3,8,2018,"New Zealand","382018"
60,684962,3,9,2018,"New Zealand","392018"
60,1295421,4,10,2018,"New Zealand","4102018"
60,499734,4,11,2018,"New Zealand","4112018"
60,454917,4,12,2018,"New Zealand","4122018"
13,1584999,1,1,2018,"New England","112018"
13,1012949,1,2,2018,"New England","122018"
13,1397732,1,3,2018,"New England","132018"
13,1671024,2,4,2018,"New England","242018"
13,1071746,2,5,2018,"New England","252018"
13,2033120,2,6,2018,"New England","262018"
13,2002253,3,7,2018,"New England","372018"
13,1586740,3,8,2018,"New England","382018"
13,2347624,3,9,2018,"New England","392018"
13,1601357,4,10,2018,"New England","4102018"
13,1387966,4,11,2018,"New England","4112018"
13,1840787,4,12,2018,"New England","4122018"
16,770352,1,1,2018,"Southern Central","112018"
16,486610,1,2,2018,"Southern Central","122018"
16,325000,1,3,2018,"Southern Central","132018"
16,590000,2,4,2018,"Southern Central","242018"
16,466000,2,5,2018,"Southern Central","252018"
16,346000,2,6,2018,"Southern Central","262018"
16,565000,3,7,2018,"Southern Central","372018"
16,479000,3,8,2018,"Southern Central","382018"
16,869144,3,9,2018,"Southern Central","392018"
16,399446,4,10,2018,"Southern Central","4102018"
16,278000,4,11,2018,"Southern Central","4112018"
16,582319,4,12,2018,"Southern Central","4122018"
21,446499.91,1,1,2018,"Central Region","112018"
21,547639.57,1,2,2018,"Central Region","122018"
21,751441.34,1,3,2018,"Central Region","132018"
21,566355.53,2,4,2018,"Central Region","242018"
21,614836.81,2,5,2018,"Central Region","252018"
21,533363.07,2,6,2018,"Central Region","262018"
21,825690.7,3,7,2018,"Central Region","372018"
21,654371.54,3,8,2018,"Central Region","382018"
21,1198059.58,3,9,2018,"Central Region","392018"
21,452572.37,4,10,2018,"Central Region","4102018"
21,749253.96,4,11,2018,"Central Region","4112018"
21,536210.6,4,12,2018,"Central Region","4122018"
26,544835,1,1,2018,"West Coast","112018"
26,435868,1,2,2018,"West Coast","122018"
26,435868,1,3,2018,"West Coast","132018"
26,803846,2,4,2018,"West Coast","242018"
26,643077,2,5,2018,"West Coast","252018"
26,643077,2,6,2018,"West Coast","262018"
26,888462,3,7,2018,"West Coast","372018"
26,710769,3,8,2018,"West Coast","382018"
26,710769,3,9,2018,"West Coast","392018"
26,626703,4,10,2018,"West Coast","4102018"
26,501362,4,11,2018,"West Coast","4112018"
26,501362,4,12,2018,"West Coast","4122018"
27,1261437,1,1,2018,"North Midwest Region","112018"
27,1009148,1,2,2018,"North Midwest Region","122018"
27,1009148,1,3,2018,"North Midwest Region","132018"
27,1475502,2,4,2018,"North Midwest Region","242018"
27,1180400,2,5,2018,"North Midwest Region","252018"
27,1180400,2,6,2018,"North Midwest Region","262018"
27,1957060,3,7,2018,"North Midwest Region","372018"
27,1565647,3,8,2018,"North Midwest Region","382018"
27,1565647,3,9,2018,"North Midwest Region","392018"
27,1801026,4,10,2018,"North Midwest Region","4102018"
27,1440820,4,11,2018,"North Midwest Region","4112018"
27,1440820,4,12,2018,"North Midwest Region","4122018"
53,366659,1,1,2017,"International","112017"
53,621205,1,2,2017,"International","122017"
53,687431,1,3,2017,"International","132017"
53,795324,2,4,2017,"International","242017"
53,1032937,2,5,2017,"International","252017"
53,384809,2,6,2017,"International","262017"
53,586076,3,7,2017,"International","372017"
53,1091790,3,8,2017,"International","382017"
53,607149,3,9,2017,"International","392017"
53,535172,4,10,2017,"International","4102017"
53,142265,4,11,2017,"International","4112017"
53,398483,4,12,2017,"International","4122017"
56,69248,1,1,2017,"Latin America","112017"
56,59571,1,2,2017,"Latin America","122017"
56,91391,1,3,2017,"Latin America","132017"
56,18915,2,4,2017,"Latin America","242017"
56,16700,2,5,2017,"Latin America","252017"
56,15700,2,6,2017,"Latin America","262017"
56,147205,3,7,2017,"Latin America","372017"
56,25823,3,8,2017,"Latin America","382017"
56,55481,3,9,2017,"Latin America","392017"
56,44565,4,10,2017,"Latin America","4102017"
56,40765,4,11,2017,"Latin America","4112017"
56,31592,4,12,2017,"Latin America","4122017"
60,411234,1,1,2017,"New Zealand","112017"
60,1082676,1,2,2017,"New Zealand","122017"
60,825135,1,3,2017,"New Zealand","132017"
60,1343141,2,4,2017,"New Zealand","242017"
60,921035,2,5,2017,"New Zealand","252017"
60,1313251,2,6,2017,"New Zealand","262017"
60,908450,3,7,2017,"New Zealand","372017"
60,541603,3,8,2017,"New Zealand","382017"
60,1291362,3,9,2017,"New Zealand","392017"
60,508915,4,10,2017,"New Zealand","4102017"
60,943489,4,11,2017,"New Zealand","4112017"
60,950110,4,12,2017,"New Zealand","4122017"
13,1025419.44,1,1,2017,"New England","112017"
13,1265298.32,1,2,2017,"New England","122017"
13,1869222.15,1,3,2017,"New England","132017"
13,1667290.76,2,4,2017,"New England","242017"
13,1315011.91,2,5,2017,"New England","252017"
13,1733290.09,2,6,2017,"New England","262017"
13,1777608.33,3,7,2017,"New England","372017"
13,1419064.34,3,8,2017,"New England","382017"
13,1604690.9,3,9,2017,"New England","392017"
13,1930976,4,10,2017,"New England","4102017"
13,1781459.54,4,11,2017,"New England","4112017"
13,830812.71,4,12,2017,"New England","4122017"
16,656359,1,1,2017,"Southern Central","112017"
16,433540,1,2,2017,"Southern Central","122017"
16,547651,1,3,2017,"Southern Central","132017"
16,772174,2,4,2017,"Southern Central","242017"
16,454934,2,5,2017,"Southern Central","252017"
16,558505,2,6,2017,"Southern Central","262017"
16,681707,3,7,2017,"Southern Central","372017"
16,506694,3,8,2017,"Southern Central","382017"
16,521146,3,9,2017,"Southern Central","392017"
16,683551,4,10,2017,"Southern Central","4102017"
16,633290,4,11,2017,"Southern Central","4112017"
16,498993,4,12,2017,"Southern Central","4122017"
21,448374,1,1,2017,"Central Region","112017"
21,679321,1,2,2017,"Central Region","122017"
21,552216,1,3,2017,"Central Region","132017"
21,663154,2,4,2017,"Central Region","242017"
21,596944,2,5,2017,"Central Region","252017"
21,807315,2,6,2017,"Central Region","262017"
21,965056,3,7,2017,"Central Region","372017"
21,654643,3,8,2017,"Central Region","382017"
21,541477,3,9,2017,"Central Region","392017"
21,555081,4,10,2017,"Central Region","4102017"
21,523865,4,11,2017,"Central Region","4112017"
21,672125,4,12,2017,"Central Region","4122017"
26,481394,1,1,2017,"West Coast","112017"
26,426738,1,2,2017,"West Coast","122017"
26,688616,1,3,2017,"West Coast","132017"
26,885686,2,4,2017,"West Coast","242017"
26,445768,2,5,2017,"West Coast","252017"
26,1123253,2,6,2017,"West Coast","262017"
26,352760,3,7,2017,"West Coast","372017"
26,769188,3,8,2017,"West Coast","382017"
26,679501,3,9,2017,"West Coast","392017"
26,647845,4,10,2017,"West Coast","4102017"
26,293437,4,11,2017,"West Coast","4112017"
26,815143,4,12,2017,"West Coast","4122017"
27,770369,1,1,2017,"North Midwest Region","112017"
27,914643,1,2,2017,"North Midwest Region","122017"
27,1384736,1,3,2017,"North Midwest Region","132017"
27,1503665,2,4,2017,"North Midwest Region","242017"
27,1533539,2,5,2017,"North Midwest Region","252017"
27,1381478,2,6,2017,"North Midwest Region","262017"
27,1780271,3,7,2017,"North Midwest Region","372017"
27,1238146,3,8,2017,"North Midwest Region","382017"
27,2166822,3,9,2017,"North Midwest Region","392017"
27,1107641,4,10,2017,"North Midwest Region","4102017"
27,1278712,4,11,2017,"North Midwest Region","4112017"
27,1315537,4,12,2017,"North Midwest Region","4122017"
