Cost Center,Expense Description,Date,FC - USD,FC,Currency
"Supplies","Total Non Productive Materials",2021-12-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Reworks",2021-01-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Reworks",2021-02-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Reworks",2021-03-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Reworks",2021-04-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Reworks",2021-05-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Reworks",2021-06-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Reworks",2021-07-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Reworks",2021-08-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Reworks",2021-09-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Reworks",2021-10-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Reworks",2021-11-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Reworks",2021-12-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Associated Companies",2021-01-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Associated Companies",2021-02-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Associated Companies",2021-03-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Associated Companies",2021-04-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Associated Companies",2021-05-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Associated Companies",2021-06-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Associated Companies",2021-07-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Associated Companies",2021-08-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Associated Companies",2021-09-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Associated Companies",2021-10-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Associated Companies",2021-11-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Associated Companies",2021-12-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Caterer",2021-01-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Caterer",2021-02-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Caterer",2021-03-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Caterer",2021-04-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Caterer",2021-05-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Caterer",2021-06-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Caterer",2021-07-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Caterer",2021-08-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Caterer",2021-09-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Caterer",2021-10-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Caterer",2021-11-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Caterer",2021-12-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Electrical power & Gas - Direct",2021-01-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Electrical power & Gas - Direct",2021-02-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Electrical power & Gas - Direct",2021-03-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Electrical power & Gas - Direct",2021-04-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Electrical power & Gas - Direct",2021-05-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Electrical power & Gas - Direct",2021-06-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Electrical power & Gas - Direct",2021-07-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Electrical power & Gas - Direct",2021-08-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Electrical power & Gas - Direct",2021-09-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Electrical power & Gas - Direct",2021-10-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Electrical power & Gas - Direct",2021-11-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Electrical power & Gas - Direct",2021-12-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Scrap",2021-01-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Scrap",2021-02-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Scrap",2021-03-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Scrap",2021-04-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Scrap",2021-05-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Scrap",2021-06-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Scrap",2021-07-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Scrap",2021-08-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Scrap",2021-09-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Scrap",2021-10-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Scrap",2021-11-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Scrap",2021-12-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Marketing Research",2021-01-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Marketing Research",2021-02-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Marketing Research",2021-03-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Marketing Research",2021-04-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Marketing Research",2021-05-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Marketing Research",2021-06-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Marketing Research",2021-07-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Marketing Research",2021-08-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Marketing Research",2021-09-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Marketing Research",2021-10-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Marketing Research",2021-11-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Marketing Research",2021-12-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Total Materials & Supplies",2021-01-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Total Materials & Supplies",2021-02-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Foreing Travel",2021-01-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Memberships & Donations",2021-01-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Memberships & Donations",2021-02-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Memberships & Donations",2021-03-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Memberships & Donations",2021-04-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Memberships & Donations",2021-05-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Memberships & Donations",2021-06-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Memberships & Donations",2021-07-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Memberships & Donations",2021-08-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Memberships & Donations",2021-09-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Memberships & Donations",2021-10-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Memberships & Donations",2021-11-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Memberships & Donations",2021-12-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-01-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-02-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-03-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-04-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-05-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-06-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-07-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-08-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-09-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-10-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-11-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-12-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Comunication Expenses",2021-01-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Comunication Expenses",2021-02-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Comunication Expenses",2021-03-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Comunication Expenses",2021-04-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Comunication Expenses",2021-05-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Comunication Expenses",2021-06-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Comunication Expenses",2021-07-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Comunication Expenses",2021-08-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Comunication Expenses",2021-09-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Comunication Expenses",2021-10-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Comunication Expenses",2021-11-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Comunication Expenses",2021-12-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Employee Education",2021-01-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Employee Education",2021-02-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Employee Education",2021-03-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Employee Education",2021-04-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Employee Education",2021-05-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Employee Education",2021-06-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Employee Education",2021-07-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Employee Education",2021-08-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Employee Education",2021-09-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Employee Education",2021-10-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Employee Education",2021-11-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Employee Education",2021-12-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Sundry & Other Costs",2021-04-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Sundry & Other Costs",2021-05-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Sundry & Other Costs",2021-06-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Sundry & Other Costs",2021-07-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Sundry & Other Costs",2021-08-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Sundry & Other Costs",2021-09-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Sundry & Other Costs",2021-10-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Sundry & Other Costs",2021-11-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Sundry & Other Costs",2021-12-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Inventory & Others",2021-01-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Inventory & Others",2021-02-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Inventory & Others",2021-03-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Inventory & Others",2021-04-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Inventory & Others",2021-05-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Inventory & Others",2021-06-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Inventory & Others",2021-07-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Inventory & Others",2021-08-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Inventory & Others",2021-09-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Inventory & Others",2021-10-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Inventory & Others",2021-11-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Inventory & Others",2021-12-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Credits - Fixed",2021-01-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Credits - Fixed",2021-02-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Credits - Fixed",2021-03-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Credits - Fixed",2021-04-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Credits - Fixed",2021-05-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Credits - Fixed",2021-06-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Credits - Fixed",2021-07-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Credits - Fixed",2021-08-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Credits - Fixed",2021-09-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Credits - Fixed",2021-10-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Credits - Fixed",2021-11-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Credits - Fixed",2021-12-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Other incomes",2021-01-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Other incomes",2021-02-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Other incomes",2021-03-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Other incomes",2021-04-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Other incomes",2021-05-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Other incomes",2021-06-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Other incomes",2021-07-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Other incomes",2021-08-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Other incomes",2021-09-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Other incomes",2021-10-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Other incomes",2021-11-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Other incomes",2021-12-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Electrical Power - Water & Gas",2021-01-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Electrical Power - Water & Gas",2021-02-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Electrical Power - Water & Gas",2021-03-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Electrical Power - Water & Gas",2021-04-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Electrical Power - Water & Gas",2021-05-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Electrical Power - Water & Gas",2021-06-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Electrical Power - Water & Gas",2021-07-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Electrical Power - Water & Gas",2021-08-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Electrical Power - Water & Gas",2021-09-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Electrical Power - Water & Gas",2021-10-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Electrical Power - Water & Gas",2021-11-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Electrical Power - Water & Gas",2021-12-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Gastos de Alquiler",2021-01-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Gastos de Alquiler",2021-02-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Gastos de Alquiler",2021-03-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Caterer",2021-01-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Caterer",2021-02-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Caterer",2021-03-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Caterer",2021-04-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Caterer",2021-05-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Caterer",2021-06-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Caterer",2021-07-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Caterer",2021-08-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Caterer",2021-09-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Caterer",2021-10-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Caterer",2021-11-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Caterer",2021-12-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Maintenance & Repairs",2021-01-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Maintenance & Repairs",2021-02-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Maintenance & Repairs",2021-03-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Other Taxes",2021-01-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Other Taxes",2021-02-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Other Taxes",2021-03-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Other Taxes",2021-04-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Other Taxes",2021-05-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Other Taxes",2021-06-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Other Taxes",2021-07-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Other Taxes",2021-08-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Other Taxes",2021-09-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Other Taxes",2021-10-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Other Taxes",2021-11-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Other Taxes",2021-12-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Insurance on Building",2021-01-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Insurance on Building",2021-02-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Insurance on Building",2021-03-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Advertising",2021-01-01 00:00:00.000,0,"FC 09+03","USD"
"Supplies","Advertising",2021-02-01 00:00:00.000,0,"FC 09+03","USD"
