Cost Center,Expense Description,Date,FC - USD,Currency,FC
"Supplies","Personal contratado Fijo",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Personal contratado Fijo",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Personal contratado Fijo",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Personal contratado Fijo",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Personal contratado Fijo",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Personal contratado Fijo",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Personal contratado Fijo",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Personal contratado Fijo",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Personal contratado Fijo",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","TASK",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","TASK",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","TASK",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","TASK",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","TASK",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","TASK",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","TASK",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","TASK",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","TASK",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","TASK",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","TASK",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","TASK",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Total Non Productive Materials",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Total Non Productive Materials",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Total Non Productive Materials",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Total Non Productive Materials",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Total Non Productive Materials",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Total Non Productive Materials",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Total Non Productive Materials",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Total Non Productive Materials",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Total Non Productive Materials",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Total Non Productive Materials",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Total Non Productive Materials",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Total Non Productive Materials",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Reworks",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Reworks",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Reworks",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Reworks",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Reworks",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Reworks",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Reworks",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Reworks",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Reworks",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Reworks",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Reworks",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Reworks",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Associated Companies",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Associated Companies",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Associated Companies",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Associated Companies",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Associated Companies",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Associated Companies",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Associated Companies",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Associated Companies",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Associated Companies",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Associated Companies",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Associated Companies",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Associated Companies",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Caterer",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Caterer",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Caterer",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Caterer",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Caterer",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Caterer",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Caterer",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Caterer",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Caterer",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Caterer",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Caterer",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Caterer",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Electrical power & Gas - Direct",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Electrical power & Gas - Direct",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Electrical power & Gas - Direct",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Electrical power & Gas - Direct",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Electrical power & Gas - Direct",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Electrical power & Gas - Direct",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Electrical power & Gas - Direct",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Electrical power & Gas - Direct",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Electrical power & Gas - Direct",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Electrical power & Gas - Direct",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Electrical power & Gas - Direct",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Electrical power & Gas - Direct",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Scrap",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Scrap",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Scrap",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Scrap",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Scrap",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Scrap",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Scrap",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Scrap",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Scrap",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Scrap",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Scrap",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Scrap",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Marketing Research",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Marketing Research",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Marketing Research",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Marketing Research",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Marketing Research",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Marketing Research",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Marketing Research",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Marketing Research",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Marketing Research",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Marketing Research",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Marketing Research",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Marketing Research",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Total Materials & Supplies",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Foreing Travel",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Memberships & Donations",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Memberships & Donations",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Memberships & Donations",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Memberships & Donations",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Memberships & Donations",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Memberships & Donations",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Memberships & Donations",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Memberships & Donations",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Memberships & Donations",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Memberships & Donations",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Memberships & Donations",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Memberships & Donations",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Legal Expenses & Profesional Serv.",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Legal Expenses & Profesional Serv.",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Legal Expenses & Profesional Serv.",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Legal Expenses & Profesional Serv.",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Legal Expenses & Profesional Serv.",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Legal Expenses & Profesional Serv.",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Legal Expenses & Profesional Serv.",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Legal Expenses & Profesional Serv.",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Legal Expenses & Profesional Serv.",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Legal Expenses & Profesional Serv.",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Legal Expenses & Profesional Serv.",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Legal Expenses & Profesional Serv.",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Comunication Expenses",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Comunication Expenses",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Comunication Expenses",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Comunication Expenses",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Comunication Expenses",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Comunication Expenses",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Comunication Expenses",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Comunication Expenses",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Comunication Expenses",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Comunication Expenses",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Comunication Expenses",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Comunication Expenses",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Employee Education",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Employee Education",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Employee Education",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Employee Education",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Employee Education",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Employee Education",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Employee Education",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Employee Education",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Employee Education",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Employee Education",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Employee Education",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Employee Education",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Sundry & Other Costs",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Sundry & Other Costs",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Sundry & Other Costs",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Sundry & Other Costs",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Sundry & Other Costs",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Sundry & Other Costs",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Sundry & Other Costs",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Sundry & Other Costs",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Sundry & Other Costs",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Sundry & Other Costs",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Sundry & Other Costs",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Inventory & Others",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Inventory & Others",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Inventory & Others",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Inventory & Others",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Inventory & Others",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Inventory & Others",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Inventory & Others",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Inventory & Others",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Inventory & Others",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Inventory & Others",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Inventory & Others",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Inventory & Others",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Credits - Fixed",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Credits - Fixed",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Credits - Fixed",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Credits - Fixed",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Credits - Fixed",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Credits - Fixed",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Credits - Fixed",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Credits - Fixed",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Credits - Fixed",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Credits - Fixed",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Credits - Fixed",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Credits - Fixed",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Other incomes",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Other incomes",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Other incomes",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Other incomes",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Other incomes",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Other incomes",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Other incomes",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Other incomes",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Other incomes",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Other incomes",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Other incomes",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Other incomes",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Electrical Power - Water & Gas",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Electrical Power - Water & Gas",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Electrical Power - Water & Gas",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Electrical Power - Water & Gas",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Electrical Power - Water & Gas",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Electrical Power - Water & Gas",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Electrical Power - Water & Gas",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Electrical Power - Water & Gas",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Electrical Power - Water & Gas",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Electrical Power - Water & Gas",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Electrical Power - Water & Gas",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Electrical Power - Water & Gas",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Gastos de Alquiler",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Caterer",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Caterer",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Caterer",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Caterer",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Caterer",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Caterer",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Caterer",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Caterer",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Caterer",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Caterer",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Caterer",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Caterer",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Maintenance & Repairs",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Other Taxes",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Other Taxes",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Other Taxes",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Other Taxes",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Other Taxes",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Other Taxes",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Other Taxes",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Other Taxes",2021-08-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Other Taxes",2021-09-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Other Taxes",2021-10-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Other Taxes",2021-11-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Other Taxes",2021-12-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Insurance on Building",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Advertising",2021-01-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Advertising",2021-02-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Advertising",2021-03-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Advertising",2021-04-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Advertising",2021-05-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Advertising",2021-06-01 00:00:00.000,0,"USD","FC 10+02"
"Supplies","Advertising",2021-07-01 00:00:00.000,0,"USD","FC 10+02"
