Cost Center,Expense Description,Date,BG - USD,Currency
"Finance","Associated Companies",2021-08-01 00:00:00.000,0,"USD"
"Finance","Associated Companies",2021-09-01 00:00:00.000,0,"USD"
"Finance","Associated Companies",2021-10-01 00:00:00.000,0,"USD"
"Finance","Associated Companies",2021-11-01 00:00:00.000,0,"USD"
"Finance","Associated Companies",2021-12-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-01-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-02-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-03-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-04-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-05-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-06-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-07-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-08-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-09-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-10-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-11-01 00:00:00.000,0,"USD"
"Finance","Caterer",2021-12-01 00:00:00.000,0,"USD"
"Finance","Electrical power & Gas - Direct",2021-01-01 00:00:00.000,0,"USD"
"Finance","Electrical power & Gas - Direct",2021-02-01 00:00:00.000,0,"USD"
"Finance","Electrical power & Gas - Direct",2021-03-01 00:00:00.000,0,"USD"
"Finance","Electrical power & Gas - Direct",2021-04-01 00:00:00.000,0,"USD"
"Finance","Electrical power & Gas - Direct",2021-05-01 00:00:00.000,0,"USD"
"Finance","Electrical power & Gas - Direct",2021-06-01 00:00:00.000,0,"USD"
"Finance","Electrical power & Gas - Direct",2021-07-01 00:00:00.000,0,"USD"
"Finance","Electrical power & Gas - Direct",2021-08-01 00:00:00.000,0,"USD"
"Finance","Electrical power & Gas - Direct",2021-09-01 00:00:00.000,0,"USD"
"Finance","Electrical power & Gas - Direct",2021-10-01 00:00:00.000,0,"USD"
"Finance","Electrical power & Gas - Direct",2021-11-01 00:00:00.000,0,"USD"
"Finance","Electrical power & Gas - Direct",2021-12-01 00:00:00.000,0,"USD"
"Finance","Scrap",2021-01-01 00:00:00.000,0,"USD"
"Finance","Scrap",2021-02-01 00:00:00.000,0,"USD"
"Finance","Scrap",2021-03-01 00:00:00.000,0,"USD"
"Finance","Scrap",2021-04-01 00:00:00.000,0,"USD"
"Finance","Scrap",2021-05-01 00:00:00.000,0,"USD"
"Finance","Scrap",2021-06-01 00:00:00.000,0,"USD"
"Finance","Scrap",2021-07-01 00:00:00.000,0,"USD"
"Finance","Scrap",2021-08-01 00:00:00.000,0,"USD"
"Finance","Scrap",2021-09-01 00:00:00.000,0,"USD"
"Finance","Scrap",2021-10-01 00:00:00.000,0,"USD"
"Finance","Scrap",2021-11-01 00:00:00.000,0,"USD"
"Finance","Scrap",2021-12-01 00:00:00.000,0,"USD"
"Finance","Marketing Research",2021-01-01 00:00:00.000,0,"USD"
"Finance","Marketing Research",2021-02-01 00:00:00.000,0,"USD"
"Finance","Marketing Research",2021-03-01 00:00:00.000,0,"USD"
"Finance","Marketing Research",2021-04-01 00:00:00.000,0,"USD"
"Finance","Marketing Research",2021-05-01 00:00:00.000,0,"USD"
"Finance","Marketing Research",2021-06-01 00:00:00.000,0,"USD"
"Finance","Marketing Research",2021-07-01 00:00:00.000,0,"USD"
"Finance","Marketing Research",2021-08-01 00:00:00.000,0,"USD"
"Finance","Marketing Research",2021-09-01 00:00:00.000,0,"USD"
"Finance","Marketing Research",2021-10-01 00:00:00.000,0,"USD"
"Finance","Marketing Research",2021-11-01 00:00:00.000,0,"USD"
"Finance","Marketing Research",2021-12-01 00:00:00.000,0,"USD"
"Finance","Foreing Travel",2021-01-01 00:00:00.000,0,"USD"
"Finance","Foreing Travel",2021-02-01 00:00:00.000,0,"USD"
"Finance","Foreing Travel",2021-04-01 00:00:00.000,0,"USD"
"Finance","Foreing Travel",2021-05-01 00:00:00.000,0,"USD"
"Finance","Foreing Travel",2021-06-01 00:00:00.000,0,"USD"
"Finance","Foreing Travel",2021-08-01 00:00:00.000,0,"USD"
"Finance","Foreing Travel",2021-09-01 00:00:00.000,0,"USD"
"Finance","Foreing Travel",2021-10-01 00:00:00.000,0,"USD"
"Finance","Foreing Travel",2021-12-01 00:00:00.000,0,"USD"
"Finance","Memberships & Donations",2021-01-01 00:00:00.000,0,"USD"
"Finance","Memberships & Donations",2021-02-01 00:00:00.000,0,"USD"
"Finance","Memberships & Donations",2021-03-01 00:00:00.000,0,"USD"
"Finance","Memberships & Donations",2021-04-01 00:00:00.000,0,"USD"
"Finance","Memberships & Donations",2021-05-01 00:00:00.000,0,"USD"
"Finance","Memberships & Donations",2021-06-01 00:00:00.000,0,"USD"
"Finance","Memberships & Donations",2021-07-01 00:00:00.000,0,"USD"
"Finance","Memberships & Donations",2021-08-01 00:00:00.000,0,"USD"
"Finance","Memberships & Donations",2021-09-01 00:00:00.000,0,"USD"
"Finance","Memberships & Donations",2021-10-01 00:00:00.000,0,"USD"
"Finance","Memberships & Donations",2021-11-01 00:00:00.000,0,"USD"
"Finance","Memberships & Donations",2021-12-01 00:00:00.000,0,"USD"
"Finance","Credits - Fixed",2021-01-01 00:00:00.000,0,"USD"
"Finance","Credits - Fixed",2021-02-01 00:00:00.000,0,"USD"
"Finance","Credits - Fixed",2021-03-01 00:00:00.000,0,"USD"
"Finance","Credits - Fixed",2021-04-01 00:00:00.000,0,"USD"
"Finance","Credits - Fixed",2021-05-01 00:00:00.000,0,"USD"
"Finance","Credits - Fixed",2021-06-01 00:00:00.000,0,"USD"
"Finance","Credits - Fixed",2021-07-01 00:00:00.000,0,"USD"
"Finance","Credits - Fixed",2021-08-01 00:00:00.000,0,"USD"
"Finance","Credits - Fixed",2021-09-01 00:00:00.000,0,"USD"
"Finance","Credits - Fixed",2021-10-01 00:00:00.000,0,"USD"
"Finance","Credits - Fixed",2021-11-01 00:00:00.000,0,"USD"
"Finance","Credits - Fixed",2021-12-01 00:00:00.000,0,"USD"
"Finance","Other incomes",2021-01-01 00:00:00.000,0,"USD"
"Finance","Other incomes",2021-02-01 00:00:00.000,0,"USD"
"Finance","Other incomes",2021-03-01 00:00:00.000,0,"USD"
"Finance","Other incomes",2021-04-01 00:00:00.000,0,"USD"
"Finance","Other incomes",2021-05-01 00:00:00.000,0,"USD"
"Finance","Other incomes",2021-06-01 00:00:00.000,0,"USD"
"Finance","Other incomes",2021-07-01 00:00:00.000,0,"USD"
"Finance","Other incomes",2021-08-01 00:00:00.000,0,"USD"
"Finance","Other incomes",2021-09-01 00:00:00.000,0,"USD"
"Finance","Other incomes",2021-10-01 00:00:00.000,0,"USD"
"Finance","Other incomes",2021-11-01 00:00:00.000,0,"USD"
"Finance","Other incomes",2021-12-01 00:00:00.000,0,"USD"
"Finance","Electrical Power - Water & Gas",2021-01-01 00:00:00.000,0,"USD"
"Finance","Electrical Power - Water & Gas",2021-02-01 00:00:00.000,0,"USD"
"Finance","Electrical Power - Water & Gas",2021-03-01 00:00:00.000,0,"USD"
"Finance","Electrical Power - Water & Gas",2021-04-01 00:00:00.000,0,"USD"
"Finance","Electrical Power - Water & Gas",2021-05-01 00:00:00.000,0,"USD"
"Finance","Electrical Power - Water & Gas",2021-06-01 00:00:00.000,0,"USD"
"Finance","Electrical Power - Water & Gas",2021-07-01 00:00:00.000,0,"USD"
"Finance","Electrical Power - Water & Gas",2021-08-01 00:00:00.000,0,"USD"
"Finance","Electrical Power - Water & Gas",2021-09-01 00:00:00.000,0,"USD"
"Finance","Electrical Power - Water & Gas",2021-10-01 00:00:00.000,0,"USD"
"Finance","Electrical Power - Water & Gas",2021-11-01 00:00:00.000,0,"USD"
"Finance","Electrical Power - Water & Gas",2021-12-01 00:00:00.000,0,"USD"
"Finance","Gastos de Alquiler",2021-01-01 00:00:00.000,0,"USD"
"Finance","Gastos de Alquiler",2021-02-01 00:00:00.000,0,"USD"
"Finance","Gastos de Alquiler",2021-03-01 00:00:00.000,0,"USD"
"Finance","Gastos de Alquiler",2021-04-01 00:00:00.000,0,"USD"
"Finance","Gastos de Alquiler",2021-05-01 00:00:00.000,0,"USD"
"Finance","Gastos de Alquiler",2021-06-01 00:00:00.000,0,"USD"
"Finance","Gastos de Alquiler",2021-07-01 00:00:00.000,0,"USD"
"Finance","Gastos de Alquiler",2021-08-01 00:00:00.000,0,"USD"
"Finance","Gastos de Alquiler",2021-09-01 00:00:00.000,0,"USD"
"Finance","Gastos de Alquiler",2021-10-01 00:00:00.000,0,"USD"
"Finance","Gastos de Alquiler",2021-11-01 00:00:00.000,0,"USD"
"Finance","Gastos de Alquiler",2021-12-01 00:00:00.000,0,"USD"
"Finance","Maintenance & Repairs",2021-01-01 00:00:00.000,0,"USD"
"Finance","Maintenance & Repairs",2021-02-01 00:00:00.000,0,"USD"
"Finance","Maintenance & Repairs",2021-03-01 00:00:00.000,0,"USD"
"Finance","Maintenance & Repairs",2021-04-01 00:00:00.000,0,"USD"
"Finance","Maintenance & Repairs",2021-05-01 00:00:00.000,0,"USD"
"Finance","Maintenance & Repairs",2021-06-01 00:00:00.000,0,"USD"
"Finance","Maintenance & Repairs",2021-07-01 00:00:00.000,0,"USD"
"Finance","Maintenance & Repairs",2021-08-01 00:00:00.000,0,"USD"
"Finance","Maintenance & Repairs",2021-09-01 00:00:00.000,0,"USD"
"Finance","Maintenance & Repairs",2021-10-01 00:00:00.000,0,"USD"
"Finance","Maintenance & Repairs",2021-11-01 00:00:00.000,0,"USD"
"Finance","Maintenance & Repairs",2021-12-01 00:00:00.000,0,"USD"
"Finance","Insurance on Building",2021-01-01 00:00:00.000,0,"USD"
"Finance","Insurance on Building",2021-02-01 00:00:00.000,0,"USD"
"Finance","Insurance on Building",2021-03-01 00:00:00.000,0,"USD"
"Finance","Insurance on Building",2021-04-01 00:00:00.000,0,"USD"
"Finance","Insurance on Building",2021-05-01 00:00:00.000,0,"USD"
"Finance","Insurance on Building",2021-06-01 00:00:00.000,0,"USD"
"Finance","Insurance on Building",2021-07-01 00:00:00.000,0,"USD"
"Finance","Insurance on Building",2021-08-01 00:00:00.000,0,"USD"
"Finance","Insurance on Building",2021-09-01 00:00:00.000,0,"USD"
"Finance","Insurance on Building",2021-10-01 00:00:00.000,0,"USD"
"Finance","Insurance on Building",2021-11-01 00:00:00.000,0,"USD"
"Finance","Insurance on Building",2021-12-01 00:00:00.000,0,"USD"
"Finance","Advertising",2021-01-01 00:00:00.000,0,"USD"
"Finance","Advertising",2021-02-01 00:00:00.000,0,"USD"
"Finance","Advertising",2021-03-01 00:00:00.000,0,"USD"
"Finance","Advertising",2021-04-01 00:00:00.000,0,"USD"
"Finance","Advertising",2021-05-01 00:00:00.000,0,"USD"
"Finance","Advertising",2021-06-01 00:00:00.000,0,"USD"
"Finance","Advertising",2021-07-01 00:00:00.000,0,"USD"
"Finance","Advertising",2021-08-01 00:00:00.000,0,"USD"
"Finance","Advertising",2021-09-01 00:00:00.000,0,"USD"
"Finance","Advertising",2021-10-01 00:00:00.000,0,"USD"
"Finance","Advertising",2021-11-01 00:00:00.000,0,"USD"
"Finance","Advertising",2021-12-01 00:00:00.000,0,"USD"
"Finance","Sales Promotion",2021-01-01 00:00:00.000,0,"USD"
"Finance","Sales Promotion",2021-02-01 00:00:00.000,0,"USD"
"Finance","Sales Promotion",2021-03-01 00:00:00.000,0,"USD"
"Finance","Sales Promotion",2021-04-01 00:00:00.000,0,"USD"
"Finance","Sales Promotion",2021-05-01 00:00:00.000,0,"USD"
"Finance","Sales Promotion",2021-06-01 00:00:00.000,0,"USD"
"Finance","Sales Promotion",2021-07-01 00:00:00.000,0,"USD"
"Finance","Sales Promotion",2021-08-01 00:00:00.000,0,"USD"
"Finance","Sales Promotion",2021-09-01 00:00:00.000,0,"USD"
"Finance","Sales Promotion",2021-10-01 00:00:00.000,0,"USD"
"Finance","Sales Promotion",2021-11-01 00:00:00.000,0,"USD"
"Finance","Sales Promotion",2021-12-01 00:00:00.000,0,"USD"
"Finance","Credits",2021-01-01 00:00:00.000,0,"USD"
"Finance","Credits",2021-02-01 00:00:00.000,0,"USD"
"Finance","Credits",2021-03-01 00:00:00.000,0,"USD"
"Finance","Credits",2021-04-01 00:00:00.000,0,"USD"
"Finance","Credits",2021-05-01 00:00:00.000,0,"USD"
"Finance","Credits",2021-06-01 00:00:00.000,0,"USD"
"Finance","Credits",2021-07-01 00:00:00.000,0,"USD"
"Finance","Credits",2021-08-01 00:00:00.000,0,"USD"
"Finance","Credits",2021-09-01 00:00:00.000,0,"USD"
"Finance","Credits",2021-10-01 00:00:00.000,0,"USD"
"Finance","Credits",2021-11-01 00:00:00.000,0,"USD"
"Finance","Credits",2021-12-01 00:00:00.000,0,"USD"
"Finance","Obsolescence",2021-01-01 00:00:00.000,0,"USD"
"Finance","Obsolescence",2021-02-01 00:00:00.000,0,"USD"
"Finance","Obsolescence",2021-03-01 00:00:00.000,0,"USD"
"Finance","Obsolescence",2021-04-01 00:00:00.000,0,"USD"
"Finance","Obsolescence",2021-05-01 00:00:00.000,0,"USD"
"Finance","Obsolescence",2021-06-01 00:00:00.000,0,"USD"
"Finance","Obsolescence",2021-07-01 00:00:00.000,0,"USD"
"Finance","Obsolescence",2021-08-01 00:00:00.000,0,"USD"
"Finance","Obsolescence",2021-09-01 00:00:00.000,0,"USD"
"Finance","Obsolescence",2021-10-01 00:00:00.000,0,"USD"
"Finance","Obsolescence",2021-11-01 00:00:00.000,0,"USD"
"Finance","Obsolescence",2021-12-01 00:00:00.000,0,"USD"
"Finance","TASK",2021-01-01 00:00:00.000,0,"USD"
"Finance","TASK",2021-02-01 00:00:00.000,0,"USD"
"Finance","TASK",2021-03-01 00:00:00.000,0,"USD"
"Finance","TASK",2021-04-01 00:00:00.000,0,"USD"
"Finance","TASK",2021-05-01 00:00:00.000,0,"USD"
"Finance","TASK",2021-06-01 00:00:00.000,0,"USD"
"Finance","TASK",2021-07-01 00:00:00.000,0,"USD"
"Finance","TASK",2021-08-01 00:00:00.000,0,"USD"
"Finance","TASK",2021-09-01 00:00:00.000,0,"USD"
"Finance","TASK",2021-10-01 00:00:00.000,0,"USD"
"Finance","TASK",2021-11-01 00:00:00.000,0,"USD"
"Finance","TASK",2021-12-01 00:00:00.000,0,"USD"
"Finance","Total New Model Launching",2021-01-01 00:00:00.000,0,"USD"
"Finance","Total New Model Launching",2021-02-01 00:00:00.000,0,"USD"
"Finance","Total New Model Launching",2021-03-01 00:00:00.000,0,"USD"
"Finance","Total New Model Launching",2021-04-01 00:00:00.000,0,"USD"
"Finance","Total New Model Launching",2021-05-01 00:00:00.000,0,"USD"
"Finance","Total New Model Launching",2021-06-01 00:00:00.000,0,"USD"
"Finance","Total New Model Launching",2021-07-01 00:00:00.000,0,"USD"
"Finance","Total New Model Launching",2021-08-01 00:00:00.000,0,"USD"
"Finance","Total New Model Launching",2021-09-01 00:00:00.000,0,"USD"
"Finance","Total New Model Launching",2021-10-01 00:00:00.000,0,"USD"
"Finance","Total New Model Launching",2021-11-01 00:00:00.000,0,"USD"
"Finance","Total New Model Launching",2021-12-01 00:00:00.000,0,"USD"
"Finance","Project Expenses",2021-01-01 00:00:00.000,0,"USD"
"Finance","Project Expenses",2021-02-01 00:00:00.000,0,"USD"
"Finance","Project Expenses",2021-03-01 00:00:00.000,0,"USD"
"Finance","Project Expenses",2021-04-01 00:00:00.000,0,"USD"
"Finance","Project Expenses",2021-05-01 00:00:00.000,0,"USD"
"Finance","Project Expenses",2021-06-01 00:00:00.000,0,"USD"
"Finance","Project Expenses",2021-07-01 00:00:00.000,0,"USD"
"Finance","Project Expenses",2021-08-01 00:00:00.000,0,"USD"
"Finance","Project Expenses",2021-09-01 00:00:00.000,0,"USD"
"Finance","Project Expenses",2021-10-01 00:00:00.000,0,"USD"
"Finance","Project Expenses",2021-11-01 00:00:00.000,0,"USD"
"Finance","Project Expenses",2021-12-01 00:00:00.000,0,"USD"
"Finance","Indirect Labor Salaried Base",2021-01-01 00:00:00.000,546335.39094860863,"USD"
"Finance","Indirect Labor Salaried Base",2021-02-01 00:00:00.000,531627.72106820508,"USD"
"Finance","Indirect Labor Salaried Base",2021-03-01 00:00:00.000,517567.07630163315,"USD"
"Finance","Indirect Labor Salaried Base",2021-04-01 00:00:00.000,583614.00153033924,"USD"
"Finance","Indirect Labor Salaried Base",2021-05-01 00:00:00.000,539577.56055994087,"USD"
"Finance","Indirect Labor Salaried Base",2021-06-01 00:00:00.000,525407.32500456763,"USD"
"Finance","Indirect Labor Salaried Base",2021-07-01 00:00:00.000,516128.46787651163,"USD"
"Finance","Indirect Labor Salaried Base",2021-08-01 00:00:00.000,468051.40150596027,"USD"
"Finance","Indirect Labor Salaried Base",2021-09-01 00:00:00.000,455759.566010653,"USD"
"Finance","Indirect Labor Salaried Base",2021-10-01 00:00:00.000,550026.50999419717,"USD"
"Finance","Indirect Labor Salaried Base",2021-11-01 00:00:00.000,475109.22560686868,"USD"
"Finance","Indirect Labor Salaried Base",2021-12-01 00:00:00.000,462965.58153521642,"USD"
"Finance","Indirect Labor Hourly Base",2021-01-01 00:00:00.000,2191.763208284865,"USD"
"Finance","Indirect Labor Hourly Base",2021-02-01 00:00:00.000,3582.1671853727521,"USD"
"Finance","Indirect Labor Hourly Base",2021-03-01 00:00:00.000,3893.8547095478648,"USD"
"Finance","Indirect Labor Hourly Base",2021-04-01 00:00:00.000,4223.237985110829,"USD"
"Finance","Indirect Labor Hourly Base",2021-05-01 00:00:00.000,3950.6240386760369,"USD"
"Finance","Indirect Labor Hourly Base",2021-06-01 00:00:00.000,4025.5673006441662,"USD"
"Finance","Indirect Labor Hourly Base",2021-07-01 00:00:00.000,4507.0423145313789,"USD"
"Finance","Indirect Labor Hourly Base",2021-08-01 00:00:00.000,4022.0900176532232,"USD"
"Finance","Indirect Labor Hourly Base",2021-09-01 00:00:00.000,3945.7644934140017,"USD"
"Finance","Indirect Labor Hourly Base",2021-10-01 00:00:00.000,4299.7362403941115,"USD"
"Finance","Indirect Labor Hourly Base",2021-11-01 00:00:00.000,4154.7608313315814,"USD"
"Finance","Indirect Labor Hourly Base",2021-12-01 00:00:00.000,3217.9201486370011,"USD"
"Finance","Labor Foreing Services",2021-01-01 00:00:00.000,54250,"USD"
"Finance","Labor Foreing Services",2021-02-01 00:00:00.000,54250,"USD"
"Finance","Labor Foreing Services",2021-03-01 00:00:00.000,54250,"USD"
"Finance","Labor Foreing Services",2021-04-01 00:00:00.000,54250,"USD"
"Finance","Labor Foreing Services",2021-05-01 00:00:00.000,54250,"USD"
"Finance","Labor Foreing Services",2021-06-01 00:00:00.000,54250,"USD"
"Finance","Labor Foreing Services",2021-07-01 00:00:00.000,54250,"USD"
"Finance","Labor Foreing Services",2021-08-01 00:00:00.000,54250,"USD"
"Finance","Labor Foreing Services",2021-09-01 00:00:00.000,54250,"USD"
"Finance","Labor Foreing Services",2021-10-01 00:00:00.000,54250,"USD"
"Finance","Labor Foreing Services",2021-11-01 00:00:00.000,54250,"USD"
"Finance","Labor Foreing Services",2021-12-01 00:00:00.000,54250,"USD"
"Finance","Total Materials & Supplies",2021-01-01 00:00:00.000,92,"USD"
"Finance","Total Materials & Supplies",2021-02-01 00:00:00.000,292.00000000000006,"USD"
"Finance","Total Materials & Supplies",2021-03-01 00:00:00.000,292.00000000000006,"USD"
"Finance","Total Materials & Supplies",2021-04-01 00:00:00.000,292.00000000000006,"USD"
"Finance","Total Materials & Supplies",2021-05-01 00:00:00.000,292.00000000000006,"USD"
"Finance","Total Materials & Supplies",2021-06-01 00:00:00.000,292.00000000000006,"USD"
"Finance","Total Materials & Supplies",2021-07-01 00:00:00.000,292.00000000000006,"USD"
"Finance","Total Materials & Supplies",2021-08-01 00:00:00.000,292.00000000000006,"USD"
