Cost Center,Expense Description,Date,AC - USD,Currency
"Supplies","Associated Companies",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Electrical power & Gas - Direct",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Electrical power & Gas - Direct",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Electrical power & Gas - Direct",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Electrical power & Gas - Direct",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Electrical power & Gas - Direct",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Electrical power & Gas - Direct",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Electrical power & Gas - Direct",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Electrical power & Gas - Direct",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Electrical power & Gas - Direct",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Electrical power & Gas - Direct",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Electrical power & Gas - Direct",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Electrical power & Gas - Direct",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Scrap",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Scrap",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Scrap",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Scrap",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Scrap",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Scrap",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Scrap",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Scrap",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Scrap",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Scrap",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Marketing Research",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Marketing Research",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Marketing Research",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Marketing Research",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Marketing Research",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Marketing Research",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Marketing Research",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Marketing Research",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Marketing Research",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Marketing Research",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Marketing Research",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Marketing Research",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Total Materials & Supplies",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Total Materials & Supplies",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Total Materials & Supplies",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Local Travel & Courtesy",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Local Travel & Courtesy",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Local Travel & Courtesy",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Local Travel & Courtesy",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Foreing Travel",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Foreing Travel",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Foreing Travel",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Foreing Travel",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Company Vehicles Expenses",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Memberships & Donations",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Memberships & Donations",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Memberships & Donations",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Memberships & Donations",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Memberships & Donations",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Memberships & Donations",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Memberships & Donations",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Memberships & Donations",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Memberships & Donations",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Memberships & Donations",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Memberships & Donations",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Memberships & Donations",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Legal Expenses & Profesional Serv.",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Comunication Expenses",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Comunication Expenses",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Comunication Expenses",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Comunication Expenses",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Comunication Expenses",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Comunication Expenses",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Comunication Expenses",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Comunication Expenses",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Comunication Expenses",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Comunication Expenses",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Comunication Expenses",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Comunication Expenses",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Employee Education",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Employee Education",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Employee Education",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Employee Education",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Employee Education",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Employee Education",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Employee Education",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Employee Education",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Employee Education",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Employee Education",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Employee Education",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Employee Education",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Sundry & Other Costs",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Sundry & Other Costs",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Sundry & Other Costs",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Sundry & Other Costs",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Sundry & Other Costs",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Sundry & Other Costs",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Sundry & Other Costs",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Sundry & Other Costs",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Sundry & Other Costs",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Sundry & Other Costs",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Inventory & Others",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Inventory & Others",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Inventory & Others",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Inventory & Others",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Inventory & Others",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Inventory & Others",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Inventory & Others",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Inventory & Others",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Inventory & Others",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Inventory & Others",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Inventory & Others",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Inventory & Others",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Credits - Fixed",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Credits - Fixed",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Credits - Fixed",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Credits - Fixed",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Credits - Fixed",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Credits - Fixed",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Credits - Fixed",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Credits - Fixed",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Credits - Fixed",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Credits - Fixed",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Credits - Fixed",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Credits - Fixed",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Other incomes",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Other incomes",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Other incomes",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Other incomes",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Other incomes",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Other incomes",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Other incomes",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Other incomes",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Other incomes",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Other incomes",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Other incomes",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Other incomes",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Electrical Power - Water & Gas",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Electrical Power - Water & Gas",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Electrical Power - Water & Gas",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Electrical Power - Water & Gas",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Electrical Power - Water & Gas",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Electrical Power - Water & Gas",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Electrical Power - Water & Gas",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Electrical Power - Water & Gas",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Electrical Power - Water & Gas",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Electrical Power - Water & Gas",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Electrical Power - Water & Gas",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Electrical Power - Water & Gas",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Gastos de Alquiler",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Gastos de Alquiler",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Gastos de Alquiler",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Gastos de Alquiler",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Gastos de Alquiler",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Gastos de Alquiler",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Gastos de Alquiler",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Gastos de Alquiler",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Gastos de Alquiler",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Gastos de Alquiler",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Caterer",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Maintenance & Repairs",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Maintenance & Repairs",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Maintenance & Repairs",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Maintenance & Repairs",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Maintenance & Repairs",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Maintenance & Repairs",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Maintenance & Repairs",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Maintenance & Repairs",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Maintenance & Repairs",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Maintenance & Repairs",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Maintenance & Repairs",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Other Taxes",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Other Taxes",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Other Taxes",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Other Taxes",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Other Taxes",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Other Taxes",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Other Taxes",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Other Taxes",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Other Taxes",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Other Taxes",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Other Taxes",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Other Taxes",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Insurance on Building",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Insurance on Building",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Insurance on Building",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Insurance on Building",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Insurance on Building",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Insurance on Building",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Insurance on Building",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Insurance on Building",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Insurance on Building",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Insurance on Building",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Insurance on Building",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Insurance on Building",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Advertising",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Advertising",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Advertising",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Advertising",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Advertising",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Advertising",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Advertising",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Advertising",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Advertising",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Advertising",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Advertising",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Advertising",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Sales Promotion",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Sales Promotion",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Sales Promotion",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Sales Promotion",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Sales Promotion",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Sales Promotion",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Sales Promotion",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Sales Promotion",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Sales Promotion",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Sales Promotion",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Sales Promotion",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Sales Promotion",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Credits",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Credits",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Credits",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Credits",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Credits",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Credits",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Credits",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Credits",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Credits",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Credits",2021-10-01 00:00:00.000,0,"USD"
