Date,Year,Month,Day,Zysk dzienny,Dzień tygodnia,nr. dnia tygodnia
2018-08-12 00:00:00.000,2018,8,12,,"niedziela",1
2018-08-13 00:00:00.000,2018,8,13,,"poniedziałek",2
2018-08-14 00:00:00.000,2018,8,14,,"wtorek",3
2018-08-15 00:00:00.000,2018,8,15,,"środa",4
2018-08-16 00:00:00.000,2018,8,16,,"czwartek",5
2018-08-17 00:00:00.000,2018,8,17,,"piątek",6
2018-08-18 00:00:00.000,2018,8,18,,"sobota",7
2018-08-19 00:00:00.000,2018,8,19,,"niedziela",1
2018-08-20 00:00:00.000,2018,8,20,,"poniedziałek",2
2018-08-21 00:00:00.000,2018,8,21,,"wtorek",3
2018-08-22 00:00:00.000,2018,8,22,,"środa",4
2018-08-23 00:00:00.000,2018,8,23,,"czwartek",5
2018-08-24 00:00:00.000,2018,8,24,,"piątek",6
2018-08-25 00:00:00.000,2018,8,25,,"sobota",7
2018-08-26 00:00:00.000,2018,8,26,,"niedziela",1
2018-08-27 00:00:00.000,2018,8,27,,"poniedziałek",2
2018-08-28 00:00:00.000,2018,8,28,,"wtorek",3
2018-08-29 00:00:00.000,2018,8,29,,"środa",4
2018-08-30 00:00:00.000,2018,8,30,,"czwartek",5
2018-08-31 00:00:00.000,2018,8,31,,"piątek",6
2018-09-01 00:00:00.000,2018,9,1,,"sobota",7
2018-09-02 00:00:00.000,2018,9,2,,"niedziela",1
2018-09-03 00:00:00.000,2018,9,3,,"poniedziałek",2
2018-09-04 00:00:00.000,2018,9,4,,"wtorek",3
2018-09-05 00:00:00.000,2018,9,5,,"środa",4
2018-09-06 00:00:00.000,2018,9,6,,"czwartek",5
2018-09-07 00:00:00.000,2018,9,7,,"piątek",6
2018-09-08 00:00:00.000,2018,9,8,,"sobota",7
2018-09-09 00:00:00.000,2018,9,9,,"niedziela",1
2018-09-10 00:00:00.000,2018,9,10,,"poniedziałek",2
2018-09-11 00:00:00.000,2018,9,11,,"wtorek",3
2018-09-12 00:00:00.000,2018,9,12,,"środa",4
2018-09-13 00:00:00.000,2018,9,13,,"czwartek",5
2018-09-14 00:00:00.000,2018,9,14,,"piątek",6
2018-09-15 00:00:00.000,2018,9,15,,"sobota",7
2018-09-16 00:00:00.000,2018,9,16,,"niedziela",1
2018-09-17 00:00:00.000,2018,9,17,,"poniedziałek",2
2018-09-18 00:00:00.000,2018,9,18,,"wtorek",3
2018-09-19 00:00:00.000,2018,9,19,,"środa",4
2018-09-20 00:00:00.000,2018,9,20,,"czwartek",5
2018-09-21 00:00:00.000,2018,9,21,,"piątek",6
2018-09-22 00:00:00.000,2018,9,22,,"sobota",7
2018-09-23 00:00:00.000,2018,9,23,,"niedziela",1
2018-09-24 00:00:00.000,2018,9,24,,"poniedziałek",2
2018-09-25 00:00:00.000,2018,9,25,,"wtorek",3
2018-09-26 00:00:00.000,2018,9,26,,"środa",4
2018-09-27 00:00:00.000,2018,9,27,,"czwartek",5
2018-09-28 00:00:00.000,2018,9,28,,"piątek",6
2018-09-29 00:00:00.000,2018,9,29,,"sobota",7
2018-09-30 00:00:00.000,2018,9,30,,"niedziela",1
2018-10-01 00:00:00.000,2018,10,1,,"poniedziałek",2
2018-10-02 00:00:00.000,2018,10,2,,"wtorek",3
2018-10-03 00:00:00.000,2018,10,3,,"środa",4
2018-10-04 00:00:00.000,2018,10,4,,"czwartek",5
2018-10-05 00:00:00.000,2018,10,5,,"piątek",6
2018-10-06 00:00:00.000,2018,10,6,,"sobota",7
2018-10-07 00:00:00.000,2018,10,7,,"niedziela",1
2018-10-08 00:00:00.000,2018,10,8,,"poniedziałek",2
2018-10-09 00:00:00.000,2018,10,9,,"wtorek",3
2018-10-10 00:00:00.000,2018,10,10,,"środa",4
2018-10-11 00:00:00.000,2018,10,11,,"czwartek",5
2018-10-12 00:00:00.000,2018,10,12,,"piątek",6
2018-10-13 00:00:00.000,2018,10,13,1418.7749999999999,"sobota",7
2018-10-14 00:00:00.000,2018,10,14,995.90499999999975,"niedziela",1
2018-10-15 00:00:00.000,2018,10,15,836.08000000000015,"poniedziałek",2
2018-10-16 00:00:00.000,2018,10,16,1072.1949999999995,"wtorek",3
2018-10-17 00:00:00.000,2018,10,17,1053.56,"środa",4
2018-10-18 00:00:00.000,2018,10,18,898.19500000000016,"czwartek",5
2018-10-19 00:00:00.000,2018,10,19,553.34125000000006,"piątek",6
2018-10-20 00:00:00.000,2018,10,20,732.34999999999991,"sobota",7
2018-10-21 00:00:00.000,2018,10,21,730.50000000000011,"niedziela",1
2018-10-22 00:00:00.000,2018,10,22,1248.0700000000002,"poniedziałek",2
2018-10-23 00:00:00.000,2018,10,23,1287.1450000000002,"wtorek",3
2018-10-24 00:00:00.000,2018,10,24,1097.6449999999993,"środa",4
2018-10-25 00:00:00.000,2018,10,25,779.94499999999994,"czwartek",5
2018-10-26 00:00:00.000,2018,10,26,576.16375000000016,"piątek",6
2018-10-27 00:00:00.000,2018,10,27,496.83000000000015,"sobota",7
2018-10-28 00:00:00.000,2018,10,28,904.17500000000018,"niedziela",1
2018-10-29 00:00:00.000,2018,10,29,779.06499999999971,"poniedziałek",2
2018-10-30 00:00:00.000,2018,10,30,674.655,"wtorek",3
2018-10-31 00:00:00.000,2018,10,31,827.94499999999971,"środa",4
2018-11-01 00:00:00.000,2018,11,1,598.82,"czwartek",5
2018-11-02 00:00:00.000,2018,11,2,396.25249999999983,"piątek",6
2018-11-03 00:00:00.000,2018,11,3,757.24499999999955,"sobota",7
2018-11-04 00:00:00.000,2018,11,4,694.475,"niedziela",1
2018-11-05 00:00:00.000,2018,11,5,1061.5600000000002,"poniedziałek",2
2018-11-06 00:00:00.000,2018,11,6,704.3599999999999,"wtorek",3
2018-11-07 00:00:00.000,2018,11,7,1330.5249999999992,"środa",4
2018-11-08 00:00:00.000,2018,11,8,991.23999999999978,"czwartek",5
2018-11-09 00:00:00.000,2018,11,9,510.71374999999989,"piątek",6
2018-11-10 00:00:00.000,2018,11,10,1018.6350000000004,"sobota",7
2018-11-11 00:00:00.000,2018,11,11,700.445,"niedziela",1
2018-11-12 00:00:00.000,2018,11,12,667.39500000000044,"poniedziałek",2
2018-11-13 00:00:00.000,2018,11,13,989.51499999999965,"wtorek",3
2018-11-14 00:00:00.000,2018,11,14,1022.0949999999996,"środa",4
2018-11-15 00:00:00.000,2018,11,15,1284.095,"czwartek",5
2018-11-16 00:00:00.000,2018,11,16,408.42750000000024,"piątek",6
2018-11-17 00:00:00.000,2018,11,17,1286.28,"sobota",7
2018-11-18 00:00:00.000,2018,11,18,1118.3849999999998,"niedziela",1
2018-11-19 00:00:00.000,2018,11,19,971.55,"poniedziałek",2
2018-11-20 00:00:00.000,2018,11,20,1160.2599999999998,"wtorek",3
2018-11-21 00:00:00.000,2018,11,21,525.56500000000051,"środa",4
2018-11-22 00:00:00.000,2018,11,22,690.89999999999975,"czwartek",5
2018-11-23 00:00:00.000,2018,11,23,442.20625000000041,"piątek",6
2018-11-24 00:00:00.000,2018,11,24,877.17999999999984,"sobota",7
2018-11-25 00:00:00.000,2018,11,25,733.68,"niedziela",1
2018-11-26 00:00:00.000,2018,11,26,917.87999999999988,"poniedziałek",2
2018-11-27 00:00:00.000,2018,11,27,1222.495,"wtorek",3
2018-11-28 00:00:00.000,2018,11,28,794.67500000000052,"środa",4
2018-11-29 00:00:00.000,2018,11,29,1073.2450000000001,"czwartek",5
2018-11-30 00:00:00.000,2018,11,30,585.65999999999963,"piątek",6
2018-12-01 00:00:00.000,2018,12,1,1257.8149999999996,"sobota",7
2018-12-02 00:00:00.000,2018,12,2,764.49499999999966,"niedziela",1
2018-12-03 00:00:00.000,2018,12,3,1096.8999999999996,"poniedziałek",2
2018-12-04 00:00:00.000,2018,12,4,874.77499999999952,"wtorek",3
2018-12-05 00:00:00.000,2018,12,5,724.76499999999987,"środa",4
2018-12-06 00:00:00.000,2018,12,6,1036.355,"czwartek",5
2018-12-07 00:00:00.000,2018,12,7,605.18499999999972,"piątek",6
2018-12-08 00:00:00.000,2018,12,8,1123.6750000000002,"sobota",7
2018-12-09 00:00:00.000,2018,12,9,740.45999999999958,"niedziela",1
2018-12-10 00:00:00.000,2018,12,10,738.24000000000035,"poniedziałek",2
2018-12-11 00:00:00.000,2018,12,11,920.66499999999974,"wtorek",3
2018-12-12 00:00:00.000,2018,12,12,801.22999999999945,"środa",4
2018-12-13 00:00:00.000,2018,12,13,1149.9450000000008,"czwartek",5
2018-12-14 00:00:00.000,2018,12,14,678.99,"piątek",6
2018-12-15 00:00:00.000,2018,12,15,1033.7899999999997,"sobota",7
2018-12-16 00:00:00.000,2018,12,16,843.47499999999991,"niedziela",1
2018-12-17 00:00:00.000,2018,12,17,688.75999999999988,"poniedziałek",2
2018-12-18 00:00:00.000,2018,12,18,929.52500000000009,"wtorek",3
2018-12-19 00:00:00.000,2018,12,19,777.46999999999957,"środa",4
2018-12-20 00:00:00.000,2018,12,20,1083.0349999999994,"czwartek",5
2018-12-21 00:00:00.000,2018,12,21,443.20124999999973,"piątek",6
2018-12-22 00:00:00.000,2018,12,22,726.64500000000021,"sobota",7
2018-12-23 00:00:00.000,2018,12,23,1142.17,"niedziela",1
2018-12-24 00:00:00.000,2018,12,24,676.58500000000026,"poniedziałek",2
2018-12-25 00:00:00.000,2018,12,25,1114.1150000000002,"wtorek",3
2018-12-26 00:00:00.000,2018,12,26,1125.21,"środa",4
2018-12-27 00:00:00.000,2018,12,27,696.97999999999956,"czwartek",5
2018-12-28 00:00:00.000,2018,12,28,708.41249999999945,"piątek",6
2018-12-29 00:00:00.000,2018,12,29,1126.7900000000004,"sobota",7
2018-12-30 00:00:00.000,2018,12,30,803.08000000000038,"niedziela",1
2018-12-31 00:00:00.000,2018,12,31,1015.6250000000002,"poniedziałek",2
2019-01-01 00:00:00.000,2019,1,1,831.55000000000018,"wtorek",3
2019-01-02 00:00:00.000,2019,1,2,933.34500000000048,"środa",4
2019-01-03 00:00:00.000,2019,1,3,855.67499999999973,"czwartek",5
2019-01-04 00:00:00.000,2019,1,4,537.4212500000001,"piątek",6
2019-01-05 00:00:00.000,2019,1,5,846.195,"sobota",7
2019-01-06 00:00:00.000,2019,1,6,1354.4200000000003,"niedziela",1
2019-01-07 00:00:00.000,2019,1,7,791.88999999999965,"poniedziałek",2
2019-01-08 00:00:00.000,2019,1,8,651.92500000000018,"wtorek",3
2019-01-09 00:00:00.000,2019,1,9,666.85000000000014,"środa",4
2019-01-10 00:00:00.000,2019,1,10,984.49000000000024,"czwartek",5
2019-01-11 00:00:00.000,2019,1,11,462.41249999999991,"piątek",6
2019-01-12 00:00:00.000,2019,1,12,1131.4500000000007,"sobota",7
2019-01-13 00:00:00.000,2019,1,13,962.67000000000007,"niedziela",1
2019-01-14 00:00:00.000,2019,1,14,830.3700000000008,"poniedziałek",2
2019-01-15 00:00:00.000,2019,1,15,972.73,"wtorek",3
2019-01-16 00:00:00.000,2019,1,16,1149.3599999999997,"środa",4
2019-01-17 00:00:00.000,2019,1,17,774.9849999999999,"czwartek",5
2019-01-18 00:00:00.000,2019,1,18,211.125,"piątek",6
2019-01-19 00:00:00.000,2019,1,19,938.22500000000014,"sobota",7
2019-01-20 00:00:00.000,2019,1,20,740.74000000000035,"niedziela",1
2019-01-21 00:00:00.000,2019,1,21,1258.1300000000006,"poniedziałek",2
2019-01-22 00:00:00.000,2019,1,22,1061.7400000000007,"wtorek",3
2019-01-23 00:00:00.000,2019,1,23,911.63000000000011,"środa",4
2019-01-24 00:00:00.000,2019,1,24,1178.23,"czwartek",5
2019-01-25 00:00:00.000,2019,1,25,171.865,"piątek",6
2019-01-26 00:00:00.000,2019,1,26,899.73499999999967,"sobota",7
2019-01-27 00:00:00.000,2019,1,27,1381.2749999999992,"niedziela",1
2019-01-28 00:00:00.000,2019,1,28,705.28499999999985,"poniedziałek",2
2019-01-29 00:00:00.000,2019,1,29,822.234999999999,"wtorek",3
2019-01-30 00:00:00.000,2019,1,30,566.72500000000025,"środa",4
2019-01-31 00:00:00.000,2019,1,31,874.01499999999987,"czwartek",5
2019-02-01 00:00:00.000,2019,2,1,367.55749999999978,"piątek",6
2019-02-02 00:00:00.000,2019,2,2,897.96,"sobota",7
2019-02-03 00:00:00.000,2019,2,3,998.16499999999951,"niedziela",1
2019-02-04 00:00:00.000,2019,2,4,759.31999999999994,"poniedziałek",2
2019-02-05 00:00:00.000,2019,2,5,861.58500000000072,"wtorek",3
2019-02-06 00:00:00.000,2019,2,6,1254.3599999999997,"środa",4
2019-02-07 00:00:00.000,2019,2,7,1074.4,"czwartek",5
2019-02-08 00:00:00.000,2019,2,8,219.67000000000007,"piątek",6
2019-02-09 00:00:00.000,2019,2,9,825.26499999999987,"sobota",7
2019-02-10 00:00:00.000,2019,2,10,1000.7049999999997,"niedziela",1
2019-02-11 00:00:00.000,2019,2,11,1113.6349999999998,"poniedziałek",2
2019-02-12 00:00:00.000,2019,2,12,421.80000000000007,"wtorek",3
2019-02-13 00:00:00.000,2019,2,13,1151.9749999999988,"środa",4
2019-02-14 00:00:00.000,2019,2,14,1283.915,"czwartek",5
2019-02-15 00:00:00.000,2019,2,15,604.13999999999942,"piątek",6
2019-02-16 00:00:00.000,2019,2,16,821.52000000000021,"sobota",7
2019-02-17 00:00:00.000,2019,2,17,829.19499999999971,"niedziela",1
2019-02-18 00:00:00.000,2019,2,18,742.37999999999988,"poniedziałek",2
2019-02-19 00:00:00.000,2019,2,19,1188.9850000000008,"wtorek",3
2019-02-20 00:00:00.000,2019,2,20,1286.8650000000002,"środa",4
2019-02-21 00:00:00.000,2019,2,21,865.4849999999999,"czwartek",5
2019-02-22 00:00:00.000,2019,2,22,324.99375000000043,"piątek",6
2019-02-23 00:00:00.000,2019,2,23,1051.245,"sobota",7
2019-02-24 00:00:00.000,2019,2,24,1142.8950000000002,"niedziela",1
2019-02-25 00:00:00.000,2019,2,25,856.83500000000026,"poniedziałek",2
2019-02-26 00:00:00.000,2019,2,26,775.74999999999989,"wtorek",3
2019-02-27 00:00:00.000,2019,2,27,1135.595,"środa",4
2019-02-28 00:00:00.000,2019,2,28,1058.0450000000003,"czwartek",5
2019-03-01 00:00:00.000,2019,3,1,460.82749999999965,"piątek",6
2019-03-02 00:00:00.000,2019,3,2,942.22500000000025,"sobota",7
2019-03-03 00:00:00.000,2019,3,3,1002.2050000000004,"niedziela",1
2019-03-04 00:00:00.000,2019,3,4,806.70499999999947,"poniedziałek",2
2019-03-05 00:00:00.000,2019,3,5,964.48500000000035,"wtorek",3
2019-03-06 00:00:00.000,2019,3,6,785.34999999999968,"środa",4
2019-03-07 00:00:00.000,2019,3,7,942.28000000000043,"czwartek",5
2019-03-08 00:00:00.000,2019,3,8,389.29500000000007,"piątek",6
2019-03-09 00:00:00.000,2019,3,9,790.54500000000007,"sobota",7
2019-03-10 00:00:00.000,2019,3,10,1119.5349999999994,"niedziela",1
2019-03-11 00:00:00.000,2019,3,11,1115.095,"poniedziałek",2
2019-03-12 00:00:00.000,2019,3,12,679.21999999999957,"wtorek",3
2019-03-13 00:00:00.000,2019,3,13,749.15999999999963,"środa",4
2019-03-14 00:00:00.000,2019,3,14,916.5300000000002,"czwartek",5
2019-03-15 00:00:00.000,2019,3,15,343.45999999999981,"piątek",6
2019-03-16 00:00:00.000,2019,3,16,902.66500000000019,"sobota",7
2019-03-17 00:00:00.000,2019,3,17,994.94000000000028,"niedziela",1
2019-03-18 00:00:00.000,2019,3,18,755.64999999999986,"poniedziałek",2
2019-03-19 00:00:00.000,2019,3,19,1436.6849999999995,"wtorek",3
2019-03-20 00:00:00.000,2019,3,20,1094.75,"środa",4
2019-03-21 00:00:00.000,2019,3,21,1259.0549999999998,"czwartek",5
2019-03-22 00:00:00.000,2019,3,22,493.27375000000006,"piątek",6
2019-03-23 00:00:00.000,2019,3,23,958.67999999999972,"sobota",7
2019-03-24 00:00:00.000,2019,3,24,1211.1299999999999,"niedziela",1
2019-03-25 00:00:00.000,2019,3,25,1100.7099999999998,"poniedziałek",2
2019-03-26 00:00:00.000,2019,3,26,493.80500000000006,"wtorek",3
2019-03-27 00:00:00.000,2019,3,27,885.24999999999955,"środa",4
2019-03-28 00:00:00.000,2019,3,28,989.70000000000027,"czwartek",5
2019-03-29 00:00:00.000,2019,3,29,563.15375000000017,"piątek",6
2019-03-30 00:00:00.000,2019,3,30,856.83999999999992,"sobota",7
2019-03-31 00:00:00.000,2019,3,31,962.79499999999985,"niedziela",1
2019-04-01 00:00:00.000,2019,4,1,1213.4500000000007,"poniedziałek",2
2019-04-02 00:00:00.000,2019,4,2,1331.0000000000007,"wtorek",3
2019-04-03 00:00:00.000,2019,4,3,888.38000000000011,"środa",4
2019-04-04 00:00:00.000,2019,4,4,694.56999999999994,"czwartek",5
2019-04-05 00:00:00.000,2019,4,5,598.6225,"piątek",6
2019-04-06 00:00:00.000,2019,4,6,857.08499999999958,"sobota",7
2019-04-07 00:00:00.000,2019,4,7,1397.3300000000002,"niedziela",1
2019-04-08 00:00:00.000,2019,4,8,1158.1950000000006,"poniedziałek",2
2019-04-09 00:00:00.000,2019,4,9,1003.9199999999994,"wtorek",3
2019-04-10 00:00:00.000,2019,4,10,1122.6599999999999,"środa",4
2019-04-11 00:00:00.000,2019,4,11,943.22499999999991,"czwartek",5
2019-04-12 00:00:00.000,2019,4,12,310.08874999999989,"piątek",6
2019-04-13 00:00:00.000,2019,4,13,1231.2299999999998,"sobota",7
2019-04-14 00:00:00.000,2019,4,14,869.4499999999997,"niedziela",1
2019-04-15 00:00:00.000,2019,4,15,959.48500000000013,"poniedziałek",2
2019-04-16 00:00:00.000,2019,4,16,923.78999999999974,"wtorek",3
2019-04-17 00:00:00.000,2019,4,17,959.17499999999961,"środa",4
2019-04-18 00:00:00.000,2019,4,18,950.67500000000086,"czwartek",5
2019-04-19 00:00:00.000,2019,4,19,320.12625000000025,"piątek",6
2019-04-20 00:00:00.000,2019,4,20,962.50000000000023,"sobota",7
2019-04-21 00:00:00.000,2019,4,21,608.77000000000044,"niedziela",1
2019-04-22 00:00:00.000,2019,4,22,1020.6899999999998,"poniedziałek",2
2019-04-23 00:00:00.000,2019,4,23,660.625,"wtorek",3
2019-04-24 00:00:00.000,2019,4,24,448.19500000000016,"środa",4
2019-04-25 00:00:00.000,2019,4,25,731.35000000000014,"czwartek",5
2019-04-26 00:00:00.000,2019,4,26,323.55999999999926,"piątek",6
2019-04-27 00:00:00.000,2019,4,27,852.625,"sobota",7
2019-04-28 00:00:00.000,2019,4,28,1216.0700000000002,"niedziela",1
2019-04-29 00:00:00.000,2019,4,29,780.77500000000032,"poniedziałek",2
2019-04-30 00:00:00.000,2019,4,30,810.22000000000025,"wtorek",3
2019-05-01 00:00:00.000,2019,5,1,761.88500000000022,"środa",4
2019-05-02 00:00:00.000,2019,5,2,916.87999999999965,"czwartek",5
2019-05-03 00:00:00.000,2019,5,3,423.85375,"piątek",6
2019-05-04 00:00:00.000,2019,5,4,778.83500000000049,"sobota",7
2019-05-05 00:00:00.000,2019,5,5,1120.9399999999998,"niedziela",1
2019-05-06 00:00:00.000,2019,5,6,838.93499999999972,"poniedziałek",2
2019-05-07 00:00:00.000,2019,5,7,836.53499999999985,"wtorek",3
2019-05-08 00:00:00.000,2019,5,8,1512.9250000000004,"środa",4
2019-05-09 00:00:00.000,2019,5,9,664.51499999999942,"czwartek",5
2019-05-10 00:00:00.000,2019,5,10,448.06250000000045,"piątek",6
2019-05-11 00:00:00.000,2019,5,11,934.77999999999975,"sobota",7
2019-05-12 00:00:00.000,2019,5,12,955.75999999999976,"niedziela",1
2019-05-13 00:00:00.000,2019,5,13,435.71500000000015,"poniedziałek",2
2019-05-14 00:00:00.000,2019,5,14,783.24499999999966,"wtorek",3
2019-05-15 00:00:00.000,2019,5,15,1011.3150000000003,"środa",4
2019-05-16 00:00:00.000,2019,5,16,929.61999999999989,"czwartek",5
2019-05-17 00:00:00.000,2019,5,17,337.27375000000029,"piątek",6
2019-05-18 00:00:00.000,2019,5,18,662.94499999999994,"sobota",7
2019-05-19 00:00:00.000,2019,5,19,1066.0450000000003,"niedziela",1
2019-05-20 00:00:00.000,2019,5,20,735.075,"poniedziałek",2
2019-05-21 00:00:00.000,2019,5,21,1119.7199999999998,"wtorek",3
2019-05-22 00:00:00.000,2019,5,22,808.63999999999965,"środa",4
2019-05-23 00:00:00.000,2019,5,23,1244.9999999999993,"czwartek",5
2019-05-24 00:00:00.000,2019,5,24,310.73624999999993,"piątek",6
2019-05-25 00:00:00.000,2019,5,25,1436.7299999999993,"sobota",7
2019-05-26 00:00:00.000,2019,5,26,1177.5549999999998,"niedziela",1
2019-05-27 00:00:00.000,2019,5,27,877.52500000000009,"poniedziałek",2
2019-05-28 00:00:00.000,2019,5,28,1475.2149999999997,"wtorek",3
2019-05-29 00:00:00.000,2019,5,29,1057.425,"środa",4
2019-05-30 00:00:00.000,2019,5,30,556.92000000000007,"czwartek",5
2019-05-31 00:00:00.000,2019,5,31,286.47000000000014,"piątek",6
2019-06-01 00:00:00.000,2019,6,1,734.74499999999955,"sobota",7
2019-06-02 00:00:00.000,2019,6,2,1244.9199999999998,"niedziela",1
2019-06-03 00:00:00.000,2019,6,3,871.5949999999998,"poniedziałek",2
2019-06-04 00:00:00.000,2019,6,4,1184.6900000000003,"wtorek",3
2019-06-05 00:00:00.000,2019,6,5,1026.345,"środa",4
2019-06-06 00:00:00.000,2019,6,6,1161.355,"czwartek",5
2019-06-07 00:00:00.000,2019,6,7,486.11249999999973,"piątek",6
2019-06-08 00:00:00.000,2019,6,8,1251.4450000000013,"sobota",7
2019-06-09 00:00:00.000,2019,6,9,894.54500000000053,"niedziela",1
2019-06-10 00:00:00.000,2019,6,10,914.04999999999973,"poniedziałek",2
2019-06-11 00:00:00.000,2019,6,11,951.49499999999989,"wtorek",3
2019-06-12 00:00:00.000,2019,6,12,1044.565,"środa",4
2019-06-13 00:00:00.000,2019,6,13,1239.6250000000005,"czwartek",5
2019-06-14 00:00:00.000,2019,6,14,324.86374999999953,"piątek",6
2019-06-15 00:00:00.000,2019,6,15,1242.59,"sobota",7
2019-06-16 00:00:00.000,2019,6,16,762.71999999999991,"niedziela",1
2019-06-17 00:00:00.000,2019,6,17,1210.995,"poniedziałek",2
2019-06-18 00:00:00.000,2019,6,18,740.1099999999999,"wtorek",3
2019-06-19 00:00:00.000,2019,6,19,496.03999999999985,"środa",4
2019-06-20 00:00:00.000,2019,6,20,1037.2750000000003,"czwartek",5
2019-06-21 00:00:00.000,2019,6,21,613.55500000000006,"piątek",6
2019-06-22 00:00:00.000,2019,6,22,939.87500000000068,"sobota",7
2019-06-23 00:00:00.000,2019,6,23,659.1099999999999,"niedziela",1
2019-06-24 00:00:00.000,2019,6,24,625.405,"poniedziałek",2
2019-06-25 00:00:00.000,2019,6,25,968.85999999999967,"wtorek",3
2019-06-26 00:00:00.000,2019,6,26,880.59000000000015,"środa",4
2019-06-27 00:00:00.000,2019,6,27,817.27999999999975,"czwartek",5
2019-06-28 00:00:00.000,2019,6,28,343.81374999999957,"piątek",6
2019-06-29 00:00:00.000,2019,6,29,1082.3599999999994,"sobota",7
2019-06-30 00:00:00.000,2019,6,30,1123.1900000000003,"niedziela",1
2019-07-01 00:00:00.000,2019,7,1,375.49499999999978,"poniedziałek",2
2019-07-02 00:00:00.000,2019,7,2,861.75499999999965,"wtorek",3
2019-07-03 00:00:00.000,2019,7,3,936.53999999999974,"środa",4
2019-07-04 00:00:00.000,2019,7,4,741.145,"czwartek",5
