product_id,name,vegetarian,vegan,allergic,gluten,exp_date_days,price,Klasa,Kategoria,Kat
61,"por",True,True,False,False,10,4,"warzywo","","warzywo"
52,"puree z mango",True,True,False,False,10,4,"owoc","","owoc"
115,"rozmaryn",True,True,False,False,10,5,"przyprawa","","przyprawa"
30,"rukola",True,True,False,False,10,5,"warzywo","","warzywo"
181,"rum",True,True,False,False,10,4,"alkohol","","alkohol"
69,"seler",True,True,False,False,10,3,"warzywo","","warzywo"
86,"sezam",True,True,False,False,10,5,"inne","","inne"
155,"śledź",False,False,False,False,10,5,"owoc","","owoc"
162,"soczewica",True,True,False,False,10,5,"strączkowe","","strączkowe"
160,"sok z limonki",True,True,False,False,10,5,"przyprawa","","przyprawa"
98,"solona pistacja",True,True,False,False,10,5,"orzech","","orzech"
116,"sos chili",True,True,False,False,10,4,"sos","","sos"
143,"sos do salsy",True,True,False,False,10,4,"sos","","sos"
95,"sos Hoisin",True,True,False,False,10,5,"sos","","sos"
106,"sos Hoisin",True,True,False,False,10,4,"sos","","sos"
101,"sos ostrygowy",False,False,False,False,10,5,"sos","","sos"
142,"sos serowy",True,False,True,False,10,5,"sos","","sos"
42,"sos sojowy",True,True,False,False,10,5,"sos","","sos"
110,"sos stir-fry",False,False,False,False,10,4,"sos","","sos"
105,"sos teriyaki",True,False,False,False,10,4,"sos","","sos"
127,"sos Worcester",False,False,False,False,10,4,"sos","","sos"
88,"syrop cytrynowy",True,True,False,False,10,5,"owoc","","owoc"
168,"szarlotka",True,False,False,False,10,4,"słodycz","","słodycz"
113,"szparag",True,True,False,False,10,5,"warzywo","","warzywo"
148,"szpinak",True,True,False,False,10,4,"warzywo","","warzywo"
188,"tapioka",True,True,False,False,10,4,"warzywo","","warzywo"
29,"tofu",True,True,False,False,10,5,"strączkowe","","strączkowe"
176,"wasabi",True,True,False,False,10,4,"przyprawa","","przyprawa"
120,"wieprzowina",False,False,False,False,10,5,"mięso","","mięso"
84,"wołowina",False,False,False,False,10,5,"mięso","","mięso"
180,"żelatyna",False,False,False,False,10,4,"mięso","","mięso"
108,"zielona papryka",True,True,False,False,10,5,"warzywo","","warzywo"
72,"ziemniak",True,True,False,False,10,4,"warzywo","","warzywo"
140,"zupa krewetkowa",False,False,False,False,10,5,"zupa","","zupa"
147,"zupka Neoguri",True,False,False,False,10,4,"zupa","","zupa"
141,"zupka Shin Ramyun",False,False,False,False,10,4,"zupa","","zupa"
26,"cebula",True,True,False,False,10,5,"warzywo","cebula","cebula"
122,"chińska kapusta",True,True,False,False,10,4,"warzywo","kapusta","kapusta"
64,"fasola",True,True,False,False,10,5,"strączkowe","fasola","fasola"
80,"fasola czerwona",True,True,False,False,10,4,"strączkowe","fasola","fasola"
139,"fasolka biała",True,True,False,False,10,6,"strączkowe","fasola","fasola"
119,"fasolka szparagowa",True,True,False,False,10,4,"strączkowe","fasola","fasola"
182,"gorzka czekolada",True,False,False,False,10,5,"słodycz","czekolada","czekolada"
138,"kiełbaska chorizo",False,False,False,False,10,4,"mięso","kiełbasa","kiełbasa"
133,"kuskus",True,True,False,False,10,4,"zbożowe","kasza","kasza"
75,"marchew",True,True,False,False,10,4,"warzywo","marchew","marchew"
17,"mozzarella",True,False,True,False,10,5,"nabiał","ser","ser"
118,"olej sezamowy",True,True,True,False,10,4,"tłuszcz","olej","olej"
173,"olej słonecznikowy",True,True,False,False,10,5,"tłuszcz","olej","olej"
60,"papryczka chili",True,True,False,False,10,5,"warzywo","papryka","papryka"
21,"papryka",True,True,False,False,10,5,"warzywo","papryka","papryka"
82,"papryka czerwona",True,True,False,False,10,5,"warzywo","papryka","papryka"
77,"parmezan",True,False,True,False,10,4,"nabiał","ser","ser"
129,"pomidor malinowy",True,True,False,False,10,5,"warzywo","pomidor","pomidor"
123,"pomidorek koktajlowy",True,True,False,False,10,4,"warzywo","pomidor","pomidor"
81,"sałata",True,True,False,False,10,5,"warzywo","sałata","sałata"
94,"sałata lodowa",True,True,False,False,10,5,"warzywo","sałata","sałata"
136,"ser feta",True,False,True,False,10,5,"nabiał","ser","ser"
134,"ser kozi",True,False,True,False,10,5,"nabiał","ser","ser"
144,"ser mozzarella",True,False,False,False,10,4,"nabiał","ser","ser"
126,"śmietanka kremowa",True,False,False,False,10,5,"nabiał","śmietanka","śmietanka"
132,"śmietanka kremówki",True,False,False,False,10,5,"nabiał","śmietanka","śmietanka"
12,"tortilla pszenna",True,False,False,True,10,4,"zbożowe","tortilla","tortilla"
91,"tortilla taco",True,False,False,False,10,4,"zbożowe","tortilla","tortilla"
121,"wino ryżowe",True,True,False,False,10,5,"alkohol","wino","wino"
107,"żeberko",False,False,False,False,10,5,"mięso","żeberko","żeberko"
65,"żeberko wieprzowe",False,False,False,False,10,4,"mięso","żeberko","żeberko"
187,"bazylia",True,True,False,False,10000,1,"przyprawa","","przyprawa"
93,"białe wino",True,True,False,False,10000,1,"napój","alkohol","alkohol"
49,"biały sezam",True,True,True,False,10000,1,"bakalie","","bakalie"
2,"cebulka",True,True,False,False,12,4,"warzywo","cebula","cebula"
7,"cukier",True,True,False,False,10000,1,"przyprawa","","przyprawa"
39,"cukier waniliowy",True,True,False,False,10000,1,"przyprawa","","przyprawa"
36,"cynamon",True,True,False,False,10000,1,"przyprawa","","przyprawa"
9,"cytryna",True,True,False,False,4,10,"owoc","","owoc"
11,"czekolada",True,False,True,False,30,2,"słodycz","czekolada","czekolada"
23,"czosnek",True,True,False,False,2,17,"warzywo","","warzywo"
40,"imbir",True,True,False,False,10000,1,"przyprawa","","przyprawa"
28,"kolendra",True,True,False,False,10000,1,"przyprawa","","przyprawa"
14,"kukurydza",True,True,False,False,2,15,"warzywo","","warzywo"
0,"kurczak",False,False,False,False,3,11,"mięso","drób","drób"
47,"laska wanilii",True,True,False,False,10000,1,"przyprawa","","przyprawa"
59,"liść bazylii",True,True,False,False,10000,1,"przyprawa","","przyprawa"
71,"liść laurowy",True,True,False,False,10000,1,"przyprawa","","przyprawa"
152,"mąka",True,True,False,False,100,1,"zbożowe","mąka","mąka"
50,"mąka orkiszowa",True,True,False,False,100,1,"zbożowe","mąka","mąka"
76,"mąka pszenna",True,True,False,False,100,2,"zbożowe","mąka","mąka"
150,"mąka ryżowa",True,True,False,False,100,1,"zbożowe","mąka","mąka"
35,"mąka z orzechów",True,True,True,False,100,1,"zbożowe","mąka","mąka"
27,"mąka ziemniaczana",True,True,False,False,100,1,"zbożowe","mąka","mąka"
79,"makaron",True,False,False,True,100,2,"zbożowe","makaron","makaron"
125,"makaron chili",True,False,False,True,100,2,"zbożowe","makaron","makaron"
99,"makaron jajeczny",True,False,True,False,100,1,"zbożowe","makaron","makaron"
128,"makaron pszenny",True,False,False,True,100,1,"zbożowe","makaron","makaron"
177,"makaron ryżowy",True,True,False,True,100,2,"zbożowe","makaron","makaron"
96,"makaron sojowy",True,True,False,True,100,2,"zbożowe","makaron","makaron"
62,"makaron udong",True,False,False,True,100,2,"zbożowe","makaron","makaron"
8,"mięta",True,True,False,False,2,20,"przyprawa","","przyprawa"
6,"mleko",True,False,True,False,15,4,"nabiał","","nabiał"
25,"ocet",True,True,False,False,10000,1,"ocet","","ocet"
175,"ocet ryżowy",True,True,False,False,10000,1,"ocet","","ocet"
1,"olej",True,True,False,False,100,1,"tłuszcz","olej","olej"
32,"oliwa",True,True,False,False,30,2,"tłuszcz","","tłuszcz"
24,"pieprz",True,True,False,False,10000,1,"przyprawa","","przyprawa"
68,"pietruszka",True,True,False,False,10000,1,"przyprawa","","przyprawa"
20,"pomidor",True,True,False,False,2,19,"warzywo","pomidor","pomidor"
3,"przyprawa do drobiu",True,True,False,False,10000,1,"przyprawa","mieszanka","mieszanka"
5,"ryż",True,True,False,False,90,1,"zboże","","zboże"
37,"soda oczyszczona",True,True,False,False,10000,1,"owoc","","owoc"
4,"sól",True,True,False,False,10000,1,"przyprawa","","przyprawa"
15,"szczypiorek",True,True,False,False,2,20,"warzywo","cebula","cebula"
10,"truskawka",True,True,True,False,2,20,"owoc","","owoc"
13,"tuńczyk w oliwie",False,False,False,False,2,17,"owoc morza","","owoc morza"
184,"wiórki kokosowe",True,True,False,False,10000,1,"warzywo","","warzywo"
44,"woda",True,True,False,False,10000,1,"inne","","inne"
43,"wódka",True,True,False,False,10000,1,"alkohol","","alkohol"
70,"ziele angielskie",True,True,False,False,10000,1,"przyprawa","","przyprawa"
54,"zielona herbata",True,True,False,False,10000,1,"przyprawa","","przyprawa"
