Row ID,variable,value
128,Sub-Category,Storage
7222,Sub-Category,Phones
5987,Sub-Category,Storage
7046,Sub-Category,Paper
1079,Sub-Category,Storage
7168,Sub-Category,Chairs
8240,Sub-Category,Art
2304,Sub-Category,Chairs
8666,Sub-Category,Supplies
3773,Sub-Category,Accessories
5197,Sub-Category,Envelopes
4107,Sub-Category,Binders
3219,Sub-Category,Phones
3223,Sub-Category,Paper
9966,Sub-Category,Paper
4637,Sub-Category,Art
9406,Sub-Category,Machines
3460,Sub-Category,Binders
2721,Sub-Category,Fasteners
9676,Sub-Category,Furnishings
8968,Sub-Category,Chairs
2959,Sub-Category,Binders
8467,Sub-Category,Appliances
9539,Sub-Category,Paper
1050,Sub-Category,Accessories
139,Sub-Category,Supplies
1734,Sub-Category,Art
3422,Sub-Category,Paper
5574,Sub-Category,Paper
9953,Sub-Category,Binders
5614,Sub-Category,Storage
744,Sub-Category,Paper
2056,Sub-Category,Accessories
5173,Sub-Category,Paper
1842,Sub-Category,Chairs
8743,Sub-Category,Furnishings
4370,Sub-Category,Binders
7475,Sub-Category,Chairs
2452,Sub-Category,Phones
288,Sub-Category,Appliances
4580,Sub-Category,Paper
4053,Sub-Category,Tables
4874,Sub-Category,Storage
7616,Sub-Category,Binders
3726,Sub-Category,Appliances
7971,Sub-Category,Phones
4908,Sub-Category,Binders
2454,Sub-Category,Accessories
382,Sub-Category,Paper
1705,Sub-Category,Binders
5907,Sub-Category,Accessories
7857,Sub-Category,Binders
632,Sub-Category,Accessories
2580,Product Name,"SAFCO Commercial Wire Shelving, 72h"
9472,Product Name,Avery Premier Heavy-Duty Binder with Round Locking Rings
9641,Product Name,Newell Chalk Holder
324,Product Name,Ibico Laser Imprintable Binding System Covers
9619,Product Name,Panasonic KP-380BK Classic Electric Pencil Sharpener
667,Product Name,Easy-staple paper
9808,Product Name,"Global Value Mid-Back Manager's Chair, Gray"
9593,Product Name,"Tenex Chairmat w/ Average Lip, 45"" x 53"""
3310,Product Name,"Wilson Jones 1"" Hanging DublLock Ring Binders"
7013,Product Name,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators"
706,Product Name,Fellowes 8 Outlet Superior Workstation Surge Protector
9051,Product Name,"Wirebound Message Book, 4 per Page"
469,Product Name,Bush Mission Pointe Library
4730,Product Name,SanDisk Cruzer 4 GB USB Flash Drive
4665,Product Name,Acco Suede Grain Vinyl Round Ring Binder
4680,Product Name,Staple magnet
9900,Product Name,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases
2592,Product Name,Bretford CR8500 Series Meeting Room Furniture
3822,Product Name,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack"
3645,Product Name,Newell 31
2511,Product Name,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units"
4333,Product Name,Avery Metallic Poly Binders
8076,Product Name,Fellowes Superior 10 Outlet Split Surge Protector
1664,Product Name,Sterilite Officeware Hinged File Box
1772,Product Name,"SAFCO Commercial Wire Shelving, 72h"
773,Product Name,GBC Instant Report Kit
32,Product Name,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain"
5253,Product Name,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection
8905,Product Name,Avery 477
4770,Product Name,Cardinal Holdit Business Card Pockets
9139,Product Name,AT&T 17929 Lendline Telephone
6487,Product Name,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room
6203,Product Name,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back
4025,Product Name,Jackery Bar Premium Fast-charging Portable Charger
3914,Product Name,Ultra Door Push Plate
8882,Product Name,Kingston Digital DataTraveler 16GB USB 2.0
287,Product Name,GBC VeloBinder Electric Binding Machine
9487,Product Name,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table"
2648,Product Name,Xerox 2000
2155,Product Name,Flat Face Poster Frame
7773,Product Name,Cubify CubeX 3D Printer Double Head Print
5554,Product Name,Xerox 216
1134,Product Name,"Eldon Base for stackable storage shelf, platinum"
77,Product Name,"6"" Cubicle Wall Clock, Black"
1598,Product Name,Xerox 1901
8395,Product Name,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room
2377,Product Name,GBC DocuBind P50 Personal Binding Machine
128,Product Name,"Trav-L-File Heavy-Duty Shuttle II, Black"
7222,Product Name,Jensen SMPS-640 - speaker phone
5987,Product Name,Rogers Deluxe File Chest
7046,Product Name,Xerox 1978
1079,Product Name,Sterilite Officeware Hinged File Box
7168,Product Name,Global Comet Stacking Armless Chair
8240,Product Name,Prang Drawing Pencil Set
2304,Product Name,Global Ergonomic Managers Chair
8666,Product Name,Acme Tagit Stainless Steel Antibacterial Scissors
3773,Product Name,"Maxell 74 Minute CD-R Spindle, 50/Pack"
5197,Product Name,"Strathmore #10 Envelopes, Ultimate White"
4107,Product Name,"GBC Standard Recycled Report Covers, Clear Plastic Sheets"
3219,Product Name,Aastra 6757i CT Wireless VoIP phone
3223,Product Name,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages"
9966,Product Name,Easy-staple paper
4637,Product Name,"Boston School Pro Electric Pencil Sharpener, 1670"
9406,Product Name,Hewlett-Packard Deskjet 6540 Color Inkjet Printer
3460,Product Name,GBC DocuBind TL300 Electric Binding System
2721,Product Name,OIC Bulk Pack Metal Binder Clips
9676,Product Name,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock"
8968,Product Name,Bevis Steel Folding Chairs
2959,Product Name,Avery Hole Reinforcements
8467,Product Name,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room
9539,Product Name,Avoid Verbal Orders Carbonless Minifold Book
1050,Product Name,Logitech Wireless Performance Mouse MX for PC and Mac
139,Product Name,Fiskars Softgrip Scissors
1734,Product Name,Boston Heavy-Duty Trimline Electric Pencil Sharpeners
3422,Product Name,Xerox 1991
5574,Product Name,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book"
9953,Product Name,Ibico Recycled Grain-Textured Covers
5614,Product Name,"Belkin 19"" Center-Weighted Shelf, Gray"
744,Product Name,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled"
2056,Product Name,Microsoft Wireless Mobile Mouse 4000
5173,Product Name,Xerox 1915
1842,Product Name,Hon Olson Stacker Stools
8743,Product Name,9-3/4 Diameter Round Wall Clock
4370,Product Name,Premium Transparent Presentation Covers by GBC
7475,Product Name,Global Deluxe High-Back Manager's Chair
2452,Product Name,Cisco SPA525G2 IP Phone - Wireless
288,Product Name,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection"
4580,Product Name,Xerox 1956
4053,Product Name,"Hon 30"" x 60"" Table with Locking Drawer"
4874,Product Name,Tennsco Commercial Shelving
7616,Product Name,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack"
3726,Product Name,Harmony HEPA Quiet Air Purifiers
7971,Product Name,Cisco IP Phone 7961G-GE VoIP phone
4908,Product Name,Pressboard Hanging Data Binders for Unburst Sheets
2454,Product Name,SanDisk Cruzer 32 GB USB Flash Drive
382,Product Name,Southworth Structures Collection
1705,Product Name,"GBC Standard Recycled Report Covers, Clear Plastic Sheets"
5907,Product Name,Kingston Digital DataTraveler 32GB USB 2.0
7857,Product Name,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11"""
632,Product Name,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...
