Row ID,Order ID,Customer ID,Product ID,Ship ID,Location ID,Sale ID
163,"CA-2016-154508","RD-19900","OFF-EN-10001990",163,163,163
164,"CA-2016-113817","MJ-17740","OFF-BI-10004002",164,164,164
165,"CA-2014-139892","BM-11140","OFF-AR-10004441",165,165,165
166,"CA-2014-139892","BM-11140","TEC-MA-10000822",166,166,166
167,"CA-2014-139892","BM-11140","OFF-ST-10000991",167,167,167
168,"CA-2014-139892","BM-11140","FUR-CH-10004287",168,168,168
169,"CA-2014-139892","BM-11140","OFF-AR-10002656",169,169,169
170,"CA-2014-139892","BM-11140","OFF-AP-10002518",170,170,170
171,"CA-2014-139892","BM-11140","TEC-PH-10003931",171,171,171
172,"CA-2014-118962","CS-12130","OFF-PA-10000659",172,172,172
173,"CA-2014-118962","CS-12130","OFF-PA-10001144",173,173,173
174,"CA-2014-118962","CS-12130","FUR-CH-10003817",174,174,174
175,"US-2014-100853","JB-15400","OFF-AP-10000891",175,175,175
176,"US-2014-100853","JB-15400","OFF-LA-10003148",176,176,176
177,"US-2017-152366","SJ-20500","OFF-AP-10002684",177,177,177
178,"US-2015-101511","JE-15745","FUR-CH-10004698",178,178,178
179,"US-2015-101511","JE-15745","OFF-SU-10002189",179,179,179
180,"CA-2015-137225","JK-15640","OFF-AR-10001940",180,180,180
181,"CA-2014-166191","DK-13150","OFF-ST-10003455",181,181,181
182,"CA-2014-166191","DK-13150","TEC-AC-10004659",182,182,182
183,"CA-2014-158274","RM-19675","TEC-PH-10003273",183,183,183
184,"CA-2014-158274","RM-19675","TEC-PH-10004896",184,184,184
185,"CA-2014-158274","RM-19675","TEC-AC-10002345",185,185,185
186,"CA-2016-105018","SK-19990","OFF-BI-10001890",186,186,186
187,"CA-2014-123260","FM-14290","TEC-AC-10002323",187,187,187
188,"CA-2016-157000","AM-10360","OFF-ST-10001328",188,188,188
189,"CA-2016-157000","AM-10360","OFF-PA-10001950",189,189,189
190,"CA-2015-102281","MP-17470","FUR-BO-10002613",190,190,190
191,"CA-2015-102281","MP-17470","TEC-PH-10001552",191,191,191
192,"CA-2015-102281","MP-17470","OFF-PA-10000061",192,192,192
193,"CA-2015-102281","MP-17470","FUR-BO-10002545",193,193,193
194,"CA-2015-102281","MP-17470","OFF-AR-10003514",194,194,194
195,"CA-2015-131457","MZ-17515","OFF-EN-10001509",195,195,195
196,"CA-2014-140004","CB-12025","OFF-AR-10004685",196,196,196
197,"CA-2014-140004","CB-12025","OFF-AR-10004027",197,197,197
198,"CA-2017-107720","VM-21685","OFF-ST-10001414",198,198,198
199,"US-2017-124303","FH-14365","OFF-BI-10000343",199,199,199
200,"US-2017-124303","FH-14365","OFF-PA-10002749",200,200,200
201,"CA-2017-105074","MB-17305","OFF-PA-10002666",201,201,201
202,"CA-2014-133690","BS-11755","FUR-TA-10004289",202,202,202
203,"CA-2014-133690","BS-11755","OFF-AP-10003622",203,203,203
204,"US-2017-116701","LC-17140","OFF-AP-10003217",204,204,204
205,"CA-2017-126382","HK-14890","FUR-FU-10002960",205,205,205
206,"CA-2017-108329","LE-16810","TEC-PH-10001918",206,206,206
207,"CA-2017-135860","JH-15985","OFF-ST-10000642",207,207,207
208,"CA-2017-135860","JH-15985","TEC-PH-10001700",208,208,208
209,"CA-2017-135860","JH-15985","OFF-BI-10003274",209,209,209
210,"CA-2017-135860","JH-15985","OFF-FA-10000134",210,210,210
211,"CA-2017-135860","JH-15985","OFF-ST-10001522",211,211,211
212,"CA-2015-101007","MS-17980","TEC-AC-10001266",212,212,212
213,"CA-2015-146262","VW-21775","OFF-LA-10004544",213,213,213
214,"CA-2015-146262","VW-21775","FUR-BO-10004695",214,214,214
215,"CA-2015-146262","VW-21775","TEC-PH-10002844",215,215,215
216,"CA-2015-146262","VW-21775","TEC-MA-10000864",216,216,216
217,"CA-2015-146262","VW-21775","TEC-AC-10000109",217,217,217
218,"CA-2016-130162","JH-15910","OFF-ST-10001328",218,218,218
219,"CA-2016-130162","JH-15910","TEC-PH-10002563",219,219,219
220,"CA-2015-169397","JB-15925","OFF-FA-10000585",220,220,220
221,"CA-2015-169397","JB-15925","OFF-PA-10004000",221,221,221
222,"CA-2015-169397","JB-15925","OFF-BI-10002852",222,222,222
223,"CA-2015-169397","JB-15925","FUR-FU-10000087",223,223,223
224,"CA-2015-169397","JB-15925","TEC-MA-10001148",224,224,224
225,"CA-2015-169397","JB-15925","OFF-AR-10001958",225,225,225
226,"CA-2015-163055","DS-13180","OFF-AR-10001026",226,226,226
227,"CA-2015-163055","DS-13180","FUR-TA-10003748",227,227,227
228,"CA-2015-163055","DS-13180","OFF-ST-10002485",228,228,228
229,"US-2015-145436","VD-21670","FUR-CH-10004860",229,229,229
230,"US-2015-145436","VD-21670","FUR-CH-10004477",230,230,230
231,"US-2014-156216","EA-14035","OFF-BI-10001679",231,231,231
232,"US-2017-100930","CS-12400","FUR-TA-10001705",232,232,232
233,"US-2017-100930","CS-12400","FUR-TA-10003473",233,233,233
234,"US-2017-100930","CS-12400","OFF-BI-10001679",234,234,234
235,"US-2017-100930","CS-12400","FUR-FU-10004017",235,235,235
236,"US-2017-100930","CS-12400","TEC-AC-10003832",236,236,236
237,"CA-2017-160514","DB-13120","OFF-PA-10002479",237,237,237
238,"CA-2016-157749","KL-16645","OFF-PA-10003349",238,238,238
239,"CA-2016-157749","KL-16645","FUR-FU-10000576",239,239,239
240,"CA-2016-157749","KL-16645","FUR-FU-10004351",240,240,240
241,"CA-2016-157749","KL-16645","TEC-PH-10000011",241,241,241
242,"CA-2016-157749","KL-16645","FUR-TA-10002607",242,242,242
243,"CA-2016-157749","KL-16645","FUR-FU-10002505",243,243,243
244,"CA-2016-157749","KL-16645","OFF-AR-10004685",244,244,244
245,"CA-2014-131926","DW-13480","FUR-CH-10004063",245,245,245
246,"CA-2014-131926","DW-13480","OFF-ST-10002276",246,246,246
247,"CA-2014-131926","DW-13480","OFF-PA-10004082",247,247,247
248,"CA-2014-131926","DW-13480","OFF-AP-10002945",248,248,248
249,"CA-2014-131926","DW-13480","OFF-PA-10000061",249,249,249
250,"CA-2016-154739","LH-17155","FUR-CH-10002965",250,250,250
251,"CA-2016-145625","KC-16540","OFF-PA-10004569",251,251,251
252,"CA-2016-145625","KC-16540","TEC-AC-10003832",252,252,252
253,"CA-2016-146941","DL-13315","OFF-ST-10001228",253,253,253
254,"CA-2016-146941","DL-13315","OFF-EN-10003296",254,254,254
255,"US-2015-159982","DR-12880","FUR-FU-10002505",255,255,255
256,"US-2015-159982","DR-12880","OFF-ST-10004804",256,256,256
257,"US-2015-159982","DR-12880","OFF-ST-10001590",257,257,257
258,"US-2015-159982","DR-12880","TEC-PH-10001580",258,258,258
259,"CA-2017-163139","CC-12670","TEC-AC-10000290",259,259,259
260,"CA-2017-163139","CC-12670","OFF-ST-10002790",260,260,260
261,"CA-2017-163139","CC-12670","OFF-BI-10003460",261,261,261
262,"US-2017-155299","Dl-13600","OFF-AP-10002203",262,262,262
263,"US-2014-106992","SB-20290","TEC-MA-10000822",263,263,263
264,"US-2014-106992","SB-20290","TEC-MA-10003353",264,264,264
265,"CA-2016-125318","RC-19825","TEC-PH-10001433",265,265,265
266,"CA-2015-155040","AH-10210","TEC-AC-10004469",266,266,266
267,"CA-2017-136826","CB-12535","OFF-AR-10003602",267,267,267
268,"CA-2016-111010","PG-18895","OFF-FA-10003472",268,268,268
269,"US-2017-145366","CA-12310","OFF-ST-10004180",269,269,269
270,"US-2017-145366","CA-12310","OFF-EN-10004386",270,270,270
271,"CA-2017-163979","KH-16690","OFF-ST-10003208",271,271,271
272,"CA-2015-155334","HA-14920","TEC-AC-10003628",272,272,272
273,"CA-2015-155334","HA-14920","FUR-FU-10003274",273,273,273
274,"CA-2015-155334","HA-14920","OFF-BI-10002557",274,274,274
275,"CA-2017-118136","BB-10990","OFF-PA-10002615",275,275,275
276,"CA-2017-118136","BB-10990","OFF-AR-10001427",276,276,276
277,"CA-2017-132976","AG-10495","OFF-PA-10000673",277,277,277
278,"CA-2017-132976","AG-10495","OFF-PA-10004470",278,278,278
279,"CA-2017-132976","AG-10495","OFF-ST-10000876",279,279,279
280,"CA-2017-132976","AG-10495","OFF-LA-10002043",280,280,280
281,"US-2015-161991","SC-20725","OFF-BI-10004967",281,281,281
282,"US-2015-161991","SC-20725","TEC-PH-10001760",282,282,282
283,"CA-2015-130890","JO-15280","FUR-TA-10002903",283,283,283
284,"CA-2015-130883","TB-21520","OFF-PA-10000474",284,284,284
285,"CA-2015-130883","TB-21520","TEC-AC-10001956",285,285,285
286,"CA-2015-130883","TB-21520","OFF-PA-10004100",286,286,286
287,"CA-2016-112697","AH-10195","OFF-BI-10000778",287,287,287
288,"CA-2016-112697","AH-10195","OFF-AP-10002684",288,288,288
289,"CA-2016-112697","AH-10195","OFF-SU-10000646",289,289,289
290,"CA-2016-110772","NZ-18565","OFF-FA-10002983",290,290,290
291,"CA-2016-110772","NZ-18565","OFF-LA-10004689",291,291,291
292,"CA-2016-110772","NZ-18565","TEC-AC-10002001",292,292,292
293,"CA-2016-110772","NZ-18565","FUR-BO-10004709",293,293,293
294,"CA-2014-111451","KL-16555","FUR-FU-10004091",294,294,294
295,"CA-2014-111451","KL-16555","FUR-CH-10001891",295,295,295
296,"CA-2014-111451","KL-16555","FUR-FU-10002918",296,296,296
297,"CA-2014-111451","KL-16555","OFF-BI-10004593",297,297,297
298,"CA-2014-111451","KL-16555","OFF-FA-10004854",298,298,298
299,"CA-2016-142545","JD-15895","OFF-PA-10002105",299,299,299
300,"CA-2016-142545","JD-15895","OFF-ST-10002756",300,300,300
301,"CA-2016-142545","JD-15895","OFF-PA-10004243",301,301,301
302,"CA-2016-142545","JD-15895","FUR-FU-10001861",302,302,302
303,"CA-2016-142545","JD-15895","OFF-BI-10002706",303,303,303
304,"US-2017-152380","JH-15910","FUR-TA-10002533",304,304,304
305,"CA-2015-144253","AS-10225","FUR-FU-10002671",305,305,305
306,"CA-2014-130960","KB-16600","OFF-AR-10003651",306,306,306
307,"CA-2014-111003","CR-12625","OFF-BI-10001072",307,307,307
308,"CA-2014-111003","CR-12625","OFF-AR-10002135",308,308,308
309,"CA-2017-126774","SH-20395","OFF-AR-10002804",309,309,309
310,"CA-2016-142902","BP-11185","FUR-FU-10001918",310,310,310
311,"CA-2016-142902","BP-11185","FUR-CH-10004086",311,311,311
312,"CA-2016-142902","BP-11185","FUR-FU-10001756",312,312,312
313,"CA-2016-142902","BP-11185","OFF-LA-10000634",313,313,313
314,"CA-2014-120887","TS-21205","FUR-FU-10001588",314,314,314
315,"CA-2014-167850","AG-10525","TEC-PH-10002398",315,315,315
316,"CA-2014-167850","AG-10525","OFF-PA-10001937",316,316,316
317,"CA-2014-164259","SP-20860","OFF-AR-10003373",317,317,317
318,"CA-2014-164973","NM-18445","FUR-CH-10002602",318,318,318
319,"CA-2014-164973","NM-18445","TEC-MA-10002927",319,319,319
320,"CA-2014-164973","NM-18445","TEC-PH-10004093",320,320,320
321,"CA-2014-164973","NM-18445","TEC-AC-10000892",321,321,321
322,"CA-2014-164973","NM-18445","OFF-ST-10002974",322,322,322
323,"CA-2014-156601","FA-14230","OFF-FA-10000624",323,323,323
324,"CA-2016-162138","GK-14620","OFF-BI-10004593",324,324,324
325,"CA-2016-162138","GK-14620","TEC-AC-10001908",325,325,325
326,"CA-2017-153339","DJ-13510","FUR-FU-10001967",326,326,326
327,"US-2016-141544","PO-18850","TEC-PH-10003645",327,327,327
328,"US-2016-141544","PO-18850","OFF-ST-10000675",328,328,328
329,"US-2016-141544","PO-18850","FUR-CH-10003312",329,329,329
330,"US-2016-141544","PO-18850","OFF-LA-10001074",330,330,330
331,"US-2016-141544","PO-18850","OFF-BI-10001524",331,331,331
332,"US-2016-150147","JL-15850","TEC-PH-10004614",332,332,332
333,"US-2016-150147","JL-15850","OFF-BI-10001153",333,333,333
334,"US-2016-150147","JL-15850","OFF-BI-10001982",334,334,334
335,"CA-2015-137946","DB-13615","OFF-BI-10001922",335,335,335
336,"CA-2015-137946","DB-13615","TEC-CO-10001449",336,336,336
337,"CA-2015-137946","DB-13615","OFF-BI-10004140",337,337,337
338,"CA-2014-129924","AC-10420","OFF-BI-10003314",338,338,338
339,"CA-2014-129924","AC-10420","FUR-TA-10004575",339,339,339
340,"CA-2015-128167","KL-16645","OFF-FA-10000490",340,340,340
341,"CA-2014-122336","JD-15895","OFF-AR-10000122",341,341,341
342,"CA-2014-122336","JD-15895","OFF-BI-10003656",342,342,342
343,"CA-2014-122336","JD-15895","OFF-FA-10002780",343,343,343
344,"CA-2014-122336","JD-15895","TEC-PH-10000702",344,344,344
345,"US-2015-120712","CS-12130","OFF-ST-10000107",345,345,345
346,"CA-2017-169901","CC-12550","TEC-PH-10002293",346,346,346
347,"CA-2017-134306","TD-20995","OFF-AR-10004027",347,347,347
348,"CA-2017-134306","TD-20995","OFF-PA-10000249",348,348,348
349,"CA-2017-134306","TD-20995","OFF-AR-10001374",349,349,349
350,"CA-2016-129714","AB-10060","TEC-AC-10000290",350,350,350
351,"CA-2016-129714","AB-10060","OFF-PA-10001970",351,351,351
352,"CA-2016-129714","AB-10060","OFF-BI-10002160",352,352,352
353,"CA-2016-129714","AB-10060","OFF-PA-10001970",353,353,353
354,"CA-2016-129714","AB-10060","OFF-BI-10004995",354,354,354
355,"CA-2016-138520","JL-15505","FUR-BO-10002268",355,355,355
356,"CA-2016-138520","JL-15505","OFF-EN-10001137",356,356,356
357,"CA-2016-138520","JL-15505","OFF-AR-10002399",357,357,357
358,"CA-2016-138520","JL-15505","OFF-PA-10002713",358,358,358
359,"CA-2016-130001","HK-14890","OFF-PA-10002666",359,359,359
360,"CA-2017-155698","VB-21745","OFF-AP-10001124",360,360,360
361,"CA-2017-155698","VB-21745","OFF-LA-10001158",361,361,361
362,"CA-2017-144904","KW-16435","OFF-LA-10001158",362,362,362
363,"CA-2017-144904","KW-16435","FUR-CH-10000785",363,363,363
364,"CA-2017-144904","KW-16435","OFF-AR-10003732",364,364,364
365,"CA-2017-144904","KW-16435","FUR-FU-10000023",365,365,365
366,"CA-2014-123344","JD-16060","OFF-ST-10001713",366,366,366
367,"CA-2016-155516","MK-17905","OFF-BI-10002412",367,367,367
368,"CA-2016-155516","MK-17905","OFF-SU-10001225",368,368,368
369,"CA-2016-155516","MK-17905","OFF-ST-10002406",369,369,369
370,"CA-2016-155516","MK-17905","FUR-BO-10002545",370,370,370
371,"CA-2017-104745","GT-14755","OFF-PA-10002036",371,371,371
372,"CA-2017-104745","GT-14755","OFF-ST-10002205",372,372,372
373,"US-2014-119137","AG-10900","OFF-BI-10001982",373,373,373
374,"US-2014-119137","AG-10900","TEC-AC-10003911",374,374,374
375,"US-2014-119137","AG-10900","OFF-AR-10000658",375,375,375
376,"US-2014-119137","AG-10900","TEC-AC-10002076",376,376,376
377,"US-2016-134656","MM-18280","OFF-PA-10003039",377,377,377
378,"US-2017-134481","AR-10405","FUR-TA-10004915",378,378,378
379,"CA-2015-130792","RA-19915","OFF-AP-10000696",379,379,379
380,"CA-2015-130792","RA-19915","OFF-ST-10003327",380,380,380
381,"CA-2015-130792","RA-19915","OFF-BI-10000309",381,381,381
382,"CA-2016-134775","AS-10285","OFF-PA-10004734",382,382,382
383,"CA-2016-134775","AS-10285","OFF-BI-10002225",383,383,383
384,"CA-2015-125395","LA-16780","TEC-AC-10004708",384,384,384
385,"US-2015-168935","DO-13435","FUR-TA-10000617",385,385,385
386,"US-2015-168935","DO-13435","TEC-AC-10002335",386,386,386
387,"CA-2015-122756","DK-13225","TEC-MA-10001681",387,387,387
388,"CA-2015-122756","DK-13225","FUR-FU-10001935",388,388,388
389,"CA-2014-115973","NG-18430","OFF-AR-10004757",389,389,389
390,"CA-2017-101798","MV-18190","OFF-BI-10000050",390,390,390
391,"CA-2017-101798","MV-18190","TEC-AC-10001998",391,391,391
392,"US-2014-135972","JG-15115","TEC-PH-10003012",392,392,392
393,"US-2014-135972","JG-15115","TEC-CO-10002313",393,393,393
394,"US-2014-134971","BP-11095","OFF-BI-10003982",394,394,394
395,"CA-2017-102946","VP-21730","OFF-BI-10004492",395,395,395
396,"CA-2017-165603","SS-20140","OFF-ST-10000798",396,396,396
397,"CA-2017-165603","SS-20140","OFF-PA-10002552",397,397,397
398,"CA-2015-122259","HP-14815","OFF-SU-10002573",398,398,398
399,"CA-2016-108987","AG-10675","OFF-ST-10001580",399,399,399
