CVR,Date,Product Number,Default Channel Grouping,Device Category,Number of Records,Region,Revenue,Sessions,Source,Transactions
0,2019-01-03 00:00:00.000,"0","Organic Search","desktop",1,"Nevada",0,1,"google",0
0,2019-01-03 00:00:00.000,"0","Organic Search","desktop",1,"New Jersey",0,1,"google",0
0,2019-01-04 00:00:00.000,"0","Organic Search","desktop",1,"Maryland",0,1,"google",0
0,2019-01-04 00:00:00.000,"0","Organic Search","desktop",1,"Montana",0,1,"google",0
0,2019-01-05 00:00:00.000,"0","Organic Search","desktop",1,"South Carolina",0,1,"google",0
0,2019-01-05 00:00:00.000,"0","Organic Search","desktop",1,"Texas",0,1,"google",0
0,2019-01-05 00:00:00.000,"0","Organic Search","desktop",1,"California",0,1,"google",0
0,2019-01-05 00:00:00.000,"0","Organic Search","desktop",1,"Arizona",0,1,"google",0
0,2019-01-05 00:00:00.000,"0","Organic Search","desktop",1,"Oklahoma",0,1,"google",0
0,2019-01-05 00:00:00.000,"0","Organic Search","desktop",1,"Pennsylvania",0,1,"google",0
0,2019-01-05 00:00:00.000,"0","Organic Search","desktop",1,"Alabama",0,1,"google",0
0,2019-01-05 00:00:00.000,"0","Organic Search","desktop",1,"Arizona",0,1,"google",0
0,2019-01-06 00:00:00.000,"0","Organic Search","desktop",1,"Arizona",0,1,"google",0
0,2019-01-06 00:00:00.000,"0","Organic Search","desktop",1,"California",0,1,"google",0
0,2019-01-06 00:00:00.000,"0","Organic Search","desktop",1,"England",0,1,"google",0
0,2019-01-06 00:00:00.000,"0","Organic Search","desktop",1,"Indiana",0,1,"google",0
0,2019-01-06 00:00:00.000,"0","Organic Search","desktop",1,"Iowa",0,1,"google",0
0,2019-01-06 00:00:00.000,"0","Organic Search","desktop",1,"Madhya Pradesh",0,1,"google",0
0,2019-01-06 00:00:00.000,"0","Organic Search","desktop",1,"Missouri",0,1,"google",0
0,2019-01-06 00:00:00.000,"0","Organic Search","desktop",1,"New York",0,1,"google",0
0,2019-01-06 00:00:00.000,"0","Organic Search","desktop",1,"North Carolina",0,1,"google",0
0,2019-01-06 00:00:00.000,"0","Organic Search","desktop",1,"Ohio",0,1,"google",0
0,2019-01-06 00:00:00.000,"0","Organic Search","desktop",1,"Oklahoma",0,1,"google",0
0,2019-01-06 00:00:00.000,"0","Organic Search","desktop",1,"Ontario",0,1,"google",0
0,2019-01-06 00:00:00.000,"0","Organic Search","desktop",1,"Rhode Island",0,1,"google",0
0,2019-01-06 00:00:00.000,"0","Organic Search","desktop",1,"Sindh",0,1,"google",0
0,2019-01-06 00:00:00.000,"0","Organic Search","desktop",1,"Tamil Nadu",0,1,"google",0
0,2019-01-06 00:00:00.000,"0","Organic Search","desktop",1,"Tennessee",0,1,"google",0
0,2019-01-06 00:00:00.000,"0","Organic Search","desktop",1,"Texas",0,1,"google",0
0,2019-01-06 00:00:00.000,"0","Organic Search","desktop",1,"Washington",0,1,"google",0
0,2019-01-06 00:00:00.000,"0","Organic Search","desktop",1,"Wisconsin",0,1,"google",0
0,2019-01-06 00:00:00.000,"0","Organic Search","desktop",1,"Alabama",0,1,"google",0
0,2019-01-06 00:00:00.000,"0","Organic Search","desktop",1,"New York",0,1,"google",0
0,2019-01-06 00:00:00.000,"0","Organic Search","desktop",1,"South Dakota",0,1,"google",0
0,2019-01-07 00:00:00.000,"0","Organic Search","desktop",1,"State of Parana",0,1,"google",0
0,2019-01-07 00:00:00.000,"0","Organic Search","desktop",1,"Tennessee",0,1,"google",0
0,2019-01-07 00:00:00.000,"0","Organic Search","desktop",1,"Texas",0,1,"google",0
0,2019-01-07 00:00:00.000,"0","Organic Search","desktop",1,"Washington",0,1,"google",0
0,2019-01-07 00:00:00.000,"0","Organic Search","desktop",1,"Arizona",0,1,"google",0
0,2019-01-07 00:00:00.000,"0","Organic Search","desktop",1,"Bavaria",0,1,"google",0
0,2019-01-07 00:00:00.000,"0","Organic Search","desktop",1,"Bihar",0,1,"google",0
0,2019-01-07 00:00:00.000,"0","Organic Search","desktop",1,"County Dublin",0,1,"google",0
0,2019-01-07 00:00:00.000,"0","Organic Search","desktop",1,"Georgia",0,1,"google",0
0,2019-01-07 00:00:00.000,"0","Organic Search","desktop",1,"Hawaii",0,1,"google",0
0,2019-01-07 00:00:00.000,"0","Organic Search","desktop",1,"Illinois",0,1,"google",0
0,2019-01-07 00:00:00.000,"0","Organic Search","desktop",1,"Indiana",0,1,"google",0
0,2019-01-07 00:00:00.000,"0","Organic Search","desktop",1,"Jakarta",0,1,"google",0
0,2019-01-07 00:00:00.000,"0","Organic Search","desktop",1,"Louisiana",0,1,"google",0
0,2019-01-07 00:00:00.000,"0","Organic Search","desktop",1,"Michigan",0,1,"google",0
0,2019-01-07 00:00:00.000,"0","Organic Search","desktop",1,"New Jersey",0,1,"google",0
0,2019-01-08 00:00:00.000,"0","Organic Search","desktop",1,"Minnesota",0,1,"google",0
0,2019-01-08 00:00:00.000,"0","Organic Search","desktop",1,"New Jersey",0,1,"google",0
0,2019-01-08 00:00:00.000,"0","Organic Search","desktop",1,"New South Wales",0,1,"google",0
0,2019-01-08 00:00:00.000,"0","Organic Search","desktop",1,"New York",0,1,"google",0
0,2019-01-08 00:00:00.000,"0","Organic Search","desktop",1,"Tel Aviv District",0,1,"google",0
0,2019-01-08 00:00:00.000,"0","Organic Search","desktop",1,"Tennessee",0,1,"google",0
0,2019-01-08 00:00:00.000,"0","Organic Search","desktop",1,"Tennessee",0,1,"google",0
0,2019-01-08 00:00:00.000,"0","Organic Search","desktop",1,"Texas",0,1,"google",0
0,2019-01-08 00:00:00.000,"0","Organic Search","desktop",1,"Western Province",0,1,"google",0
0,2019-01-08 00:00:00.000,"0","Organic Search","desktop",1,"Wisconsin",0,1,"google",0
0,2019-01-09 00:00:00.000,"0","Organic Search","desktop",1,"Illinois",0,1,"google",0
0,2019-01-09 00:00:00.000,"0","Organic Search","desktop",1,"Iowa",0,1,"google",0
0,2019-01-09 00:00:00.000,"0","Organic Search","desktop",1,"Jakarta",0,1,"google",0
0,2019-01-09 00:00:00.000,"0","Organic Search","desktop",1,"Maryland",0,1,"google",0
0,2019-01-09 00:00:00.000,"0","Organic Search","desktop",1,"Minnesota",0,1,"google",0
0,2019-01-10 00:00:00.000,"0","Organic Search","desktop",1,"California",0,1,"google",0
0,2019-01-10 00:00:00.000,"0","Organic Search","desktop",1,"New York",0,1,"google",0
0,2019-01-10 00:00:00.000,"0","Organic Search","desktop",1,"Tennessee",0,1,"google",0
0,2019-01-11 00:00:00.000,"0","Organic Search","desktop",1,"Cordoba",0,1,"google",0
0,2019-01-11 00:00:00.000,"0","Organic Search","desktop",1,"Florida",0,1,"google",0
0,2019-01-11 00:00:00.000,"0","Organic Search","desktop",1,"Georgia",0,1,"google",0
0,2019-01-11 00:00:00.000,"0","Organic Search","desktop",1,"Illinois",0,1,"google",0
0,2019-01-11 00:00:00.000,"0","Organic Search","desktop",1,"Michigan",0,1,"google",0
0,2019-01-11 00:00:00.000,"0","Organic Search","desktop",1,"Oklahoma",0,1,"google",0
0,2019-01-11 00:00:00.000,"0","Organic Search","desktop",1,"Virginia",0,1,"google",0
0,2019-01-11 00:00:00.000,"0","Organic Search","desktop",1,"New Jersey",0,1,"google",0
0,2019-01-11 00:00:00.000,"0","Organic Search","desktop",1,"Ohio",0,1,"google",0
0,2019-01-11 00:00:00.000,"0","Organic Search","desktop",1,"Oklahoma",0,1,"google",0
0,2019-01-11 00:00:00.000,"0","Organic Search","desktop",1,"Oregon",0,1,"google",0
0,2019-01-11 00:00:00.000,"0","Organic Search","desktop",1,"Rhode Island",0,1,"google",0
0,2019-01-11 00:00:00.000,"0","Organic Search","desktop",1,"South Carolina",0,1,"google",0
0,2019-01-12 00:00:00.000,"0","Organic Search","desktop",1,"New Jersey",0,1,"google",0
0,2019-01-12 00:00:00.000,"0","Organic Search","desktop",1,"New York",0,1,"google",0
0,2019-01-12 00:00:00.000,"0","Organic Search","desktop",1,"Pennsylvania",0,1,"google",0
0,2019-01-12 00:00:00.000,"0","Organic Search","desktop",1,"Quebec",0,1,"google",0
0,2019-01-12 00:00:00.000,"0","Organic Search","desktop",1,"Tennessee",0,1,"google",0
0,2019-01-12 00:00:00.000,"0","Organic Search","desktop",1,"Florida",0,1,"google",0
0,2019-01-12 00:00:00.000,"0","Organic Search","desktop",1,"Georgia",0,1,"google",0
0,2019-01-12 00:00:00.000,"0","Organic Search","desktop",1,"Texas",0,1,"google",0
0,2019-01-12 00:00:00.000,"0","Organic Search","desktop",1,"Florida",0,1,"google",0
0,2019-01-12 00:00:00.000,"0","Organic Search","desktop",1,"Tennessee",0,1,"google",0
0,2019-01-12 00:00:00.000,"0","Organic Search","desktop",1,"Utah",0,1,"google",0
0,2019-01-12 00:00:00.000,"0","Organic Search","desktop",1,"Alabama",0,1,"google",0
0,2019-01-12 00:00:00.000,"0","Organic Search","desktop",1,"Alaska",0,1,"google",0
0,2019-01-12 00:00:00.000,"0","Organic Search","desktop",1,"California",0,1,"google",0
0,2019-01-12 00:00:00.000,"0","Organic Search","desktop",1,"Colorado",0,1,"google",0
0,2019-01-13 00:00:00.000,"0","Organic Search","desktop",1,"Kentucky",0,1,"google",0
0,2019-01-13 00:00:00.000,"0","Organic Search","desktop",1,"Louisiana",0,1,"google",0
0,2019-01-13 00:00:00.000,"0","Organic Search","desktop",1,"Maryland",0,1,"google",0
0,2019-01-13 00:00:00.000,"0","Organic Search","desktop",1,"Massachusetts",0,1,"google",0
0,2019-01-13 00:00:00.000,"0","Organic Search","desktop",1,"Missouri",0,1,"google",0
0,2019-01-13 00:00:00.000,"0","Organic Search","desktop",1,"Maine",0,1,"google",0
0,2019-01-13 00:00:00.000,"0","Organic Search","desktop",1,"Massachusetts",0,1,"google",0
0,2019-01-13 00:00:00.000,"0","Organic Search","desktop",1,"New Jersey",0,1,"google",0
0,2019-01-13 00:00:00.000,"0","Organic Search","desktop",1,"New Mexico",0,1,"google",0
0,2019-01-14 00:00:00.000,"0","Organic Search","desktop",1,"Alberta",0,1,"google",0
0,2019-01-14 00:00:00.000,"0","Organic Search","desktop",1,"England",0,1,"google",0
0,2019-01-14 00:00:00.000,"0","Organic Search","desktop",1,"Georgia",0,1,"google",0
0,2019-01-14 00:00:00.000,"0","Organic Search","desktop",1,"Gilan",0,1,"google",0
0,2019-01-14 00:00:00.000,"0","Organic Search","desktop",1,"Hawaii",0,1,"google",0
0,2019-01-14 00:00:00.000,"0","Organic Search","desktop",1,"Illinois",0,1,"google",0
0,2019-01-14 00:00:00.000,"0","Organic Search","desktop",1,"Iowa",0,1,"google",0
0,2019-01-14 00:00:00.000,"0","Organic Search","desktop",1,"Junin",0,1,"google",0
0,2019-01-14 00:00:00.000,"0","Organic Search","desktop",1,"Kansas",0,1,"google",0
0,2019-01-14 00:00:00.000,"0","Organic Search","desktop",1,"Kentucky",0,1,"google",0
0,2019-01-14 00:00:00.000,"0","Organic Search","desktop",1,"Louisiana",0,1,"google",0
0,2019-01-14 00:00:00.000,"0","Organic Search","desktop",1,"Maharashtra",0,1,"google",0
0,2019-01-14 00:00:00.000,"0","Organic Search","desktop",1,"Manitoba",0,1,"google",0
0,2019-01-14 00:00:00.000,"0","Organic Search","desktop",1,"Michigan",0,1,"google",0
0,2019-01-15 00:00:00.000,"0","Organic Search","desktop",1,"Alberta",0,1,"google",0
0,2019-01-15 00:00:00.000,"0","Organic Search","desktop",1,"Apulia",0,1,"google",0
0,2019-01-15 00:00:00.000,"0","Organic Search","desktop",1,"Emilia-Romagna",0,1,"google",0
0,2019-01-15 00:00:00.000,"0","Organic Search","desktop",1,"England",0,1,"google",0
0,2019-01-15 00:00:00.000,"0","Organic Search","desktop",1,"Federation of Bosnia and Herzegovina",0,1,"google",0
0,2019-01-15 00:00:00.000,"0","Organic Search","desktop",1,"Kansas",0,1,"google",0
0,2019-01-16 00:00:00.000,"0","Organic Search","desktop",1,"Arizona",0,1,"google",0
0,2019-01-16 00:00:00.000,"0","Organic Search","desktop",1,"Chhattisgarh",0,1,"google",0
0,2019-01-17 00:00:00.000,"0","Organic Search","desktop",1,"Arizona",0,1,"google",0
0,2019-01-17 00:00:00.000,"0","Organic Search","desktop",1,"Dubai",0,1,"google",0
0,2019-01-17 00:00:00.000,"0","Organic Search","desktop",1,"England",0,1,"google",0
0,2019-01-17 00:00:00.000,"0","Organic Search","desktop",1,"Oklahoma",0,1,"google",0
0,2019-01-17 00:00:00.000,"0","Organic Search","desktop",1,"Tennessee",0,1,"google",0
0,2019-01-17 00:00:00.000,"0","Organic Search","desktop",1,"Wisconsin",0,1,"google",0
0,2019-01-17 00:00:00.000,"0","Organic Search","desktop",1,"California",0,1,"google",0
0,2019-01-18 00:00:00.000,"0","Organic Search","desktop",1,"Bavaria",0,1,"google",0
0,2019-01-18 00:00:00.000,"0","Organic Search","desktop",1,"Maryland",0,1,"google",0
0,2019-01-18 00:00:00.000,"0","Organic Search","desktop",1,"Michigan",0,1,"google",0
0,2019-01-18 00:00:00.000,"0","Organic Search","desktop",1,"Mississippi",0,1,"google",0
0,2019-01-18 00:00:00.000,"0","Organic Search","desktop",1,"New Hampshire",0,1,"google",0
0,2019-01-18 00:00:00.000,"0","Organic Search","desktop",1,"New York",0,1,"google",0
0,2019-01-18 00:00:00.000,"0","Organic Search","desktop",1,"Ohio",0,1,"google",0
0,2019-01-18 00:00:00.000,"0","Organic Search","desktop",1,"Ontario",0,1,"google",0
0,2019-01-18 00:00:00.000,"0","Organic Search","desktop",1,"Oregon",0,1,"google",0
0,2019-01-18 00:00:00.000,"0","Organic Search","desktop",1,"San Juan",0,1,"google",0
0,2019-01-18 00:00:00.000,"0","Organic Search","desktop",1,"Tennessee",0,1,"google",0
0,2019-01-18 00:00:00.000,"0","Organic Search","desktop",1,"Washington",0,1,"google",0
0,2019-01-19 00:00:00.000,"0","Organic Search","desktop",1,"Baden-Wurttemberg",0,1,"google",0
0,2019-01-19 00:00:00.000,"0","Organic Search","desktop",1,"Bay Of Plenty",0,1,"google",0
0,2019-01-19 00:00:00.000,"0","Organic Search","desktop",1,"British Columbia",0,1,"google",0
0,2019-01-19 00:00:00.000,"0","Organic Search","desktop",1,"England",0,1,"google",0
0,2019-01-19 00:00:00.000,"0","Organic Search","desktop",1,"Illinois",0,1,"google",0
0,2019-01-19 00:00:00.000,"0","Organic Search","desktop",1,"Iowa",0,1,"google",0
0,2019-01-19 00:00:00.000,"0","Organic Search","desktop",1,"Missouri",0,1,"google",0
0,2019-01-19 00:00:00.000,"0","Organic Search","desktop",1,"New Mexico",0,1,"google",0
0,2019-01-19 00:00:00.000,"0","Organic Search","desktop",1,"Ontario",0,1,"google",0
0,2019-01-19 00:00:00.000,"0","Organic Search","desktop",1,"Quebec",0,1,"google",0
0,2019-01-19 00:00:00.000,"0","Organic Search","desktop",1,"Santiago Metropolitan Region",0,1,"google",0
0,2019-01-19 00:00:00.000,"0","Organic Search","desktop",1,"Shanghai",0,1,"google",0
0,2019-01-19 00:00:00.000,"0","Organic Search","desktop",1,"South Carolina",0,1,"google",0
0,2019-01-19 00:00:00.000,"0","Organic Search","desktop",1,"South Dakota",0,1,"google",0
0,2019-01-19 00:00:00.000,"0","Organic Search","desktop",1,"Stockholm County",0,1,"google",0
0,2019-01-19 00:00:00.000,"0","Organic Search","desktop",1,"Tehran",0,1,"google",0
0,2019-01-20 00:00:00.000,"0","Organic Search","desktop",1,"Alabama",0,1,"google",0
0,2019-01-20 00:00:00.000,"0","Organic Search","desktop",1,"Arizona",0,1,"google",0
0,2019-01-20 00:00:00.000,"0","Organic Search","desktop",1,"Capital District",0,1,"google",0
0,2019-01-20 00:00:00.000,"0","Organic Search","desktop",1,"County Dublin",0,1,"google",0
0,2019-01-20 00:00:00.000,"0","Organic Search","desktop",1,"Ile-de-France",0,1,"google",0
0,2019-01-20 00:00:00.000,"0","Organic Search","desktop",1,"Jammu and Kashmir",0,1,"google",0
0,2019-01-20 00:00:00.000,"0","Organic Search","desktop",1,"Kentucky",0,1,"google",0
0,2019-01-20 00:00:00.000,"0","Organic Search","desktop",1,"Lisbon",0,1,"google",0
0,2019-01-20 00:00:00.000,"0","Organic Search","desktop",1,"Metro Manila",0,1,"google",0
0,2019-01-20 00:00:00.000,"0","Organic Search","desktop",1,"Minnesota",0,1,"google",0
0,2019-01-20 00:00:00.000,"0","Organic Search","desktop",1,"New Hampshire",0,1,"google",0
0,2019-01-20 00:00:00.000,"0","Organic Search","desktop",1,"North Western Province",0,1,"google",0
0,2019-01-20 00:00:00.000,"0","Organic Search","desktop",1,"Ontario",0,1,"google",0
0,2019-01-20 00:00:00.000,"0","Organic Search","desktop",1,"Oregon",0,1,"google",0
0,2019-01-20 00:00:00.000,"0","Organic Search","desktop",1,"Provence-Alpes-Cote d'Azur",0,1,"google",0
0,2019-01-20 00:00:00.000,"0","Organic Search","desktop",1,"Rhode Island",0,1,"google",0
0,2019-01-20 00:00:00.000,"0","Organic Search","desktop",1,"South Carolina",0,1,"google",0
0,2019-01-20 00:00:00.000,"0","Organic Search","desktop",1,"Thuringia",0,1,"google",0
0,2019-01-20 00:00:00.000,"0","Organic Search","desktop",1,"Valencian Community",0,1,"google",0
0,2019-01-20 00:00:00.000,"0","Organic Search","desktop",1,"Vienna",0,1,"google",0
0,2019-01-20 00:00:00.000,"0","Organic Search","desktop",1,"Western Cape",0,1,"google",0
0,2019-01-20 00:00:00.000,"0","Organic Search","desktop",1,"Wisconsin",0,1,"google",0
0,2019-01-21 00:00:00.000,"0","Organic Search","desktop",1,"Al Farwaniyah Governorate",0,1,"google",0
0,2019-01-21 00:00:00.000,"0","Organic Search","desktop",1,"Braga",0,1,"google",0
0,2019-01-21 00:00:00.000,"0","Organic Search","desktop",1,"Central Denmark Region",0,1,"google",0
0,2019-01-21 00:00:00.000,"0","Organic Search","desktop",1,"Connecticut",0,1,"google",0
0,2019-01-21 00:00:00.000,"0","Organic Search","desktop",1,"District of Columbia",0,1,"google",0
0,2019-01-21 00:00:00.000,"0","Organic Search","desktop",1,"Gujarat",0,1,"google",0
0,2019-01-21 00:00:00.000,"0","Organic Search","desktop",1,"Hesse",0,1,"google",0
0,2019-01-21 00:00:00.000,"0","Organic Search","desktop",1,"Kansas",0,1,"google",0
0,2019-01-21 00:00:00.000,"0","Organic Search","desktop",1,"Karnataka",0,1,"google",0
0,2019-01-21 00:00:00.000,"0","Organic Search","desktop",1,"Montana",0,1,"google",0
0,2019-01-21 00:00:00.000,"0","Organic Search","desktop",1,"Ontario",0,1,"google",0
0,2019-01-21 00:00:00.000,"0","Organic Search","desktop",1,"Panama",0,1,"google",0
0,2019-01-21 00:00:00.000,"0","Organic Search","desktop",1,"Pays de la Loire",0,1,"google",0
0,2019-01-21 00:00:00.000,"0","Organic Search","desktop",1,"Vest-Agder",0,1,"google",0
0,2019-01-21 00:00:00.000,"0","Organic Search","desktop",1,"Wales",0,1,"google",0
0,2019-01-21 00:00:00.000,"0","Organic Search","desktop",1,"Washington",0,1,"google",0
0,2019-01-21 00:00:00.000,"0","Organic Search","desktop",1,"Zurich",0,1,"google",0
0,2019-01-22 00:00:00.000,"0","Organic Search","desktop",1,"Central Visayas",0,1,"google",0
0,2019-01-22 00:00:00.000,"0","Organic Search","desktop",1,"Georgia",0,1,"google",0
0,2019-01-22 00:00:00.000,"0","Organic Search","desktop",1,"Guangdong",0,1,"google",0
0,2019-01-22 00:00:00.000,"0","Organic Search","desktop",1,"Jammu and Kashmir",0,1,"google",0
0,2019-01-22 00:00:00.000,"0","Organic Search","desktop",1,"Karnataka",0,1,"google",0
0,2019-01-22 00:00:00.000,"0","Organic Search","desktop",1,"Louisiana",0,1,"google",0
0,2019-01-22 00:00:00.000,"0","Organic Search","desktop",1,"Maharashtra",0,1,"google",0
0,2019-01-22 00:00:00.000,"0","Organic Search","desktop",1,"Missouri",0,1,"google",0
0,2019-01-22 00:00:00.000,"0","Organic Search","desktop",1,"Oregon",0,1,"google",0
0,2019-01-22 00:00:00.000,"0","Organic Search","desktop",1,"Riyadh Province",0,1,"google",0
0,2019-01-22 00:00:00.000,"0","Organic Search","desktop",1,"Sharjah",0,1,"google",0
0,2019-01-22 00:00:00.000,"0","Organic Search","desktop",1,"Tirana County",0,1,"google",0
0,2019-01-22 00:00:00.000,"0","Organic Search","desktop",1,"Valencian Community",0,1,"google",0
0,2019-01-23 00:00:00.000,"0","Organic Search","desktop",1,"Al Asimah Governate",0,1,"google",0
0,2019-01-23 00:00:00.000,"0","Organic Search","desktop",1,"Arkansas",0,1,"google",0
0,2019-01-23 00:00:00.000,"0","Organic Search","desktop",1,"Colorado",0,1,"google",0
0,2019-01-23 00:00:00.000,"0","Organic Search","desktop",1,"County Dublin",0,1,"google",0
0,2019-01-23 00:00:00.000,"0","Organic Search","desktop",1,"Florida",0,1,"google",0
0,2019-01-23 00:00:00.000,"0","Organic Search","desktop",1,"Georgia",0,1,"google",0
0,2019-01-23 00:00:00.000,"0","Organic Search","desktop",1,"Goa",0,1,"google",0
0,2019-01-23 00:00:00.000,"0","Organic Search","desktop",1,"Hauts-de-France",0,1,"google",0
0,2019-01-23 00:00:00.000,"0","Organic Search","desktop",1,"Illinois",0,1,"google",0
0,2019-01-23 00:00:00.000,"0","Organic Search","desktop",1,"Kansas",0,1,"google",0
0,2019-01-23 00:00:00.000,"0","Organic Search","desktop",1,"Lombardy",0,1,"google",0
0,2019-01-23 00:00:00.000,"0","Organic Search","desktop",1,"Massachusetts",0,1,"google",0
0,2019-01-23 00:00:00.000,"0","Organic Search","desktop",1,"Michigan",0,1,"google",0
0,2019-01-23 00:00:00.000,"0","Organic Search","desktop",1,"Minnesota",0,1,"google",0
0,2019-01-23 00:00:00.000,"0","Organic Search","desktop",1,"Nebraska",0,1,"google",0
0,2019-01-23 00:00:00.000,"0","Organic Search","desktop",1,"North Carolina",0,1,"google",0
0,2019-01-23 00:00:00.000,"0","Organic Search","desktop",1,"Ohio",0,1,"google",0
0,2019-01-23 00:00:00.000,"0","Organic Search","desktop",1,"Ontario",0,1,"google",0
0,2019-01-23 00:00:00.000,"0","Organic Search","desktop",1,"Pennsylvania",0,1,"google",0
0,2019-01-23 00:00:00.000,"0","Organic Search","desktop",1,"South Dakota",0,1,"google",0
0,2019-01-23 00:00:00.000,"0","Organic Search","desktop",1,"Trentino-Alto Adige/South Tyrol",0,1,"google",0
0,2019-01-23 00:00:00.000,"0","Organic Search","desktop",1,"Victoria",0,1,"google",0
0,2019-01-23 00:00:00.000,"0","Organic Search","desktop",1,"Virginia",0,1,"google",0
0,2019-01-23 00:00:00.000,"0","Organic Search","desktop",1,"Washington",0,1,"google",0
0,2019-01-24 00:00:00.000,"0","Organic Search","desktop",1,"Arkansas",0,1,"google",0
0,2019-01-24 00:00:00.000,"0","Organic Search","desktop",1,"British Columbia",0,1,"google",0
0,2019-01-24 00:00:00.000,"0","Organic Search","desktop",1,"Connecticut",0,1,"google",0
0,2019-01-24 00:00:00.000,"0","Organic Search","desktop",1,"England",0,1,"google",0
0,2019-01-24 00:00:00.000,"0","Organic Search","desktop",1,"Florida",0,1,"google",0
0,2019-01-24 00:00:00.000,"0","Organic Search","desktop",1,"Hajdu-Bihar",0,1,"google",0
0,2019-01-24 00:00:00.000,"0","Organic Search","desktop",1,"Illinois",0,1,"google",0
0,2019-01-24 00:00:00.000,"0","Organic Search","desktop",1,"Karnataka",0,1,"google",0
0,2019-01-24 00:00:00.000,"0","Organic Search","desktop",1,"New York",0,1,"google",0
0,2019-01-24 00:00:00.000,"0","Organic Search","desktop",1,"Ouest Department",0,1,"google",0
0,2019-01-24 00:00:00.000,"0","Organic Search","desktop",1,"Quebec",0,1,"google",0
0,2019-01-24 00:00:00.000,"0","Organic Search","desktop",1,"Zurich",0,1,"google",0
0,2019-01-25 00:00:00.000,"0","Organic Search","desktop",1,"Catalonia",0,1,"google",0
0,2019-01-25 00:00:00.000,"0","Organic Search","desktop",1,"Georgia",0,1,"google",0
0,2019-01-25 00:00:00.000,"0","Organic Search","desktop",1,"Goa",0,1,"google",0
0,2019-01-25 00:00:00.000,"0","Organic Search","desktop",1,"Madrid",0,1,"google",0
0,2019-01-25 00:00:00.000,"0","Organic Search","desktop",1,"Massachusetts",0,1,"google",0
0,2019-01-25 00:00:00.000,"0","Organic Search","desktop",1,"New Jersey",0,1,"google",0
0,2019-01-25 00:00:00.000,"0","Organic Search","desktop",1,"Ohio",0,1,"google",0
0,2019-01-25 00:00:00.000,"0","Organic Search","desktop",1,"Pristina District",0,1,"google",0
0,2019-01-25 00:00:00.000,"0","Organic Search","desktop",1,"South Carolina",0,1,"google",0
