Datestamp,DayOfMonth,MonthNumberOfYear,Year,DayOfWeekNumber,MonthName,DayName,IsToday,Week Ending,DaysFromToday,Month-Year,MonthYearSortBy
2018-01-22 00:00:00.000,22,1,2018,2,"January","Monday",False,2018-01-27 00:00:00.000,-314,"Jan-2018",201801
2018-01-23 00:00:00.000,23,1,2018,3,"January","Tuesday",False,2018-01-27 00:00:00.000,-313,"Jan-2018",201801
2018-01-24 00:00:00.000,24,1,2018,4,"January","Wednesday",False,2018-01-27 00:00:00.000,-312,"Jan-2018",201801
2018-01-25 00:00:00.000,25,1,2018,5,"January","Thursday",False,2018-01-27 00:00:00.000,-311,"Jan-2018",201801
2018-01-26 00:00:00.000,26,1,2018,6,"January","Friday",False,2018-01-27 00:00:00.000,-310,"Jan-2018",201801
2018-01-27 00:00:00.000,27,1,2018,7,"January","Saturday",False,2018-01-27 00:00:00.000,-309,"Jan-2018",201801
2018-01-28 00:00:00.000,28,1,2018,1,"January","Sunday",False,2018-02-03 00:00:00.000,-308,"Jan-2018",201801
2018-01-29 00:00:00.000,29,1,2018,2,"January","Monday",False,2018-02-03 00:00:00.000,-307,"Jan-2018",201801
2018-01-30 00:00:00.000,30,1,2018,3,"January","Tuesday",False,2018-02-03 00:00:00.000,-306,"Jan-2018",201801
2018-01-31 00:00:00.000,31,1,2018,4,"January","Wednesday",False,2018-02-03 00:00:00.000,-305,"Jan-2018",201801
2018-02-01 00:00:00.000,1,2,2018,5,"February","Thursday",False,2018-02-03 00:00:00.000,-304,"Feb-2018",201802
2018-02-02 00:00:00.000,2,2,2018,6,"February","Friday",False,2018-02-03 00:00:00.000,-303,"Feb-2018",201802
2018-02-03 00:00:00.000,3,2,2018,7,"February","Saturday",False,2018-02-03 00:00:00.000,-302,"Feb-2018",201802
2018-02-04 00:00:00.000,4,2,2018,1,"February","Sunday",False,2018-02-10 00:00:00.000,-301,"Feb-2018",201802
2018-02-05 00:00:00.000,5,2,2018,2,"February","Monday",False,2018-02-10 00:00:00.000,-300,"Feb-2018",201802
2018-02-06 00:00:00.000,6,2,2018,3,"February","Tuesday",False,2018-02-10 00:00:00.000,-299,"Feb-2018",201802
2018-02-07 00:00:00.000,7,2,2018,4,"February","Wednesday",False,2018-02-10 00:00:00.000,-298,"Feb-2018",201802
2018-02-08 00:00:00.000,8,2,2018,5,"February","Thursday",False,2018-02-10 00:00:00.000,-297,"Feb-2018",201802
2018-02-09 00:00:00.000,9,2,2018,6,"February","Friday",False,2018-02-10 00:00:00.000,-296,"Feb-2018",201802
2018-02-10 00:00:00.000,10,2,2018,7,"February","Saturday",False,2018-02-10 00:00:00.000,-295,"Feb-2018",201802
2018-02-11 00:00:00.000,11,2,2018,1,"February","Sunday",False,2018-02-17 00:00:00.000,-294,"Feb-2018",201802
2018-02-12 00:00:00.000,12,2,2018,2,"February","Monday",False,2018-02-17 00:00:00.000,-293,"Feb-2018",201802
2018-02-13 00:00:00.000,13,2,2018,3,"February","Tuesday",False,2018-02-17 00:00:00.000,-292,"Feb-2018",201802
2018-02-14 00:00:00.000,14,2,2018,4,"February","Wednesday",False,2018-02-17 00:00:00.000,-291,"Feb-2018",201802
2018-02-15 00:00:00.000,15,2,2018,5,"February","Thursday",False,2018-02-17 00:00:00.000,-290,"Feb-2018",201802
2018-02-16 00:00:00.000,16,2,2018,6,"February","Friday",False,2018-02-17 00:00:00.000,-289,"Feb-2018",201802
2018-02-17 00:00:00.000,17,2,2018,7,"February","Saturday",False,2018-02-17 00:00:00.000,-288,"Feb-2018",201802
2018-02-18 00:00:00.000,18,2,2018,1,"February","Sunday",False,2018-02-24 00:00:00.000,-287,"Feb-2018",201802
2018-02-19 00:00:00.000,19,2,2018,2,"February","Monday",False,2018-02-24 00:00:00.000,-286,"Feb-2018",201802
2018-02-20 00:00:00.000,20,2,2018,3,"February","Tuesday",False,2018-02-24 00:00:00.000,-285,"Feb-2018",201802
2018-02-21 00:00:00.000,21,2,2018,4,"February","Wednesday",False,2018-02-24 00:00:00.000,-284,"Feb-2018",201802
2018-02-22 00:00:00.000,22,2,2018,5,"February","Thursday",False,2018-02-24 00:00:00.000,-283,"Feb-2018",201802
2018-02-23 00:00:00.000,23,2,2018,6,"February","Friday",False,2018-02-24 00:00:00.000,-282,"Feb-2018",201802
2018-02-24 00:00:00.000,24,2,2018,7,"February","Saturday",False,2018-02-24 00:00:00.000,-281,"Feb-2018",201802
2018-02-25 00:00:00.000,25,2,2018,1,"February","Sunday",False,2018-03-03 00:00:00.000,-280,"Feb-2018",201802
2018-02-26 00:00:00.000,26,2,2018,2,"February","Monday",False,2018-03-03 00:00:00.000,-279,"Feb-2018",201802
2018-02-27 00:00:00.000,27,2,2018,3,"February","Tuesday",False,2018-03-03 00:00:00.000,-278,"Feb-2018",201802
2018-02-28 00:00:00.000,28,2,2018,4,"February","Wednesday",False,2018-03-03 00:00:00.000,-277,"Feb-2018",201802
2018-03-01 00:00:00.000,1,3,2018,5,"March","Thursday",False,2018-03-03 00:00:00.000,-276,"Mar-2018",201803
2018-03-02 00:00:00.000,2,3,2018,6,"March","Friday",False,2018-03-03 00:00:00.000,-275,"Mar-2018",201803
2018-03-03 00:00:00.000,3,3,2018,7,"March","Saturday",False,2018-03-03 00:00:00.000,-274,"Mar-2018",201803
2018-03-04 00:00:00.000,4,3,2018,1,"March","Sunday",False,2018-03-10 00:00:00.000,-273,"Mar-2018",201803
2018-03-05 00:00:00.000,5,3,2018,2,"March","Monday",False,2018-03-10 00:00:00.000,-272,"Mar-2018",201803
2018-03-06 00:00:00.000,6,3,2018,3,"March","Tuesday",False,2018-03-10 00:00:00.000,-271,"Mar-2018",201803
2018-03-07 00:00:00.000,7,3,2018,4,"March","Wednesday",False,2018-03-10 00:00:00.000,-270,"Mar-2018",201803
2018-03-08 00:00:00.000,8,3,2018,5,"March","Thursday",False,2018-03-10 00:00:00.000,-269,"Mar-2018",201803
2018-03-09 00:00:00.000,9,3,2018,6,"March","Friday",False,2018-03-10 00:00:00.000,-268,"Mar-2018",201803
2018-03-10 00:00:00.000,10,3,2018,7,"March","Saturday",False,2018-03-10 00:00:00.000,-267,"Mar-2018",201803
2018-03-11 00:00:00.000,11,3,2018,1,"March","Sunday",False,2018-03-17 00:00:00.000,-266,"Mar-2018",201803
2018-03-12 00:00:00.000,12,3,2018,2,"March","Monday",False,2018-03-17 00:00:00.000,-265,"Mar-2018",201803
2018-03-13 00:00:00.000,13,3,2018,3,"March","Tuesday",False,2018-03-17 00:00:00.000,-264,"Mar-2018",201803
2018-03-14 00:00:00.000,14,3,2018,4,"March","Wednesday",False,2018-03-17 00:00:00.000,-263,"Mar-2018",201803
2018-03-15 00:00:00.000,15,3,2018,5,"March","Thursday",False,2018-03-17 00:00:00.000,-262,"Mar-2018",201803
2018-03-16 00:00:00.000,16,3,2018,6,"March","Friday",False,2018-03-17 00:00:00.000,-261,"Mar-2018",201803
2018-03-17 00:00:00.000,17,3,2018,7,"March","Saturday",False,2018-03-17 00:00:00.000,-260,"Mar-2018",201803
2018-03-18 00:00:00.000,18,3,2018,1,"March","Sunday",False,2018-03-24 00:00:00.000,-259,"Mar-2018",201803
2018-03-19 00:00:00.000,19,3,2018,2,"March","Monday",False,2018-03-24 00:00:00.000,-258,"Mar-2018",201803
2018-03-20 00:00:00.000,20,3,2018,3,"March","Tuesday",False,2018-03-24 00:00:00.000,-257,"Mar-2018",201803
2018-03-21 00:00:00.000,21,3,2018,4,"March","Wednesday",False,2018-03-24 00:00:00.000,-256,"Mar-2018",201803
2018-03-22 00:00:00.000,22,3,2018,5,"March","Thursday",False,2018-03-24 00:00:00.000,-255,"Mar-2018",201803
2018-03-23 00:00:00.000,23,3,2018,6,"March","Friday",False,2018-03-24 00:00:00.000,-254,"Mar-2018",201803
2018-03-24 00:00:00.000,24,3,2018,7,"March","Saturday",False,2018-03-24 00:00:00.000,-253,"Mar-2018",201803
2018-03-25 00:00:00.000,25,3,2018,1,"March","Sunday",False,2018-03-31 00:00:00.000,-252,"Mar-2018",201803
2018-03-26 00:00:00.000,26,3,2018,2,"March","Monday",False,2018-03-31 00:00:00.000,-251,"Mar-2018",201803
2018-03-27 00:00:00.000,27,3,2018,3,"March","Tuesday",False,2018-03-31 00:00:00.000,-250,"Mar-2018",201803
2018-03-28 00:00:00.000,28,3,2018,4,"March","Wednesday",False,2018-03-31 00:00:00.000,-249,"Mar-2018",201803
2018-03-29 00:00:00.000,29,3,2018,5,"March","Thursday",False,2018-03-31 00:00:00.000,-248,"Mar-2018",201803
2018-03-30 00:00:00.000,30,3,2018,6,"March","Friday",False,2018-03-31 00:00:00.000,-247,"Mar-2018",201803
2018-03-31 00:00:00.000,31,3,2018,7,"March","Saturday",False,2018-03-31 00:00:00.000,-246,"Mar-2018",201803
2018-04-01 00:00:00.000,1,4,2018,1,"April","Sunday",False,2018-04-07 00:00:00.000,-245,"Apr-2018",201804
2018-04-02 00:00:00.000,2,4,2018,2,"April","Monday",False,2018-04-07 00:00:00.000,-244,"Apr-2018",201804
2018-04-03 00:00:00.000,3,4,2018,3,"April","Tuesday",False,2018-04-07 00:00:00.000,-243,"Apr-2018",201804
2018-04-04 00:00:00.000,4,4,2018,4,"April","Wednesday",False,2018-04-07 00:00:00.000,-242,"Apr-2018",201804
2018-04-05 00:00:00.000,5,4,2018,5,"April","Thursday",False,2018-04-07 00:00:00.000,-241,"Apr-2018",201804
2018-04-06 00:00:00.000,6,4,2018,6,"April","Friday",False,2018-04-07 00:00:00.000,-240,"Apr-2018",201804
2018-04-07 00:00:00.000,7,4,2018,7,"April","Saturday",False,2018-04-07 00:00:00.000,-239,"Apr-2018",201804
2018-04-08 00:00:00.000,8,4,2018,1,"April","Sunday",False,2018-04-14 00:00:00.000,-238,"Apr-2018",201804
2018-04-09 00:00:00.000,9,4,2018,2,"April","Monday",False,2018-04-14 00:00:00.000,-237,"Apr-2018",201804
2018-04-10 00:00:00.000,10,4,2018,3,"April","Tuesday",False,2018-04-14 00:00:00.000,-236,"Apr-2018",201804
2018-04-11 00:00:00.000,11,4,2018,4,"April","Wednesday",False,2018-04-14 00:00:00.000,-235,"Apr-2018",201804
2018-04-12 00:00:00.000,12,4,2018,5,"April","Thursday",False,2018-04-14 00:00:00.000,-234,"Apr-2018",201804
2018-04-13 00:00:00.000,13,4,2018,6,"April","Friday",False,2018-04-14 00:00:00.000,-233,"Apr-2018",201804
2018-04-14 00:00:00.000,14,4,2018,7,"April","Saturday",False,2018-04-14 00:00:00.000,-232,"Apr-2018",201804
2018-04-15 00:00:00.000,15,4,2018,1,"April","Sunday",False,2018-04-21 00:00:00.000,-231,"Apr-2018",201804
2018-04-16 00:00:00.000,16,4,2018,2,"April","Monday",False,2018-04-21 00:00:00.000,-230,"Apr-2018",201804
2018-04-17 00:00:00.000,17,4,2018,3,"April","Tuesday",False,2018-04-21 00:00:00.000,-229,"Apr-2018",201804
2018-04-18 00:00:00.000,18,4,2018,4,"April","Wednesday",False,2018-04-21 00:00:00.000,-228,"Apr-2018",201804
2018-04-19 00:00:00.000,19,4,2018,5,"April","Thursday",False,2018-04-21 00:00:00.000,-227,"Apr-2018",201804
2018-04-20 00:00:00.000,20,4,2018,6,"April","Friday",False,2018-04-21 00:00:00.000,-226,"Apr-2018",201804
2018-04-21 00:00:00.000,21,4,2018,7,"April","Saturday",False,2018-04-21 00:00:00.000,-225,"Apr-2018",201804
2018-04-22 00:00:00.000,22,4,2018,1,"April","Sunday",False,2018-04-28 00:00:00.000,-224,"Apr-2018",201804
2018-04-23 00:00:00.000,23,4,2018,2,"April","Monday",False,2018-04-28 00:00:00.000,-223,"Apr-2018",201804
2018-04-24 00:00:00.000,24,4,2018,3,"April","Tuesday",False,2018-04-28 00:00:00.000,-222,"Apr-2018",201804
2018-04-25 00:00:00.000,25,4,2018,4,"April","Wednesday",False,2018-04-28 00:00:00.000,-221,"Apr-2018",201804
2018-04-26 00:00:00.000,26,4,2018,5,"April","Thursday",False,2018-04-28 00:00:00.000,-220,"Apr-2018",201804
2018-04-27 00:00:00.000,27,4,2018,6,"April","Friday",False,2018-04-28 00:00:00.000,-219,"Apr-2018",201804
2018-04-28 00:00:00.000,28,4,2018,7,"April","Saturday",False,2018-04-28 00:00:00.000,-218,"Apr-2018",201804
2018-04-29 00:00:00.000,29,4,2018,1,"April","Sunday",False,2018-05-05 00:00:00.000,-217,"Apr-2018",201804
2018-04-30 00:00:00.000,30,4,2018,2,"April","Monday",False,2018-05-05 00:00:00.000,-216,"Apr-2018",201804
2018-05-01 00:00:00.000,1,5,2018,3,"May","Tuesday",False,2018-05-05 00:00:00.000,-215,"May-2018",201805
2018-05-02 00:00:00.000,2,5,2018,4,"May","Wednesday",False,2018-05-05 00:00:00.000,-214,"May-2018",201805
2018-05-03 00:00:00.000,3,5,2018,5,"May","Thursday",False,2018-05-05 00:00:00.000,-213,"May-2018",201805
2018-05-04 00:00:00.000,4,5,2018,6,"May","Friday",False,2018-05-05 00:00:00.000,-212,"May-2018",201805
2018-05-05 00:00:00.000,5,5,2018,7,"May","Saturday",False,2018-05-05 00:00:00.000,-211,"May-2018",201805
2018-05-06 00:00:00.000,6,5,2018,1,"May","Sunday",False,2018-05-12 00:00:00.000,-210,"May-2018",201805
2018-05-07 00:00:00.000,7,5,2018,2,"May","Monday",False,2018-05-12 00:00:00.000,-209,"May-2018",201805
2018-05-08 00:00:00.000,8,5,2018,3,"May","Tuesday",False,2018-05-12 00:00:00.000,-208,"May-2018",201805
2018-05-09 00:00:00.000,9,5,2018,4,"May","Wednesday",False,2018-05-12 00:00:00.000,-207,"May-2018",201805
2018-05-10 00:00:00.000,10,5,2018,5,"May","Thursday",False,2018-05-12 00:00:00.000,-206,"May-2018",201805
2018-05-11 00:00:00.000,11,5,2018,6,"May","Friday",False,2018-05-12 00:00:00.000,-205,"May-2018",201805
2018-05-12 00:00:00.000,12,5,2018,7,"May","Saturday",False,2018-05-12 00:00:00.000,-204,"May-2018",201805
2018-05-13 00:00:00.000,13,5,2018,1,"May","Sunday",False,2018-05-19 00:00:00.000,-203,"May-2018",201805
2018-05-14 00:00:00.000,14,5,2018,2,"May","Monday",False,2018-05-19 00:00:00.000,-202,"May-2018",201805
2018-05-15 00:00:00.000,15,5,2018,3,"May","Tuesday",False,2018-05-19 00:00:00.000,-201,"May-2018",201805
2018-05-16 00:00:00.000,16,5,2018,4,"May","Wednesday",False,2018-05-19 00:00:00.000,-200,"May-2018",201805
2018-05-17 00:00:00.000,17,5,2018,5,"May","Thursday",False,2018-05-19 00:00:00.000,-199,"May-2018",201805
2018-05-18 00:00:00.000,18,5,2018,6,"May","Friday",False,2018-05-19 00:00:00.000,-198,"May-2018",201805
2018-05-19 00:00:00.000,19,5,2018,7,"May","Saturday",False,2018-05-19 00:00:00.000,-197,"May-2018",201805
2018-05-20 00:00:00.000,20,5,2018,1,"May","Sunday",False,2018-05-26 00:00:00.000,-196,"May-2018",201805
2018-05-21 00:00:00.000,21,5,2018,2,"May","Monday",False,2018-05-26 00:00:00.000,-195,"May-2018",201805
2018-05-22 00:00:00.000,22,5,2018,3,"May","Tuesday",False,2018-05-26 00:00:00.000,-194,"May-2018",201805
2018-05-23 00:00:00.000,23,5,2018,4,"May","Wednesday",False,2018-05-26 00:00:00.000,-193,"May-2018",201805
2018-05-24 00:00:00.000,24,5,2018,5,"May","Thursday",False,2018-05-26 00:00:00.000,-192,"May-2018",201805
2018-05-25 00:00:00.000,25,5,2018,6,"May","Friday",False,2018-05-26 00:00:00.000,-191,"May-2018",201805
2018-05-26 00:00:00.000,26,5,2018,7,"May","Saturday",False,2018-05-26 00:00:00.000,-190,"May-2018",201805
2018-05-27 00:00:00.000,27,5,2018,1,"May","Sunday",False,2018-06-02 00:00:00.000,-189,"May-2018",201805
2018-05-28 00:00:00.000,28,5,2018,2,"May","Monday",False,2018-06-02 00:00:00.000,-188,"May-2018",201805
2018-05-29 00:00:00.000,29,5,2018,3,"May","Tuesday",False,2018-06-02 00:00:00.000,-187,"May-2018",201805
2018-05-30 00:00:00.000,30,5,2018,4,"May","Wednesday",False,2018-06-02 00:00:00.000,-186,"May-2018",201805
2018-05-31 00:00:00.000,31,5,2018,5,"May","Thursday",False,2018-06-02 00:00:00.000,-185,"May-2018",201805
2018-06-01 00:00:00.000,1,6,2018,6,"June","Friday",False,2018-06-02 00:00:00.000,-184,"Jun-2018",201806
2018-06-02 00:00:00.000,2,6,2018,7,"June","Saturday",False,2018-06-02 00:00:00.000,-183,"Jun-2018",201806
2018-06-03 00:00:00.000,3,6,2018,1,"June","Sunday",False,2018-06-09 00:00:00.000,-182,"Jun-2018",201806
2018-06-04 00:00:00.000,4,6,2018,2,"June","Monday",False,2018-06-09 00:00:00.000,-181,"Jun-2018",201806
2018-06-05 00:00:00.000,5,6,2018,3,"June","Tuesday",False,2018-06-09 00:00:00.000,-180,"Jun-2018",201806
2018-06-06 00:00:00.000,6,6,2018,4,"June","Wednesday",False,2018-06-09 00:00:00.000,-179,"Jun-2018",201806
2018-06-07 00:00:00.000,7,6,2018,5,"June","Thursday",False,2018-06-09 00:00:00.000,-178,"Jun-2018",201806
2018-06-08 00:00:00.000,8,6,2018,6,"June","Friday",False,2018-06-09 00:00:00.000,-177,"Jun-2018",201806
2018-06-09 00:00:00.000,9,6,2018,7,"June","Saturday",False,2018-06-09 00:00:00.000,-176,"Jun-2018",201806
2018-06-10 00:00:00.000,10,6,2018,1,"June","Sunday",False,2018-06-16 00:00:00.000,-175,"Jun-2018",201806
2018-06-11 00:00:00.000,11,6,2018,2,"June","Monday",False,2018-06-16 00:00:00.000,-174,"Jun-2018",201806
2018-06-12 00:00:00.000,12,6,2018,3,"June","Tuesday",False,2018-06-16 00:00:00.000,-173,"Jun-2018",201806
2018-06-13 00:00:00.000,13,6,2018,4,"June","Wednesday",False,2018-06-16 00:00:00.000,-172,"Jun-2018",201806
2018-06-14 00:00:00.000,14,6,2018,5,"June","Thursday",False,2018-06-16 00:00:00.000,-171,"Jun-2018",201806
2018-06-15 00:00:00.000,15,6,2018,6,"June","Friday",False,2018-06-16 00:00:00.000,-170,"Jun-2018",201806
2018-06-16 00:00:00.000,16,6,2018,7,"June","Saturday",False,2018-06-16 00:00:00.000,-169,"Jun-2018",201806
2018-06-17 00:00:00.000,17,6,2018,1,"June","Sunday",False,2018-06-23 00:00:00.000,-168,"Jun-2018",201806
2018-06-18 00:00:00.000,18,6,2018,2,"June","Monday",False,2018-06-23 00:00:00.000,-167,"Jun-2018",201806
2018-06-19 00:00:00.000,19,6,2018,3,"June","Tuesday",False,2018-06-23 00:00:00.000,-166,"Jun-2018",201806
2018-06-20 00:00:00.000,20,6,2018,4,"June","Wednesday",False,2018-06-23 00:00:00.000,-165,"Jun-2018",201806
2018-06-21 00:00:00.000,21,6,2018,5,"June","Thursday",False,2018-06-23 00:00:00.000,-164,"Jun-2018",201806
2018-06-22 00:00:00.000,22,6,2018,6,"June","Friday",False,2018-06-23 00:00:00.000,-163,"Jun-2018",201806
2018-06-23 00:00:00.000,23,6,2018,7,"June","Saturday",False,2018-06-23 00:00:00.000,-162,"Jun-2018",201806
2018-06-24 00:00:00.000,24,6,2018,1,"June","Sunday",False,2018-06-30 00:00:00.000,-161,"Jun-2018",201806
2018-06-25 00:00:00.000,25,6,2018,2,"June","Monday",False,2018-06-30 00:00:00.000,-160,"Jun-2018",201806
2018-06-26 00:00:00.000,26,6,2018,3,"June","Tuesday",False,2018-06-30 00:00:00.000,-159,"Jun-2018",201806
2018-06-27 00:00:00.000,27,6,2018,4,"June","Wednesday",False,2018-06-30 00:00:00.000,-158,"Jun-2018",201806
2018-06-28 00:00:00.000,28,6,2018,5,"June","Thursday",False,2018-06-30 00:00:00.000,-157,"Jun-2018",201806
2018-06-29 00:00:00.000,29,6,2018,6,"June","Friday",False,2018-06-30 00:00:00.000,-156,"Jun-2018",201806
2018-06-30 00:00:00.000,30,6,2018,7,"June","Saturday",False,2018-06-30 00:00:00.000,-155,"Jun-2018",201806
2018-07-01 00:00:00.000,1,7,2018,1,"July","Sunday",False,2018-07-07 00:00:00.000,-154,"Jul-2018",201807
2018-07-02 00:00:00.000,2,7,2018,2,"July","Monday",False,2018-07-07 00:00:00.000,-153,"Jul-2018",201807
2018-07-03 00:00:00.000,3,7,2018,3,"July","Tuesday",False,2018-07-07 00:00:00.000,-152,"Jul-2018",201807
2018-07-04 00:00:00.000,4,7,2018,4,"July","Wednesday",False,2018-07-07 00:00:00.000,-151,"Jul-2018",201807
2018-07-05 00:00:00.000,5,7,2018,5,"July","Thursday",False,2018-07-07 00:00:00.000,-150,"Jul-2018",201807
2018-07-06 00:00:00.000,6,7,2018,6,"July","Friday",False,2018-07-07 00:00:00.000,-149,"Jul-2018",201807
2018-07-07 00:00:00.000,7,7,2018,7,"July","Saturday",False,2018-07-07 00:00:00.000,-148,"Jul-2018",201807
2018-07-08 00:00:00.000,8,7,2018,1,"July","Sunday",False,2018-07-14 00:00:00.000,-147,"Jul-2018",201807
2018-07-09 00:00:00.000,9,7,2018,2,"July","Monday",False,2018-07-14 00:00:00.000,-146,"Jul-2018",201807
2018-07-10 00:00:00.000,10,7,2018,3,"July","Tuesday",False,2018-07-14 00:00:00.000,-145,"Jul-2018",201807
2018-07-11 00:00:00.000,11,7,2018,4,"July","Wednesday",False,2018-07-14 00:00:00.000,-144,"Jul-2018",201807
2018-07-12 00:00:00.000,12,7,2018,5,"July","Thursday",False,2018-07-14 00:00:00.000,-143,"Jul-2018",201807
2018-07-13 00:00:00.000,13,7,2018,6,"July","Friday",False,2018-07-14 00:00:00.000,-142,"Jul-2018",201807
2018-07-14 00:00:00.000,14,7,2018,7,"July","Saturday",False,2018-07-14 00:00:00.000,-141,"Jul-2018",201807
2018-07-15 00:00:00.000,15,7,2018,1,"July","Sunday",False,2018-07-21 00:00:00.000,-140,"Jul-2018",201807
2018-07-16 00:00:00.000,16,7,2018,2,"July","Monday",False,2018-07-21 00:00:00.000,-139,"Jul-2018",201807
2018-07-17 00:00:00.000,17,7,2018,3,"July","Tuesday",False,2018-07-21 00:00:00.000,-138,"Jul-2018",201807
2018-07-18 00:00:00.000,18,7,2018,4,"July","Wednesday",False,2018-07-21 00:00:00.000,-137,"Jul-2018",201807
2018-07-19 00:00:00.000,19,7,2018,5,"July","Thursday",False,2018-07-21 00:00:00.000,-136,"Jul-2018",201807
2018-07-20 00:00:00.000,20,7,2018,6,"July","Friday",False,2018-07-21 00:00:00.000,-135,"Jul-2018",201807
2018-07-21 00:00:00.000,21,7,2018,7,"July","Saturday",False,2018-07-21 00:00:00.000,-134,"Jul-2018",201807
2018-07-22 00:00:00.000,22,7,2018,1,"July","Sunday",False,2018-07-28 00:00:00.000,-133,"Jul-2018",201807
2018-07-23 00:00:00.000,23,7,2018,2,"July","Monday",False,2018-07-28 00:00:00.000,-132,"Jul-2018",201807
2018-07-24 00:00:00.000,24,7,2018,3,"July","Tuesday",False,2018-07-28 00:00:00.000,-131,"Jul-2018",201807
2018-07-25 00:00:00.000,25,7,2018,4,"July","Wednesday",False,2018-07-28 00:00:00.000,-130,"Jul-2018",201807
2018-07-26 00:00:00.000,26,7,2018,5,"July","Thursday",False,2018-07-28 00:00:00.000,-129,"Jul-2018",201807
2018-07-27 00:00:00.000,27,7,2018,6,"July","Friday",False,2018-07-28 00:00:00.000,-128,"Jul-2018",201807
2018-07-28 00:00:00.000,28,7,2018,7,"July","Saturday",False,2018-07-28 00:00:00.000,-127,"Jul-2018",201807
2018-07-29 00:00:00.000,29,7,2018,1,"July","Sunday",False,2018-08-04 00:00:00.000,-126,"Jul-2018",201807
2018-07-30 00:00:00.000,30,7,2018,2,"July","Monday",False,2018-08-04 00:00:00.000,-125,"Jul-2018",201807
2018-07-31 00:00:00.000,31,7,2018,3,"July","Tuesday",False,2018-08-04 00:00:00.000,-124,"Jul-2018",201807
2018-08-01 00:00:00.000,1,8,2018,4,"August","Wednesday",False,2018-08-04 00:00:00.000,-123,"Aug-2018",201808
2018-08-02 00:00:00.000,2,8,2018,5,"August","Thursday",False,2018-08-04 00:00:00.000,-122,"Aug-2018",201808
2018-08-03 00:00:00.000,3,8,2018,6,"August","Friday",False,2018-08-04 00:00:00.000,-121,"Aug-2018",201808
2018-08-04 00:00:00.000,4,8,2018,7,"August","Saturday",False,2018-08-04 00:00:00.000,-120,"Aug-2018",201808
2018-08-05 00:00:00.000,5,8,2018,1,"August","Sunday",False,2018-08-11 00:00:00.000,-119,"Aug-2018",201808
2018-08-06 00:00:00.000,6,8,2018,2,"August","Monday",False,2018-08-11 00:00:00.000,-118,"Aug-2018",201808
2018-08-07 00:00:00.000,7,8,2018,3,"August","Tuesday",False,2018-08-11 00:00:00.000,-117,"Aug-2018",201808
2018-08-08 00:00:00.000,8,8,2018,4,"August","Wednesday",False,2018-08-11 00:00:00.000,-116,"Aug-2018",201808
2018-08-09 00:00:00.000,9,8,2018,5,"August","Thursday",False,2018-08-11 00:00:00.000,-115,"Aug-2018",201808
2018-08-10 00:00:00.000,10,8,2018,6,"August","Friday",False,2018-08-11 00:00:00.000,-114,"Aug-2018",201808
2018-08-11 00:00:00.000,11,8,2018,7,"August","Saturday",False,2018-08-11 00:00:00.000,-113,"Aug-2018",201808
2018-08-12 00:00:00.000,12,8,2018,1,"August","Sunday",False,2018-08-18 00:00:00.000,-112,"Aug-2018",201808
2018-08-13 00:00:00.000,13,8,2018,2,"August","Monday",False,2018-08-18 00:00:00.000,-111,"Aug-2018",201808
2018-08-14 00:00:00.000,14,8,2018,3,"August","Tuesday",False,2018-08-18 00:00:00.000,-110,"Aug-2018",201808
2018-08-15 00:00:00.000,15,8,2018,4,"August","Wednesday",False,2018-08-18 00:00:00.000,-109,"Aug-2018",201808
