Name,Date modified,Size,Interaction Name,File Name
"csv/WebsiteVisited/51279c98-5a8c-4a04-96fa-00b299283b2f",2018-12-01 21:07:21.000,954,"WebsiteVisited","51279c98-5a8c-4a04-96fa-00b299283b2f"
"csv/WebsiteVisited/237571a0-e1ac-4d5b-b081-046a470a1c44",2018-12-01 21:07:20.000,954,"WebsiteVisited","237571a0-e1ac-4d5b-b081-046a470a1c44"
"csv/WebsiteVisited/b7cca014-acb8-4b3b-b089-539758a964b6",2018-12-01 21:07:19.000,954,"WebsiteVisited","b7cca014-acb8-4b3b-b089-539758a964b6"
"csv/WebsiteVisited/3578e590-b414-4971-a7e8-e761bf6708a1",2018-12-01 21:07:11.000,954,"WebsiteVisited","3578e590-b414-4971-a7e8-e761bf6708a1"
"csv/WebsiteVisited/57e0bfad-43fd-4247-a83d-f7250aa8bca0",2018-12-01 21:02:04.000,954,"WebsiteVisited","57e0bfad-43fd-4247-a83d-f7250aa8bca0"
"csv/WebsiteVisited/690c4f97-b9a5-4131-8c23-2a012af939b3",2018-12-01 18:53:50.000,954,"WebsiteVisited","690c4f97-b9a5-4131-8c23-2a012af939b3"
"csv/WebsiteVisited/ee224c9d-b3ab-4722-bb55-8333eba07736",2018-12-01 18:48:35.000,954,"WebsiteVisited","ee224c9d-b3ab-4722-bb55-8333eba07736"
"csv/WebsiteVisited/fc176f63-07cc-433f-837e-e5a6a3351fb6",2018-12-01 18:10:38.000,954,"WebsiteVisited","fc176f63-07cc-433f-837e-e5a6a3351fb6"
"csv/WebsiteVisited/516287b8-923f-45a1-a140-fb19d2b595d8",2018-12-01 18:10:26.000,954,"WebsiteVisited","516287b8-923f-45a1-a140-fb19d2b595d8"
"csv/WebsiteVisited/9b090876-3f5b-475e-b730-bc7912f383f3",2018-12-01 18:05:23.000,954,"WebsiteVisited","9b090876-3f5b-475e-b730-bc7912f383f3"
"csv/WebsiteVisited/24564e74-c980-4c67-85a6-1429aced4743",2018-12-01 16:05:29.000,954,"WebsiteVisited","24564e74-c980-4c67-85a6-1429aced4743"
"csv/WebsiteVisited/06a808be-b6de-4772-b2a5-6661bd243b05",2018-12-01 16:00:00.000,954,"WebsiteVisited","06a808be-b6de-4772-b2a5-6661bd243b05"
"csv/WebsiteVisited/b8a58f8b-97f6-40a2-a9ae-1f39be63e17b",2018-12-01 15:26:30.000,954,"WebsiteVisited","b8a58f8b-97f6-40a2-a9ae-1f39be63e17b"
"csv/WebsiteVisited/a988cec2-1a8a-4c3b-8517-1780f0a4a03f",2018-12-01 15:26:24.000,954,"WebsiteVisited","a988cec2-1a8a-4c3b-8517-1780f0a4a03f"
"csv/WebsiteVisited/22504b4d-04d4-49e2-93c4-aa3621eb9532",2018-12-01 15:26:23.000,954,"WebsiteVisited","22504b4d-04d4-49e2-93c4-aa3621eb9532"
"csv/WebsiteVisited/533fe9fc-d2ea-4b49-af46-ee7c942c4b71",2018-12-01 15:26:22.000,954,"WebsiteVisited","533fe9fc-d2ea-4b49-af46-ee7c942c4b71"
"csv/WebsiteVisited/c03de526-4204-4147-ae4f-9e4c46db6fe9",2018-12-01 15:21:07.000,954,"WebsiteVisited","c03de526-4204-4147-ae4f-9e4c46db6fe9"
"csv/WebsiteVisited/95a93157-3dd2-4ab3-b3ab-87d3c599a8cb",2018-12-01 13:20:48.000,954,"WebsiteVisited","95a93157-3dd2-4ab3-b3ab-87d3c599a8cb"
"csv/WebsiteVisited/687aa389-505b-4238-a43a-203b48b5f58e",2018-12-01 13:15:09.000,954,"WebsiteVisited","687aa389-505b-4238-a43a-203b48b5f58e"
"csv/WebsiteVisited/a030b3b9-4a43-4e49-a302-388604a69d9c",2018-12-01 09:49:36.000,954,"WebsiteVisited","a030b3b9-4a43-4e49-a302-388604a69d9c"
"csv/WebsiteVisited/a1127e47-9d1d-4d8b-88f8-e8cef6575b14",2018-12-01 09:44:22.000,954,"WebsiteVisited","a1127e47-9d1d-4d8b-88f8-e8cef6575b14"
"csv/WebsiteVisited/026a29b1-fccc-4f3f-9537-fc5c95862dcd",2018-12-01 07:47:45.000,954,"WebsiteVisited","026a29b1-fccc-4f3f-9537-fc5c95862dcd"
"csv/WebsiteVisited/af6ce814-0b84-4bb1-843f-6c2a3b32d551",2018-12-01 07:42:19.000,954,"WebsiteVisited","af6ce814-0b84-4bb1-843f-6c2a3b32d551"
"csv/WebsiteVisited/120793f6-23f3-4c59-9849-f9d730bb2799",2018-12-01 07:01:52.000,954,"WebsiteVisited","120793f6-23f3-4c59-9849-f9d730bb2799"
"csv/WebsiteVisited/d59add74-47d9-4722-8b8c-84ecc608d422",2018-12-01 07:01:42.000,954,"WebsiteVisited","d59add74-47d9-4722-8b8c-84ecc608d422"
"csv/WebsiteVisited/df96379e-37e4-4747-a37e-2067d114e9d1",2018-12-01 07:01:40.000,954,"WebsiteVisited","df96379e-37e4-4747-a37e-2067d114e9d1"
"csv/WebsiteVisited/26a96dd8-ffb7-4f2c-aadf-259b0e42e2c9",2018-12-01 06:56:15.000,954,"WebsiteVisited","26a96dd8-ffb7-4f2c-aadf-259b0e42e2c9"
"csv/WebsiteVisited/4ba9395a-bbbb-423a-8a45-744a03dbcdae",2018-12-01 04:00:52.000,954,"WebsiteVisited","4ba9395a-bbbb-423a-8a45-744a03dbcdae"
"csv/WebsiteVisited/dfe8218f-d18d-4e30-9175-bb4f67a591b5",2018-12-01 03:55:21.000,954,"WebsiteVisited","dfe8218f-d18d-4e30-9175-bb4f67a591b5"
"csv/WebsiteVisited/91c438fe-9380-446e-98a7-3b79e1cc92ce",2018-12-01 02:01:09.000,954,"WebsiteVisited","91c438fe-9380-446e-98a7-3b79e1cc92ce"
"csv/WebsiteVisited/46a9823c-0fa8-4763-bef6-5819b669359e",2018-12-01 02:01:02.000,954,"WebsiteVisited","46a9823c-0fa8-4763-bef6-5819b669359e"
"csv/WebsiteVisited/9c95a949-a330-49a7-948b-e8606a2daca3",2018-12-01 02:01:02.000,954,"WebsiteVisited","9c95a949-a330-49a7-948b-e8606a2daca3"
"csv/WebsiteVisited/d9de5cf1-e0f4-4e24-a0e6-920a7ee9a44c",2018-12-01 02:01:00.000,954,"WebsiteVisited","d9de5cf1-e0f4-4e24-a0e6-920a7ee9a44c"
"csv/WebsiteVisited/49607dbc-e75e-4e46-8753-053a32ecccb3",2018-12-01 01:55:40.000,954,"WebsiteVisited","49607dbc-e75e-4e46-8753-053a32ecccb3"
"csv/WebsiteVisited/88db79e7-e452-4d02-823e-6a199c169285",2018-11-22 15:15:46.000,954,"WebsiteVisited","88db79e7-e452-4d02-823e-6a199c169285"
"csv/WebsiteVisited/b84599ed-3f0f-4053-ab0f-93117923bab3",2018-11-22 15:15:41.000,954,"WebsiteVisited","b84599ed-3f0f-4053-ab0f-93117923bab3"
"csv/WebsiteVisited/14da2248-4366-41c6-b0fe-0eba31a4ad94",2018-11-22 15:15:31.000,954,"WebsiteVisited","14da2248-4366-41c6-b0fe-0eba31a4ad94"
"csv/WebsiteVisited/33a26c77-0c0c-4976-b4b0-63d2349493ca",2018-11-22 15:15:26.000,954,"WebsiteVisited","33a26c77-0c0c-4976-b4b0-63d2349493ca"
"csv/WebsiteVisited/ab423501-a9c5-4556-a8fd-daa7d46bc1ca",2018-11-22 15:15:25.000,954,"WebsiteVisited","ab423501-a9c5-4556-a8fd-daa7d46bc1ca"
"csv/WebsiteVisited/0777c1e7-47f9-4a9c-a8ce-58965aab678b",2018-11-22 14:39:14.000,954,"WebsiteVisited","0777c1e7-47f9-4a9c-a8ce-58965aab678b"
"csv/WebsiteVisited/c4816b7e-84fa-4a1e-b618-c381554cc55e",2018-11-22 14:39:05.000,954,"WebsiteVisited","c4816b7e-84fa-4a1e-b618-c381554cc55e"
"csv/WebsiteVisited/81e07446-7fc9-4cee-872d-ad6a3a1a8589",2018-11-22 14:39:04.000,954,"WebsiteVisited","81e07446-7fc9-4cee-872d-ad6a3a1a8589"
"csv/WebsiteVisited/673d9fd4-fae1-4e7a-9271-eff83e9c800a",2018-11-22 14:39:04.000,954,"WebsiteVisited","673d9fd4-fae1-4e7a-9271-eff83e9c800a"
"csv/WebsiteVisited/5e617ba2-b35a-42c0-b2b6-eb94d974ff35",2018-11-21 09:33:52.000,954,"WebsiteVisited","5e617ba2-b35a-42c0-b2b6-eb94d974ff35"
"csv/WebsiteVisited/250887b7-06f4-4945-91be-519cd040b485",2018-11-21 08:42:33.000,954,"WebsiteVisited","250887b7-06f4-4945-91be-519cd040b485"
"csv/WebsiteVisited/6210079a-fcc7-4f8c-bd99-b7f5c6723a71",2018-11-21 06:47:24.000,954,"WebsiteVisited","6210079a-fcc7-4f8c-bd99-b7f5c6723a71"
"csv/WebsiteVisited/f5ec63b3-c3ca-4afc-8463-7cf6ede91325",2018-11-21 06:03:40.000,954,"WebsiteVisited","f5ec63b3-c3ca-4afc-8463-7cf6ede91325"
"csv/WebsiteVisited/e8905b4d-93bf-4aff-a7fc-1a0f5aac4666",2018-11-21 06:03:36.000,954,"WebsiteVisited","e8905b4d-93bf-4aff-a7fc-1a0f5aac4666"
"csv/WebsiteVisited/0b10f38f-fe08-461b-b324-625f974dce05",2018-11-21 06:03:36.000,954,"WebsiteVisited","0b10f38f-fe08-461b-b324-625f974dce05"
"csv/WebsiteVisited/cc744ddc-198c-4e2b-8b1c-d1b5f047a714",2018-11-21 06:03:34.000,954,"WebsiteVisited","cc744ddc-198c-4e2b-8b1c-d1b5f047a714"
"csv/WebsiteVisited/4dcc586a-b2cf-4852-be78-3ff85038d284",2018-11-21 04:08:04.000,954,"WebsiteVisited","4dcc586a-b2cf-4852-be78-3ff85038d284"
"csv/WebsiteVisited/236fb2a3-52df-4970-a8e8-24068c9e9ca5",2018-11-21 03:33:55.000,954,"WebsiteVisited","236fb2a3-52df-4970-a8e8-24068c9e9ca5"
"csv/WebsiteVisited/7e7f5ad9-159c-42cc-bad5-351285e33c14",2018-11-21 03:33:48.000,954,"WebsiteVisited","7e7f5ad9-159c-42cc-bad5-351285e33c14"
"csv/WebsiteVisited/be17c9f5-eb82-4215-aece-b2c895c7ca2f",2018-11-21 02:12:31.000,954,"WebsiteVisited","be17c9f5-eb82-4215-aece-b2c895c7ca2f"
"csv/WebsiteVisited/bd54a509-c325-4ef4-abf6-5699845f950a",2018-11-21 01:31:35.000,954,"WebsiteVisited","bd54a509-c325-4ef4-abf6-5699845f950a"
"csv/WebsiteVisited/ec28c62e-5de7-47a3-807e-b24666c4766f",2018-11-21 01:31:30.000,954,"WebsiteVisited","ec28c62e-5de7-47a3-807e-b24666c4766f"
"csv/WebsiteVisited/50140346-152b-4efe-a5d2-b255e9ee3f02",2018-11-21 01:31:24.000,954,"WebsiteVisited","50140346-152b-4efe-a5d2-b255e9ee3f02"
"csv/WebsiteVisited/08272154-ddde-420a-8a30-3cf6ce86555e",2018-11-21 01:31:23.000,954,"WebsiteVisited","08272154-ddde-420a-8a30-3cf6ce86555e"
"csv/WebsiteVisited/9fbf4de0-9c41-46b4-8d1b-7acd7c5f7ffd",2018-11-20 20:44:09.000,954,"WebsiteVisited","9fbf4de0-9c41-46b4-8d1b-7acd7c5f7ffd"
"csv/WebsiteVisited/aababbff-4bfa-4855-89ca-e6675c3d97b1",2018-11-20 20:03:40.000,954,"WebsiteVisited","aababbff-4bfa-4855-89ca-e6675c3d97b1"
"csv/WebsiteVisited/d24ec0fc-2889-4b12-9df7-de49da860aaf",2018-11-20 20:03:28.000,954,"WebsiteVisited","d24ec0fc-2889-4b12-9df7-de49da860aaf"
"csv/WebsiteVisited/74ab2e47-ecac-4c19-941f-fb996cd285c2",2018-11-20 19:58:07.000,954,"WebsiteVisited","74ab2e47-ecac-4c19-941f-fb996cd285c2"
"csv/WebsiteVisited/149241e8-8f33-49b8-8b8b-cd331d0f771c",2018-11-20 17:56:34.000,954,"WebsiteVisited","149241e8-8f33-49b8-8b8b-cd331d0f771c"
"csv/WebsiteVisited/48af30db-50fb-4f45-bba9-1f94d498b37a",2018-11-20 17:56:25.000,954,"WebsiteVisited","48af30db-50fb-4f45-bba9-1f94d498b37a"
"csv/WebsiteVisited/8ad9119e-3e74-4cd4-8d0d-fe4ddc176f54",2018-11-20 17:56:21.000,954,"WebsiteVisited","8ad9119e-3e74-4cd4-8d0d-fe4ddc176f54"
"csv/WebsiteVisited/0cabd584-855d-46a5-9f86-2cdc1099df9b",2018-11-20 17:11:22.000,954,"WebsiteVisited","0cabd584-855d-46a5-9f86-2cdc1099df9b"
"csv/WebsiteVisited/6e8811fa-90c8-49b6-99f2-cb2c60fddb39",2018-11-20 17:11:18.000,954,"WebsiteVisited","6e8811fa-90c8-49b6-99f2-cb2c60fddb39"
"csv/WebsiteVisited/2e72459b-2d8d-49d2-b39e-46bb59d567ed",2018-11-20 17:11:15.000,954,"WebsiteVisited","2e72459b-2d8d-49d2-b39e-46bb59d567ed"
"csv/WebsiteVisited/a6cadbdd-1142-4b4c-9027-bdff6d3949f3",2018-11-20 17:11:13.000,954,"WebsiteVisited","a6cadbdd-1142-4b4c-9027-bdff6d3949f3"
"csv/WebsiteVisited/6435d6f0-aa2d-4587-a189-6627ef985585",2018-11-20 15:14:25.000,954,"WebsiteVisited","6435d6f0-aa2d-4587-a189-6627ef985585"
"csv/WebsiteVisited/959401bf-4f8a-43e3-8c75-d3cf381ae491",2018-11-20 15:13:41.000,954,"WebsiteVisited","959401bf-4f8a-43e3-8c75-d3cf381ae491"
"csv/WebsiteVisited/2d6b1432-4dd3-4c36-a7b7-ddeafe02a1d5",2018-11-20 15:13:41.000,954,"WebsiteVisited","2d6b1432-4dd3-4c36-a7b7-ddeafe02a1d5"
"csv/WebsiteVisited/3fb0d6d1-a24c-47d1-b86a-596ea5b27476",2018-11-20 14:20:43.000,954,"WebsiteVisited","3fb0d6d1-a24c-47d1-b86a-596ea5b27476"
"csv/WebsiteVisited/2c705662-c400-4e8a-8b1c-af9547a3efa5",2018-11-20 14:20:41.000,954,"WebsiteVisited","2c705662-c400-4e8a-8b1c-af9547a3efa5"
"csv/WebsiteVisited/1f5c74fa-5157-4447-84c5-c84b00ad7e3c",2018-11-20 09:37:40.000,954,"WebsiteVisited","1f5c74fa-5157-4447-84c5-c84b00ad7e3c"
"csv/WebsiteVisited/c44a3c05-9888-413d-a575-3c3b080737f4",2018-11-20 09:37:37.000,954,"WebsiteVisited","c44a3c05-9888-413d-a575-3c3b080737f4"
"csv/WebsiteVisited/aa32490a-a02e-457c-b50b-34a1b7ddbf2b",2018-11-20 09:37:34.000,954,"WebsiteVisited","aa32490a-a02e-457c-b50b-34a1b7ddbf2b"
"csv/WebsiteVisited/a563786a-de55-48aa-8014-c2f6c7055712",2018-11-20 09:37:31.000,954,"WebsiteVisited","a563786a-de55-48aa-8014-c2f6c7055712"
"csv/WebsiteVisited/7c1b2c89-b57a-43b9-b30f-efab92231be8",2018-11-20 08:57:28.000,954,"WebsiteVisited","7c1b2c89-b57a-43b9-b30f-efab92231be8"
"csv/WebsiteVisited/585a07fc-8638-4bed-a862-c45290934f6d",2018-11-20 08:57:20.000,954,"WebsiteVisited","585a07fc-8638-4bed-a862-c45290934f6d"
"csv/WebsiteVisited/41b7779b-6f87-4a8c-b0f3-c01d1d60564c",2018-11-20 06:26:55.000,954,"WebsiteVisited","41b7779b-6f87-4a8c-b0f3-c01d1d60564c"
"csv/WebsiteVisited/8e04e578-afae-4b0a-922d-b43134863a85",2018-11-20 06:21:40.000,954,"WebsiteVisited","8e04e578-afae-4b0a-922d-b43134863a85"
"csv/WebsiteVisited/b29047cc-af4e-41ef-931d-79aad631b165",2018-11-20 06:21:33.000,954,"WebsiteVisited","b29047cc-af4e-41ef-931d-79aad631b165"
"csv/WebsiteVisited/ac1af926-6173-4c22-adc3-952f4a1933ea",2018-11-20 06:21:32.000,954,"WebsiteVisited","ac1af926-6173-4c22-adc3-952f4a1933ea"
"csv/WebsiteVisited/1770cd18-67a5-4f2a-87af-540e2d40fddf",2018-11-20 05:25:49.000,954,"WebsiteVisited","1770cd18-67a5-4f2a-87af-540e2d40fddf"
"csv/WebsiteVisited/2c2e4f7a-13f8-48b7-91cf-46cb85bbdc92",2018-11-20 05:25:48.000,954,"WebsiteVisited","2c2e4f7a-13f8-48b7-91cf-46cb85bbdc92"
"csv/WebsiteVisited/83b94f6e-bb9e-403a-bcfd-2402f8d36d9a",2018-11-20 05:25:48.000,954,"WebsiteVisited","83b94f6e-bb9e-403a-bcfd-2402f8d36d9a"
"csv/WebsiteVisited/e826c9fe-4c0a-4a68-b5ae-fcedb32a19df",2018-11-20 05:25:44.000,954,"WebsiteVisited","e826c9fe-4c0a-4a68-b5ae-fcedb32a19df"
"csv/WebsiteVisited/80d9841e-0755-4f16-ba27-34c4fcc08478",2018-11-20 05:25:43.000,954,"WebsiteVisited","80d9841e-0755-4f16-ba27-34c4fcc08478"
"csv/WebsiteVisited/6a4803d7-1574-48ea-b9b6-a7dbc6d7e3a1",2018-11-20 02:01:07.000,954,"WebsiteVisited","6a4803d7-1574-48ea-b9b6-a7dbc6d7e3a1"
"csv/WebsiteVisited/355d881f-4f69-4e8d-be3a-3c54037a427c",2018-11-20 02:01:01.000,954,"WebsiteVisited","355d881f-4f69-4e8d-be3a-3c54037a427c"
"csv/WebsiteVisited/f1f9b17b-c544-4e2b-b6ef-9eac650596ef",2018-11-20 02:00:57.000,954,"WebsiteVisited","f1f9b17b-c544-4e2b-b6ef-9eac650596ef"
"csv/WebsiteVisited/028b00ba-f67f-4b6d-b1dc-4be877583f21",2018-11-20 01:21:27.000,954,"WebsiteVisited","028b00ba-f67f-4b6d-b1dc-4be877583f21"
"csv/WebsiteVisited/b023dd38-c9e4-4563-b99d-4c77b9f7b5a0",2018-11-20 01:21:22.000,954,"WebsiteVisited","b023dd38-c9e4-4563-b99d-4c77b9f7b5a0"
"csv/WebsiteVisited/fd6bd219-7408-4a5d-9613-7fe2e0a69da0",2018-11-20 01:21:13.000,954,"WebsiteVisited","fd6bd219-7408-4a5d-9613-7fe2e0a69da0"
"csv/WebsiteVisited/5b69a67d-a61a-4964-90a5-e05ec126ab37",2018-11-19 20:13:09.000,954,"WebsiteVisited","5b69a67d-a61a-4964-90a5-e05ec126ab37"
"csv/WebsiteVisited/da10ab75-caa7-4513-8c16-eeee2a959065",2018-11-19 20:12:59.000,954,"WebsiteVisited","da10ab75-caa7-4513-8c16-eeee2a959065"
"csv/WebsiteVisited/a2b7c2ac-5aad-4115-94ee-31e6405ba989",2018-11-19 19:22:47.000,954,"WebsiteVisited","a2b7c2ac-5aad-4115-94ee-31e6405ba989"
"csv/WebsiteVisited/d18e3b7f-11f2-4e9c-aab4-911337ad370e",2018-11-19 19:22:43.000,954,"WebsiteVisited","d18e3b7f-11f2-4e9c-aab4-911337ad370e"
"csv/WebsiteVisited/d9d501b7-f1da-4569-b5c1-f7c52ee8bc52",2018-11-19 19:22:43.000,954,"WebsiteVisited","d9d501b7-f1da-4569-b5c1-f7c52ee8bc52"
"csv/WebsiteVisited/91f13f8b-aad4-4f8f-a51f-8469a978c24c",2018-11-19 17:34:52.000,954,"WebsiteVisited","91f13f8b-aad4-4f8f-a51f-8469a978c24c"
"csv/WebsiteVisited/63371f31-568b-44bf-98cf-12e6b7a5c97e",2018-11-19 17:29:44.000,954,"WebsiteVisited","63371f31-568b-44bf-98cf-12e6b7a5c97e"
"csv/WebsiteVisited/b67ab1c1-c197-4329-b9ba-fb6343d0420a",2018-11-19 17:29:39.000,954,"WebsiteVisited","b67ab1c1-c197-4329-b9ba-fb6343d0420a"
"csv/WebsiteVisited/545d22ad-4792-4888-bc18-2d9b0713d297",2018-11-19 17:29:36.000,954,"WebsiteVisited","545d22ad-4792-4888-bc18-2d9b0713d297"
"csv/WebsiteVisited/d4a511ed-1820-42f8-8929-e20c076749c7",2018-11-19 17:29:34.000,954,"WebsiteVisited","d4a511ed-1820-42f8-8929-e20c076749c7"
"csv/WebsiteVisited/1840a986-8439-45db-b008-b763825a35b9",2018-11-19 16:46:00.000,954,"WebsiteVisited","1840a986-8439-45db-b008-b763825a35b9"
"csv/WebsiteVisited/66c45f94-0769-4de5-840b-505a64b0b655",2018-11-19 16:45:47.000,954,"WebsiteVisited","66c45f94-0769-4de5-840b-505a64b0b655"
"csv/WebsiteVisited/3deb36c7-d334-4e00-97ab-336e29a606ce",2018-11-19 16:45:46.000,954,"WebsiteVisited","3deb36c7-d334-4e00-97ab-336e29a606ce"
"csv/WebsiteVisited/37ef810d-cac1-4935-a4ad-02b4f0099995",2018-11-19 14:48:02.000,954,"WebsiteVisited","37ef810d-cac1-4935-a4ad-02b4f0099995"
"csv/WebsiteVisited/4250c8c4-4d97-4e7f-881c-227f07188e60",2018-11-19 14:47:56.000,954,"WebsiteVisited","4250c8c4-4d97-4e7f-881c-227f07188e60"
"csv/WebsiteVisited/7fd24761-4c5a-4ba2-90f7-52685fab9989",2018-11-19 14:19:34.000,954,"WebsiteVisited","7fd24761-4c5a-4ba2-90f7-52685fab9989"
"csv/WebsiteVisited/98494f98-eeab-417d-b86c-c368beaa698f",2018-11-19 14:19:34.000,954,"WebsiteVisited","98494f98-eeab-417d-b86c-c368beaa698f"
"csv/WebsiteVisited/fd14a0cd-116d-40c8-a9c3-f0309525a8ea",2018-11-19 14:19:33.000,954,"WebsiteVisited","fd14a0cd-116d-40c8-a9c3-f0309525a8ea"
"csv/WebsiteVisited/6508274b-738a-41c5-b505-e5671b80cb8f",2018-11-19 14:19:30.000,954,"WebsiteVisited","6508274b-738a-41c5-b505-e5671b80cb8f"
"csv/WebsiteVisited/8b0a00b8-f4e6-4ed3-92da-0a72916f8196",2018-11-19 09:27:05.000,954,"WebsiteVisited","8b0a00b8-f4e6-4ed3-92da-0a72916f8196"
"csv/WebsiteVisited/ff68decd-c8da-4ed4-a7c3-b6547bfcb179",2018-11-19 09:27:01.000,954,"WebsiteVisited","ff68decd-c8da-4ed4-a7c3-b6547bfcb179"
"csv/WebsiteVisited/b04d38e0-cdfc-4d48-80e5-09828166f610",2018-11-19 09:27:00.000,954,"WebsiteVisited","b04d38e0-cdfc-4d48-80e5-09828166f610"
"csv/WebsiteVisited/0e3b9488-1125-4750-8605-fb15c60f0390",2018-11-19 08:48:20.000,954,"WebsiteVisited","0e3b9488-1125-4750-8605-fb15c60f0390"
"csv/WebsiteVisited/8944f369-2ea6-4a66-810c-faedc30e4396",2018-11-19 08:48:19.000,954,"WebsiteVisited","8944f369-2ea6-4a66-810c-faedc30e4396"
"csv/WebsiteVisited/d530de33-1996-42f4-86a1-ab7fd303d4c0",2018-11-19 08:48:11.000,954,"WebsiteVisited","d530de33-1996-42f4-86a1-ab7fd303d4c0"
"csv/WebsiteVisited/977028d2-d018-4547-a5cb-86c0e649de97",2018-11-19 08:48:09.000,954,"WebsiteVisited","977028d2-d018-4547-a5cb-86c0e649de97"
"csv/WebsiteVisited/5c6dacc0-b94a-4fb7-b6c0-f6fce8faba6a",2018-11-19 08:48:06.000,954,"WebsiteVisited","5c6dacc0-b94a-4fb7-b6c0-f6fce8faba6a"
"csv/WebsiteVisited/974f17ba-54e0-46ff-ae64-3e42f4551583",2018-11-19 06:26:18.000,954,"WebsiteVisited","974f17ba-54e0-46ff-ae64-3e42f4551583"
"csv/WebsiteVisited/4d8cb792-5c01-49b7-9c40-5a6149ba8866",2018-11-19 04:10:54.000,954,"WebsiteVisited","4d8cb792-5c01-49b7-9c40-5a6149ba8866"
