ProductKey,OrderDateKey,DueDateKey,ShipDateKey,ResellerKey,EmployeeKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmount,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate,OrderDateKey_ORIGINALE,OrderDate_ORIGINALE
325,20120501,20120611,20120606,461,291,1,19,6,SO48339,18,1,5,469.794,2348.97,0.0,0.0,486.7066,2433.533,2348.97,187.9176,58.7243,EAB2-42EA-9C,PO10614150674,2012-05-01 00:00:00.000,2012-06-11 00:00:00.000,2012-06-06 00:00:00.000,20120530,2012-05-30 00:00:00.000
588,20130801,20130910,20130905,497,291,1,19,6,SO65188,2,1,1,461.694,461.694,0.0,0.0,419.7784,419.7784,461.694,36.9355,11.5424,86B3-49B3-A1,PO14790112162,2013-08-01 00:00:00.000,2013-09-10 00:00:00.000,2013-09-05 00:00:00.000,20130829,2013-08-29 00:00:00.000
356,20121001,20121109,20121104,546,282,1,100,3,SO50322,39,1,4,1242.8518,4971.4072,0.0,0.0,1117.8559,4471.4236,4971.4072,397.7126,124.2852,4BC2-4C6D-83,PO8845166508,2012-10-01 00:00:00.000,2012-11-09 00:00:00.000,2012-11-04 00:00:00.000,20121028,2012-10-28 00:00:00.000
343,20121001,20121109,20121104,108,283,1,100,2,SO50311,18,1,6,469.794,2818.764,0.0,0.0,486.7066,2920.2396,2818.764,225.5011,70.4691,E09E-4D02-9F,PO7453115958,2012-10-01 00:00:00.000,2012-11-09 00:00:00.000,2012-11-04 00:00:00.000,20121028,2012-10-28 00:00:00.000
592,20130101,20130209,20130204,100,291,1,19,6,SO51818,13,1,3,338.994,1016.982,0.0,0.0,308.2179,924.6537,1016.982,81.3586,25.4246,B8CE-4C91-A9,PO9077115532,2013-01-01 00:00:00.000,2013-02-09 00:00:00.000,2013-02-04 00:00:00.000,20130128,2013-01-28 00:00:00.000
384,20130601,20130712,20130707,514,291,1,19,6,SO61186,14,1,5,672.294,3361.47,0.0,0.0,713.0798,3565.399,3361.47,268.9176,84.0368,C662-487E-B0,PO14732152217,2013-06-01 00:00:00.000,2013-07-12 00:00:00.000,2013-07-07 00:00:00.000,20130630,2013-06-30 00:00:00.000
222,20130601,20130712,20130707,523,282,1,100,3,SO61210,18,1,7,20.994,146.958,0.0,0.0,13.0863,91.6041,146.958,11.7566,3.674,7860-4CE8-A9,PO8787168827,2013-06-01 00:00:00.000,2013-07-12 00:00:00.000,2013-07-07 00:00:00.000,20130630,2013-06-30 00:00:00.000
564,20130901,20131011,20131006,231,296,1,6,9,SO67342,24,1,2,1430.442,2860.884,0.0,0.0,1481.9379,2963.8758,2860.884,228.8707,71.5221,E5A5-4795-BF,PO8004141573,2013-09-01 00:00:00.000,2013-10-11 00:00:00.000,2013-10-06 00:00:00.000,20130929,2013-09-29 00:00:00.000
484,20130401,20130512,20130507,605,286,1,100,1,SO57099,35,1,8,4.77,38.16,0.0,0.0,2.9733,23.7864,38.16,3.0528,0.954,410F-45E9-9C,PO18618199656,2013-04-01 00:00:00.000,2013-05-12 00:00:00.000,2013-05-07 00:00:00.000,20130430,2013-04-30 00:00:00.000
592,20130501,20130611,20130606,61,282,1,100,4,SO59023,33,1,3,338.994,1016.982,0.0,0.0,308.2179,924.6537,1016.982,81.3586,25.4246,9975-4F2A-A7,PO5539149469,2013-05-01 00:00:00.000,2013-06-11 00:00:00.000,2013-06-06 00:00:00.000,20130530,2013-05-30 00:00:00.000
262,20110801,20110813,20110808,45,285,1,100,5,SO45337,10,1,1,183.9382,183.9382,0.0,0.0,181.4857,181.4857,183.9382,14.7151,4.5985,C8D2-41D4-AF,PO7598166612,2011-08-01 00:00:00.000,2011-08-13 00:00:00.000,2011-08-08 00:00:00.000,20110801,2011-08-01 00:00:00.000
319,20111001,20111110,20111105,256,283,1,100,4,SO46083,10,1,2,874.794,1749.588,0.0,0.0,884.7083,1769.4166,1749.588,139.967,43.7397,9B96-4D38-AE,PO3857186802,2011-10-01 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000,20111029,2011-10-29 00:00:00.000
477,20130501,20130611,20130606,613,284,1,19,6,SO58978,4,1,1,2.994,2.994,0.0,0.0,1.8663,1.8663,2.994,0.2395,0.0749,3AD0-4CD8-97,PO18531185017,2013-05-01 00:00:00.000,2013-06-11 00:00:00.000,2013-06-06 00:00:00.000,20130530,2013-05-30 00:00:00.000
469,20120101,20120210,20120205,492,282,1,100,4,SO47002,8,1,4,22.794,91.176,0.0,0.0,15.6709,62.6836,91.176,7.2941,2.2794,BC9F-453B-99,PO609116671,2012-01-01 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000,20120129,2012-01-29 00:00:00.000
297,20121101,20121210,20121205,585,285,1,100,5,SO50756,11,1,2,736.1455,1472.291,0.0,0.0,653.6971,1307.3942,1472.291,117.7833,36.8073,C414-447C-84,PO9570119689,2012-11-01 00:00:00.000,2012-12-10 00:00:00.000,2012-12-05 00:00:00.000,20121128,2012-11-28 00:00:00.000
271,20111201,20120110,20120105,290,289,1,100,1,SO46643,21,1,8,202.332,1618.656,0.0,0.0,187.1571,1497.2568,1618.656,129.4925,40.4664,49E8-4C7A-85,PO899110603,2011-12-01 00:00:00.000,2012-01-10 00:00:00.000,2012-01-05 00:00:00.000,20111229,2011-12-29 00:00:00.000
493,20130201,20130312,20130307,408,284,1,19,6,SO53483,1,1,2,200.052,400.104,0.0,0.0,199.8519,399.7038,400.104,32.0083,10.0026,A0BE-40E0-81,PO14761137153,2013-02-01 00:00:00.000,2013-03-12 00:00:00.000,2013-03-07 00:00:00.000,20130228,2013-02-28 00:00:00.000
547,20131101,20131211,20131206,72,283,1,100,2,SO71824,9,1,4,48.594,194.376,0.0,0.0,35.9596,143.8384,194.376,15.5501,4.8594,BBB4-42D9-86,PO11455162600,2013-11-01 00:00:00.000,2013-12-11 00:00:00.000,2013-12-06 00:00:00.000,20131129,2013-11-29 00:00:00.000
459,20121101,20121210,20121205,90,283,1,100,5,SO50703,13,1,7,53.994,377.958,0.0,0.0,37.1209,259.8463,377.958,30.2366,9.449,4A3D-44CB-B3,PO2813140706,2012-11-01 00:00:00.000,2012-12-10 00:00:00.000,2012-12-05 00:00:00.000,20121128,2012-11-28 00:00:00.000
589,20130701,20130812,20130807,376,288,1,98,10,SO63170,16,1,4,461.694,1846.776,0.0,0.0,419.7784,1679.1136,1846.776,147.7421,46.1694,9588-481B-B3,PO957184615,2013-07-01 00:00:00.000,2013-08-12 00:00:00.000,2013-08-07 00:00:00.000,20130731,2013-07-31 00:00:00.000
417,20120401,20120512,20120507,12,284,1,19,6,SO47980,2,1,4,324.4527,1297.8108,0.0,0.0,300.1188,1200.4752,1297.8108,103.8249,32.4453,4C76-4276-8E,PO17603160708,2012-04-01 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,20120430,2012-04-30 00:00:00.000
409,20120101,20120210,20120205,312,282,1,100,4,SO47028,35,1,2,209.256,418.512,0.0,0.0,185.8193,371.6386,418.512,33.481,10.4628,8DA0-456D-8F,PO3799132728,2012-01-01 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000,20120129,2012-01-29 00:00:00.000
286,20121101,20121210,20121205,90,283,1,100,5,SO50703,38,1,1,183.9382,183.9382,0.0,0.0,170.1428,170.1428,183.9382,14.7151,4.5985,4A3D-44CB-B3,PO2813140706,2012-11-01 00:00:00.000,2012-12-10 00:00:00.000,2012-12-05 00:00:00.000,20121128,2012-11-28 00:00:00.000
354,20121001,20121109,20121104,667,283,1,100,2,SO50263,3,1,2,1242.8518,2485.7036,0.0,0.0,1117.8559,2235.7118,2485.7036,198.8563,62.1426,7D74-4A96-A3,PO18183117532,2012-10-01 00:00:00.000,2012-11-09 00:00:00.000,2012-11-04 00:00:00.000,20121028,2012-10-28 00:00:00.000
430,20130401,20130512,20130507,211,292,1,100,7,SO57181,1,1,1,356.898,356.898,0.0,0.0,360.9428,360.9428,356.898,28.5518,8.9225,9ADA-417F-90,PO8323175925,2013-04-01 00:00:00.000,2013-05-12 00:00:00.000,2013-05-07 00:00:00.000,20130430,2013-04-30 00:00:00.000
217,20130701,20130812,20130807,546,282,1,100,3,SO63291,20,1,6,20.994,125.964,0.0,0.0,13.0863,78.5178,125.964,10.0771,3.1491,9B60-437E-88,PO8845151318,2013-07-01 00:00:00.000,2013-08-12 00:00:00.000,2013-08-07 00:00:00.000,20130731,2013-07-31 00:00:00.000
589,20130201,20130312,20130307,648,287,1,100,4,SO53580,28,1,3,461.694,1385.082,0.0,0.0,419.7784,1259.3352,1385.082,110.8066,34.6271,FFE9-4F36-B2,PO4640164085,2013-02-01 00:00:00.000,2013-03-12 00:00:00.000,2013-03-07 00:00:00.000,20130228,2013-02-28 00:00:00.000
410,20120801,20120909,20120904,21,281,1,100,4,SO49540,15,1,2,36.447,72.894,0.0,0.0,26.9708,53.9416,72.894,5.8315,1.8224,FD60-4F29-B7,PO6757123714,2012-08-01 00:00:00.000,2012-09-09 00:00:00.000,2012-09-04 00:00:00.000,20120828,2012-08-28 00:00:00.000
511,20130201,20130312,20130307,98,285,1,100,5,SO53625,7,1,2,218.454,436.908,0.0,0.0,199.3757,398.7514,436.908,34.9526,10.9227,98EA-458A-B9,PO9744185498,2013-02-01 00:00:00.000,2013-03-12 00:00:00.000,2013-03-07 00:00:00.000,20130228,2013-02-28 00:00:00.000
605,20121201,20130109,20130104,514,291,3,19,6,SO51096,8,1,21,296.9945,6236.8845,0.05,311.8442,343.6496,7216.6416,5925.0403,474.0032,148.126,2D8A-4DAD-96,PO14732111307,2012-12-01 00:00:00.000,2013-01-09 00:00:00.000,2013-01-04 00:00:00.000,20121228,2012-12-28 00:00:00.000
457,20111201,20120110,20120105,538,288,1,98,10,SO46669,41,1,3,44.994,134.982,0.0,0.0,30.9334,92.8002,134.982,10.7986,3.3746,7080-4FDD-BD,PO8410183627,2011-12-01 00:00:00.000,2012-01-10 00:00:00.000,2012-01-05 00:00:00.000,20111229,2011-12-29 00:00:00.000
500,20130901,20131011,20131006,205,282,1,100,4,SO67298,26,1,3,602.346,1807.038,0.0,0.0,601.7437,1805.2311,1807.038,144.563,45.176,F9FB-4B4C-92,PO2755196827,2013-09-01 00:00:00.000,2013-10-11 00:00:00.000,2013-10-06 00:00:00.000,20130929,2013-09-29 00:00:00.000
383,20120401,20120512,20120507,97,282,1,100,4,SO48016,33,1,3,600.2625,1800.7875,0.0,0.0,605.6492,1816.9476,1800.7875,144.063,45.0197,0FF6-4F4B-B4,PO11745112366,2012-04-01 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,20120430,2012-04-30 00:00:00.000
328,20110901,20111011,20111006,221,287,1,100,4,SO45813,5,1,8,419.4589,3355.6712,0.0,0.0,413.1463,3305.1704,3355.6712,268.4537,83.8918,36A5-446C-96,PO7859120230,2011-09-01 00:00:00.000,2011-10-11 00:00:00.000,2011-10-06 00:00:00.000,20110929,2011-09-29 00:00:00.000
369,20120101,20120210,20120205,684,281,1,100,2,SO47001,19,1,2,1466.01,2932.02,0.0,0.0,1518.7864,3037.5728,2932.02,234.5616,73.3005,DD9D-4987-9E,PO10121150577,2012-01-01 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000,20120129,2012-01-29 00:00:00.000
379,20120401,20120512,20120507,479,291,1,19,6,SO47973,28,1,1,1308.9375,1308.9375,0.0,0.0,1320.6838,1320.6838,1308.9375,104.715,32.7234,B9F1-47DA-87,PO18705118148,2012-04-01 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,20120430,2012-04-30 00:00:00.000
566,20130601,20130712,20130707,110,286,1,100,1,SO61244,6,1,5,445.41,2227.05,0.0,0.0,461.4448,2307.224,2227.05,178.164,55.6763,22F5-4A88-BE,PO6612122199,2013-06-01 00:00:00.000,2013-07-12 00:00:00.000,2013-07-07 00:00:00.000,20130630,2013-06-30 00:00:00.000
322,20110901,20111011,20111006,670,283,1,100,3,SO45795,11,1,1,419.4589,419.4589,0.0,0.0,413.1463,413.1463,419.4589,33.5567,10.4865,EA72-4C1D-BB,PO12412125626,2011-09-01 00:00:00.000,2011-10-11 00:00:00.000,2011-10-06 00:00:00.000,20110929,2011-09-29 00:00:00.000
214,20130301,20130411,20130406,496,291,1,19,6,SO55297,59,1,5,20.994,104.97,0.0,0.0,13.0863,65.4315,104.97,8.3976,2.6243,2455-4B60-A5,PO4495126679,2013-03-01 00:00:00.000,2013-04-11 00:00:00.000,2013-04-06 00:00:00.000,20130330,2013-03-30 00:00:00.000
383,20120501,20120611,20120606,160,288,1,98,10,SO48329,1,1,1,600.2625,600.2625,0.0,0.0,605.6492,605.6492,600.2625,48.021,15.0066,84D6-4B2D-98,PO13050139486,2012-05-01 00:00:00.000,2012-06-11 00:00:00.000,2012-06-06 00:00:00.000,20120530,2012-05-30 00:00:00.000
342,20110301,20110412,20110407,221,287,1,100,4,SO44317,3,1,2,419.4589,838.9178,0.0,0.0,413.1463,826.2926,838.9178,67.1134,20.9729,BE9B-42BA-87,PO7859142280,2011-03-01 00:00:00.000,2011-04-12 00:00:00.000,2011-04-07 00:00:00.000,20110331,2011-03-31 00:00:00.000
417,20111201,20120110,20120105,4,283,1,100,4,SO46642,26,1,6,324.4527,1946.7162,0.0,0.0,300.1188,1800.7128,1946.7162,155.7373,48.6679,0A4E-465C-BB,PO551133122,2011-12-01 00:00:00.000,2012-01-10 00:00:00.000,2012-01-05 00:00:00.000,20111229,2011-12-29 00:00:00.000
246,20121201,20130109,20130104,290,289,1,100,1,SO51123,17,1,3,858.9,2576.7,0.0,0.0,868.6342,2605.9026,2576.7,206.136,64.4175,E412-45DF-AE,PO899150137,2012-12-01 00:00:00.000,2013-01-09 00:00:00.000,2013-01-04 00:00:00.000,20121228,2012-12-28 00:00:00.000
337,20120701,20120812,20120807,558,283,1,100,2,SO49123,23,1,5,469.794,2348.97,0.0,0.0,486.7066,2433.533,2348.97,187.9176,58.7243,FDE5-41D0-A8,PO18386193475,2012-07-01 00:00:00.000,2012-08-12 00:00:00.000,2012-08-07 00:00:00.000,20120731,2012-07-31 00:00:00.000
574,20131001,20131110,20131105,614,292,1,36,7,SO69433,17,1,2,1430.442,2860.884,0.0,0.0,1481.9379,2963.8758,2860.884,228.8707,71.5221,C243-44BD-B7,PO13456135245,2013-10-01 00:00:00.000,2013-11-10 00:00:00.000,2013-11-05 00:00:00.000,20131029,2013-10-29 00:00:00.000
225,20130701,20130812,20130807,84,284,1,19,6,SO63239,12,1,2,5.394,10.788,0.0,0.0,6.9223,13.8446,10.788,0.863,0.2697,AF5E-48ED-A4,PO4901178462,2013-07-01 00:00:00.000,2013-08-12 00:00:00.000,2013-08-07 00:00:00.000,20130731,2013-07-31 00:00:00.000
354,20121001,20121109,20121104,18,283,1,100,3,SO50189,4,1,3,1242.8518,3728.5554,0.0,0.0,1117.8559,3353.5677,3728.5554,298.2844,93.2139,6D35-41E2-A6,PO19923188059,2012-10-01 00:00:00.000,2012-11-09 00:00:00.000,2012-11-04 00:00:00.000,20121028,2012-10-28 00:00:00.000
521,20130101,20130209,20130204,614,292,1,36,7,SO51735,10,1,1,16.272,16.272,0.0,0.0,12.0413,12.0413,16.272,1.3018,0.4068,6E95-4EE8-92,PO13456167695,2013-01-01 00:00:00.000,2013-02-09 00:00:00.000,2013-02-04 00:00:00.000,20130128,2013-01-28 00:00:00.000
270,20111001,20111110,20111105,364,283,1,100,3,SO46087,15,1,1,183.9382,183.9382,0.0,0.0,181.4857,181.4857,183.9382,14.7151,4.5985,7F79-4A44-AB,PO5191162942,2011-10-01 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000,20111029,2011-10-29 00:00:00.000
411,20111201,20120110,20120105,414,281,1,100,2,SO46655,3,1,3,125.415,376.245,0.0,0.0,92.8071,278.4213,376.245,30.0996,9.4061,F5D5-409B-94,PO3828139841,2011-12-01 00:00:00.000,2012-01-10 00:00:00.000,2012-01-05 00:00:00.000,20111229,2011-12-29 00:00:00.000
330,20110501,20110612,20110607,579,283,1,100,3,SO44772,23,1,3,419.4589,1258.3767,0.0,0.0,413.1463,1239.4389,1258.3767,100.6701,31.4594,F5E6-4B81-A3,PO1624122637,2011-05-01 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,20110531,2011-05-31 00:00:00.000
568,20130801,20130910,20130905,186,282,1,100,4,SO65184,6,1,1,445.41,445.41,0.0,0.0,461.4448,461.4448,445.41,35.6328,11.1353,B75D-4335-96,PO16153178099,2013-08-01 00:00:00.000,2013-09-10 00:00:00.000,2013-09-05 00:00:00.000,20130829,2013-08-29 00:00:00.000
345,20110801,20110910,20110905,20,289,1,100,1,SO45570,3,1,1,2039.994,2039.994,0.0,0.0,1912.1544,1912.1544,2039.994,163.1995,50.9999,530C-4FAB-9A,PO7192194940,2011-08-01 00:00:00.000,2011-09-10 00:00:00.000,2011-09-05 00:00:00.000,20110829,2011-08-29 00:00:00.000
545,20131001,20131110,20131105,68,295,1,36,8,SO69445,5,1,1,24.294,24.294,0.0,0.0,17.9776,17.9776,24.294,1.9435,0.6074,C2C0-4C91-B1,PO11281173752,2013-10-01 00:00:00.000,2013-11-10 00:00:00.000,2013-11-05 00:00:00.000,20131029,2013-10-29 00:00:00.000
579,20130501,20130611,20130606,539,283,1,100,2,SO59012,45,1,3,728.91,2186.73,0.0,0.0,755.1508,2265.4524,2186.73,174.9384,54.6683,6620-4CEA-A0,PO7685122244,2013-05-01 00:00:00.000,2013-06-11 00:00:00.000,2013-06-06 00:00:00.000,20130530,2013-05-30 00:00:00.000
292,20110101,20110210,20110205,18,281,1,100,3,SO43843,6,1,1,818.7,818.7,0.0,0.0,706.811,706.811,818.7,65.496,20.4675,AEB6-4356-80,PO19923118772,2011-01-01 00:00:00.000,2011-02-10 00:00:00.000,2011-02-05 00:00:00.000,20110129,2011-01-29 00:00:00.000
423,20120101,20120210,20120205,45,285,1,100,5,SO47053,18,1,2,165.231,330.462,0.0,0.0,122.2709,244.5418,330.462,26.437,8.2616,686D-414B-82,PO7598127510,2012-01-01 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000,20120129,2012-01-29 00:00:00.000
361,20130101,20130209,20130204,385,282,1,100,4,SO51833,22,1,2,1376.994,2753.988,0.0,0.0,1251.9813,2503.9626,2753.988,220.319,68.8497,67A5-4BBC-8F,PO5684113634,2013-01-01 00:00:00.000,2013-02-09 00:00:00.000,2013-02-04 00:00:00.000,20130128,2013-01-28 00:00:00.000
490,20130101,20130209,20130204,108,283,2,100,2,SO51810,5,1,13,31.3142,407.0846,0.02,8.1417,41.5723,540.4399,398.9429,31.9154,9.9736,0D49-491D-BD,PO7453119597,2013-01-01 00:00:00.000,2013-02-09 00:00:00.000,2013-02-04 00:00:00.000,20130128,2013-01-28 00:00:00.000
330,20110501,20110612,20110607,222,282,1,100,3,SO44780,17,1,1,419.4589,419.4589,0.0,0.0,413.1463,413.1463,419.4589,33.5567,10.4865,EE26-4C8F-95,PO4147150441,2011-05-01 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,20110531,2011-05-31 00:00:00.000
458,20120101,20120210,20120205,175,292,3,100,7,SO46987,38,1,17,41.2445,701.1565,0.05,35.0578,30.9334,525.8678,666.0987,53.2879,16.6525,60CF-4768-AF,PO12702179544,2012-01-01 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000,20120129,2012-01-29 00:00:00.000
240,20130301,20130411,20130406,514,291,1,19,6,SO55245,17,1,3,858.9,2576.7,0.0,0.0,868.6342,2605.9026,2576.7,206.136,64.4175,B5AD-476D-B4,PO14732112185,2013-03-01 00:00:00.000,2013-04-11 00:00:00.000,2013-04-06 00:00:00.000,20130330,2013-03-30 00:00:00.000
225,20130401,20130512,20130507,309,281,1,100,4,SO57137,11,1,7,5.394,37.758,0.0,0.0,6.9223,48.4561,37.758,3.0206,0.944,9401-4518-A4,PO6438194874,2013-04-01 00:00:00.000,2013-05-12 00:00:00.000,2013-05-07 00:00:00.000,20130430,2013-04-30 00:00:00.000
410,20120801,20120909,20120904,502,288,1,98,10,SO49521,11,1,5,36.447,182.235,0.0,0.0,26.9708,134.854,182.235,14.5788,4.5559,48A5-48F5-80,PO8671117542,2012-08-01 00:00:00.000,2012-09-09 00:00:00.000,2012-09-04 00:00:00.000,20120828,2012-08-28 00:00:00.000
294,20120501,20120611,20120606,293,287,1,100,1,SO48328,22,1,1,744.2727,744.2727,0.0,0.0,660.9142,660.9142,744.2727,59.5418,18.6068,5992-4AF8-B1,PO13543152596,2012-05-01 00:00:00.000,2012-06-11 00:00:00.000,2012-06-06 00:00:00.000,20120530,2012-05-30 00:00:00.000
587,20130501,20130611,20130606,648,287,1,100,4,SO59029,9,1,1,461.694,461.694,0.0,0.0,419.7784,419.7784,461.694,36.9355,11.5424,E358-40C0-B2,PO4640116818,2013-05-01 00:00:00.000,2013-06-11 00:00:00.000,2013-06-06 00:00:00.000,20130530,2013-05-30 00:00:00.000
330,20110501,20110513,20110508,569,288,1,19,6,SO44525,1,1,1,419.4589,419.4589,0.0,0.0,413.1463,413.1463,419.4589,33.5567,10.4865,E0C6-40AA-AD,PO11600189203,2011-05-01 00:00:00.000,2011-05-13 00:00:00.000,2011-05-08 00:00:00.000,20110501,2011-05-01 00:00:00.000
471,20130401,20130512,20130507,552,284,1,19,6,SO57097,35,1,7,38.1,266.7,0.0,0.0,23.749,166.243,266.7,21.336,6.6675,9A9E-444B-B1,PO18328123706,2013-04-01 00:00:00.000,2013-05-12 00:00:00.000,2013-05-07 00:00:00.000,20130430,2013-04-30 00:00:00.000
264,20110501,20110513,20110508,45,285,1,100,5,SO44562,8,1,2,183.9382,367.8764,0.0,0.0,181.4857,362.9714,367.8764,29.4301,9.1969,1856-47B2-AD,PO7598190472,2011-05-01 00:00:00.000,2011-05-13 00:00:00.000,2011-05-08 00:00:00.000,20110501,2011-05-01 00:00:00.000
352,20120701,20120812,20120807,345,272,1,100,4,SO49152,5,1,1,1242.8518,1242.8518,0.0,0.0,1117.8559,1117.8559,1242.8518,99.4281,31.0713,52FC-4E8F-B0,PO6525119586,2012-07-01 00:00:00.000,2012-08-12 00:00:00.000,2012-08-07 00:00:00.000,20120731,2012-07-31 00:00:00.000
221,20120701,20120812,20120807,237,281,1,100,3,SO49080,1,1,4,20.1865,80.746,0.0,0.0,13.8782,55.5128,80.746,6.4597,2.0187,3270-44AE-82,PO3074196924,2012-07-01 00:00:00.000,2012-08-12 00:00:00.000,2012-08-07 00:00:00.000,20120731,2012-07-31 00:00:00.000
309,20130501,20130611,20130606,187,282,1,100,4,SO58975,12,1,1,818.7,818.7,0.0,0.0,747.2002,747.2002,818.7,65.496,20.4675,1BCF-4E62-A9,PO2697145020,2013-05-01 00:00:00.000,2013-06-11 00:00:00.000,2013-06-06 00:00:00.000,20130530,2013-05-30 00:00:00.000
492,20130301,20130411,20130406,302,295,1,36,8,SO55254,32,1,5,602.346,3011.73,0.0,0.0,601.7437,3008.7185,3011.73,240.9384,75.2933,BFF6-440D-80,PO12441172246,2013-03-01 00:00:00.000,2013-04-11 00:00:00.000,2013-04-06 00:00:00.000,20130330,2013-03-30 00:00:00.000
586,20130701,20130812,20130807,614,292,1,36,7,SO63204,21,1,1,445.41,445.41,0.0,0.0,461.4448,461.4448,445.41,35.6328,11.1353,0DDD-45C6-B9,PO13456113525,2013-07-01 00:00:00.000,2013-08-12 00:00:00.000,2013-08-07 00:00:00.000,20130731,2013-07-31 00:00:00.000
469,20120701,20120812,20120807,65,291,1,19,6,SO49039,1,1,2,22.794,45.588,0.0,0.0,15.6709,31.3418,45.588,3.647,1.1397,4F9E-4A1A-B3,PO20039119229,2012-07-01 00:00:00.000,2012-08-12 00:00:00.000,2012-08-07 00:00:00.000,20120731,2012-07-31 00:00:00.000
