id,Order Number,Company Name,Product,Date,Extended Price,Total Price,Value Above/Below Cost,Value vs. Cost Pct,OrderKey
636,"ORD000032","Shufflester","Dill Weed - Dry",2021-01-07 00:00:00.000,40.3,40.3,10.539999999999996,0.26153846153846144,"ORD000032_______"
709,"ORD000033","Eire","Lamb - Ground",2021-01-07 00:00:00.000,36,68,31.620000000000005,0.46500000000000008,"ORD000033_______, ORD000035_______"
968,"ORD000034","Trilith","Miso - Soy Bean Paste",2021-01-07 00:00:00.000,5.4,5.4,-3.545,-0.65648148148148144,"ORD000034_______"
35,"ORD000035","Skivee","Bread - Rolls, Rye",2021-01-08 00:00:00.000,32,68,31.620000000000005,0.46500000000000008,"ORD000033_______, ORD000035_______"
85,"ORD000036","Edgepulse","Plaintain",2021-01-08 00:00:00.000,22.4,22.4,17.669999999999998,0.78883928571428563,"ORD000036_______"
137,"ORD000037","Edgeify","Lettuce - Sea / Sea Asparagus",2021-01-08 00:00:00.000,41.6,41.6,40.52,0.97403846153846163,"ORD000037_______"
325,"ORD000038","Ntags","Sauce - Oyster",2021-01-08 00:00:00.000,28,28,21.62,0.77214285714285713,"ORD000038_______"
726,"ORD000039","Eazzy","Sole - Iqf",2021-01-08 00:00:00.000,10.5,10.5,-0.0099999999999997868,-0.00095238095238093211,"ORD000039_______"
847,"ORD000040","Katz","Appetizer - Mushroom Tart",2021-01-08 00:00:00.000,14.4,14.4,4.9600000000000009,0.3444444444444445,"ORD000040_______"
952,"ORD000041","Buzzdog","Cocoa Butter",2021-01-08 00:00:00.000,10.8,10.8,-3.41,-0.31574074074074071,"ORD000041_______"
975,"ORD000042","Wordify","Beer - Maudite",2021-01-08 00:00:00.000,27.2,27.2,20.56,0.75588235294117645,"ORD000042_______"
2,"ORD000043","Dabfeed","Wine - White, Concha Y Toro",2021-01-09 00:00:00.000,18.5,79.3,43.04,0.54274905422446407,"ORD000043_______"
362,"ORD000043","Dabfeed","Vodka - Lemon, Absolut",2021-01-09 00:00:00.000,15.6,79.3,43.04,0.54274905422446407,"ORD000043_______"
420,"ORD000043","Dabfeed","Sausage - Meat",2021-01-09 00:00:00.000,11.2,79.3,43.04,0.54274905422446407,"ORD000043_______"
689,"ORD000043","Dabfeed","Tarragon - Primerba, Paste",2021-01-09 00:00:00.000,34,79.3,43.04,0.54274905422446407,"ORD000043_______"
748,"ORD000044","Topicblab","Kohlrabi",2021-01-09 00:00:00.000,13.2,13.2,10.805,0.8185606060606061,"ORD000044_______"
759,"ORD000045","Camido","Alize Red Passion",2021-01-09 00:00:00.000,35,35,25.310000000000002,0.7231428571428572,"ORD000045_______"
997,"ORD000046","Fiveclub","Tea - Honey Green Tea",2021-01-09 00:00:00.000,8.1,8.1,1.04,0.12839506172839507,"ORD000046_______"
7,"ORD000047","Aimbo","Silicone Parch. 16.3x24.3",2021-01-10 00:00:00.000,28.6,28.6,21.26,0.74335664335664342,"ORD000047_______"
8,"ORD000048","Dabfeed","Lamb - Shoulder, Boneless",2021-01-10 00:00:00.000,7.2,7.2,3.17,0.44027777777777777,"ORD000048_______"
87,"ORD000049","Fivechat","Quail Eggs - Canned",2021-01-10 00:00:00.000,14.4,14.4,-7.9099999999999984,-0.54930555555555538,"ORD000049_______"
129,"ORD000050","Eare","Beef - Bresaola",2021-01-10 00:00:00.000,11.9,11.9,-17.630000000000003,-1.4815126050420169,"ORD000050_______"
233,"ORD000051","Flashdog","Lamb Leg - Bone - In Nz",2021-01-10 00:00:00.000,3.4,3.4,1.06,0.31176470588235294,"ORD000051_______"
316,"ORD000052","Meevee","C - Plus, Orange",2021-01-10 00:00:00.000,17.1,53.5,33.955,0.63467289719626163,"ORD000052_______, ORD000055_______"
562,"ORD000053","Zoozzy","Straws - Cocktale",2021-01-10 00:00:00.000,36.3,36.3,17.259999999999998,0.47548209366391181,"ORD000053_______"
887,"ORD000054","Photobug","Soup - Campbells, Spinach Crm",2021-01-10 00:00:00.000,13.6,13.6,9.91,0.72867647058823537,"ORD000054_______"
940,"ORD000055","Skynoodle","Clam Nectar",2021-01-10 00:00:00.000,36.4,53.5,33.955,0.63467289719626163,"ORD000052_______, ORD000055_______"
67,"ORD000056","Eazzy","Appetizer - Asian Shrimp Roll",2021-01-11 00:00:00.000,15.6,15.6,-9.24,-0.59230769230769231,"ORD000056_______"
95,"ORD000057","Tavu","Wine - Red, Mouton Cadet",2021-01-11 00:00:00.000,13.3,19.3,-21.360000000000003,-1.1067357512953369,"ORD000057_______, ORD000059_______"
98,"ORD000058","Ainyx","Olives - Stuffed",2021-01-11 00:00:00.000,6.3,6.3,-3.5000000000000009,-0.55555555555555569,"ORD000058_______"
109,"ORD000059","Katz","Shopper Bag - S - 4",2021-01-11 00:00:00.000,6,19.3,-21.360000000000003,-1.1067357512953369,"ORD000057_______, ORD000059_______"
275,"ORD000060","Zoonder","Waffle Stix",2021-01-11 00:00:00.000,25.9,25.9,21.45,0.8281853281853282,"ORD000060_______"
426,"ORD000061","Zoomlounge","Aspic - Clear",2021-01-11 00:00:00.000,17.6,17.6,-7.1499999999999986,-0.40624999999999989,"ORD000061_______"
466,"ORD000062","Livepath","Isomalt",2021-01-11 00:00:00.000,21.6,21.6,17.18,0.79537037037037028,"ORD000062_______"
598,"ORD000063","Oodoo","Emulsifier",2021-01-11 00:00:00.000,36,70.2,57.755,0.82272079772079776,"ORD000063_______, ORD000064_______"
651,"ORD000064","Edgeify","Bread - Pain Au Liat X12",2021-01-11 00:00:00.000,34.2,70.2,57.755,0.82272079772079776,"ORD000063_______, ORD000064_______"
724,"ORD000065","Mybuzz","Soupcontfoam16oz 116con",2021-01-11 00:00:00.000,2.4,2.4,-17.75,-7.3958333333333339,"ORD000065_______"
791,"ORD000066","Avavee","Beef - Inside Round",2021-01-11 00:00:00.000,17.1,17.1,11.98,0.70058479532163742,"ORD000066_______"
881,"ORD000067","Meejo","Soup - French Onion, Dry",2021-01-11 00:00:00.000,1.8,1.8,-3.3900000000000006,-1.8833333333333335,"ORD000067_______"
892,"ORD000068","Dabvine","Veal - Shank, Pieces",2021-01-11 00:00:00.000,14.5,14.5,-6.379999999999999,-0.43999999999999995,"ORD000068_______"
913,"ORD000069","Fivebridge","Oven Mitts - 15 Inch",2021-01-11 00:00:00.000,16.8,16.8,7.33,0.43630952380952381,"ORD000069_______"
156,"ORD000070","Gigazoom","Snapple - Iced Tea Peach",2021-01-12 00:00:00.000,15.4,15.4,1.0600000000000005,0.068831168831168868,"ORD000070_______"
176,"ORD000071","Quinu","Juice - Pineapple, 341 Ml",2021-01-12 00:00:00.000,9,9,0.17999999999999972,0.019999999999999969,"ORD000071_______"
319,"ORD000072","Voonyx","Icecream Bar - Del Monte",2021-01-12 00:00:00.000,14.4,14.4,-0.58000000000000007,-0.04027777777777778,"ORD000072_______"
435,"ORD000073","Jabberbean","Dry Ice",2021-01-12 00:00:00.000,5.6,5.6,-8.31,-1.4839285714285717,"ORD000073_______"
489,"ORD000074","Youopia","Chickhen - Chicken Phyllo",2021-01-12 00:00:00.000,6.6,6.6,2.9499999999999997,0.44696969696969696,"ORD000074_______"
533,"ORD000075","Trilia","Salmon - Canned",2021-01-12 00:00:00.000,22,22,20.02,0.91,"ORD000075_______"
664,"ORD000076","Eayo","Wine - Lou Black Shiraz",2021-01-12 00:00:00.000,16.2,16.2,1.42,0.087654320987654327,"ORD000076_______"
859,"ORD000077","Realcube","Bread - French Stick",2021-01-12 00:00:00.000,22,44,-6.0399999999999991,-0.13727272727272724,"ORD000077_______, ORD000079_______"
982,"ORD000078","Meedoo","Syrup - Kahlua Chocolate",2021-01-12 00:00:00.000,1.5,1.5,-4.925,-3.2833333333333332,"ORD000078_______"
195,"ORD000079","Wikibox","Clams - Littleneck, Whole",2021-01-13 00:00:00.000,22,44,-6.0399999999999991,-0.13727272727272724,"ORD000077_______, ORD000079_______"
658,"ORD000080","Zoozzy","Oxtail - Cut",2021-01-13 00:00:00.000,3.9,3.9,-5.76,-1.476923076923077,"ORD000080_______"
722,"ORD000081","Vinte","Horseradish Root",2021-01-13 00:00:00.000,51.8,51.8,49.059999999999995,0.947104247104247,"ORD000081_______"
9,"ORD000082","Feedspan","Ketchup - Tomato",2021-01-14 00:00:00.000,11.2,11.2,-11.220000000000002,-1.0017857142857145,"ORD000082_______"
31,"ORD000083","Avamba","Wine - Periguita Fonseca",2021-01-14 00:00:00.000,12,12,-16.08,-1.3399999999999999,"ORD000083_______"
373,"ORD000084","Aibox","Wine - Ruffino Chianti",2021-01-14 00:00:00.000,24,24,-4.0799999999999983,-0.16999999999999993,"ORD000084_______"
393,"ORD000085","Cogibox","Puree - Mango",2021-01-14 00:00:00.000,19.5,19.5,-8.5799999999999983,-0.43999999999999989,"ORD000085_______"
441,"ORD000086","Trilith","Wine - Prem Select Charddonany",2021-01-14 00:00:00.000,6.8,22.8,-5.2799999999999976,-0.23157894736842094,"ORD000086_______, ORD000087_______"
492,"ORD000087","Muxo","Soup - Campbells Beef Noodle",2021-01-14 00:00:00.000,16,22.8,-5.2799999999999976,-0.23157894736842094,"ORD000086_______, ORD000087_______"
578,"ORD000088","Quimba","Beef - Ground Medium",2021-01-14 00:00:00.000,3.4,18.7,-9.379999999999999,-0.50160427807486629,"ORD000088_______"
584,"ORD000088","Quimba","Cheese - Valancey",2021-01-14 00:00:00.000,15.3,18.7,-9.379999999999999,-0.50160427807486629,"ORD000088_______"
772,"ORD000089","Mynte","Coconut - Shredded, Unsweet",2021-01-14 00:00:00.000,26.6,26.6,12.560000000000002,0.47218045112781959,"ORD000089_______"
65,"ORD000090","Photofeed","Veal - Inside Round / Top, Lean",2021-01-15 00:00:00.000,52,52,23.92,0.46,"ORD000090_______"
79,"ORD000091","Tagopia","Coffee Beans - Chocolate",2021-01-15 00:00:00.000,16.8,16.8,-11.279999999999998,-0.67142857142857126,"ORD000091_______"
158,"ORD000092","Eazzy","Muffin Mix - Corn Harvest",2021-01-15 00:00:00.000,1.2,4.8,-51.36,-10.700000000000001,"ORD000092_______, ORD000094_______"
371,"ORD000093","Livefish","Lemon Grass",2021-01-15 00:00:00.000,26.6,30.6,16.560000000000002,0.54117647058823537,"ORD000093_______"
663,"ORD000093","Livefish","Compound - Rum",2021-01-15 00:00:00.000,4,30.6,16.560000000000002,0.54117647058823537,"ORD000093_______"
972,"ORD000094","Edgeify","Bread - Wheat Baguette",2021-01-15 00:00:00.000,3.6,4.8,-51.36,-10.700000000000001,"ORD000092_______, ORD000094_______"
198,"ORD000095","Pixoboo","Apple - Northern Spy",2021-01-16 00:00:00.000,6.2,6.2,-21.88,-3.5290322580645159,"ORD000095_______"
347,"ORD000096","Zoozzy","Thermometer Digital",2021-01-16 00:00:00.000,5.2,5.2,-22.88,-4.3999999999999995,"ORD000096_______"
416,"ORD000097","Skiba","Dragon Fruit",2021-01-16 00:00:00.000,30.4,30.4,16.36,0.53815789473684206,"ORD000097_______"
550,"ORD000098","Topicblab","Beans - Kidney White",2021-01-16 00:00:00.000,8.4,8.4,-19.68,-2.3428571428571425,"ORD000098_______"
717,"ORD000099","Muxo","Table Cloth 144x90 White",2021-01-16 00:00:00.000,18.9,18.9,-9.18,-0.48571428571428571,"ORD000099_______"
842,"ORD0000100","Skidoo","Stock - Beef, Brown",2021-01-16 00:00:00.000,4.5,4.5,0.34999999999999964,0.0777777777777777,"ORD0000100______"
951,"ORD0000101","Yakitri","Glucose",2021-01-16 00:00:00.000,7.2,7.2,-1.1000000000000005,-0.15277777777777785,"ORD0000101______"
988,"ORD0000102","Riffwire","Trout - Hot Smkd, Dbl Fillet",2021-01-16 00:00:00.000,33,33,28.85,0.87424242424242427,"ORD0000102______"
992,"ORD0000103","Yadel","Soup - Boston Clam Chowder",2021-01-16 00:00:00.000,8.4,8.4,0.099999999999999645,0.011904761904761862,"ORD0000103______"
208,"ORD0000104","Gigaclub","Wine - Alicanca Vinho Verde",2021-01-17 00:00:00.000,24.2,24.2,15.899999999999999,0.65702479338842967,"ORD0000104______"
467,"ORD0000105","Jabberbean","Milk - Skim",2021-01-17 00:00:00.000,10.8,10.8,2.5,0.23148148148148145,"ORD0000105______"
545,"ORD0000106","Meejo","Appetizer - Asian Shrimp Roll",2021-01-17 00:00:00.000,15.2,15.2,6.8999999999999986,0.45394736842105254,"ORD0000106______"
774,"ORD0000107","Janyx","Wine - Sherry Dry Sack, William",2021-01-17 00:00:00.000,7.5,7.5,-0.80000000000000071,-0.10666666666666676,"ORD0000107______"
348,"ORD0000108","Zoozzy","Soup - Campbells Mac N Cheese",2021-01-18 00:00:00.000,2.3,13.3,-2.3000000000000007,-0.17293233082706772,"ORD0000108______, ORD0000112______"
364,"ORD0000109","Kwinu","Crab - Imitation Flakes",2021-01-18 00:00:00.000,3.6,3.6,-2.6250000000000004,-0.72916666666666674,"ORD0000109______"
723,"ORD0000110","Flipstorm","Vinegar - White Wine",2021-01-18 00:00:00.000,17.6,17.6,10.3,0.58522727272727271,"ORD0000110______"
922,"ORD0000111","Gevee","Lobster - Live",2021-01-18 00:00:00.000,19.8,49.7,30.095000000000006,0.60553319919517112,"ORD0000111______, ORD0000119______"
995,"ORD0000112","Twitterwire","Pepper - Chilli Seeds Mild",2021-01-18 00:00:00.000,11,13.3,-2.3000000000000007,-0.17293233082706772,"ORD0000108______, ORD0000112______"
159,"ORD0000113","Jamia","Chocolate Bar - Coffee Crisp",2021-01-19 00:00:00.000,7.2,7.2,-0.099999999999999645,-0.01388888888888884,"ORD0000113______"
432,"ORD0000114","Wikivu","Wine - Vouvray Cuvee Domaine",2021-01-19 00:00:00.000,19.2,53.2,24.14,0.45375939849624058,"ORD0000114______, ORD0000117______"
811,"ORD0000115","Tagpad","Coconut - Shredded, Sweet",2021-01-19 00:00:00.000,7.5,7.5,0.20000000000000018,0.026666666666666689,"ORD0000115______"
23,"ORD0000116","Bubblebox","Sea Urchin",2021-01-20 00:00:00.000,38.5,38.5,34.85,0.90519480519480522,"ORD0000116______"
59,"ORD0000117","Devify","Wine - Acient Coast Caberne",2021-01-20 00:00:00.000,34,53.2,24.14,0.45375939849624058,"ORD0000114______, ORD0000117______"
115,"ORD0000118","Fliptune","Relish",2021-01-20 00:00:00.000,17.6,152,134.935,0.88773026315789472,"ORD0000118______"
128,"ORD0000118","Fliptune","Skewers - Bamboo",2021-01-20 00:00:00.000,30,152,134.935,0.88773026315789472,"ORD0000118______"
468,"ORD0000118","Fliptune","Wine - Dubouef Macon - Villages",2021-01-20 00:00:00.000,12.5,152,134.935,0.88773026315789472,"ORD0000118______"
63,"ORD0000118","Fliptune","Brandy Cherry - Mcguinness",2021-01-21 00:00:00.000,28.6,152,134.935,0.88773026315789472,"ORD0000118______"
248,"ORD0000118","Fliptune","Thyme - Fresh",2021-01-21 00:00:00.000,10.8,152,134.935,0.88773026315789472,"ORD0000118______"
254,"ORD0000118","Fliptune","Water - Spring Water 500ml",2021-01-21 00:00:00.000,52.5,152,134.935,0.88773026315789472,"ORD0000118______"
295,"ORD0000119","Mita","V8 Splash Strawberry Kiwi",2021-01-21 00:00:00.000,29.9,49.7,30.095000000000006,0.60553319919517112,"ORD0000111______, ORD0000119______"
369,"ORD0000120","Voolith","Crab - Blue, Frozen",2021-01-21 00:00:00.000,8,8,2.8,0.35,"ORD0000120______"
384,"ORD0000121","Cogilith","Beer - Moosehead",2021-01-21 00:00:00.000,17.6,17.6,7.2200000000000006,0.41022727272727272,"ORD0000121______"
731,"ORD0000122","Fliptune","Pear - Packum",2021-01-21 00:00:00.000,33,33,8.5799999999999983,0.25999999999999995,"ORD0000122______"
804,"ORD0000123","Livepath","Sausage - Andouille",2021-01-21 00:00:00.000,44,44,11.439999999999998,0.25999999999999995,"ORD0000123______"
822,"ORD0000124","Centizu","Chicken Thigh - Bone Out",2021-01-21 00:00:00.000,24,24,15.36,0.64,"ORD0000124______"
101,"ORD0000125","Wikizz","Milk - 2%",2021-01-22 00:00:00.000,21.6,21.6,8.64,0.4,"ORD0000125______"
568,"ORD0000126","Dabtype","Orange - Tangerine",2021-01-22 00:00:00.000,36.3,36.3,13.069999999999997,0.36005509641873273,"ORD0000126______"
571,"ORD0000127","Blogtag","Shrimp - 21/25, Peel And Deviened",2021-01-22 00:00:00.000,17,17,6.6300000000000008,0.39000000000000007,"ORD0000127______"
626,"ORD0000128","Thoughtworks","Corn Shoots",2021-01-22 00:00:00.000,18.4,18.4,6.259999999999998,0.34021739130434775,"ORD0000128______"
698,"ORD0000129","Kanoodle","Wine - Vineland Estate Semi - Dry",2021-01-22 00:00:00.000,11.4,11.4,6.1875,0.54276315789473684,"ORD0000129______"
971,"ORD0000130","Demivee","Arizona - Plum Green Tea",2021-01-22 00:00:00.000,12.8,47.599999999999994,13.839999999999996,0.29075630252100837,"ORD0000130______, ORD0000132______"
143,"ORD0000131","Wordpedia","Godiva White Chocolate",2021-01-23 00:00:00.000,33,122.60000000000001,115.11000000000001,0.93890701468189242,"ORD0000131______"
188,"ORD0000131","Wordpedia","Tobasco Sauce",2021-01-23 00:00:00.000,22.4,122.60000000000001,115.11000000000001,0.93890701468189242,"ORD0000131______"
434,"ORD0000131","Wordpedia","Beef - Striploin Aa",2021-01-23 00:00:00.000,12,122.60000000000001,115.11000000000001,0.93890701468189242,"ORD0000131______"
494,"ORD0000131","Wordpedia","Lid - Translucent, 3.5 And 6 Oz",2021-01-23 00:00:00.000,8.4,122.60000000000001,115.11000000000001,0.93890701468189242,"ORD0000131______"
507,"ORD0000131","Wordpedia","Beef - Top Sirloin - Aaa",2021-01-23 00:00:00.000,26,122.60000000000001,115.11000000000001,0.93890701468189242,"ORD0000131______"
670,"ORD0000131","Wordpedia","Wine - Magnotta - Bel Paese White",2021-01-23 00:00:00.000,20.8,122.60000000000001,115.11000000000001,0.93890701468189242,"ORD0000131______"
776,"ORD0000132","Ailane","Cup - 6oz, Foam",2021-01-23 00:00:00.000,34.8,47.599999999999994,13.839999999999996,0.29075630252100837,"ORD0000130______, ORD0000132______"
781,"ORD0000133","Flipstorm","Chicken Thigh - Bone Out",2021-01-23 00:00:00.000,24,24,10.32,0.43,"ORD0000133______"
869,"ORD0000134","Skinder","Salt And Pepper Mix - White",2021-01-23 00:00:00.000,7.4,7.4,4.66,0.62972972972972974,"ORD0000134______"
928,"ORD0000135","Gevee","Bread - Focaccia Quarter",2021-01-23 00:00:00.000,22,22,7.26,0.33,"ORD0000135______"
960,"ORD0000136","Fiveclub","Soup - Cream Of Broccoli, Dry",2021-01-23 00:00:00.000,9.8,82.4,74.34,0.90218446601941749,"ORD0000136______"
76,"ORD0000136","Fiveclub","Quail - Eggs, Fresh",2021-01-24 00:00:00.000,28,82.4,74.34,0.90218446601941749,"ORD0000136______"
100,"ORD0000136","Fiveclub","Beets - Candy Cane, Organic",2021-01-24 00:00:00.000,27,82.4,74.34,0.90218446601941749,"ORD0000136______"
135,"ORD0000136","Fiveclub","Puree - Blackcurrant",2021-01-24 00:00:00.000,3.2,82.4,74.34,0.90218446601941749,"ORD0000136______"
249,"ORD0000136","Fiveclub","Mushroom - Lg - Cello",2021-01-24 00:00:00.000,14.4,82.4,74.34,0.90218446601941749,"ORD0000136______"
255,"ORD0000137","Plambee","Banana",2021-01-24 00:00:00.000,25.2,25.2,10.84,0.43015873015873018,"ORD0000137______"
307,"ORD0000138","Feedfish","Shiratamako - Rice Flour",2021-01-24 00:00:00.000,15.2,15.2,6.08,0.4,"ORD0000138______"
358,"ORD0000139","Jayo","Beans - Turtle, Black, Dry",2021-01-24 00:00:00.000,18.5,18.5,6.66,0.36,"ORD0000139______"
452,"ORD0000140","Wordware","Extract - Vanilla,artificial",2021-01-24 00:00:00.000,20.3,20.3,8.73,0.43004926108374386,"ORD0000140______"
555,"ORD0000141","Oloo","Hog / Sausage Casing - Pork",2021-01-24 00:00:00.000,37.7,37.7,16.210000000000004,0.42997347480106107,"ORD0000141______"
864,"ORD0000142","Fivechat","Muffin Mix - Chocolate Chip",2021-01-24 00:00:00.000,37.2,47.1,23.97,0.5089171974522293,"ORD0000142______, ORD0000149______"
872,"ORD0000143","LiveZ","Wine - Montecillo Rioja Crianza",2021-01-24 00:00:00.000,36,42.9,28.459999999999997,0.66340326340326339,"ORD0000143______, ORD0000144______"
77,"ORD0000144","Thoughtstorm","Vinegar - Tarragon",2021-01-25 00:00:00.000,6.9,42.9,28.459999999999997,0.66340326340326339,"ORD0000143______, ORD0000144______"
108,"ORD0000145","Youfeed","Soup - Verve - Chipotle Chicken",2021-01-25 00:00:00.000,9.1,9.1,2.7299999999999995,0.29999999999999993,"ORD0000145______"
273,"ORD0000146","Eabox","Cheese - Valancey",2021-01-25 00:00:00.000,6.4,6.4,2.37,0.3703125,"ORD0000146______"
352,"ORD0000147","Zoozzy","Soap - Pine Sol Floor Cleaner",2021-01-25 00:00:00.000,12.5,12.5,3.25,0.26,"ORD0000147______"
607,"ORD0000148","Geba","Cheese - Valancey",2021-01-25 00:00:00.000,32.4,32.4,20.735,0.63996913580246917,"ORD0000148______"
676,"ORD0000149","Tagpad","Cream Of Tartar",2021-01-25 00:00:00.000,9.9,47.1,23.97,0.5089171974522293,"ORD0000142______, ORD0000149______"
787,"ORD0000150","Photobean","Table Cloth 90x90 Colour",2021-01-25 00:00:00.000,3.5,3.5,1.0099999999999998,0.28857142857142853,"ORD0000150______"
886,"ORD0000151","Voonyx","Lamb - Shanks",2021-01-25 00:00:00.000,28.8,28.8,7.490000000000002,0.26006944444444452,"ORD0000151______"
81,"ORD0000152","Ainyx","Sugar - Crumb",2021-01-26 00:00:00.000,42.9,76.699999999999989,51.084999999999987,0.66603650586701424,"ORD0000152______, ORD0000153______"
211,"ORD0000153","Lazzy","Corn Syrup",2021-01-26 00:00:00.000,33.8,76.699999999999989,51.084999999999987,0.66603650586701424,"ORD0000152______, ORD0000153______"
293,"ORD0000154","Chatterbridge","Appetizer - Tarragon Chicken",2021-01-26 00:00:00.000,40.7,291.4,273.25,0.93771448181194239,"ORD0000154______"
331,"ORD0000154","Chatterbridge","Cleaner - Comet",2021-01-26 00:00:00.000,16.5,291.4,273.25,0.93771448181194239,"ORD0000154______"
