device_fk,mountpoint_pk,mountpoint,identifier,filesystem,fstype_name,capacity,free_capacity,label,first_added,last_updated,free_cap_per,used_cap_per
5607,3345,"/var/lib/docker/overlay2/dc013ae44a090d2985e02441829928a09f837fcaf10966945c11ac8c9399cbe1/merged","Mountpoint:/var/lib/docker/overlay2/dc013ae44a090d2985e02441829928a09f837fcaf10966945c11ac8c9399cbe1/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:05.593,2018-07-23 13:48:10.896,77,23
5607,3346,"/var/lib/docker/overlay2/d431ff58d4ae8d20c4016a6caf906336249693915cd96d03b8bb3caac4225aa4/merged","Mountpoint:/var/lib/docker/overlay2/d431ff58d4ae8d20c4016a6caf906336249693915cd96d03b8bb3caac4225aa4/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:10.876,2018-07-23 13:48:21.173,77,23
5607,3347,"/var/lib/docker/overlay2/079716638b11366d0c725c3da4c9484696a437758225922921f666d720b1b7ae/merged","Mountpoint:/var/lib/docker/overlay2/079716638b11366d0c725c3da4c9484696a437758225922921f666d720b1b7ae/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:05.280,2018-07-23 13:48:10.043,77,23
5607,3348,"/var/lib/docker/overlay2/466fe7121701ce946befbb63fe4aa38404f9a353d62fa0f48c50c5aab4352ffd/merged","Mountpoint:/var/lib/docker/overlay2/466fe7121701ce946befbb63fe4aa38404f9a353d62fa0f48c50c5aab4352ffd/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:06.600,2018-07-23 13:48:13.506,77,23
5607,3351,"/var/lib/docker/overlay2/69fa291f1a5adba2198af90cd14c06397ae108dc90f24a8278d5600b21d755cc/merged","Mountpoint:/var/lib/docker/overlay2/69fa291f1a5adba2198af90cd14c06397ae108dc90f24a8278d5600b21d755cc/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:07.293,2018-07-23 13:48:14.920,77,23
5607,3355,"/var/lib/docker/overlay2/b708350e1f90a96abd54cf82d86f8786898cc2da5796807737b309b6c72fce1b/merged","Mountpoint:/var/lib/docker/overlay2/b708350e1f90a96abd54cf82d86f8786898cc2da5796807737b309b6c72fce1b/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:05.493,2018-07-23 13:48:10.650,77,23
5607,3364,"/var/lib/docker/overlay2/e870b439c626f03f3c057478baa0c16fb4d8e83cf5f858b5b42b6cb40c395bee/merged","Mountpoint:/var/lib/docker/overlay2/e870b439c626f03f3c057478baa0c16fb4d8e83cf5f858b5b42b6cb40c395bee/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:06.586,2018-07-23 13:48:13.480,77,23
5607,3372,"/var/lib/docker/overlay2/50879097360b39449633db58932df468e21be86a92adee4368cf265be1e555de/merged","Mountpoint:/var/lib/docker/overlay2/50879097360b39449633db58932df468e21be86a92adee4368cf265be1e555de/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:06.136,2018-07-23 13:48:12.143,77,23
5607,3383,"/var/lib/docker/overlay2/3a456876470d653b37b57bbf777944a4a54aefe4b045ce0fe110e286ffbff023/merged","Mountpoint:/var/lib/docker/overlay2/3a456876470d653b37b57bbf777944a4a54aefe4b045ce0fe110e286ffbff023/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:06.643,2018-07-23 13:48:13.603,77,23
5607,3385,"/var/lib/docker/overlay2/b4554cbf3831810b3df28583b06c9cb81a5c8f3cb8365e7e209615fdbce27372/merged","Mountpoint:/var/lib/docker/overlay2/b4554cbf3831810b3df28583b06c9cb81a5c8f3cb8365e7e209615fdbce27372/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:06.710,2018-07-23 13:48:13.746,77,23
5607,3408,"/var/lib/docker/overlay2/ecc55308e572d7ec40e5638afdeb544abb1442731c4a8c273c2704e5fecfe6d5/merged","Mountpoint:/var/lib/docker/overlay2/ecc55308e572d7ec40e5638afdeb544abb1442731c4a8c273c2704e5fecfe6d5/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:06.703,2018-07-23 13:48:13.733,77,23
5607,3410,"/var/lib/docker/overlay2/806d3225a7e51efe1d557d32bb68c7003ff68b2c867cca9260c8130d166c4ba0/merged","Mountpoint:/var/lib/docker/overlay2/806d3225a7e51efe1d557d32bb68c7003ff68b2c867cca9260c8130d166c4ba0/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:07.450,2018-07-23 13:48:15.200,77,23
5607,3421,"/var/lib/docker/overlay2/8883a616b70186816c478a7655b1462492ded836814dbbb38e1ac95ec73b8fd0/merged","Mountpoint:/var/lib/docker/overlay2/8883a616b70186816c478a7655b1462492ded836814dbbb38e1ac95ec73b8fd0/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:05.900,2018-07-23 13:48:11.623,77,23
5607,3422,"/var/lib/docker/overlay2/f201ec7052e9a7767bff0d3e45ccb3859f09e70c10ce889c232323742b4082fd/merged","Mountpoint:/var/lib/docker/overlay2/f201ec7052e9a7767bff0d3e45ccb3859f09e70c10ce889c232323742b4082fd/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:06.593,2018-07-23 13:48:13.493,77,23
5607,3426,"/var/lib/docker/overlay2/535ec0a10ee96a594693b80616a71c1a1ac2afc812a44873bcb5e50965be40b7/merged","Mountpoint:/var/lib/docker/overlay2/535ec0a10ee96a594693b80616a71c1a1ac2afc812a44873bcb5e50965be40b7/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:05.933,2018-07-23 13:48:11.706,77,23
5607,3428,"/var/lib/docker/overlay2/9efcf91dfa8172642b2e26004dfff47b26f36f063792b0b2c73708c23955d65e/merged","Mountpoint:/var/lib/docker/overlay2/9efcf91dfa8172642b2e26004dfff47b26f36f063792b0b2c73708c23955d65e/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:03.240,2018-07-23 13:48:04.806,77,23
5607,3429,"/var/lib/docker/overlay2/c5e2fbdc916bfd06b357536c3bb27dcc7d6eeee50a6ee5b0249accd2c47e81c2/merged","Mountpoint:/var/lib/docker/overlay2/c5e2fbdc916bfd06b357536c3bb27dcc7d6eeee50a6ee5b0249accd2c47e81c2/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:03.760,2018-07-23 13:48:06.513,77,23
5607,3430,"/var/lib/docker/overlay2/dd72157deb9267132a72c00835a3e037e50a62d9bd3dfb635243f2b299b92371/merged","Mountpoint:/var/lib/docker/overlay2/dd72157deb9267132a72c00835a3e037e50a62d9bd3dfb635243f2b299b92371/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:07.806,2018-07-23 13:48:15.703,77,23
5607,3431,"/var/lib/docker/overlay2/641afe4667ed0859a104ec4bd5011127c062a7aa9a3f2ad930e6b26512c31feb/merged","Mountpoint:/var/lib/docker/overlay2/641afe4667ed0859a104ec4bd5011127c062a7aa9a3f2ad930e6b26512c31feb/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:05.136,2018-07-23 13:48:09.700,77,23
5607,3446,"/var/lib/docker/overlay2/b19beba8fab6cfae1d42bc778ab66a7b681edfce217f247e9346af03a26ae5af/merged","Mountpoint:/var/lib/docker/overlay2/b19beba8fab6cfae1d42bc778ab66a7b681edfce217f247e9346af03a26ae5af/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:07.456,2018-07-23 13:48:15.210,77,23
5607,3448,"/var/lib/docker/overlay2/2c91056f5e68fe0754f5e0e47e14ef93fe75a58f46eacff6cb94b34a3600358f/merged","Mountpoint:/var/lib/docker/overlay2/2c91056f5e68fe0754f5e0e47e14ef93fe75a58f46eacff6cb94b34a3600358f/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:07.193,2018-07-23 13:48:14.736,77,23
5607,3450,"/var/lib/docker/overlay2/2cbb1d5fd670300fec1ea9ced18e7a924c3e4c9917672c1e3c9d8f0fc523e6a5/merged","Mountpoint:/var/lib/docker/overlay2/2cbb1d5fd670300fec1ea9ced18e7a924c3e4c9917672c1e3c9d8f0fc523e6a5/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:05.576,2018-07-23 13:48:10.866,77,23
5607,3461,"/var/lib/docker/overlay2/fda24fe11f69c3c77f83f55f59b5fa4cef89157cfab41bcc4890e8e0df43c061/merged","Mountpoint:/var/lib/docker/overlay2/fda24fe11f69c3c77f83f55f59b5fa4cef89157cfab41bcc4890e8e0df43c061/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:03.770,2018-07-23 13:48:06.543,77,23
5607,3470,"/var/lib/docker/overlay2/ba27a64fd9ec332b336af0f4b7c6e1b6f33e762462d81d3105f2f28f5c50efae/merged","Mountpoint:/var/lib/docker/overlay2/ba27a64fd9ec332b336af0f4b7c6e1b6f33e762462d81d3105f2f28f5c50efae/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:07.973,2018-07-23 13:48:15.956,77,23
5607,3473,"/var/lib/docker/overlay2/1f6b4a77a50b30e650f61f08e8c5420b337458a4b9d42d83be9f1179bbb71f74/merged","Mountpoint:/var/lib/docker/overlay2/1f6b4a77a50b30e650f61f08e8c5420b337458a4b9d42d83be9f1179bbb71f74/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:05.946,2018-07-23 13:48:11.730,77,23
5607,3474,"/var/lib/docker/overlay2/f0dcdcc01ef410ed8591969db11259a7b809f5437d6ee966de48fe656c30ce56/merged","Mountpoint:/var/lib/docker/overlay2/f0dcdcc01ef410ed8591969db11259a7b809f5437d6ee966de48fe656c30ce56/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:10.186,2018-07-23 13:48:19.520,77,23
5607,3481,"/var/lib/docker/overlay2/c2f9c1791079e254a823f45e54f2027d22c443a9fd340e984844fd3ab212342e/merged","Mountpoint:/var/lib/docker/overlay2/c2f9c1791079e254a823f45e54f2027d22c443a9fd340e984844fd3ab212342e/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:08.283,2018-07-23 13:48:16.450,77,23
5607,3482,"/var/lib/docker/overlay2/dced9d3086c3202600a92a920b9b95e641eda76e65f43cfec43c2ea21eb3838e/merged","Mountpoint:/var/lib/docker/overlay2/dced9d3086c3202600a92a920b9b95e641eda76e65f43cfec43c2ea21eb3838e/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:09.326,2018-07-23 13:48:18.073,77,23
5607,3483,"/var/lib/docker/overlay2/e3c196aa97de20423e0af08ff289702eb5d822ae457a194b34c1e56788cec23a/merged","Mountpoint:/var/lib/docker/overlay2/e3c196aa97de20423e0af08ff289702eb5d822ae457a194b34c1e56788cec23a/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:09.320,2018-07-23 13:48:18.056,77,23
5607,3484,"/var/lib/docker/overlay2/d0b38f13585baec9c871786c6273bd47bdffba2f05b2306b2508c1d2a355c9e3/merged","Mountpoint:/var/lib/docker/overlay2/d0b38f13585baec9c871786c6273bd47bdffba2f05b2306b2508c1d2a355c9e3/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:03.040,2018-07-23 13:48:04.226,77,23
5607,3485,"/var/lib/docker/overlay2/ffcaa7e6ab92c964098557c8dacbf99c71c30cd3d239e0191b4e9d00864f741b/merged","Mountpoint:/var/lib/docker/overlay2/ffcaa7e6ab92c964098557c8dacbf99c71c30cd3d239e0191b4e9d00864f741b/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:08.323,2018-07-23 13:48:16.496,77,23
5607,3486,"/var/lib/docker/overlay2/4ed6100749030000a8edd150a09b8f02bdd83da5ea890f00fd1be6801a550b95/merged","Mountpoint:/var/lib/docker/overlay2/4ed6100749030000a8edd150a09b8f02bdd83da5ea890f00fd1be6801a550b95/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:05.986,2018-07-23 13:48:11.806,77,23
5607,3487,"/var/lib/docker/overlay2/6019460fddeae4c0e5249315aef769dd858096534604f1bfb4ee4497575c5972/merged","Mountpoint:/var/lib/docker/overlay2/6019460fddeae4c0e5249315aef769dd858096534604f1bfb4ee4497575c5972/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:07.790,2018-07-23 13:48:15.680,77,23
5607,3488,"/var/lib/docker/overlay2/e4753b206649f44e60c2eede5aa24f89bebed881dba5925e32d84038d89c27ec/merged","Mountpoint:/var/lib/docker/overlay2/e4753b206649f44e60c2eede5aa24f89bebed881dba5925e32d84038d89c27ec/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:03.373,2018-07-23 13:48:05.186,77,23
5607,3495,"/var/lib/docker/overlay2/b81665b5b424cbf232ac1e19e9ef163d9c53dc2c44b6ca0573871b0db21682d8/merged","Mountpoint:/var/lib/docker/overlay2/b81665b5b424cbf232ac1e19e9ef163d9c53dc2c44b6ca0573871b0db21682d8/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:08.716,2018-07-23 13:48:17.093,77,23
5607,3496,"/var/lib/docker/overlay2/30aa4dfeea97b326aec4db64349ea44f5e6975bf81c2abdce1d1d2d9630e85da/merged","Mountpoint:/var/lib/docker/overlay2/30aa4dfeea97b326aec4db64349ea44f5e6975bf81c2abdce1d1d2d9630e85da/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:05.960,2018-07-23 13:48:11.753,77,23
5607,3497,"/var/lib/docker/overlay2/d3c34d239265e4fd437bc6cd3f37dc2dab31bd855871e636e12c7343442193cd/merged","Mountpoint:/var/lib/docker/overlay2/d3c34d239265e4fd437bc6cd3f37dc2dab31bd855871e636e12c7343442193cd/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:03.390,2018-07-23 13:48:05.240,77,23
5607,3499,"/var/lib/docker/overlay2/bdd8d04ffb4c3256be38bccf350eb4843361394e0011ac869f674c8ff96311ef/merged","Mountpoint:/var/lib/docker/overlay2/bdd8d04ffb4c3256be38bccf350eb4843361394e0011ac869f674c8ff96311ef/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:10.196,2018-07-23 13:48:19.530,77,23
5607,3503,"/var/lib/docker/overlay2/968ddb18d1b72106ffc9ca16dfddcd1b65a96bc12e9db49e2bb0f8939369e628/merged","Mountpoint:/var/lib/docker/overlay2/968ddb18d1b72106ffc9ca16dfddcd1b65a96bc12e9db49e2bb0f8939369e628/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:06.163,2018-07-23 13:48:12.196,77,23
5607,3504,"/var/lib/docker/overlay2/1e016521580397a57845ca5b19073e6cef3d2b746aad08942fa0b4803c735632/merged","Mountpoint:/var/lib/docker/overlay2/1e016521580397a57845ca5b19073e6cef3d2b746aad08942fa0b4803c735632/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:09.376,2018-07-23 13:48:18.180,77,23
5607,3505,"/var/lib/docker/overlay2/03491a26a60d85ee4388562e444bb5423c895bfcaa7188bb505031940831b8f3/merged","Mountpoint:/var/lib/docker/overlay2/03491a26a60d85ee4388562e444bb5423c895bfcaa7188bb505031940831b8f3/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:10.180,2018-07-23 13:48:19.506,77,23
5607,3506,"/var/lib/docker/overlay2/61a79e992621b956437ee953b2db3ee2561a37e572274b84fd817d753d0af444/merged","Mountpoint:/var/lib/docker/overlay2/61a79e992621b956437ee953b2db3ee2561a37e572274b84fd817d753d0af444/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:03.286,2018-07-23 13:48:04.976,77,23
5607,3507,"/var/lib/docker/overlay2/041d1b1f85c0574baee510c23703ed6c69baedf780ad915509d5e5d819ed1d80/merged","Mountpoint:/var/lib/docker/overlay2/041d1b1f85c0574baee510c23703ed6c69baedf780ad915509d5e5d819ed1d80/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:03.763,2018-07-23 13:48:06.530,77,23
5607,3508,"/var/lib/docker/overlay2/37bb0670df16ff094002f11d15123b463640af7ed32ac8029bb4e755de48f6ed/merged","Mountpoint:/var/lib/docker/overlay2/37bb0670df16ff094002f11d15123b463640af7ed32ac8029bb4e755de48f6ed/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:06.156,2018-07-23 13:48:12.186,77,23
5607,3509,"/var/lib/docker/overlay2/1b521c018004b003dcfd27647003f4b668490f7950f02f08862d58df3ad460c9/merged","Mountpoint:/var/lib/docker/overlay2/1b521c018004b003dcfd27647003f4b668490f7950f02f08862d58df3ad460c9/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:03.356,2018-07-23 13:48:05.166,77,23
5607,3514,"/var/lib/docker/overlay2/274d250dd4fb14f83eafde68ffdac82bac05ee17319447ce6fc99df6bade20b4/merged","Mountpoint:/var/lib/docker/overlay2/274d250dd4fb14f83eafde68ffdac82bac05ee17319447ce6fc99df6bade20b4/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:03.396,2018-07-23 13:48:05.250,77,23
5607,3515,"/var/lib/docker/overlay2/2136d473ea3f28dff40346eefc7f6297d5fcf67267b78b4f648631ed184eb999/merged","Mountpoint:/var/lib/docker/overlay2/2136d473ea3f28dff40346eefc7f6297d5fcf67267b78b4f648631ed184eb999/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:09.176,2018-07-23 13:48:17.836,77,23
5607,3516,"/var/lib/docker/overlay2/c5cea72c7900d5503d5c3023c70224b98d809c71c6b3d0d8d6c2464b5e3fe341/merged","Mountpoint:/var/lib/docker/overlay2/c5cea72c7900d5503d5c3023c70224b98d809c71c6b3d0d8d6c2464b5e3fe341/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:08.313,2018-07-23 13:48:16.483,77,23
5607,3517,"/var/lib/docker/overlay2/091ebe9f7c4774dfdde917fba6a73488527ccba6e029320461a8153cac343472/merged","Mountpoint:/var/lib/docker/overlay2/091ebe9f7c4774dfdde917fba6a73488527ccba6e029320461a8153cac343472/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:06.043,2018-07-23 13:48:11.920,77,23
5607,3518,"/var/lib/docker/overlay2/3a3ae2f339bb60bd3480c70c9e615cbac8e45faa9d426118ac65690c5e132f84/merged","Mountpoint:/var/lib/docker/overlay2/3a3ae2f339bb60bd3480c70c9e615cbac8e45faa9d426118ac65690c5e132f84/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:06.100,2018-07-23 13:48:12.056,77,23
5607,3520,"/var/lib/docker/overlay2/15624939c5426bfcd0ba2b6fbb6e64706673bb327418add6223ec3ff656d1586/merged","Mountpoint:/var/lib/docker/overlay2/15624939c5426bfcd0ba2b6fbb6e64706673bb327418add6223ec3ff656d1586/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:03.633,2018-07-23 13:48:06.066,77,23
5607,3522,"/var/lib/docker/overlay2/b21d89fceb46335d1a5c18779e5a4609b17b0eb5e672d2514d48a8f2e4738183/merged","Mountpoint:/var/lib/docker/overlay2/b21d89fceb46335d1a5c18779e5a4609b17b0eb5e672d2514d48a8f2e4738183/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:07.566,2018-07-23 13:48:15.366,77,23
5607,3529,"/var/lib/docker/overlay2/a5b4cd23abad5b1ab970868af977ad299098221e31c8469ee649671b7b67ddcb/merged","Mountpoint:/var/lib/docker/overlay2/a5b4cd23abad5b1ab970868af977ad299098221e31c8469ee649671b7b67ddcb/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:10.240,2018-07-23 13:48:19.600,77,23
5607,3530,"/var/lib/docker/overlay2/82dcd5fc7dd0a8fc78fad1254edb28fcd24a8fc1b3db27ff0ed680347de712db/merged","Mountpoint:/var/lib/docker/overlay2/82dcd5fc7dd0a8fc78fad1254edb28fcd24a8fc1b3db27ff0ed680347de712db/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:08.033,2018-07-23 13:48:16.043,77,23
5607,3535,"/var/lib/docker/overlay2/c67103353b1bf52488edfd630573b67a144c7abc4d5e8443f666bd3058aecdad/merged","Mountpoint:/var/lib/docker/overlay2/c67103353b1bf52488edfd630573b67a144c7abc4d5e8443f666bd3058aecdad/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:06.066,2018-07-23 13:48:11.973,77,23
5607,3536,"/var/lib/docker/overlay2/1a2a9b7bdc2ffd14b62cfdc805aafbff59e64b865eecfdcd46003bcc8377457d/merged","Mountpoint:/var/lib/docker/overlay2/1a2a9b7bdc2ffd14b62cfdc805aafbff59e64b865eecfdcd46003bcc8377457d/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:08.330,2018-07-23 13:48:16.510,77,23
5607,3539,"/var/lib/docker/overlay2/49f8bb766c6b0855f947c5bb5967a626d1ad19ca24507f4ab9b1c2d83aeb1b65/merged","Mountpoint:/var/lib/docker/overlay2/49f8bb766c6b0855f947c5bb5967a626d1ad19ca24507f4ab9b1c2d83aeb1b65/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:06.093,2018-07-23 13:48:12.046,77,23
5607,3540,"/var/lib/docker/overlay2/c91293fd33be9f9a3e933dfc83f38bc6d1628a5ae14ee4dd2cd90fe7306d4530/merged","Mountpoint:/var/lib/docker/overlay2/c91293fd33be9f9a3e933dfc83f38bc6d1628a5ae14ee4dd2cd90fe7306d4530/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:09.336,2018-07-23 13:48:18.090,77,23
5607,3541,"/var/lib/docker/overlay2/95e3bc2841a9430e991f4f793bc2277e48b40b9ed30e4d7becca1fcd1107f4c3/merged","Mountpoint:/var/lib/docker/overlay2/95e3bc2841a9430e991f4f793bc2277e48b40b9ed30e4d7becca1fcd1107f4c3/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:04.526,2018-07-23 13:48:08.316,77,23
5607,3542,"/var/lib/docker/overlay2/a82da3cb9d7f24b0d5ac723f517b7b5575b07103b07eabd0340875043dfc01e7/merged","Mountpoint:/var/lib/docker/overlay2/a82da3cb9d7f24b0d5ac723f517b7b5575b07103b07eabd0340875043dfc01e7/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:06.716,2018-07-23 13:48:13.756,77,23
5607,3543,"/var/lib/docker/overlay2/65877f8f9701e41971121c0d7cef0bbe0977f19b3b77510b4a670b2ba227e8c5/merged","Mountpoint:/var/lib/docker/overlay2/65877f8f9701e41971121c0d7cef0bbe0977f19b3b77510b4a670b2ba227e8c5/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:09.310,2018-07-23 13:48:18.043,77,23
5607,3544,"/var/lib/docker/overlay2/30096be0e36b17876749c8ac29434e35d818cf5a368c2a32bed1011da807be56/merged","Mountpoint:/var/lib/docker/overlay2/30096be0e36b17876749c8ac29434e35d818cf5a368c2a32bed1011da807be56/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:08.646,2018-07-23 13:48:16.996,77,23
5607,3545,"/var/lib/docker/overlay2/2736b1589db2ee400059974f629c25dbf6e00cbd86661f2c320056a38d6f3759/merged","Mountpoint:/var/lib/docker/overlay2/2736b1589db2ee400059974f629c25dbf6e00cbd86661f2c320056a38d6f3759/merged:5607","overlay","overlay",83515,"64364.00","",2018-02-14 14:48:05.156,2018-07-23 13:48:09.736,77,23
