CORP_PERIOD_DT 1,PROGRAM_LINE_CD,PROGRAM_YR,WRITTEN_PREMIUM_AT1,EARNED_PREMIUM_AT,WRITTEN_PREMIUM_AT,EXPCTD_RPTD_LOSS_ALAE_AT,EXPCTD_ULTIM_LOSS_ALAE_AT,INDICATED_IBNR_AT,DIR_MODIFD_PRCNG_IBNR_AT,ACTRL_SEGMNT_IBNR_AT,NET_WRITTEN_PREMIUM_AMT,NET_EARNED_PREMIUM_AT,NET_RPTD_LOSS_ALAE_UNDIS_AT,NET_EXPCTD_RPTD_LOSS_ALAE_AT,NET_EXPCTD_ULTIM_LOSS_ALAE_AT,NET_INDICATED_IBNR_AT,NET_MODIFD_PRCNG_IBNR_AT,NET_ACTRL_SEGMNT_IBNR_AT,Difference Written Premium,Cumulative Sum 1 Column,Cumulative Sum 2 Column,CORP_PERIOD_DT 2
2017-12-08 00:00:00.000,T6,2014,4583663.0,4583663.0,4583663.0,1981372.89,2690367.58,708994.67,708994.67,-284100.44,4583663.0,4583663.0,6874699.92,1981372.87,2690367.58,708994.69,708994.69,-460815.61,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2018-12-07 00:00:00.000,D4,2012,10579215.61,10579215.61,10579215.61,6284049.46,6284049.46,0.0,0.0,788588.47,10579215.61,10579215.61,4916880.61,6284049.46,6284049.46,0.0,0.0,1185653.45,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2017-12-08 00:00:00.000,68,2011,37306.5,37306.5,37306.5,18215.47,21130.41,2914.94,2914.94,3364.08,37306.5,37306.5,0.0,18215.47,21130.41,2914.94,2914.94,3332.82,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2018-12-07 00:00:00.000,64,2006,21073271.0,21073271.0,21073271.0,12827624.37,13585033.2,757408.74,757408.74,104420.76,17269242.1,17269242.1,3436601.59,10495572.3,11137039.91,641467.35,641467.35,116516.96,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2018-12-07 00:00:00.000,74,2012,1807626.0,1807626.0,1807626.0,691036.09,813431.86,122395.66,122395.66,227300.91,1807626.0,1807626.0,372546.3,691036.09,813431.86,122395.66,122395.66,232353.31,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2018-12-07 00:00:00.000,M7,2015,750.0,750.0,750.0,357.72,500.6,142.88,142.88,48.81,750.0,750.0,0.0,354.78,496.77,141.99,141.99,53.52,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2017-12-08 00:00:00.000,P9,2004,2212984.0,2212984.0,2212984.0,723750.36,724960.53,1210.27,1210.27,35679.34,2171153.4,2171153.4,1465818.38,682187.42,683162.82,975.43,975.43,23896.03,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2018-12-07 00:00:00.000,4L,2015,1129899.0,1129899.0,1129899.0,564060.07,693757.93,129697.85,129697.85,203007.71,1129899.0,1129899.0,576665.34,564060.07,693757.93,129697.87,129697.87,237370.01,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2018-12-07 00:00:00.000,QA,2017,6620.0,3632.25,6620.0,90.65,2611.58,2520.94,2611.58,570.72,6620.0,3632.25,0.0,90.65,2611.58,2520.94,2611.58,572.43,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2017-12-08 00:00:00.000,86,2005,165794.0,165794.0,165794.0,60662.18,60780.52,118.36,118.36,-1652.48,0.0,0.0,0.0,0.03,0.02,0.0,0.0,-0.02,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2017-12-08 00:00:00.000,3V,2017,2497999.0,673006.21,2497999.0,100498.21,375537.46,275039.25,-683963.54,-786644.93,2497999.0,673006.21,1059501.0,100498.21,375537.46,275039.23,-683963.54,-780770.4,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2017-12-08 00:00:00.000,33,2009,5792823.68,5792823.68,5792823.68,3354044.88,3354044.88,0.0,0.0,-11277.12,5792823.68,5792823.68,3353665.32,3354044.88,3354044.88,0.0,0.0,-12506.39,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2018-12-07 00:00:00.000,36,1999,0.0,0.0,0.0,1005.52,1037.7,32.16,32.16,-77.21,0.0,0.0,0.0,-1300.94,-1342.47,-41.71,-41.71,-1206.08,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2017-12-08 00:00:00.000,VM,2016,8897593.0,8897593.0,8897593.0,2582235.44,4971214.31,2388977.58,2444864.52,730631.89,4645295.89,4645295.89,1653842.65,1345096.12,2636639.37,1291542.26,1344997.87,370431.25,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2018-12-07 00:00:00.000,VF,2012,187118531.0,187118531.0,187118531.0,90411720.8,94429051.67,4017303.1,4017303.1,103892.02,55175278.93,55175278.93,20781318.02,24373933.38,26698965.69,2325012.39,2325012.39,8209636.69,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2017-12-08 00:00:00.000,5G,2017,119478.0,33427.43,119478.0,42.42,19053.65,19011.21,19053.65,2251.6,119478.0,33427.43,0.0,42.42,19053.65,19011.21,19053.65,2372.77,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2018-12-07 00:00:00.000,B6,2010,11775747.0,11775747.0,11775747.0,6941281.17,6982148.86,40865.73,40865.73,79248.82,11767239.55,11767239.55,6823900.0,6937019.38,6977520.82,40498.79,40498.79,166391.4,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2017-12-08 00:00:00.000,7D,2014,13120678.0,13120584.42,13120678.0,4931064.11,4972701.29,41637.69,41637.69,268025.91,13120678.0,13120584.42,1904110.39,4931064.09,4972701.29,41637.8,41637.8,524280.53,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2018-12-07 00:00:00.000,86,2005,165794.0,165794.0,165794.0,61378.97,61440.56,61.6,61.6,-535.34,0.0,0.0,0.0,0.03,0.02,0.0,0.0,-0.06,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2018-12-07 00:00:00.000,69,2005,1336507.0,1336507.0,1336507.0,791049.48,801904.2,10854.73,10854.73,6978.78,1336507.0,1336507.0,5832.44,791049.48,801904.2,10854.73,10854.73,-10355.16,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2017-12-08 00:00:00.000,18,2002,93839.0,93839.0,93839.0,68805.06,70425.14,1620.09,1620.09,1600.03,93839.0,93839.0,150597.85,70664.53,72221.36,1556.82,1556.82,308.92,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2018-12-07 00:00:00.000,VS,2005,42930689.0,42930689.0,42930689.0,21430105.43,21524261.22,94138.21,94138.21,372772.72,24543413.71,24543413.71,6576638.15,12436842.94,12518874.99,82020.77,82020.77,-32697.48,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2018-12-07 00:00:00.000,6B,2017,3584622.0,2915214.99,3584622.0,854001.65,1719198.17,865196.72,1530464.28,26205.35,3508554.0,2851849.76,134112.6,832469.16,1683206.73,850737.76,1495935.72,212867.71,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2017-12-08 00:00:00.000,55,2001,4968555.0,4968555.0,4968555.0,5155132.64,5395039.64,239906.83,239906.83,20903.86,3754127.9,3754127.9,1885247.49,3883021.91,4063728.14,180706.15,180706.15,26079.83,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2017-12-08 00:00:00.000,N9,2011,394365.0,394365.0,394365.0,280870.04,283345.26,2474.2,2474.2,3770.51,386699.0,386699.0,15080.09,273585.76,276060.98,2474.2,2474.2,3456.03,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2018-12-07 00:00:00.000,3K,2017,160821168.0,140374353.13,160821168.0,48235598.27,80868371.99,32632753.05,41271828.16,6479189.84,156696203.0,136777966.53,42135803.04,48051686.88,79744156.25,31692468.79,40187392.56,15426718.47,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2018-12-07 00:00:00.000,F7,2011,5735079.0,5735079.0,5735079.0,3313917.19,3358411.23,44494.05,44494.05,309396.76,5735079.0,5735079.0,5321923.86,3313917.14,3358411.23,44494.1,44494.1,319986.07,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2018-12-07 00:00:00.000,99,2009,18139027.8,18139027.8,18139027.8,9112411.16,9228818.61,116406.57,116406.57,84943.11,18139054.8,18139054.8,7507040.89,9116295.35,9229349.1,113052.92,113052.92,109660.22,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2018-12-07 00:00:00.000,54,2002,209580.0,209580.0,209580.0,85881.52,89970.59,4089.13,4089.13,-3418.18,0.0,0.0,0.0,-0.06,-0.04,-0.1,-0.1,-0.04,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2018-12-07 00:00:00.000,4L,2018,339581.0,118578.51,339581.0,3224.4,78024.66,74800.31,78024.66,18042.52,339581.0,118578.51,0.0,3224.4,78024.66,74800.31,78024.66,18870.06,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2018-12-07 00:00:00.000,93,2016,2498840.0,2498840.0,2498840.0,438233.64,1394353.0,956118.57,1006582.2,124147.34,2498840.0,2498840.0,0.0,438233.64,1394353.0,956118.58,1006582.21,155192.49,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2017-12-08 00:00:00.000,QG,2017,11309.0,1245.94,11309.0,16.21,895.83,879.61,895.83,82.24,11309.0,1245.94,0.0,16.21,895.83,879.61,895.83,86.8,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2017-12-08 00:00:00.000,5E,2015,1174707.0,1174707.0,1174707.0,206998.49,697775.95,490777.44,545285.66,-77022.38,1174707.0,1174707.0,239838.69,206998.49,697775.95,490777.44,545285.66,-130957.1,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2018-12-07 00:00:00.000,VC,2016,4379057.0,4379057.0,4379057.0,2016336.78,2788480.72,772140.81,772140.81,472240.78,2393757.05,2393757.05,460654.85,1040393.0,1478066.28,437672.08,437672.08,309334.01,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2017-12-08 00:00:00.000,P4,2000,942466.0,942466.0,942466.0,897983.37,908181.95,10198.59,10198.59,16567.7,942466.0,942466.0,364668.23,898193.8,908392.38,10198.59,10198.59,4244.9,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2017-12-08 00:00:00.000,96,2009,2917961.0,2917961.0,2917961.0,1384274.78,1458981.92,74705.86,74705.86,92620.87,2917961.0,2917961.0,24450.55,1384274.73,1458981.92,74705.91,74705.91,96554.32,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2017-12-08 00:00:00.000,1L,2017,744565.0,199277.66,744565.0,8057.22,112876.16,104818.96,112876.16,-54940.43,742943.0,198780.26,0.0,8028.29,112590.16,104561.88,112590.16,-54023.2,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2017-12-08 00:00:00.000,39,2014,210815.0,210815.0,210815.0,21556.21,126489.0,104932.72,111955.19,50074.71,210815.0,210815.0,0.0,21556.21,126489.0,104932.72,111955.19,51534.35,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2017-12-08 00:00:00.000,94,2008,3317115.0,3317115.0,3317115.0,1422532.99,1628703.51,206170.6,206170.6,-19930.35,3317115.0,3317115.0,1290520.15,1422532.99,1628703.51,206170.61,206170.61,-15675.16,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2017-12-08 00:00:00.000,B6,2014,16706445.0,16706445.0,16706445.0,8184267.94,9598421.8,1414153.75,1414153.75,403090.57,16706445.0,16706445.0,11919568.72,8184267.88,9598421.8,1414153.8,1414153.8,-50972.95,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2018-12-07 00:00:00.000,C3,2004,3847630.0,3847630.0,3847630.0,2348740.31,2424790.66,76050.41,76050.41,-2651.23,3626546.2,3626546.2,1991066.4,2116589.25,2191131.89,74542.46,74542.46,-34390.6,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2018-12-07 00:00:00.000,99,2014,20997441.0,20997441.0,20997441.0,9066438.32,10366702.08,1300225.82,1300225.82,843363.8,20923533.0,20923533.0,7061309.04,9089467.93,10348224.33,1258718.71,1258718.71,822168.81,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2017-12-08 00:00:00.000,VF,2017,208003169.0,118700891.87,208003169.0,38689140.5,66379025.24,27689839.31,36537923.79,6932071.77,52767206.9,30180951.46,5963821.95,8613484.48,16692356.73,8078891.81,10728534.78,2558607.09,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2018-12-07 00:00:00.000,61,2005,5664.0,5664.0,5664.0,2625.12,2642.9,17.79,17.79,17.15,5664.0,5664.0,0.0,2728.37,2747.25,18.88,18.88,68.14,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2018-12-07 00:00:00.000,82,2005,2403257.0,2403257.0,2403257.0,1428291.09,1441954.2,13663.11,13663.11,12473.38,2403257.0,2403257.0,0.0,1428291.08,1441954.2,13663.12,13663.12,-21082.52,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2017-12-08 00:00:00.000,N5,2010,2003782.0,2003782.0,2003782.0,1171769.47,1208068.59,36298.73,36298.73,31302.05,1974360.0,1974360.0,319576.54,1152656.54,1188955.66,36298.73,36298.73,38555.46,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2017-12-08 00:00:00.000,93,2014,2372986.0,2372986.0,2372986.0,748074.05,1395315.76,647241.57,647241.57,130257.42,2372986.0,2372986.0,0.0,748074.05,1395315.76,647241.57,647241.57,145521.11,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2018-12-07 00:00:00.000,C3,2002,2077178.0,2077178.0,2077178.0,2010779.64,2010779.64,0.0,0.0,109716.38,2077178.0,2077178.0,4770010.39,2010983.88,2010983.88,0.0,0.0,-70134.03,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2017-12-08 00:00:00.000,74,2006,2377370.0,2377370.0,2377370.0,944299.18,986608.55,42309.44,42309.44,43300.78,2377370.0,2377370.0,1983786.76,944299.16,986608.55,42309.44,42309.44,65577.64,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2018-12-07 00:00:00.000,N5,2008,3055947.0,3055947.0,3055947.0,1810956.46,1825242.11,14285.5,14285.5,-64081.33,3025403.0,3025403.0,3153811.68,1795310.0,1809595.65,14285.5,14285.5,-64410.99,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2017-12-08 00:00:00.000,41,2001,951057.0,951057.0,951057.0,1079336.75,1081950.48,2613.77,2613.77,1423.7,0.0,0.0,0.0,-0.05,-0.16,-0.17,-0.17,0.11,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2018-12-07 00:00:00.000,4C,2015,19735554.5,19735554.5,19735554.5,7873274.09,10599982.16,2726706.66,2726706.66,1615048.81,19735554.5,19735554.5,10894022.53,7873274.06,10599982.16,2726706.71,2726706.71,1878310.96,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2017-12-08 00:00:00.000,3C,2005,2820501.0,2820501.0,2820501.0,1636974.06,1674618.32,37644.51,37644.51,-13999.94,2642298.5,2642298.5,1548203.35,1548678.41,1585083.54,36405.34,36405.34,-7564.72,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2018-12-07 00:00:00.000,93,2009,1038159.0,1038159.0,1038159.0,529736.57,570987.6,41250.81,41250.81,-36876.89,1038159.0,1038159.0,0.0,529736.56,570987.6,41250.82,41250.82,-36402.45,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2017-12-08 00:00:00.000,6D,2016,2830100.0,2097127.78,2830100.0,769046.42,1160759.27,391712.83,-11640.87,-421144.07,2766660.0,2049045.63,1134080.08,749270.04,1133881.34,384611.28,-37991.21,-542403.88,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2018-12-07 00:00:00.000,4C,2013,7417952.83,7417952.83,7417952.83,3616450.95,3850443.95,233992.6,233992.6,375911.67,7417952.83,7417952.83,3811113.4,3616460.56,3850453.64,233992.7,233992.7,368961.09,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2017-12-08 00:00:00.000,W1,2010,6850.0,6850.0,6850.0,2666.78,3240.06,573.31,573.31,-43.41,6850.0,6850.0,0.0,2672.4,3246.89,574.48,574.48,100.93,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2018-12-07 00:00:00.000,C2,1999,1270.0,1270.0,1270.0,1084.58,1084.58,0.0,0.0,10.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2017-12-08 00:00:00.000,1L,2015,6245774.4,6245774.4,6245774.4,3070408.32,3534581.93,464173.66,499335.64,-1012244.35,6241155.4,6241155.4,2890697.18,3067889.22,3531986.06,464096.9,498661.19,-528556.98,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2017-12-08 00:00:00.000,54,2000,2402865.0,2402865.0,2402865.0,2879899.13,2999621.54,119722.42,119722.42,26564.31,0.0,0.0,0.0,0.35,-0.14,0.23,0.23,-0.42,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2017-12-08 00:00:00.000,4B,2014,8760987.0,8760987.0,8760987.0,4614398.72,4634562.15,20163.47,20163.47,392351.33,8760987.0,8760987.0,3826425.07,4614398.68,4634562.15,20163.55,20163.55,-4897.27,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2018-12-07 00:00:00.000,09,2000,7215626.0,7215626.0,7215626.0,8010876.04,8061824.58,50948.83,50948.83,200807.83,4742625.93,4742625.93,3950531.47,5653239.7,5685042.59,31802.51,31802.51,1005784.96,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2018-12-07 00:00:00.000,6B,2014,10866110.0,10866110.0,10866110.0,5727203.94,5923649.61,196445.81,196445.81,322304.33,10669320.0,10669320.0,3646525.87,5619524.64,5815218.39,195693.77,195693.77,314852.08,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2017-12-08 00:00:00.000,10,2000,50500.0,50500.0,50500.0,108498.94,108498.94,0.0,0.0,-6.01,50500.0,50500.0,0.0,106656.26,106656.26,0.0,0.0,-0.63,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2017-12-08 00:00:00.000,W2,2010,5253833.0,5253833.0,5253833.0,2664281.89,3041969.85,377687.51,377687.51,468681.47,5253833.0,5253833.0,5863198.95,2664281.86,3041969.85,377687.51,377687.51,610544.05,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2018-12-07 00:00:00.000,82,2018,649126.0,167223.68,649126.0,183.05,85785.72,85602.75,85785.72,27306.06,649126.0,167223.68,0.0,183.05,85785.72,85602.75,85785.72,27446.2,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2018-12-07 00:00:00.000,C1,2004,10594.0,10594.0,10594.0,9013.01,9412.39,399.34,399.34,-112.34,10594.0,10594.0,0.0,9467.83,9870.7,402.83,402.83,-240.44,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2017-12-08 00:00:00.000,C6,2003,2875037.0,2875037.0,2875037.0,1541830.06,1541830.06,0.0,0.0,32616.81,2875037.0,2875037.0,1314157.86,1540789.88,1540789.9,0.0,0.0,-14993.46,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2017-12-08 00:00:00.000,VS,2004,38545233.0,38545233.0,38545233.0,18522277.48,18611037.12,88742.86,88742.86,76821.28,22014766.83,22014766.83,11887853.84,10863713.06,10941547.48,77826.58,77826.58,-402471.41,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2018-12-07 00:00:00.000,VF,2015,207645519.0,207645519.0,207645519.0,105808933.14,118171499.65,12362389.81,12362389.81,323182.16,43295022.12,43295022.12,19895936.6,15373704.1,16778405.95,1404503.16,1404503.16,5683533.78,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2018-12-07 00:00:00.000,92,2006,13207148.0,13207148.0,13207148.0,7641655.84,7642366.86,711.13,711.13,57682.2,13207148.0,13207148.0,10070999.79,7641655.84,7642366.86,711.13,711.13,109404.82,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2018-12-07 00:00:00.000,4V,2018,188933.0,41028.64,188933.0,14894.53,19488.62,4594.07,19488.62,1700.34,188933.0,41028.64,0.0,14894.53,19488.62,4594.07,19488.62,2445.07,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2018-12-07 00:00:00.000,3B,2015,1085764.0,1085764.0,1085764.0,576395.4,594107.95,17712.77,17712.77,44701.24,1085764.0,1085764.0,463833.63,576395.4,594107.95,17712.77,17712.77,44873.34,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2018-12-07 00:00:00.000,VM,2017,12563788.0,12563788.0,12563788.0,4042790.08,7578121.55,3535330.99,3142631.11,2790714.71,6553834.13,6553834.13,2426832.85,2079915.67,3965894.76,1885979.12,1719851.86,1823826.7,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2018-12-07 00:00:00.000,2E,2018,14980783.0,8410188.51,14980783.0,936188.12,5079754.29,4143566.07,4172983.13,1505871.9,14980783.0,8410188.51,906771.16,944824.82,5079754.29,4134929.43,4172983.13,1618513.0,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2017-12-08 00:00:00.000,62,2007,4262120.1,4262120.1,4262120.1,2302622.35,2402271.28,99648.38,99648.38,103370.03,4262120.1,4262120.1,3173788.04,2313046.86,2413146.9,100099.72,100099.72,101878.35,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2017-12-08 00:00:00.000,C7,2005,54609.0,54609.0,54609.0,28033.07,28093.71,60.65,60.65,107.11,46481.3,46481.3,63900.07,23963.42,23966.19,2.77,2.77,-879.81,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2018-12-07 00:00:00.000,1B,2008,23118.0,23118.0,23118.0,13893.94,13893.94,0.0,0.0,5.69,23118.0,23118.0,0.0,13778.31,13778.31,0.0,0.0,105.0,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2017-12-08 00:00:00.000,D9,2010,639549.0,639549.0,639549.0,354135.67,354820.73,684.87,684.87,9686.63,639549.0,639549.0,772796.99,354135.67,354820.73,684.87,684.87,13397.72,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2018-12-07 00:00:00.000,93,2006,626982.0,626982.0,626982.0,332810.25,344840.25,12029.74,12029.74,529.66,626982.0,626982.0,0.0,332810.25,344840.25,12029.74,12029.74,-51.34,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2017-12-08 00:00:00.000,33,2014,82213767.82,82213767.82,82213767.82,70703840.25,70703840.33,0.0,0.0,491547.23,78691411.95,78691411.95,67187880.78,67674613.01,67674614.28,0.76,0.76,306301.78,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2017-12-08 00:00:00.000,6H,2016,10858.0,10858.0,10858.0,3511.7,6408.62,2896.92,3233.87,638.84,10858.0,10858.0,0.0,3511.7,6408.62,2896.92,3233.87,570.6,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
2018-12-07 00:00:00.000,6B,2015,9376083.0,9376083.0,9376083.0,4635680.37,4934344.3,298663.8,298663.8,-217943.67,9198835.0,9198835.0,14525417.31,4543241.48,4840757.32,297515.75,297515.75,-128464.41,0,21765916751.24001,21765916751.24001,2018-12-07 00:00:00.000
2017-12-08 00:00:00.000,60,2012,5966179.0,5966179.0,5966179.0,1952474.79,3531977.96,1579503.25,1579503.25,412182.73,5966179.0,5966179.0,0.0,1952474.79,3531977.96,1579503.28,1579503.28,407934.01,0,10346322303.890003,10346322303.890003,2017-12-08 00:00:00.000
