facet,tweetid
"#powerpoint",1298
"#powerpoint",1303
"#powerpoint",1306
"#powerpoint",1307
"#powerpoint",1308
"#powerpoint",1309
"#powerpoint",1312
"#powerpoint",1314
"#powerpoint",1315
"#powerpoint",1318
"#powerpoint",1321
"#powerpoint",1324
"#powerpoint",1325
"#powerpoint",1331
"#powerpoint",1337
"#powerpoint",1338
"#powerpoint",1342
"#powerpoint",1350
"#powerpoint",1355
"#powerpoint",1356
"#powerpoint",1358
"#powerpoint",1359
"#powerpoint",1361
"#powerpoint",1367
"#powerpoint",1368
"#powerpoint",1369
"#powerpoint",1370
"#powerpoint",1372
"#powerpoint",1380
"#powerpoint",1385
"#powerpoint",1389
"#powerpoint",1393
"#powerpoint",1402
"#powerpoint",1407
"#powerpoint",1408
"#powerpoint",1412
"#powerpoint",1418
"#powerpoint",1419
"#powerpoint",1420
"#powerpoint",1421
"#powerpoint",1422
"#powerpoint",1425
"#powerpoint",1426
"#powerpoint",1427
"#powerpoint",1431
"#powerpoint",1444
"#powerpoint",1445
"#powerpoint",1446
"#powerpoint",1448
"#powerpoint",1449
"#powerpoint",1451
"#powerpoint",1452
"#powerpoint",1453
"#powerpoint",1456
"#powerpoint",1464
"#powerpoint",1469
"#powerpoint",1474
"#powerpoint",1475
"#powerpoint",1477
"#powerpoint",1486
"#powerpoint",1489
"#powerpoint",1491
"#powerpoint",1493
"#powerpoint",1495
"#powerpoint",1496
"#powerpoint",1502
"#powerpoint",1503
"#powerpoint",1508
"#powerpoint",1519
"#powerpoint",1522
"#powerpoint",1525
"#powerpoint",1526
"#powerpoint",1527
"#powerpoint",1534
"#powerpoint",1535
"#powerpoint",1550
"#powerpoint",1559
"#powerpoint",1561
"#powerpoint",1576
"#powerpoint",1577
"#powerpoint",1580
"#powerpoint",1593
"#powerpoint",1596
"#powerpoint",1600
"#powerpoint",1601
"#powerpoint",1603
"#powerpoint",1604
"#powerpoint",1605
"#powerpoint",1606
"#powerpoint",1607
"#powerpoint",1608
"#powerpoint",1609
"#powerpoint",1611
"#powerpoint",1619
"#powerpoint",1628
"#powerpoint",1639
"#powerpoint",1664
"#powerpoint",1679
"#powerpoint",1680
"#powerpoint",1688
"#powerpoint",1691
"#powerpoint",1693
"#powerpoint",1698
"#powerpoint",1700
"#powerpoint",1705
"#powerpoint",1708
"#powerpoint",1710
"#powerpoint",1711
"#powerpoint",1717
"#powerpoint",1723
"#powerpoint",1728
"#powerpoint",1729
"#powerpoint",1732
"#powerpoint",1733
"#powerpoint",1734
"#powerpoint",1735
"#powerpoint",1736
"#powerpoint",1737
"#powerpoint",1738
"#powerpoint",1742
"#powerpoint",1750
"#powerpoint",1751
"#powerpoint",1753
"#powerpoint",1755
"#powerpoint",1756
"#powerpoint",1768
"#powerpoint",1770
"#powerpoint",1773
"#powerpoint",1775
"#powerpoint",1777
"#powerpoint",1780
"#powerpoint",1781
"#powerpoint",1786
"#powerpoint",1787
"#powerpoint",1790
"#powerpoint",1791
"#powerpoint",1792
"#powerpoint",1793
"#powerpoint",1796
"#powerpoint",1798
"#powerpoint",1800
"#powerpoint",1802
"#powerpoint",1811
"#powerpoint",1812
"#powerpoint",1813
"#powerpoint",1814
"#powerpoint",1818
"#powerpoint",1819
"#powerpoint",1820
"#powerpoint",1821
"#powerpoint",1824
"#powerpoint",1828
"#powerpoint",1830
"#powerpoint",1831
"#powerpoint",1834
"#powerpoint",1840
"#powerpoint",1842
"#powerpoint",1848
"#powerpoint",1849
"#powerpoint",1858
"#powerpoint",1859
"#powerpoint",1860
"#powerpoint",1862
"#powerpoint",1864
"#powerpoint",1865
"#powerpoint",1866
"#powerpoint",1867
"#powerpoint",1868
"#powerpoint",1877
"#powerpoint",1882
"#powerpoint",1883
"#powerpoint",1889
"#powerpoint",1896
"#powerpoint",1897
"#powerpoint",1898
"#powerpoint",1899
"#powerpoint",1900
"#powerpoint",1901
"#powerpoint",1902
"#powerpoint",1907
"#powerpoint",1910
"#powerpoint",1917
"#powerpoint",1918
"#powerpoint",1925
"#powerpoint",1926
"#powerpoint",1927
"#powerpoint",1928
"#powerpoint",1929
"#powerpoint",1930
"#powerpoint",1931
"#powerpoint",1934
"#powerpoint",1935
"#powerpoint",1936
"#powerpoint",1941
"#powerpoint",1942
"#powerpoint",1943
"#powerpoint",1946
"#powerpoint",1947
"#powerpoint",1949
"#powerpoint",1950
"#powerpoint",1951
"#powerpoint",1952
"#powerpoint",1954
"#powerpoint",1955
"#powerpoint",1956
"#powerpoint",1959
"#powerpoint",1960
"#powerpoint",1961
"#powerpoint",1965
"#powerpoint",1967
"#powerpoint",1968
"#powerpoint",1972
"#powerpoint",1974
"#powerpoint",1977
"#powerpoint",1978
"#powerpoint",1989
"#powerpoint",1990
"#powerpoint",1991
"#powerpoint",1998
"#powerpoint",2001
"#powerpoint",2007
"#powerpoint",2008
"#powerpoint",2011
"#powerpoint",2013
"#powerpoint",2015
"#powerpoint",2017
"#powerpoint",2018
"#powerpoint",2019
"#powerpoint",2022
"#powerpoint",2025
"#powerpoint",2026
"#powerpoint",2045
"#powerpoint",2046
"#powerpoint",2048
"#powerpoint",2049
"#powerpoint",2050
"#powerpoint",2051
"#powerpoint",2054
"#powerpoint",2055
"#powerpoint",2056
"#powerpoint",2058
"#powerpoint",2059
"#powerpoint",2061
"#powerpoint",2063
"#powerpoint",2065
"#powerpoint",2067
"#powerpoint",2074
"#powerpoint",2078
"#powerpoint",2081
"#powerpoint",2084
"#powerpoint",2089
"#powerpoint",2090
"#powerpoint",2100
"#powerpoint",2108
"#powerpoint",2116
"#powerpoint",2119
"#powerpoint",2126
"#powerpoint",2131
"#powerpoint",2135
"#powerpoint",2143
"#powerpoint",2147
"#powerpoint",2148
"#powerpoint",2149
"#powerpoint",2150
"#powerpoint",2151
"#powerpoint",2153
"#powerpoint",2155
"#powerpoint",2156
"#powerpoint",2159
"#powerpoint",2160
"#powerpoint",2170
"#powerpoint",2171
"#powerpoint",2177
"#powerpoint",2178
"#powerpoint",2180
"#powerpoint",2188
"#powerpoint",2191
"#powerpoint",2194
"#powerpoint",2196
"#powerpoint",2197
"#powerpoint",2198
"#powerpoint",2202
"#powerpoint",2207
"#powerpoint",2208
"#powerpoint",2210
"#powerpoint",2211
"#powerpoint",2212
"#powerpoint",2213
"#powerpoint",2215
"#powerpoint",2216
"#powerpoint",2218
"#powerpoint",2220
"#powerpoint",2222
"#powerpoint",2223
"#powerpoint",2227
"#powerpoint",2229
"#powerpoint",2233
"#powerpoint",2238
"#powerpoint",2240
"#powerpoint",2244
"#powerpoint",2247
"#powerpoint",2248
"#powerpoint",2252
"#powerpoint",2257
"#powerpoint",2259
"#powerpoint",2263
"#powerpoint",2265
"#powerpoint",2268
"#powerpoint",2269
"#powerpoint",2271
"#powerpoint",2273
"#powerpoint",2274
"#powerpoint",2281
"#powerpoint",2282
"#powerpoint",2287
"#powerpoint",2288
"#powerpoint",2289
"#powerpoint",2297
"#powerpoint",2303
"#powerpoint",2306
"#powerpoint",2307
"#powerpoint",2309
"#powerpoint",2310
"#powerpoint",2312
"#powerpoint",2314
"#powerpoint",2316
"#powerpoint",2317
"#powerpoint",2318
"#powerpoint",2324
"#powerpoint",2330
"#powerpoint",2333
"#powerpoint",2336
"#powerpoint",2338
"#powerpoint",2340
"#powerpoint",2341
"#powerpoint",2343
"#powerpoint",2345
"#powerpoint",2347
"#powerpoint",2349
"#powerpoint",2350
"#powerpoint",2358
"#powerpoint",2360
"#powerpoint",2361
"#powerpoint",2362
"#powerpoint",2365
"#powerpoint",2366
"#powerpoint",2374
"#powerpoint",2382
"#powerpoint",2386
"#powerpoint",2388
"#powerpoint",2393
"#powerpoint",2394
"#powerpoint",2395
"#powerpoint",2396
"#powerpoint",2398
"#powerpoint",2401
"#powerpoint",2402
"#powerpoint",2404
"#powerpoint",2405
"#powerpoint",2407
"#powerpoint",2409
"#powerpoint",2414
"#powerpoint",2415
"#powerpoint",2416
"#powerpoint",2418
"#powerpoint",2420
"#powerpoint",2424
"#powerpoint",2427
"#powerpoint",2437
"#powerpoint",2441
"#powerpoint",2444
"#powerpoint",2448
"#powerpoint",2450
"#powerpoint",2451
"#powerpoint",2452
"#powerpoint",2453
"#powerpoint",2454
"#powerpoint",2455
"#powerpoint",2456
"#powerpoint",2459
"#powerpoint",2464
"#powerpoint",2468
"#powerpoint",2469
"#powerpoint",2470
"#powerpoint",2474
"#powerpoint",2477
"#powerpoint",2478
"#powerpoint",2480
"#powerpoint",2481
"#powerpoint",2482
"#powerpoint",2483
"#powerpoint",2484
"#powerpoint",2486
"#powerpoint",2489
"#powerpoint",2490
"#powerpoint",2494
"#powerpoint",2495
"#powerpoint",2496
"#powerpoint",2501
"#powerpoint",2509
"#powerpoint",2510
"#powerpoint",2511
"#powerpoint",2514
"#powerpoint",2515
"#powerpoint",2518
"#powerpoint",2520
"#powerpoint",2533
"#powerpoint",2540
"#powerpoint",2541
"#powerpoint",2544
"#powerpoint",2549
"#powerpoint",2550
"#powerpoint",2561
"#powerpoint",2564
"#powerpoint",2569
"#powerpoint",2570
"#powerpoint",2571
"#powerpoint",2576
"#powerpoint",2579
"#powerpoint",2608
"#powerpoint",2612
"#powerpoint",2613
"#powerpoint",2614
"#powerpoint",2616
"#powerpoint",2623
"#powerpoint",2624
"#powerpoint",2634
"#powerpoint",2640
"#powerpoint",2641
"#powerpoint",2642
"#powerpoint",2644
"#powerpoint",2646
"#powerpoint",2647
"#powerpoint",2648
"#powerpoint",2649
"#powerpoint",2650
"#powerpoint",2652
"#powerpoint",2653
"#powerpoint",2655
"#powerpoint",2657
"#powerpoint",2659
"#powerpoint",2661
"#powerpoint",2662
"#powerpoint",2676
"#powerpoint",2677
"#powerpoint",2681
"#powerpoint",2682
"#powerpoint",2683
"#powerpoint",2686
"#powerpoint",2687
"#powerpoint",2691
"#powerpoint",2693
"#powerpoint",2695
"#powerpoint",2697
"#powerpoint",2698
"#powerpoint",2700
"#powerpoint",2703
"#powerpoint",2704
"#powerpoint",2705
"#powerpoint",2706
"#powerpoint",2709
"#powerpoint",2712
"#powerpoint",2713
"#powerpoint",2714
"#powerpoint",2716
"#powerpoint",2721
"#powerpoint",2722
"#powerpoint",2724
"#powerpoint",2725
"#powerpoint",2728
"#powerpoint",2729
"#powerpoint",2730
"#powerpoint",2734
"#powerpoint",2735
"#powerpoint",2738
"#powerpoint",2739
"#powerpoint",2740
"#powerpoint",2742
"#powerpoint",2745
"#powerpoint",2750
"#powerpoint",2751
"#powerpoint",2752
"#powerpoint",2754
"#powerpoint",2758
"#powerpoint",2777
"#powerpoint",2779
"#powerpoint",2780
"#powerpoint",2784
"#powerpoint",2787
"#powerpoint",2791
"#powerpoint",2795
"#powerpoint",2796
"#powerpoint",2798
"#powerpoint",2800
"#powerpoint",2809
"#powerpoint",2812
"#powerpoint",2814
"#powerpoint",2815
"#powerpoint",2820
"#powerpoint",2822
"#powerpoint",2832
"#powerpoint",2834
"#powerpoint",2836
"#powerpoint",2838
"#powerpoint",2848
"#powerpoint",2849
"#powerpoint",2852
"#powerpoint",2865
"#powerpoint",2869
"#powerpoint",2871
"#powerpoint",2873
"#powerpoint",2876
"#powerpoint",2878
"#powerpoint",2880
"#powerpoint",2886
"#powerpoint",2887
"#powerpoint",2889
"#powerpoint",2898
"#powerpoint",2904
"#powerpoint",2905
"#powerpoint",2915
"#powerpoint",2931
"#powerpoint",2939
"#powerpoint",2941
"#powerpoint",2943
"#powerpoint",2944
"#powerpoint",2947
"#powerpoint",2949
"#powerpoint",2950
"#powerpoint",2955
"#powerpoint",2963
"#powerpoint",2964
"#powerpoint",2965
"#powerpoint",2971
"#powerpoint",2972
"#powerpoint",2976
"#powerpoint",2983
"#powerpoint",2984
"#powerpoint",2987
"#powerpoint",2988
"#powerpoint",2991
"#powerpoint",2992
"#powerpoint",2993
"#powerpoint",2994
"#powerpoint",2996
"#powerpoint",2997
"#powerpoint",3001
"#powerpoint",3005
"#powerpoint",3006
"#powerpoint",3013
"#powerpoint",3014
"#powerpoint",3015
"#powerpoint",3016
"#powerpoint",3018
"#powerpoint",3019
"#powerpoint",3025
"#powerpoint",3040
"#powerpoint",3042
"#powerpoint",3044
"#powerpoint",3045
"#powerpoint",3049
"#powerpoint",3050
"#powerpoint",3051
"#powerpoint",3053
"#powerpoint",3057
"#powerpoint",3070
"#powerpoint",3072
"#powerpoint",3077
"#powerpoint",3083
"#powerpoint",3086
"#powerpoint",3088
"#powerpoint",3098
"#powerpoint",3100
"#powerpoint",3101
"#powerpoint",3107
"#powerpoint",3108
"#powerpoint",3109
"#powerpoint",3125
"#powerpoint",3129
"#powerpoint",3132
"#powerpoint",3134
"#powerpoint",3136
"#powerpoint",3142
"#powerpoint",3148
"#powerpoint",3149
"#powerpoint",3154
"#powerpoint",3155
"#powerpoint",3161
"#powerpoint",3162
"#powerpoint",3164
"#powerpoint",3165
"#powerpoint",3167
"#powerpoint",3173
"#powerpoint",3176
"#powerpoint",3177
"#powerpoint",3181
"#powerpoint",3183
"#powerpoint",3185
"#powerpoint",3206
"#powerpoint",3210
"#powerpoint",3212
"#powerpoint",3227
"#powerpoint",3228
"#powerpoint",3229
"#powerpoint",3244
"#powerpoint",3247
"#powerpoint",3255
"#powerpoint",3260
"#powerpoint",3261
"#powerpoint",3263
"#powerpoint",3264
"#powerpoint",3265
"#powerpoint",3267
"#powerpoint",3283
"#powerpoint",3288
"#powerpoint",3299
"#powerpoint",3300
"#powerpoint",3301
"#powerpoint",3304
"#powerpoint",3305
"#powerpoint",3307
"#powerpoint",3308
"#powerpoint",3311
"#powerpoint",3314
"#powerpoint",3318
"#powerpoint",3319
"#powerpoint",3322
"#powerpoint",3323
"#powerpoint",3329
"#powerpoint",3330
"#powerpoint",3333
"#powerpoint",3334
"#powerpoint",3335
"#powerpoint",3344
"#powerpoint",3346
"#powerpoint",3347
"#powerpoint",3348
"#powerpoint",3349
"#powerpoint",3356
"#powerpoint",3357
"#powerpoint",3359
"#powerpoint",3361
"#powerpoint",3363
"#powerpoint",3369
"#powerpoint",3370
"#powerpoint",3371
"#powerpoint",3373
"#powerpoint",3376
"#powerpoint",3377
"#powerpoint",3378
"#powerpoint",3397
"#powerpoint",3399
"#powerpoint",3400
"#powerpoint",3401
"#powerpoint",3401
"#powerpoint",3402
"#powerpoint",3404
"#powerpoint",3406
"#powerpoint",3407
"#powerpoint",3409
"#powerpoint",3413
"#powerpoint",3414
"#powerpoint",3416
"#powerpoint",3418
"#powerpoint",3419
"#powerpoint",3420
"#powerpoint",3425
"#powerpoint",3427
"#powerpoint",3428
"#powerpoint",3434
"#powerpoint",3435
"#powerpoint",3436
"#powerpoint",3437
"#powerpoint",3440
"#powerpoint",3441
"#powerpoint",3445
"#powerpoint",3449
"#powerpoint",3451
"#powerpoint",3452
"#powerpoint",3457
"#powerpoint",3458
"#powerpoint",3471
"#powerpoint",3473
"#powerpoint",3475
"#powerpoint",3477
"#powerpoint",3479
"#powerpoint",3480
"#powerpoint",3481
"#powerpoint",3484
"#powerpoint",3486
"#powerpoint",3502
"#powerpoint",3508
"#powerpoint",3509
"#powerpoint",3519
"#powerpoint",3520
"#powerpoint",3521
"#powerpoint",3524
"#powerpoint",3526
"#powerpoint",3531
"#powerpoint",3538
"#powerpoint",3543
"#powerpoint",3544
"#powerpoint",3545
"#powerpoint",3546
"#powerpoint",3549
"#powerpoint",3555
"#powerpoint",3556
"#powerpoint",3568
"#powerpoint",3579
"#powerpoint",3583
"#powerpoint",3586
"#powerpoint",3590
"#powerpoint",3591
"#powerpoint",3592
"#powerpoint",3597
"#powerpoint",3598
"#powerpoint",3600
"#powerpoint",3602
"#powerpoint",3603
"#powerpoint",3604
"#powerpoint",3605
"#powerpoint",3606
"#powerpoint",3611
"#powerpoint",3617
"#powerpoint",3618
"#powerpoint",3621
"#powerpoint",3630
"#powerpoint",3632
"#powerpoint",3645
"#powerpoint",3648
"#powerpoint",3649
"#powerpoint",3653
"#powerpoint",3656
"#powerpoint",3666
"#powerpoint",3671
"#powerpoint",3679
"#powerpoint",3683
"#powerpoint",3684
"#powerpoint",3686
"#powerpoint",3687
"#powerpoint",3688
"#powerpoint",3691
"#powerpoint",3699
"#powerpoint",3704
"#powerpoint",3708
"#powerpoint",3709
"#powerpoint",3710
"#powerpoint",3713
"#powerpoint",3715
"#powerpoint",3716
"#powerpoint",3728
"#powerpoint",3730
"#powerpoint",3731
"#powerpoint",3732
"#powerpoint",3735
"#powerpoint",3737
"#powerpoint",3739
"#powerpoint",3740
"#powerpoint",3743
"#powerpoint",3745
"#powerpoint",3749
"#powerpoint",3751
"#powerpoint",3756
"#powerpoint",3757
"#powerpoint",3761
"#powerpoint",3763
"#powerpoint",3767
"#powerpoint",3768
"#powerpoint",3771
"#powerpoint",3772
"#powerpoint",3773
"#powerpoint",3783
"#powerpoint",3785
"#powerpoint",3787
"#powerpoint",3789
"#powerpoint",3791
"#powerpoint",3793
"#powerpoint",3804
"#powerpoint",3806
"#powerpoint",3807
"#powerpoint",3808
"#powerpoint",3811
"#powerpoint",3814
"#powerpoint",3816
"#powerpoint",3817
"#powerpoint",3819
"#powerpoint",3823
"#powerpoint",3825
"#powerpoint",3826
"#powerpoint",3835
"#powerpoint",3840
"#powerpoint",3842
"#powerpoint",3846
"#powerpoint",3847
"#powerpoint",3848
"#powerpoint",3853
"#powerpoint",3854
"#powerpoint",3865
"#powerpoint",3868
"#powerpoint",3869
"#powerpoint",3872
"#powerpoint",3875
"#powerpoint",3890
"#powerpoint",3893
"#powerpoint",3900
"#powerpoint",3901
"#powerpoint",3906
"#powerpoint",3907
"#powerpoint",3914
"#powerpoint",3918
"#powerpoint",3924
"#powerpoint",3925
"#powerpoint",3927
"#powerpoint",3929
"#powerpoint",3930
"#powerpoint",3932
"#powerpoint",3934
"#powerpoint",3941
"#powerpoint",3942
"#powerpoint",3958
"#powerpoint",3961
"#powerpoint",3966
"#powerpoint",3970
"#powerpoint",3971
"#powerpoint",3974
"#powerpoint",3975
"#powerpoint",3976
"#powerpoint",3977
"#powerpoint",3979
"#powerpoint",3981
"#powerpoint",3982
"#powerpoint",3983
"#powerpoint",3984
"#powerpoint",3991
"#powerpoint",4000
"#powerpoint",4005
"#powerpoint",4008
"#powerpoint",4012
"#powerpoint",4014
"#powerpoint",4016
"#powerpoint",4017
"#powerpoint",4022
"#powerpoint",4025
"#powerpoint",4026
"#powerpoint",4027
"#powerpoint",4029
"#powerpoint",4036
"#powerpoint",4041
"#powerpoint",4043
"#powerpoint",4045
"#powerpoint",4047
"#powerpoint",4051
"#powerpoint",4053
"#powerpoint",4054
"#powerpoint",4056
"#powerpoint",4057
"#powerpoint",4060
"#powerpoint",4061
"#powerpoint",4062
"#powerpoint",4063
"#powerpoint",4066
"#powerpoint",4068
"#powerpoint",4069
"#powerpoint",4072
"#powerpoint",4074
"#powerpoint",4075
"#powerpoint",4081
"#powerpoint",4084
"#powerpoint",4087
"#powerpoint",4090
"#powerpoint",4094
"#powerpoint",4100
"#powerpoint",4102
"#powerpoint",4107
"#powerpoint",4109
"#powerpoint",4110
"#powerpoint",4113
"#powerpoint",4121
"#powerpoint",4129
"#powerpoint",4134
"#powerpoint",4137
"#powerpoint",4139
"#powerpoint",4140
"#powerpoint",4144
"#powerpoint",4154
"#powerpoint",4156
"#powerpoint",4164
"#powerpoint",4166
"#powerpoint",4169
"#powerpoint",4170
"#powerpoint",4171
"#powerpoint",4172
"#powerpoint",4185
"#powerpoint",4192
"#powerpoint",4196
"#powerpoint",4197
"#powerpoint",4199
"#powerpoint",4208
"#powerpoint",4210
"#powerpoint",4213
"#powerpoint",4223
"#powerpoint",4238
"#powerpoint",4241
"#powerpoint",4244
"#powerpoint",4245
"#powerpoint",4246
"#powerpoint",4247
"#powerpoint",4248
"#powerpoint",4249
"#powerpoint",4250
"#powerpoint",4251
"#powerpoint",4253
"#powerpoint",4255
"#powerpoint",4256
"#powerpoint",4257
"#powerpoint",4258
"#powerpoint",4259
"#powerpoint",4264
"#powerpoint",4265
"#powerpoint",4266
"#powerpoint",4269
"#powerpoint",4270
"#powerpoint",4288
"#powerpoint",4290
"#powerpoint",4293
"#powerpoint",4295
"#powerpoint",4296
"#powerpoint",4298
"#powerpoint",4306
"#powerpoint",4310
"#powerpoint",4311
"#powerpoint",4312
"#powerpoint",4316
"#powerpoint",4317
"#powerpoint",4320
"#powerpoint",4334
"#powerpoint",4336
"#powerpoint",4340
"#powerpoint",4341
"#powerpoint",4342
"#powerpoint",4343
"#powerpoint",4346
"#powerpoint",4347
"#powerpoint",4349
"#powerpoint",4351
"#powerpoint",4356
"#powerpoint",4358
"#powerpoint",4365
"#powerpoint",4370
"#powerpoint",4371
"#powerpoint",4372
