Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,MonthName,MonthInCalendar,QuarterInCalendar,DayInWeek,DayOfWeekName,WeekEnding
2020-07-22 00:00:00.000,"2020","3","7","22","20200722","July","Jul 2020","Q3 2020","3","Wednesday",2020-07-25 00:00:00.000
2020-07-23 00:00:00.000,"2020","3","7","23","20200723","July","Jul 2020","Q3 2020","4","Thursday",2020-07-25 00:00:00.000
2020-07-24 00:00:00.000,"2020","3","7","24","20200724","July","Jul 2020","Q3 2020","5","Friday",2020-07-25 00:00:00.000
2020-07-25 00:00:00.000,"2020","3","7","25","20200725","July","Jul 2020","Q3 2020","6","Saturday",2020-07-25 00:00:00.000
2020-07-26 00:00:00.000,"2020","3","7","26","20200726","July","Jul 2020","Q3 2020","0","Sunday",2020-08-01 00:00:00.000
2020-07-27 00:00:00.000,"2020","3","7","27","20200727","July","Jul 2020","Q3 2020","1","Monday",2020-08-01 00:00:00.000
2020-07-28 00:00:00.000,"2020","3","7","28","20200728","July","Jul 2020","Q3 2020","2","Tuesday",2020-08-01 00:00:00.000
2020-07-29 00:00:00.000,"2020","3","7","29","20200729","July","Jul 2020","Q3 2020","3","Wednesday",2020-08-01 00:00:00.000
2020-07-30 00:00:00.000,"2020","3","7","30","20200730","July","Jul 2020","Q3 2020","4","Thursday",2020-08-01 00:00:00.000
2020-07-31 00:00:00.000,"2020","3","7","31","20200731","July","Jul 2020","Q3 2020","5","Friday",2020-08-01 00:00:00.000
2020-08-01 00:00:00.000,"2020","3","8","1","20200801","August","Aug 2020","Q3 2020","6","Saturday",2020-08-01 00:00:00.000
2020-08-02 00:00:00.000,"2020","3","8","2","20200802","August","Aug 2020","Q3 2020","0","Sunday",2020-08-08 00:00:00.000
2020-08-03 00:00:00.000,"2020","3","8","3","20200803","August","Aug 2020","Q3 2020","1","Monday",2020-08-08 00:00:00.000
2020-08-04 00:00:00.000,"2020","3","8","4","20200804","August","Aug 2020","Q3 2020","2","Tuesday",2020-08-08 00:00:00.000
2020-08-05 00:00:00.000,"2020","3","8","5","20200805","August","Aug 2020","Q3 2020","3","Wednesday",2020-08-08 00:00:00.000
2020-08-06 00:00:00.000,"2020","3","8","6","20200806","August","Aug 2020","Q3 2020","4","Thursday",2020-08-08 00:00:00.000
2020-08-07 00:00:00.000,"2020","3","8","7","20200807","August","Aug 2020","Q3 2020","5","Friday",2020-08-08 00:00:00.000
2020-08-08 00:00:00.000,"2020","3","8","8","20200808","August","Aug 2020","Q3 2020","6","Saturday",2020-08-08 00:00:00.000
2020-08-09 00:00:00.000,"2020","3","8","9","20200809","August","Aug 2020","Q3 2020","0","Sunday",2020-08-15 00:00:00.000
2020-08-10 00:00:00.000,"2020","3","8","10","20200810","August","Aug 2020","Q3 2020","1","Monday",2020-08-15 00:00:00.000
2020-08-11 00:00:00.000,"2020","3","8","11","20200811","August","Aug 2020","Q3 2020","2","Tuesday",2020-08-15 00:00:00.000
2020-08-12 00:00:00.000,"2020","3","8","12","20200812","August","Aug 2020","Q3 2020","3","Wednesday",2020-08-15 00:00:00.000
2020-08-13 00:00:00.000,"2020","3","8","13","20200813","August","Aug 2020","Q3 2020","4","Thursday",2020-08-15 00:00:00.000
2020-08-14 00:00:00.000,"2020","3","8","14","20200814","August","Aug 2020","Q3 2020","5","Friday",2020-08-15 00:00:00.000
2020-08-15 00:00:00.000,"2020","3","8","15","20200815","August","Aug 2020","Q3 2020","6","Saturday",2020-08-15 00:00:00.000
2020-08-16 00:00:00.000,"2020","3","8","16","20200816","August","Aug 2020","Q3 2020","0","Sunday",2020-08-22 00:00:00.000
2020-08-17 00:00:00.000,"2020","3","8","17","20200817","August","Aug 2020","Q3 2020","1","Monday",2020-08-22 00:00:00.000
2020-08-18 00:00:00.000,"2020","3","8","18","20200818","August","Aug 2020","Q3 2020","2","Tuesday",2020-08-22 00:00:00.000
2020-08-19 00:00:00.000,"2020","3","8","19","20200819","August","Aug 2020","Q3 2020","3","Wednesday",2020-08-22 00:00:00.000
2020-08-20 00:00:00.000,"2020","3","8","20","20200820","August","Aug 2020","Q3 2020","4","Thursday",2020-08-22 00:00:00.000
2020-08-21 00:00:00.000,"2020","3","8","21","20200821","August","Aug 2020","Q3 2020","5","Friday",2020-08-22 00:00:00.000
2020-08-22 00:00:00.000,"2020","3","8","22","20200822","August","Aug 2020","Q3 2020","6","Saturday",2020-08-22 00:00:00.000
2020-08-23 00:00:00.000,"2020","3","8","23","20200823","August","Aug 2020","Q3 2020","0","Sunday",2020-08-29 00:00:00.000
2020-08-24 00:00:00.000,"2020","3","8","24","20200824","August","Aug 2020","Q3 2020","1","Monday",2020-08-29 00:00:00.000
2020-08-25 00:00:00.000,"2020","3","8","25","20200825","August","Aug 2020","Q3 2020","2","Tuesday",2020-08-29 00:00:00.000
2020-08-26 00:00:00.000,"2020","3","8","26","20200826","August","Aug 2020","Q3 2020","3","Wednesday",2020-08-29 00:00:00.000
2020-08-27 00:00:00.000,"2020","3","8","27","20200827","August","Aug 2020","Q3 2020","4","Thursday",2020-08-29 00:00:00.000
2020-08-28 00:00:00.000,"2020","3","8","28","20200828","August","Aug 2020","Q3 2020","5","Friday",2020-08-29 00:00:00.000
2020-08-29 00:00:00.000,"2020","3","8","29","20200829","August","Aug 2020","Q3 2020","6","Saturday",2020-08-29 00:00:00.000
2020-08-30 00:00:00.000,"2020","3","8","30","20200830","August","Aug 2020","Q3 2020","0","Sunday",2020-09-05 00:00:00.000
2020-08-31 00:00:00.000,"2020","3","8","31","20200831","August","Aug 2020","Q3 2020","1","Monday",2020-09-05 00:00:00.000
2020-09-01 00:00:00.000,"2020","3","9","1","20200901","September","Sep 2020","Q3 2020","2","Tuesday",2020-09-05 00:00:00.000
2020-09-02 00:00:00.000,"2020","3","9","2","20200902","September","Sep 2020","Q3 2020","3","Wednesday",2020-09-05 00:00:00.000
2020-09-03 00:00:00.000,"2020","3","9","3","20200903","September","Sep 2020","Q3 2020","4","Thursday",2020-09-05 00:00:00.000
2020-09-04 00:00:00.000,"2020","3","9","4","20200904","September","Sep 2020","Q3 2020","5","Friday",2020-09-05 00:00:00.000
2020-09-05 00:00:00.000,"2020","3","9","5","20200905","September","Sep 2020","Q3 2020","6","Saturday",2020-09-05 00:00:00.000
2020-09-06 00:00:00.000,"2020","3","9","6","20200906","September","Sep 2020","Q3 2020","0","Sunday",2020-09-12 00:00:00.000
2020-09-07 00:00:00.000,"2020","3","9","7","20200907","September","Sep 2020","Q3 2020","1","Monday",2020-09-12 00:00:00.000
2020-09-08 00:00:00.000,"2020","3","9","8","20200908","September","Sep 2020","Q3 2020","2","Tuesday",2020-09-12 00:00:00.000
2020-09-09 00:00:00.000,"2020","3","9","9","20200909","September","Sep 2020","Q3 2020","3","Wednesday",2020-09-12 00:00:00.000
2020-09-10 00:00:00.000,"2020","3","9","10","20200910","September","Sep 2020","Q3 2020","4","Thursday",2020-09-12 00:00:00.000
2020-09-11 00:00:00.000,"2020","3","9","11","20200911","September","Sep 2020","Q3 2020","5","Friday",2020-09-12 00:00:00.000
2020-09-12 00:00:00.000,"2020","3","9","12","20200912","September","Sep 2020","Q3 2020","6","Saturday",2020-09-12 00:00:00.000
2020-09-13 00:00:00.000,"2020","3","9","13","20200913","September","Sep 2020","Q3 2020","0","Sunday",2020-09-19 00:00:00.000
2020-09-14 00:00:00.000,"2020","3","9","14","20200914","September","Sep 2020","Q3 2020","1","Monday",2020-09-19 00:00:00.000
2020-09-15 00:00:00.000,"2020","3","9","15","20200915","September","Sep 2020","Q3 2020","2","Tuesday",2020-09-19 00:00:00.000
2020-09-16 00:00:00.000,"2020","3","9","16","20200916","September","Sep 2020","Q3 2020","3","Wednesday",2020-09-19 00:00:00.000
2020-09-17 00:00:00.000,"2020","3","9","17","20200917","September","Sep 2020","Q3 2020","4","Thursday",2020-09-19 00:00:00.000
2020-09-18 00:00:00.000,"2020","3","9","18","20200918","September","Sep 2020","Q3 2020","5","Friday",2020-09-19 00:00:00.000
2020-09-19 00:00:00.000,"2020","3","9","19","20200919","September","Sep 2020","Q3 2020","6","Saturday",2020-09-19 00:00:00.000
2020-09-20 00:00:00.000,"2020","3","9","20","20200920","September","Sep 2020","Q3 2020","0","Sunday",2020-09-26 00:00:00.000
2020-09-21 00:00:00.000,"2020","3","9","21","20200921","September","Sep 2020","Q3 2020","1","Monday",2020-09-26 00:00:00.000
2020-09-22 00:00:00.000,"2020","3","9","22","20200922","September","Sep 2020","Q3 2020","2","Tuesday",2020-09-26 00:00:00.000
2020-09-23 00:00:00.000,"2020","3","9","23","20200923","September","Sep 2020","Q3 2020","3","Wednesday",2020-09-26 00:00:00.000
2020-09-24 00:00:00.000,"2020","3","9","24","20200924","September","Sep 2020","Q3 2020","4","Thursday",2020-09-26 00:00:00.000
2020-09-25 00:00:00.000,"2020","3","9","25","20200925","September","Sep 2020","Q3 2020","5","Friday",2020-09-26 00:00:00.000
2020-09-26 00:00:00.000,"2020","3","9","26","20200926","September","Sep 2020","Q3 2020","6","Saturday",2020-09-26 00:00:00.000
2020-09-27 00:00:00.000,"2020","3","9","27","20200927","September","Sep 2020","Q3 2020","0","Sunday",2020-10-03 00:00:00.000
2020-09-28 00:00:00.000,"2020","3","9","28","20200928","September","Sep 2020","Q3 2020","1","Monday",2020-10-03 00:00:00.000
2020-09-29 00:00:00.000,"2020","3","9","29","20200929","September","Sep 2020","Q3 2020","2","Tuesday",2020-10-03 00:00:00.000
2020-09-30 00:00:00.000,"2020","3","9","30","20200930","September","Sep 2020","Q3 2020","3","Wednesday",2020-10-03 00:00:00.000
2020-01-01 00:00:00.000,"2020","1","1","1","20200101","January","Jan 2020","Q1 2020","3","Wednesday",2020-01-04 00:00:00.000
2020-01-02 00:00:00.000,"2020","1","1","2","20200102","January","Jan 2020","Q1 2020","4","Thursday",2020-01-04 00:00:00.000
2020-01-03 00:00:00.000,"2020","1","1","3","20200103","January","Jan 2020","Q1 2020","5","Friday",2020-01-04 00:00:00.000
2020-01-04 00:00:00.000,"2020","1","1","4","20200104","January","Jan 2020","Q1 2020","6","Saturday",2020-01-04 00:00:00.000
2020-01-05 00:00:00.000,"2020","1","1","5","20200105","January","Jan 2020","Q1 2020","0","Sunday",2020-01-11 00:00:00.000
2020-01-06 00:00:00.000,"2020","1","1","6","20200106","January","Jan 2020","Q1 2020","1","Monday",2020-01-11 00:00:00.000
2020-01-07 00:00:00.000,"2020","1","1","7","20200107","January","Jan 2020","Q1 2020","2","Tuesday",2020-01-11 00:00:00.000
2020-01-08 00:00:00.000,"2020","1","1","8","20200108","January","Jan 2020","Q1 2020","3","Wednesday",2020-01-11 00:00:00.000
2020-01-09 00:00:00.000,"2020","1","1","9","20200109","January","Jan 2020","Q1 2020","4","Thursday",2020-01-11 00:00:00.000
2020-01-10 00:00:00.000,"2020","1","1","10","20200110","January","Jan 2020","Q1 2020","5","Friday",2020-01-11 00:00:00.000
2020-01-11 00:00:00.000,"2020","1","1","11","20200111","January","Jan 2020","Q1 2020","6","Saturday",2020-01-11 00:00:00.000
2020-01-12 00:00:00.000,"2020","1","1","12","20200112","January","Jan 2020","Q1 2020","0","Sunday",2020-01-18 00:00:00.000
2020-01-13 00:00:00.000,"2020","1","1","13","20200113","January","Jan 2020","Q1 2020","1","Monday",2020-01-18 00:00:00.000
2020-01-14 00:00:00.000,"2020","1","1","14","20200114","January","Jan 2020","Q1 2020","2","Tuesday",2020-01-18 00:00:00.000
2020-01-15 00:00:00.000,"2020","1","1","15","20200115","January","Jan 2020","Q1 2020","3","Wednesday",2020-01-18 00:00:00.000
2020-01-16 00:00:00.000,"2020","1","1","16","20200116","January","Jan 2020","Q1 2020","4","Thursday",2020-01-18 00:00:00.000
2020-01-17 00:00:00.000,"2020","1","1","17","20200117","January","Jan 2020","Q1 2020","5","Friday",2020-01-18 00:00:00.000
2020-01-18 00:00:00.000,"2020","1","1","18","20200118","January","Jan 2020","Q1 2020","6","Saturday",2020-01-18 00:00:00.000
2020-01-19 00:00:00.000,"2020","1","1","19","20200119","January","Jan 2020","Q1 2020","0","Sunday",2020-01-25 00:00:00.000
2020-01-20 00:00:00.000,"2020","1","1","20","20200120","January","Jan 2020","Q1 2020","1","Monday",2020-01-25 00:00:00.000
2020-01-21 00:00:00.000,"2020","1","1","21","20200121","January","Jan 2020","Q1 2020","2","Tuesday",2020-01-25 00:00:00.000
2020-01-22 00:00:00.000,"2020","1","1","22","20200122","January","Jan 2020","Q1 2020","3","Wednesday",2020-01-25 00:00:00.000
2020-01-23 00:00:00.000,"2020","1","1","23","20200123","January","Jan 2020","Q1 2020","4","Thursday",2020-01-25 00:00:00.000
2020-01-24 00:00:00.000,"2020","1","1","24","20200124","January","Jan 2020","Q1 2020","5","Friday",2020-01-25 00:00:00.000
2020-01-25 00:00:00.000,"2020","1","1","25","20200125","January","Jan 2020","Q1 2020","6","Saturday",2020-01-25 00:00:00.000
2020-01-26 00:00:00.000,"2020","1","1","26","20200126","January","Jan 2020","Q1 2020","0","Sunday",2020-02-01 00:00:00.000
2020-01-27 00:00:00.000,"2020","1","1","27","20200127","January","Jan 2020","Q1 2020","1","Monday",2020-02-01 00:00:00.000
2020-01-28 00:00:00.000,"2020","1","1","28","20200128","January","Jan 2020","Q1 2020","2","Tuesday",2020-02-01 00:00:00.000
2020-01-29 00:00:00.000,"2020","1","1","29","20200129","January","Jan 2020","Q1 2020","3","Wednesday",2020-02-01 00:00:00.000
2020-01-30 00:00:00.000,"2020","1","1","30","20200130","January","Jan 2020","Q1 2020","4","Thursday",2020-02-01 00:00:00.000
2020-01-31 00:00:00.000,"2020","1","1","31","20200131","January","Jan 2020","Q1 2020","5","Friday",2020-02-01 00:00:00.000
2020-02-01 00:00:00.000,"2020","1","2","1","20200201","February","Feb 2020","Q1 2020","6","Saturday",2020-02-01 00:00:00.000
2020-02-02 00:00:00.000,"2020","1","2","2","20200202","February","Feb 2020","Q1 2020","0","Sunday",2020-02-08 00:00:00.000
2020-02-03 00:00:00.000,"2020","1","2","3","20200203","February","Feb 2020","Q1 2020","1","Monday",2020-02-08 00:00:00.000
2020-02-04 00:00:00.000,"2020","1","2","4","20200204","February","Feb 2020","Q1 2020","2","Tuesday",2020-02-08 00:00:00.000
2020-02-05 00:00:00.000,"2020","1","2","5","20200205","February","Feb 2020","Q1 2020","3","Wednesday",2020-02-08 00:00:00.000
2020-02-06 00:00:00.000,"2020","1","2","6","20200206","February","Feb 2020","Q1 2020","4","Thursday",2020-02-08 00:00:00.000
2020-02-07 00:00:00.000,"2020","1","2","7","20200207","February","Feb 2020","Q1 2020","5","Friday",2020-02-08 00:00:00.000
2020-02-08 00:00:00.000,"2020","1","2","8","20200208","February","Feb 2020","Q1 2020","6","Saturday",2020-02-08 00:00:00.000
2020-02-09 00:00:00.000,"2020","1","2","9","20200209","February","Feb 2020","Q1 2020","0","Sunday",2020-02-15 00:00:00.000
2020-02-10 00:00:00.000,"2020","1","2","10","20200210","February","Feb 2020","Q1 2020","1","Monday",2020-02-15 00:00:00.000
2020-02-11 00:00:00.000,"2020","1","2","11","20200211","February","Feb 2020","Q1 2020","2","Tuesday",2020-02-15 00:00:00.000
2020-02-12 00:00:00.000,"2020","1","2","12","20200212","February","Feb 2020","Q1 2020","3","Wednesday",2020-02-15 00:00:00.000
2020-02-13 00:00:00.000,"2020","1","2","13","20200213","February","Feb 2020","Q1 2020","4","Thursday",2020-02-15 00:00:00.000
2020-02-14 00:00:00.000,"2020","1","2","14","20200214","February","Feb 2020","Q1 2020","5","Friday",2020-02-15 00:00:00.000
2020-02-15 00:00:00.000,"2020","1","2","15","20200215","February","Feb 2020","Q1 2020","6","Saturday",2020-02-15 00:00:00.000
2020-02-16 00:00:00.000,"2020","1","2","16","20200216","February","Feb 2020","Q1 2020","0","Sunday",2020-02-22 00:00:00.000
2020-02-17 00:00:00.000,"2020","1","2","17","20200217","February","Feb 2020","Q1 2020","1","Monday",2020-02-22 00:00:00.000
2020-02-18 00:00:00.000,"2020","1","2","18","20200218","February","Feb 2020","Q1 2020","2","Tuesday",2020-02-22 00:00:00.000
2020-02-19 00:00:00.000,"2020","1","2","19","20200219","February","Feb 2020","Q1 2020","3","Wednesday",2020-02-22 00:00:00.000
2020-02-20 00:00:00.000,"2020","1","2","20","20200220","February","Feb 2020","Q1 2020","4","Thursday",2020-02-22 00:00:00.000
2020-02-21 00:00:00.000,"2020","1","2","21","20200221","February","Feb 2020","Q1 2020","5","Friday",2020-02-22 00:00:00.000
2020-02-22 00:00:00.000,"2020","1","2","22","20200222","February","Feb 2020","Q1 2020","6","Saturday",2020-02-22 00:00:00.000
2020-02-23 00:00:00.000,"2020","1","2","23","20200223","February","Feb 2020","Q1 2020","0","Sunday",2020-02-29 00:00:00.000
2020-02-24 00:00:00.000,"2020","1","2","24","20200224","February","Feb 2020","Q1 2020","1","Monday",2020-02-29 00:00:00.000
2020-02-25 00:00:00.000,"2020","1","2","25","20200225","February","Feb 2020","Q1 2020","2","Tuesday",2020-02-29 00:00:00.000
2020-02-26 00:00:00.000,"2020","1","2","26","20200226","February","Feb 2020","Q1 2020","3","Wednesday",2020-02-29 00:00:00.000
2020-02-27 00:00:00.000,"2020","1","2","27","20200227","February","Feb 2020","Q1 2020","4","Thursday",2020-02-29 00:00:00.000
2020-02-28 00:00:00.000,"2020","1","2","28","20200228","February","Feb 2020","Q1 2020","5","Friday",2020-02-29 00:00:00.000
2020-02-29 00:00:00.000,"2020","1","2","29","20200229","February","Feb 2020","Q1 2020","6","Saturday",2020-02-29 00:00:00.000
2020-03-01 00:00:00.000,"2020","1","3","1","20200301","March","Mar 2020","Q1 2020","0","Sunday",2020-03-07 00:00:00.000
2020-03-02 00:00:00.000,"2020","1","3","2","20200302","March","Mar 2020","Q1 2020","1","Monday",2020-03-07 00:00:00.000
2020-03-03 00:00:00.000,"2020","1","3","3","20200303","March","Mar 2020","Q1 2020","2","Tuesday",2020-03-07 00:00:00.000
2020-03-04 00:00:00.000,"2020","1","3","4","20200304","March","Mar 2020","Q1 2020","3","Wednesday",2020-03-07 00:00:00.000
2020-03-05 00:00:00.000,"2020","1","3","5","20200305","March","Mar 2020","Q1 2020","4","Thursday",2020-03-07 00:00:00.000
2020-03-06 00:00:00.000,"2020","1","3","6","20200306","March","Mar 2020","Q1 2020","5","Friday",2020-03-07 00:00:00.000
2020-03-07 00:00:00.000,"2020","1","3","7","20200307","March","Mar 2020","Q1 2020","6","Saturday",2020-03-07 00:00:00.000
2020-03-08 00:00:00.000,"2020","1","3","8","20200308","March","Mar 2020","Q1 2020","0","Sunday",2020-03-14 00:00:00.000
2020-03-09 00:00:00.000,"2020","1","3","9","20200309","March","Mar 2020","Q1 2020","1","Monday",2020-03-14 00:00:00.000
2020-03-10 00:00:00.000,"2020","1","3","10","20200310","March","Mar 2020","Q1 2020","2","Tuesday",2020-03-14 00:00:00.000
2020-03-11 00:00:00.000,"2020","1","3","11","20200311","March","Mar 2020","Q1 2020","3","Wednesday",2020-03-14 00:00:00.000
2020-03-12 00:00:00.000,"2020","1","3","12","20200312","March","Mar 2020","Q1 2020","4","Thursday",2020-03-14 00:00:00.000
2020-03-13 00:00:00.000,"2020","1","3","13","20200313","March","Mar 2020","Q1 2020","5","Friday",2020-03-14 00:00:00.000
2020-03-14 00:00:00.000,"2020","1","3","14","20200314","March","Mar 2020","Q1 2020","6","Saturday",2020-03-14 00:00:00.000
2020-03-15 00:00:00.000,"2020","1","3","15","20200315","March","Mar 2020","Q1 2020","0","Sunday",2020-03-21 00:00:00.000
2020-03-16 00:00:00.000,"2020","1","3","16","20200316","March","Mar 2020","Q1 2020","1","Monday",2020-03-21 00:00:00.000
2020-03-17 00:00:00.000,"2020","1","3","17","20200317","March","Mar 2020","Q1 2020","2","Tuesday",2020-03-21 00:00:00.000
2020-03-18 00:00:00.000,"2020","1","3","18","20200318","March","Mar 2020","Q1 2020","3","Wednesday",2020-03-21 00:00:00.000
2020-03-19 00:00:00.000,"2020","1","3","19","20200319","March","Mar 2020","Q1 2020","4","Thursday",2020-03-21 00:00:00.000
2020-03-20 00:00:00.000,"2020","1","3","20","20200320","March","Mar 2020","Q1 2020","5","Friday",2020-03-21 00:00:00.000
2020-03-21 00:00:00.000,"2020","1","3","21","20200321","March","Mar 2020","Q1 2020","6","Saturday",2020-03-21 00:00:00.000
2020-03-22 00:00:00.000,"2020","1","3","22","20200322","March","Mar 2020","Q1 2020","0","Sunday",2020-03-28 00:00:00.000
2020-03-23 00:00:00.000,"2020","1","3","23","20200323","March","Mar 2020","Q1 2020","1","Monday",2020-03-28 00:00:00.000
2020-03-24 00:00:00.000,"2020","1","3","24","20200324","March","Mar 2020","Q1 2020","2","Tuesday",2020-03-28 00:00:00.000
2020-03-25 00:00:00.000,"2020","1","3","25","20200325","March","Mar 2020","Q1 2020","3","Wednesday",2020-03-28 00:00:00.000
2020-03-26 00:00:00.000,"2020","1","3","26","20200326","March","Mar 2020","Q1 2020","4","Thursday",2020-03-28 00:00:00.000
2020-03-27 00:00:00.000,"2020","1","3","27","20200327","March","Mar 2020","Q1 2020","5","Friday",2020-03-28 00:00:00.000
2020-03-28 00:00:00.000,"2020","1","3","28","20200328","March","Mar 2020","Q1 2020","6","Saturday",2020-03-28 00:00:00.000
2020-03-29 00:00:00.000,"2020","1","3","29","20200329","March","Mar 2020","Q1 2020","0","Sunday",2020-04-04 00:00:00.000
2020-03-30 00:00:00.000,"2020","1","3","30","20200330","March","Mar 2020","Q1 2020","1","Monday",2020-04-04 00:00:00.000
2020-03-31 00:00:00.000,"2020","1","3","31","20200331","March","Mar 2020","Q1 2020","2","Tuesday",2020-04-04 00:00:00.000
2020-04-01 00:00:00.000,"2020","2","4","1","20200401","April","Apr 2020","Q2 2020","3","Wednesday",2020-04-04 00:00:00.000
2020-04-02 00:00:00.000,"2020","2","4","2","20200402","April","Apr 2020","Q2 2020","4","Thursday",2020-04-04 00:00:00.000
2020-04-03 00:00:00.000,"2020","2","4","3","20200403","April","Apr 2020","Q2 2020","5","Friday",2020-04-04 00:00:00.000
2020-04-04 00:00:00.000,"2020","2","4","4","20200404","April","Apr 2020","Q2 2020","6","Saturday",2020-04-04 00:00:00.000
2020-04-05 00:00:00.000,"2020","2","4","5","20200405","April","Apr 2020","Q2 2020","0","Sunday",2020-04-11 00:00:00.000
2020-04-06 00:00:00.000,"2020","2","4","6","20200406","April","Apr 2020","Q2 2020","1","Monday",2020-04-11 00:00:00.000
2020-04-07 00:00:00.000,"2020","2","4","7","20200407","April","Apr 2020","Q2 2020","2","Tuesday",2020-04-11 00:00:00.000
2020-04-08 00:00:00.000,"2020","2","4","8","20200408","April","Apr 2020","Q2 2020","3","Wednesday",2020-04-11 00:00:00.000
2020-04-09 00:00:00.000,"2020","2","4","9","20200409","April","Apr 2020","Q2 2020","4","Thursday",2020-04-11 00:00:00.000
2020-04-10 00:00:00.000,"2020","2","4","10","20200410","April","Apr 2020","Q2 2020","5","Friday",2020-04-11 00:00:00.000
2020-04-11 00:00:00.000,"2020","2","4","11","20200411","April","Apr 2020","Q2 2020","6","Saturday",2020-04-11 00:00:00.000
2020-04-12 00:00:00.000,"2020","2","4","12","20200412","April","Apr 2020","Q2 2020","0","Sunday",2020-04-18 00:00:00.000
2020-04-13 00:00:00.000,"2020","2","4","13","20200413","April","Apr 2020","Q2 2020","1","Monday",2020-04-18 00:00:00.000
2020-04-14 00:00:00.000,"2020","2","4","14","20200414","April","Apr 2020","Q2 2020","2","Tuesday",2020-04-18 00:00:00.000
2020-04-15 00:00:00.000,"2020","2","4","15","20200415","April","Apr 2020","Q2 2020","3","Wednesday",2020-04-18 00:00:00.000
2020-04-16 00:00:00.000,"2020","2","4","16","20200416","April","Apr 2020","Q2 2020","4","Thursday",2020-04-18 00:00:00.000
2020-04-17 00:00:00.000,"2020","2","4","17","20200417","April","Apr 2020","Q2 2020","5","Friday",2020-04-18 00:00:00.000
2020-04-18 00:00:00.000,"2020","2","4","18","20200418","April","Apr 2020","Q2 2020","6","Saturday",2020-04-18 00:00:00.000
2020-04-19 00:00:00.000,"2020","2","4","19","20200419","April","Apr 2020","Q2 2020","0","Sunday",2020-04-25 00:00:00.000
2020-04-20 00:00:00.000,"2020","2","4","20","20200420","April","Apr 2020","Q2 2020","1","Monday",2020-04-25 00:00:00.000
2020-04-21 00:00:00.000,"2020","2","4","21","20200421","April","Apr 2020","Q2 2020","2","Tuesday",2020-04-25 00:00:00.000
2020-04-22 00:00:00.000,"2020","2","4","22","20200422","April","Apr 2020","Q2 2020","3","Wednesday",2020-04-25 00:00:00.000
2020-04-23 00:00:00.000,"2020","2","4","23","20200423","April","Apr 2020","Q2 2020","4","Thursday",2020-04-25 00:00:00.000
