Date,Year,Week_No,Day Name,Year.1,Month,Month Name,Quarter,Week of Year,Start of Week,End of Month,UPPERCASE
2018-07-16 00:00:00.000,"2018","29","Monday",2018,7,"July",3,29,2018-07-15 00:00:00.000,2018-07-31 00:00:00.000,"JUL"
2018-07-17 00:00:00.000,"2018","29","Tuesday",2018,7,"July",3,29,2018-07-15 00:00:00.000,2018-07-31 00:00:00.000,"JUL"
2018-07-18 00:00:00.000,"2018","29","Wednesday",2018,7,"July",3,29,2018-07-15 00:00:00.000,2018-07-31 00:00:00.000,"JUL"
2018-07-19 00:00:00.000,"2018","29","Thursday",2018,7,"July",3,29,2018-07-15 00:00:00.000,2018-07-31 00:00:00.000,"JUL"
2018-07-20 00:00:00.000,"2018","29","Friday",2018,7,"July",3,29,2018-07-15 00:00:00.000,2018-07-31 00:00:00.000,"JUL"
2018-07-21 00:00:00.000,"2018","29","Saturday",2018,7,"July",3,29,2018-07-15 00:00:00.000,2018-07-31 00:00:00.000,"JUL"
2018-07-22 00:00:00.000,"2018","30","Sunday",2018,7,"July",3,30,2018-07-22 00:00:00.000,2018-07-31 00:00:00.000,"JUL"
2018-07-23 00:00:00.000,"2018","30","Monday",2018,7,"July",3,30,2018-07-22 00:00:00.000,2018-07-31 00:00:00.000,"JUL"
2018-07-24 00:00:00.000,"2018","30","Tuesday",2018,7,"July",3,30,2018-07-22 00:00:00.000,2018-07-31 00:00:00.000,"JUL"
2018-07-25 00:00:00.000,"2018","30","Wednesday",2018,7,"July",3,30,2018-07-22 00:00:00.000,2018-07-31 00:00:00.000,"JUL"
2018-07-26 00:00:00.000,"2018","30","Thursday",2018,7,"July",3,30,2018-07-22 00:00:00.000,2018-07-31 00:00:00.000,"JUL"
2018-07-27 00:00:00.000,"2018","30","Friday",2018,7,"July",3,30,2018-07-22 00:00:00.000,2018-07-31 00:00:00.000,"JUL"
2018-07-28 00:00:00.000,"2018","30","Saturday",2018,7,"July",3,30,2018-07-22 00:00:00.000,2018-07-31 00:00:00.000,"JUL"
2018-07-29 00:00:00.000,"2018","31","Sunday",2018,7,"July",3,31,2018-07-29 00:00:00.000,2018-07-31 00:00:00.000,"JUL"
2018-07-30 00:00:00.000,"2018","31","Monday",2018,7,"July",3,31,2018-07-29 00:00:00.000,2018-07-31 00:00:00.000,"JUL"
2018-07-31 00:00:00.000,"2018","31","Tuesday",2018,7,"July",3,31,2018-07-29 00:00:00.000,2018-07-31 00:00:00.000,"JUL"
2018-08-01 00:00:00.000,"2018","31","Wednesday",2018,8,"August",3,31,2018-07-29 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-02 00:00:00.000,"2018","31","Thursday",2018,8,"August",3,31,2018-07-29 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-03 00:00:00.000,"2018","31","Friday",2018,8,"August",3,31,2018-07-29 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-04 00:00:00.000,"2018","31","Saturday",2018,8,"August",3,31,2018-07-29 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-05 00:00:00.000,"2018","32","Sunday",2018,8,"August",3,32,2018-08-05 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-06 00:00:00.000,"2018","32","Monday",2018,8,"August",3,32,2018-08-05 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-07 00:00:00.000,"2018","32","Tuesday",2018,8,"August",3,32,2018-08-05 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-08 00:00:00.000,"2018","32","Wednesday",2018,8,"August",3,32,2018-08-05 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-09 00:00:00.000,"2018","32","Thursday",2018,8,"August",3,32,2018-08-05 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-10 00:00:00.000,"2018","32","Friday",2018,8,"August",3,32,2018-08-05 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-11 00:00:00.000,"2018","32","Saturday",2018,8,"August",3,32,2018-08-05 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-12 00:00:00.000,"2018","33","Sunday",2018,8,"August",3,33,2018-08-12 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-13 00:00:00.000,"2018","33","Monday",2018,8,"August",3,33,2018-08-12 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-14 00:00:00.000,"2018","33","Tuesday",2018,8,"August",3,33,2018-08-12 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-15 00:00:00.000,"2018","33","Wednesday",2018,8,"August",3,33,2018-08-12 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-16 00:00:00.000,"2018","33","Thursday",2018,8,"August",3,33,2018-08-12 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-17 00:00:00.000,"2018","33","Friday",2018,8,"August",3,33,2018-08-12 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-18 00:00:00.000,"2018","33","Saturday",2018,8,"August",3,33,2018-08-12 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-19 00:00:00.000,"2018","34","Sunday",2018,8,"August",3,34,2018-08-19 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-20 00:00:00.000,"2018","34","Monday",2018,8,"August",3,34,2018-08-19 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-21 00:00:00.000,"2018","34","Tuesday",2018,8,"August",3,34,2018-08-19 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-22 00:00:00.000,"2018","34","Wednesday",2018,8,"August",3,34,2018-08-19 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-23 00:00:00.000,"2018","34","Thursday",2018,8,"August",3,34,2018-08-19 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-24 00:00:00.000,"2018","34","Friday",2018,8,"August",3,34,2018-08-19 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-25 00:00:00.000,"2018","34","Saturday",2018,8,"August",3,34,2018-08-19 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-26 00:00:00.000,"2018","35","Sunday",2018,8,"August",3,35,2018-08-26 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-27 00:00:00.000,"2018","35","Monday",2018,8,"August",3,35,2018-08-26 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-28 00:00:00.000,"2018","35","Tuesday",2018,8,"August",3,35,2018-08-26 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-29 00:00:00.000,"2018","35","Wednesday",2018,8,"August",3,35,2018-08-26 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-30 00:00:00.000,"2018","35","Thursday",2018,8,"August",3,35,2018-08-26 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-08-31 00:00:00.000,"2018","35","Friday",2018,8,"August",3,35,2018-08-26 00:00:00.000,2018-08-31 00:00:00.000,"AUG"
2018-09-01 00:00:00.000,"2018","35","Saturday",2018,9,"September",3,35,2018-08-26 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-02 00:00:00.000,"2018","36","Sunday",2018,9,"September",3,36,2018-09-02 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-03 00:00:00.000,"2018","36","Monday",2018,9,"September",3,36,2018-09-02 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-04 00:00:00.000,"2018","36","Tuesday",2018,9,"September",3,36,2018-09-02 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-05 00:00:00.000,"2018","36","Wednesday",2018,9,"September",3,36,2018-09-02 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-06 00:00:00.000,"2018","36","Thursday",2018,9,"September",3,36,2018-09-02 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-07 00:00:00.000,"2018","36","Friday",2018,9,"September",3,36,2018-09-02 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-08 00:00:00.000,"2018","36","Saturday",2018,9,"September",3,36,2018-09-02 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-09 00:00:00.000,"2018","37","Sunday",2018,9,"September",3,37,2018-09-09 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-10 00:00:00.000,"2018","37","Monday",2018,9,"September",3,37,2018-09-09 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-11 00:00:00.000,"2018","37","Tuesday",2018,9,"September",3,37,2018-09-09 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-12 00:00:00.000,"2018","37","Wednesday",2018,9,"September",3,37,2018-09-09 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-13 00:00:00.000,"2018","37","Thursday",2018,9,"September",3,37,2018-09-09 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-14 00:00:00.000,"2018","37","Friday",2018,9,"September",3,37,2018-09-09 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-15 00:00:00.000,"2018","37","Saturday",2018,9,"September",3,37,2018-09-09 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-16 00:00:00.000,"2018","38","Sunday",2018,9,"September",3,38,2018-09-16 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-17 00:00:00.000,"2018","38","Monday",2018,9,"September",3,38,2018-09-16 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-18 00:00:00.000,"2018","38","Tuesday",2018,9,"September",3,38,2018-09-16 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-19 00:00:00.000,"2018","38","Wednesday",2018,9,"September",3,38,2018-09-16 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-20 00:00:00.000,"2018","38","Thursday",2018,9,"September",3,38,2018-09-16 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-21 00:00:00.000,"2018","38","Friday",2018,9,"September",3,38,2018-09-16 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-22 00:00:00.000,"2018","38","Saturday",2018,9,"September",3,38,2018-09-16 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-23 00:00:00.000,"2018","39","Sunday",2018,9,"September",3,39,2018-09-23 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-24 00:00:00.000,"2018","39","Monday",2018,9,"September",3,39,2018-09-23 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-25 00:00:00.000,"2018","39","Tuesday",2018,9,"September",3,39,2018-09-23 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-26 00:00:00.000,"2018","39","Wednesday",2018,9,"September",3,39,2018-09-23 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-27 00:00:00.000,"2018","39","Thursday",2018,9,"September",3,39,2018-09-23 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-28 00:00:00.000,"2018","39","Friday",2018,9,"September",3,39,2018-09-23 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-29 00:00:00.000,"2018","39","Saturday",2018,9,"September",3,39,2018-09-23 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-09-30 00:00:00.000,"2018","40","Sunday",2018,9,"September",3,40,2018-09-30 00:00:00.000,2018-09-30 00:00:00.000,"SEP"
2018-04-01 00:00:00.000,"2018","14","Sunday",2018,4,"April",2,14,2018-04-01 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-02 00:00:00.000,"2018","14","Monday",2018,4,"April",2,14,2018-04-01 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-03 00:00:00.000,"2018","14","Tuesday",2018,4,"April",2,14,2018-04-01 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-04 00:00:00.000,"2018","14","Wednesday",2018,4,"April",2,14,2018-04-01 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-05 00:00:00.000,"2018","14","Thursday",2018,4,"April",2,14,2018-04-01 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-06 00:00:00.000,"2018","14","Friday",2018,4,"April",2,14,2018-04-01 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-07 00:00:00.000,"2018","14","Saturday",2018,4,"April",2,14,2018-04-01 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-08 00:00:00.000,"2018","15","Sunday",2018,4,"April",2,15,2018-04-08 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-09 00:00:00.000,"2018","15","Monday",2018,4,"April",2,15,2018-04-08 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-10 00:00:00.000,"2018","15","Tuesday",2018,4,"April",2,15,2018-04-08 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-11 00:00:00.000,"2018","15","Wednesday",2018,4,"April",2,15,2018-04-08 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-12 00:00:00.000,"2018","15","Thursday",2018,4,"April",2,15,2018-04-08 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-13 00:00:00.000,"2018","15","Friday",2018,4,"April",2,15,2018-04-08 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-14 00:00:00.000,"2018","15","Saturday",2018,4,"April",2,15,2018-04-08 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-15 00:00:00.000,"2018","16","Sunday",2018,4,"April",2,16,2018-04-15 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-16 00:00:00.000,"2018","16","Monday",2018,4,"April",2,16,2018-04-15 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-17 00:00:00.000,"2018","16","Tuesday",2018,4,"April",2,16,2018-04-15 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-18 00:00:00.000,"2018","16","Wednesday",2018,4,"April",2,16,2018-04-15 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-19 00:00:00.000,"2018","16","Thursday",2018,4,"April",2,16,2018-04-15 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-20 00:00:00.000,"2018","16","Friday",2018,4,"April",2,16,2018-04-15 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-21 00:00:00.000,"2018","16","Saturday",2018,4,"April",2,16,2018-04-15 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-22 00:00:00.000,"2018","17","Sunday",2018,4,"April",2,17,2018-04-22 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-23 00:00:00.000,"2018","17","Monday",2018,4,"April",2,17,2018-04-22 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-24 00:00:00.000,"2018","17","Tuesday",2018,4,"April",2,17,2018-04-22 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-25 00:00:00.000,"2018","17","Wednesday",2018,4,"April",2,17,2018-04-22 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-26 00:00:00.000,"2018","17","Thursday",2018,4,"April",2,17,2018-04-22 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-27 00:00:00.000,"2018","17","Friday",2018,4,"April",2,17,2018-04-22 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-28 00:00:00.000,"2018","17","Saturday",2018,4,"April",2,17,2018-04-22 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-29 00:00:00.000,"2018","18","Sunday",2018,4,"April",2,18,2018-04-29 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-04-30 00:00:00.000,"2018","18","Monday",2018,4,"April",2,18,2018-04-29 00:00:00.000,2018-04-30 00:00:00.000,"APR"
2018-05-01 00:00:00.000,"2018","18","Tuesday",2018,5,"May",2,18,2018-04-29 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-02 00:00:00.000,"2018","18","Wednesday",2018,5,"May",2,18,2018-04-29 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-03 00:00:00.000,"2018","18","Thursday",2018,5,"May",2,18,2018-04-29 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-04 00:00:00.000,"2018","18","Friday",2018,5,"May",2,18,2018-04-29 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-05 00:00:00.000,"2018","18","Saturday",2018,5,"May",2,18,2018-04-29 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-06 00:00:00.000,"2018","19","Sunday",2018,5,"May",2,19,2018-05-06 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-07 00:00:00.000,"2018","19","Monday",2018,5,"May",2,19,2018-05-06 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-08 00:00:00.000,"2018","19","Tuesday",2018,5,"May",2,19,2018-05-06 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-09 00:00:00.000,"2018","19","Wednesday",2018,5,"May",2,19,2018-05-06 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-10 00:00:00.000,"2018","19","Thursday",2018,5,"May",2,19,2018-05-06 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-11 00:00:00.000,"2018","19","Friday",2018,5,"May",2,19,2018-05-06 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-12 00:00:00.000,"2018","19","Saturday",2018,5,"May",2,19,2018-05-06 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-13 00:00:00.000,"2018","20","Sunday",2018,5,"May",2,20,2018-05-13 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-14 00:00:00.000,"2018","20","Monday",2018,5,"May",2,20,2018-05-13 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-15 00:00:00.000,"2018","20","Tuesday",2018,5,"May",2,20,2018-05-13 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-16 00:00:00.000,"2018","20","Wednesday",2018,5,"May",2,20,2018-05-13 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-17 00:00:00.000,"2018","20","Thursday",2018,5,"May",2,20,2018-05-13 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-18 00:00:00.000,"2018","20","Friday",2018,5,"May",2,20,2018-05-13 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-19 00:00:00.000,"2018","20","Saturday",2018,5,"May",2,20,2018-05-13 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-20 00:00:00.000,"2018","21","Sunday",2018,5,"May",2,21,2018-05-20 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-21 00:00:00.000,"2018","21","Monday",2018,5,"May",2,21,2018-05-20 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-22 00:00:00.000,"2018","21","Tuesday",2018,5,"May",2,21,2018-05-20 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-23 00:00:00.000,"2018","21","Wednesday",2018,5,"May",2,21,2018-05-20 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-24 00:00:00.000,"2018","21","Thursday",2018,5,"May",2,21,2018-05-20 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-25 00:00:00.000,"2018","21","Friday",2018,5,"May",2,21,2018-05-20 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-26 00:00:00.000,"2018","21","Saturday",2018,5,"May",2,21,2018-05-20 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-27 00:00:00.000,"2018","22","Sunday",2018,5,"May",2,22,2018-05-27 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-28 00:00:00.000,"2018","22","Monday",2018,5,"May",2,22,2018-05-27 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-29 00:00:00.000,"2018","22","Tuesday",2018,5,"May",2,22,2018-05-27 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-30 00:00:00.000,"2018","22","Wednesday",2018,5,"May",2,22,2018-05-27 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-05-31 00:00:00.000,"2018","22","Thursday",2018,5,"May",2,22,2018-05-27 00:00:00.000,2018-05-31 00:00:00.000,"MAY"
2018-06-01 00:00:00.000,"2018","22","Friday",2018,6,"June",2,22,2018-05-27 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-02 00:00:00.000,"2018","22","Saturday",2018,6,"June",2,22,2018-05-27 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-03 00:00:00.000,"2018","23","Sunday",2018,6,"June",2,23,2018-06-03 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-04 00:00:00.000,"2018","23","Monday",2018,6,"June",2,23,2018-06-03 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-05 00:00:00.000,"2018","23","Tuesday",2018,6,"June",2,23,2018-06-03 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-06 00:00:00.000,"2018","23","Wednesday",2018,6,"June",2,23,2018-06-03 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-07 00:00:00.000,"2018","23","Thursday",2018,6,"June",2,23,2018-06-03 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-08 00:00:00.000,"2018","23","Friday",2018,6,"June",2,23,2018-06-03 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-09 00:00:00.000,"2018","23","Saturday",2018,6,"June",2,23,2018-06-03 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-10 00:00:00.000,"2018","24","Sunday",2018,6,"June",2,24,2018-06-10 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-11 00:00:00.000,"2018","24","Monday",2018,6,"June",2,24,2018-06-10 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-12 00:00:00.000,"2018","24","Tuesday",2018,6,"June",2,24,2018-06-10 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-13 00:00:00.000,"2018","24","Wednesday",2018,6,"June",2,24,2018-06-10 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-14 00:00:00.000,"2018","24","Thursday",2018,6,"June",2,24,2018-06-10 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-15 00:00:00.000,"2018","24","Friday",2018,6,"June",2,24,2018-06-10 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-16 00:00:00.000,"2018","24","Saturday",2018,6,"June",2,24,2018-06-10 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-17 00:00:00.000,"2018","25","Sunday",2018,6,"June",2,25,2018-06-17 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-18 00:00:00.000,"2018","25","Monday",2018,6,"June",2,25,2018-06-17 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-19 00:00:00.000,"2018","25","Tuesday",2018,6,"June",2,25,2018-06-17 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-20 00:00:00.000,"2018","25","Wednesday",2018,6,"June",2,25,2018-06-17 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-21 00:00:00.000,"2018","25","Thursday",2018,6,"June",2,25,2018-06-17 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-22 00:00:00.000,"2018","25","Friday",2018,6,"June",2,25,2018-06-17 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-23 00:00:00.000,"2018","25","Saturday",2018,6,"June",2,25,2018-06-17 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-24 00:00:00.000,"2018","26","Sunday",2018,6,"June",2,26,2018-06-24 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-25 00:00:00.000,"2018","26","Monday",2018,6,"June",2,26,2018-06-24 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-26 00:00:00.000,"2018","26","Tuesday",2018,6,"June",2,26,2018-06-24 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-27 00:00:00.000,"2018","26","Wednesday",2018,6,"June",2,26,2018-06-24 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-28 00:00:00.000,"2018","26","Thursday",2018,6,"June",2,26,2018-06-24 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-29 00:00:00.000,"2018","26","Friday",2018,6,"June",2,26,2018-06-24 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-06-30 00:00:00.000,"2018","26","Saturday",2018,6,"June",2,26,2018-06-24 00:00:00.000,2018-06-30 00:00:00.000,"JUN"
2018-10-01 00:00:00.000,"2018","40","Monday",2018,10,"October",4,40,2018-09-30 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-02 00:00:00.000,"2018","40","Tuesday",2018,10,"October",4,40,2018-09-30 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-03 00:00:00.000,"2018","40","Wednesday",2018,10,"October",4,40,2018-09-30 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-04 00:00:00.000,"2018","40","Thursday",2018,10,"October",4,40,2018-09-30 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
2018-10-05 00:00:00.000,"2018","40","Friday",2018,10,"October",4,40,2018-09-30 00:00:00.000,2018-10-31 00:00:00.000,"OCT"
