Date,Year,Week_No,Day Name,Year.1,Month,Month Name,Quarter,Week of Year,Start of Week,End of Month,UPPERCASE,Day Inx,YM Key,Last Sale Date
2018-08-07 00:00:00.000,"2018","32","Tuesday",2018,8,"August","Q3",32,2018-08-05 00:00:00.000,2018-08-31 00:00:00.000,"AUG",260,"201808",0
2018-08-08 00:00:00.000,"2018","32","Wednesday",2018,8,"August","Q3",32,2018-08-05 00:00:00.000,2018-08-31 00:00:00.000,"AUG",261,"201808",0
2018-08-09 00:00:00.000,"2018","32","Thursday",2018,8,"August","Q3",32,2018-08-05 00:00:00.000,2018-08-31 00:00:00.000,"AUG",262,"201808",0
2018-08-10 00:00:00.000,"2018","32","Friday",2018,8,"August","Q3",32,2018-08-05 00:00:00.000,2018-08-31 00:00:00.000,"AUG",263,"201808",0
2018-08-11 00:00:00.000,"2018","32","Saturday",2018,8,"August","Q3",32,2018-08-05 00:00:00.000,2018-08-31 00:00:00.000,"AUG",264,"201808",0
2018-08-12 00:00:00.000,"2018","33","Sunday",2018,8,"August","Q3",33,2018-08-12 00:00:00.000,2018-08-31 00:00:00.000,"AUG",265,"201808",0
2018-08-13 00:00:00.000,"2018","33","Monday",2018,8,"August","Q3",33,2018-08-12 00:00:00.000,2018-08-31 00:00:00.000,"AUG",266,"201808",0
2018-08-14 00:00:00.000,"2018","33","Tuesday",2018,8,"August","Q3",33,2018-08-12 00:00:00.000,2018-08-31 00:00:00.000,"AUG",267,"201808",0
2018-08-15 00:00:00.000,"2018","33","Wednesday",2018,8,"August","Q3",33,2018-08-12 00:00:00.000,2018-08-31 00:00:00.000,"AUG",268,"201808",0
2018-08-16 00:00:00.000,"2018","33","Thursday",2018,8,"August","Q3",33,2018-08-12 00:00:00.000,2018-08-31 00:00:00.000,"AUG",269,"201808",0
2018-08-17 00:00:00.000,"2018","33","Friday",2018,8,"August","Q3",33,2018-08-12 00:00:00.000,2018-08-31 00:00:00.000,"AUG",270,"201808",0
2018-08-18 00:00:00.000,"2018","33","Saturday",2018,8,"August","Q3",33,2018-08-12 00:00:00.000,2018-08-31 00:00:00.000,"AUG",271,"201808",0
2018-08-19 00:00:00.000,"2018","34","Sunday",2018,8,"August","Q3",34,2018-08-19 00:00:00.000,2018-08-31 00:00:00.000,"AUG",272,"201808",0
2018-08-20 00:00:00.000,"2018","34","Monday",2018,8,"August","Q3",34,2018-08-19 00:00:00.000,2018-08-31 00:00:00.000,"AUG",273,"201808",0
2018-08-21 00:00:00.000,"2018","34","Tuesday",2018,8,"August","Q3",34,2018-08-19 00:00:00.000,2018-08-31 00:00:00.000,"AUG",274,"201808",0
2018-08-22 00:00:00.000,"2018","34","Wednesday",2018,8,"August","Q3",34,2018-08-19 00:00:00.000,2018-08-31 00:00:00.000,"AUG",275,"201808",0
2018-08-23 00:00:00.000,"2018","34","Thursday",2018,8,"August","Q3",34,2018-08-19 00:00:00.000,2018-08-31 00:00:00.000,"AUG",276,"201808",0
2018-08-24 00:00:00.000,"2018","34","Friday",2018,8,"August","Q3",34,2018-08-19 00:00:00.000,2018-08-31 00:00:00.000,"AUG",277,"201808",0
2018-08-25 00:00:00.000,"2018","34","Saturday",2018,8,"August","Q3",34,2018-08-19 00:00:00.000,2018-08-31 00:00:00.000,"AUG",278,"201808",0
2018-08-26 00:00:00.000,"2018","35","Sunday",2018,8,"August","Q3",35,2018-08-26 00:00:00.000,2018-08-31 00:00:00.000,"AUG",279,"201808",0
2018-08-27 00:00:00.000,"2018","35","Monday",2018,8,"August","Q3",35,2018-08-26 00:00:00.000,2018-08-31 00:00:00.000,"AUG",280,"201808",0
2018-08-28 00:00:00.000,"2018","35","Tuesday",2018,8,"August","Q3",35,2018-08-26 00:00:00.000,2018-08-31 00:00:00.000,"AUG",281,"201808",0
2018-08-29 00:00:00.000,"2018","35","Wednesday",2018,8,"August","Q3",35,2018-08-26 00:00:00.000,2018-08-31 00:00:00.000,"AUG",282,"201808",0
2018-08-30 00:00:00.000,"2018","35","Thursday",2018,8,"August","Q3",35,2018-08-26 00:00:00.000,2018-08-31 00:00:00.000,"AUG",283,"201808",0
2018-08-31 00:00:00.000,"2018","35","Friday",2018,8,"August","Q3",35,2018-08-26 00:00:00.000,2018-08-31 00:00:00.000,"AUG",284,"201808",0
2018-09-01 00:00:00.000,"2018","35","Saturday",2018,9,"September","Q3",35,2018-08-26 00:00:00.000,2018-09-30 00:00:00.000,"SEP",285,"201809",0
2018-09-02 00:00:00.000,"2018","36","Sunday",2018,9,"September","Q3",36,2018-09-02 00:00:00.000,2018-09-30 00:00:00.000,"SEP",286,"201809",0
2018-09-03 00:00:00.000,"2018","36","Monday",2018,9,"September","Q3",36,2018-09-02 00:00:00.000,2018-09-30 00:00:00.000,"SEP",287,"201809",0
2018-09-04 00:00:00.000,"2018","36","Tuesday",2018,9,"September","Q3",36,2018-09-02 00:00:00.000,2018-09-30 00:00:00.000,"SEP",288,"201809",0
2018-09-05 00:00:00.000,"2018","36","Wednesday",2018,9,"September","Q3",36,2018-09-02 00:00:00.000,2018-09-30 00:00:00.000,"SEP",289,"201809",0
2018-09-06 00:00:00.000,"2018","36","Thursday",2018,9,"September","Q3",36,2018-09-02 00:00:00.000,2018-09-30 00:00:00.000,"SEP",290,"201809",0
2018-09-07 00:00:00.000,"2018","36","Friday",2018,9,"September","Q3",36,2018-09-02 00:00:00.000,2018-09-30 00:00:00.000,"SEP",291,"201809",0
2018-09-08 00:00:00.000,"2018","36","Saturday",2018,9,"September","Q3",36,2018-09-02 00:00:00.000,2018-09-30 00:00:00.000,"SEP",292,"201809",0
2018-09-09 00:00:00.000,"2018","37","Sunday",2018,9,"September","Q3",37,2018-09-09 00:00:00.000,2018-09-30 00:00:00.000,"SEP",293,"201809",0
2018-09-10 00:00:00.000,"2018","37","Monday",2018,9,"September","Q3",37,2018-09-09 00:00:00.000,2018-09-30 00:00:00.000,"SEP",294,"201809",0
2018-09-11 00:00:00.000,"2018","37","Tuesday",2018,9,"September","Q3",37,2018-09-09 00:00:00.000,2018-09-30 00:00:00.000,"SEP",295,"201809",0
2018-09-12 00:00:00.000,"2018","37","Wednesday",2018,9,"September","Q3",37,2018-09-09 00:00:00.000,2018-09-30 00:00:00.000,"SEP",296,"201809",0
2018-09-13 00:00:00.000,"2018","37","Thursday",2018,9,"September","Q3",37,2018-09-09 00:00:00.000,2018-09-30 00:00:00.000,"SEP",297,"201809",0
2018-09-14 00:00:00.000,"2018","37","Friday",2018,9,"September","Q3",37,2018-09-09 00:00:00.000,2018-09-30 00:00:00.000,"SEP",298,"201809",0
2018-09-15 00:00:00.000,"2018","37","Saturday",2018,9,"September","Q3",37,2018-09-09 00:00:00.000,2018-09-30 00:00:00.000,"SEP",299,"201809",0
2018-09-16 00:00:00.000,"2018","38","Sunday",2018,9,"September","Q3",38,2018-09-16 00:00:00.000,2018-09-30 00:00:00.000,"SEP",300,"201809",0
2018-09-17 00:00:00.000,"2018","38","Monday",2018,9,"September","Q3",38,2018-09-16 00:00:00.000,2018-09-30 00:00:00.000,"SEP",301,"201809",0
2018-09-18 00:00:00.000,"2018","38","Tuesday",2018,9,"September","Q3",38,2018-09-16 00:00:00.000,2018-09-30 00:00:00.000,"SEP",302,"201809",0
2018-09-19 00:00:00.000,"2018","38","Wednesday",2018,9,"September","Q3",38,2018-09-16 00:00:00.000,2018-09-30 00:00:00.000,"SEP",303,"201809",0
2018-09-20 00:00:00.000,"2018","38","Thursday",2018,9,"September","Q3",38,2018-09-16 00:00:00.000,2018-09-30 00:00:00.000,"SEP",304,"201809",0
2018-09-21 00:00:00.000,"2018","38","Friday",2018,9,"September","Q3",38,2018-09-16 00:00:00.000,2018-09-30 00:00:00.000,"SEP",305,"201809",0
2018-09-22 00:00:00.000,"2018","38","Saturday",2018,9,"September","Q3",38,2018-09-16 00:00:00.000,2018-09-30 00:00:00.000,"SEP",306,"201809",0
2018-09-23 00:00:00.000,"2018","39","Sunday",2018,9,"September","Q3",39,2018-09-23 00:00:00.000,2018-09-30 00:00:00.000,"SEP",307,"201809",0
2018-09-24 00:00:00.000,"2018","39","Monday",2018,9,"September","Q3",39,2018-09-23 00:00:00.000,2018-09-30 00:00:00.000,"SEP",308,"201809",0
2018-09-25 00:00:00.000,"2018","39","Tuesday",2018,9,"September","Q3",39,2018-09-23 00:00:00.000,2018-09-30 00:00:00.000,"SEP",309,"201809",0
2018-09-26 00:00:00.000,"2018","39","Wednesday",2018,9,"September","Q3",39,2018-09-23 00:00:00.000,2018-09-30 00:00:00.000,"SEP",310,"201809",0
2018-09-27 00:00:00.000,"2018","39","Thursday",2018,9,"September","Q3",39,2018-09-23 00:00:00.000,2018-09-30 00:00:00.000,"SEP",311,"201809",0
2018-09-28 00:00:00.000,"2018","39","Friday",2018,9,"September","Q3",39,2018-09-23 00:00:00.000,2018-09-30 00:00:00.000,"SEP",312,"201809",0
2018-09-29 00:00:00.000,"2018","39","Saturday",2018,9,"September","Q3",39,2018-09-23 00:00:00.000,2018-09-30 00:00:00.000,"SEP",313,"201809",0
2018-09-30 00:00:00.000,"2018","40","Sunday",2018,9,"September","Q3",40,2018-09-30 00:00:00.000,2018-09-30 00:00:00.000,"SEP",314,"201809",0
2018-04-01 00:00:00.000,"2018","14","Sunday",2018,4,"April","Q2",14,2018-04-01 00:00:00.000,2018-04-30 00:00:00.000,"APR",132,"201804",0
2018-04-02 00:00:00.000,"2018","14","Monday",2018,4,"April","Q2",14,2018-04-01 00:00:00.000,2018-04-30 00:00:00.000,"APR",133,"201804",0
2018-04-03 00:00:00.000,"2018","14","Tuesday",2018,4,"April","Q2",14,2018-04-01 00:00:00.000,2018-04-30 00:00:00.000,"APR",134,"201804",0
2018-04-04 00:00:00.000,"2018","14","Wednesday",2018,4,"April","Q2",14,2018-04-01 00:00:00.000,2018-04-30 00:00:00.000,"APR",135,"201804",0
2018-04-05 00:00:00.000,"2018","14","Thursday",2018,4,"April","Q2",14,2018-04-01 00:00:00.000,2018-04-30 00:00:00.000,"APR",136,"201804",0
2018-04-06 00:00:00.000,"2018","14","Friday",2018,4,"April","Q2",14,2018-04-01 00:00:00.000,2018-04-30 00:00:00.000,"APR",137,"201804",0
2018-04-07 00:00:00.000,"2018","14","Saturday",2018,4,"April","Q2",14,2018-04-01 00:00:00.000,2018-04-30 00:00:00.000,"APR",138,"201804",0
2018-04-08 00:00:00.000,"2018","15","Sunday",2018,4,"April","Q2",15,2018-04-08 00:00:00.000,2018-04-30 00:00:00.000,"APR",139,"201804",0
2018-04-09 00:00:00.000,"2018","15","Monday",2018,4,"April","Q2",15,2018-04-08 00:00:00.000,2018-04-30 00:00:00.000,"APR",140,"201804",0
2018-04-10 00:00:00.000,"2018","15","Tuesday",2018,4,"April","Q2",15,2018-04-08 00:00:00.000,2018-04-30 00:00:00.000,"APR",141,"201804",0
2018-04-11 00:00:00.000,"2018","15","Wednesday",2018,4,"April","Q2",15,2018-04-08 00:00:00.000,2018-04-30 00:00:00.000,"APR",142,"201804",0
2018-04-12 00:00:00.000,"2018","15","Thursday",2018,4,"April","Q2",15,2018-04-08 00:00:00.000,2018-04-30 00:00:00.000,"APR",143,"201804",0
2018-04-13 00:00:00.000,"2018","15","Friday",2018,4,"April","Q2",15,2018-04-08 00:00:00.000,2018-04-30 00:00:00.000,"APR",144,"201804",0
2018-04-14 00:00:00.000,"2018","15","Saturday",2018,4,"April","Q2",15,2018-04-08 00:00:00.000,2018-04-30 00:00:00.000,"APR",145,"201804",0
2018-04-15 00:00:00.000,"2018","16","Sunday",2018,4,"April","Q2",16,2018-04-15 00:00:00.000,2018-04-30 00:00:00.000,"APR",146,"201804",0
2018-04-16 00:00:00.000,"2018","16","Monday",2018,4,"April","Q2",16,2018-04-15 00:00:00.000,2018-04-30 00:00:00.000,"APR",147,"201804",0
2018-04-17 00:00:00.000,"2018","16","Tuesday",2018,4,"April","Q2",16,2018-04-15 00:00:00.000,2018-04-30 00:00:00.000,"APR",148,"201804",0
2018-04-18 00:00:00.000,"2018","16","Wednesday",2018,4,"April","Q2",16,2018-04-15 00:00:00.000,2018-04-30 00:00:00.000,"APR",149,"201804",0
2018-04-19 00:00:00.000,"2018","16","Thursday",2018,4,"April","Q2",16,2018-04-15 00:00:00.000,2018-04-30 00:00:00.000,"APR",150,"201804",0
2018-04-20 00:00:00.000,"2018","16","Friday",2018,4,"April","Q2",16,2018-04-15 00:00:00.000,2018-04-30 00:00:00.000,"APR",151,"201804",0
2018-04-21 00:00:00.000,"2018","16","Saturday",2018,4,"April","Q2",16,2018-04-15 00:00:00.000,2018-04-30 00:00:00.000,"APR",152,"201804",0
2018-04-22 00:00:00.000,"2018","17","Sunday",2018,4,"April","Q2",17,2018-04-22 00:00:00.000,2018-04-30 00:00:00.000,"APR",153,"201804",0
2018-04-23 00:00:00.000,"2018","17","Monday",2018,4,"April","Q2",17,2018-04-22 00:00:00.000,2018-04-30 00:00:00.000,"APR",154,"201804",0
2018-04-24 00:00:00.000,"2018","17","Tuesday",2018,4,"April","Q2",17,2018-04-22 00:00:00.000,2018-04-30 00:00:00.000,"APR",155,"201804",0
2018-04-25 00:00:00.000,"2018","17","Wednesday",2018,4,"April","Q2",17,2018-04-22 00:00:00.000,2018-04-30 00:00:00.000,"APR",156,"201804",0
2018-04-26 00:00:00.000,"2018","17","Thursday",2018,4,"April","Q2",17,2018-04-22 00:00:00.000,2018-04-30 00:00:00.000,"APR",157,"201804",0
2018-04-27 00:00:00.000,"2018","17","Friday",2018,4,"April","Q2",17,2018-04-22 00:00:00.000,2018-04-30 00:00:00.000,"APR",158,"201804",0
2018-04-28 00:00:00.000,"2018","17","Saturday",2018,4,"April","Q2",17,2018-04-22 00:00:00.000,2018-04-30 00:00:00.000,"APR",159,"201804",0
2018-04-29 00:00:00.000,"2018","18","Sunday",2018,4,"April","Q2",18,2018-04-29 00:00:00.000,2018-04-30 00:00:00.000,"APR",160,"201804",0
2018-04-30 00:00:00.000,"2018","18","Monday",2018,4,"April","Q2",18,2018-04-29 00:00:00.000,2018-04-30 00:00:00.000,"APR",161,"201804",0
2018-05-01 00:00:00.000,"2018","18","Tuesday",2018,5,"May","Q2",18,2018-04-29 00:00:00.000,2018-05-31 00:00:00.000,"MAY",162,"201805",0
2018-05-02 00:00:00.000,"2018","18","Wednesday",2018,5,"May","Q2",18,2018-04-29 00:00:00.000,2018-05-31 00:00:00.000,"MAY",163,"201805",0
2018-05-03 00:00:00.000,"2018","18","Thursday",2018,5,"May","Q2",18,2018-04-29 00:00:00.000,2018-05-31 00:00:00.000,"MAY",164,"201805",0
2018-05-04 00:00:00.000,"2018","18","Friday",2018,5,"May","Q2",18,2018-04-29 00:00:00.000,2018-05-31 00:00:00.000,"MAY",165,"201805",0
2018-05-05 00:00:00.000,"2018","18","Saturday",2018,5,"May","Q2",18,2018-04-29 00:00:00.000,2018-05-31 00:00:00.000,"MAY",166,"201805",0
2018-05-06 00:00:00.000,"2018","19","Sunday",2018,5,"May","Q2",19,2018-05-06 00:00:00.000,2018-05-31 00:00:00.000,"MAY",167,"201805",0
2018-05-07 00:00:00.000,"2018","19","Monday",2018,5,"May","Q2",19,2018-05-06 00:00:00.000,2018-05-31 00:00:00.000,"MAY",168,"201805",0
2018-05-08 00:00:00.000,"2018","19","Tuesday",2018,5,"May","Q2",19,2018-05-06 00:00:00.000,2018-05-31 00:00:00.000,"MAY",169,"201805",0
2018-05-09 00:00:00.000,"2018","19","Wednesday",2018,5,"May","Q2",19,2018-05-06 00:00:00.000,2018-05-31 00:00:00.000,"MAY",170,"201805",0
2018-05-10 00:00:00.000,"2018","19","Thursday",2018,5,"May","Q2",19,2018-05-06 00:00:00.000,2018-05-31 00:00:00.000,"MAY",171,"201805",0
2018-05-11 00:00:00.000,"2018","19","Friday",2018,5,"May","Q2",19,2018-05-06 00:00:00.000,2018-05-31 00:00:00.000,"MAY",172,"201805",0
2018-05-12 00:00:00.000,"2018","19","Saturday",2018,5,"May","Q2",19,2018-05-06 00:00:00.000,2018-05-31 00:00:00.000,"MAY",173,"201805",0
2018-05-13 00:00:00.000,"2018","20","Sunday",2018,5,"May","Q2",20,2018-05-13 00:00:00.000,2018-05-31 00:00:00.000,"MAY",174,"201805",0
2018-05-14 00:00:00.000,"2018","20","Monday",2018,5,"May","Q2",20,2018-05-13 00:00:00.000,2018-05-31 00:00:00.000,"MAY",175,"201805",0
2018-05-15 00:00:00.000,"2018","20","Tuesday",2018,5,"May","Q2",20,2018-05-13 00:00:00.000,2018-05-31 00:00:00.000,"MAY",176,"201805",0
2018-05-16 00:00:00.000,"2018","20","Wednesday",2018,5,"May","Q2",20,2018-05-13 00:00:00.000,2018-05-31 00:00:00.000,"MAY",177,"201805",0
2018-05-17 00:00:00.000,"2018","20","Thursday",2018,5,"May","Q2",20,2018-05-13 00:00:00.000,2018-05-31 00:00:00.000,"MAY",178,"201805",0
2018-05-18 00:00:00.000,"2018","20","Friday",2018,5,"May","Q2",20,2018-05-13 00:00:00.000,2018-05-31 00:00:00.000,"MAY",179,"201805",0
2018-05-19 00:00:00.000,"2018","20","Saturday",2018,5,"May","Q2",20,2018-05-13 00:00:00.000,2018-05-31 00:00:00.000,"MAY",180,"201805",0
2018-05-20 00:00:00.000,"2018","21","Sunday",2018,5,"May","Q2",21,2018-05-20 00:00:00.000,2018-05-31 00:00:00.000,"MAY",181,"201805",0
2018-05-21 00:00:00.000,"2018","21","Monday",2018,5,"May","Q2",21,2018-05-20 00:00:00.000,2018-05-31 00:00:00.000,"MAY",182,"201805",0
2018-05-22 00:00:00.000,"2018","21","Tuesday",2018,5,"May","Q2",21,2018-05-20 00:00:00.000,2018-05-31 00:00:00.000,"MAY",183,"201805",0
2018-05-23 00:00:00.000,"2018","21","Wednesday",2018,5,"May","Q2",21,2018-05-20 00:00:00.000,2018-05-31 00:00:00.000,"MAY",184,"201805",0
2018-05-24 00:00:00.000,"2018","21","Thursday",2018,5,"May","Q2",21,2018-05-20 00:00:00.000,2018-05-31 00:00:00.000,"MAY",185,"201805",0
2018-05-25 00:00:00.000,"2018","21","Friday",2018,5,"May","Q2",21,2018-05-20 00:00:00.000,2018-05-31 00:00:00.000,"MAY",186,"201805",0
2018-05-26 00:00:00.000,"2018","21","Saturday",2018,5,"May","Q2",21,2018-05-20 00:00:00.000,2018-05-31 00:00:00.000,"MAY",187,"201805",0
2018-05-27 00:00:00.000,"2018","22","Sunday",2018,5,"May","Q2",22,2018-05-27 00:00:00.000,2018-05-31 00:00:00.000,"MAY",188,"201805",0
2018-05-28 00:00:00.000,"2018","22","Monday",2018,5,"May","Q2",22,2018-05-27 00:00:00.000,2018-05-31 00:00:00.000,"MAY",189,"201805",0
2018-05-29 00:00:00.000,"2018","22","Tuesday",2018,5,"May","Q2",22,2018-05-27 00:00:00.000,2018-05-31 00:00:00.000,"MAY",190,"201805",0
2018-05-30 00:00:00.000,"2018","22","Wednesday",2018,5,"May","Q2",22,2018-05-27 00:00:00.000,2018-05-31 00:00:00.000,"MAY",191,"201805",0
2018-05-31 00:00:00.000,"2018","22","Thursday",2018,5,"May","Q2",22,2018-05-27 00:00:00.000,2018-05-31 00:00:00.000,"MAY",192,"201805",0
2018-06-01 00:00:00.000,"2018","22","Friday",2018,6,"June","Q2",22,2018-05-27 00:00:00.000,2018-06-30 00:00:00.000,"JUN",193,"201806",0
2018-06-02 00:00:00.000,"2018","22","Saturday",2018,6,"June","Q2",22,2018-05-27 00:00:00.000,2018-06-30 00:00:00.000,"JUN",194,"201806",0
2018-06-03 00:00:00.000,"2018","23","Sunday",2018,6,"June","Q2",23,2018-06-03 00:00:00.000,2018-06-30 00:00:00.000,"JUN",195,"201806",0
2018-06-04 00:00:00.000,"2018","23","Monday",2018,6,"June","Q2",23,2018-06-03 00:00:00.000,2018-06-30 00:00:00.000,"JUN",196,"201806",0
2018-06-05 00:00:00.000,"2018","23","Tuesday",2018,6,"June","Q2",23,2018-06-03 00:00:00.000,2018-06-30 00:00:00.000,"JUN",197,"201806",0
2018-06-06 00:00:00.000,"2018","23","Wednesday",2018,6,"June","Q2",23,2018-06-03 00:00:00.000,2018-06-30 00:00:00.000,"JUN",198,"201806",0
2018-06-07 00:00:00.000,"2018","23","Thursday",2018,6,"June","Q2",23,2018-06-03 00:00:00.000,2018-06-30 00:00:00.000,"JUN",199,"201806",0
2018-06-08 00:00:00.000,"2018","23","Friday",2018,6,"June","Q2",23,2018-06-03 00:00:00.000,2018-06-30 00:00:00.000,"JUN",200,"201806",0
2018-06-09 00:00:00.000,"2018","23","Saturday",2018,6,"June","Q2",23,2018-06-03 00:00:00.000,2018-06-30 00:00:00.000,"JUN",201,"201806",0
2018-06-10 00:00:00.000,"2018","24","Sunday",2018,6,"June","Q2",24,2018-06-10 00:00:00.000,2018-06-30 00:00:00.000,"JUN",202,"201806",0
2018-06-11 00:00:00.000,"2018","24","Monday",2018,6,"June","Q2",24,2018-06-10 00:00:00.000,2018-06-30 00:00:00.000,"JUN",203,"201806",0
2018-06-12 00:00:00.000,"2018","24","Tuesday",2018,6,"June","Q2",24,2018-06-10 00:00:00.000,2018-06-30 00:00:00.000,"JUN",204,"201806",0
2018-06-13 00:00:00.000,"2018","24","Wednesday",2018,6,"June","Q2",24,2018-06-10 00:00:00.000,2018-06-30 00:00:00.000,"JUN",205,"201806",0
2018-06-14 00:00:00.000,"2018","24","Thursday",2018,6,"June","Q2",24,2018-06-10 00:00:00.000,2018-06-30 00:00:00.000,"JUN",206,"201806",0
