Country/Region,Province/State,date,total_infections_base,total_deaths_base,total_recovered_base,infections_base,deaths_base,recovered_base,continent,Lat,Long,infection_rate,newinfection_rate,days2x
"Malawi","",2020-02-20 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-02-21 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-02-22 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-02-23 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-02-24 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-02-25 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-02-26 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-02-27 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-02-28 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-02-29 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-01 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-02 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-03 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-04 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-05 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-06 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-07 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-08 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-09 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-10 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-11 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-12 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-13 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-14 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-15 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-16 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-17 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-18 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-19 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-20 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-21 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-22 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-23 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-24 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-25 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-26 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-27 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-28 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-29 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-30 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-03-31 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Malawi","",2020-04-01 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-01-22 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-01-23 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-01-24 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-01-25 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-01-26 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-01-27 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-01-28 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-01-29 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-01-30 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-01-31 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-01 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-02 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-03 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-04 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-05 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-06 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-07 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-08 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-09 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-10 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-11 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-12 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-13 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-14 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-15 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-16 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-17 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-18 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-19 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-20 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-21 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-22 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-23 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-24 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-25 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-26 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-27 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-28 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-02-29 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-01 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-02 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-03 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-04 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-05 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-06 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-07 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-08 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-09 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-10 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-11 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-12 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-13 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-14 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-15 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-16 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-17 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-18 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-19 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-20 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-21 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-22 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-23 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-24 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-25 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-26 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-27 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-28 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Botswana","",2020-03-29 00:00:00.000,0,0,0,0,0,0,"Africa",,,0,0,
"Lesotho","",2020-01-22 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-01-23 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-01-24 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-01-25 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-01-26 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-01-27 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-01-28 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-01-29 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-01-30 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-01-31 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-01 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-02 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-03 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-04 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-05 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-06 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-07 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-08 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-09 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-10 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-11 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-12 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-13 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-14 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-15 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-16 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-17 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-18 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-19 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-20 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-21 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-22 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-23 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-24 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-25 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-26 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-27 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-28 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-02-29 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-01 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-02 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-03 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-04 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-05 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-06 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-07 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-08 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-09 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-10 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-11 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-12 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-13 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-14 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-15 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-16 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-17 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-18 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-19 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-20 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-21 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-22 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-23 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-24 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-25 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-26 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-27 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-28 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-29 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-30 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-03-31 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-01 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-02 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-03 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-04 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-05 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-06 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-07 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-08 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-09 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-10 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-11 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-12 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-13 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-14 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-15 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-16 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-17 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-18 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-19 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-20 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-21 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-22 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-23 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-24 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-25 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-26 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-27 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-28 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-29 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-04-30 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-05-01 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-05-02 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-05-03 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-05-04 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-05-05 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-05-06 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-05-07 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-05-08 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-05-09 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-05-10 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-05-11 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Lesotho","",2020-05-12 00:00:00.000,0,0,0,0,0,0,"Africa",-29.609988,28.233608,0,0,
"Comoros","",2020-01-22 00:00:00.000,0,0,0,0,0,0,"Africa",-11.6455,43.3333,0,0,
"Comoros","",2020-01-23 00:00:00.000,0,0,0,0,0,0,"Africa",-11.6455,43.3333,0,0,
"Comoros","",2020-01-24 00:00:00.000,0,0,0,0,0,0,"Africa",-11.6455,43.3333,0,0,
"Comoros","",2020-01-25 00:00:00.000,0,0,0,0,0,0,"Africa",-11.6455,43.3333,0,0,
"Comoros","",2020-01-26 00:00:00.000,0,0,0,0,0,0,"Africa",-11.6455,43.3333,0,0,
"Comoros","",2020-01-27 00:00:00.000,0,0,0,0,0,0,"Africa",-11.6455,43.3333,0,0,
"Comoros","",2020-01-28 00:00:00.000,0,0,0,0,0,0,"Africa",-11.6455,43.3333,0,0,
"Comoros","",2020-01-29 00:00:00.000,0,0,0,0,0,0,"Africa",-11.6455,43.3333,0,0,
"Comoros","",2020-01-30 00:00:00.000,0,0,0,0,0,0,"Africa",-11.6455,43.3333,0,0,
"Comoros","",2020-01-31 00:00:00.000,0,0,0,0,0,0,"Africa",-11.6455,43.3333,0,0,
"Comoros","",2020-02-01 00:00:00.000,0,0,0,0,0,0,"Africa",-11.6455,43.3333,0,0,
"Comoros","",2020-02-02 00:00:00.000,0,0,0,0,0,0,"Africa",-11.6455,43.3333,0,0,
"Comoros","",2020-02-03 00:00:00.000,0,0,0,0,0,0,"Africa",-11.6455,43.3333,0,0,
"Comoros","",2020-02-04 00:00:00.000,0,0,0,0,0,0,"Africa",-11.6455,43.3333,0,0,
"Comoros","",2020-02-05 00:00:00.000,0,0,0,0,0,0,"Africa",-11.6455,43.3333,0,0,
"Comoros","",2020-02-06 00:00:00.000,0,0,0,0,0,0,"Africa",-11.6455,43.3333,0,0,
"Comoros","",2020-02-07 00:00:00.000,0,0,0,0,0,0,"Africa",-11.6455,43.3333,0,0,
"Comoros","",2020-02-08 00:00:00.000,0,0,0,0,0,0,"Africa",-11.6455,43.3333,0,0,
"Comoros","",2020-02-09 00:00:00.000,0,0,0,0,0,0,"Africa",-11.6455,43.3333,0,0,
"Comoros","",2020-02-10 00:00:00.000,0,0,0,0,0,0,"Africa",-11.6455,43.3333,0,0,
"Comoros","",2020-02-11 00:00:00.000,0,0,0,0,0,0,"Africa",-11.6455,43.3333,0,0,
