Country/Region,total_infections_base,total_deaths_base,date,infections_base,deaths_base,continent
"Italy",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"Lithuania",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"Luxembourg",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"Monaco",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"Netherlands",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"North Macedonia",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"Norway",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"Romania",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"Russia",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"San Marino",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"Spain",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"Sweden",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"Switzerland",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"United Kingdom",0,0,2020-01-06 00:00:00.000,0,0,"Europe"
"Austria",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"Belarus",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"Belgium",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"Croatia",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"Denmark",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"Estonia",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"Finland",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"France",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"Germany",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"Greece",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"Iceland",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"Ireland",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"Italy",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"Lithuania",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"Luxembourg",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"Monaco",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"Netherlands",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"North Macedonia",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"Norway",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"Romania",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"Russia",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"San Marino",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"Spain",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"Sweden",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"Switzerland",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"United Kingdom",0,0,2020-01-07 00:00:00.000,0,0,"Europe"
"Austria",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"Belarus",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"Belgium",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"Croatia",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"Denmark",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"Estonia",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"Finland",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"France",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"Germany",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"Greece",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"Iceland",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"Ireland",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"Italy",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"Lithuania",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"Luxembourg",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"Monaco",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"Netherlands",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"North Macedonia",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"Norway",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"Romania",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"Russia",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"San Marino",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"Spain",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"Sweden",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"Switzerland",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"United Kingdom",0,0,2020-01-08 00:00:00.000,0,0,"Europe"
"Austria",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"Belarus",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"Belgium",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"Croatia",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"Denmark",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"Estonia",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"Finland",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"France",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"Germany",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"Greece",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"Iceland",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"Ireland",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"Italy",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"Lithuania",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"Luxembourg",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"Monaco",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"Netherlands",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"North Macedonia",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"Norway",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"Romania",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"Russia",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"San Marino",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"Spain",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"Sweden",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"Switzerland",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"United Kingdom",0,0,2020-01-09 00:00:00.000,0,0,"Europe"
"Austria",0,0,2020-01-10 00:00:00.000,0,0,"Europe"
"Belarus",0,0,2020-01-10 00:00:00.000,0,0,"Europe"
"Belgium",0,0,2020-01-10 00:00:00.000,0,0,"Europe"
"Croatia",0,0,2020-01-10 00:00:00.000,0,0,"Europe"
"Denmark",0,0,2020-01-10 00:00:00.000,0,0,"Europe"
"Estonia",0,0,2020-01-10 00:00:00.000,0,0,"Europe"
"Finland",0,0,2020-01-10 00:00:00.000,0,0,"Europe"
"France",0,0,2020-01-10 00:00:00.000,0,0,"Europe"
"Germany",0,0,2020-01-10 00:00:00.000,0,0,"Europe"
"Greece",0,0,2020-01-10 00:00:00.000,0,0,"Europe"
"Iceland",0,0,2020-01-10 00:00:00.000,0,0,"Europe"
"Ireland",0,0,2020-01-10 00:00:00.000,0,0,"Europe"
"Italy",0,0,2020-01-10 00:00:00.000,0,0,"Europe"
"Lithuania",0,0,2020-01-10 00:00:00.000,0,0,"Europe"
