Date,Year,QuarterNumber,MonthNumber,DayOfMonthNumber,DayOfWeekNumber,DayOfWeek,DateInt,Month,MonthYear,MonthYearNumber,Quarter,QuarterYear,QuarterYearNumber,WeekEnding,RelativeDay,RelativeYear,RelativeMonth,RelativeWeek,ISOYear,ISOWeek,ISOWeekInt,ISOWeekInCalendar
2020-07-17 00:00:00.000,2020,3,7,17,4,"Friday",20200717,"July","Jul 2020",202007,"Q 3","Q3 2020",20203,2020-07-19 00:00:00.000,-178,-1,-6,-26,2020,29,202029,"2020-W29"
2020-07-18 00:00:00.000,2020,3,7,18,5,"Saturday",20200718,"July","Jul 2020",202007,"Q 3","Q3 2020",20203,2020-07-19 00:00:00.000,-177,-1,-6,-26,2020,29,202029,"2020-W29"
2020-07-19 00:00:00.000,2020,3,7,19,6,"Sunday",20200719,"July","Jul 2020",202007,"Q 3","Q3 2020",20203,2020-07-19 00:00:00.000,-176,-1,-6,-26,2020,29,202029,"2020-W29"
2020-07-20 00:00:00.000,2020,3,7,20,0,"Monday",20200720,"July","Jul 2020",202007,"Q 3","Q3 2020",20203,2020-07-26 00:00:00.000,-175,-1,-6,-25,2020,30,202030,"2020-W30"
2020-07-21 00:00:00.000,2020,3,7,21,1,"Tuesday",20200721,"July","Jul 2020",202007,"Q 3","Q3 2020",20203,2020-07-26 00:00:00.000,-174,-1,-6,-25,2020,30,202030,"2020-W30"
2020-07-22 00:00:00.000,2020,3,7,22,2,"Wednesday",20200722,"July","Jul 2020",202007,"Q 3","Q3 2020",20203,2020-07-26 00:00:00.000,-173,-1,-6,-25,2020,30,202030,"2020-W30"
2020-07-23 00:00:00.000,2020,3,7,23,3,"Thursday",20200723,"July","Jul 2020",202007,"Q 3","Q3 2020",20203,2020-07-26 00:00:00.000,-172,-1,-6,-25,2020,30,202030,"2020-W30"
2020-07-24 00:00:00.000,2020,3,7,24,4,"Friday",20200724,"July","Jul 2020",202007,"Q 3","Q3 2020",20203,2020-07-26 00:00:00.000,-171,-1,-6,-25,2020,30,202030,"2020-W30"
2020-07-25 00:00:00.000,2020,3,7,25,5,"Saturday",20200725,"July","Jul 2020",202007,"Q 3","Q3 2020",20203,2020-07-26 00:00:00.000,-170,-1,-6,-25,2020,30,202030,"2020-W30"
2020-07-26 00:00:00.000,2020,3,7,26,6,"Sunday",20200726,"July","Jul 2020",202007,"Q 3","Q3 2020",20203,2020-07-26 00:00:00.000,-169,-1,-6,-25,2020,30,202030,"2020-W30"
2020-07-27 00:00:00.000,2020,3,7,27,0,"Monday",20200727,"July","Jul 2020",202007,"Q 3","Q3 2020",20203,2020-08-02 00:00:00.000,-168,-1,-6,-24,2020,31,202031,"2020-W31"
2020-07-28 00:00:00.000,2020,3,7,28,1,"Tuesday",20200728,"July","Jul 2020",202007,"Q 3","Q3 2020",20203,2020-08-02 00:00:00.000,-167,-1,-6,-24,2020,31,202031,"2020-W31"
2020-07-29 00:00:00.000,2020,3,7,29,2,"Wednesday",20200729,"July","Jul 2020",202007,"Q 3","Q3 2020",20203,2020-08-02 00:00:00.000,-166,-1,-6,-24,2020,31,202031,"2020-W31"
2020-07-30 00:00:00.000,2020,3,7,30,3,"Thursday",20200730,"July","Jul 2020",202007,"Q 3","Q3 2020",20203,2020-08-02 00:00:00.000,-165,-1,-6,-24,2020,31,202031,"2020-W31"
2020-07-31 00:00:00.000,2020,3,7,31,4,"Friday",20200731,"July","Jul 2020",202007,"Q 3","Q3 2020",20203,2020-08-02 00:00:00.000,-164,-1,-6,-24,2020,31,202031,"2020-W31"
2020-08-01 00:00:00.000,2020,3,8,1,5,"Saturday",20200801,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-02 00:00:00.000,-163,-1,-5,-24,2020,31,202031,"2020-W31"
2020-08-02 00:00:00.000,2020,3,8,2,6,"Sunday",20200802,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-02 00:00:00.000,-162,-1,-5,-24,2020,31,202031,"2020-W31"
2020-08-03 00:00:00.000,2020,3,8,3,0,"Monday",20200803,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-09 00:00:00.000,-161,-1,-5,-23,2020,32,202032,"2020-W32"
2020-08-04 00:00:00.000,2020,3,8,4,1,"Tuesday",20200804,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-09 00:00:00.000,-160,-1,-5,-23,2020,32,202032,"2020-W32"
2020-08-05 00:00:00.000,2020,3,8,5,2,"Wednesday",20200805,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-09 00:00:00.000,-159,-1,-5,-23,2020,32,202032,"2020-W32"
2020-08-06 00:00:00.000,2020,3,8,6,3,"Thursday",20200806,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-09 00:00:00.000,-158,-1,-5,-23,2020,32,202032,"2020-W32"
2020-08-07 00:00:00.000,2020,3,8,7,4,"Friday",20200807,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-09 00:00:00.000,-157,-1,-5,-23,2020,32,202032,"2020-W32"
2020-08-08 00:00:00.000,2020,3,8,8,5,"Saturday",20200808,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-09 00:00:00.000,-156,-1,-5,-23,2020,32,202032,"2020-W32"
2020-08-09 00:00:00.000,2020,3,8,9,6,"Sunday",20200809,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-09 00:00:00.000,-155,-1,-5,-23,2020,32,202032,"2020-W32"
2020-08-10 00:00:00.000,2020,3,8,10,0,"Monday",20200810,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-16 00:00:00.000,-154,-1,-5,-22,2020,33,202033,"2020-W33"
2020-08-11 00:00:00.000,2020,3,8,11,1,"Tuesday",20200811,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-16 00:00:00.000,-153,-1,-5,-22,2020,33,202033,"2020-W33"
2020-08-12 00:00:00.000,2020,3,8,12,2,"Wednesday",20200812,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-16 00:00:00.000,-152,-1,-5,-22,2020,33,202033,"2020-W33"
2020-08-13 00:00:00.000,2020,3,8,13,3,"Thursday",20200813,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-16 00:00:00.000,-151,-1,-5,-22,2020,33,202033,"2020-W33"
2020-08-14 00:00:00.000,2020,3,8,14,4,"Friday",20200814,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-16 00:00:00.000,-150,-1,-5,-22,2020,33,202033,"2020-W33"
2020-08-15 00:00:00.000,2020,3,8,15,5,"Saturday",20200815,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-16 00:00:00.000,-149,-1,-5,-22,2020,33,202033,"2020-W33"
2020-08-16 00:00:00.000,2020,3,8,16,6,"Sunday",20200816,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-16 00:00:00.000,-148,-1,-5,-22,2020,33,202033,"2020-W33"
2020-08-17 00:00:00.000,2020,3,8,17,0,"Monday",20200817,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-23 00:00:00.000,-147,-1,-5,-21,2020,34,202034,"2020-W34"
2020-08-18 00:00:00.000,2020,3,8,18,1,"Tuesday",20200818,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-23 00:00:00.000,-146,-1,-5,-21,2020,34,202034,"2020-W34"
2020-08-19 00:00:00.000,2020,3,8,19,2,"Wednesday",20200819,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-23 00:00:00.000,-145,-1,-5,-21,2020,34,202034,"2020-W34"
2020-08-20 00:00:00.000,2020,3,8,20,3,"Thursday",20200820,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-23 00:00:00.000,-144,-1,-5,-21,2020,34,202034,"2020-W34"
2020-08-21 00:00:00.000,2020,3,8,21,4,"Friday",20200821,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-23 00:00:00.000,-143,-1,-5,-21,2020,34,202034,"2020-W34"
2020-08-22 00:00:00.000,2020,3,8,22,5,"Saturday",20200822,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-23 00:00:00.000,-142,-1,-5,-21,2020,34,202034,"2020-W34"
2020-08-23 00:00:00.000,2020,3,8,23,6,"Sunday",20200823,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-23 00:00:00.000,-141,-1,-5,-21,2020,34,202034,"2020-W34"
2020-08-24 00:00:00.000,2020,3,8,24,0,"Monday",20200824,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-30 00:00:00.000,-140,-1,-5,-20,2020,35,202035,"2020-W35"
2020-08-25 00:00:00.000,2020,3,8,25,1,"Tuesday",20200825,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-30 00:00:00.000,-139,-1,-5,-20,2020,35,202035,"2020-W35"
2020-08-26 00:00:00.000,2020,3,8,26,2,"Wednesday",20200826,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-30 00:00:00.000,-138,-1,-5,-20,2020,35,202035,"2020-W35"
2020-08-27 00:00:00.000,2020,3,8,27,3,"Thursday",20200827,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-30 00:00:00.000,-137,-1,-5,-20,2020,35,202035,"2020-W35"
2020-08-28 00:00:00.000,2020,3,8,28,4,"Friday",20200828,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-30 00:00:00.000,-136,-1,-5,-20,2020,35,202035,"2020-W35"
2020-08-29 00:00:00.000,2020,3,8,29,5,"Saturday",20200829,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-30 00:00:00.000,-135,-1,-5,-20,2020,35,202035,"2020-W35"
2020-08-30 00:00:00.000,2020,3,8,30,6,"Sunday",20200830,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-08-30 00:00:00.000,-134,-1,-5,-20,2020,35,202035,"2020-W35"
2020-08-31 00:00:00.000,2020,3,8,31,0,"Monday",20200831,"August","Aug 2020",202008,"Q 3","Q3 2020",20203,2020-09-06 00:00:00.000,-133,-1,-5,-19,2020,36,202036,"2020-W36"
2020-09-01 00:00:00.000,2020,3,9,1,1,"Tuesday",20200901,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-06 00:00:00.000,-132,-1,-4,-19,2020,36,202036,"2020-W36"
2020-09-02 00:00:00.000,2020,3,9,2,2,"Wednesday",20200902,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-06 00:00:00.000,-131,-1,-4,-19,2020,36,202036,"2020-W36"
2020-09-03 00:00:00.000,2020,3,9,3,3,"Thursday",20200903,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-06 00:00:00.000,-130,-1,-4,-19,2020,36,202036,"2020-W36"
2020-09-04 00:00:00.000,2020,3,9,4,4,"Friday",20200904,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-06 00:00:00.000,-129,-1,-4,-19,2020,36,202036,"2020-W36"
2020-09-05 00:00:00.000,2020,3,9,5,5,"Saturday",20200905,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-06 00:00:00.000,-128,-1,-4,-19,2020,36,202036,"2020-W36"
2020-09-06 00:00:00.000,2020,3,9,6,6,"Sunday",20200906,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-06 00:00:00.000,-127,-1,-4,-19,2020,36,202036,"2020-W36"
2020-09-07 00:00:00.000,2020,3,9,7,0,"Monday",20200907,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-13 00:00:00.000,-126,-1,-4,-18,2020,37,202037,"2020-W37"
2020-09-08 00:00:00.000,2020,3,9,8,1,"Tuesday",20200908,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-13 00:00:00.000,-125,-1,-4,-18,2020,37,202037,"2020-W37"
2020-09-09 00:00:00.000,2020,3,9,9,2,"Wednesday",20200909,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-13 00:00:00.000,-124,-1,-4,-18,2020,37,202037,"2020-W37"
2020-09-10 00:00:00.000,2020,3,9,10,3,"Thursday",20200910,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-13 00:00:00.000,-123,-1,-4,-18,2020,37,202037,"2020-W37"
2020-09-11 00:00:00.000,2020,3,9,11,4,"Friday",20200911,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-13 00:00:00.000,-122,-1,-4,-18,2020,37,202037,"2020-W37"
2020-09-12 00:00:00.000,2020,3,9,12,5,"Saturday",20200912,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-13 00:00:00.000,-121,-1,-4,-18,2020,37,202037,"2020-W37"
2020-09-13 00:00:00.000,2020,3,9,13,6,"Sunday",20200913,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-13 00:00:00.000,-120,-1,-4,-18,2020,37,202037,"2020-W37"
2020-09-14 00:00:00.000,2020,3,9,14,0,"Monday",20200914,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-20 00:00:00.000,-119,-1,-4,-17,2020,38,202038,"2020-W38"
2020-09-15 00:00:00.000,2020,3,9,15,1,"Tuesday",20200915,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-20 00:00:00.000,-118,-1,-4,-17,2020,38,202038,"2020-W38"
2020-09-16 00:00:00.000,2020,3,9,16,2,"Wednesday",20200916,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-20 00:00:00.000,-117,-1,-4,-17,2020,38,202038,"2020-W38"
2020-09-17 00:00:00.000,2020,3,9,17,3,"Thursday",20200917,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-20 00:00:00.000,-116,-1,-4,-17,2020,38,202038,"2020-W38"
2020-09-18 00:00:00.000,2020,3,9,18,4,"Friday",20200918,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-20 00:00:00.000,-115,-1,-4,-17,2020,38,202038,"2020-W38"
2020-09-19 00:00:00.000,2020,3,9,19,5,"Saturday",20200919,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-20 00:00:00.000,-114,-1,-4,-17,2020,38,202038,"2020-W38"
2020-09-20 00:00:00.000,2020,3,9,20,6,"Sunday",20200920,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-20 00:00:00.000,-113,-1,-4,-17,2020,38,202038,"2020-W38"
2020-09-21 00:00:00.000,2020,3,9,21,0,"Monday",20200921,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-27 00:00:00.000,-112,-1,-4,-16,2020,39,202039,"2020-W39"
2020-09-22 00:00:00.000,2020,3,9,22,1,"Tuesday",20200922,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-27 00:00:00.000,-111,-1,-4,-16,2020,39,202039,"2020-W39"
2020-09-23 00:00:00.000,2020,3,9,23,2,"Wednesday",20200923,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-27 00:00:00.000,-110,-1,-4,-16,2020,39,202039,"2020-W39"
2020-09-24 00:00:00.000,2020,3,9,24,3,"Thursday",20200924,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-27 00:00:00.000,-109,-1,-4,-16,2020,39,202039,"2020-W39"
2020-09-25 00:00:00.000,2020,3,9,25,4,"Friday",20200925,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-27 00:00:00.000,-108,-1,-4,-16,2020,39,202039,"2020-W39"
2020-09-26 00:00:00.000,2020,3,9,26,5,"Saturday",20200926,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-27 00:00:00.000,-107,-1,-4,-16,2020,39,202039,"2020-W39"
2020-09-27 00:00:00.000,2020,3,9,27,6,"Sunday",20200927,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-09-27 00:00:00.000,-106,-1,-4,-16,2020,39,202039,"2020-W39"
2020-09-28 00:00:00.000,2020,3,9,28,0,"Monday",20200928,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-10-04 00:00:00.000,-105,-1,-4,-15,2020,40,202040,"2020-W40"
2020-09-29 00:00:00.000,2020,3,9,29,1,"Tuesday",20200929,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-10-04 00:00:00.000,-104,-1,-4,-15,2020,40,202040,"2020-W40"
2020-09-30 00:00:00.000,2020,3,9,30,2,"Wednesday",20200930,"September","Sep 2020",202009,"Q 3","Q3 2020",20203,2020-10-04 00:00:00.000,-103,-1,-4,-15,2020,40,202040,"2020-W40"
2020-01-01 00:00:00.000,2020,1,1,1,2,"Wednesday",20200101,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-05 00:00:00.000,-376,-1,-12,-54,2020,1,202001,"2020-W01"
2020-01-02 00:00:00.000,2020,1,1,2,3,"Thursday",20200102,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-05 00:00:00.000,-375,-1,-12,-54,2020,1,202001,"2020-W01"
2020-01-03 00:00:00.000,2020,1,1,3,4,"Friday",20200103,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-05 00:00:00.000,-374,-1,-12,-54,2020,1,202001,"2020-W01"
2020-01-04 00:00:00.000,2020,1,1,4,5,"Saturday",20200104,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-05 00:00:00.000,-373,-1,-12,-54,2020,1,202001,"2020-W01"
2020-01-05 00:00:00.000,2020,1,1,5,6,"Sunday",20200105,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-05 00:00:00.000,-372,-1,-12,-54,2020,1,202001,"2020-W01"
2020-01-06 00:00:00.000,2020,1,1,6,0,"Monday",20200106,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-12 00:00:00.000,-371,-1,-12,-53,2020,2,202002,"2020-W02"
2020-01-07 00:00:00.000,2020,1,1,7,1,"Tuesday",20200107,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-12 00:00:00.000,-370,-1,-12,-53,2020,2,202002,"2020-W02"
2020-01-08 00:00:00.000,2020,1,1,8,2,"Wednesday",20200108,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-12 00:00:00.000,-369,-1,-12,-53,2020,2,202002,"2020-W02"
2020-01-09 00:00:00.000,2020,1,1,9,3,"Thursday",20200109,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-12 00:00:00.000,-368,-1,-12,-53,2020,2,202002,"2020-W02"
2020-01-10 00:00:00.000,2020,1,1,10,4,"Friday",20200110,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-12 00:00:00.000,-367,-1,-12,-53,2020,2,202002,"2020-W02"
2020-01-11 00:00:00.000,2020,1,1,11,5,"Saturday",20200111,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-12 00:00:00.000,-366,-1,-12,-53,2020,2,202002,"2020-W02"
2020-01-12 00:00:00.000,2020,1,1,12,6,"Sunday",20200112,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-12 00:00:00.000,-365,-1,-12,-53,2020,2,202002,"2020-W02"
2020-01-13 00:00:00.000,2020,1,1,13,0,"Monday",20200113,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-19 00:00:00.000,-364,-1,-12,-52,2020,3,202003,"2020-W03"
2020-01-14 00:00:00.000,2020,1,1,14,1,"Tuesday",20200114,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-19 00:00:00.000,-363,-1,-12,-52,2020,3,202003,"2020-W03"
2020-01-15 00:00:00.000,2020,1,1,15,2,"Wednesday",20200115,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-19 00:00:00.000,-362,-1,-12,-52,2020,3,202003,"2020-W03"
2020-01-16 00:00:00.000,2020,1,1,16,3,"Thursday",20200116,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-19 00:00:00.000,-361,-1,-12,-52,2020,3,202003,"2020-W03"
2020-01-17 00:00:00.000,2020,1,1,17,4,"Friday",20200117,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-19 00:00:00.000,-360,-1,-12,-52,2020,3,202003,"2020-W03"
2020-01-18 00:00:00.000,2020,1,1,18,5,"Saturday",20200118,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-19 00:00:00.000,-359,-1,-12,-52,2020,3,202003,"2020-W03"
2020-01-19 00:00:00.000,2020,1,1,19,6,"Sunday",20200119,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-19 00:00:00.000,-358,-1,-12,-52,2020,3,202003,"2020-W03"
2020-01-20 00:00:00.000,2020,1,1,20,0,"Monday",20200120,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-26 00:00:00.000,-357,-1,-12,-51,2020,4,202004,"2020-W04"
2020-01-21 00:00:00.000,2020,1,1,21,1,"Tuesday",20200121,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-26 00:00:00.000,-356,-1,-12,-51,2020,4,202004,"2020-W04"
2020-01-22 00:00:00.000,2020,1,1,22,2,"Wednesday",20200122,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-26 00:00:00.000,-355,-1,-12,-51,2020,4,202004,"2020-W04"
2020-01-23 00:00:00.000,2020,1,1,23,3,"Thursday",20200123,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-26 00:00:00.000,-354,-1,-12,-51,2020,4,202004,"2020-W04"
2020-01-24 00:00:00.000,2020,1,1,24,4,"Friday",20200124,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-26 00:00:00.000,-353,-1,-12,-51,2020,4,202004,"2020-W04"
2020-01-25 00:00:00.000,2020,1,1,25,5,"Saturday",20200125,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-26 00:00:00.000,-352,-1,-12,-51,2020,4,202004,"2020-W04"
2020-01-26 00:00:00.000,2020,1,1,26,6,"Sunday",20200126,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-01-26 00:00:00.000,-351,-1,-12,-51,2020,4,202004,"2020-W04"
2020-01-27 00:00:00.000,2020,1,1,27,0,"Monday",20200127,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-02-02 00:00:00.000,-350,-1,-12,-50,2020,5,202005,"2020-W05"
2020-01-28 00:00:00.000,2020,1,1,28,1,"Tuesday",20200128,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-02-02 00:00:00.000,-349,-1,-12,-50,2020,5,202005,"2020-W05"
2020-01-29 00:00:00.000,2020,1,1,29,2,"Wednesday",20200129,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-02-02 00:00:00.000,-348,-1,-12,-50,2020,5,202005,"2020-W05"
2020-01-30 00:00:00.000,2020,1,1,30,3,"Thursday",20200130,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-02-02 00:00:00.000,-347,-1,-12,-50,2020,5,202005,"2020-W05"
2020-01-31 00:00:00.000,2020,1,1,31,4,"Friday",20200131,"January","Jan 2020",202001,"Q 1","Q1 2020",20201,2020-02-02 00:00:00.000,-346,-1,-12,-50,2020,5,202005,"2020-W05"
2020-02-01 00:00:00.000,2020,1,2,1,5,"Saturday",20200201,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-02-02 00:00:00.000,-345,-1,-11,-50,2020,5,202005,"2020-W05"
2020-02-02 00:00:00.000,2020,1,2,2,6,"Sunday",20200202,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-02-02 00:00:00.000,-344,-1,-11,-50,2020,5,202005,"2020-W05"
2020-02-03 00:00:00.000,2020,1,2,3,0,"Monday",20200203,"February","Feb 2020",202002,"Q 1","Q1 2020",20201,2020-02-09 00:00:00.000,-343,-1,-11,-49,2020,6,202006,"2020-W06"
