ProductKey,Color,List Price,Weight,Days To Manufacture,ProductAlternateKey,Weight Unit,Size Unit,Product Name,Cost,Finished Good,Safety Stock Level,Reorder Point,Size,Size Range,Product Line,Dealer Price,Class,Style,Product Model,Product Description,Start Date,End Date,Status,Product Subcategory,Product Category
54,"NA",,,0,"HN-1024","","","Hex Nut 5",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
55,"NA",,,0,"HN-1032","","","Hex Nut 6",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
56,"NA",,,0,"HN-1213","","","Hex Nut 16",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
57,"NA",,,0,"HN-1220","","","Hex Nut 17",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
58,"NA",,,0,"HN-1224","","","Hex Nut 7",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
59,"NA",,,0,"HN-1420","","","Hex Nut 8",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
60,"NA",,,0,"HN-1428","","","Hex Nut 9",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
61,"NA",,,0,"HN-3410","","","Hex Nut 22",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
62,"NA",,,0,"HN-3416","","","Hex Nut 23",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
63,"NA",,,0,"HN-3816","","","Hex Nut 12",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
64,"NA",,,0,"HN-3824","","","Hex Nut 13",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
65,"NA",,,0,"HN-4402","","","Hex Nut 1",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
66,"NA",,,0,"HN-5161","","","Hex Nut 10",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
67,"NA",,,0,"HN-5162","","","Hex Nut 11",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
68,"NA",,,0,"HN-5400","","","Hex Nut 2",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
69,"NA",,,0,"HN-5811","","","Hex Nut 20",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
70,"NA",,,0,"HN-5818","","","Hex Nut 21",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
71,"NA",,,0,"HN-6320","","","Hex Nut 3",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
72,"NA",,,0,"HN-7161","","","Hex Nut 14",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
73,"NA",,,0,"HN-7162","","","Hex Nut 15",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
74,"NA",,,0,"HN-8320","","","Hex Nut 4",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
75,"NA",,,0,"HN-9161","","","Hex Nut 18",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
76,"NA",,,0,"HN-9168","","","Hex Nut 19",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
81,"NA",,,0,"KW-4091","","","Keyed Washer",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
82,"NA",,,0,"LE-1000","","","External Lock Washer 3",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
83,"NA",,,0,"LE-1200","","","External Lock Washer 4",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
84,"NA",,,0,"LE-1201","","","External Lock Washer 9",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
85,"NA",,,0,"LE-1400","","","External Lock Washer 5",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
86,"NA",,,0,"LE-3800","","","External Lock Washer 7",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
87,"NA",,,0,"LE-5160","","","External Lock Washer 6",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
88,"NA",,,0,"LE-6000","","","External Lock Washer 1",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
89,"NA",,,0,"LE-7160","","","External Lock Washer 8",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
90,"NA",,,0,"LE-8000","","","External Lock Washer 2",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
91,"NA",,,0,"LI-1000","","","Internal Lock Washer 3",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
92,"NA",,,0,"LI-1200","","","Internal Lock Washer 4",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
93,"NA",,,0,"LI-1201","","","Internal Lock Washer 9",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
94,"NA",,,0,"LI-1400","","","Internal Lock Washer 5",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
95,"NA",,,0,"LI-3800","","","Internal Lock Washer 7",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
96,"NA",,,0,"LI-5160","","","Internal Lock Washer 6",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
97,"NA",,,0,"LI-5800","","","Internal Lock Washer 10",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
98,"NA",,,0,"LI-6000","","","Internal Lock Washer 1",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
99,"NA",,,0,"LI-7160","","","Internal Lock Washer 8",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
100,"NA",,,0,"LI-8000","","","Internal Lock Washer 2",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
101,"NA",,,0,"LJ-1213","","","Thin-Jam Lock Nut 9",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
102,"NA",,,0,"LJ-1220","","","Thin-Jam Lock Nut 10",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
103,"NA",,,0,"LJ-1420","","","Thin-Jam Lock Nut 1",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
104,"NA",,,0,"LJ-1428","","","Thin-Jam Lock Nut 2",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
105,"NA",,,0,"LJ-3410","","","Thin-Jam Lock Nut 15",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
106,"NA",,,0,"LJ-3416","","","Thin-Jam Lock Nut 16",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
107,"NA",,,0,"LJ-3816","","","Thin-Jam Lock Nut 5",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
108,"NA",,,0,"LJ-3824","","","Thin-Jam Lock Nut 6",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
109,"NA",,,0,"LJ-5161","","","Thin-Jam Lock Nut 3",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
110,"NA",,,0,"LJ-5162","","","Thin-Jam Lock Nut 4",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
111,"NA",,,0,"LJ-5811","","","Thin-Jam Lock Nut 13",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
112,"NA",,,0,"LJ-5818","","","Thin-Jam Lock Nut 14",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
113,"NA",,,0,"LJ-7161","","","Thin-Jam Lock Nut 7",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
114,"NA",,,0,"LJ-7162","","","Thin-Jam Lock Nut 8",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
115,"NA",,,0,"LJ-9080","","","Thin-Jam Lock Nut 12",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
116,"NA",,,0,"LJ-9161","","","Thin-Jam Lock Nut 11",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
117,"NA",,,0,"LN-1024","","","Lock Nut 5",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
118,"NA",,,0,"LN-1032","","","Lock Nut 6",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
119,"NA",,,0,"LN-1213","","","Lock Nut 16",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
120,"NA",,,0,"LN-1220","","","Lock Nut 17",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
121,"NA",,,0,"LN-1224","","","Lock Nut 7",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
122,"NA",,,0,"LN-1420","","","Lock Nut 8",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
123,"NA",,,0,"LN-1428","","","Lock Nut 9",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
124,"NA",,,0,"LN-3410","","","Lock Nut 22",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
125,"NA",,,0,"LN-3416","","","Lock Nut 23",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
126,"NA",,,0,"LN-3816","","","Lock Nut 12",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
127,"NA",,,0,"LN-3824","","","Lock Nut 13",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
128,"NA",,,0,"LN-4400","","","Lock Nut 1",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
129,"NA",,,0,"LN-5161","","","Lock Nut 10",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
130,"NA",,,0,"LN-5162","","","Lock Nut 11",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
131,"NA",,,0,"LN-5400","","","Lock Nut 2",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
132,"NA",,,0,"LN-5811","","","Lock Nut 20",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
133,"NA",,,0,"LN-5818","","","Lock Nut 21",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
134,"NA",,,0,"LN-6320","","","Lock Nut 3",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
135,"NA",,,0,"LN-7161","","","Lock Nut 14",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
136,"NA",,,0,"LN-7162","","","Lock Nut 15",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
137,"NA",,,0,"LN-8320","","","Lock Nut 4",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
138,"NA",,,0,"LN-9080","","","Lock Nut 19",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
139,"NA",,,0,"LN-9161","","","Lock Nut 18",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
141,"NA",,,0,"LR-8520","","","Lower Head Race",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
142,"NA",,,0,"LW-1000","","","Lock Washer 4",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
143,"NA",,,0,"LW-1200","","","Lock Washer 5",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
144,"NA",,,0,"LW-1201","","","Lock Washer 10",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
145,"NA",,,0,"LW-1400","","","Lock Washer 6",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
146,"NA",,,0,"LW-3400","","","Lock Washer 13",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
147,"NA",,,0,"LW-3800","","","Lock Washer 8",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
148,"NA",,,0,"LW-4000","","","Lock Washer 1",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
149,"NA",,,0,"LW-5160","","","Lock Washer 7",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
150,"NA",,,0,"LW-5800","","","Lock Washer 12",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
151,"NA",,,0,"LW-6000","","","Lock Washer 2",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
152,"NA",,,0,"LW-7160","","","Lock Washer 9",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
153,"NA",,,0,"LW-8000","","","Lock Washer 3",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
154,"NA",,,0,"LW-9160","","","Lock Washer 11",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
155,"NA",,,0,"MA-7075","","","Metal Angle",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
156,"NA",,,0,"MB-2024","","","Metal Bar 1",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
157,"NA",,,0,"MB-6061","","","Metal Bar 2",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
158,"NA",,,0,"MP-2066","","","Metal Plate 2",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
159,"NA",,,0,"MP-2503","","","Metal Plate 1",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
160,"NA",,,0,"MP-4960","","","Metal Plate 3",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
161,"NA",,,0,"MS-0253","","","Metal Sheet 2",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
162,"NA",,,0,"MS-1256","","","Metal Sheet 3",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
163,"NA",,,0,"MS-1981","","","Metal Sheet 7",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
164,"NA",,,0,"MS-2259","","","Metal Sheet 4",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
165,"NA",,,0,"MS-2341","","","Metal Sheet 5",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
166,"NA",,,0,"MS-2348","","","Metal Sheet 6",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
167,"NA",,,0,"MS-6061","","","Metal Sheet 1",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
168,"NA",,,0,"MT-1000","","","Metal Tread Plate",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
170,"NA",,,0,"NI-9522","","","HL Nipple",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
176,"NA",,,0,"PB-6109","","","Pinch Bolt",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
177,"NA",,,0,"RA-2345","","","Cup-Shaped Race",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
178,"NA",,,0,"RA-7490","","","Cone-Shaped Race",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
179,"NA",,,0,"RF-9198","","","Reflector",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
200,"NA",,,0,"SK-9283","","","Spokes",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
201,"NA",,,0,"SL-0931","","","Seat Lug",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
13,"NA",,,1,"CS-2812","","","Chain Stays",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
17,"NA",,,1,"EC-M092","","","Mountain End Caps",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
18,"NA",,,1,"EC-R098","","","Road End Caps",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
19,"NA",,,1,"EC-T209","","","Touring End Caps",,False,1000,750,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
169,"NA",,,0,"NI-4127","","","LL Nipple",,False,1000,750,"","NA","",,"L","","","",2003-07-01 00:00:00.000,,"Current","",""
3,"NA",,,1,"BE-2349","","","BB Ball Bearing",,False,800,600,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
4,"NA",,,0,"BE-2908","","","Headset Ball Bearings",,False,800,600,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
5,"NA",,,1,"BL-2036","","","Blade",,False,800,600,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
16,"NA",,,1,"DT-2377","","","Down Tube",,False,800,600,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
20,"NA",,,1,"FE-3760","","","Fork End",,False,800,600,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
31,"NA",,,1,"FC-3654","","","Fork Crown",,False,800,600,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
34,"NA",,,0,"GP-0982","","","Guide Pulley",,False,800,600,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
35,"NA",,,0,"GT-0820","","","LL Grip Tape",,False,800,600,"","NA","",,"L","","","",2003-07-01 00:00:00.000,,"Current","",""
36,"NA",,,0,"GT-1209","","","ML Grip Tape",,False,800,600,"","NA","",,"M","","","",2003-07-01 00:00:00.000,,"Current","",""
37,"NA",,,0,"GT-2908","","","HL Grip Tape",,False,800,600,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
77,"NA",,,1,"HT-2981","","","Handlebar Tube",,False,800,600,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
78,"NA",,,1,"HT-8019","","","Head Tube",,False,800,600,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
79,"NA",,,1,"HU-6280","","","LL Hub",,False,500,375,"","NA","",,"L","","","",2003-07-01 00:00:00.000,,"Current","",""
80,"NA",,,1,"HU-8998","","","HL Hub",,False,500,375,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
171,"NA",,,0,"PA-187B","","","Paint - Black",,False,60,45,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
172,"NA",,,0,"PA-361R","","","Paint - Red",,False,60,45,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
173,"NA",,,0,"PA-529S","","","Paint - Silver",,False,60,45,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
174,"NA",,,0,"PA-632U","","","Paint - Blue",,False,60,45,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
175,"NA",,,0,"PA-823Y","","","Paint - Yellow",,False,60,45,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
187,"NA",,,1,"SA-M198","","","LL Mountain Seat Assembly",,False,500,375,"","NA","",,"L","","","",2003-07-01 00:00:00.000,,"Current","",""
188,"NA",,,1,"SA-M237","","","ML Mountain Seat Assembly",,False,500,375,"","NA","",,"M","","","",2003-07-01 00:00:00.000,,"Current","",""
189,"NA",,,1,"SA-M687","","","HL Mountain Seat Assembly",,False,500,375,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
190,"NA",,,1,"SA-R127","","","LL Road Seat Assembly",,False,500,375,"","NA","",,"L","","","",2003-07-01 00:00:00.000,,"Current","",""
191,"NA",,,1,"SA-R430","","","ML Road Seat Assembly",,False,500,375,"","NA","",,"M","","","",2003-07-01 00:00:00.000,,"Current","",""
192,"NA",,,1,"SA-R522","","","HL Road Seat Assembly",,False,500,375,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
193,"NA",,,1,"SA-T467","","","LL Touring Seat Assembly",,False,500,375,"","NA","",,"L","","","",2003-07-01 00:00:00.000,,"Current","",""
194,"NA",,,1,"SA-T612","","","ML Touring Seat Assembly",,False,500,375,"","NA","",,"M","","","",2003-07-01 00:00:00.000,,"Current","",""
195,"NA",,,1,"SA-T872","","","HL Touring Seat Assembly",,False,500,375,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
196,"NA",,,0,"SD-2342","","","LL Spindle/Axle",,False,500,375,"","NA","",,"L","","","",2003-07-01 00:00:00.000,,"Current","",""
197,"NA",,,0,"SD-9872","","","HL Spindle/Axle",,False,500,375,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
198,"NA",,,0,"SH-4562","","","LL Shell",,False,800,600,"","NA","",,"L","","","",2003-07-01 00:00:00.000,,"Current","",""
199,"NA",,,0,"SH-9312","","","HL Shell",,False,800,600,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
202,"NA",,,1,"SM-9087","","","Stem",,False,500,375,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
203,"NA",,,0,"SP-2981","","","Seat Post",,False,500,375,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
204,"NA",,,1,"SR-2098","","","Steerer",,False,500,375,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
205,"NA",,,1,"SS-2985","","","Seat Stays",,False,800,600,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
206,"NA",,,1,"ST-9828","","","Seat Tube",,False,500,375,"","NA","",,"","","","",2003-07-01 00:00:00.000,,"Current","",""
