Receipt Number,Date,Time,Product,Quantity,Price $/each,Payment Type (cash / credit),CustomerID,Store,Cost of goods,Shipment date,Type
1000022005,2019-06-10 00:00:00.000,1899-12-30 20:55:25.000,"Charger Type 1, Huawei",22,8,"credit",,9,7,2019-06-17 00:00:00.000,"Type 1"
1000027532,2019-06-10 00:00:00.000,1899-12-30 20:55:25.000,"Charger Type 1, Huawei",80,8,"credit",,9,7,2019-06-17 00:00:00.000,"Type 1"
1000033060,2019-06-10 00:00:00.000,1899-12-30 20:55:25.000,"Charger Type 1, Huawei",30,8,"credit",,9,7,2019-06-17 00:00:00.000,"Type 1"
1000038587,2019-06-10 00:00:00.000,1899-12-30 20:55:25.000,"Charger Type 1, Huawei",5,8,"credit",,9,7,2019-06-17 00:00:00.000,"Type 1"
1000044114,2019-06-10 00:00:00.000,1899-12-30 20:55:25.000,"Charger Type 1, Huawei",6,8,"credit",,9,7,2019-06-17 00:00:00.000,"Type 1"
1000049069,2019-07-10 00:00:00.000,1899-12-30 20:55:25.000,"Charger Type 1, Huawei",6,8,"credit",,9,7,2019-07-17 00:00:00.000,"Type 1"
1000067813,2019-07-13 00:00:00.000,1899-12-30 09:27:48.000,"Charger Type 1, Huawei",9,8,"credit",,9,7,2019-07-17 00:00:00.000,"Type 1"
1000067822,2019-07-13 00:00:00.000,1899-12-30 09:27:48.000,"Charger Type 1, Huawei",85,8,"credit",,9,7,2019-07-17 00:00:00.000,"Type 1"
1000067832,2019-07-13 00:00:00.000,1899-12-30 09:27:48.000,"Charger Type 1, Huawei",80,8,"credit",,9,7,2019-07-17 00:00:00.000,"Type 1"
1000067842,2019-07-13 00:00:00.000,1899-12-30 09:27:48.000,"Charger Type 1, Huawei",28,8,"credit",,9,7,2019-07-17 00:00:00.000,"Type 1"
1000067851,2019-07-13 00:00:00.000,1899-12-30 09:27:48.000,"Charger Type 1, Huawei",9,8,"credit",,9,7,2019-07-17 00:00:00.000,"Type 1"
1000067861,2019-07-13 00:00:00.000,1899-12-30 09:27:48.000,"Charger Type 1, Huawei",24,8,"credit",,9,7,2019-07-17 00:00:00.000,"Type 1"
1000084762,2019-08-07 00:00:00.000,1899-12-30 17:33:46.000,"Charger Type 1, Huawei",16,8,"credit",,4,7,2019-08-12 00:00:00.000,"Type 1"
1000084782,2019-08-07 00:00:00.000,1899-12-30 17:33:46.000,"Charger Type 1, Huawei",12,8,"credit",,4,7,2019-08-12 00:00:00.000,"Type 1"
1000084801,2019-08-07 00:00:00.000,1899-12-30 17:33:46.000,"Charger Type 1, Huawei",100,8,"credit",,4,7,2019-08-12 00:00:00.000,"Type 1"
1000084821,2019-08-07 00:00:00.000,1899-12-30 17:33:46.000,"Charger Type 1, Huawei",94,8,"credit",,4,7,2019-08-12 00:00:00.000,"Type 1"
1000084840,2019-08-07 00:00:00.000,1899-12-30 17:33:46.000,"Charger Type 1, Huawei",98,8,"credit",,4,7,2019-08-12 00:00:00.000,"Type 1"
1000084879,2019-08-07 00:00:00.000,1899-12-30 17:33:46.000,"Charger Type 1, Huawei",4,8,"credit",,4,7,2019-08-12 00:00:00.000,"Type 1"
1000106813,2019-05-10 00:00:00.000,1899-12-30 20:55:25.000,"Charger Type 1, Huawei",3,8,"credit",,9,7,2019-05-17 00:00:00.000,"Type 1"
1000110837,2019-05-10 00:00:00.000,1899-12-30 20:55:25.000,"Charger Type 1, Huawei",4,8,"credit",,9,7,2019-05-17 00:00:00.000,"Type 1"
1000114861,2019-05-10 00:00:00.000,1899-12-30 20:55:25.000,"Charger Type 1, Huawei",22,8,"credit",,9,7,2019-05-17 00:00:00.000,"Type 1"
1000118885,2019-05-10 00:00:00.000,1899-12-30 20:55:25.000,"Charger Type 1, Huawei",80,8,"credit",,9,7,2019-05-17 00:00:00.000,"Type 1"
1000122909,2019-05-10 00:00:00.000,1899-12-30 20:55:25.000,"Charger Type 1, Huawei",30,8,"credit",,9,7,2019-05-17 00:00:00.000,"Type 1"
1000126933,2019-05-10 00:00:00.000,1899-12-30 20:55:25.000,"Charger Type 1, Huawei",5,8,"credit",,9,7,2019-05-17 00:00:00.000,"Type 1"
1000130957,2019-05-10 00:00:00.000,1899-12-30 20:55:25.000,"Charger Type 1, Huawei",6,8,"credit",,9,7,2019-05-17 00:00:00.000,"Type 1"
1000134982,2019-04-10 00:00:00.000,1899-12-30 20:55:25.000,"Charger Type 1, Huawei",3,8,"credit",,9,7,2019-04-17 00:00:00.000,"Type 1"
1000139006,2019-04-10 00:00:00.000,1899-12-30 20:55:25.000,"Charger Type 1, Huawei",4,8,"credit",,9,7,2019-04-17 00:00:00.000,"Type 1"
1000143030,2019-04-10 00:00:00.000,1899-12-30 20:55:25.000,"Charger Type 1, Huawei",22,8,"credit",,9,7,2019-04-17 00:00:00.000,"Type 1"
1000156209,2019-10-07 00:00:00.000,1899-12-30 17:33:46.000,"Charger Type 1, Huawei",16,8,"credit",,4,7,2019-10-12 00:00:00.000,"Type 1"
1000156222,2019-10-07 00:00:00.000,1899-12-30 17:33:46.000,"Charger Type 1, Huawei",12,8,"credit",,4,7,2019-10-12 00:00:00.000,"Type 1"
1000156236,2019-10-07 00:00:00.000,1899-12-30 17:33:46.000,"Charger Type 1, Huawei",100,8,"credit",,4,7,2019-10-12 00:00:00.000,"Type 1"
1000156249,2019-10-07 00:00:00.000,1899-12-30 17:33:46.000,"Charger Type 1, Huawei",94,8,"credit",,4,7,2019-10-12 00:00:00.000,"Type 1"
1000156263,2019-10-07 00:00:00.000,1899-12-30 17:33:46.000,"Charger Type 1, Huawei",98,8,"credit",,4,7,2019-10-12 00:00:00.000,"Type 1"
1000156290,2019-10-07 00:00:00.000,1899-12-30 17:33:46.000,"Charger Type 1, Huawei",4,8,"credit",,4,7,2019-10-12 00:00:00.000,"Type 1"
1000163519,2019-11-10 00:00:00.000,1899-12-30 20:55:25.000,"Charger Type 1, Huawei",3,8,"credit",,9,7,2019-11-17 00:00:00.000,"Type 1"
1000166343,2019-11-10 00:00:00.000,1899-12-30 20:55:25.000,"Charger Type 1, Huawei",4,8,"credit",,9,7,2019-11-17 00:00:00.000,"Type 1"
1000000125,2017-01-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",36,8,"credit",,3,7,2017-01-11 00:00:00.000,"Type 1"
1000000125,2017-01-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",24,8,"credit",,3,7,2017-01-11 00:00:00.000,"Type 1"
1000000125,2017-01-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",23,8,"credit",,3,7,2017-01-11 00:00:00.000,"Type 1"
1000000125,2017-01-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",79,8,"credit",,3,7,2017-01-11 00:00:00.000,"Type 1"
1000000125,2017-01-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",26,8,"credit",,3,7,2017-01-11 00:00:00.000,"Type 1"
1000000125,2017-01-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",28,8,"credit",,3,7,2017-01-11 00:00:00.000,"Type 1"
1000001922,2017-07-31 00:00:00.000,1899-12-30 20:16:01.000,"Charger Type 1, Dell",12,8,"credit",,12,7,2017-08-06 00:00:00.000,"Type 1"
1000001922,2017-07-31 00:00:00.000,1899-12-30 20:16:01.000,"Charger Type 1, Dell",100,8,"credit",,12,7,2017-08-06 00:00:00.000,"Type 1"
1000001922,2017-07-31 00:00:00.000,1899-12-30 20:16:01.000,"Charger Type 1, Dell",81,8,"credit",,12,7,2017-08-06 00:00:00.000,"Type 1"
1000001922,2017-07-31 00:00:00.000,1899-12-30 20:16:01.000,"Charger Type 1, Dell",9,8,"credit",,12,7,2017-08-06 00:00:00.000,"Type 1"
1000001922,2017-07-31 00:00:00.000,1899-12-30 20:16:01.000,"Charger Type 1, Dell",30,8,"credit",,12,7,2017-08-06 00:00:00.000,"Type 1"
1000001922,2017-07-31 00:00:00.000,1899-12-30 20:16:01.000,"Charger Type 1, Dell",12,8,"credit",,12,7,2017-08-06 00:00:00.000,"Type 1"
1000003452,2018-05-29 00:00:00.000,1899-12-30 19:40:18.000,"Charger Type 1, HP",90,8,"credit",,5,7,2018-06-02 00:00:00.000,"Type 1"
1000003452,2018-05-29 00:00:00.000,1899-12-30 19:40:18.000,"Charger Type 1, HP",87,8,"credit",,5,7,2018-06-02 00:00:00.000,"Type 1"
1000003452,2018-05-29 00:00:00.000,1899-12-30 19:40:18.000,"Charger Type 1, HP",2,8,"credit",,5,7,2018-06-02 00:00:00.000,"Type 1"
1000003452,2018-05-29 00:00:00.000,1899-12-30 19:40:18.000,"Charger Type 1, HP",3,8,"credit",,5,7,2018-06-02 00:00:00.000,"Type 1"
1000003530,2018-05-10 00:00:00.000,1899-12-30 18:57:28.000,"Charger Type 1, HP",65,8,"credit",,6,7,2018-05-12 00:00:00.000,"Type 1"
1000003530,2018-05-10 00:00:00.000,1899-12-30 18:57:28.000,"Charger Type 1, HP",60,8,"credit",,6,7,2018-05-12 00:00:00.000,"Type 1"
1000003530,2018-05-10 00:00:00.000,1899-12-30 18:57:28.000,"Charger Type 1, HP",16,8,"credit",,6,7,2018-05-12 00:00:00.000,"Type 1"
1000003530,2018-05-10 00:00:00.000,1899-12-30 18:57:28.000,"Charger Type 1, HP",12,8,"credit",,6,7,2018-05-12 00:00:00.000,"Type 1"
1000004979,2018-12-14 00:00:00.000,1899-12-30 13:54:32.000,"Charger Type 1, HP",12,8,"credit",,12,7,2018-12-19 00:00:00.000,"Type 1"
1000004979,2018-12-14 00:00:00.000,1899-12-30 13:54:32.000,"Charger Type 1, HP",18,8,"credit",,12,7,2018-12-19 00:00:00.000,"Type 1"
1000004979,2018-12-14 00:00:00.000,1899-12-30 13:54:32.000,"Charger Type 1, HP",18,8,"credit",,12,7,2018-12-19 00:00:00.000,"Type 1"
1000008352,2019-06-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",36,8,"credit",,3,7,2019-06-11 00:00:00.000,"Type 1"
1000013879,2019-06-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",24,8,"credit",,3,7,2019-06-11 00:00:00.000,"Type 1"
1000019407,2019-06-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",23,8,"credit",,3,7,2019-06-11 00:00:00.000,"Type 1"
1000024934,2019-06-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",79,8,"credit",,3,7,2019-06-11 00:00:00.000,"Type 1"
1000030461,2019-06-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",26,8,"credit",,3,7,2019-06-11 00:00:00.000,"Type 1"
1000041515,2019-06-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",28,8,"credit",,3,7,2019-06-11 00:00:00.000,"Type 1"
1000046470,2019-07-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",28,8,"credit",,3,7,2019-07-11 00:00:00.000,"Type 1"
1000104980,2019-05-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",36,8,"credit",,3,7,2019-05-11 00:00:00.000,"Type 1"
1000109004,2019-05-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",24,8,"credit",,3,7,2019-05-11 00:00:00.000,"Type 1"
1000113028,2019-05-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",23,8,"credit",,3,7,2019-05-11 00:00:00.000,"Type 1"
1000117052,2019-05-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",79,8,"credit",,3,7,2019-05-11 00:00:00.000,"Type 1"
1000121077,2019-05-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",26,8,"credit",,3,7,2019-05-11 00:00:00.000,"Type 1"
1000129125,2019-05-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",28,8,"credit",,3,7,2019-05-11 00:00:00.000,"Type 1"
1000133149,2019-04-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",36,8,"credit",,3,7,2019-04-11 00:00:00.000,"Type 1"
1000137173,2019-04-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",24,8,"credit",,3,7,2019-04-11 00:00:00.000,"Type 1"
1000141197,2019-04-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",23,8,"credit",,3,7,2019-04-11 00:00:00.000,"Type 1"
1000153507,2017-05-31 00:00:00.000,1899-12-30 20:16:01.000,"Charger Type 1, Dell",12,8,"credit",,12,7,2017-06-06 00:00:00.000,"Type 1"
1000153514,2017-05-31 00:00:00.000,1899-12-30 20:16:01.000,"Charger Type 1, Dell",100,8,"credit",,12,7,2017-06-06 00:00:00.000,"Type 1"
1000153521,2017-05-31 00:00:00.000,1899-12-30 20:16:01.000,"Charger Type 1, Dell",81,8,"credit",,12,7,2017-06-06 00:00:00.000,"Type 1"
1000153527,2017-05-31 00:00:00.000,1899-12-30 20:16:01.000,"Charger Type 1, Dell",9,8,"credit",,12,7,2017-06-06 00:00:00.000,"Type 1"
1000153534,2017-05-31 00:00:00.000,1899-12-30 20:16:01.000,"Charger Type 1, Dell",30,8,"credit",,12,7,2017-06-06 00:00:00.000,"Type 1"
1000153541,2017-05-31 00:00:00.000,1899-12-30 20:16:01.000,"Charger Type 1, Dell",12,8,"credit",,12,7,2017-06-06 00:00:00.000,"Type 1"
1000000125,2017-01-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",248,2997,"credit",,3,7,2017-01-11 00:00:00.000,"Type 1"
1000000275,2017-02-07 00:00:00.000,1899-12-30 17:33:46.000,"Charger Type 1, Huawei",667,14850,"credit",,4,7,2017-02-12 00:00:00.000,"Type 1"
1000000440,2017-03-28 00:00:00.000,1899-12-30 18:45:58.000,"Charger Type 1, Huawei",2,7,"credit",,6,7,2017-03-31 00:00:00.000,"Type 1"
1000000440,2017-03-28 00:00:00.000,1899-12-30 18:45:58.000,"Charger Type 1, Huawei",9,7,"credit",,6,7,2017-03-31 00:00:00.000,"Type 1"
1000000440,2017-03-28 00:00:00.000,1899-12-30 18:45:58.000,"Charger Type 1, Huawei",80,7,"credit",,6,7,2017-03-31 00:00:00.000,"Type 1"
1000000440,2017-03-28 00:00:00.000,1899-12-30 18:45:58.000,"Charger Type 1, Huawei",54,7,"credit",,6,7,2017-03-31 00:00:00.000,"Type 1"
1000000440,2017-03-28 00:00:00.000,1899-12-30 18:45:58.000,"Charger Type 1, Huawei",99,7,"credit",,6,7,2017-03-31 00:00:00.000,"Type 1"
1000000440,2017-03-28 00:00:00.000,1899-12-30 18:45:58.000,"Charger Type 1, Huawei",6,7,"credit",,6,7,2017-03-31 00:00:00.000,"Type 1"
1000000440,2017-03-28 00:00:00.000,1899-12-30 18:45:58.000,"Charger Type 1, Huawei",5,7,"credit",,6,7,2017-03-31 00:00:00.000,"Type 1"
1000000862,2017-04-05 00:00:00.000,1899-12-30 19:13:45.000,"Charger Type 1, Huawei",16,9,"credit",,11,7,2017-04-06 00:00:00.000,"Type 1"
1000000862,2017-04-05 00:00:00.000,1899-12-30 19:13:45.000,"Charger Type 1, Huawei",16,9,"credit",,11,7,2017-04-06 00:00:00.000,"Type 1"
1000000862,2017-04-05 00:00:00.000,1899-12-30 19:13:45.000,"Charger Type 1, Huawei",90,9,"credit",,11,7,2017-04-06 00:00:00.000,"Type 1"
1000000862,2017-04-05 00:00:00.000,1899-12-30 19:13:45.000,"Charger Type 1, Huawei",31,9,"credit",,11,7,2017-04-06 00:00:00.000,"Type 1"
1000000862,2017-04-05 00:00:00.000,1899-12-30 19:13:45.000,"Charger Type 1, Huawei",4,9,"credit",,11,7,2017-04-06 00:00:00.000,"Type 1"
1000000862,2017-04-05 00:00:00.000,1899-12-30 19:13:45.000,"Charger Type 1, Huawei",18,9,"credit",,11,7,2017-04-06 00:00:00.000,"Type 1"
1000000862,2017-04-05 00:00:00.000,1899-12-30 19:13:45.000,"Charger Type 1, Huawei",18,9,"credit",,11,7,2017-04-06 00:00:00.000,"Type 1"
1000001431,2017-08-22 00:00:00.000,1899-12-30 16:37:54.000,"Charger Type 1, Huawei",3,7,"credit",,7,7,2017-08-29 00:00:00.000,"Type 1"
1000001431,2017-08-22 00:00:00.000,1899-12-30 16:37:54.000,"Charger Type 1, Huawei",59,7,"credit",,7,7,2017-08-29 00:00:00.000,"Type 1"
1000001431,2017-08-22 00:00:00.000,1899-12-30 16:37:54.000,"Charger Type 1, Huawei",57,7,"credit",,7,7,2017-08-29 00:00:00.000,"Type 1"
1000001431,2017-08-22 00:00:00.000,1899-12-30 16:37:54.000,"Charger Type 1, Huawei",38,7,"credit",,7,7,2017-08-29 00:00:00.000,"Type 1"
1000001431,2017-08-22 00:00:00.000,1899-12-30 16:37:54.000,"Charger Type 1, Huawei",2,7,"credit",,7,7,2017-08-29 00:00:00.000,"Type 1"
1000001431,2017-08-22 00:00:00.000,1899-12-30 16:37:54.000,"Charger Type 1, Huawei",5,7,"credit",,7,7,2017-08-29 00:00:00.000,"Type 1"
1000001792,2017-07-14 00:00:00.000,1899-12-30 16:43:36.000,"Charger Type 1, Huawei",6,9,"credit",,11,7,2017-07-21 00:00:00.000,"Type 1"
1000001792,2017-07-14 00:00:00.000,1899-12-30 16:43:36.000,"Charger Type 1, Huawei",43,9,"credit",,11,7,2017-07-21 00:00:00.000,"Type 1"
1000001792,2017-07-14 00:00:00.000,1899-12-30 16:43:36.000,"Charger Type 1, Huawei",50,9,"credit",,11,7,2017-07-21 00:00:00.000,"Type 1"
1000001792,2017-07-14 00:00:00.000,1899-12-30 16:43:36.000,"Charger Type 1, Huawei",18,9,"credit",,11,7,2017-07-21 00:00:00.000,"Type 1"
1000001792,2017-07-14 00:00:00.000,1899-12-30 16:43:36.000,"Charger Type 1, Huawei",8,9,"credit",,11,7,2017-07-21 00:00:00.000,"Type 1"
1000001792,2017-07-14 00:00:00.000,1899-12-30 16:43:36.000,"Charger Type 1, Huawei",18,9,"credit",,11,7,2017-07-21 00:00:00.000,"Type 1"
1000002240,2018-01-03 00:00:00.000,1899-12-30 18:47:52.000,"Charger Type 1, Samsung",43,9,"credit",,4,7,2018-01-10 00:00:00.000,"Type 1"
1000002240,2018-01-03 00:00:00.000,1899-12-30 18:47:52.000,"Charger Type 1, Samsung",26,9,"credit",,4,7,2018-01-10 00:00:00.000,"Type 1"
1000002240,2018-01-03 00:00:00.000,1899-12-30 18:47:52.000,"Charger Type 1, Samsung",24,9,"credit",,4,7,2018-01-10 00:00:00.000,"Type 1"
1000002240,2018-01-03 00:00:00.000,1899-12-30 18:47:52.000,"Charger Type 1, Samsung",374,8625,"credit",,4,7,2018-01-10 00:00:00.000,"Type 1"
1000002240,2018-01-03 00:00:00.000,1899-12-30 18:47:52.000,"Charger Type 1, Samsung",20,9,"credit",,4,7,2018-01-10 00:00:00.000,"Type 1"
1000002748,2018-01-01 00:00:00.000,1899-12-30 20:22:17.000,"Charger Type 1, Dell",43,7,"credit",,10,7,2018-01-06 00:00:00.000,"Type 1"
1000002748,2018-01-01 00:00:00.000,1899-12-30 20:22:17.000,"Charger Type 1, Dell",25,7,"credit",,10,7,2018-01-06 00:00:00.000,"Type 1"
1000002748,2018-01-01 00:00:00.000,1899-12-30 20:22:17.000,"Charger Type 1, Dell",30,7,"credit",,10,7,2018-01-06 00:00:00.000,"Type 1"
1000002748,2018-01-01 00:00:00.000,1899-12-30 20:22:17.000,"Charger Type 1, Dell",21,7,"credit",,10,7,2018-01-06 00:00:00.000,"Type 1"
1000002748,2018-01-01 00:00:00.000,1899-12-30 20:22:17.000,"Charger Type 1, Dell",9,7,"credit",,10,7,2018-01-06 00:00:00.000,"Type 1"
1000005958,2019-04-18 00:00:00.000,1899-12-30 12:21:24.000,"Charger Type 1, Samsung",12,7,"credit",,11,7,2019-04-19 00:00:00.000,"Type 1"
1000005958,2019-04-18 00:00:00.000,1899-12-30 12:21:24.000,"Charger Type 1, Samsung",16,7,"credit",,11,7,2019-04-19 00:00:00.000,"Type 1"
1000035988,2019-06-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",248,2997,"credit",,3,7,2019-06-11 00:00:00.000,"Type 1"
1000084859,2019-08-07 00:00:00.000,1899-12-30 17:33:46.000,"Charger Type 1, Huawei",667,14850,"credit",,4,7,2019-08-12 00:00:00.000,"Type 1"
1000125101,2019-05-09 00:00:00.000,1899-12-30 16:52:18.000,"Charger Type 1, Samsung",248,2997,"credit",,3,7,2019-05-11 00:00:00.000,"Type 1"
1000152082,2017-05-14 00:00:00.000,1899-12-30 16:43:36.000,"Charger Type 1, Huawei",6,9,"credit",,11,7,2017-05-21 00:00:00.000,"Type 1"
1000152089,2017-05-14 00:00:00.000,1899-12-30 16:43:36.000,"Charger Type 1, Huawei",43,9,"credit",,11,7,2017-05-21 00:00:00.000,"Type 1"
1000152095,2017-05-14 00:00:00.000,1899-12-30 16:43:36.000,"Charger Type 1, Huawei",50,9,"credit",,11,7,2017-05-21 00:00:00.000,"Type 1"
1000152102,2017-05-14 00:00:00.000,1899-12-30 16:43:36.000,"Charger Type 1, Huawei",18,9,"credit",,11,7,2017-05-21 00:00:00.000,"Type 1"
1000152109,2017-05-14 00:00:00.000,1899-12-30 16:43:36.000,"Charger Type 1, Huawei",8,9,"credit",,11,7,2017-05-21 00:00:00.000,"Type 1"
1000152116,2017-05-14 00:00:00.000,1899-12-30 16:43:36.000,"Charger Type 1, Huawei",18,9,"credit",,11,7,2017-05-21 00:00:00.000,"Type 1"
1000156277,2019-10-07 00:00:00.000,1899-12-30 17:33:46.000,"Charger Type 1, Huawei",667,14850,"credit",,4,7,2019-10-12 00:00:00.000,"Type 1"
