season,match_key,match_date,team,innings,overs_played,runs_made,allocated_overs,rr,Ground,Is_Winner
"2015","20150430KKR",2015-04-30 00:00:00.000,"Chennai Super Kings",1,19.6,165,20,8.25,"Kolkata",0
"2015","20150504KKR",2015-05-04 00:00:00.000,"Kolkata Knight Riders",1,19.6,167,20,8.35,"Kolkata",1
"2015","20150504KKR",2015-05-04 00:00:00.000,"Kolkata Knight Riders",1,19.6,167,20,8.35,"Kolkata",0
"2015","20150507KKR",2015-05-07 00:00:00.000,"Kolkata Knight Riders",1,19.6,171,20,8.55,"Kolkata",1
"2015","20150507KKR",2015-05-07 00:00:00.000,"Kolkata Knight Riders",1,19.6,171,20,8.55,"Kolkata",0
"2015","20150509KKR",2015-05-09 00:00:00.000,"Kings XI Punjab",1,19.6,183,20,9.15,"Kolkata",1
"2015","20150509KKR",2015-05-09 00:00:00.000,"Kings XI Punjab",1,19.6,183,20,9.15,"Kolkata",0
"2015","20150524MI",2015-05-24 00:00:00.000,"Mumbai Indians",1,19.6,202,20,10.1,"Kolkata",1
"2015","20150524MI",2015-05-24 00:00:00.000,"Mumbai Indians",1,19.6,202,20,10.1,"Kolkata",0
"2016","20160413MI",2016-04-13 00:00:00.000,"Kolkata Knight Riders",1,19.6,187,20,9.35,"Kolkata",0
"2016","20160413MI",2016-04-13 00:00:00.000,"Kolkata Knight Riders",1,19.6,187,20,9.35,"Kolkata",1
"2016","20160504KKR",2016-05-04 00:00:00.000,"Kolkata Knight Riders",1,19.6,164,20,8.2,"Kolkata",1
"2016","20160504KKR",2016-05-04 00:00:00.000,"Kolkata Knight Riders",1,19.6,164,20,8.2,"Kolkata",0
"2016","20160522KKR",2016-05-22 00:00:00.000,"Kolkata Knight Riders",1,19.6,171,20,8.55,"Kolkata",1
"2016","20160522KKR",2016-05-22 00:00:00.000,"Kolkata Knight Riders",1,19.6,171,20,8.55,"Kolkata",0
"2017","20170415KKR",2017-04-15 00:00:00.000,"Kolkata Knight Riders",1,19.6,172,20,8.6,"Kolkata",1
"2017","20170415KKR",2017-04-15 00:00:00.000,"Kolkata Knight Riders",1,19.6,172,20,8.6,"Kolkata",0
"2017","20170421GL",2017-04-21 00:00:00.000,"Kolkata Knight Riders",1,19.6,187,20,9.35,"Kolkata",0
"2017","20170421GL",2017-04-21 00:00:00.000,"Kolkata Knight Riders",1,19.6,187,20,9.35,"Kolkata",1
"2017","20170428KKR",2017-04-28 00:00:00.000,"Delhi Daredevils",1,19.6,160,20,8,"Kolkata",1
"2017","20170428KKR",2017-04-28 00:00:00.000,"Delhi Daredevils",1,19.6,160,20,8,"Kolkata",0
"2017","20170503RPS",2017-05-03 00:00:00.000,"Kolkata Knight Riders",1,19.6,155,20,7.75,"Kolkata",0
"2017","20170503RPS",2017-05-03 00:00:00.000,"Kolkata Knight Riders",1,19.6,155,20,7.75,"Kolkata",1
"2010","20100314KKR",2010-03-14 00:00:00.000,"Royal Challengers Bangalore",1,19.6,135,20,6.75,"Kolkata",1
"2010","20100314KKR",2010-03-14 00:00:00.000,"Royal Challengers Bangalore",1,19.6,135,20,6.75,"Kolkata",0
"2010","20100316CSK",2010-03-16 00:00:00.000,"Chennai Super Kings",1,19.6,164,20,8.2,"Kolkata",1
"2010","20100316CSK",2010-03-16 00:00:00.000,"Chennai Super Kings",1,19.6,164,20,8.2,"Kolkata",0
"2010","20100401KKR",2010-04-01 00:00:00.000,"Kolkata Knight Riders",1,19.6,181,20,9.05,"Kolkata",1
"2010","20100401KKR",2010-04-01 00:00:00.000,"Kolkata Knight Riders",1,19.6,181,20,9.05,"Kolkata",0
"2010","20100407KKR",2010-04-07 00:00:00.000,"Kolkata Knight Riders",1,19.6,181,20,9.05,"Kolkata",1
"2010","20100407KKR",2010-04-07 00:00:00.000,"Kolkata Knight Riders",1,19.6,181,20,9.05,"Kolkata",0
"2010","20100417KKR",2010-04-17 00:00:00.000,"Rajasthan Royals",1,19.6,132,20,6.6,"Kolkata",1
"2010","20100417KKR",2010-04-17 00:00:00.000,"Rajasthan Royals",1,19.6,132,20,6.6,"Kolkata",0
"2010","20100419KKR",2010-04-19 00:00:00.000,"Mumbai Indians",1,19.6,133,20,6.65,"Kolkata",1
"2010","20100419KKR",2010-04-19 00:00:00.000,"Mumbai Indians",1,19.6,133,20,6.65,"Kolkata",0
"2008","20080513KKR",2008-05-13 00:00:00.000,"Kolkata Knight Riders",1,19.6,133,20,6.65,"Kolkata",1
"2008","20080513KKR",2008-05-13 00:00:00.000,"Kolkata Knight Riders",1,19.6,133,20,6.65,"Kolkata",0
"2008","20080518CSK",2008-05-18 00:00:00.000,"Kolkata Knight Riders",1,19.6,149,20,7.45,"Kolkata",0
"2008","20080518CSK",2008-05-18 00:00:00.000,"Kolkata Knight Riders",1,19.6,149,20,7.45,"Kolkata",1
"2008","20080520RR",2008-05-20 00:00:00.000,"Kolkata Knight Riders",1,19.6,147,20,7.35,"Kolkata",0
"2008","20080520RR",2008-05-20 00:00:00.000,"Kolkata Knight Riders",1,19.6,147,20,7.35,"Kolkata",1
"2008","20080525KKR",2008-05-25 00:00:00.000,"Kings XI Punjab",1,19.6,174,20,8.7,"Kolkata",1
"2008","20080525KKR",2008-05-25 00:00:00.000,"Kings XI Punjab",1,19.6,174,20,8.7,"Kolkata",0
"2011","20110408CSK",2011-04-08 00:00:00.000,"Chennai Super Kings",1,19.6,153,20,7.65,"Chennai",1
"2011","20110408CSK",2011-04-08 00:00:00.000,"Chennai Super Kings",1,19.6,153,20,7.65,"Chennai",0
"2011","20110416CSK",2011-04-16 00:00:00.000,"Chennai Super Kings",1,19.6,183,20,9.15,"Chennai",1
"2011","20110416CSK",2011-04-16 00:00:00.000,"Chennai Super Kings",1,19.6,183,20,9.15,"Chennai",0
"2011","20110425CSK",2011-04-25 00:00:00.000,"Chennai Super Kings",1,19.6,142,20,7.1,"Chennai",1
"2011","20110425CSK",2011-04-25 00:00:00.000,"Chennai Super Kings",1,19.6,142,20,7.1,"Chennai",0
"2011","20110501CSK",2011-05-01 00:00:00.000,"Chennai Super Kings",1,19.6,165,20,8.25,"Chennai",1
"2011","20110501CSK",2011-05-01 00:00:00.000,"Chennai Super Kings",1,19.6,165,20,8.25,"Chennai",0
"2011","20110504CSK",2011-05-04 00:00:00.000,"Rajasthan Royals",1,19.6,147,20,7.35,"Chennai",1
"2011","20110504CSK",2011-05-04 00:00:00.000,"Rajasthan Royals",1,19.6,147,20,7.35,"Chennai",0
"2011","20110512CSK",2011-05-12 00:00:00.000,"Chennai Super Kings",1,19.6,176,20,8.8,"Chennai",1
"2011","20110512CSK",2011-05-12 00:00:00.000,"Chennai Super Kings",1,19.6,176,20,8.8,"Chennai",0
"2011","20110518CSK",2011-05-18 00:00:00.000,"Chennai Super Kings",1,19.6,152,20,7.6,"Chennai",1
"2011","20110518CSK",2011-05-18 00:00:00.000,"Chennai Super Kings",1,19.6,152,20,7.6,"Chennai",0
"2011","20110527RCB",2011-05-27 00:00:00.000,"Royal Challengers Bangalore",1,19.6,185,20,9.25,"Chennai",1
"2011","20110527RCB",2011-05-27 00:00:00.000,"Royal Challengers Bangalore",1,19.6,185,20,9.25,"Chennai",0
"2011","20110528CSK",2011-05-28 00:00:00.000,"Chennai Super Kings",1,19.6,205,20,10.25,"Chennai",1
"2011","20110528CSK",2011-05-28 00:00:00.000,"Chennai Super Kings",1,19.6,205,20,10.25,"Chennai",0
"2012","20120412CSK",2012-04-12 00:00:00.000,"Royal Challengers Bangalore",1,19.6,205,20,10.25,"Chennai",1
"2012","20120412CSK",2012-04-12 00:00:00.000,"Royal Challengers Bangalore",1,19.6,205,20,10.25,"Chennai",0
"2012","20120419CSK",2012-04-19 00:00:00.000,"Chennai Super Kings",1,19.6,164,20,8.2,"Chennai",1
"2012","20120419CSK",2012-04-19 00:00:00.000,"Chennai Super Kings",1,19.6,164,20,8.2,"Chennai",0
"2012","20120421CSK",2012-04-21 00:00:00.000,"Rajasthan Royals",1,19.6,146,20,7.3,"Chennai",1
"2012","20120421CSK",2012-04-21 00:00:00.000,"Rajasthan Royals",1,19.6,146,20,7.3,"Chennai",0
"2012","20120428KXP",2012-04-28 00:00:00.000,"Kings XI Punjab",1,19.6,156,20,7.8,"Chennai",0
"2012","20120428KXP",2012-04-28 00:00:00.000,"Kings XI Punjab",1,19.6,156,20,7.8,"Chennai",1
"2012","20120430KKR",2012-04-30 00:00:00.000,"Chennai Super Kings",1,19.6,139,20,6.95,"Chennai",0
"2012","20120430KKR",2012-04-30 00:00:00.000,"Chennai Super Kings",1,19.6,139,20,6.95,"Chennai",1
"2012","20120504CSK",2012-05-04 00:00:00.000,"Chennai Super Kings",1,19.6,160,20,8,"Chennai",1
"2012","20120504CSK",2012-05-04 00:00:00.000,"Chennai Super Kings",1,19.6,160,20,8,"Chennai",0
"2012","20120512CSK",2012-05-12 00:00:00.000,"Delhi Daredevils",1,19.6,114,20,5.7,"Chennai",1
"2012","20120512CSK",2012-05-12 00:00:00.000,"Delhi Daredevils",1,19.6,114,20,5.7,"Chennai",0
"2012","20120525CSK",2012-05-25 00:00:00.000,"Chennai Super Kings",1,19.6,222,20,11.1,"Chennai",0
"2012","20120525CSK",2012-05-25 00:00:00.000,"Chennai Super Kings",1,19.6,222,20,11.1,"Chennai",1
"2013","20130406MI",2013-04-06 00:00:00.000,"Mumbai Indians",1,19.6,148,20,7.4,"Chennai",0
"2013","20130406MI",2013-04-06 00:00:00.000,"Mumbai Indians",1,19.6,148,20,7.4,"Chennai",1
"2013","20130413CSK",2013-04-13 00:00:00.000,"Royal Challengers Bangalore",1,19.6,165,20,8.25,"Chennai",1
"2013","20130413CSK",2013-04-13 00:00:00.000,"Royal Challengers Bangalore",1,19.6,165,20,8.25,"Chennai",0
"2013","20130422CSK",2013-04-22 00:00:00.000,"Rajasthan Royals",1,19.6,185,20,9.25,"Chennai",1
"2013","20130422CSK",2013-04-22 00:00:00.000,"Rajasthan Royals",1,19.6,185,20,9.25,"Chennai",0
"2013","20130425CSK",2013-04-25 00:00:00.000,"Sunrisers Hyderabad",1,19.6,159,20,7.95,"Chennai",1
"2013","20130425CSK",2013-04-25 00:00:00.000,"Sunrisers Hyderabad",1,19.6,159,20,7.95,"Chennai",0
"2013","20130428CSK",2013-04-28 00:00:00.000,"Chennai Super Kings",1,19.6,200,20,10,"Chennai",1
"2013","20130428CSK",2013-04-28 00:00:00.000,"Chennai Super Kings",1,19.6,200,20,10,"Chennai",0
"2013","20130502CSK",2013-05-02 00:00:00.000,"Chennai Super Kings",1,19.6,186,20,9.3,"Chennai",1
"2013","20130502CSK",2013-05-02 00:00:00.000,"Chennai Super Kings",1,19.6,186,20,9.3,"Chennai",0
"2013","20130514CSK",2013-05-14 00:00:00.000,"Chennai Super Kings",1,19.6,168,20,8.4,"Chennai",1
"2013","20130514CSK",2013-05-14 00:00:00.000,"Chennai Super Kings",1,19.6,168,20,8.4,"Chennai",0
"2015","20150409CSK",2015-04-09 00:00:00.000,"Chennai Super Kings",1,19.6,150,20,7.5,"Chennai",1
"2015","20150409CSK",2015-04-09 00:00:00.000,"Chennai Super Kings",1,19.6,150,20,7.5,"Chennai",0
"2015","20150411CSK",2015-04-11 00:00:00.000,"Chennai Super Kings",1,19.6,209,20,10.45,"Chennai",1
"2015","20150411CSK",2015-04-11 00:00:00.000,"Chennai Super Kings",1,19.6,209,20,10.45,"Chennai",0
