OrderID,Date,PaymentID,GuarantyID,ClientID,DiscountID,ProductID,AmountProducts,TotalPrice,TotalPriceDiscount,EndGaranty
16770,2020-06-06 00:00:00.000,56,33501,943687044,72840,49770,88,,,2020-08-25 00:00:00.000
47421,2020-05-09 00:00:00.000,8,44014,1020520847,48001,36201,93,,,2020-07-09 00:00:00.000
49532,2019-09-05 00:00:00.000,47,59553,1500020998,71417,1169,52,,,2020-01-12 00:00:00.000
34861,2020-07-12 00:00:00.000,46,28726,923071981,48881,27895,39,,,2020-07-14 00:00:00.000
15274,2020-03-22 00:00:00.000,27,56229,1491339339,58122,42211,71,,,2020-05-03 00:00:00.000
31999,2019-09-21 00:00:00.000,21,84895,1232043097,45881,63226,106,,,2020-01-07 00:00:00.000
30496,2020-08-30 00:00:00.000,84,28110,2036993834,34547,16003,87,,,2020-09-09 00:00:00.000
15080,2019-09-27 00:00:00.000,70,89585,1697586813,7406,63949,113,,,2019-10-18 00:00:00.000
60562,2020-04-03 00:00:00.000,15,11319,1554292674,9216,40720,57,,,2020-07-13 00:00:00.000
48341,2019-09-04 00:00:00.000,187,8264,741921438,1146,13131,96,,,2020-01-14 00:00:00.000
41204,2020-03-03 00:00:00.000,49,27948,1085599319,11035,49806,31,,,2020-03-06 00:00:00.000
27762,2020-01-04 00:00:00.000,192,49057,767201013,24695,31403,104,,,2020-05-16 00:00:00.000
26079,2020-06-23 00:00:00.000,53,1870,1774853433,36604,14768,63,,,2020-11-06 00:00:00.000
39644,2020-04-06 00:00:00.000,11,53678,747396862,35517,42730,21,,,2020-06-08 00:00:00.000
38504,2020-07-05 00:00:00.000,42,18734,1348818874,46939,47551,27,,,2020-07-24 00:00:00.000
10242,2020-05-29 00:00:00.000,72,60045,572453721,18225,7692,88,,,2020-08-10 00:00:00.000
38523,2019-09-10 00:00:00.000,30,39026,1755879909,48261,24427,116,,,2019-10-09 00:00:00.000
61743,2020-07-12 00:00:00.000,80,3689,255389433,28869,48017,47,,,2020-09-23 00:00:00.000
27170,2020-05-13 00:00:00.000,71,19561,1693618526,21247,38456,77,,,2020-05-30 00:00:00.000
4916,2020-06-14 00:00:00.000,54,8756,1470146663,72695,50105,1,,,2020-08-06 00:00:00.000
59318,2019-12-22 00:00:00.000,89,33253,1166663955,18080,32404,47,,,2020-04-02 00:00:00.000
5710,2020-08-20 00:00:00.000,25,67524,1594961911,43078,15354,91,,,2020-12-11 00:00:00.000
18971,2019-11-14 00:00:00.000,8,20293,1720773937,71213,28723,22,,,2019-11-22 00:00:00.000
51647,2020-03-30 00:00:00.000,182,55918,515148393,68627,38283,55,,,2020-04-07 00:00:00.000
15066,2020-04-24 00:00:00.000,11,1326,1199371023,66656,42499,5,,,2020-07-05 00:00:00.000
44218,2019-12-06 00:00:00.000,18,13869,1737622179,58895,37119,82,,,2019-12-22 00:00:00.000
11416,2019-11-26 00:00:00.000,202,28291,57028405,39496,10061,81,,,2020-03-27 00:00:00.000
59029,2020-08-10 00:00:00.000,84,64768,1856220100,64795,1684,92,,,2020-11-11 00:00:00.000
28928,2019-09-25 00:00:00.000,210,85935,1078258437,31409,23021,98,,,2019-10-26 00:00:00.000
37482,2020-08-27 00:00:00.000,68,70798,1136954528,35139,48991,30,,,2020-09-23 00:00:00.000
18220,2019-12-06 00:00:00.000,193,25304,365663007,22925,17604,11,,,2020-02-09 00:00:00.000
5816,2019-12-20 00:00:00.000,4,16440,852998993,7541,27639,43,,,2020-03-29 00:00:00.000
13487,2019-11-20 00:00:00.000,60,66766,1235037988,879,49532,6,,,2019-12-28 00:00:00.000
48798,2020-06-05 00:00:00.000,54,39731,565069648,19527,42260,1,,,2020-08-31 00:00:00.000
43686,2020-07-19 00:00:00.000,85,6329,1066249536,4404,34174,108,,,2020-12-03 00:00:00.000
52388,2020-04-02 00:00:00.000,27,53074,1437179749,43374,51401,8,,,2020-06-18 00:00:00.000
5802,2020-07-22 00:00:00.000,84,9821,1872160574,65617,25066,62,,,2020-12-12 00:00:00.000
22409,2019-11-05 00:00:00.000,66,43326,681461900,28208,63214,106,,,2019-11-11 00:00:00.000
4368,2019-12-14 00:00:00.000,39,49484,518956490,68783,55125,57,,,2020-04-16 00:00:00.000
61527,2020-04-08 00:00:00.000,201,88711,1029215140,2434,9145,67,,,2020-04-27 00:00:00.000
20078,2020-04-25 00:00:00.000,198,31764,1897407988,45245,47153,97,,,2020-07-17 00:00:00.000
786,2020-03-28 00:00:00.000,204,86064,675419449,22959,26836,33,,,2020-06-10 00:00:00.000
8059,2020-04-10 00:00:00.000,42,12453,194444409,20816,46576,101,,,2020-08-18 00:00:00.000
17831,2019-11-17 00:00:00.000,202,6737,802584710,59412,49377,87,,,2020-02-10 00:00:00.000
68074,2020-02-07 00:00:00.000,52,61223,1675725551,6895,7227,60,,,2020-04-09 00:00:00.000
58375,2020-05-01 00:00:00.000,204,35767,1996958564,49333,35201,10,,,2020-07-17 00:00:00.000
33994,2020-07-17 00:00:00.000,201,77257,1716506431,49876,14847,83,,,2020-09-23 00:00:00.000
20458,2020-06-19 00:00:00.000,192,4224,750881150,52258,34169,75,,,2020-10-26 00:00:00.000
8633,2019-10-13 00:00:00.000,2,67542,2007597079,7907,21308,47,,,2019-11-27 00:00:00.000
21461,2019-11-17 00:00:00.000,62,6904,590019389,59856,45139,40,,,2020-01-21 00:00:00.000
41106,2020-03-19 00:00:00.000,67,5814,1520386261,7589,55150,45,,,2020-05-28 00:00:00.000
36865,2020-08-06 00:00:00.000,66,12646,1204746895,26361,33055,88,,,2020-12-27 00:00:00.000
21358,2019-11-22 00:00:00.000,36,27205,1822664574,72513,7057,56,,,2019-12-16 00:00:00.000
66429,2020-03-24 00:00:00.000,78,40728,1838196164,8968,18473,98,,,2020-05-29 00:00:00.000
28234,2020-04-06 00:00:00.000,6,46277,2047904680,17292,13457,28,,,2020-06-28 00:00:00.000
8484,2020-01-30 00:00:00.000,206,66610,804263178,4042,32235,24,,,2020-05-30 00:00:00.000
69889,2020-01-05 00:00:00.000,190,277,703495802,66505,55806,72,,,2020-04-19 00:00:00.000
49324,2020-08-17 00:00:00.000,209,34848,157916425,15904,7348,109,,,2020-12-05 00:00:00.000
51885,2020-06-23 00:00:00.000,21,29542,1512085057,72903,3709,37,,,2020-10-25 00:00:00.000
42880,2019-10-31 00:00:00.000,32,74615,1345958425,63874,49522,7,,,2019-11-12 00:00:00.000
40910,2020-05-27 00:00:00.000,86,26065,1678613469,41903,22491,112,,,2020-08-03 00:00:00.000
57847,2020-08-04 00:00:00.000,20,24637,1028757793,3582,62261,2,,,2020-09-19 00:00:00.000
31986,2020-02-12 00:00:00.000,51,52827,1171715700,5664,13146,82,,,2020-06-23 00:00:00.000
4263,2020-03-09 00:00:00.000,14,42145,626300975,44284,20217,61,,,2020-03-31 00:00:00.000
65444,2020-03-07 00:00:00.000,44,11072,621010534,17284,38176,2,,,2020-05-29 00:00:00.000
36470,2020-08-18 00:00:00.000,62,39410,725472395,1976,33272,19,,,2020-11-20 00:00:00.000
52301,2019-10-18 00:00:00.000,20,86216,834504679,12035,51099,16,,,2020-02-07 00:00:00.000
19530,2020-09-01 00:00:00.000,86,65292,446843543,22934,1496,72,,,2020-10-19 00:00:00.000
2923,2020-07-19 00:00:00.000,82,25860,1742779604,35343,31189,66,,,2020-10-01 00:00:00.000
17555,2020-05-08 00:00:00.000,58,71355,1199852168,5765,38892,94,,,2020-05-21 00:00:00.000
39075,2019-09-07 00:00:00.000,183,76961,137206894,42137,28038,98,,,2019-12-29 00:00:00.000
51246,2020-01-07 00:00:00.000,40,13628,1414347173,42946,56496,112,,,2020-03-29 00:00:00.000
40673,2020-02-02 00:00:00.000,35,12504,553468538,38163,5046,77,,,2020-03-27 00:00:00.000
57991,2019-12-20 00:00:00.000,89,8322,2089122395,49392,61167,7,,,2020-03-31 00:00:00.000
52006,2019-09-11 00:00:00.000,44,85241,494232777,35304,37406,53,,,2019-11-23 00:00:00.000
68539,2020-04-29 00:00:00.000,84,10482,369420433,31869,51368,80,,,2020-06-05 00:00:00.000
69355,2019-11-27 00:00:00.000,67,89329,151409636,1218,55748,30,,,2019-11-30 00:00:00.000
66806,2019-10-10 00:00:00.000,24,34698,1806738078,2190,34920,113,,,2019-11-16 00:00:00.000
48621,2019-09-24 00:00:00.000,191,19568,1478013323,10028,34116,85,,,2020-01-17 00:00:00.000
66443,2020-07-11 00:00:00.000,74,68218,580621774,36656,60466,63,,,2020-07-29 00:00:00.000
19604,2020-02-05 00:00:00.000,196,73502,1483602391,33943,51868,22,,,2020-03-31 00:00:00.000
38230,2020-06-09 00:00:00.000,193,28458,1291029776,7393,21873,34,,,2020-10-16 00:00:00.000
42164,2020-05-28 00:00:00.000,57,79519,707958828,15233,48682,87,,,2020-08-28 00:00:00.000
39298,2020-08-06 00:00:00.000,186,62587,2134172079,69251,7644,7,,,2020-09-14 00:00:00.000
45336,2020-07-26 00:00:00.000,203,42629,2041231355,56069,20802,15,,,2020-12-01 00:00:00.000
42737,2019-09-18 00:00:00.000,50,74347,1723050046,61577,55734,112,,,2019-11-12 00:00:00.000
56041,2020-04-29 00:00:00.000,46,82659,64455908,50257,5329,120,,,2020-08-18 00:00:00.000
10435,2019-12-11 00:00:00.000,69,22481,1489856246,32980,37930,24,,,2020-03-11 00:00:00.000
5764,2020-05-29 00:00:00.000,44,50728,1897899474,37603,61540,5,,,2020-08-10 00:00:00.000
64616,2020-06-29 00:00:00.000,17,40098,290489268,26228,5517,31,,,2020-07-01 00:00:00.000
55652,2019-10-24 00:00:00.000,209,74328,1161554728,3836,9636,72,,,2019-11-11 00:00:00.000
59193,2020-01-24 00:00:00.000,34,80369,1869131058,29160,5566,26,,,2020-06-03 00:00:00.000
44196,2020-08-11 00:00:00.000,41,58207,697371353,45098,42181,12,,,2020-12-06 00:00:00.000
46432,2019-09-25 00:00:00.000,75,29542,1924797510,25701,59785,69,,,2020-01-27 00:00:00.000
54525,2020-05-12 00:00:00.000,201,40605,506956942,6640,47703,116,,,2020-09-21 00:00:00.000
30023,2019-09-08 00:00:00.000,82,65503,691707082,45867,2612,44,,,2020-01-21 00:00:00.000
31662,2019-09-10 00:00:00.000,24,75993,84209167,74575,33393,82,,,2019-10-13 00:00:00.000
36318,2019-10-09 00:00:00.000,186,45859,1904836776,57216,16169,96,,,2019-10-17 00:00:00.000
600,2020-03-04 00:00:00.000,84,6052,1778096879,42405,39859,98,,,2020-07-11 00:00:00.000
23601,2019-09-05 00:00:00.000,50,36448,1995702828,23021,2242,38,,,2020-02-01 00:00:00.000
6454,2020-01-31 00:00:00.000,56,39185,177526278,14264,27110,35,,,2020-02-12 00:00:00.000
32323,2020-02-24 00:00:00.000,28,13037,1329310131,49825,29521,116,,,2020-07-04 00:00:00.000
14124,2020-08-06 00:00:00.000,209,36618,41397664,53849,48227,86,,,2020-09-29 00:00:00.000
68924,2019-09-18 00:00:00.000,14,22872,1660853958,13256,38266,117,,,2019-09-21 00:00:00.000
57413,2020-04-10 00:00:00.000,29,57131,2136003637,55157,17561,77,,,2020-04-18 00:00:00.000
12308,2020-01-29 00:00:00.000,83,62403,652052798,8573,16515,64,,,2020-04-17 00:00:00.000
30703,2019-12-01 00:00:00.000,40,57141,2111196382,35583,39082,15,,,2020-03-04 00:00:00.000
21719,2020-02-01 00:00:00.000,44,44400,379715057,2314,29151,3,,,2020-02-13 00:00:00.000
26425,2019-11-24 00:00:00.000,51,88038,466266559,51331,28540,68,,,2019-12-19 00:00:00.000
62808,2020-04-14 00:00:00.000,85,18234,1264817040,20460,3048,36,,,2020-07-11 00:00:00.000
27708,2020-01-12 00:00:00.000,190,36678,74515746,53158,62246,96,,,2020-02-09 00:00:00.000
44665,2020-08-12 00:00:00.000,5,37652,730544258,55310,36878,19,,,2020-10-14 00:00:00.000
57212,2019-11-20 00:00:00.000,19,2137,1974058590,10886,31026,23,,,2019-12-22 00:00:00.000
594,2020-03-05 00:00:00.000,3,46295,1916353485,69048,18993,75,,,2020-04-05 00:00:00.000
58734,2020-06-11 00:00:00.000,66,78479,417153755,71134,24967,78,,,2020-07-26 00:00:00.000
47001,2019-12-18 00:00:00.000,191,70691,546439114,53529,3562,58,,,2020-01-13 00:00:00.000
18797,2020-02-22 00:00:00.000,188,77283,665061388,23130,45266,2,,,2020-05-17 00:00:00.000
24931,2020-08-20 00:00:00.000,38,23515,1505458316,21725,54816,16,,,2020-10-29 00:00:00.000
61281,2020-06-30 00:00:00.000,81,44852,650049341,67793,47260,31,,,2020-07-15 00:00:00.000
63654,2020-02-23 00:00:00.000,6,9708,1075882465,39945,31857,98,,,2020-03-04 00:00:00.000
32416,2020-06-08 00:00:00.000,210,12321,880080741,70627,27029,98,,,2020-09-24 00:00:00.000
29069,2020-05-31 00:00:00.000,71,29621,871482313,13184,28666,1,,,2020-08-03 00:00:00.000
66934,2020-01-26 00:00:00.000,55,86259,1115933703,24888,8980,49,,,2020-06-10 00:00:00.000
5411,2019-09-18 00:00:00.000,194,48654,1849360481,8682,25211,82,,,2020-01-23 00:00:00.000
60211,2020-08-03 00:00:00.000,22,84191,910506121,29935,6862,84,,,2020-09-04 00:00:00.000
36158,2020-08-26 00:00:00.000,14,11297,1078915066,22494,16097,26,,,2020-08-27 00:00:00.000
29259,2019-09-04 00:00:00.000,72,71602,1310256550,10201,9023,77,,,2019-10-15 00:00:00.000
12694,2020-08-20 00:00:00.000,66,72581,1904836776,37564,21865,86,,,2020-08-22 00:00:00.000
20468,2020-08-26 00:00:00.000,53,57131,174425392,31442,8757,113,,,2020-09-03 00:00:00.000
9755,2020-01-16 00:00:00.000,200,1077,1731348586,28327,14669,85,,,2020-02-04 00:00:00.000
4202,2020-06-17 00:00:00.000,85,9557,928884606,37931,55089,9,,,2020-09-05 00:00:00.000
4548,2020-05-28 00:00:00.000,23,51833,1713015718,31240,50338,66,,,2020-08-26 00:00:00.000
42646,2020-05-06 00:00:00.000,26,60667,1409912718,64074,8301,109,,,2020-08-20 00:00:00.000
14040,2020-01-17 00:00:00.000,40,15209,2128971625,45476,31107,77,,,2020-05-10 00:00:00.000
43065,2019-12-26 00:00:00.000,66,63034,613977680,5522,9782,25,,,2020-01-29 00:00:00.000
67086,2020-05-18 00:00:00.000,58,65237,1676583265,65150,6478,117,,,2020-09-25 00:00:00.000
32829,2020-01-24 00:00:00.000,69,78459,950262355,10315,15085,88,,,2020-04-03 00:00:00.000
43800,2019-11-14 00:00:00.000,42,41780,1781134255,33066,33340,63,,,2020-02-12 00:00:00.000
61718,2019-12-24 00:00:00.000,183,76043,1471869404,39870,41856,36,,,2020-03-13 00:00:00.000
12936,2020-06-18 00:00:00.000,72,45213,1386194483,2671,31122,1,,,2020-06-26 00:00:00.000
43573,2020-03-14 00:00:00.000,25,5871,856350961,27539,34124,94,,,2020-04-14 00:00:00.000
7614,2019-09-19 00:00:00.000,22,67146,940135008,30106,27319,23,,,2019-12-30 00:00:00.000
58862,2020-02-11 00:00:00.000,54,15992,1805770852,29597,14302,113,,,2020-06-29 00:00:00.000
69247,2019-12-02 00:00:00.000,52,81920,1040764410,36907,42186,41,,,2020-01-06 00:00:00.000
26301,2019-11-25 00:00:00.000,71,57563,1869869424,10753,46862,103,,,2020-02-04 00:00:00.000
69303,2020-06-30 00:00:00.000,22,60573,1518498301,41467,49632,118,,,2020-11-21 00:00:00.000
9147,2020-05-11 00:00:00.000,206,34862,1564259868,27456,51101,117,,,2020-06-20 00:00:00.000
18579,2020-06-07 00:00:00.000,75,29309,2067195117,9441,49136,33,,,2020-06-22 00:00:00.000
41624,2020-06-11 00:00:00.000,58,11998,953719392,42953,50378,92,,,2020-10-31 00:00:00.000
68079,2019-10-21 00:00:00.000,197,62830,474965306,39034,9263,108,,,2019-11-07 00:00:00.000
18693,2020-01-29 00:00:00.000,83,39439,2138307246,2242,50149,92,,,2020-04-28 00:00:00.000
1308,2019-11-05 00:00:00.000,197,78803,1239519885,18859,9259,9,,,2020-03-20 00:00:00.000
26389,2020-01-31 00:00:00.000,207,83313,1858181342,40046,58929,46,,,2020-03-10 00:00:00.000
31658,2020-02-11 00:00:00.000,73,25813,2080069324,10749,54846,76,,,2020-02-29 00:00:00.000
31988,2019-11-19 00:00:00.000,193,3704,1509791591,8403,27770,52,,,2019-12-29 00:00:00.000
25842,2020-03-12 00:00:00.000,40,69724,473765337,64761,50555,101,,,2020-03-30 00:00:00.000
8730,2020-04-07 00:00:00.000,87,40436,686647668,43568,41659,113,,,2020-08-14 00:00:00.000
59971,2019-11-02 00:00:00.000,195,26467,1114219712,10492,49394,44,,,2020-01-30 00:00:00.000
57509,2020-08-25 00:00:00.000,60,7897,103727322,52810,32976,40,,,2020-09-20 00:00:00.000
58816,2019-10-08 00:00:00.000,3,48654,698351553,33412,23261,94,,,2020-02-12 00:00:00.000
27688,2020-03-28 00:00:00.000,70,53062,1086566183,49433,50283,26,,,2020-04-22 00:00:00.000
68418,2020-02-27 00:00:00.000,65,53003,1108477195,48109,14949,114,,,2020-06-02 00:00:00.000
42213,2020-08-11 00:00:00.000,25,12388,1675110154,24185,14889,63,,,2020-08-29 00:00:00.000
51772,2020-04-03 00:00:00.000,13,19875,925897453,17824,15036,43,,,2020-04-10 00:00:00.000
52042,2020-04-30 00:00:00.000,209,54274,1030152437,66597,33328,93,,,2020-05-11 00:00:00.000
14379,2020-03-11 00:00:00.000,60,85075,1523305215,48391,49025,98,,,2020-04-14 00:00:00.000
4545,2020-02-01 00:00:00.000,58,2964,2022752676,41653,23182,55,,,2020-02-06 00:00:00.000
57657,2020-07-24 00:00:00.000,77,63137,1487409882,24738,9248,33,,,2020-11-26 00:00:00.000
16843,2020-06-26 00:00:00.000,64,21305,1405344887,3470,14168,35,,,2020-08-13 00:00:00.000
60579,2019-10-18 00:00:00.000,35,12095,1942016906,21327,23860,107,,,2019-11-23 00:00:00.000
65731,2020-01-04 00:00:00.000,208,49235,1739706289,66612,58813,9,,,2020-03-08 00:00:00.000
4608,2020-03-05 00:00:00.000,24,3789,1131671312,73511,6479,33,,,2020-06-20 00:00:00.000
62049,2019-10-27 00:00:00.000,20,84911,871910394,11292,14984,115,,,2020-03-24 00:00:00.000
48252,2020-03-30 00:00:00.000,58,60285,1740619313,70798,55332,110,,,2020-04-06 00:00:00.000
16397,2020-07-30 00:00:00.000,41,7773,646218252,12804,31429,112,,,2020-12-17 00:00:00.000
42295,2019-10-12 00:00:00.000,43,26125,420398298,19247,50686,21,,,2019-12-13 00:00:00.000
58845,2020-01-03 00:00:00.000,87,3456,1307805993,57994,6936,35,,,2020-01-12 00:00:00.000
46688,2020-05-19 00:00:00.000,189,67242,1999352852,10640,46806,114,,,2020-05-30 00:00:00.000
