Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,MonthName,MonthInCalendar,QuarterInCalendar,DayInWeek,DayOfWeekName,WeekEnding,Week Number,MonthnYear,QuarternYear,ShortYear,FY
2014-07-13 00:00:00.000,"2014",3,7,13,20140713,"July","Jul 2014","Q3 2014",6,"Sunday",2014-07-13 00:00:00.000,28,20140700,20140300,"14","FY15"
2015-07-06 00:00:00.000,"2015",3,7,6,20150706,"July","Jul 2015","Q3 2015",0,"Monday",2015-07-12 00:00:00.000,28,20150700,20150300,"15","FY16"
2015-07-07 00:00:00.000,"2015",3,7,7,20150707,"July","Jul 2015","Q3 2015",1,"Tuesday",2015-07-12 00:00:00.000,28,20150700,20150300,"15","FY16"
2015-07-08 00:00:00.000,"2015",3,7,8,20150708,"July","Jul 2015","Q3 2015",2,"Wednesday",2015-07-12 00:00:00.000,28,20150700,20150300,"15","FY16"
2015-07-09 00:00:00.000,"2015",3,7,9,20150709,"July","Jul 2015","Q3 2015",3,"Thursday",2015-07-12 00:00:00.000,28,20150700,20150300,"15","FY16"
2015-07-10 00:00:00.000,"2015",3,7,10,20150710,"July","Jul 2015","Q3 2015",4,"Friday",2015-07-12 00:00:00.000,28,20150700,20150300,"15","FY16"
2015-07-11 00:00:00.000,"2015",3,7,11,20150711,"July","Jul 2015","Q3 2015",5,"Saturday",2015-07-12 00:00:00.000,28,20150700,20150300,"15","FY16"
2015-07-12 00:00:00.000,"2015",3,7,12,20150712,"July","Jul 2015","Q3 2015",6,"Sunday",2015-07-12 00:00:00.000,28,20150700,20150300,"15","FY16"
2016-07-04 00:00:00.000,"2016",3,7,4,20160704,"July","Jul 2016","Q3 2016",0,"Monday",2016-07-10 00:00:00.000,28,20160700,20160300,"16","FY17"
2016-07-05 00:00:00.000,"2016",3,7,5,20160705,"July","Jul 2016","Q3 2016",1,"Tuesday",2016-07-10 00:00:00.000,28,20160700,20160300,"16","FY17"
2016-07-06 00:00:00.000,"2016",3,7,6,20160706,"July","Jul 2016","Q3 2016",2,"Wednesday",2016-07-10 00:00:00.000,28,20160700,20160300,"16","FY17"
2016-07-07 00:00:00.000,"2016",3,7,7,20160707,"July","Jul 2016","Q3 2016",3,"Thursday",2016-07-10 00:00:00.000,28,20160700,20160300,"16","FY17"
2016-07-08 00:00:00.000,"2016",3,7,8,20160708,"July","Jul 2016","Q3 2016",4,"Friday",2016-07-10 00:00:00.000,28,20160700,20160300,"16","FY17"
2016-07-09 00:00:00.000,"2016",3,7,9,20160709,"July","Jul 2016","Q3 2016",5,"Saturday",2016-07-10 00:00:00.000,28,20160700,20160300,"16","FY17"
2016-07-10 00:00:00.000,"2016",3,7,10,20160710,"July","Jul 2016","Q3 2016",6,"Sunday",2016-07-10 00:00:00.000,28,20160700,20160300,"16","FY17"
2017-07-03 00:00:00.000,"2017",3,7,3,20170703,"July","Jul 2017","Q3 2017",0,"Monday",2017-07-09 00:00:00.000,28,20170700,20170300,"17","FY18"
2017-07-04 00:00:00.000,"2017",3,7,4,20170704,"July","Jul 2017","Q3 2017",1,"Tuesday",2017-07-09 00:00:00.000,28,20170700,20170300,"17","FY18"
2017-07-05 00:00:00.000,"2017",3,7,5,20170705,"July","Jul 2017","Q3 2017",2,"Wednesday",2017-07-09 00:00:00.000,28,20170700,20170300,"17","FY18"
2017-07-06 00:00:00.000,"2017",3,7,6,20170706,"July","Jul 2017","Q3 2017",3,"Thursday",2017-07-09 00:00:00.000,28,20170700,20170300,"17","FY18"
2017-07-07 00:00:00.000,"2017",3,7,7,20170707,"July","Jul 2017","Q3 2017",4,"Friday",2017-07-09 00:00:00.000,28,20170700,20170300,"17","FY18"
2017-07-08 00:00:00.000,"2017",3,7,8,20170708,"July","Jul 2017","Q3 2017",5,"Saturday",2017-07-09 00:00:00.000,28,20170700,20170300,"17","FY18"
2017-07-09 00:00:00.000,"2017",3,7,9,20170709,"July","Jul 2017","Q3 2017",6,"Sunday",2017-07-09 00:00:00.000,28,20170700,20170300,"17","FY18"
2018-07-09 00:00:00.000,"2018",3,7,9,20180709,"July","Jul 2018","Q3 2018",0,"Monday",2018-07-15 00:00:00.000,28,20180700,20180300,"18","FY19"
2018-07-10 00:00:00.000,"2018",3,7,10,20180710,"July","Jul 2018","Q3 2018",1,"Tuesday",2018-07-15 00:00:00.000,28,20180700,20180300,"18","FY19"
2018-07-11 00:00:00.000,"2018",3,7,11,20180711,"July","Jul 2018","Q3 2018",2,"Wednesday",2018-07-15 00:00:00.000,28,20180700,20180300,"18","FY19"
2018-07-12 00:00:00.000,"2018",3,7,12,20180712,"July","Jul 2018","Q3 2018",3,"Thursday",2018-07-15 00:00:00.000,28,20180700,20180300,"18","FY19"
2018-07-13 00:00:00.000,"2018",3,7,13,20180713,"July","Jul 2018","Q3 2018",4,"Friday",2018-07-15 00:00:00.000,28,20180700,20180300,"18","FY19"
2018-07-14 00:00:00.000,"2018",3,7,14,20180714,"July","Jul 2018","Q3 2018",5,"Saturday",2018-07-15 00:00:00.000,28,20180700,20180300,"18","FY19"
2018-07-15 00:00:00.000,"2018",3,7,15,20180715,"July","Jul 2018","Q3 2018",6,"Sunday",2018-07-15 00:00:00.000,28,20180700,20180300,"18","FY19"
2019-07-08 00:00:00.000,"2019",3,7,8,20190708,"July","Jul 2019","Q3 2019",0,"Monday",2019-07-14 00:00:00.000,28,20190700,20190300,"19","FY20"
2019-07-09 00:00:00.000,"2019",3,7,9,20190709,"July","Jul 2019","Q3 2019",1,"Tuesday",2019-07-14 00:00:00.000,28,20190700,20190300,"19","FY20"
2019-07-10 00:00:00.000,"2019",3,7,10,20190710,"July","Jul 2019","Q3 2019",2,"Wednesday",2019-07-14 00:00:00.000,28,20190700,20190300,"19","FY20"
2019-07-11 00:00:00.000,"2019",3,7,11,20190711,"July","Jul 2019","Q3 2019",3,"Thursday",2019-07-14 00:00:00.000,28,20190700,20190300,"19","FY20"
2019-07-12 00:00:00.000,"2019",3,7,12,20190712,"July","Jul 2019","Q3 2019",4,"Friday",2019-07-14 00:00:00.000,28,20190700,20190300,"19","FY20"
2019-07-13 00:00:00.000,"2019",3,7,13,20190713,"July","Jul 2019","Q3 2019",5,"Saturday",2019-07-14 00:00:00.000,28,20190700,20190300,"19","FY20"
2019-07-14 00:00:00.000,"2019",3,7,14,20190714,"July","Jul 2019","Q3 2019",6,"Sunday",2019-07-14 00:00:00.000,28,20190700,20190300,"19","FY20"
2020-07-06 00:00:00.000,"2020",3,7,6,20200706,"July","Jul 2020","Q3 2020",0,"Monday",2020-07-12 00:00:00.000,28,20200700,20200300,"20","FY21"
2020-07-07 00:00:00.000,"2020",3,7,7,20200707,"July","Jul 2020","Q3 2020",1,"Tuesday",2020-07-12 00:00:00.000,28,20200700,20200300,"20","FY21"
2020-07-08 00:00:00.000,"2020",3,7,8,20200708,"July","Jul 2020","Q3 2020",2,"Wednesday",2020-07-12 00:00:00.000,28,20200700,20200300,"20","FY21"
2020-07-09 00:00:00.000,"2020",3,7,9,20200709,"July","Jul 2020","Q3 2020",3,"Thursday",2020-07-12 00:00:00.000,28,20200700,20200300,"20","FY21"
2020-07-10 00:00:00.000,"2020",3,7,10,20200710,"July","Jul 2020","Q3 2020",4,"Friday",2020-07-12 00:00:00.000,28,20200700,20200300,"20","FY21"
2020-07-11 00:00:00.000,"2020",3,7,11,20200711,"July","Jul 2020","Q3 2020",5,"Saturday",2020-07-12 00:00:00.000,28,20200700,20200300,"20","FY21"
2020-07-12 00:00:00.000,"2020",3,7,12,20200712,"July","Jul 2020","Q3 2020",6,"Sunday",2020-07-12 00:00:00.000,28,20200700,20200300,"20","FY21"
2021-07-05 00:00:00.000,"2021",3,7,5,20210705,"July","Jul 2021","Q3 2021",0,"Monday",2021-07-11 00:00:00.000,28,20210700,20210300,"21","FY22"
2021-07-06 00:00:00.000,"2021",3,7,6,20210706,"July","Jul 2021","Q3 2021",1,"Tuesday",2021-07-11 00:00:00.000,28,20210700,20210300,"21","FY22"
2021-07-07 00:00:00.000,"2021",3,7,7,20210707,"July","Jul 2021","Q3 2021",2,"Wednesday",2021-07-11 00:00:00.000,28,20210700,20210300,"21","FY22"
2021-07-08 00:00:00.000,"2021",3,7,8,20210708,"July","Jul 2021","Q3 2021",3,"Thursday",2021-07-11 00:00:00.000,28,20210700,20210300,"21","FY22"
2021-07-09 00:00:00.000,"2021",3,7,9,20210709,"July","Jul 2021","Q3 2021",4,"Friday",2021-07-11 00:00:00.000,28,20210700,20210300,"21","FY22"
2021-07-10 00:00:00.000,"2021",3,7,10,20210710,"July","Jul 2021","Q3 2021",5,"Saturday",2021-07-11 00:00:00.000,28,20210700,20210300,"21","FY22"
2021-07-11 00:00:00.000,"2021",3,7,11,20210711,"July","Jul 2021","Q3 2021",6,"Sunday",2021-07-11 00:00:00.000,28,20210700,20210300,"21","FY22"
2022-07-04 00:00:00.000,"2022",3,7,4,20220704,"July","Jul 2022","Q3 2022",0,"Monday",2022-07-10 00:00:00.000,28,20220700,20220300,"22","FY23"
2022-07-05 00:00:00.000,"2022",3,7,5,20220705,"July","Jul 2022","Q3 2022",1,"Tuesday",2022-07-10 00:00:00.000,28,20220700,20220300,"22","FY23"
2022-07-06 00:00:00.000,"2022",3,7,6,20220706,"July","Jul 2022","Q3 2022",2,"Wednesday",2022-07-10 00:00:00.000,28,20220700,20220300,"22","FY23"
2022-07-07 00:00:00.000,"2022",3,7,7,20220707,"July","Jul 2022","Q3 2022",3,"Thursday",2022-07-10 00:00:00.000,28,20220700,20220300,"22","FY23"
2022-07-08 00:00:00.000,"2022",3,7,8,20220708,"July","Jul 2022","Q3 2022",4,"Friday",2022-07-10 00:00:00.000,28,20220700,20220300,"22","FY23"
2022-07-09 00:00:00.000,"2022",3,7,9,20220709,"July","Jul 2022","Q3 2022",5,"Saturday",2022-07-10 00:00:00.000,28,20220700,20220300,"22","FY23"
2022-07-10 00:00:00.000,"2022",3,7,10,20220710,"July","Jul 2022","Q3 2022",6,"Sunday",2022-07-10 00:00:00.000,28,20220700,20220300,"22","FY23"
2013-07-15 00:00:00.000,"2013",3,7,15,20130715,"July","Jul 2013","Q3 2013",0,"Monday",2013-07-21 00:00:00.000,29,20130700,20130300,"13","FY14"
2013-07-16 00:00:00.000,"2013",3,7,16,20130716,"July","Jul 2013","Q3 2013",1,"Tuesday",2013-07-21 00:00:00.000,29,20130700,20130300,"13","FY14"
2013-07-17 00:00:00.000,"2013",3,7,17,20130717,"July","Jul 2013","Q3 2013",2,"Wednesday",2013-07-21 00:00:00.000,29,20130700,20130300,"13","FY14"
2013-07-18 00:00:00.000,"2013",3,7,18,20130718,"July","Jul 2013","Q3 2013",3,"Thursday",2013-07-21 00:00:00.000,29,20130700,20130300,"13","FY14"
2013-07-19 00:00:00.000,"2013",3,7,19,20130719,"July","Jul 2013","Q3 2013",4,"Friday",2013-07-21 00:00:00.000,29,20130700,20130300,"13","FY14"
2013-07-20 00:00:00.000,"2013",3,7,20,20130720,"July","Jul 2013","Q3 2013",5,"Saturday",2013-07-21 00:00:00.000,29,20130700,20130300,"13","FY14"
2013-07-21 00:00:00.000,"2013",3,7,21,20130721,"July","Jul 2013","Q3 2013",6,"Sunday",2013-07-21 00:00:00.000,29,20130700,20130300,"13","FY14"
2014-07-14 00:00:00.000,"2014",3,7,14,20140714,"July","Jul 2014","Q3 2014",0,"Monday",2014-07-20 00:00:00.000,29,20140700,20140300,"14","FY15"
2014-07-15 00:00:00.000,"2014",3,7,15,20140715,"July","Jul 2014","Q3 2014",1,"Tuesday",2014-07-20 00:00:00.000,29,20140700,20140300,"14","FY15"
2014-07-16 00:00:00.000,"2014",3,7,16,20140716,"July","Jul 2014","Q3 2014",2,"Wednesday",2014-07-20 00:00:00.000,29,20140700,20140300,"14","FY15"
2014-07-17 00:00:00.000,"2014",3,7,17,20140717,"July","Jul 2014","Q3 2014",3,"Thursday",2014-07-20 00:00:00.000,29,20140700,20140300,"14","FY15"
2014-07-18 00:00:00.000,"2014",3,7,18,20140718,"July","Jul 2014","Q3 2014",4,"Friday",2014-07-20 00:00:00.000,29,20140700,20140300,"14","FY15"
2014-07-19 00:00:00.000,"2014",3,7,19,20140719,"July","Jul 2014","Q3 2014",5,"Saturday",2014-07-20 00:00:00.000,29,20140700,20140300,"14","FY15"
2014-07-20 00:00:00.000,"2014",3,7,20,20140720,"July","Jul 2014","Q3 2014",6,"Sunday",2014-07-20 00:00:00.000,29,20140700,20140300,"14","FY15"
2015-07-13 00:00:00.000,"2015",3,7,13,20150713,"July","Jul 2015","Q3 2015",0,"Monday",2015-07-19 00:00:00.000,29,20150700,20150300,"15","FY16"
2015-07-14 00:00:00.000,"2015",3,7,14,20150714,"July","Jul 2015","Q3 2015",1,"Tuesday",2015-07-19 00:00:00.000,29,20150700,20150300,"15","FY16"
2015-07-15 00:00:00.000,"2015",3,7,15,20150715,"July","Jul 2015","Q3 2015",2,"Wednesday",2015-07-19 00:00:00.000,29,20150700,20150300,"15","FY16"
2015-07-16 00:00:00.000,"2015",3,7,16,20150716,"July","Jul 2015","Q3 2015",3,"Thursday",2015-07-19 00:00:00.000,29,20150700,20150300,"15","FY16"
2015-07-17 00:00:00.000,"2015",3,7,17,20150717,"July","Jul 2015","Q3 2015",4,"Friday",2015-07-19 00:00:00.000,29,20150700,20150300,"15","FY16"
2015-07-18 00:00:00.000,"2015",3,7,18,20150718,"July","Jul 2015","Q3 2015",5,"Saturday",2015-07-19 00:00:00.000,29,20150700,20150300,"15","FY16"
2015-07-19 00:00:00.000,"2015",3,7,19,20150719,"July","Jul 2015","Q3 2015",6,"Sunday",2015-07-19 00:00:00.000,29,20150700,20150300,"15","FY16"
2016-07-11 00:00:00.000,"2016",3,7,11,20160711,"July","Jul 2016","Q3 2016",0,"Monday",2016-07-17 00:00:00.000,29,20160700,20160300,"16","FY17"
2016-07-12 00:00:00.000,"2016",3,7,12,20160712,"July","Jul 2016","Q3 2016",1,"Tuesday",2016-07-17 00:00:00.000,29,20160700,20160300,"16","FY17"
2016-07-13 00:00:00.000,"2016",3,7,13,20160713,"July","Jul 2016","Q3 2016",2,"Wednesday",2016-07-17 00:00:00.000,29,20160700,20160300,"16","FY17"
2016-07-14 00:00:00.000,"2016",3,7,14,20160714,"July","Jul 2016","Q3 2016",3,"Thursday",2016-07-17 00:00:00.000,29,20160700,20160300,"16","FY17"
2016-07-15 00:00:00.000,"2016",3,7,15,20160715,"July","Jul 2016","Q3 2016",4,"Friday",2016-07-17 00:00:00.000,29,20160700,20160300,"16","FY17"
2016-07-16 00:00:00.000,"2016",3,7,16,20160716,"July","Jul 2016","Q3 2016",5,"Saturday",2016-07-17 00:00:00.000,29,20160700,20160300,"16","FY17"
2016-07-17 00:00:00.000,"2016",3,7,17,20160717,"July","Jul 2016","Q3 2016",6,"Sunday",2016-07-17 00:00:00.000,29,20160700,20160300,"16","FY17"
2017-07-10 00:00:00.000,"2017",3,7,10,20170710,"July","Jul 2017","Q3 2017",0,"Monday",2017-07-16 00:00:00.000,29,20170700,20170300,"17","FY18"
2017-07-11 00:00:00.000,"2017",3,7,11,20170711,"July","Jul 2017","Q3 2017",1,"Tuesday",2017-07-16 00:00:00.000,29,20170700,20170300,"17","FY18"
2017-07-12 00:00:00.000,"2017",3,7,12,20170712,"July","Jul 2017","Q3 2017",2,"Wednesday",2017-07-16 00:00:00.000,29,20170700,20170300,"17","FY18"
2017-07-13 00:00:00.000,"2017",3,7,13,20170713,"July","Jul 2017","Q3 2017",3,"Thursday",2017-07-16 00:00:00.000,29,20170700,20170300,"17","FY18"
2017-07-14 00:00:00.000,"2017",3,7,14,20170714,"July","Jul 2017","Q3 2017",4,"Friday",2017-07-16 00:00:00.000,29,20170700,20170300,"17","FY18"
2017-07-15 00:00:00.000,"2017",3,7,15,20170715,"July","Jul 2017","Q3 2017",5,"Saturday",2017-07-16 00:00:00.000,29,20170700,20170300,"17","FY18"
2017-07-16 00:00:00.000,"2017",3,7,16,20170716,"July","Jul 2017","Q3 2017",6,"Sunday",2017-07-16 00:00:00.000,29,20170700,20170300,"17","FY18"
2018-07-16 00:00:00.000,"2018",3,7,16,20180716,"July","Jul 2018","Q3 2018",0,"Monday",2018-07-22 00:00:00.000,29,20180700,20180300,"18","FY19"
2018-07-17 00:00:00.000,"2018",3,7,17,20180717,"July","Jul 2018","Q3 2018",1,"Tuesday",2018-07-22 00:00:00.000,29,20180700,20180300,"18","FY19"
2018-07-18 00:00:00.000,"2018",3,7,18,20180718,"July","Jul 2018","Q3 2018",2,"Wednesday",2018-07-22 00:00:00.000,29,20180700,20180300,"18","FY19"
2018-07-19 00:00:00.000,"2018",3,7,19,20180719,"July","Jul 2018","Q3 2018",3,"Thursday",2018-07-22 00:00:00.000,29,20180700,20180300,"18","FY19"
2018-07-20 00:00:00.000,"2018",3,7,20,20180720,"July","Jul 2018","Q3 2018",4,"Friday",2018-07-22 00:00:00.000,29,20180700,20180300,"18","FY19"
2018-07-21 00:00:00.000,"2018",3,7,21,20180721,"July","Jul 2018","Q3 2018",5,"Saturday",2018-07-22 00:00:00.000,29,20180700,20180300,"18","FY19"
2018-07-22 00:00:00.000,"2018",3,7,22,20180722,"July","Jul 2018","Q3 2018",6,"Sunday",2018-07-22 00:00:00.000,29,20180700,20180300,"18","FY19"
2019-07-15 00:00:00.000,"2019",3,7,15,20190715,"July","Jul 2019","Q3 2019",0,"Monday",2019-07-21 00:00:00.000,29,20190700,20190300,"19","FY20"
2019-07-16 00:00:00.000,"2019",3,7,16,20190716,"July","Jul 2019","Q3 2019",1,"Tuesday",2019-07-21 00:00:00.000,29,20190700,20190300,"19","FY20"
2019-07-17 00:00:00.000,"2019",3,7,17,20190717,"July","Jul 2019","Q3 2019",2,"Wednesday",2019-07-21 00:00:00.000,29,20190700,20190300,"19","FY20"
2019-07-18 00:00:00.000,"2019",3,7,18,20190718,"July","Jul 2019","Q3 2019",3,"Thursday",2019-07-21 00:00:00.000,29,20190700,20190300,"19","FY20"
2019-07-19 00:00:00.000,"2019",3,7,19,20190719,"July","Jul 2019","Q3 2019",4,"Friday",2019-07-21 00:00:00.000,29,20190700,20190300,"19","FY20"
2019-07-20 00:00:00.000,"2019",3,7,20,20190720,"July","Jul 2019","Q3 2019",5,"Saturday",2019-07-21 00:00:00.000,29,20190700,20190300,"19","FY20"
2019-07-21 00:00:00.000,"2019",3,7,21,20190721,"July","Jul 2019","Q3 2019",6,"Sunday",2019-07-21 00:00:00.000,29,20190700,20190300,"19","FY20"
2020-07-13 00:00:00.000,"2020",3,7,13,20200713,"July","Jul 2020","Q3 2020",0,"Monday",2020-07-19 00:00:00.000,29,20200700,20200300,"20","FY21"
2020-07-14 00:00:00.000,"2020",3,7,14,20200714,"July","Jul 2020","Q3 2020",1,"Tuesday",2020-07-19 00:00:00.000,29,20200700,20200300,"20","FY21"
2020-07-15 00:00:00.000,"2020",3,7,15,20200715,"July","Jul 2020","Q3 2020",2,"Wednesday",2020-07-19 00:00:00.000,29,20200700,20200300,"20","FY21"
2020-07-16 00:00:00.000,"2020",3,7,16,20200716,"July","Jul 2020","Q3 2020",3,"Thursday",2020-07-19 00:00:00.000,29,20200700,20200300,"20","FY21"
2020-07-17 00:00:00.000,"2020",3,7,17,20200717,"July","Jul 2020","Q3 2020",4,"Friday",2020-07-19 00:00:00.000,29,20200700,20200300,"20","FY21"
2020-07-18 00:00:00.000,"2020",3,7,18,20200718,"July","Jul 2020","Q3 2020",5,"Saturday",2020-07-19 00:00:00.000,29,20200700,20200300,"20","FY21"
2020-07-19 00:00:00.000,"2020",3,7,19,20200719,"July","Jul 2020","Q3 2020",6,"Sunday",2020-07-19 00:00:00.000,29,20200700,20200300,"20","FY21"
2021-07-12 00:00:00.000,"2021",3,7,12,20210712,"July","Jul 2021","Q3 2021",0,"Monday",2021-07-18 00:00:00.000,29,20210700,20210300,"21","FY22"
2021-07-13 00:00:00.000,"2021",3,7,13,20210713,"July","Jul 2021","Q3 2021",1,"Tuesday",2021-07-18 00:00:00.000,29,20210700,20210300,"21","FY22"
2021-07-14 00:00:00.000,"2021",3,7,14,20210714,"July","Jul 2021","Q3 2021",2,"Wednesday",2021-07-18 00:00:00.000,29,20210700,20210300,"21","FY22"
2021-07-15 00:00:00.000,"2021",3,7,15,20210715,"July","Jul 2021","Q3 2021",3,"Thursday",2021-07-18 00:00:00.000,29,20210700,20210300,"21","FY22"
2021-07-16 00:00:00.000,"2021",3,7,16,20210716,"July","Jul 2021","Q3 2021",4,"Friday",2021-07-18 00:00:00.000,29,20210700,20210300,"21","FY22"
2021-07-17 00:00:00.000,"2021",3,7,17,20210717,"July","Jul 2021","Q3 2021",5,"Saturday",2021-07-18 00:00:00.000,29,20210700,20210300,"21","FY22"
2021-07-18 00:00:00.000,"2021",3,7,18,20210718,"July","Jul 2021","Q3 2021",6,"Sunday",2021-07-18 00:00:00.000,29,20210700,20210300,"21","FY22"
2022-07-11 00:00:00.000,"2022",3,7,11,20220711,"July","Jul 2022","Q3 2022",0,"Monday",2022-07-17 00:00:00.000,29,20220700,20220300,"22","FY23"
2022-07-12 00:00:00.000,"2022",3,7,12,20220712,"July","Jul 2022","Q3 2022",1,"Tuesday",2022-07-17 00:00:00.000,29,20220700,20220300,"22","FY23"
2022-07-13 00:00:00.000,"2022",3,7,13,20220713,"July","Jul 2022","Q3 2022",2,"Wednesday",2022-07-17 00:00:00.000,29,20220700,20220300,"22","FY23"
2022-07-14 00:00:00.000,"2022",3,7,14,20220714,"July","Jul 2022","Q3 2022",3,"Thursday",2022-07-17 00:00:00.000,29,20220700,20220300,"22","FY23"
2022-07-15 00:00:00.000,"2022",3,7,15,20220715,"July","Jul 2022","Q3 2022",4,"Friday",2022-07-17 00:00:00.000,29,20220700,20220300,"22","FY23"
2022-07-16 00:00:00.000,"2022",3,7,16,20220716,"July","Jul 2022","Q3 2022",5,"Saturday",2022-07-17 00:00:00.000,29,20220700,20220300,"22","FY23"
2022-07-17 00:00:00.000,"2022",3,7,17,20220717,"July","Jul 2022","Q3 2022",6,"Sunday",2022-07-17 00:00:00.000,29,20220700,20220300,"22","FY23"
2013-07-22 00:00:00.000,"2013",3,7,22,20130722,"July","Jul 2013","Q3 2013",0,"Monday",2013-07-28 00:00:00.000,30,20130700,20130300,"13","FY14"
2013-07-23 00:00:00.000,"2013",3,7,23,20130723,"July","Jul 2013","Q3 2013",1,"Tuesday",2013-07-28 00:00:00.000,30,20130700,20130300,"13","FY14"
2013-07-24 00:00:00.000,"2013",3,7,24,20130724,"July","Jul 2013","Q3 2013",2,"Wednesday",2013-07-28 00:00:00.000,30,20130700,20130300,"13","FY14"
2013-07-25 00:00:00.000,"2013",3,7,25,20130725,"July","Jul 2013","Q3 2013",3,"Thursday",2013-07-28 00:00:00.000,30,20130700,20130300,"13","FY14"
2013-07-26 00:00:00.000,"2013",3,7,26,20130726,"July","Jul 2013","Q3 2013",4,"Friday",2013-07-28 00:00:00.000,30,20130700,20130300,"13","FY14"
2013-07-27 00:00:00.000,"2013",3,7,27,20130727,"July","Jul 2013","Q3 2013",5,"Saturday",2013-07-28 00:00:00.000,30,20130700,20130300,"13","FY14"
2013-07-28 00:00:00.000,"2013",3,7,28,20130728,"July","Jul 2013","Q3 2013",6,"Sunday",2013-07-28 00:00:00.000,30,20130700,20130300,"13","FY14"
2014-07-21 00:00:00.000,"2014",3,7,21,20140721,"July","Jul 2014","Q3 2014",0,"Monday",2014-07-27 00:00:00.000,30,20140700,20140300,"14","FY15"
2014-07-22 00:00:00.000,"2014",3,7,22,20140722,"July","Jul 2014","Q3 2014",1,"Tuesday",2014-07-27 00:00:00.000,30,20140700,20140300,"14","FY15"
2014-07-23 00:00:00.000,"2014",3,7,23,20140723,"July","Jul 2014","Q3 2014",2,"Wednesday",2014-07-27 00:00:00.000,30,20140700,20140300,"14","FY15"
2014-07-24 00:00:00.000,"2014",3,7,24,20140724,"July","Jul 2014","Q3 2014",3,"Thursday",2014-07-27 00:00:00.000,30,20140700,20140300,"14","FY15"
2014-07-25 00:00:00.000,"2014",3,7,25,20140725,"July","Jul 2014","Q3 2014",4,"Friday",2014-07-27 00:00:00.000,30,20140700,20140300,"14","FY15"
2014-07-26 00:00:00.000,"2014",3,7,26,20140726,"July","Jul 2014","Q3 2014",5,"Saturday",2014-07-27 00:00:00.000,30,20140700,20140300,"14","FY15"
2014-07-27 00:00:00.000,"2014",3,7,27,20140727,"July","Jul 2014","Q3 2014",6,"Sunday",2014-07-27 00:00:00.000,30,20140700,20140300,"14","FY15"
2015-07-20 00:00:00.000,"2015",3,7,20,20150720,"July","Jul 2015","Q3 2015",0,"Monday",2015-07-26 00:00:00.000,30,20150700,20150300,"15","FY16"
2015-07-21 00:00:00.000,"2015",3,7,21,20150721,"July","Jul 2015","Q3 2015",1,"Tuesday",2015-07-26 00:00:00.000,30,20150700,20150300,"15","FY16"
2015-07-22 00:00:00.000,"2015",3,7,22,20150722,"July","Jul 2015","Q3 2015",2,"Wednesday",2015-07-26 00:00:00.000,30,20150700,20150300,"15","FY16"
2015-07-23 00:00:00.000,"2015",3,7,23,20150723,"July","Jul 2015","Q3 2015",3,"Thursday",2015-07-26 00:00:00.000,30,20150700,20150300,"15","FY16"
