id,Order Number,Company Name,Product,Date,Extended Price
453,"ORD000023","Mynte","Trueblue - Blueberry Cranberry",2021-01-05 00:00:00.000,4.4
684,"ORD000024","Rhybox","Pop - Club Soda Can",2021-01-05 00:00:00.000,32.5
241,"ORD000025","Edgetag","Cheese - Cheddar, Medium",2021-01-06 00:00:00.000,19.8
837,"ORD000026","Livetube","Cake - Dulce De Leche",2021-01-06 00:00:00.000,10.8
131,"ORD000027","Buzzshare","Chicken - Base",2021-01-07 00:00:00.000,2.9
284,"ORD000028","Fivechat","Milk 2% 500 Ml",2021-01-07 00:00:00.000,4.2
320,"ORD000029","Riffpath","Bread - Italian Sesame Poly",2021-01-07 00:00:00.000,16.8
365,"ORD000030","JumpXS","Shrimp - 16 - 20 Cooked, Peeled",2021-01-07 00:00:00.000,42
451,"ORD000031","Wikizz","Cheese - Cheddarsliced",2021-01-07 00:00:00.000,12
636,"ORD000032","Shufflester","Dill Weed - Dry",2021-01-07 00:00:00.000,40.3
709,"ORD000033","Eire","Lamb - Ground",2021-01-07 00:00:00.000,36
968,"ORD000034","Trilith","Miso - Soy Bean Paste",2021-01-07 00:00:00.000,5.4
35,"ORD000035","Skivee","Bread - Rolls, Rye",2021-01-08 00:00:00.000,32
85,"ORD000036","Edgepulse","Plaintain",2021-01-08 00:00:00.000,22.4
137,"ORD000037","Edgeify","Lettuce - Sea / Sea Asparagus",2021-01-08 00:00:00.000,41.6
325,"ORD000038","Ntags","Sauce - Oyster",2021-01-08 00:00:00.000,28
726,"ORD000039","Eazzy","Sole - Iqf",2021-01-08 00:00:00.000,10.5
847,"ORD000040","Katz","Appetizer - Mushroom Tart",2021-01-08 00:00:00.000,14.4
952,"ORD000041","Buzzdog","Cocoa Butter",2021-01-08 00:00:00.000,10.8
975,"ORD000042","Wordify","Beer - Maudite",2021-01-08 00:00:00.000,27.2
2,"ORD000043","Dabfeed","Wine - White, Concha Y Toro",2021-01-09 00:00:00.000,18.5
362,"ORD000043","Dabfeed","Vodka - Lemon, Absolut",2021-01-09 00:00:00.000,15.6
420,"ORD000043","Dabfeed","Sausage - Meat",2021-01-09 00:00:00.000,11.2
689,"ORD000043","Dabfeed","Tarragon - Primerba, Paste",2021-01-09 00:00:00.000,34
748,"ORD000044","Topicblab","Kohlrabi",2021-01-09 00:00:00.000,13.2
759,"ORD000045","Camido","Alize Red Passion",2021-01-09 00:00:00.000,35
997,"ORD000046","Fiveclub","Tea - Honey Green Tea",2021-01-09 00:00:00.000,8.1
7,"ORD000047","Aimbo","Silicone Parch. 16.3x24.3",2021-01-10 00:00:00.000,28.6
8,"ORD000048","Dabfeed","Lamb - Shoulder, Boneless",2021-01-10 00:00:00.000,7.2
87,"ORD000049","Fivechat","Quail Eggs - Canned",2021-01-10 00:00:00.000,14.4
129,"ORD000050","Eare","Beef - Bresaola",2021-01-10 00:00:00.000,11.9
233,"ORD000051","Flashdog","Lamb Leg - Bone - In Nz",2021-01-10 00:00:00.000,3.4
316,"ORD000052","Meevee","C - Plus, Orange",2021-01-10 00:00:00.000,17.1
562,"ORD000053","Zoozzy","Straws - Cocktale",2021-01-10 00:00:00.000,36.3
887,"ORD000054","Photobug","Soup - Campbells, Spinach Crm",2021-01-10 00:00:00.000,13.6
940,"ORD000055","Skynoodle","Clam Nectar",2021-01-10 00:00:00.000,36.4
67,"ORD000056","Eazzy","Appetizer - Asian Shrimp Roll",2021-01-11 00:00:00.000,15.6
95,"ORD000057","Tavu","Wine - Red, Mouton Cadet",2021-01-11 00:00:00.000,13.3
98,"ORD000058","Ainyx","Olives - Stuffed",2021-01-11 00:00:00.000,6.3
109,"ORD000059","Katz","Shopper Bag - S - 4",2021-01-11 00:00:00.000,6
275,"ORD000060","Zoonder","Waffle Stix",2021-01-11 00:00:00.000,25.9
426,"ORD000061","Zoomlounge","Aspic - Clear",2021-01-11 00:00:00.000,17.6
466,"ORD000062","Livepath","Isomalt",2021-01-11 00:00:00.000,21.6
598,"ORD000063","Oodoo","Emulsifier",2021-01-11 00:00:00.000,36
651,"ORD000064","Edgeify","Bread - Pain Au Liat X12",2021-01-11 00:00:00.000,34.2
724,"ORD000065","Mybuzz","Soupcontfoam16oz 116con",2021-01-11 00:00:00.000,2.4
791,"ORD000066","Avavee","Beef - Inside Round",2021-01-11 00:00:00.000,17.1
881,"ORD000067","Meejo","Soup - French Onion, Dry",2021-01-11 00:00:00.000,1.8
892,"ORD000068","Dabvine","Veal - Shank, Pieces",2021-01-11 00:00:00.000,14.5
913,"ORD000069","Fivebridge","Oven Mitts - 15 Inch",2021-01-11 00:00:00.000,16.8
156,"ORD000070","Gigazoom","Snapple - Iced Tea Peach",2021-01-12 00:00:00.000,15.4
176,"ORD000071","Quinu","Juice - Pineapple, 341 Ml",2021-01-12 00:00:00.000,9
319,"ORD000072","Voonyx","Icecream Bar - Del Monte",2021-01-12 00:00:00.000,14.4
435,"ORD000073","Jabberbean","Dry Ice",2021-01-12 00:00:00.000,5.6
489,"ORD000074","Youopia","Chickhen - Chicken Phyllo",2021-01-12 00:00:00.000,6.6
533,"ORD000075","Trilia","Salmon - Canned",2021-01-12 00:00:00.000,22
664,"ORD000076","Eayo","Wine - Lou Black Shiraz",2021-01-12 00:00:00.000,16.2
859,"ORD000077","Realcube","Bread - French Stick",2021-01-12 00:00:00.000,22
982,"ORD000078","Meedoo","Syrup - Kahlua Chocolate",2021-01-12 00:00:00.000,1.5
195,"ORD000079","Wikibox","Clams - Littleneck, Whole",2021-01-13 00:00:00.000,22
658,"ORD000080","Zoozzy","Oxtail - Cut",2021-01-13 00:00:00.000,3.9
722,"ORD000081","Vinte","Horseradish Root",2021-01-13 00:00:00.000,51.8
9,"ORD000082","Feedspan","Ketchup - Tomato",2021-01-14 00:00:00.000,11.2
31,"ORD000083","Avamba","Wine - Periguita Fonseca",2021-01-14 00:00:00.000,12
373,"ORD000084","Aibox","Wine - Ruffino Chianti",2021-01-14 00:00:00.000,24
393,"ORD000085","Cogibox","Puree - Mango",2021-01-14 00:00:00.000,19.5
441,"ORD000086","Trilith","Wine - Prem Select Charddonany",2021-01-14 00:00:00.000,6.8
492,"ORD000087","Muxo","Soup - Campbells Beef Noodle",2021-01-14 00:00:00.000,16
578,"ORD000088","Quimba","Beef - Ground Medium",2021-01-14 00:00:00.000,3.4
584,"ORD000088","Quimba","Cheese - Valancey",2021-01-14 00:00:00.000,15.3
772,"ORD000089","Mynte","Coconut - Shredded, Unsweet",2021-01-14 00:00:00.000,26.6
65,"ORD000090","Photofeed","Veal - Inside Round / Top, Lean",2021-01-15 00:00:00.000,52
79,"ORD000091","Tagopia","Coffee Beans - Chocolate",2021-01-15 00:00:00.000,16.8
158,"ORD000092","Eazzy","Muffin Mix - Corn Harvest",2021-01-15 00:00:00.000,1.2
371,"ORD000093","Livefish","Lemon Grass",2021-01-15 00:00:00.000,26.6
663,"ORD000093","Livefish","Compound - Rum",2021-01-15 00:00:00.000,4
972,"ORD000094","Edgeify","Bread - Wheat Baguette",2021-01-15 00:00:00.000,3.6
198,"ORD000095","Pixoboo","Apple - Northern Spy",2021-01-16 00:00:00.000,6.2
347,"ORD000096","Zoozzy","Thermometer Digital",2021-01-16 00:00:00.000,5.2
416,"ORD000097","Skiba","Dragon Fruit",2021-01-16 00:00:00.000,30.4
550,"ORD000098","Topicblab","Beans - Kidney White",2021-01-16 00:00:00.000,8.4
717,"ORD000099","Muxo","Table Cloth 144x90 White",2021-01-16 00:00:00.000,18.9
842,"ORD0000100","Skidoo","Stock - Beef, Brown",2021-01-16 00:00:00.000,4.5
951,"ORD0000101","Yakitri","Glucose",2021-01-16 00:00:00.000,7.2
988,"ORD0000102","Riffwire","Trout - Hot Smkd, Dbl Fillet",2021-01-16 00:00:00.000,33
992,"ORD0000103","Yadel","Soup - Boston Clam Chowder",2021-01-16 00:00:00.000,8.4
208,"ORD0000104","Gigaclub","Wine - Alicanca Vinho Verde",2021-01-17 00:00:00.000,24.2
467,"ORD0000105","Jabberbean","Milk - Skim",2021-01-17 00:00:00.000,10.8
545,"ORD0000106","Meejo","Appetizer - Asian Shrimp Roll",2021-01-17 00:00:00.000,15.2
774,"ORD0000107","Janyx","Wine - Sherry Dry Sack, William",2021-01-17 00:00:00.000,7.5
348,"ORD0000108","Zoozzy","Soup - Campbells Mac N Cheese",2021-01-18 00:00:00.000,2.3
364,"ORD0000109","Kwinu","Crab - Imitation Flakes",2021-01-18 00:00:00.000,3.6
723,"ORD0000110","Flipstorm","Vinegar - White Wine",2021-01-18 00:00:00.000,17.6
922,"ORD0000111","Gevee","Lobster - Live",2021-01-18 00:00:00.000,19.8
995,"ORD0000112","Twitterwire","Pepper - Chilli Seeds Mild",2021-01-18 00:00:00.000,11
159,"ORD0000113","Jamia","Chocolate Bar - Coffee Crisp",2021-01-19 00:00:00.000,7.2
432,"ORD0000114","Wikivu","Wine - Vouvray Cuvee Domaine",2021-01-19 00:00:00.000,19.2
811,"ORD0000115","Tagpad","Coconut - Shredded, Sweet",2021-01-19 00:00:00.000,7.5
23,"ORD0000116","Bubblebox","Sea Urchin",2021-01-20 00:00:00.000,38.5
59,"ORD0000117","Devify","Wine - Acient Coast Caberne",2021-01-20 00:00:00.000,34
115,"ORD0000118","Fliptune","Relish",2021-01-20 00:00:00.000,17.6
128,"ORD0000118","Fliptune","Skewers - Bamboo",2021-01-20 00:00:00.000,30
468,"ORD0000118","Fliptune","Wine - Dubouef Macon - Villages",2021-01-20 00:00:00.000,12.5
63,"ORD0000118","Fliptune","Brandy Cherry - Mcguinness",2021-01-21 00:00:00.000,28.6
248,"ORD0000118","Fliptune","Thyme - Fresh",2021-01-21 00:00:00.000,10.8
254,"ORD0000118","Fliptune","Water - Spring Water 500ml",2021-01-21 00:00:00.000,52.5
295,"ORD0000119","Mita","V8 Splash Strawberry Kiwi",2021-01-21 00:00:00.000,29.9
369,"ORD0000120","Voolith","Crab - Blue, Frozen",2021-01-21 00:00:00.000,8
384,"ORD0000121","Cogilith","Beer - Moosehead",2021-01-21 00:00:00.000,17.6
731,"ORD0000122","Fliptune","Pear - Packum",2021-01-21 00:00:00.000,33
804,"ORD0000123","Livepath","Sausage - Andouille",2021-01-21 00:00:00.000,44
822,"ORD0000124","Centizu","Chicken Thigh - Bone Out",2021-01-21 00:00:00.000,24
101,"ORD0000125","Wikizz","Milk - 2%",2021-01-22 00:00:00.000,21.6
568,"ORD0000126","Dabtype","Orange - Tangerine",2021-01-22 00:00:00.000,36.3
571,"ORD0000127","Blogtag","Shrimp - 21/25, Peel And Deviened",2021-01-22 00:00:00.000,17
626,"ORD0000128","Thoughtworks","Corn Shoots",2021-01-22 00:00:00.000,18.4
698,"ORD0000129","Kanoodle","Wine - Vineland Estate Semi - Dry",2021-01-22 00:00:00.000,11.4
971,"ORD0000130","Demivee","Arizona - Plum Green Tea",2021-01-22 00:00:00.000,12.8
143,"ORD0000131","Wordpedia","Godiva White Chocolate",2021-01-23 00:00:00.000,33
188,"ORD0000131","Wordpedia","Tobasco Sauce",2021-01-23 00:00:00.000,22.4
434,"ORD0000131","Wordpedia","Beef - Striploin Aa",2021-01-23 00:00:00.000,12
494,"ORD0000131","Wordpedia","Lid - Translucent, 3.5 And 6 Oz",2021-01-23 00:00:00.000,8.4
507,"ORD0000131","Wordpedia","Beef - Top Sirloin - Aaa",2021-01-23 00:00:00.000,26
670,"ORD0000131","Wordpedia","Wine - Magnotta - Bel Paese White",2021-01-23 00:00:00.000,20.8
776,"ORD0000132","Ailane","Cup - 6oz, Foam",2021-01-23 00:00:00.000,34.8
781,"ORD0000133","Flipstorm","Chicken Thigh - Bone Out",2021-01-23 00:00:00.000,24
869,"ORD0000134","Skinder","Salt And Pepper Mix - White",2021-01-23 00:00:00.000,7.4
928,"ORD0000135","Gevee","Bread - Focaccia Quarter",2021-01-23 00:00:00.000,22
960,"ORD0000136","Fiveclub","Soup - Cream Of Broccoli, Dry",2021-01-23 00:00:00.000,9.8
76,"ORD0000136","Fiveclub","Quail - Eggs, Fresh",2021-01-24 00:00:00.000,28
100,"ORD0000136","Fiveclub","Beets - Candy Cane, Organic",2021-01-24 00:00:00.000,27
135,"ORD0000136","Fiveclub","Puree - Blackcurrant",2021-01-24 00:00:00.000,3.2
249,"ORD0000136","Fiveclub","Mushroom - Lg - Cello",2021-01-24 00:00:00.000,14.4
255,"ORD0000137","Plambee","Banana",2021-01-24 00:00:00.000,25.2
307,"ORD0000138","Feedfish","Shiratamako - Rice Flour",2021-01-24 00:00:00.000,15.2
358,"ORD0000139","Jayo","Beans - Turtle, Black, Dry",2021-01-24 00:00:00.000,18.5
452,"ORD0000140","Wordware","Extract - Vanilla,artificial",2021-01-24 00:00:00.000,20.3
555,"ORD0000141","Oloo","Hog / Sausage Casing - Pork",2021-01-24 00:00:00.000,37.7
864,"ORD0000142","Fivechat","Muffin Mix - Chocolate Chip",2021-01-24 00:00:00.000,37.2
872,"ORD0000143","LiveZ","Wine - Montecillo Rioja Crianza",2021-01-24 00:00:00.000,36
77,"ORD0000144","Thoughtstorm","Vinegar - Tarragon",2021-01-25 00:00:00.000,6.9
108,"ORD0000145","Youfeed","Soup - Verve - Chipotle Chicken",2021-01-25 00:00:00.000,9.1
273,"ORD0000146","Eabox","Cheese - Valancey",2021-01-25 00:00:00.000,6.4
352,"ORD0000147","Zoozzy","Soap - Pine Sol Floor Cleaner",2021-01-25 00:00:00.000,12.5
607,"ORD0000148","Geba","Cheese - Valancey",2021-01-25 00:00:00.000,32.4
676,"ORD0000149","Tagpad","Cream Of Tartar",2021-01-25 00:00:00.000,9.9
787,"ORD0000150","Photobean","Table Cloth 90x90 Colour",2021-01-25 00:00:00.000,3.5
886,"ORD0000151","Voonyx","Lamb - Shanks",2021-01-25 00:00:00.000,28.8
81,"ORD0000152","Ainyx","Sugar - Crumb",2021-01-26 00:00:00.000,42.9
211,"ORD0000153","Lazzy","Corn Syrup",2021-01-26 00:00:00.000,33.8
293,"ORD0000154","Chatterbridge","Appetizer - Tarragon Chicken",2021-01-26 00:00:00.000,40.7
331,"ORD0000154","Chatterbridge","Cleaner - Comet",2021-01-26 00:00:00.000,16.5
508,"ORD0000154","Chatterbridge","Flour - Strong Pizza",2021-01-26 00:00:00.000,23.1
857,"ORD0000154","Chatterbridge","Eel - Smoked",2021-01-26 00:00:00.000,23.4
987,"ORD0000154","Chatterbridge","Tea - Darjeeling, Azzura",2021-01-26 00:00:00.000,22.5
70,"ORD0000154","Chatterbridge","Extract - Almond",2021-01-27 00:00:00.000,17.5
112,"ORD0000154","Chatterbridge","Cup - Translucent 7 Oz Clear",2021-01-27 00:00:00.000,2.7
169,"ORD0000154","Chatterbridge","Wine - Red, Pinot Noir, Chateau",2021-01-27 00:00:00.000,58.5
335,"ORD0000154","Chatterbridge","Apple - Fuji",2021-01-27 00:00:00.000,9.6
485,"ORD0000154","Chatterbridge","Wine - Shiraz Wolf Blass Premium",2021-01-27 00:00:00.000,39
505,"ORD0000154","Chatterbridge","Muffin Carrot - Individual",2021-01-27 00:00:00.000,10.4
525,"ORD0000154","Chatterbridge","Bread - Raisin",2021-01-27 00:00:00.000,27.5
540,"ORD0000155","Zooveo","Bread - Corn Muffaletta",2021-01-27 00:00:00.000,38
669,"ORD0000156","Edgewire","Gatorade - Fruit Punch",2021-01-27 00:00:00.000,23
841,"ORD0000156","Edgewire","Veal - Inside",2021-01-27 00:00:00.000,28.8
5,"ORD0000157","Voolith","Whmis - Spray Bottle Trigger",2021-01-28 00:00:00.000,20.4
201,"ORD0000158","Zoomzone","Soup - Verve - Chipotle Chicken",2021-01-28 00:00:00.000,23.8
272,"ORD0000159","Innotype","Coffee Beans - Chocolate",2021-01-28 00:00:00.000,8
281,"ORD0000159","Innotype","Beef - Short Ribs",2021-01-28 00:00:00.000,24
613,"ORD0000159","Innotype","Lettuce - Belgian Endive",2021-01-28 00:00:00.000,38
641,"ORD0000159","Innotype","Garbage Bag - Clear",2021-01-28 00:00:00.000,23.4
644,"ORD0000159","Innotype","Soup - Verve - Chipotle Chicken",2021-01-28 00:00:00.000,20.4
656,"ORD0000160","Tavu","Lamb - Sausage Casings",2021-01-28 00:00:00.000,26.6
932,"ORD0000161","Tagpad","Maple Syrup",2021-01-28 00:00:00.000,17.4
943,"ORD0000162","Thoughtbridge","Kirsch - Schloss",2021-01-28 00:00:00.000,20
34,"ORD0000163","Skipstorm","Cake - Cake Sheet Macaroon",2021-01-29 00:00:00.000,16.8
105,"ORD0000164","Yata","Yoplait - Strawbrasp Peac",2021-01-29 00:00:00.000,6.9
155,"ORD0000165","Eazzy","Sprite - 355 Ml",2021-01-29 00:00:00.000,34.8
191,"ORD0000166","Dablist","Vinegar - Cider",2021-01-29 00:00:00.000,44.4
294,"ORD0000167","Divape","White Baguette",2021-01-29 00:00:00.000,28.8
510,"ORD0000168","Mycat","Sesame Seed Black",2021-01-29 00:00:00.000,18.5
677,"ORD0000169","Fliptune","Red Pepper Paste",2021-01-29 00:00:00.000,1.6
682,"ORD0000170","Browsedrive","Wine - Red Oakridge Merlot",2021-01-29 00:00:00.000,15.6
807,"ORD0000171","Realmix","Truffle Cups - White Paper",2021-01-29 00:00:00.000,27.3
907,"ORD0000172","Quatz","Beans - Long, Chinese",2021-01-29 00:00:00.000,11.5
51,"ORD0000173","Quamba","Cleaner - Lime Away",2021-01-30 00:00:00.000,16
264,"ORD0000174","Oozz","Foie Gras",2021-01-30 00:00:00.000,38
557,"ORD0000175","Youopia","Straw - Regular",2021-01-30 00:00:00.000,19.8
903,"ORD0000176","Feednation","Pastry - Cheese Baked Scones",2021-01-30 00:00:00.000,9.5
908,"ORD0000177","Riffpedia","Cheese - Mix",2021-01-30 00:00:00.000,12
993,"ORD0000178","Abatz","Soup - Campbells Chicken",2021-01-30 00:00:00.000,10
53,"ORD0000179","Yotz","Water - Tonic",2021-01-31 00:00:00.000,12
206,"ORD0000180","Podcat","Artichokes - Jerusalem",2021-01-31 00:00:00.000,19.8
388,"ORD0000181","Avavee","Flavouring - Raspberry",2021-01-31 00:00:00.000,16
407,"ORD0000182","JumpXS","Beef - Shank",2021-01-31 00:00:00.000,15
740,"ORD0000183","Jabbertype","Hickory Smoke, Liquid",2021-01-31 00:00:00.000,51
785,"ORD0000184","Dabvine","Beans - Butter Lrg Lima",2021-01-31 00:00:00.000,12.6
790,"ORD0000185","Livepath","Artichoke - Bottom, Canned",2021-01-31 00:00:00.000,18
800,"ORD0000185","Livepath","Cake Sheet Combo Party Pack",2021-01-31 00:00:00.000,35.1
843,"ORD0000186","Thoughtstorm","Soup - Campbells Beef Stew",2021-01-31 00:00:00.000,19.2
17,"ORD0000187","Meedoo","Cheese - Roquefort Pappillon",2021-02-01 00:00:00.000,15
189,"ORD0000188","Jayo","Juice - Cranberry 284ml",2021-02-01 00:00:00.000,40.8
513,"ORD0000189","Skyba","Duck - Breast",2021-02-01 00:00:00.000,3.6
714,"ORD0000190","Eire","Pasta - Bauletti, Chicken White",2021-02-01 00:00:00.000,37.8
812,"ORD0000191","Geba","Five Alive Citrus",2021-02-01 00:00:00.000,22.8
939,"ORD0000192","Skidoo","Pur Source",2021-02-01 00:00:00.000,26.6
996,"ORD0000193","Kwideo","Lobak",2021-02-01 00:00:00.000,7.2
283,"ORD0000194","Linkbuzz","Muffin Batt - Choc Chk",2021-02-02 00:00:00.000,29
297,"ORD0000195","Camido","Trueblue - Blueberry Cranberry",2021-02-02 00:00:00.000,35.1
361,"ORD0000196","Zooxo","Tomatoes - Heirloom",2021-02-02 00:00:00.000,9.2
585,"ORD0000197","Wikizz","Soup - Base Broth Beef",2021-02-02 00:00:00.000,15.4
629,"ORD0000197","Wikizz","Sugar - Crumb",2021-02-02 00:00:00.000,54
760,"ORD0000197","Wikizz","Doilies - 10, Paper",2021-02-02 00:00:00.000,28.8
767,"ORD0000197","Wikizz","Rum - White, Gg White",2021-02-02 00:00:00.000,37.2
832,"ORD0000197","Wikizz","Placemat - Scallop, White",2021-02-02 00:00:00.000,19.6
168,"ORD0000197","Wikizz","Pork - Tenderloin, Fresh",2021-02-03 00:00:00.000,19.6
403,"ORD0000197","Wikizz","Bread Base - Italian",2021-02-03 00:00:00.000,16.5
404,"ORD0000197","Wikizz","Bread - Burger",2021-02-03 00:00:00.000,29.7
509,"ORD0000198","Lajo","Rosemary - Dry",2021-02-03 00:00:00.000,23
824,"ORD0000199","JumpXS","Sambuca Cream",2021-02-03 00:00:00.000,13.5
285,"ORD0000200","Fivechat","Milkettes - 2%",2021-02-04 00:00:00.000,15.5
560,"ORD0000201","Npath","Ice Cream - Fudge Bars",2021-02-04 00:00:00.000,16
782,"ORD0000202","Youopia","Melon - Watermelon, Seedless",2021-02-04 00:00:00.000,20.8
852,"ORD0000203","Voonyx","Eggplant Oriental",2021-02-04 00:00:00.000,14.8
889,"ORD0000204","Photolist","Taro Leaves",2021-02-04 00:00:00.000,22.4
287,"ORD0000205","Dazzlesphere","Aspic - Clear",2021-02-05 00:00:00.000,9
405,"ORD0000206","Jatri","Appetizer - Shrimp Puff",2021-02-05 00:00:00.000,6.6
436,"ORD0000207","Skajo","Cleaner - Bleach",2021-02-05 00:00:00.000,3.6
455,"ORD0000208","Npath","Soup - Campbells - Chicken Noodle",2021-02-05 00:00:00.000,23.4
788,"ORD0000209","Midel","Liners - Baking Cups",2021-02-05 00:00:00.000,40.6
354,"ORD0000210","Zoozzy","Wine - Vineland Estate Semi - Dry",2021-02-06 00:00:00.000,24
582,"ORD0000211","Photolist","Soup - Knorr, Chicken Gumbo",2021-02-06 00:00:00.000,11.2
54,"ORD0000211","Photolist","Pork - Shoulder",2021-02-07 00:00:00.000,19.6
263,"ORD0000211","Photolist","Apple - Granny Smith",2021-02-07 00:00:00.000,6.8
318,"ORD0000211","Photolist","Soup Knorr Chili With Beans",2021-02-07 00:00:00.000,15.6
368,"ORD0000211","Photolist","Wine - Kwv Chenin Blanc South",2021-02-07 00:00:00.000,8.8
590,"ORD0000211","Photolist","Garlic Powder",2021-02-07 00:00:00.000,16
878,"ORD0000212","Photospace","Soup Campbells Beef With Veg",2021-02-07 00:00:00.000,22.2
964,"ORD0000213","Janyx","Milk Powder",2021-02-07 00:00:00.000,37.5
227,"ORD0000214","Realfire","Cheese - Perron Cheddar",2021-02-08 00:00:00.000,44
402,"ORD0000215","Yakitri","Lamb Tenderloin Nz Fr",2021-02-08 00:00:00.000,51
797,"ORD0000216","Livepath","Tray - Foam, Square 4 - S",2021-02-08 00:00:00.000,14
990,"ORD0000217","Meedoo","Lamb - Shanks",2021-02-08 00:00:00.000,12
84,"ORD0000218","Jaxnation","Irish Cream - Baileys",2021-02-09 00:00:00.000,16
116,"ORD0000219","Oyoyo","Yogurt - Raspberry, 175 Gr",2021-02-09 00:00:00.000,6
282,"ORD0000220","Ailane","Mangostein",2021-02-09 00:00:00.000,18
547,"ORD0000221","Fiveclub","Mince Meat - Filling",2021-02-09 00:00:00.000,44.4
901,"ORD0000222","Leenti","Liners - Banana, Paper",2021-02-09 00:00:00.000,28
42,"ORD0000223","Avaveo","Bread - Bagels, Plain",2021-02-10 00:00:00.000,9
55,"ORD0000224","Yakitri","Smirnoff Green Apple Twist",2021-02-10 00:00:00.000,3.3
86,"ORD0000225","Eamia","Onions Granulated",2021-02-10 00:00:00.000,19.8
124,"ORD0000226","Kamba","Longos - Greek Salad",2021-02-10 00:00:00.000,1.9
342,"ORD0000227","Abatz","Salt - Sea",2021-02-10 00:00:00.000,18
274,"ORD0000228","Zoomlounge","Tea - Lemon Scented",2021-02-11 00:00:00.000,27.9
653,"ORD0000229","Kayveo","Tart Shells - Sweet, 3",2021-02-11 00:00:00.000,17.4
730,"ORD0000230","Eazzy","Zucchini - Green",2021-02-11 00:00:00.000,1.6
204,"ORD0000231","Zoomzone","Leeks - Baby, White",2021-02-12 00:00:00.000,17
381,"ORD0000232","Vidoo","Veal - Kidney",2021-02-12 00:00:00.000,32.5
523,"ORD0000233","Camido","Appetizer - Shrimp Puff",2021-02-12 00:00:00.000,33.6
603,"ORD0000234","Mymm","Cookie Dough - Chocolate Chip",2021-02-12 00:00:00.000,16.8
633,"ORD0000235","Skyba","Beer - Paulaner Hefeweisse",2021-02-12 00:00:00.000,8.4
871,"ORD0000236","Mynte","Mini - Vol Au Vents",2021-02-12 00:00:00.000,10
957,"ORD0000237","Brainbox","English Muffin",2021-02-12 00:00:00.000,8.8
231,"ORD0000238","Realfire","Island Oasis - Lemonade",2021-02-13 00:00:00.000,8
909,"ORD0000239","Kazio","Amarula Cream",2021-02-13 00:00:00.000,39.2
930,"ORD0000240","Yotz","Scotch - Queen Anne",2021-02-13 00:00:00.000,20.3
934,"ORD0000241","Camimbo","Bread - Pullman, Sliced",2021-02-13 00:00:00.000,11.9
936,"ORD0000242","Wikivu","Pickle - Dill",2021-02-13 00:00:00.000,2.4
946,"ORD0000243","Skyvu","Tomato Paste",2021-02-13 00:00:00.000,17.5
948,"ORD0000244","Buzzdog","Peppercorns - Green",2021-02-13 00:00:00.000,6.5
83,"ORD0000245","Flipstorm","Flour Dark Rye",2021-02-14 00:00:00.000,8.4
130,"ORD0000246","Browsetype","Beef - Tenderloin",2021-02-14 00:00:00.000,5.2
