chance_of_playing_this_round,%player_code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,%player_type_id,first_name,%player_id,news,news_added,player_price,second_name,selected_by_percent,status,%team_id,%team_code,web_name,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,position_name,position_name_short,Player name,photo_url,transfers_in_event,transfers_out_event,chance_of_playing_next_round,PP90,PPMM,VAPM,PPG,total_points,total_minutes
,465390,0,0,0,0,2,"Kaine",684,"",,4,"Hayden",0,"a",2,7,"Hayden",,,,"Defender","DEF","Kaine Hayden","https://resources.premierleague.com/premierleague/photos/players/110x140/p465390.png",61,28,,,0,-0.5,0,0,0
,111782,0,0,0,0,1,"Robin",691,"",,4,"Olsen",0,"a",2,7,"Olsen",,,,"Goalkeeper","GKP","Robin Olsen","https://resources.premierleague.com/premierleague/photos/players/110x140/p111782.png",144,51,,,0,-0.5,0,0,0
,487835,0,0,0,0,3,"Benjamin",703,"",,4.5,"Chrisene",0,"a",2,7,"Chrisene",,,,"Midfielder","MID","Benjamin Chrisene","https://resources.premierleague.com/premierleague/photos/players/110x140/p487835.png",35,14,,,0,-0.44444444444444442,0,0,0
,61810,0,0,0,0,2,"Pontus",76,"",,4.5,"Jansson",0.062,"a",3,94,"Jansson",,,,"Defender","DEF","Pontus Jansson","https://resources.premierleague.com/premierleague/photos/players/110x140/p61810.png",5057,7257,,2.8571428571428568,0.62222222222222223,0.17777777777777773,2.8,74,2331
,240796,0,0,0,0,1,"Álvaro",556,"",,4.5,"Fernández",0.0069999999999999993,"a",3,94,"Fernández",,,,"Goalkeeper","GKP","Álvaro Fernández","https://resources.premierleague.com/premierleague/photos/players/110x140/p240796.png",211,1752,,2.5833333333333335,0.57777777777777783,0.13333333333333336,2.6,31,1080
,450550,0,0,-1,1,2,"Finley",569,"",,3.9,"Stevens",0.003,"a",3,94,"Stevens",,,,"Defender","DEF","Finley Stevens","https://resources.premierleague.com/premierleague/photos/players/110x140/p450550.png",437,400,,6.4285714285714279,0.25641025641025644,-0.25641025641025644,1,1,14
,220695,0,0,0,0,3,"Paris",614,"",,4.5,"Maghoma",0,"a",3,94,"Maghoma",,,,"Midfielder","MID","Paris Maghoma","https://resources.premierleague.com/premierleague/photos/players/110x140/p220695.png",38,43,,,0,-0.44444444444444442,0,0,0
,503300,0,0,0,0,1,"Matthew",619,"",,4,"Cox",0.001,"a",3,94,"Cox",,,,"Goalkeeper","GKP","Matthew Cox","https://resources.premierleague.com/premierleague/photos/players/110x140/p503300.png",105,189,,,0,-0.5,0,0,0
,461558,0,0,0,0,3,"Maxwell",628,"",,4.5,"Haygarth",0,"a",3,94,"Haygarth",,,,"Midfielder","MID","Maxwell Haygarth","https://resources.premierleague.com/premierleague/photos/players/110x140/p461558.png",12,21,,,0,-0.44444444444444442,0,0,0
,460029,0,0,0,0,4,"Nathan",640,"",,4.5,"Young-Coombes",0.004,"a",3,94,"Young-Coombes",,,,"Forward","FWD","Nathan Young-Coombes","https://resources.premierleague.com/premierleague/photos/players/110x140/p460029.png",2648,2016,,,0,-0.44444444444444442,0,0,0
,450539,0,0,0,0,3,"Myles",662,"",,4.5,"Peart-Harris",0,"a",3,94,"Peart-Harris",,,,"Midfielder","MID","Myles Peart-Harris","https://resources.premierleague.com/premierleague/photos/players/110x140/p450539.png",26,32,,,0,-0.44444444444444442,0,0,0
,57513,0,0,0,0,1,"Jonas",673,"",,4.5,"Lössl",0,"a",3,94,"Lössl",,,,"Goalkeeper","GKP","Jonas Lössl","https://resources.premierleague.com/premierleague/photos/players/110x140/p57513.png",36,37,,1,0.22222222222222221,-0.22222222222222221,1,2,180
,433589,0,0,-1,1,2,"Haydon",560,"",,3.9,"Roberts",0.002,"a",4,36,"Roberts",,,,"Defender","DEF","Haydon Roberts","https://resources.premierleague.com/premierleague/photos/players/110x140/p433589.png",238,150,,,0,-0.51282051282051289,0,0,0
,179268,0,0,1,-1,2,"Marc",584,"",,5.1,"Cucurella",0.040999999999999995,"a",4,36,"Cucurella",,,,"Defender","DEF","Marc Cucurella","https://resources.premierleague.com/premierleague/photos/players/110x140/p179268.png",8718,9811,,3.7519541427826995,0.70588235294117652,0.31372549019607848,3.6,80,1919
,448496,0,0,0,0,2,"Ed",653,"",,4,"Turns",0,"a",4,36,"Turns",,,,"Defender","DEF","Ed Turns","https://resources.premierleague.com/premierleague/photos/players/110x140/p448496.png",59,50,,,0,-0.5,0,0,0
,433138,0,0,0,0,3,"Marc",654,"",,4.5,"Leonard",0,"a",4,36,"Leonard",,,,"Midfielder","MID","Marc Leonard","https://resources.premierleague.com/premierleague/photos/players/110x140/p433138.png",34,24,,,0,-0.44444444444444442,0,0,0
,487117,0,0,0,0,4,"Evan",655,"",,4.5,"Ferguson",0.002,"a",4,36,"Ferguson",,,,"Forward","FWD","Evan Ferguson","https://resources.premierleague.com/premierleague/photos/players/110x140/p487117.png",3943,1015,,4.0909090909090908,0.22222222222222221,-0.22222222222222221,1,1,22
,209288,0,0,0,0,1,"Thomas",688,"",,4,"McGill",0,"a",4,36,"McGill",,,,"Goalkeeper","GKP","Thomas McGill","https://resources.premierleague.com/premierleague/photos/players/110x140/p209288.png",61,25,,,0,-0.5,0,0,0
,40145,0,0,-1,1,3,"Jack",101,"",,4.4,"Cork",0.001,"a",5,90,"Cork",,,,"Midfielder","MID","Jack Cork","https://resources.premierleague.com/premierleague/photos/players/110x140/p40145.png",143,112,,2.3020706455542022,0.47727272727272724,0.022727272727272745,2.1,21,821
,68983,0,0,-1,1,2,"Matthew",110,"",,4.4,"Lowton",0.016,"a",5,90,"Lowton",,,,"Defender","DEF","Matthew Lowton","https://resources.premierleague.com/premierleague/photos/players/110x140/p68983.png",2520,4562,,3.3267326732673266,0.70454545454545447,0.25,3.1,56,1515
,168399,0,0,-1,1,1,"Will",114,"",,4.4,"Norris",0.001,"a",5,90,"Norris",,,,"Goalkeeper","GKP","Will Norris","https://resources.premierleague.com/premierleague/photos/players/110x140/p168399.png",26,85,,,0,-0.45454545454545453,0,0,0
,461096,0,0,-1,1,4,"Lewis",533,"",,4.4,"Richardson",0.028999999999999998,"a",5,90,"Richardson",,,,"Forward","FWD","Lewis Richardson","https://resources.premierleague.com/premierleague/photos/players/110x140/p461096.png",23048,14796,,,0,-0.45454545454545453,0,0,0
,461102,0,0,-1,1,2,"Bobby",534,"",,3.9,"Thomas",0.003,"a",5,90,"Thomas",,,,"Defender","DEF","Bobby Thomas","https://resources.premierleague.com/premierleague/photos/players/110x140/p461102.png",262,251,,,0,-0.51282051282051289,0,0,0
,461567,0,0,-1,1,2,"Owen",565,"",,3.9,"Dodgson",0.001,"a",5,90,"Dodgson",,,,"Defender","DEF","Owen Dodgson","https://resources.premierleague.com/premierleague/photos/players/110x140/p461567.png",91,107,,,0,-0.51282051282051289,0,0,0
,514229,0,0,0,0,1,"Sam",708,"",,4,"Waller",0,"a",5,90,"Waller",,,,"Goalkeeper","GKP","Sam Waller","https://resources.premierleague.com/premierleague/photos/players/110x140/p514229.png",58,6,,,0,-0.5,0,0,0
,88894,0,0,-3,3,3,"Ross",124,"",,5.2,"Barkley",0.001,"a",6,8,"Barkley",,,,"Midfielder","MID","Ross Barkley","https://resources.premierleague.com/premierleague/photos/players/110x140/p88894.png",35,66,,4.2,0.26923076923076922,-0.11538461538461539,1.4,7,150
,109745,0,0,-3,3,1,"Kepa",129,"",,4.7,"Arrizabalaga",0.004,"a",6,8,"Arrizabalaga",,,,"Goalkeeper","GKP","Kepa Arrizabalaga","https://resources.premierleague.com/premierleague/photos/players/110x140/p109745.png",205,2105,,4.75,1.0212765957446808,0.5957446808510638,4.8,19,360
,204727,0,0,-1,1,2,"Malang",501,"",,4.9,"Sarr",0.001,"a",6,8,"Sarr",,,,"Defender","DEF","Malang Sarr","https://resources.premierleague.com/premierleague/photos/players/110x140/p204727.png",2219,638,,5.5102040816326525,1.0612244897959184,0.65306122448979587,5.2,21,343
,89335,0,0,-6,6,3,"Saúl",592,"",,4.9,"Ñíguez",0.001,"a",6,8,"Saúl",,,,"Midfielder","MID","Saúl Ñíguez","https://resources.premierleague.com/premierleague/photos/players/110x140/p89335.png",30,79,,2.7607361963190185,0.16326530612244897,-0.24489795918367344,0.8,5,163
,122074,0,0,0,0,1,"Marcus",606,"",,4,"Bettinelli",0,"a",6,8,"Bettinelli",,,,"Goalkeeper","GKP","Marcus Bettinelli","https://resources.premierleague.com/premierleague/photos/players/110x140/p122074.png",47,55,,,0,-0.5,0,0,0
,487838,0,0,0,0,3,"Lewis",671,"",,4.5,"Hall",0,"a",6,8,"Hall",,,,"Midfielder","MID","Lewis Hall","https://resources.premierleague.com/premierleague/photos/players/110x140/p487838.png",23,10,,,0,-0.44444444444444442,0,0,0
,491785,0,0,0,0,3,"Harvey",672,"",,4.5,"Vale",0,"a",6,8,"Vale",,,,"Midfielder","MID","Harvey Vale","https://resources.premierleague.com/premierleague/photos/players/110x140/p491785.png",30,15,,,0,-0.44444444444444442,0,0,0
,167767,0,0,0,0,2,"Robert Kenedy",690,"",,4.5,"Nunes do Nascimento",0,"a",6,8,"Kenedy",,,,"Defender","DEF","Robert Kenedy Nunes do Nascimento","https://resources.premierleague.com/premierleague/photos/players/110x140/p167767.png",41,38,,,0,-0.44444444444444442,0,0,0
,54861,0,0,-4,4,4,"Christian",149,"",,6.1,"Benteke",0.013999999999999999,"a",7,31,"Benteke",,,,"Forward","FWD","Christian Benteke","https://resources.premierleague.com/premierleague/photos/players/110x140/p54861.png",1072,4303,,4.4833948339483394,0.42622950819672134,0.098360655737704944,2.6,54,1084
,58786,0,0,-1,1,2,"Martin",151,"",,3.9,"Kelly",0.0090000000000000011,"a",7,31,"Kelly",,,,"Defender","DEF","Martin Kelly","https://resources.premierleague.com/premierleague/photos/players/110x140/p58786.png",307,620,,,0,-0.51282051282051289,0,0,0
,105666,0,0,-1,1,1,"Jack",156,"",,4.4,"Butland",0.004,"a",7,31,"Butland",,,,"Goalkeeper","GKP","Jack Butland","https://resources.premierleague.com/premierleague/photos/players/110x140/p105666.png",312,388,,3.7777777777777777,0.7727272727272726,0.31818181818181812,3.4,17,405
,173954,0,0,-3,3,3,"Jairo",157,"",,4.7,"Riedewald",0,"a",7,31,"Riedewald",,,,"Midfielder","MID","Jairo Riedewald","https://resources.premierleague.com/premierleague/photos/players/110x140/p173954.png",23,19,,3.103448275862069,0.27659574468085107,-0.14893617021276595,1.3,4,116
,185478,0,0,-2,2,2,"Jarosław",158,"",,4.3,"Jach",0,"a",7,31,"Jach",,,,"Defender","DEF","Jarosław Jach","https://resources.premierleague.com/premierleague/photos/players/110x140/p185478.png",12,30,,,0,-0.46511627906976744,0,0,0
,231747,0,0,-3,3,4,"Jean-Philippe",159,"",,5.2,"Mateta",0.003,"a",7,31,"Mateta",,,,"Forward","FWD","Jean-Philippe Mateta","https://resources.premierleague.com/premierleague/photos/players/110x140/p231747.png",3234,1696,,4.8247422680412368,0.46153846153846151,0.0769230769230769,2.4,26,485
,244723,0,0,0,0,2,"Tyrick",162,"",,4.5,"Mitchell",0.013999999999999999,"a",7,31,"Mitchell",,,,"Defender","DEF","Tyrick Mitchell","https://resources.premierleague.com/premierleague/photos/players/110x140/p244723.png",3592,1647,,2.8957528957528957,0.64444444444444438,0.19999999999999998,2.9,75,2331
,209036,0,0,0,0,2,"Marc",477,"",,4.5,"Guéhi",0.018000000000000002,"a",7,31,"Guéhi",,,,"Defender","DEF","Marc Guéhi","https://resources.premierleague.com/premierleague/photos/players/110x140/p209036.png",3633,2600,,3.0399999999999996,0.66666666666666663,0.22222222222222221,3,76,2250
,57328,0,0,-2,2,2,"Nathaniel",493,"",,4.3,"Clyne",0.001,"a",7,31,"Clyne",,,,"Defender","DEF","Nathaniel Clyne","https://resources.premierleague.com/premierleague/photos/players/110x140/p57328.png",132,57,,1.9926199261992619,0.34883720930232559,-0.11627906976744186,1.5,6,271
,223824,0,0,-1,1,2,"Reece",540,"",,3.9,"Hannam",0.001,"a",7,31,"Hannam",,,,"Defender","DEF","Reece Hannam","https://resources.premierleague.com/premierleague/photos/players/110x140/p223824.png",119,106,,,0,-0.51282051282051289,0,0,0
,450542,0,0,-1,1,3,"Jesurun",541,"",,4.4,"Rak-Sakyi",0,"a",7,31,"Rak-Sakyi",,,,"Midfielder","MID","Jesurun Rak-Sakyi","https://resources.premierleague.com/premierleague/photos/players/110x140/p450542.png",21,29,,6.9230769230769234,0.22727272727272727,-0.22727272727272727,1,1,13
,462831,0,0,0,0,3,"Scott",543,"",,4.5,"Banks",0,"a",7,31,"Banks",,,,"Midfielder","MID","Scott Banks","https://resources.premierleague.com/premierleague/photos/players/110x140/p462831.png",79,49,,,0,-0.44444444444444442,0,0,0
,169593,0,0,-1,1,1,"Remi",561,"",,3.9,"Matthews",0.004,"a",7,31,"Matthews",,,,"Goalkeeper","GKP","Remi Matthews","https://resources.premierleague.com/premierleague/photos/players/110x140/p169593.png",1355,494,,,0,-0.51282051282051289,0,0,0
,501468,0,0,0,0,2,"Tayo",709,"",,4,"Adaramola",0,"a",7,31,"Adaramola",,,,"Defender","DEF","Tayo Adaramola","https://resources.premierleague.com/premierleague/photos/players/110x140/p501468.png",120,11,,,0,-0.5,0,0,0
,106611,0,0,-2,2,2,"Michael",169,"",,4.8,"Keane",0.026000000000000002,"a",8,11,"Keane",,,,"Defender","DEF","Michael Keane","https://resources.premierleague.com/premierleague/photos/players/110x140/p106611.png",1924,4762,,3.1363636363636367,0.64583333333333337,0.22916666666666669,3.1,69,1980
,180184,0,0,-3,3,3,"Donny",282,"",,5.7,"van de Beek",0.0069999999999999993,"a",8,11,"van de Beek",,,,"Midfielder","MID","Donny van de Beek","https://resources.premierleague.com/premierleague/photos/players/110x140/p180184.png",2847,3603,,6.4516129032258061,0.31578947368421051,-0.035087719298245605,1.8,20,279
,108823,0,0,-3,3,3,"Bamidele",363,"",,6.2,"Alli",0.012,"a",8,11,"Dele",,,,"Midfielder","MID","Bamidele Alli","https://resources.premierleague.com/premierleague/photos/players/110x140/p108823.png",517,2722,,3.4661354581673307,0.35483870967741937,0.032258064516129059,2.2,29,753
,40349,0,0,0,0,1,"Asmir",481,"",,4,"Begović",0.025,"a",8,11,"Begović",,,,"Goalkeeper","GKP","Asmir Begović","https://resources.premierleague.com/premierleague/photos/players/110x140/p40349.png",253,1668,,1,0.25,-0.25,1,1,90
,153673,0,0,-1,1,2,"Jonjoe",502,"",,4.4,"Kenny",0.001,"a",8,11,"Kenny",,,,"Defender","DEF","Jonjoe Kenny","https://resources.premierleague.com/premierleague/photos/players/110x140/p153673.png",133,105,,3.0337078651685392,0.56818181818181812,0.11363636363636363,2.5,15,445
,11948,0,0,0,0,1,"Andy",571,"",,4,"Lonergan",0.001,"a",8,11,"Lonergan",,,,"Goalkeeper","GKP","Andy Lonergan","https://resources.premierleague.com/premierleague/photos/players/110x140/p11948.png",22,33,,,0,-0.5,0,0,0
,461421,0,0,0,0,4,"Lewis",607,"",,4.5,"Dobbin",0.005,"a",8,11,"Dobbin",,,,"Forward","FWD","Lewis Dobbin","https://resources.premierleague.com/premierleague/photos/players/110x140/p461421.png",2483,2314,,6,0.15555555555555556,-0.28888888888888892,0.7,2,30
,491556,0,0,0,0,3,"Charlie",613,"",,4.5,"Whitaker",0,"a",8,11,"Whitaker",,,,"Midfielder","MID","Charlie Whitaker","https://resources.premierleague.com/premierleague/photos/players/110x140/p491556.png",21,22,,,0,-0.44444444444444442,0,0,0
,447325,0,0,0,0,1,"Harry",616,"",,4,"Tyrer",0.001,"a",8,11,"Tyrer",,,,"Goalkeeper","GKP","Harry Tyrer","https://resources.premierleague.com/premierleague/photos/players/110x140/p447325.png",22,66,,,0,-0.5,0,0,0
,66838,0,0,0,0,4,"Cenk",622,"",,5,"Tosun",0.001,"a",8,11,"Tosun",,,,"Forward","FWD","Cenk Tosun","https://resources.premierleague.com/premierleague/photos/players/110x140/p66838.png",597,498,,18,0.2,-0.2,1,1,5
,474907,0,0,0,0,2,"Reece",623,"",,4,"Welch",0,"a",8,11,"Welch",,,,"Defender","DEF","Reece Welch","https://resources.premierleague.com/premierleague/photos/players/110x140/p474907.png",58,59,,,0,-0.5,0,0,0
,461446,0,0,0,0,3,"Tyler",630,"",,4.5,"Onyango",0,"a",8,11,"Onyango",,,,"Midfielder","MID","Tyler Onyango","https://resources.premierleague.com/premierleague/photos/players/110x140/p461446.png",24,17,,10,0.22222222222222221,-0.22222222222222221,1,3,27
,243571,0,0,-2,2,2,"Nathan",674,"",,4.3,"Patterson",0,"a",8,11,"Patterson",,,,"Defender","DEF","Nathan Patterson","https://resources.premierleague.com/premierleague/photos/players/110x140/p243571.png",31,112,,,0,-0.46511627906976744,0,0,0
,11974,0,0,-1,1,1,"Eldin",573,"",,3.9,"Jakupovic",0.001,"a",9,13,"Jakupovic",,,,"Goalkeeper","GKP","Eldin Jakupovic","https://resources.premierleague.com/premierleague/photos/players/110x140/p11974.png",621,158,,,0,-0.51282051282051289,0,0,0
,501770,0,0,0,0,2,"Ben",645,"",,4,"Nelson",0,"a",9,13,"Nelson",,,,"Defender","DEF","Ben Nelson","https://resources.premierleague.com/premierleague/photos/players/110x140/p501770.png",75,49,,,0,-0.5,0,0,0
,232620,0,0,0,0,3,"Lewis",646,"",,4.5,"Brunt",0,"a",9,13,"Brunt",,,,"Midfielder","MID","Lewis Brunt","https://resources.premierleague.com/premierleague/photos/players/110x140/p232620.png",50,35,,,0,-0.44444444444444442,0,0,0
,437495,0,0,-2,2,1,"Illan",199,"",,4.8,"Meslier",0.021,"a",10,2,"Meslier",,,,"Goalkeeper","GKP","Illan Meslier","https://resources.premierleague.com/premierleague/photos/players/110x140/p437495.png",1345,1721,,2.56,0.54166666666666674,0.12500000000000003,2.6,64,2250
,223081,0,0,-2,2,1,"Kristoffer",490,"",,4.3,"Klaesson",0.001,"a",10,2,"Klaesson",,,,"Goalkeeper","GKP","Kristoffer Klaesson","https://resources.premierleague.com/premierleague/photos/players/110x140/p223081.png",68,48,,,0,-0.46511627906976744,0,0,0
,464618,0,0,-1,1,3,"Liam",576,"",,4.4,"McCarron",0,"a",10,2,"McCarron",,,,"Midfielder","MID","Liam McCarron","https://resources.premierleague.com/premierleague/photos/players/110x140/p464618.png",13,18,,10,0.22727272727272727,-0.22727272727272727,1,1,9
,469249,0,0,-1,1,3,"Nohan",600,"",,4.4,"Kenneh",0,"a",10,2,"Kenneh",,,,"Midfielder","MID","Nohan Kenneh","https://resources.premierleague.com/premierleague/photos/players/110x140/p469249.png",24,22,,,0,-0.45454545454545453,0,0,0
,473342,0,0,-2,2,3,"Stuart",601,"",,4.3,"McKinstry",0.004,"a",10,2,"McKinstry",,,,"Midfielder","MID","Stuart McKinstry","https://resources.premierleague.com/premierleague/photos/players/110x140/p473342.png",851,1293,,30,0.23255813953488372,-0.23255813953488372,1,1,3
,450529,0,0,0,0,3,"Lewis",624,"",,4.5,"Bate",0,"a",10,2,"Bate",,,,"Midfielder","MID","Lewis Bate","https://resources.premierleague.com/premierleague/photos/players/110x140/p450529.png",32,35,,2.1428571428571428,0.22222222222222221,-0.22222222222222221,1,1,42
,492374,0,0,0,0,3,"Jack",631,"",,4.5,"Jenkins",0,"a",10,2,"Jenkins",,,,"Midfielder","MID","Jack Jenkins","https://resources.premierleague.com/premierleague/photos/players/110x140/p492374.png",29,14,,,0,-0.44444444444444442,0,0,0
,513852,0,0,0,0,2,"Kris",657,"",,4,"Moore",0,"a",10,2,"Moore",,,,"Defender","DEF","Kris Moore","https://resources.premierleague.com/premierleague/photos/players/110x140/p513852.png",78,44,,,0,-0.5,0,0,0
,547701,0,0,0,0,3,"Archie",658,"",,4.5,"Gray",0,"a",10,2,"Gray",,,,"Midfielder","MID","Archie Gray","https://resources.premierleague.com/premierleague/photos/players/110x140/p547701.png",71,53,,,0,-0.44444444444444442,0,0,0
,204716,0,0,-4,4,2,"Ibrahima",243,"",,5.1,"Konaté",0.011000000000000001,"a",11,14,"Konaté",,,,"Defender","DEF","Ibrahima Konaté","https://resources.premierleague.com/premierleague/photos/players/110x140/p204716.png",686,1346,,3,0.58823529411764708,0.19607843137254904,3,21,630
,440148,0,0,0,0,3,"Tyler",620,"",,4.5,"Morton",0,"a",11,14,"Morton",,,,"Midfielder","MID","Tyler Morton","https://resources.premierleague.com/premierleague/photos/players/110x140/p440148.png",11,8,,1.3846153846153846,0.1111111111111111,-0.33333333333333331,0.5,1,65
,496185,0,0,0,0,3,"Kaide",625,"",,4.5,"Gordon",0,"a",11,14,"Gordon",,,,"Midfielder","MID","Kaide Gordon","https://resources.premierleague.com/premierleague/photos/players/110x140/p496185.png",24,18,,11.25,0.22222222222222221,-0.22222222222222221,1,1,8
,492777,0,0,0,0,2,"Conor",626,"",,4,"Bradley",0,"a",11,14,"Bradley",,,,"Defender","DEF","Conor Bradley","https://resources.premierleague.com/premierleague/photos/players/110x140/p492777.png",23,25,,,0,-0.5,0,0,0
,430992,0,0,0,0,2,"Owen",627,"",,4,"Beck",0,"a",11,14,"Beck",,,,"Defender","DEF","Owen Beck","https://resources.premierleague.com/premierleague/photos/players/110x140/p430992.png",17,24,,,0,-0.5,0,0,0
,443629,0,0,0,0,1,"Marcelo",656,"",,4,"de Araújo Pitaluga Filho",0,"a",11,14,"Pitaluga",,,,"Goalkeeper","GKP","Marcelo de Araújo Pitaluga Filho","https://resources.premierleague.com/premierleague/photos/players/110x140/p443629.png",13,11,,,0,-0.5,0,0,0
,441428,0,0,0,0,2,"Jarell",660,"",,4,"Quansah",0,"a",11,14,"Quansah",,,,"Defender","DEF","Jarell Quansah","https://resources.premierleague.com/premierleague/photos/players/110x140/p441428.png",10,18,,,0,-0.5,0,0,0
,171314,0,0,3,-3,2,"Rúben Santos",262,"",,6.3,"Gato Alves Dias",0.271,"a",12,43,"Dias",,,,"Defender","DEF","Rúben Santos Gato Alves Dias","https://resources.premierleague.com/premierleague/photos/players/110x140/p171314.png",40094,20957,,5.0710436060754533,0.76190476190476186,0.44444444444444442,4.8,115,2041
,27789,0,0,-3,3,3,"Fernando",453,"",,4.7,"Luiz Rosa",0.003,"a",12,43,"Fernandinho",,,,"Midfielder","MID","Fernando Luiz Rosa","https://resources.premierleague.com/premierleague/photos/players/110x140/p27789.png",200,302,,4.6268656716417915,0.51063829787234039,0.085106382978723388,2.4,31,603
,490503,0,0,-3,3,3,"Samuel",508,"",,4.7,"Edozie",0,"a",12,43,"Edozie",,,,"Midfielder","MID","Samuel Edozie","https://resources.premierleague.com/premierleague/photos/players/110x140/p490503.png",6,9,,,0,-0.425531914893617,0,0,0
,17601,0,0,-1,1,1,"Scott",593,"",,3.9,"Carson",0.016,"a",12,43,"Carson",,,,"Goalkeeper","GKP","Scott Carson","https://resources.premierleague.com/premierleague/photos/players/110x140/p17601.png",847,2216,,,0,-0.51282051282051289,0,0,0
,439510,0,0,-1,1,2,"Luke",603,"",,3.9,"Mbete",0.001,"a",12,43,"Mbete",,,,"Defender","DEF","Luke Mbete","https://resources.premierleague.com/premierleague/photos/players/110x140/p439510.png",87,82,,,0,-0.51282051282051289,0,0,0
,447880,0,0,-1,1,2,"Joshua",604,"",,3.9,"Wilson-Esbrand",0.001,"a",12,43,"Wilson-Esbrand",,,,"Defender","DEF","Joshua Wilson-Esbrand","https://resources.premierleague.com/premierleague/photos/players/110x140/p447880.png",601,409,,,0,-0.51282051282051289,0,0,0
,514356,0,0,-1,1,3,"Romeo",605,"",,4.4,"Lavia",0,"a",12,43,"Lavia",,,,"Midfielder","MID","Romeo Lavia","https://resources.premierleague.com/premierleague/photos/players/110x140/p514356.png",18,19,,,0,-0.45454545454545453,0,0,0
