ClinicalOutcome_ID,Facility_ID,MORT_AMI_Baseline,MORT_AMI_Perform,MORT_HF_Baseline,MORT_HF_Perform,MORT_PN_Baseline,MORT_PN_Perform,COMP_HIP_KNEE_Baseline,COMP_HIP_KNEE_Perform,OverallPerform
1537,330182,0.8901209831237793,0.8818240165710449,0.8904150128364563,0.9129999876022338,0.8693130016326904,0.8949429988861084,0.0264059994369745,0.0169220007956028,0.676672
1958,440110,0.8617569804191589,0.8778839707374572,0.8868589997291564,0.8928340077400208,0.8487610220909118,0.8612200021743774,0.0298040006309747,0.0233769994229078,0.663828
119,50261,0.83713698387146,0.8782979846000671,0.850471019744873,0.8605629801750183,0.7365930080413818,0.7892699837684631,0.0334569998085498,0.0320830009877681,0.640053
87,50663,0.874180018901825,0.8778839707374572,0.9037399888038636,0.912585973739624,0.9003009796142578,0.9203280210494996,0.0298040006309747,0.0233769994229078,0.683543
227,100230,0.8749420046806335,0.8757579922676086,0.8825820088386535,0.8815640211105346,0.8581529855728149,0.8528199791908264,0.0298040006309747,0.0233769994229078,0.658379
1321,330030,0.871188998222351,0.8824920058250427,0.8856009840965271,0.8959100246429443,0.8436409831047058,0.8546469807624816,0.0444969981908798,0.0231730006635189,0.664055
1900,390004,0.8491389751434326,0.8884459733963012,0.8891130089759826,0.8972949981689453,0.851876974105835,0.8615769743919371,0.0338069982826709,0.0297079998999834,0.669256
1342,330013,0.8560029864311218,0.8666329979896545,0.892382025718689,0.8856239914894104,0.8572369813919067,0.8305519819259644,0.0307390000671148,0.020448999479413,0.650814
94,50625,0.8893049955368042,0.9000790119171141,0.9236299991607666,0.9413490295410156,0.8722929954528807,0.9100540280342102,0.0220320001244545,0.0206170007586479,0.693024
1865,450801,0.8690770268440245,0.8744940161705017,0.889074981212616,0.8912270069122314,0.849731981754303,0.8269659876823425,0.0424229986965656,0.020363999530673,0.653262
1946,390048,0.8621649742126464,0.863910973072052,0.9084370136260986,0.9027019739151,0.8664249777793884,0.8496890068054199,0.0265319999307394,0.0222720000892877,0.659643
1241,330073,0.857433021068573,0.8816440105438232,0.8846120238304138,0.8689749836921691,0.811926007270813,0.8447449803352356,0.0291770007461309,0.0235600005835294,0.654731
366,30092,0.8650709986686707,0.8662670254707336,0.8858929872512817,0.884672999382019,0.8272089958190918,0.8554440140724182,0.0266950000077486,0.0237509999424219,0.657533
706,220033,0.874521017074585,0.8801169991493225,0.903689980506897,0.8949300050735473,0.8657529950141906,0.8582640290260314,0.0302779991179704,0.0294519998133182,0.66569
2051,500008,0.8668280243873596,0.8775129914283752,0.8960049748420715,0.9102510213851928,0.823445975780487,0.8560720086097717,0.0383520014584064,0.0241219997406005,0.666989
1642,420015,0.855681002140045,0.8778839707374572,0.8768150210380554,0.8976839780807495,0.8373559713363647,0.8176050186157225,0.0358889997005462,0.0233769994229078,0.654137
1161,310040,0.8623300194740295,0.8715739846229553,0.8939189910888671,0.8811579942703247,0.8472300171852111,0.8495569825172424,0.0322979986667633,0.0262499991804361,0.657134
1333,350006,0.8657619953155516,0.8765199780464172,0.8603129982948303,0.8651779890060424,0.8208860158920288,0.8468719720840454,0.0263720005750656,0.0210149995982646,0.652396
1802,390065,0.862142026424408,0.8806300163269043,0.8860189914703369,0.8782619833946228,0.8250880241394043,0.8588129878044128,0.0295620001852512,0.0243030004203319,0.660502
82,10104,0.8504049777984619,0.8920559883117675,0.8789640069007874,0.889952003955841,0.8072800040245056,0.839119017124176,0.0428000018000602,0.030706999823451,0.662958
512,50351,0.8856329917907714,0.8666599988937377,0.8903459906578064,0.9111779928207396,0.8399630188941954,0.8616430163383483,0.0246060006320476,0.0173429995775222,0.664206
155,70002,0.8647950291633606,0.8711349964141845,0.8958579897880554,0.885017991065979,0.8439180254936218,0.8077380061149597,0.0245660003274679,0.016440000385046,0.645082
675,150166,0.8617569804191589,0.8778839707374572,0.869014024734497,0.8825849890708923,0.8384079933166503,0.8460220098495483,0.0279670003801584,0.0261739995330572,0.658166
716,160153,0.8358020186424255,0.8584970235824585,0.8638740181922911,0.8426889777183532,0.8151450157165527,0.8111860156059265,0.0337879993021488,0.0236120000481605,0.633996
48,100132,0.8713319897651672,0.8847579956054688,0.8681250214576721,0.8795629739761353,0.8401259779930114,0.8232859969139099,0.0273070000112056,0.0233399998396635,0.652736
363,30087,0.8790460228919982,0.8795040249824523,0.8799309730529785,0.889926016330719,0.8495039939880371,0.8662840127944946,0.0243779998272657,0.0200629997998476,0.663944
1620,360197,0.8702099919319152,0.8778839707374572,0.8719599843025208,0.8957319855690002,0.8416159749031066,0.8858389854431152,0.0299520008265972,0.0294310003519058,0.672221
331,10011,0.8639439940452575,0.8540539741516113,0.8640180230140686,0.8861669898033142,0.8233339786529541,0.8428710103034973,0.038562998175621,0.0250289998948574,0.65203
1244,320018,0.8661080002784729,0.8742139935493469,0.8577070236206054,0.8598020076751709,0.8277549743652343,0.8373640179634094,0.025314999744296,0.0283599998801946,0.649935
1835,450675,0.8559330105781555,0.8879979848861694,0.8794909715652465,0.8968369960784912,0.8273580074310302,0.8447099924087524,0.0289249997586011,0.0265079997479915,0.664013
623,180035,0.8906800150871276,0.8905479907989502,0.8904569745063781,0.8890680074691772,0.8598150014877319,0.8512240052223204,0.0319270007312297,0.021586999297142,0.663106
2103,500016,0.8610529899597168,0.8891869783401489,0.8644499778747557,0.8519189953804016,0.7858740091323853,0.8303179740905761,0.0219870004802942,0.0197059996426105,0.647782
2130,490098,0.8617569804191589,0.8778839707374572,0.8989059925079345,0.8640000224113464,0.8206310272216796,0.859844982624054,0.0317769981920719,0.0225130002945661,0.65606
1762,450021,0.8502100110054016,0.8735010027885437,0.8691549897193908,0.8936619758605957,0.84791100025177,0.8690490126609802,0.0280959997326135,0.0405029989778995,0.669178
1402,360095,0.8663399815559387,0.8780900239944458,0.869454026222229,0.8485959768295288,0.8163790106773376,0.8367900252342224,0.0258850008249282,0.0177239999175071,0.6453
713,150112,0.85869300365448,0.8877620100975036,0.8783029913902282,0.8832970261573792,0.8367319703102111,0.8524500131607055,0.0251729991286993,0.022936999797821,0.661611
1265,340091,0.8782579898834229,0.8770930171012878,0.8838559985160827,0.8932110071182251,0.8186370134353637,0.8323569893836975,0.0225089993327856,0.0168670006096363,0.654882
5,30123,0.870070993900299,0.8824750185012817,0.8991739749908447,0.894461989402771,0.8627200126647949,0.8738229870796203,0.0229250006377697,0.0179619994014501,0.66718
465,50735,0.8683140277862548,0.8848879933357238,0.8911250233650208,0.904209017753601,0.8694300055503845,0.8478559851646423,0.0298040006309747,0.0233769994229078,0.665082
1940,450372,0.8683779835700988,0.8757489919662474,0.8777040243148803,0.8833770155906677,0.8323000073432922,0.8332679867744445,0.0273669995367527,0.025662999600172,0.654514
1848,450855,0.8701750040054321,0.8762450218200682,0.8941670060157775,0.9024659991264344,0.8602489829063416,0.8567500114440918,0.0237900000065565,0.0260090008378028,0.665367
2068,510046,0.8561109900474548,0.8734490275382994,0.8894789814949035,0.8790140151977539,0.8353180289268493,0.823831021785736,0.030239999294281,0.0291029997169971,0.651349
192,60013,0.8743489980697631,0.8773959875106812,0.8859930038452148,0.8938630223274231,0.8298649787902832,0.889277994632721,0.0263749994337558,0.0190580002963542,0.669898
22,30103,0.8860200047492981,0.8917549848556519,0.899533987045288,0.899167001247406,0.8847690224647522,0.8755189776420593,0.0268329996615648,0.0245220009237527,0.67274
572,190046,0.8600199818611145,0.8740580081939697,0.8827559947967529,0.8971009850502014,0.8700760006904602,0.8306390047073364,0.0247910004109144,0.0199420005083084,0.655435
1927,670047,0.8331350088119506,0.8725110292434692,0.8680700063705444,0.8920329809188842,0.8148339986801147,0.846123993396759,0.028728000819683,0.0233769994229078,0.658511
1971,390266,0.8617569804191589,0.8778839707374572,0.8651419878005981,0.8776469826698303,0.8425670266151428,0.8423969745635986,0.0379870012402534,0.0242250002920627,0.655538
1700,440009,0.8535640239715576,0.8789669871330261,0.8769019842147827,0.88372802734375,0.8438490033149719,0.8436139822006224,0.0313909985125064,0.0312820002436637,0.659397
179,70021,0.8566780090332031,0.8778839707374572,0.8704599738121032,0.881215989589691,0.8530070185661315,0.851058006286621,0.0365189984440803,0.0207959990948438,0.657738
1208,310029,0.854278028011322,0.8625029921531677,0.891385018825531,0.8953940272331237,0.8614280223846436,0.8760610222816467,0.0324629992246627,0.0233769994229078,0.664333
1594,360179,0.850625991821289,0.8905659914016723,0.8741340041160583,0.8895170092582702,0.828046977519989,0.8337600231170654,0.0304680000990629,0.0277520008385181,0.660398
1853,450847,0.853397011756897,0.8713420033454895,0.8884400129318237,0.8862130045890808,0.8401520252227783,0.8569070100784301,0.0270760003477334,0.0225990004837512,0.659265
1106,260023,0.860942006111145,0.8697109818458557,0.8945059776306152,0.8835570216178894,0.8297410011291503,0.8723469972610473,0.0573830008506774,0.0239679999649524,0.662395
1386,330226,0.8591179847717285,0.8631860017776489,0.8858770132064819,0.9036020040512084,0.8467419743537902,0.842752993106842,0.0225079990923404,0.0244120005518198,0.658488
843,110035,0.8714799880981445,0.8789100050926208,0.8914459943771362,0.8818190097808837,0.8317970037460327,0.8586969971656799,0.0306349992752075,0.0248579997569322,0.661071
1231,310005,0.8557379841804504,0.8830379843711853,0.8878509998321533,0.902787983417511,0.8600680232048034,0.8661820292472839,0.0298289991915226,0.021901000291109,0.668477
1850,450853,0.8617569804191589,0.8778839707374572,0.880025029182434,0.8879680037498474,0.836217999458313,0.8460220098495483,0.029229000210762,0.0206760000437498,0.658137
211,60008,0.8617569804191589,0.8778839707374572,0.8853099942207336,0.8919320106506347,0.821723997592926,0.8454939723014832,0.0359230004251003,0.0368149988353252,0.663031
392,100289,0.8582010269165039,0.8763589859008789,0.8916410207748413,0.8634979724884033,0.8666149973869323,0.8744940161705017,0.0267399996519088,0.0176609996706247,0.658003
1897,390001,0.8665570020675659,0.8769940137863159,0.8652589917182922,0.873782992362976,0.8501229882240295,0.8565250039100647,0.0328090004622936,0.0231989994645118,0.657625
153,70004,0.863656997680664,0.8739870190620422,0.8549990057945251,0.9038820266723632,0.8465579748153687,0.809125006198883,0.0288239996880292,0.0207899995148181,0.651946
1677,440073,0.8612359762191772,0.8806899785995483,0.8778030276298522,0.8901960253715515,0.8209810256958007,0.8260300159454345,0.0172540005296468,0.0190830007195472,0.653999
1996,450351,0.8687899708747863,0.8778839707374572,0.8667219877243042,0.8854849934577941,0.837768018245697,0.8178030252456665,0.0289869997650384,0.020100999623537,0.650318
2114,520096,0.8563950061798095,0.8608719706535339,0.8736910223960876,0.8864060044288635,0.8358539938926696,0.833159029483795,0.0415560007095336,0.0268810000270605,0.651829
1406,360090,0.855364978313446,0.8626890182495117,0.8985639810562133,0.8641669750213623,0.8332499861717224,0.8405269980430603,0.0308459997177124,0.022928999736905,0.647578
1676,440068,0.8583499789237976,0.8778839707374572,0.880715012550354,0.8640609979629515,0.7537220120429992,0.7904509902000427,0.0278350003063678,0.0233769994229078,0.638943
2156,500088,0.8571670055389404,0.8655530214309692,0.877798020839691,0.8815749883651733,0.850064992904663,0.8534910082817077,0.0240419991314411,0.0222479999065399,0.655716
773,140155,0.8636879920959472,0.8741670250892639,0.8906490206718444,0.8930749893188475,0.8546090126037597,0.8350949883460999,0.0368500016629695,0.0204169992357492,0.655688
1218,360218,0.857437014579773,0.8898289799690245,0.8540239930152893,0.8751270174980162,0.7926859855651855,0.847599983215332,0.0291760005056858,0.0240780003368854,0.659158
997,130071,0.8617569804191589,0.8778839707374572,0.880025029182434,0.883342981338501,0.836217999458313,0.877888023853302,0.0298040006309747,0.0288169998675584,0.666983
1035,150088,0.8516860008239746,0.8778839707374572,0.8885040283203125,0.892628014087677,0.8426949977874755,0.8171740174293518,0.0367339998483657,0.0206809993833303,0.652091
448,50523,0.851377010345459,0.8820210099220275,0.8802180290222168,0.9050670266151428,0.8203799724578857,0.8557649850845336,0.0378209985792636,0.025892000645399,0.667186
544,180017,0.8666629791259765,0.8779270052909851,0.8711730241775512,0.8636429905891418,0.8239920139312744,0.8411359786987304,0.0367709994316101,0.032600998878479,0.653826
1783,380014,0.8577399849891661,0.873075008392334,0.842477023601532,0.8520219922065734,0.8404989838600158,0.8524789810180664,0.022351000458002,0.0230240002274513,0.65015
386,10024,0.851061999797821,0.8613889813423156,0.8944159746170043,0.8676660060882568,0.8114219903945922,0.8544790148735046,0.0211520008742809,0.0384959988296031,0.655507
116,80003,0.8677330017089843,0.8677020072937011,0.8968420028686523,0.8862519860267639,0.848268985748291,0.8527510166168212,0.0298040006309747,0.0233720000833272,0.657519
861,170185,0.8849959969520568,0.8889690041542053,0.8843380212783813,0.914434015750885,0.8834559917449951,0.863229990005493,0.0336919985711574,0.0177560001611709,0.671097
1424,340126,0.8716809749603271,0.868707001209259,0.877947986125946,0.858273983001709,0.7999799847602844,0.8115190267562866,0.03158999979496,0.0294230002909898,0.64198
2017,410007,0.8777199983596801,0.8822360038757324,0.8660209774971008,0.8763579726219177,0.8352400064468383,0.854174017906189,0.0222720000892877,0.0244929995387792,0.659315
1863,450862,0.8512139916419982,0.8893929719924926,0.8760619759559631,0.9044349789619444,0.8502860069274902,0.874301016330719,0.0277290008962154,0.0220580007880926,0.672546
