Date,High,Low,Open,Close,Volume,Adj Close,Year,Highest,Lowest,TotalVolume,WeekDay
2004-11-01 00:00:00.000,146.807,142.788,143.75,146.333,6137568,81.3817,2004,167.35,119.82,869717312,2
2004-11-02 00:00:00.000,147.47,140.625,141.25,144.962,8864040,80.6192,2004,167.35,119.82,869717312,3
2004-11-03 00:00:00.000,148,145.125,145.125,146.9,8978136,81.697,2004,167.35,119.82,869717312,4
2004-11-04 00:00:00.000,148.488,145.962,147.72,146.3,6555808,81.3634,2004,167.35,119.82,869717312,5
2004-11-05 00:00:00.000,147.5,145,146.745,145.682,5023848,81.0197,2004,167.35,119.82,869717312,6
2004-11-08 00:00:00.000,148.613,144.5,145.625,148.02,10291728,82.3199,2004,167.35,119.82,869717312,2
2004-11-09 00:00:00.000,149.738,147.125,148.375,148.55,7338712,82.6147,2004,167.35,119.82,869717312,3
2004-11-10 00:00:00.000,149.875,148.762,148.875,149.295,5734392,83.029,2004,167.35,119.82,869717312,4
2004-11-11 00:00:00.000,150.425,148.887,149.875,149.533,5235128,83.1614,2004,167.35,119.82,869717312,5
2004-11-12 00:00:00.000,151,148.775,150.5,149.595,1813408,83.1959,2004,167.35,119.82,869717312,6
2004-11-16 00:00:00.000,149.75,148,149.75,148.863,4005504,82.7887,2004,167.35,119.82,869717312,3
2004-11-17 00:00:00.000,151.238,148.938,148.938,150.675,5467936,83.7965,2004,167.35,119.82,869717312,4
2004-11-18 00:00:00.000,154.32,150.812,151.182,153.875,7472128,85.5761,2004,167.35,119.82,869717312,5
2004-11-19 00:00:00.000,154.625,151.387,154.125,152.137,6812760,84.6096,2004,167.35,119.82,869717312,6
2004-11-22 00:00:00.000,153.25,149.375,150.975,152.807,4738272,84.9822,2004,167.35,119.82,869717312,2
2004-11-23 00:00:00.000,155.25,153.02,153.825,154.445,4312792,85.8932,2004,167.35,119.82,869717312,3
2004-11-24 00:00:00.000,155.625,153.77,154.875,154.238,3223304,85.778,2004,167.35,119.82,869717312,4
2004-11-25 00:00:00.000,155.5,151.083,154.25,152.107,6310872,84.5929,2004,167.35,119.82,869717312,5
2004-11-29 00:00:00.000,155.962,150.695,152,155.488,5281488,86.4732,2004,167.35,119.82,869717312,2
2004-11-30 00:00:00.000,160.75,155.625,156.02,159.333,10508144,88.6115,2004,167.35,119.82,869717312,3
2004-12-01 00:00:00.000,160.125,157.125,160.125,157.695,8481864,87.7006,2004,167.35,119.82,869717312,4
2004-12-02 00:00:00.000,159.625,154.887,158.125,155.325,9657704,86.3825,2004,167.35,119.82,869717312,5
2004-12-03 00:00:00.000,156.988,152.695,156.158,154.595,9777216,85.9766,2004,167.35,119.82,869717312,6
2004-12-06 00:00:00.000,156.25,151.062,155,151.82,11473872,84.4333,2004,167.35,119.82,869717312,2
2004-12-07 00:00:00.000,154.113,151.875,152,152.283,7863224,84.6908,2004,167.35,119.82,869717312,3
2004-12-08 00:00:00.000,153.325,149.508,152.25,150.1,7329408,83.4767,2004,167.35,119.82,869717312,4
2004-12-09 00:00:00.000,152.125,150.607,150.62,151.432,3801224,84.2175,2004,167.35,119.82,869717312,5
2004-12-10 00:00:00.000,154.438,151.75,152.5,153.208,6216808,85.2052,2004,167.35,119.82,869717312,6
2004-12-13 00:00:00.000,155.208,153.158,153.25,154.52,4996232,85.9348,2004,167.35,119.82,869717312,2
2004-12-14 00:00:00.000,155.587,153.788,155.25,154.145,3083504,85.7263,2004,167.35,119.82,869717312,3
2004-12-15 00:00:00.000,156.845,154.75,155.5,155.688,5772672,86.5844,2004,167.35,119.82,869717312,4
2004-12-16 00:00:00.000,158.125,154.75,156.057,157.833,4350464,87.7773,2004,167.35,119.82,869717312,5
2004-12-17 00:00:00.000,159.35,156.512,157.5,157.062,5509752,87.3485,2004,167.35,119.82,869717312,6
2004-12-20 00:00:00.000,158.562,157.062,157.5,157.82,2268424,87.7701,2004,167.35,119.82,869717312,2
2004-12-21 00:00:00.000,159.625,157.895,158.12,159.087,3458512,88.4747,2004,167.35,119.82,869717312,3
2004-12-22 00:00:00.000,159.387,153.75,159.387,155.02,6001712,86.2129,2004,167.35,119.82,869717312,4
2004-12-23 00:00:00.000,155.962,153.125,155.962,153.482,3948912,85.3576,2004,167.35,119.82,869717312,5
2004-12-24 00:00:00.000,159,152.695,154.12,158.495,6661856,88.1455,2004,167.35,119.82,869717312,6
2004-12-27 00:00:00.000,160.625,157.775,158.75,158.82,4400504,88.3262,2004,167.35,119.82,869717312,2
2004-12-28 00:00:00.000,164.25,158.275,159,163.67,9614448,91.0235,2004,167.35,119.82,869717312,3
2004-12-29 00:00:00.000,167.113,164.145,164.62,165.033,6633224,91.7815,2004,167.35,119.82,869717312,4
2004-12-30 00:00:00.000,166,161.482,164.75,162.083,5626792,90.1409,2004,167.35,119.82,869717312,5
2004-12-31 00:00:00.000,167.35,162.083,162.5,166.932,4899312,92.8376,2004,167.35,119.82,869717312,6
2005-01-03 00:00:00.000,169.587,166.932,166.932,169.158,4734168,94.0756,2005,219.125,136.663,1495302344,2
2005-01-04 00:00:00.000,169.25,166.645,168.75,167.658,4979104,93.2415,2005,219.125,136.663,1495302344,3
2005-01-05 00:00:00.000,167.525,160.038,167.525,165.625,9604320,92.1108,2005,219.125,136.663,1495302344,4
2005-01-06 00:00:00.000,168.25,161.562,165,165.057,8006888,91.7949,2005,219.125,136.663,1495302344,5
2005-01-07 00:00:00.000,168.125,164.083,166.25,167.495,7623136,93.1508,2005,219.125,136.663,1495302344,6
2005-01-10 00:00:00.000,169.925,165.25,168.583,165.932,7521568,92.2815,2005,219.125,136.663,1495302344,2
2005-01-11 00:00:00.000,166.913,162.625,166.25,164.22,7986376,91.3294,2005,219.125,136.663,1495302344,3
2005-01-12 00:00:00.000,170.995,160.837,165.745,162.258,20720032,90.2383,2005,219.125,136.663,1495302344,4
2005-01-13 00:00:00.000,167.337,159.375,163.75,161.613,27757952,89.8795,2005,219.125,136.663,1495302344,5
2005-01-14 00:00:00.000,164.738,159.625,163.087,162.05,15757776,90.1226,2005,219.125,136.663,1495302344,6
2005-01-17 00:00:00.000,163.7,155.025,163.7,157.908,13651184,87.819,2005,219.125,136.663,1495302344,2
2005-01-18 00:00:00.000,160.5,157.188,159.337,157.982,6183264,87.8602,2005,219.125,136.663,1495302344,3
2005-01-19 00:00:00.000,159.212,156.387,158.25,156.925,3538488,87.2723,2005,219.125,136.663,1495302344,4
2005-01-20 00:00:00.000,156.875,153.75,156.875,155.462,4536200,86.4587,2005,219.125,136.663,1495302344,5
2005-01-24 00:00:00.000,155.92,151.92,155.462,152.583,3628192,84.8576,2005,219.125,136.663,1495302344,2
2005-01-25 00:00:00.000,154.988,150.887,151.85,154.432,4465928,85.8859,2005,219.125,136.663,1495302344,3
2005-01-27 00:00:00.000,156.725,154.413,155.408,155.07,5455344,86.2407,2005,219.125,136.663,1495302344,5
2005-01-28 00:00:00.000,161.85,155.312,155.357,161.15,8393816,89.6221,2005,219.125,136.663,1495302344,6
2005-01-31 00:00:00.000,163.975,161.283,162.25,162.55,5853384,90.4006,2005,219.125,136.663,1495302344,2
2005-02-01 00:00:00.000,165,160.875,163.375,164.408,8019840,91.4339,2005,219.125,136.663,1495302344,3
2005-02-02 00:00:00.000,165.432,162.875,164.875,163.62,4870456,90.9957,2005,219.125,136.663,1495302344,4
2005-02-03 00:00:00.000,164.345,162.75,164,163.887,3327616,93.1365,2005,219.125,136.663,1495302344,5
2005-02-04 00:00:00.000,165.25,162.57,163.75,163.307,2684040,92.8069,2005,219.125,136.663,1495302344,6
2005-02-07 00:00:00.000,166.337,162.625,164.075,164.22,5944216,93.3257,2005,219.125,136.663,1495302344,2
2005-02-08 00:00:00.000,165.375,163.5,164.22,164.5,3284432,93.4848,2005,219.125,136.663,1495302344,3
2005-02-09 00:00:00.000,167.95,165.095,165.125,166.6,5537936,94.6783,2005,219.125,136.663,1495302344,4
2005-02-10 00:00:00.000,167.938,165.375,166.25,166.583,4376648,94.6686,2005,219.125,136.663,1495302344,5
2005-02-11 00:00:00.000,173.375,167.25,167.25,172.72,10367096,98.1562,2005,219.125,136.663,1495302344,6
2005-02-14 00:00:00.000,177.25,173.883,173.883,176.208,8875264,100.1384,2005,219.125,136.663,1495302344,2
2005-02-15 00:00:00.000,176.875,171.75,176.25,172.67,3976720,98.1279,2005,219.125,136.663,1495302344,3
2005-02-16 00:00:00.000,174.875,170.125,174.875,171.02,3126832,97.1901,2005,219.125,136.663,1495302344,4
2005-02-17 00:00:00.000,173.25,168.825,171.02,172.732,4124976,98.1631,2005,219.125,136.663,1495302344,5
2005-02-18 00:00:00.000,174,169.375,172.5,171.875,2545144,97.676,2005,219.125,136.663,1495302344,6
2005-02-21 00:00:00.000,171.975,168.137,171.375,170.695,1777152,97.0055,2005,219.125,136.663,1495302344,2
2005-02-22 00:00:00.000,171.245,168.875,170.587,170.432,2139040,96.856,2005,219.125,136.663,1495302344,3
2005-02-23 00:00:00.000,172.762,169.395,170.432,171.87,5166816,97.6732,2005,219.125,136.663,1495302344,4
2005-02-24 00:00:00.000,174.488,170.15,171.87,170.995,10806440,97.176,2005,219.125,136.663,1495302344,5
2005-02-25 00:00:00.000,172.375,169.145,172.1,170.508,5070896,96.8992,2005,219.125,136.663,1495302344,6
2005-02-28 00:00:00.000,173.125,167.5,172.375,172.613,6402408,98.0954,2005,219.125,136.663,1495302344,2
2005-03-01 00:00:00.000,180,168.875,172.625,169.682,4958152,96.4298,2005,219.125,136.663,1495302344,3
2005-03-02 00:00:00.000,171.875,170.2,171.875,171,2658112,97.1788,2005,219.125,136.663,1495302344,4
2005-03-03 00:00:00.000,174.375,170.5,171.25,173.695,2891160,98.7103,2005,219.125,136.663,1495302344,5
2005-03-04 00:00:00.000,175.438,172.75,174.25,174.033,4017872,98.9024,2005,219.125,136.663,1495302344,6
2005-03-07 00:00:00.000,176,174.25,174.375,175.025,3658032,99.4662,2005,219.125,136.663,1495302344,2
2005-03-08 00:00:00.000,177.613,174.42,175.5,176.745,5027680,100.4436,2005,219.125,136.663,1495302344,3
2005-03-09 00:00:00.000,178.312,174.383,176.125,175.938,5422088,99.9851,2005,219.125,136.663,1495302344,4
2005-03-10 00:00:00.000,176.25,173.783,176.25,174.945,2302280,99.4207,2005,219.125,136.663,1495302344,5
2005-03-11 00:00:00.000,179.363,175.625,175.75,178.432,5205744,101.4024,2005,219.125,136.663,1495302344,6
2005-03-14 00:00:00.000,182.5,177.5,178.5,181.482,6534032,103.1357,2005,219.125,136.663,1495302344,2
2005-03-15 00:00:00.000,182.75,178.75,181.375,180.333,4146480,102.4827,2005,219.125,136.663,1495302344,3
2005-03-16 00:00:00.000,183.45,180,180,181.508,5473416,103.1505,2005,219.125,136.663,1495302344,4
2005-03-17 00:00:00.000,184.212,180,181,182.62,6805328,103.7824,2005,219.125,136.663,1495302344,5
2005-03-18 00:00:00.000,184.062,178.125,182.375,183.587,6123464,104.3319,2005,219.125,136.663,1495302344,6
2005-03-21 00:00:00.000,184.375,180.575,183.77,182.057,4354120,103.4624,2005,219.125,136.663,1495302344,2
2005-03-22 00:00:00.000,182.137,180.012,181.85,180.445,2684432,102.5464,2005,219.125,136.663,1495302344,3
2005-03-23 00:00:00.000,181,176.67,180,177.658,3439416,100.9625,2005,219.125,136.663,1495302344,4
2005-03-24 00:00:00.000,179.75,172.208,178.75,173.045,5954576,98.341,2005,219.125,136.663,1495302344,5
2005-03-28 00:00:00.000,176.107,173,173.875,174.05,3699728,98.9121,2005,219.125,136.663,1495302344,2
2005-03-29 00:00:00.000,174.75,170.275,174.375,171.363,3053400,97.3851,2005,219.125,136.663,1495302344,3
2005-03-30 00:00:00.000,175,170,171.387,173.82,4115256,98.7814,2005,219.125,136.663,1495302344,4
2005-03-31 00:00:00.000,180.637,174.658,175.562,179.008,6914640,101.7297,2005,219.125,136.663,1495302344,5
2005-04-01 00:00:00.000,182.125,176.75,179.125,181.37,5562672,103.072,2005,219.125,136.663,1495302344,6
2005-04-04 00:00:00.000,182.1,177.913,181.5,178.47,5257360,101.424,2005,219.125,136.663,1495302344,2
2005-04-05 00:00:00.000,180.312,177.012,178.625,178.182,3367832,101.2603,2005,219.125,136.663,1495302344,3
2005-04-06 00:00:00.000,181,178.375,178.375,180.17,1953408,102.39,2005,219.125,136.663,1495302344,4
2005-04-07 00:00:00.000,181.25,177.75,180.125,178.15,2483216,101.2421,2005,219.125,136.663,1495302344,5
2005-04-08 00:00:00.000,179.363,173.758,178.837,174.195,4052280,98.9945,2005,219.125,136.663,1495302344,6
2005-04-11 00:00:00.000,175,170.012,174.625,170.45,2822992,96.8662,2005,219.125,136.663,1495302344,2
2005-04-12 00:00:00.000,174.875,170.625,174.875,172.75,4112696,98.1733,2005,219.125,136.663,1495302344,3
2005-04-13 00:00:00.000,175.875,173.195,174.25,175.2,4638600,99.5656,2005,219.125,136.663,1495302344,4
2005-04-15 00:00:00.000,174.375,164.375,174.375,164.875,9862480,93.698,2005,219.125,136.663,1495302344,6
2005-04-18 00:00:00.000,168.587,161.375,162.5,164.833,6024304,93.6741,2005,219.125,136.663,1495302344,2
2005-04-19 00:00:00.000,168.613,147.262,166.25,151.087,27235152,85.8623,2005,219.125,136.663,1495302344,3
2005-04-20 00:00:00.000,150,136.663,150,139.525,47498256,79.2916,2005,219.125,136.663,1495302344,4
2005-04-21 00:00:00.000,143.5,138.75,140.625,142.8,13252336,81.1528,2005,219.125,136.663,1495302344,5
2005-04-22 00:00:00.000,146.458,142.533,145,145.845,12958672,82.8833,2005,219.125,136.663,1495302344,6
2005-04-25 00:00:00.000,145.988,143.5,145.6,144.62,6880584,82.1871,2005,219.125,136.663,1495302344,2
2005-04-26 00:00:00.000,145.475,141.762,144.625,142.087,5539000,80.7476,2005,219.125,136.663,1495302344,3
2005-04-27 00:00:00.000,142.637,138.875,142.637,139.458,6537368,79.2535,2005,219.125,136.663,1495302344,4
2005-04-28 00:00:00.000,141.25,137.145,139.387,139.35,8728872,79.1922,2005,219.125,136.663,1495302344,5
2005-04-29 00:00:00.000,143.087,139.633,141.1,141.387,11065704,80.3498,2005,219.125,136.663,1495302344,6
2005-05-02 00:00:00.000,147.25,139.762,143.75,141.113,5129600,80.1941,2005,219.125,136.663,1495302344,2
2005-05-03 00:00:00.000,141.875,138.17,141.25,138.575,5503048,78.7518,2005,219.125,136.663,1495302344,3
2005-05-04 00:00:00.000,140.562,138.312,138.312,140.107,4792144,79.6224,2005,219.125,136.663,1495302344,4
2005-05-05 00:00:00.000,143.75,140.695,143.745,142.107,6495064,80.759,2005,219.125,136.663,1495302344,5
2005-05-06 00:00:00.000,146.462,141.52,142.5,145.938,8188664,82.9361,2005,219.125,136.663,1495302344,6
2005-05-09 00:00:00.000,147.783,145.783,146.25,146.908,4739040,83.4874,2005,219.125,136.663,1495302344,2
2005-05-10 00:00:00.000,147.25,143.283,147.25,144.062,7075952,81.87,2005,219.125,136.663,1495302344,3
2005-05-11 00:00:00.000,144.075,142.245,143.5,143.637,3213288,81.6285,2005,219.125,136.663,1495302344,4
2005-05-12 00:00:00.000,145.212,142.895,144.875,143.345,3608944,81.4625,2005,219.125,136.663,1495302344,5
2005-05-13 00:00:00.000,143.875,142.52,143.625,143.575,2388752,81.5933,2005,219.125,136.663,1495302344,6
2005-05-16 00:00:00.000,144.863,142.783,143.125,144.288,5775200,81.9984,2005,219.125,136.663,1495302344,2
2005-05-17 00:00:00.000,145.587,143.05,145.137,143.82,4666576,81.7325,2005,219.125,136.663,1495302344,3
2005-05-18 00:00:00.000,144.25,140.375,144.25,142.837,4588224,81.1739,2005,219.125,136.663,1495302344,4
2005-05-19 00:00:00.000,146.5,144.15,144.182,145.312,3659448,82.5804,2005,219.125,136.663,1495302344,5
2005-05-20 00:00:00.000,146.837,143.4,145.625,146.208,3265616,83.0896,2005,219.125,136.663,1495302344,6
2005-05-23 00:00:00.000,154.363,146.25,146.25,152.975,10362016,86.9352,2005,219.125,136.663,1495302344,2
2005-05-24 00:00:00.000,155.587,150.658,155.587,154.357,6128856,87.7206,2005,219.125,136.663,1495302344,3
2005-05-25 00:00:00.000,158.675,151.875,153.712,157.57,7894472,89.5466,2005,219.125,136.663,1495302344,4
2005-05-26 00:00:00.000,162,156.395,157.25,161.258,9782096,91.6424,2005,219.125,136.663,1495302344,5
2005-05-27 00:00:00.000,162.375,156.908,160.375,158.65,7363480,90.1603,2005,219.125,136.663,1495302344,6
2005-05-30 00:00:00.000,166.633,158,158.65,164.887,17893184,93.7048,2005,219.125,136.663,1495302344,2
2005-05-31 00:00:00.000,167.863,163.195,165,166.783,10365568,94.7823,2005,219.125,136.663,1495302344,3
2005-06-01 00:00:00.000,166.25,162.195,166.25,163.062,7530088,92.6676,2005,219.125,136.663,1495302344,4
2005-06-02 00:00:00.000,163.625,158.137,163.5,158.57,11076624,90.1149,2005,219.125,136.663,1495302344,5
2005-06-03 00:00:00.000,162.087,157.633,158.57,161.645,6548528,91.8624,2005,219.125,136.663,1495302344,6
2005-06-06 00:00:00.000,162.712,158.788,161.875,160.05,5792512,90.9559,2005,219.125,136.663,1495302344,2
2005-06-07 00:00:00.000,161.1,158.633,161.1,159.708,3698192,90.7616,2005,219.125,136.663,1495302344,3
2005-06-08 00:00:00.000,162,159.512,160,161.512,4832512,91.7868,2005,219.125,136.663,1495302344,4
2005-06-09 00:00:00.000,162.375,158.92,161.75,159.663,3598336,90.736,2005,219.125,136.663,1495302344,5
2005-06-10 00:00:00.000,162.5,157.637,160,158.27,6642624,89.9444,2005,219.125,136.663,1495302344,6
2005-06-13 00:00:00.000,160.375,157.525,159.375,158.958,2590032,90.3353,2005,219.125,136.663,1495302344,2
2005-06-14 00:00:00.000,159.988,157.525,159.625,158.258,3452384,89.9376,2005,219.125,136.663,1495302344,3
2005-06-15 00:00:00.000,159.738,158.288,158.72,159.02,2791072,90.3706,2005,219.125,136.663,1495302344,4
2005-06-16 00:00:00.000,160.988,158.107,159.725,159.712,4593552,90.7639,2005,219.125,136.663,1495302344,5
2005-06-17 00:00:00.000,160.807,157.887,160.337,158.458,3067992,90.0512,2005,219.125,136.663,1495302344,6
2005-06-20 00:00:00.000,162.745,158.788,159.375,161.988,6412672,92.0573,2005,219.125,136.663,1495302344,2
2005-06-21 00:00:00.000,164.05,160.413,162.5,163.137,10463544,92.7103,2005,219.125,136.663,1495302344,3
2005-06-22 00:00:00.000,167.375,163.625,163.625,166.67,11537376,94.7181,2005,219.125,136.663,1495302344,4
2005-06-23 00:00:00.000,167.22,163.125,166.25,163.425,3676944,92.8739,2005,219.125,136.663,1495302344,5
2005-06-24 00:00:00.000,167.288,161.875,162.5,165.72,6021320,94.1782,2005,219.125,136.663,1495302344,6
2005-06-27 00:00:00.000,166.625,163.5,164.962,164.557,3548128,93.5173,2005,219.125,136.663,1495302344,2
2005-06-28 00:00:00.000,166,164.258,164.75,165.445,5776112,94.0219,2005,219.125,136.663,1495302344,3
2005-06-29 00:00:00.000,169.745,165.27,165.625,166.57,6446640,94.6612,2005,219.125,136.663,1495302344,4
2005-06-30 00:00:00.000,170.625,167.35,167.35,169.762,7189000,96.4752,2005,219.125,136.663,1495302344,5
2005-07-01 00:00:00.000,169.587,167.545,168.75,169.05,4820568,96.0706,2005,219.125,136.663,1495302344,6
2005-07-04 00:00:00.000,171.488,166.375,169.85,169.883,3951648,96.544,2005,219.125,136.663,1495302344,2
2005-07-05 00:00:00.000,171.22,164.075,171.22,165.025,5187376,93.7832,2005,219.125,136.663,1495302344,3
2005-07-06 00:00:00.000,166.575,164.52,165.75,165.387,3057216,96.9257,2005,219.125,136.663,1495302344,4
2005-07-07 00:00:00.000,167.5,162.908,165.387,163.708,3488888,95.9417,2005,219.125,136.663,1495302344,5
2005-07-08 00:00:00.000,166.175,161.695,163.825,163.887,6088000,96.0466,2005,219.125,136.663,1495302344,6
2005-07-11 00:00:00.000,166.25,163.887,163.887,165.758,3791264,97.1431,2005,219.125,136.663,1495302344,2
2005-07-12 00:00:00.000,165.125,159.038,164.825,160.738,6150600,94.2011,2005,219.125,136.663,1495302344,3
2005-07-13 00:00:00.000,162.5,158.375,160.625,158.845,6469840,93.0917,2005,219.125,136.663,1495302344,4
2005-07-14 00:00:00.000,160.962,152.045,159.833,153.125,8860408,89.7394,2005,219.125,136.663,1495302344,5
2005-07-15 00:00:00.000,157.738,151.883,153.875,156.057,9341720,91.4578,2005,219.125,136.663,1495302344,6
2005-07-18 00:00:00.000,184.875,156.5,156.5,165.275,14475608,96.86,2005,219.125,136.663,1495302344,2
2005-07-19 00:00:00.000,169.75,157.5,168.55,164.895,4677744,96.6373,2005,219.125,136.663,1495302344,3
2005-07-20 00:00:00.000,166.875,163.145,166.875,163.533,3494304,95.8391,2005,219.125,136.663,1495302344,4
2005-07-21 00:00:00.000,165.125,160,165.125,161.288,4198984,94.5234,2005,219.125,136.663,1495302344,5
2005-07-22 00:00:00.000,162.232,158.8,160.625,161.745,5179296,94.7912,2005,219.125,136.663,1495302344,6
2005-07-25 00:00:00.000,162.795,159.4,162.075,160.545,5433024,94.088,2005,219.125,136.663,1495302344,2
2005-07-26 00:00:00.000,161.5,157.5,160.732,158.158,5229680,92.689,2005,219.125,136.663,1495302344,3
2005-07-27 00:00:00.000,161,158.125,158.125,160.562,2597408,94.0979,2005,219.125,136.663,1495302344,4
2005-07-29 00:00:00.000,161.25,157.75,159.375,158.6,8358552,92.9481,2005,219.125,136.663,1495302344,6
2005-08-01 00:00:00.000,159.375,155.333,158.375,156.525,5430792,91.732,2005,219.125,136.663,1495302344,2
2005-08-02 00:00:00.000,162.25,157.25,161.5,161.288,4821520,94.5234,2005,219.125,136.663,1495302344,3
2005-08-03 00:00:00.000,163.425,160.375,162.188,162.595,7274320,95.2894,2005,219.125,136.663,1495302344,4
2005-08-04 00:00:00.000,164.975,161,163.125,161.908,6346936,94.8867,2005,219.125,136.663,1495302344,5
2005-08-05 00:00:00.000,163.5,159.65,162.5,160.675,3162848,94.1642,2005,219.125,136.663,1495302344,6
2005-08-08 00:00:00.000,161.25,158.408,161.25,160.383,4109360,93.993,2005,219.125,136.663,1495302344,2
2005-08-09 00:00:00.000,160.875,158,159.375,160.55,4743752,94.0909,2005,219.125,136.663,1495302344,3
2005-08-10 00:00:00.000,164.583,160.708,160.708,164.133,6958080,96.1907,2005,219.125,136.663,1495302344,4
2005-08-11 00:00:00.000,166.125,163.325,164.583,164.107,3645312,96.1755,2005,219.125,136.663,1495302344,5
