Date,DateAsInteger,Year,Month,Quarter
2021-09-09 00:00:00.000,"20210909",2021,9,3
2021-09-10 00:00:00.000,"20210910",2021,9,3
2021-09-11 00:00:00.000,"20210911",2021,9,3
2021-09-12 00:00:00.000,"20210912",2021,9,3
2021-09-13 00:00:00.000,"20210913",2021,9,3
2021-09-14 00:00:00.000,"20210914",2021,9,3
2021-09-15 00:00:00.000,"20210915",2021,9,3
2021-09-16 00:00:00.000,"20210916",2021,9,3
2021-09-17 00:00:00.000,"20210917",2021,9,3
2021-09-18 00:00:00.000,"20210918",2021,9,3
2021-09-19 00:00:00.000,"20210919",2021,9,3
2021-09-20 00:00:00.000,"20210920",2021,9,3
2021-09-21 00:00:00.000,"20210921",2021,9,3
2021-09-22 00:00:00.000,"20210922",2021,9,3
2021-09-23 00:00:00.000,"20210923",2021,9,3
2021-09-24 00:00:00.000,"20210924",2021,9,3
2021-09-25 00:00:00.000,"20210925",2021,9,3
2021-09-26 00:00:00.000,"20210926",2021,9,3
2021-09-27 00:00:00.000,"20210927",2021,9,3
2021-09-28 00:00:00.000,"20210928",2021,9,3
2021-09-29 00:00:00.000,"20210929",2021,9,3
2021-09-30 00:00:00.000,"20210930",2021,9,3
2020-10-01 00:00:00.000,"20201001",2020,10,4
2020-10-02 00:00:00.000,"20201002",2020,10,4
2020-10-03 00:00:00.000,"20201003",2020,10,4
2020-10-04 00:00:00.000,"20201004",2020,10,4
2020-10-05 00:00:00.000,"20201005",2020,10,4
2020-10-06 00:00:00.000,"20201006",2020,10,4
2020-10-07 00:00:00.000,"20201007",2020,10,4
2020-10-08 00:00:00.000,"20201008",2020,10,4
2020-10-09 00:00:00.000,"20201009",2020,10,4
2020-10-10 00:00:00.000,"20201010",2020,10,4
2020-10-11 00:00:00.000,"20201011",2020,10,4
2020-10-12 00:00:00.000,"20201012",2020,10,4
2020-10-13 00:00:00.000,"20201013",2020,10,4
2020-10-14 00:00:00.000,"20201014",2020,10,4
2020-10-15 00:00:00.000,"20201015",2020,10,4
2020-10-16 00:00:00.000,"20201016",2020,10,4
2020-10-17 00:00:00.000,"20201017",2020,10,4
2020-10-18 00:00:00.000,"20201018",2020,10,4
2020-10-19 00:00:00.000,"20201019",2020,10,4
2020-10-20 00:00:00.000,"20201020",2020,10,4
2020-10-21 00:00:00.000,"20201021",2020,10,4
2020-10-22 00:00:00.000,"20201022",2020,10,4
2020-10-23 00:00:00.000,"20201023",2020,10,4
2020-10-24 00:00:00.000,"20201024",2020,10,4
2020-10-25 00:00:00.000,"20201025",2020,10,4
2020-10-26 00:00:00.000,"20201026",2020,10,4
2020-10-27 00:00:00.000,"20201027",2020,10,4
2020-10-28 00:00:00.000,"20201028",2020,10,4
2020-10-29 00:00:00.000,"20201029",2020,10,4
2020-10-30 00:00:00.000,"20201030",2020,10,4
2020-10-31 00:00:00.000,"20201031",2020,10,4
2020-11-01 00:00:00.000,"20201101",2020,11,4
2020-11-02 00:00:00.000,"20201102",2020,11,4
2020-11-03 00:00:00.000,"20201103",2020,11,4
2020-11-04 00:00:00.000,"20201104",2020,11,4
2020-11-05 00:00:00.000,"20201105",2020,11,4
2020-11-06 00:00:00.000,"20201106",2020,11,4
2020-11-07 00:00:00.000,"20201107",2020,11,4
2020-11-08 00:00:00.000,"20201108",2020,11,4
2020-11-09 00:00:00.000,"20201109",2020,11,4
2020-11-10 00:00:00.000,"20201110",2020,11,4
2020-11-11 00:00:00.000,"20201111",2020,11,4
2020-11-12 00:00:00.000,"20201112",2020,11,4
2020-11-13 00:00:00.000,"20201113",2020,11,4
2020-11-14 00:00:00.000,"20201114",2020,11,4
2020-11-15 00:00:00.000,"20201115",2020,11,4
2020-11-16 00:00:00.000,"20201116",2020,11,4
2020-11-17 00:00:00.000,"20201117",2020,11,4
2020-11-18 00:00:00.000,"20201118",2020,11,4
2020-11-19 00:00:00.000,"20201119",2020,11,4
2020-11-20 00:00:00.000,"20201120",2020,11,4
2020-11-21 00:00:00.000,"20201121",2020,11,4
2020-11-22 00:00:00.000,"20201122",2020,11,4
2020-11-23 00:00:00.000,"20201123",2020,11,4
2020-11-24 00:00:00.000,"20201124",2020,11,4
2020-11-25 00:00:00.000,"20201125",2020,11,4
2020-11-26 00:00:00.000,"20201126",2020,11,4
2020-11-27 00:00:00.000,"20201127",2020,11,4
2020-11-28 00:00:00.000,"20201128",2020,11,4
2020-11-29 00:00:00.000,"20201129",2020,11,4
2020-11-30 00:00:00.000,"20201130",2020,11,4
2020-12-01 00:00:00.000,"20201201",2020,12,4
2020-12-02 00:00:00.000,"20201202",2020,12,4
2020-12-03 00:00:00.000,"20201203",2020,12,4
2020-12-04 00:00:00.000,"20201204",2020,12,4
2020-12-05 00:00:00.000,"20201205",2020,12,4
2020-12-06 00:00:00.000,"20201206",2020,12,4
2020-12-07 00:00:00.000,"20201207",2020,12,4
2020-12-08 00:00:00.000,"20201208",2020,12,4
2020-12-09 00:00:00.000,"20201209",2020,12,4
2020-12-10 00:00:00.000,"20201210",2020,12,4
2020-12-11 00:00:00.000,"20201211",2020,12,4
2020-12-12 00:00:00.000,"20201212",2020,12,4
2020-12-13 00:00:00.000,"20201213",2020,12,4
2020-12-14 00:00:00.000,"20201214",2020,12,4
2020-12-15 00:00:00.000,"20201215",2020,12,4
2020-12-16 00:00:00.000,"20201216",2020,12,4
2020-12-17 00:00:00.000,"20201217",2020,12,4
2020-12-18 00:00:00.000,"20201218",2020,12,4
2020-12-19 00:00:00.000,"20201219",2020,12,4
2020-12-20 00:00:00.000,"20201220",2020,12,4
2020-12-21 00:00:00.000,"20201221",2020,12,4
2020-12-22 00:00:00.000,"20201222",2020,12,4
2020-12-23 00:00:00.000,"20201223",2020,12,4
2020-12-24 00:00:00.000,"20201224",2020,12,4
2020-12-25 00:00:00.000,"20201225",2020,12,4
2020-12-26 00:00:00.000,"20201226",2020,12,4
2020-12-27 00:00:00.000,"20201227",2020,12,4
2020-12-28 00:00:00.000,"20201228",2020,12,4
2020-12-29 00:00:00.000,"20201229",2020,12,4
2020-12-30 00:00:00.000,"20201230",2020,12,4
2020-12-31 00:00:00.000,"20201231",2020,12,4
2021-10-01 00:00:00.000,"20211001",2021,10,4
2021-10-02 00:00:00.000,"20211002",2021,10,4
2021-10-03 00:00:00.000,"20211003",2021,10,4
2021-10-04 00:00:00.000,"20211004",2021,10,4
2021-10-05 00:00:00.000,"20211005",2021,10,4
2021-10-06 00:00:00.000,"20211006",2021,10,4
2021-10-07 00:00:00.000,"20211007",2021,10,4
2021-10-08 00:00:00.000,"20211008",2021,10,4
2021-10-09 00:00:00.000,"20211009",2021,10,4
2021-10-10 00:00:00.000,"20211010",2021,10,4
2021-10-11 00:00:00.000,"20211011",2021,10,4
2021-10-12 00:00:00.000,"20211012",2021,10,4
2021-10-13 00:00:00.000,"20211013",2021,10,4
2021-10-14 00:00:00.000,"20211014",2021,10,4
2021-10-15 00:00:00.000,"20211015",2021,10,4
2021-10-16 00:00:00.000,"20211016",2021,10,4
2021-10-17 00:00:00.000,"20211017",2021,10,4
2021-10-18 00:00:00.000,"20211018",2021,10,4
2021-10-19 00:00:00.000,"20211019",2021,10,4
2021-10-20 00:00:00.000,"20211020",2021,10,4
2021-10-21 00:00:00.000,"20211021",2021,10,4
2021-10-22 00:00:00.000,"20211022",2021,10,4
2021-10-23 00:00:00.000,"20211023",2021,10,4
2021-10-24 00:00:00.000,"20211024",2021,10,4
2021-10-25 00:00:00.000,"20211025",2021,10,4
2021-10-26 00:00:00.000,"20211026",2021,10,4
2021-10-27 00:00:00.000,"20211027",2021,10,4
2021-10-28 00:00:00.000,"20211028",2021,10,4
2021-10-29 00:00:00.000,"20211029",2021,10,4
2021-10-30 00:00:00.000,"20211030",2021,10,4
2021-10-31 00:00:00.000,"20211031",2021,10,4
2021-11-01 00:00:00.000,"20211101",2021,11,4
2021-11-02 00:00:00.000,"20211102",2021,11,4
2021-11-03 00:00:00.000,"20211103",2021,11,4
2021-11-04 00:00:00.000,"20211104",2021,11,4
2021-11-05 00:00:00.000,"20211105",2021,11,4
2021-11-06 00:00:00.000,"20211106",2021,11,4
2021-11-07 00:00:00.000,"20211107",2021,11,4
2021-11-08 00:00:00.000,"20211108",2021,11,4
2021-11-09 00:00:00.000,"20211109",2021,11,4
2021-11-10 00:00:00.000,"20211110",2021,11,4
2021-11-11 00:00:00.000,"20211111",2021,11,4
2021-11-12 00:00:00.000,"20211112",2021,11,4
2021-11-13 00:00:00.000,"20211113",2021,11,4
2021-11-14 00:00:00.000,"20211114",2021,11,4
2021-11-15 00:00:00.000,"20211115",2021,11,4
2021-11-16 00:00:00.000,"20211116",2021,11,4
2021-11-17 00:00:00.000,"20211117",2021,11,4
2021-11-18 00:00:00.000,"20211118",2021,11,4
2021-11-19 00:00:00.000,"20211119",2021,11,4
2021-11-20 00:00:00.000,"20211120",2021,11,4
2021-11-21 00:00:00.000,"20211121",2021,11,4
2021-11-22 00:00:00.000,"20211122",2021,11,4
2021-11-23 00:00:00.000,"20211123",2021,11,4
2021-11-24 00:00:00.000,"20211124",2021,11,4
2021-11-25 00:00:00.000,"20211125",2021,11,4
2021-11-26 00:00:00.000,"20211126",2021,11,4
2021-11-27 00:00:00.000,"20211127",2021,11,4
2021-11-28 00:00:00.000,"20211128",2021,11,4
2021-11-29 00:00:00.000,"20211129",2021,11,4
2021-11-30 00:00:00.000,"20211130",2021,11,4
2021-12-01 00:00:00.000,"20211201",2021,12,4
2021-12-02 00:00:00.000,"20211202",2021,12,4
2021-12-03 00:00:00.000,"20211203",2021,12,4
2021-12-04 00:00:00.000,"20211204",2021,12,4
2021-12-05 00:00:00.000,"20211205",2021,12,4
2021-12-06 00:00:00.000,"20211206",2021,12,4
2021-12-07 00:00:00.000,"20211207",2021,12,4
2021-12-08 00:00:00.000,"20211208",2021,12,4
2021-12-09 00:00:00.000,"20211209",2021,12,4
2021-12-10 00:00:00.000,"20211210",2021,12,4
2021-12-11 00:00:00.000,"20211211",2021,12,4
2021-12-12 00:00:00.000,"20211212",2021,12,4
2021-12-13 00:00:00.000,"20211213",2021,12,4
2021-12-14 00:00:00.000,"20211214",2021,12,4
2021-12-15 00:00:00.000,"20211215",2021,12,4
2021-12-16 00:00:00.000,"20211216",2021,12,4
2021-12-17 00:00:00.000,"20211217",2021,12,4
2021-12-18 00:00:00.000,"20211218",2021,12,4
2021-12-19 00:00:00.000,"20211219",2021,12,4
2021-12-20 00:00:00.000,"20211220",2021,12,4
2021-12-21 00:00:00.000,"20211221",2021,12,4
2021-12-22 00:00:00.000,"20211222",2021,12,4
2021-12-23 00:00:00.000,"20211223",2021,12,4
2021-12-24 00:00:00.000,"20211224",2021,12,4
2021-12-25 00:00:00.000,"20211225",2021,12,4
2021-12-26 00:00:00.000,"20211226",2021,12,4
2021-12-27 00:00:00.000,"20211227",2021,12,4
2021-12-28 00:00:00.000,"20211228",2021,12,4
2021-12-29 00:00:00.000,"20211229",2021,12,4
2021-12-30 00:00:00.000,"20211230",2021,12,4
2021-12-31 00:00:00.000,"20211231",2021,12,4
2020-01-01 00:00:00.000,"20200101",2020,1,1
2020-01-02 00:00:00.000,"20200102",2020,1,1
2020-01-03 00:00:00.000,"20200103",2020,1,1
2020-01-04 00:00:00.000,"20200104",2020,1,1
2020-01-05 00:00:00.000,"20200105",2020,1,1
2020-01-06 00:00:00.000,"20200106",2020,1,1
2020-01-07 00:00:00.000,"20200107",2020,1,1
2020-01-08 00:00:00.000,"20200108",2020,1,1
2020-01-09 00:00:00.000,"20200109",2020,1,1
2020-01-10 00:00:00.000,"20200110",2020,1,1
2020-01-11 00:00:00.000,"20200111",2020,1,1
2020-01-12 00:00:00.000,"20200112",2020,1,1
2020-01-13 00:00:00.000,"20200113",2020,1,1
2020-01-14 00:00:00.000,"20200114",2020,1,1
2020-01-15 00:00:00.000,"20200115",2020,1,1
2020-01-16 00:00:00.000,"20200116",2020,1,1
2020-01-17 00:00:00.000,"20200117",2020,1,1
2020-01-18 00:00:00.000,"20200118",2020,1,1
2020-01-19 00:00:00.000,"20200119",2020,1,1
2020-01-20 00:00:00.000,"20200120",2020,1,1
2020-01-21 00:00:00.000,"20200121",2020,1,1
2020-01-22 00:00:00.000,"20200122",2020,1,1
2020-01-23 00:00:00.000,"20200123",2020,1,1
2020-01-24 00:00:00.000,"20200124",2020,1,1
2020-01-25 00:00:00.000,"20200125",2020,1,1
2020-01-26 00:00:00.000,"20200126",2020,1,1
2020-01-27 00:00:00.000,"20200127",2020,1,1
2020-01-28 00:00:00.000,"20200128",2020,1,1
2020-01-29 00:00:00.000,"20200129",2020,1,1
2020-01-30 00:00:00.000,"20200130",2020,1,1
2020-01-31 00:00:00.000,"20200131",2020,1,1
2020-02-01 00:00:00.000,"20200201",2020,2,1
2020-02-02 00:00:00.000,"20200202",2020,2,1
2020-02-03 00:00:00.000,"20200203",2020,2,1
2020-02-04 00:00:00.000,"20200204",2020,2,1
2020-02-05 00:00:00.000,"20200205",2020,2,1
2020-02-06 00:00:00.000,"20200206",2020,2,1
2020-02-07 00:00:00.000,"20200207",2020,2,1
2020-02-08 00:00:00.000,"20200208",2020,2,1
2020-02-09 00:00:00.000,"20200209",2020,2,1
2020-02-10 00:00:00.000,"20200210",2020,2,1
2020-02-11 00:00:00.000,"20200211",2020,2,1
2020-02-12 00:00:00.000,"20200212",2020,2,1
2020-02-13 00:00:00.000,"20200213",2020,2,1
2020-02-14 00:00:00.000,"20200214",2020,2,1
2020-02-15 00:00:00.000,"20200215",2020,2,1
2020-02-16 00:00:00.000,"20200216",2020,2,1
2020-02-17 00:00:00.000,"20200217",2020,2,1
2020-02-18 00:00:00.000,"20200218",2020,2,1
2020-02-19 00:00:00.000,"20200219",2020,2,1
2020-02-20 00:00:00.000,"20200220",2020,2,1
2020-02-21 00:00:00.000,"20200221",2020,2,1
2020-02-22 00:00:00.000,"20200222",2020,2,1
2020-02-23 00:00:00.000,"20200223",2020,2,1
2020-02-24 00:00:00.000,"20200224",2020,2,1
2020-02-25 00:00:00.000,"20200225",2020,2,1
2020-02-26 00:00:00.000,"20200226",2020,2,1
2020-02-27 00:00:00.000,"20200227",2020,2,1
2020-02-28 00:00:00.000,"20200228",2020,2,1
2020-02-29 00:00:00.000,"20200229",2020,2,1
2020-03-01 00:00:00.000,"20200301",2020,3,1
2020-03-02 00:00:00.000,"20200302",2020,3,1
2020-03-03 00:00:00.000,"20200303",2020,3,1
2020-03-04 00:00:00.000,"20200304",2020,3,1
2020-03-05 00:00:00.000,"20200305",2020,3,1
2020-03-06 00:00:00.000,"20200306",2020,3,1
2020-03-07 00:00:00.000,"20200307",2020,3,1
2020-03-08 00:00:00.000,"20200308",2020,3,1
2020-03-09 00:00:00.000,"20200309",2020,3,1
2020-03-10 00:00:00.000,"20200310",2020,3,1
2020-03-11 00:00:00.000,"20200311",2020,3,1
2020-03-12 00:00:00.000,"20200312",2020,3,1
2020-03-13 00:00:00.000,"20200313",2020,3,1
2020-03-14 00:00:00.000,"20200314",2020,3,1
2020-03-15 00:00:00.000,"20200315",2020,3,1
2020-03-16 00:00:00.000,"20200316",2020,3,1
2020-03-17 00:00:00.000,"20200317",2020,3,1
2020-03-18 00:00:00.000,"20200318",2020,3,1
2020-03-19 00:00:00.000,"20200319",2020,3,1
2020-03-20 00:00:00.000,"20200320",2020,3,1
2020-03-21 00:00:00.000,"20200321",2020,3,1
2020-03-22 00:00:00.000,"20200322",2020,3,1
2020-03-23 00:00:00.000,"20200323",2020,3,1
2020-03-24 00:00:00.000,"20200324",2020,3,1
2020-03-25 00:00:00.000,"20200325",2020,3,1
2020-03-26 00:00:00.000,"20200326",2020,3,1
2020-03-27 00:00:00.000,"20200327",2020,3,1
2020-03-28 00:00:00.000,"20200328",2020,3,1
2020-03-29 00:00:00.000,"20200329",2020,3,1
2020-03-30 00:00:00.000,"20200330",2020,3,1
2020-03-31 00:00:00.000,"20200331",2020,3,1
2021-01-01 00:00:00.000,"20210101",2021,1,1
2021-01-02 00:00:00.000,"20210102",2021,1,1
2021-01-03 00:00:00.000,"20210103",2021,1,1
2021-01-04 00:00:00.000,"20210104",2021,1,1
2021-01-05 00:00:00.000,"20210105",2021,1,1
2021-01-06 00:00:00.000,"20210106",2021,1,1
2021-01-07 00:00:00.000,"20210107",2021,1,1
2021-01-08 00:00:00.000,"20210108",2021,1,1
2021-01-09 00:00:00.000,"20210109",2021,1,1
2021-01-10 00:00:00.000,"20210110",2021,1,1
2021-01-11 00:00:00.000,"20210111",2021,1,1
2021-01-12 00:00:00.000,"20210112",2021,1,1
2021-01-13 00:00:00.000,"20210113",2021,1,1
2021-01-14 00:00:00.000,"20210114",2021,1,1
2021-01-15 00:00:00.000,"20210115",2021,1,1
2021-01-16 00:00:00.000,"20210116",2021,1,1
2021-01-17 00:00:00.000,"20210117",2021,1,1
2021-01-18 00:00:00.000,"20210118",2021,1,1
2021-01-19 00:00:00.000,"20210119",2021,1,1
2021-01-20 00:00:00.000,"20210120",2021,1,1
2021-01-21 00:00:00.000,"20210121",2021,1,1
2021-01-22 00:00:00.000,"20210122",2021,1,1
2021-01-23 00:00:00.000,"20210123",2021,1,1
2021-01-24 00:00:00.000,"20210124",2021,1,1
2021-01-25 00:00:00.000,"20210125",2021,1,1
2021-01-26 00:00:00.000,"20210126",2021,1,1
2021-01-27 00:00:00.000,"20210127",2021,1,1
2021-01-28 00:00:00.000,"20210128",2021,1,1
2021-01-29 00:00:00.000,"20210129",2021,1,1
2021-01-30 00:00:00.000,"20210130",2021,1,1
2021-01-31 00:00:00.000,"20210131",2021,1,1
2021-02-01 00:00:00.000,"20210201",2021,2,1
2021-02-02 00:00:00.000,"20210202",2021,2,1
2021-02-03 00:00:00.000,"20210203",2021,2,1
2021-02-04 00:00:00.000,"20210204",2021,2,1
2021-02-05 00:00:00.000,"20210205",2021,2,1
2021-02-06 00:00:00.000,"20210206",2021,2,1
2021-02-07 00:00:00.000,"20210207",2021,2,1
2021-02-08 00:00:00.000,"20210208",2021,2,1
2021-02-09 00:00:00.000,"20210209",2021,2,1
2021-02-10 00:00:00.000,"20210210",2021,2,1
2021-02-11 00:00:00.000,"20210211",2021,2,1
2021-02-12 00:00:00.000,"20210212",2021,2,1
2021-02-13 00:00:00.000,"20210213",2021,2,1
2021-02-14 00:00:00.000,"20210214",2021,2,1
2021-02-15 00:00:00.000,"20210215",2021,2,1
2021-02-16 00:00:00.000,"20210216",2021,2,1
2021-02-17 00:00:00.000,"20210217",2021,2,1
2021-02-18 00:00:00.000,"20210218",2021,2,1
2021-02-19 00:00:00.000,"20210219",2021,2,1
2021-02-20 00:00:00.000,"20210220",2021,2,1
2021-02-21 00:00:00.000,"20210221",2021,2,1
2021-02-22 00:00:00.000,"20210222",2021,2,1
2021-02-23 00:00:00.000,"20210223",2021,2,1
2021-02-24 00:00:00.000,"20210224",2021,2,1
2021-02-25 00:00:00.000,"20210225",2021,2,1
2021-02-26 00:00:00.000,"20210226",2021,2,1
