Date,day,month,year,day index,week index,month index,year index
2021-03-04 00:00:00.000,4,3,2021,-534,-76,-17,-1
2021-03-05 00:00:00.000,5,3,2021,-533,-76,-17,-1
2021-03-06 00:00:00.000,6,3,2021,-532,-76,-17,-1
2021-03-07 00:00:00.000,7,3,2021,-531,-76,-17,-1
2021-03-08 00:00:00.000,8,3,2021,-530,-75,-17,-1
2021-03-09 00:00:00.000,9,3,2021,-529,-75,-17,-1
2021-03-10 00:00:00.000,10,3,2021,-528,-75,-17,-1
2021-03-11 00:00:00.000,11,3,2021,-527,-75,-17,-1
2021-03-12 00:00:00.000,12,3,2021,-526,-75,-17,-1
2021-03-13 00:00:00.000,13,3,2021,-525,-75,-17,-1
2021-03-14 00:00:00.000,14,3,2021,-524,-75,-17,-1
2021-03-15 00:00:00.000,15,3,2021,-523,-74,-17,-1
2021-03-16 00:00:00.000,16,3,2021,-522,-74,-17,-1
2021-03-17 00:00:00.000,17,3,2021,-521,-74,-17,-1
2021-03-18 00:00:00.000,18,3,2021,-520,-74,-17,-1
2021-03-19 00:00:00.000,19,3,2021,-519,-74,-17,-1
2021-03-20 00:00:00.000,20,3,2021,-518,-74,-17,-1
2021-03-21 00:00:00.000,21,3,2021,-517,-74,-17,-1
2021-03-22 00:00:00.000,22,3,2021,-516,-73,-17,-1
2021-03-23 00:00:00.000,23,3,2021,-515,-73,-17,-1
2021-03-24 00:00:00.000,24,3,2021,-514,-73,-17,-1
2021-03-25 00:00:00.000,25,3,2021,-513,-73,-17,-1
2021-03-26 00:00:00.000,26,3,2021,-512,-73,-17,-1
2021-03-27 00:00:00.000,27,3,2021,-511,-73,-17,-1
2021-03-28 00:00:00.000,28,3,2021,-510,-73,-17,-1
2021-03-29 00:00:00.000,29,3,2021,-509,-72,-17,-1
2021-03-30 00:00:00.000,30,3,2021,-508,-72,-17,-1
2021-03-31 00:00:00.000,31,3,2021,-507,-72,-17,-1
2021-04-01 00:00:00.000,1,4,2021,-506,-72,-16,-1
2021-04-02 00:00:00.000,2,4,2021,-505,-72,-16,-1
2021-04-03 00:00:00.000,3,4,2021,-504,-72,-16,-1
2021-04-04 00:00:00.000,4,4,2021,-503,-72,-16,-1
2021-04-05 00:00:00.000,5,4,2021,-502,-71,-16,-1
2021-04-06 00:00:00.000,6,4,2021,-501,-71,-16,-1
2021-04-07 00:00:00.000,7,4,2021,-500,-71,-16,-1
2021-04-08 00:00:00.000,8,4,2021,-499,-71,-16,-1
2021-04-09 00:00:00.000,9,4,2021,-498,-71,-16,-1
2021-04-10 00:00:00.000,10,4,2021,-497,-71,-16,-1
2021-04-11 00:00:00.000,11,4,2021,-496,-71,-16,-1
2021-04-12 00:00:00.000,12,4,2021,-495,-70,-16,-1
2021-04-13 00:00:00.000,13,4,2021,-494,-70,-16,-1
2021-04-14 00:00:00.000,14,4,2021,-493,-70,-16,-1
2021-04-15 00:00:00.000,15,4,2021,-492,-70,-16,-1
2021-04-16 00:00:00.000,16,4,2021,-491,-70,-16,-1
2021-04-17 00:00:00.000,17,4,2021,-490,-70,-16,-1
2021-04-18 00:00:00.000,18,4,2021,-489,-70,-16,-1
2021-04-19 00:00:00.000,19,4,2021,-488,-69,-16,-1
2021-04-20 00:00:00.000,20,4,2021,-487,-69,-16,-1
2021-04-21 00:00:00.000,21,4,2021,-486,-69,-16,-1
2021-04-22 00:00:00.000,22,4,2021,-485,-69,-16,-1
2021-04-23 00:00:00.000,23,4,2021,-484,-69,-16,-1
2021-04-24 00:00:00.000,24,4,2021,-483,-69,-16,-1
2021-04-25 00:00:00.000,25,4,2021,-482,-69,-16,-1
2021-04-26 00:00:00.000,26,4,2021,-481,-68,-16,-1
2021-04-27 00:00:00.000,27,4,2021,-480,-68,-16,-1
2021-04-28 00:00:00.000,28,4,2021,-479,-68,-16,-1
2021-04-29 00:00:00.000,29,4,2021,-478,-68,-16,-1
2021-04-30 00:00:00.000,30,4,2021,-477,-68,-16,-1
2021-05-01 00:00:00.000,1,5,2021,-476,-68,-15,-1
2021-05-02 00:00:00.000,2,5,2021,-475,-68,-15,-1
2021-05-03 00:00:00.000,3,5,2021,-474,-67,-15,-1
2021-05-04 00:00:00.000,4,5,2021,-473,-67,-15,-1
2021-05-05 00:00:00.000,5,5,2021,-472,-67,-15,-1
2021-05-06 00:00:00.000,6,5,2021,-471,-67,-15,-1
2021-05-07 00:00:00.000,7,5,2021,-470,-67,-15,-1
2021-05-08 00:00:00.000,8,5,2021,-469,-67,-15,-1
2021-05-09 00:00:00.000,9,5,2021,-468,-67,-15,-1
2021-05-10 00:00:00.000,10,5,2021,-467,-66,-15,-1
2021-05-11 00:00:00.000,11,5,2021,-466,-66,-15,-1
2021-05-12 00:00:00.000,12,5,2021,-465,-66,-15,-1
2021-05-13 00:00:00.000,13,5,2021,-464,-66,-15,-1
2021-05-14 00:00:00.000,14,5,2021,-463,-66,-15,-1
2021-05-15 00:00:00.000,15,5,2021,-462,-66,-15,-1
2021-05-16 00:00:00.000,16,5,2021,-461,-66,-15,-1
2021-05-17 00:00:00.000,17,5,2021,-460,-65,-15,-1
2021-05-18 00:00:00.000,18,5,2021,-459,-65,-15,-1
2021-05-19 00:00:00.000,19,5,2021,-458,-65,-15,-1
2021-05-20 00:00:00.000,20,5,2021,-457,-65,-15,-1
2021-05-21 00:00:00.000,21,5,2021,-456,-65,-15,-1
2021-05-22 00:00:00.000,22,5,2021,-455,-65,-15,-1
2021-05-23 00:00:00.000,23,5,2021,-454,-65,-15,-1
2021-05-24 00:00:00.000,24,5,2021,-453,-64,-15,-1
2021-05-25 00:00:00.000,25,5,2021,-452,-64,-15,-1
2021-05-26 00:00:00.000,26,5,2021,-451,-64,-15,-1
2021-05-27 00:00:00.000,27,5,2021,-450,-64,-15,-1
2021-05-28 00:00:00.000,28,5,2021,-449,-64,-15,-1
2021-05-29 00:00:00.000,29,5,2021,-448,-64,-15,-1
2021-05-30 00:00:00.000,30,5,2021,-447,-64,-15,-1
2021-05-31 00:00:00.000,31,5,2021,-446,-63,-15,-1
2021-06-01 00:00:00.000,1,6,2021,-445,-63,-14,-1
2021-06-02 00:00:00.000,2,6,2021,-444,-63,-14,-1
2021-06-03 00:00:00.000,3,6,2021,-443,-63,-14,-1
2021-06-04 00:00:00.000,4,6,2021,-442,-63,-14,-1
2021-06-05 00:00:00.000,5,6,2021,-441,-63,-14,-1
2021-06-06 00:00:00.000,6,6,2021,-440,-63,-14,-1
2021-06-07 00:00:00.000,7,6,2021,-439,-62,-14,-1
2021-06-08 00:00:00.000,8,6,2021,-438,-62,-14,-1
2021-06-09 00:00:00.000,9,6,2021,-437,-62,-14,-1
2021-06-10 00:00:00.000,10,6,2021,-436,-62,-14,-1
2021-06-11 00:00:00.000,11,6,2021,-435,-62,-14,-1
2021-06-12 00:00:00.000,12,6,2021,-434,-62,-14,-1
2021-06-13 00:00:00.000,13,6,2021,-433,-62,-14,-1
2021-06-14 00:00:00.000,14,6,2021,-432,-61,-14,-1
2021-06-15 00:00:00.000,15,6,2021,-431,-61,-14,-1
2021-06-16 00:00:00.000,16,6,2021,-430,-61,-14,-1
2021-06-17 00:00:00.000,17,6,2021,-429,-61,-14,-1
2021-06-18 00:00:00.000,18,6,2021,-428,-61,-14,-1
2021-06-19 00:00:00.000,19,6,2021,-427,-61,-14,-1
2021-06-20 00:00:00.000,20,6,2021,-426,-61,-14,-1
2021-06-21 00:00:00.000,21,6,2021,-425,-60,-14,-1
2021-06-22 00:00:00.000,22,6,2021,-424,-60,-14,-1
2021-06-23 00:00:00.000,23,6,2021,-423,-60,-14,-1
2021-06-24 00:00:00.000,24,6,2021,-422,-60,-14,-1
2021-06-25 00:00:00.000,25,6,2021,-421,-60,-14,-1
2021-06-26 00:00:00.000,26,6,2021,-420,-60,-14,-1
2021-06-27 00:00:00.000,27,6,2021,-419,-60,-14,-1
2021-06-28 00:00:00.000,28,6,2021,-418,-59,-14,-1
2021-06-29 00:00:00.000,29,6,2021,-417,-59,-14,-1
2021-06-30 00:00:00.000,30,6,2021,-416,-59,-14,-1
2021-07-01 00:00:00.000,1,7,2021,-415,-59,-13,-1
2021-07-02 00:00:00.000,2,7,2021,-414,-59,-13,-1
2021-07-03 00:00:00.000,3,7,2021,-413,-59,-13,-1
2021-07-04 00:00:00.000,4,7,2021,-412,-59,-13,-1
2021-07-05 00:00:00.000,5,7,2021,-411,-58,-13,-1
2021-07-06 00:00:00.000,6,7,2021,-410,-58,-13,-1
2021-07-07 00:00:00.000,7,7,2021,-409,-58,-13,-1
2021-07-08 00:00:00.000,8,7,2021,-408,-58,-13,-1
2021-07-09 00:00:00.000,9,7,2021,-407,-58,-13,-1
2021-07-10 00:00:00.000,10,7,2021,-406,-58,-13,-1
2021-07-11 00:00:00.000,11,7,2021,-405,-58,-13,-1
2021-07-12 00:00:00.000,12,7,2021,-404,-57,-13,-1
2021-07-13 00:00:00.000,13,7,2021,-403,-57,-13,-1
2021-07-14 00:00:00.000,14,7,2021,-402,-57,-13,-1
2021-07-15 00:00:00.000,15,7,2021,-401,-57,-13,-1
2021-07-16 00:00:00.000,16,7,2021,-400,-57,-13,-1
2021-07-17 00:00:00.000,17,7,2021,-399,-57,-13,-1
2021-07-18 00:00:00.000,18,7,2021,-398,-57,-13,-1
2021-07-19 00:00:00.000,19,7,2021,-397,-56,-13,-1
2021-07-20 00:00:00.000,20,7,2021,-396,-56,-13,-1
2021-07-21 00:00:00.000,21,7,2021,-395,-56,-13,-1
2021-07-22 00:00:00.000,22,7,2021,-394,-56,-13,-1
2021-07-23 00:00:00.000,23,7,2021,-393,-56,-13,-1
2021-07-24 00:00:00.000,24,7,2021,-392,-56,-13,-1
2021-07-25 00:00:00.000,25,7,2021,-391,-56,-13,-1
2021-07-26 00:00:00.000,26,7,2021,-390,-55,-13,-1
2021-07-27 00:00:00.000,27,7,2021,-389,-55,-13,-1
2021-07-28 00:00:00.000,28,7,2021,-388,-55,-13,-1
2021-07-29 00:00:00.000,29,7,2021,-387,-55,-13,-1
2021-07-30 00:00:00.000,30,7,2021,-386,-55,-13,-1
2021-07-31 00:00:00.000,31,7,2021,-385,-55,-13,-1
2021-08-01 00:00:00.000,1,8,2021,-384,-55,-12,-1
2021-08-02 00:00:00.000,2,8,2021,-383,-54,-12,-1
2021-08-03 00:00:00.000,3,8,2021,-382,-54,-12,-1
2021-08-04 00:00:00.000,4,8,2021,-381,-54,-12,-1
2021-08-05 00:00:00.000,5,8,2021,-380,-54,-12,-1
2021-08-06 00:00:00.000,6,8,2021,-379,-54,-12,-1
2021-08-07 00:00:00.000,7,8,2021,-378,-54,-12,-1
2021-08-08 00:00:00.000,8,8,2021,-377,-54,-12,-1
2021-08-09 00:00:00.000,9,8,2021,-376,-53,-12,-1
2021-08-10 00:00:00.000,10,8,2021,-375,-53,-12,-1
2021-08-11 00:00:00.000,11,8,2021,-374,-53,-12,-1
2021-08-12 00:00:00.000,12,8,2021,-373,-53,-12,-1
2021-08-13 00:00:00.000,13,8,2021,-372,-53,-12,-1
2021-08-14 00:00:00.000,14,8,2021,-371,-53,-12,-1
2021-08-15 00:00:00.000,15,8,2021,-370,-53,-12,-1
2021-08-16 00:00:00.000,16,8,2021,-369,-52,-12,-1
2021-08-17 00:00:00.000,17,8,2021,-368,-52,-12,-1
2021-08-18 00:00:00.000,18,8,2021,-367,-52,-12,-1
2021-08-19 00:00:00.000,19,8,2021,-366,-52,-12,-1
2021-08-20 00:00:00.000,20,8,2021,-365,-52,-12,-1
2021-08-21 00:00:00.000,21,8,2021,-364,-52,-12,-1
2021-08-22 00:00:00.000,22,8,2021,-363,-52,-12,-1
2021-08-23 00:00:00.000,23,8,2021,-362,-51,-12,-1
2021-08-24 00:00:00.000,24,8,2021,-361,-51,-12,-1
2021-08-25 00:00:00.000,25,8,2021,-360,-51,-12,-1
2021-08-26 00:00:00.000,26,8,2021,-359,-51,-12,-1
2021-08-27 00:00:00.000,27,8,2021,-358,-51,-12,-1
2021-08-28 00:00:00.000,28,8,2021,-357,-51,-12,-1
2021-08-29 00:00:00.000,29,8,2021,-356,-51,-12,-1
2021-08-30 00:00:00.000,30,8,2021,-355,-50,-12,-1
2021-08-31 00:00:00.000,31,8,2021,-354,-50,-12,-1
2021-09-01 00:00:00.000,1,9,2021,-353,-50,-11,-1
2021-09-02 00:00:00.000,2,9,2021,-352,-50,-11,-1
2021-09-03 00:00:00.000,3,9,2021,-351,-50,-11,-1
2021-09-04 00:00:00.000,4,9,2021,-350,-50,-11,-1
2021-09-05 00:00:00.000,5,9,2021,-349,-50,-11,-1
2021-09-06 00:00:00.000,6,9,2021,-348,-49,-11,-1
2021-09-07 00:00:00.000,7,9,2021,-347,-49,-11,-1
2021-09-08 00:00:00.000,8,9,2021,-346,-49,-11,-1
2021-09-09 00:00:00.000,9,9,2021,-345,-49,-11,-1
2021-09-10 00:00:00.000,10,9,2021,-344,-49,-11,-1
2021-09-11 00:00:00.000,11,9,2021,-343,-49,-11,-1
2021-09-12 00:00:00.000,12,9,2021,-342,-49,-11,-1
2021-09-13 00:00:00.000,13,9,2021,-341,-48,-11,-1
2021-09-14 00:00:00.000,14,9,2021,-340,-48,-11,-1
2021-09-15 00:00:00.000,15,9,2021,-339,-48,-11,-1
2021-09-16 00:00:00.000,16,9,2021,-338,-48,-11,-1
2021-09-17 00:00:00.000,17,9,2021,-337,-48,-11,-1
2021-09-18 00:00:00.000,18,9,2021,-336,-48,-11,-1
2021-09-19 00:00:00.000,19,9,2021,-335,-48,-11,-1
2021-09-20 00:00:00.000,20,9,2021,-334,-47,-11,-1
2021-09-21 00:00:00.000,21,9,2021,-333,-47,-11,-1
2021-09-22 00:00:00.000,22,9,2021,-332,-47,-11,-1
2021-09-23 00:00:00.000,23,9,2021,-331,-47,-11,-1
2021-09-24 00:00:00.000,24,9,2021,-330,-47,-11,-1
2021-09-25 00:00:00.000,25,9,2021,-329,-47,-11,-1
2021-09-26 00:00:00.000,26,9,2021,-328,-47,-11,-1
2021-09-27 00:00:00.000,27,9,2021,-327,-46,-11,-1
2021-09-28 00:00:00.000,28,9,2021,-326,-46,-11,-1
2021-09-29 00:00:00.000,29,9,2021,-325,-46,-11,-1
2021-09-30 00:00:00.000,30,9,2021,-324,-46,-11,-1
2021-10-01 00:00:00.000,1,10,2021,-323,-46,-10,-1
2021-10-02 00:00:00.000,2,10,2021,-322,-46,-10,-1
2021-10-03 00:00:00.000,3,10,2021,-321,-46,-10,-1
2021-10-04 00:00:00.000,4,10,2021,-320,-45,-10,-1
2021-10-05 00:00:00.000,5,10,2021,-319,-45,-10,-1
2021-10-06 00:00:00.000,6,10,2021,-318,-45,-10,-1
2021-10-07 00:00:00.000,7,10,2021,-317,-45,-10,-1
2021-10-08 00:00:00.000,8,10,2021,-316,-45,-10,-1
2021-10-09 00:00:00.000,9,10,2021,-315,-45,-10,-1
2021-10-10 00:00:00.000,10,10,2021,-314,-45,-10,-1
2021-10-11 00:00:00.000,11,10,2021,-313,-44,-10,-1
2021-10-12 00:00:00.000,12,10,2021,-312,-44,-10,-1
2021-10-13 00:00:00.000,13,10,2021,-311,-44,-10,-1
2021-10-14 00:00:00.000,14,10,2021,-310,-44,-10,-1
2021-10-15 00:00:00.000,15,10,2021,-309,-44,-10,-1
2021-10-16 00:00:00.000,16,10,2021,-308,-44,-10,-1
2021-10-17 00:00:00.000,17,10,2021,-307,-44,-10,-1
2021-10-18 00:00:00.000,18,10,2021,-306,-43,-10,-1
2021-10-19 00:00:00.000,19,10,2021,-305,-43,-10,-1
2021-10-20 00:00:00.000,20,10,2021,-304,-43,-10,-1
2021-10-21 00:00:00.000,21,10,2021,-303,-43,-10,-1
2021-10-22 00:00:00.000,22,10,2021,-302,-43,-10,-1
2021-10-23 00:00:00.000,23,10,2021,-301,-43,-10,-1
2021-10-24 00:00:00.000,24,10,2021,-300,-43,-10,-1
2021-10-25 00:00:00.000,25,10,2021,-299,-42,-10,-1
2021-10-26 00:00:00.000,26,10,2021,-298,-42,-10,-1
2021-10-27 00:00:00.000,27,10,2021,-297,-42,-10,-1
2021-10-28 00:00:00.000,28,10,2021,-296,-42,-10,-1
2021-10-29 00:00:00.000,29,10,2021,-295,-42,-10,-1
2021-10-30 00:00:00.000,30,10,2021,-294,-42,-10,-1
2021-10-31 00:00:00.000,31,10,2021,-293,-42,-10,-1
2021-11-01 00:00:00.000,1,11,2021,-292,-41,-9,-1
2021-11-02 00:00:00.000,2,11,2021,-291,-41,-9,-1
2021-11-03 00:00:00.000,3,11,2021,-290,-41,-9,-1
2021-11-04 00:00:00.000,4,11,2021,-289,-41,-9,-1
2021-11-05 00:00:00.000,5,11,2021,-288,-41,-9,-1
2021-11-06 00:00:00.000,6,11,2021,-287,-41,-9,-1
2021-11-07 00:00:00.000,7,11,2021,-286,-41,-9,-1
2021-11-08 00:00:00.000,8,11,2021,-285,-40,-9,-1
2021-11-09 00:00:00.000,9,11,2021,-284,-40,-9,-1
2021-11-10 00:00:00.000,10,11,2021,-283,-40,-9,-1
2021-11-11 00:00:00.000,11,11,2021,-282,-40,-9,-1
2021-11-12 00:00:00.000,12,11,2021,-281,-40,-9,-1
2021-11-13 00:00:00.000,13,11,2021,-280,-40,-9,-1
2021-11-14 00:00:00.000,14,11,2021,-279,-40,-9,-1
2021-11-15 00:00:00.000,15,11,2021,-278,-39,-9,-1
2021-11-16 00:00:00.000,16,11,2021,-277,-39,-9,-1
2021-11-17 00:00:00.000,17,11,2021,-276,-39,-9,-1
2021-11-18 00:00:00.000,18,11,2021,-275,-39,-9,-1
2021-11-19 00:00:00.000,19,11,2021,-274,-39,-9,-1
2021-11-20 00:00:00.000,20,11,2021,-273,-39,-9,-1
2021-11-21 00:00:00.000,21,11,2021,-272,-39,-9,-1
2021-11-22 00:00:00.000,22,11,2021,-271,-38,-9,-1
2021-11-23 00:00:00.000,23,11,2021,-270,-38,-9,-1
2021-11-24 00:00:00.000,24,11,2021,-269,-38,-9,-1
2021-11-25 00:00:00.000,25,11,2021,-268,-38,-9,-1
2021-11-26 00:00:00.000,26,11,2021,-267,-38,-9,-1
2021-11-27 00:00:00.000,27,11,2021,-266,-38,-9,-1
2021-11-28 00:00:00.000,28,11,2021,-265,-38,-9,-1
2021-11-29 00:00:00.000,29,11,2021,-264,-37,-9,-1
2021-11-30 00:00:00.000,30,11,2021,-263,-37,-9,-1
2021-12-01 00:00:00.000,1,12,2021,-262,-37,-8,-1
2021-12-02 00:00:00.000,2,12,2021,-261,-37,-8,-1
2021-12-03 00:00:00.000,3,12,2021,-260,-37,-8,-1
2021-12-04 00:00:00.000,4,12,2021,-259,-37,-8,-1
2021-12-05 00:00:00.000,5,12,2021,-258,-37,-8,-1
2021-12-06 00:00:00.000,6,12,2021,-257,-36,-8,-1
2021-12-07 00:00:00.000,7,12,2021,-256,-36,-8,-1
2021-12-08 00:00:00.000,8,12,2021,-255,-36,-8,-1
2021-12-09 00:00:00.000,9,12,2021,-254,-36,-8,-1
2021-12-10 00:00:00.000,10,12,2021,-253,-36,-8,-1
2021-12-11 00:00:00.000,11,12,2021,-252,-36,-8,-1
2021-12-12 00:00:00.000,12,12,2021,-251,-36,-8,-1
2021-12-13 00:00:00.000,13,12,2021,-250,-35,-8,-1
2021-12-14 00:00:00.000,14,12,2021,-249,-35,-8,-1
2021-12-15 00:00:00.000,15,12,2021,-248,-35,-8,-1
2021-12-16 00:00:00.000,16,12,2021,-247,-35,-8,-1
2021-12-17 00:00:00.000,17,12,2021,-246,-35,-8,-1
2021-12-18 00:00:00.000,18,12,2021,-245,-35,-8,-1
2021-12-19 00:00:00.000,19,12,2021,-244,-35,-8,-1
2021-12-20 00:00:00.000,20,12,2021,-243,-34,-8,-1
2021-12-21 00:00:00.000,21,12,2021,-242,-34,-8,-1
2021-12-22 00:00:00.000,22,12,2021,-241,-34,-8,-1
2021-12-23 00:00:00.000,23,12,2021,-240,-34,-8,-1
2021-12-24 00:00:00.000,24,12,2021,-239,-34,-8,-1
2021-12-25 00:00:00.000,25,12,2021,-238,-34,-8,-1
2021-12-26 00:00:00.000,26,12,2021,-237,-34,-8,-1
2021-12-27 00:00:00.000,27,12,2021,-236,-33,-8,-1
2021-12-28 00:00:00.000,28,12,2021,-235,-33,-8,-1
2021-12-29 00:00:00.000,29,12,2021,-234,-33,-8,-1
2021-12-30 00:00:00.000,30,12,2021,-233,-33,-8,-1
2021-12-31 00:00:00.000,31,12,2021,-232,-33,-8,-1
2022-01-01 00:00:00.000,1,1,2022,-231,-33,-7,0
2022-01-02 00:00:00.000,2,1,2022,-230,-33,-7,0
2022-01-03 00:00:00.000,3,1,2022,-229,-32,-7,0
2022-01-04 00:00:00.000,4,1,2022,-228,-32,-7,0
2022-01-05 00:00:00.000,5,1,2022,-227,-32,-7,0
2022-01-06 00:00:00.000,6,1,2022,-226,-32,-7,0
2022-01-07 00:00:00.000,7,1,2022,-225,-32,-7,0
2022-01-08 00:00:00.000,8,1,2022,-224,-32,-7,0
2022-01-09 00:00:00.000,9,1,2022,-223,-32,-7,0
2022-01-10 00:00:00.000,10,1,2022,-222,-31,-7,0
2022-01-11 00:00:00.000,11,1,2022,-221,-31,-7,0
2022-01-12 00:00:00.000,12,1,2022,-220,-31,-7,0
2022-01-13 00:00:00.000,13,1,2022,-219,-31,-7,0
2022-01-14 00:00:00.000,14,1,2022,-218,-31,-7,0
2022-01-15 00:00:00.000,15,1,2022,-217,-31,-7,0
2022-01-16 00:00:00.000,16,1,2022,-216,-31,-7,0
2022-01-17 00:00:00.000,17,1,2022,-215,-30,-7,0
2022-01-18 00:00:00.000,18,1,2022,-214,-30,-7,0
2022-01-19 00:00:00.000,19,1,2022,-213,-30,-7,0
2022-01-20 00:00:00.000,20,1,2022,-212,-30,-7,0
2022-01-21 00:00:00.000,21,1,2022,-211,-30,-7,0
2022-01-22 00:00:00.000,22,1,2022,-210,-30,-7,0
2022-01-23 00:00:00.000,23,1,2022,-209,-30,-7,0
2022-01-24 00:00:00.000,24,1,2022,-208,-29,-7,0
2022-01-25 00:00:00.000,25,1,2022,-207,-29,-7,0
2022-01-26 00:00:00.000,26,1,2022,-206,-29,-7,0
2022-01-27 00:00:00.000,27,1,2022,-205,-29,-7,0
2022-01-28 00:00:00.000,28,1,2022,-204,-29,-7,0
2022-01-29 00:00:00.000,29,1,2022,-203,-29,-7,0
2022-01-30 00:00:00.000,30,1,2022,-202,-29,-7,0
2022-01-31 00:00:00.000,31,1,2022,-201,-28,-7,0
2022-02-01 00:00:00.000,1,2,2022,-200,-28,-6,0
2022-02-02 00:00:00.000,2,2,2022,-199,-28,-6,0
2022-02-03 00:00:00.000,3,2,2022,-198,-28,-6,0
2022-02-04 00:00:00.000,4,2,2022,-197,-28,-6,0
2022-02-05 00:00:00.000,5,2,2022,-196,-28,-6,0
2022-02-06 00:00:00.000,6,2,2022,-195,-28,-6,0
2022-02-07 00:00:00.000,7,2,2022,-194,-27,-6,0
2022-02-08 00:00:00.000,8,2,2022,-193,-27,-6,0
2022-02-09 00:00:00.000,9,2,2022,-192,-27,-6,0
2022-02-10 00:00:00.000,10,2,2022,-191,-27,-6,0
2022-02-11 00:00:00.000,11,2,2022,-190,-27,-6,0
2022-02-12 00:00:00.000,12,2,2022,-189,-27,-6,0
2022-02-13 00:00:00.000,13,2,2022,-188,-27,-6,0
2022-02-14 00:00:00.000,14,2,2022,-187,-26,-6,0
2022-02-15 00:00:00.000,15,2,2022,-186,-26,-6,0
