POA code,Pop
2633,388
2640,39486
2641,15873
2642,5058
2643,2929
2644,2449
2645,418
2646,6782
2647,2310
2648,2529
2649,29
2650,59905
2651,2402
2652,4859
2653,2566
2655,1418
2656,1323
2658,1507
2659,913
2660,1675
2661,651
2663,5488
2665,2331
2666,5791
2668,465
2669,1633
2671,4111
2672,1528
2675,1665
2678,408
2680,25504
2681,1763
2700,4921
2701,2303
2702,766
2703,995
2705,10323
2706,1103
2707,1334
2710,10306
2711,3356
2712,1427
2713,2859
2714,2848
2715,1464
2716,1112
2717,1398
2720,7992
2721,230
2722,3312
2725,367
2726,260
2727,364
2729,1660
2730,1424
2731,7201
2732,1800
2733,534
2734,442
2735,436
2736,381
2737,799
2738,1702
2739,1424
2745,32201
2747,50701
2748,2161
2749,19343
2750,47864
2752,5472
2753,17962
2754,6256
2755,275
2756,35427
2757,868
2758,9098
2759,27086
2760,37279
2761,34101
2762,13708
2763,32959
2765,30466
2766,16791
2767,24890
2768,30618
2769,15242
2770,64036
2773,6243
2774,13316
2775,1549
2776,4004
2777,17897
2778,2495
2779,5083
2780,13984
2782,6260
2783,2653
2784,1302
2785,4743
2786,1396
2787,4506
2790,15946
2791,346
2792,404
2793,990
2794,10573
2795,45274
2797,434
2798,2158
2799,4162
2800,47487
2803,279
2804,2749
2805,411
2806,845
2807,419
2808,186
2809,234
2810,3102
2817,289
2818,927
2820,7789
2821,4837
2822,441
2823,1392
2824,2089
2825,2305
2826,189
2827,3706
2828,804
2829,3097
2830,43570
2831,1958
2832,2506
2833,617
2834,2208
2835,4050
2836,956
2838,227
2839,1342
2840,2652
2842,609
2843,1302
2844,1447
2845,1999
2846,292
2847,2514
2848,1653
2849,1570
2850,18729
2852,3636
2864,856
2865,859
2866,3194
2867,609
2868,697
2869,1435
2870,12201
2871,9619
2873,568
2874,414
2875,965
2876,415
2877,3760
2878,340
2879,588
2880,17736
2898,403
2900,2932
2902,14842
2903,8994
2904,12688
2905,28241
2906,17337
2911,5324
2912,7917
2913,37928
2914,33224
3000,54051
3002,6050
3003,7729
3004,10977
3005,688
3006,27601
3008,15117
3010,1855
3011,25203
3012,29793
3013,17005
3015,19693
3016,17506
3018,14163
3019,10536
3020,48439
3021,57764
3022,3406
3023,71785
3024,34121
3025,13597
3026,86
3027,9719
3028,31387
3029,120455
3030,125912
3031,20854
3032,33962
3033,16091
3034,12762
3036,6307
3037,56712
3038,28359
3039,16465
3040,29587
3041,13977
3042,17642
3043,18960
3044,31250
3045,109
3046,38891
3047,22575
3048,19102
3049,9823
3050,131
3051,19765
3052,6755
3053,25050
3054,9274
3055,16395
3056,29333
3057,15134
3058,38427
3059,20085
3060,15632
3061,5277
3062,0
3063,870
3064,105658
3065,11926
3066,11529
3067,10361
3068,21402
3070,28131
3071,20744
3072,38002
3073,55843
3074,21733
3075,25018
3076,35887
3078,13357
3079,17887
3081,15031
3082,30990
3083,35732
3084,27963
3085,14837
3086,1081
3087,9653
3088,28452
3089,12597
3090,2524
3091,1695
3093,4124
3094,9618
3095,29483
3096,2114
3097,1525
3099,5144
3101,26945
3102,7172
3103,16492
3104,22000
3105,11746
3106,17670
3107,14607
3108,25763
3109,31699
3111,13040
3113,8884
3114,4011
3115,3996
3116,11670
3121,36252
3122,26933
3123,16502
3124,23797
3125,18214
3126,8518
3127,19626
3128,23981
3129,19302
3130,35149
3131,24528
3132,17679
3133,23712
3134,35544
3135,21582
3136,48256
3137,14790
3138,24100
3139,14361
3140,17633
3141,30282
3142,14176
3143,10628
3144,12025
3145,26304
3146,27368
3147,16108
3148,9883
3149,36928
3150,64567
3151,11205
3152,36040
3153,22281
3154,4573
3155,24096
3156,39569
3158,6959
3159,2780
3160,9312
3161,17307
3162,18889
3163,36574
3165,31178
3166,27087
3167,10236
3168,25643
3169,22365
3170,21189
3171,23814
3172,24301
3173,31266
3174,41640
3175,58086
3177,12433
3178,35123
3179,6629
3180,8310
3181,23028
3182,27536
3183,21129
3184,17056
3185,14585
3186,25613
3187,17147
3188,20089
3189,6673
3190,12125
3191,11509
3192,25450
3193,21641
3194,14245
3195,39423
3196,27995
3197,12704
3198,17689
3199,57410
3200,5979
3201,22505
3202,3256
3204,34407
3205,12954
3206,11986
3207,18688
3211,3323
3212,19247
3213,4412
3214,25111
3215,22334
3216,61261
3217,14440
3218,14685
3219,20620
3220,17789
3221,798
3222,17971
3223,8541
3224,15327
3225,4648
3226,17163
3227,5502
3228,22282
3230,2865
3231,1386
3232,1219
3233,2171
3234,191
3235,408
3236,240
3237,221
3238,228
3239,452
3240,2134
3241,2725
3242,848
3243,372
3249,3250
3250,12584
3251,536
3254,310
3260,4712
3264,2268
3265,2642
3266,3028
3267,236
3268,2561
3269,733
3270,249
3271,195
3272,1575
3273,141
3274,243
3275,461
3276,469
3277,1972
3278,321
3279,298
3280,33266
3281,1838
3282,2489
3283,1411
3284,3617
3285,1256
3286,595
3287,425
3289,718
3292,186
3293,309
3294,939
3300,10298
3301,1192
3302,366
3303,321
3304,2760
3305,12915
3309,123
3310,275
3311,1633
3312,1018
3314,533
3315,1658
3317,190
3318,1251
3319,335
3321,1680
3322,182
3323,87
3324,530
3325,480
3328,1942
3329,323
3330,233
3331,7047
3332,1079
3333,908
3334,599
3335,15595
3337,42034
3338,33459
3340,24611
3341,1760
3342,3731
3345,1224
3350,64659
3351,8787
3352,17775
3355,13353
3356,18566
3357,3987
3360,836
3361,660
3363,3607
3364,2246
3370,1874
3371,986
3373,2410
3374,406
3375,214
3377,9686
3378,149
3379,842
3380,6012
3381,1259
3384,547
3385,517
3387,307
3388,553
3390,898
3391,172
3392,557
3393,2679
3395,359
3396,721
3400,14923
3401,4473
3407,415
3409,912
3412,288
3413,209
3414,1780
3415,38
3418,2737
3419,766
3420,268
3423,466
3424,734
3427,4667
3428,747
3429,40421
3430,365
3431,4350
3432,225
3433,248
3434,5679
3435,3233
3437,11802
3438,2574
3440,2152
3441,1487
3442,8250
3444,9781
3446,1141
3447,471
3448,926
3450,7333
3451,6011
3453,1882
3458,2104
3460,2698
3461,4340
3462,1259
3463,2525
3464,1118
3465,9904
3467,1220
3468,297
3469,284
3472,1519
3475,335
3477,820
3478,2430
3480,1850
3482,167
3483,863
3485,292
3487,95
3488,109
3489,56
3490,1355
3491,131
3494,674
3496,6345
3498,5729
3500,34037
3501,2011
3505,4911
3506,35
3507,163
3509,227
3512,380
3515,2302
3516,696
3517,1455
3518,1288
3520,181
3521,677
3522,339
3523,3863
3525,1265
3527,761
3529,117
3530,123
3531,189
3533,778
3537,1024
3540,287
3542,154
3544,257
3546,390
3549,3510
3550,41908
3551,34359
3555,20744
3556,14436
3557,821
3558,996
3559,549
3561,4393
3562,278
3563,841
3564,16407
3565,107
3566,559
3567,637
3568,2931
3570,794
3571,312
3572,150
3573,323
3575,781
3576,69
3579,5274
3580,976
3581,158
3583,198
3584,1101
3585,11349
3586,815
3588,343
3589,336
3590,322
3591,156
3594,510
3595,643
3596,88
3597,397
3599,129
3607,147
3608,2691
3610,1802
3612,1739
3614,957
3616,5559
3617,167
3618,700
3620,8386
3621,2415
3622,462
3623,900
3624,544
3629,9345
3630,32862
3631,12699
3633,590
3634,1820
3635,539
3636,5242
3637,611
3638,2120
3639,526
3640,1018
3641,1239
3644,9430
3646,594
3647,45
3649,441
3658,6920
3659,724
3660,7680
3662,1055
3663,198
3664,1158
3665,376
3666,4946
3669,1377
3670,582
3672,10492
3673,1780
3675,1812
3677,18808
3678,6509
3682,623
3683,1769
3685,2886
3687,1144
3688,1305
3690,35913
3691,10806
3694,121
3695,504
3697,611
3698,913
3699,1187
3700,1324
3701,1112
3704,22
3705,257
3707,1877
3708,58
3709,301
3711,518
3712,368
3713,1041
3714,3678
3715,342
3717,2858
3718,76
3719,398
3720,626
3722,5488
3723,3360
3725,653
3726,429
3727,326
3728,680
3730,9475
3732,598
3733,225
3735,609
3737,4461
3738,222
3739,218
3740,1132
3741,3284
3744,481
3746,404
3747,4974
3749,2013
3750,19354
3751,408
3752,26315
3753,3961
3754,52988
3755,276
3756,14893
3757,9840
3758,2376
3759,1120
3760,393
3761,1323
3762,143
3763,1679
3764,10534
3765,7047
3766,1308
3767,1314
3770,3364
3775,4111
3777,11499
3778,217
3779,433
3781,4711
3782,8135
3783,2525
3785,79
3786,1590
3787,1098
3788,1848
3789,277
3791,1489
3792,1106
3793,3733
3795,1333
3796,10250
3797,3674
3799,6063
3800,2817
3802,25368
3803,11900
3804,9122
3805,60536
3806,53238
3807,8664
3808,3163
3809,15019
3810,57485
3812,2540
3813,972
3814,2531
3815,3340
3816,3166
3818,16791
3820,18258
3821,3147
3822,1096
3823,2021
3824,5261
3825,20702
3831,1742
3832,264
3833,307
3835,504
3840,16712
3842,4935
3844,30771
3847,2212
3850,15457
3851,5953
3852,96
3854,1418
3856,1046
3857,381
3858,3183
3859,871
3860,7411
3862,3372
3864,228
3865,475
3869,1636
3870,1333
3871,3036
3873,348
3874,563
3875,19843
3878,1225
3880,4354
3882,1163
3885,1959
3886,389
3887,341
3888,3451
3889,180
3890,323
3891,103
3892,1053
3893,22
3895,209
3896,431
3898,833
3900,162
3902,455
3903,753
3904,1534
3909,8474
3910,24199
3911,3652
3912,16242
3913,3570
3915,10703
3916,1001
3918,3934
3919,3414
3920,1116
3921,114
3922,9176
3923,587
3925,3805
3926,3568
3927,1801
3928,434
3929,946
3930,19235
3931,26292
3933,1181
3934,20108
3936,12899
3937,1589
3938,3067
3939,15563
3940,5324
3941,13470
3942,2629
3943,1769
3944,558
3945,1064
3946,229
3950,5123
3951,1055
3953,8100
3954,418
3956,2997
3957,278
3958,287
3959,1202
3960,2642
3962,960
3964,138
3965,217
3966,547
3967,137
3971,4178
3975,17972
3976,27579
3977,122734
3978,29917
3979,361
3980,3539
3981,5966
3984,6120
3987,1665
3988,1075
3990,123
3991,420
3992,1140
3995,11350
3996,6216
4000,21125
4005,20949
4006,21146
4007,15288
4008,579
4009,4
4010,2995
4011,16900
4012,25020
4013,4982
4014,13214
4017,39062
4018,14513
4019,21007
4020,25395
4021,9875
4022,7382
4025,426
4029,93
4030,19538
4031,15083
4032,17608
4034,47774
4035,26558
4036,7042
4037,8235
4051,30591
4053,48348
4054,14392
4055,22676
4059,15468
4060,14103
4061,17564
4064,12481
4065,10507
4066,19137
4067,12109
4068,26467
4069,35715
4070,12458
4072,2458
4073,9489
4074,24904
4075,25951
4076,8466
4077,34576
4078,28519
4101,31310
4102,9102
4103,16190
4104,7347
4105,14776
4106,1740
4107,6840
4108,6807
4109,40868
4110,13576
4111,1237
4112,9127
4113,31972
4114,29282
4115,20792
4116,29408
4117,1521
4118,32298
4119,6990
4120,10140
4121,27635
4122,48686
4123,22134
4124,23415
4125,9048
4127,27356
4128,17744
4129,6587
4130,9353
4131,11833
4132,29191
4133,21175
4151,18904
4152,49060
4153,4680
4154,12132
4155,1540
4156,3795
4157,20449
4158,4047
4159,15145
4160,19438
4161,16778
4163,15668
4164,18055
4165,40549
4169,16938
4170,28972
4171,17840
4172,5027
4173,8890
4174,2562
4178,27494
4179,20712
4183,2342
4184,7860
4205,6050
4207,67596
4208,24142
4209,74248
4210,22645
4211,65211
4212,32533
4213,31452
4214,39556
4215,55603
4216,41070
4217,46980
4218,34967
4220,33736
4221,29590
4222,3
4223,15125
4224,7445
4225,8784
4226,35997
4227,24263
4228,5769
4229,434
4230,1905
4270,4688
4271,3157
4272,5087
4275,3786
4280,20351
4285,22974
4287,881
4300,70264
4301,34885
4303,3943
4304,18670
4305,67909
4306,43917
4307,1712
4309,3235
4310,6047
4311,11492
4312,2752
4313,2408
4340,6140
4341,16097
4342,2876
4343,12388
4344,2789
4345,357
4346,1001
4347,1310
4350,112602
4352,31522
4353,299
4354,1243
4355,2767
4356,5303
4357,2577
4358,2581
4359,1267
4360,630
4361,2753
4362,2523
4363,614
4364,223
4365,497
4370,18649
4371,712
4372,159
4373,1044
4374,374
4375,207
4376,340
4377,558
4378,530
4380,7958
4381,624
4382,546
4383,652
4384,60
4385,1264
4387,1243
4388,406
4390,7188
4400,2048
4401,5772
4402,308
4403,832
4404,543
4405,14597
4406,1433
4407,536
4408,621
4410,1117
4411,285
4412,207
4413,8778
4415,2222
4416,514
4417,655
4418,113
4419,970
4420,1148
4421,2381
4422,465
4423,191
4424,244
4425,225
4426,126
4427,351
4428,663
4454,700
4455,8561
4461,55
4462,103
4465,1250
4467,195
4468,246
4470,3512
4472,1388
4474,89
4475,0
4477,449
4478,457
4479,13
4480,715
4481,120
4482,143
4486,690
4487,3071
4488,247
4489,91
4490,1347
4491,87
4492,280
4493,20
4494,146
4496,251
4497,320
4498,209
4500,47022
4501,6065
4502,8909
4503,53993
4504,20978
4505,23343
4506,24916
4507,20252
4508,20584
4509,39565
4510,54502
4511,10251
4512,3818
4514,8540
4515,4266
4516,4391
4517,833
4518,5648
4519,9525
4520,14136
4521,5424
4550,4896
4551,67209
4552,9083
4553,8200
4554,2081
4555,7399
4556,47351
4557,21790
4558,21441
4559,6982
4560,35767
4561,8239
4562,9036
4563,9428
4564,11821
4565,15276
4566,8853
4567,12126
4568,3915
4569,1798
4570,45545
4571,899
4572,4212
4573,31623
4574,1347
4575,27044
4580,5172
4581,1610
4600,905
4601,1204
4605,4902
4606,2491
4608,924
4610,15048
4611,118
4612,260
4613,871
4614,1221
4615,7197
4620,426
4621,1824
4625,2856
4626,2255
4627,869
4630,2411
4650,35007
4655,64320
4659,5269
4660,7422
4662,836
4670,82756
4671,6086
4673,651
4674,1562
4676,171
4677,3784
4678,884
4680,56052
4694,181
4695,1079
4697,138
4699,441
4700,17138
4701,43885
4702,30046
4703,24145
4704,139
4705,352
4706,108
4707,233
4709,1010
4710,5363
4711,1913
4712,290
4713,1018
4714,2957
4715,6930
4716,867
4717,5009
4718,2357
4719,977
4720,15228
4721,3736
4722,1755
4723,1331
4724,550
4725,1540
4726,396
4727,242
4728,192
4730,3012
4731,202
4732,130
4733,187
4735,970
4736,101
4737,8361
4738,1179
4739,344
4740,81957
4741,7034
4742,1093
4743,582
4744,9189
4745,2860
4746,1795
4750,6183
4751,4394
4753,4623
4754,2331
4756,623
4757,361
4798,710
4799,1086
4800,9726
4801,296
4802,11102
4803,2085
4804,1674
4805,11109
4806,3883
4807,10903
4808,1097
4809,1016
4810,22654
4811,14050
4812,18544
4814,47983
4815,22229
4816,9817
4817,31150
4818,32714
4819,2400
4820,10654
4821,1305
4822,813
4823,947
4824,2738
4825,19247
4828,143
4829,459
4830,1899
4849,1448
4850,10682
4852,4069
4854,5804
4855,784
4856,720
4858,1558
4859,497
4860,11439
4861,1531
4865,8970
4868,23118
4869,20327
4870,75293
4871,11721
4872,4001
4873,6797
4874,5883
4875,9076
4876,3249
4877,5489
4878,14970
4879,21881
4880,14300
4881,4794
4882,2893
4883,8997
4884,1915
4885,3828
4886,876
4887,2044
4888,3078
4890,1288
4891,537
4892,6148
4895,5042
5000,18829
5005,0
5006,7348
5007,7637
5008,14775
5009,5441
5010,6083
5011,13084
5012,11911
5013,10530
5014,12561
5015,5990
5016,9290
5017,5260
5018,5753
5019,9501
5020,3308
5021,6034
5022,16925
5023,17927
5024,14677
5025,8984
5031,10548
5032,13424
5033,8903
5034,10408
5035,6514
5037,11538
5038,16506
5039,9271
5040,2690
5041,13784
5042,11503
5043,20357
5044,11616
5045,16630
5046,10047
5047,9075
5048,15206
5049,10378
5050,5860
5051,15010
5052,6544
5061,10133
5062,15665
5063,12863
5064,10466
5065,10650
5066,12403
5067,10853
5068,12790
5069,8785
5070,14982
5072,13513
5073,16340
5074,13640
5075,11153
5076,9545
5081,9916
5082,15929
5083,7944
5084,10629
5085,22378
5086,17605
5087,12288
5088,3497
5089,6905
5090,8221
5091,7749
5092,18099
5093,9489
5094,960
5095,21933
5096,13632
5097,13867
5098,12701
5106,220
5107,18332
5108,42795
5109,21698
5110,9551
5111,287
5112,19951
5113,19314
5114,36095
5115,12852
5116,10401
5117,3590
5118,19410
5120,2205
5121,2125
5125,19590
5126,7435
5127,8011
5131,1041
5132,524
5133,391
5134,454
5136,559
5137,608
5138,304
5139,243
5140,472
5141,717
5142,608
5144,436
5150,60
5151,376
5152,6307
5153,6706
5154,3459
5155,3956
5156,988
5157,3018
5158,25644
5159,33564
5160,30
5161,10356
5162,35352
5163,14227
5164,5509
5165,5666
5166,1936
5167,6238
5168,5824
5169,19204
5170,1278
5171,6651
5172,4175
5173,13484
5174,3119
5201,2137
5202,930
5203,1433
5204,3140
5210,1783
5211,16418
5212,2252
5213,1255
5214,8984
5220,157
5221,298
5222,661
5223,3901
5231,1237
5232,420
5233,1483
5234,1311
5235,2573
5236,310
5237,370
5238,4367
5240,502
5241,2669
5242,1688
5243,849
5244,4338
5245,3215
5250,4108
5251,17161
5252,6961
5253,20371
5254,2592
5255,9997
5256,1550
5259,1139
5260,1747
5261,368
5262,398
5263,145
5264,1295
5265,433
5266,622
5267,1993
5268,3691
5269,262
5270,617
5271,7760
5272,771
5273,107
5275,2457
5276,1264
5277,3123
5278,537
5279,533
5280,7557
5290,26646
5291,9564
5301,570
5302,883
5303,208
5304,781
5306,76
5307,581
5308,145
5309,162
5310,66
5311,433
5320,626
5321,566
5322,1031
5330,3541
5331,329
5332,415
5333,5952
5340,1511
5341,8009
5342,1121
5343,5017
5344,993
5345,3705
5346,384
5350,502
5351,6168
5352,5500
5353,3993
5354,373
5355,8357
5356,832
5357,437
5360,1182
5371,1313
5372,2329
5373,3696
5374,1512
5381,379
5400,928
5401,882
5410,317
5411,331
5412,1220
5413,936
5414,150
5415,224
5416,243
5417,1482
5418,115
5419,220
5420,80
5421,137
5422,1683
5431,919
5432,137
5433,1313
5434,450
5440,246
5451,701
5452,445
5453,5209
5454,394
5455,58
5460,751
5461,2589
5462,513
5464,642
5470,140
5471,91
5472,168
5473,746
5480,832
5481,555
5482,515
5483,342
5485,585
5490,173
5491,1849
5493,87
5495,597
5501,7852
5502,1648
5510,110
5520,536
5521,149
5522,1456
5523,2037
5540,15439
5550,937
5552,393
5554,5590
5555,500
5556,4301
5558,5179
5560,467
5570,544
5571,1876
5572,151
5573,2096
5575,2393
5576,1142
5577,534
5580,351
5581,544
5582,663
5583,802
5600,6094
5601,467
5602,1363
5603,438
5604,203
5605,1836
5606,14823
5607,5106
5608,13167
5609,1977
5630,143
5631,1091
5632,262
5633,320
5640,1058
5641,1012
5642,250
5650,181
5651,78
5652,736
5653,81
5654,241
5655,106
5660,49
5661,156
5670,490
5671,170
5680,2286
5690,3696
5700,11038
5701,11
5710,2653
5713,22
5715,39
5717,14
5719,38
5720,181
5722,297
5723,2099
5724,459
5725,3925
5730,91
5731,474
5732,193
5733,220
5734,160
5950,0
5960,3
6000,13565
6003,4175
6004,13730
6005,6897
6006,9261
6007,7808
6008,16312
6009,19678
6010,18827
6011,9868
6012,9109
6014,22434
6015,6909
6016,10807
6017,4168
6018,41425
6019,24324
6020,22500
6021,21126
6022,5088
6023,15635
6024,13847
6025,31718
6026,22655
6027,42970
6028,23860
6029,3028
6030,41886
6031,19566
6032,185
6033,411
6034,3654
6035,11453
6036,17499
6037,3755
6038,11058
6041,1638
6042,74
6043,244
6044,1236
6050,16249
6051,13196
6052,11674
6053,15349
6054,21667
6055,29002
6056,40708
6057,17033
6058,13199
6059,24476
6060,24636
6061,41070
6062,33811
6063,15110
6064,31347
6065,69046
6066,18837
6067,40
6068,7
6069,48309
6070,3758
6071,3532
6072,936
6073,3068
6074,1024
6076,22563
6077,1494
6078,962
6079,28
6081,4879
6082,3264
6083,3652
6084,9172
6090,13
6100,15855
6101,17837
6102,14427
6103,11359
6104,14885
6105,16575
6106,26
6107,46776
6108,23438
6109,13235
6110,44626
6111,23585
6112,70370
6121,3497
6122,23415
6123,1799
6124,1354
6125,3376
6126,669
6147,15525
6148,18406
6149,19069
6150,13386
6151,17352
6152,26792
6153,21036
6154,10615
6155,53690
6156,18160
6157,14626
6158,7908
6159,3812
6160,9084
6161,373
6162,11901
6163,55188
6164,64943
6165,47
6166,10679
6167,29855
6168,24348
6169,35507
6170,16885
6171,40327
6172,13739
6173,13135
6174,5233
6175,4174
6176,2101
6180,6672
6181,551
6182,7
6207,1122
6208,12938
6209,2205
6210,72707
6211,8530
6213,719
6214,650
6215,4267
6218,388
6220,4717
6221,425
6223,220
6224,1182
6225,8920
6226,899
6227,875
6228,179
6229,196
6230,43963
6232,11256
6233,20354
6236,2067
6237,2582
6239,4631
6240,123
6243,60
6244,1517
6251,396
6252,155
6253,642
6254,503
6255,4012
6256,385
6258,6478
6260,1410
6262,727
6271,3534
6275,1471
6280,30463
6281,8431
6282,1517
6284,2569
6285,10781
6286,680
6288,658
6290,1984
6302,3641
6304,1750
6306,1007
6308,1575
6309,268
6311,585
6312,4630
6313,323
6315,1906
6316,362
6317,4077
6318,492
6320,594
6321,474
6322,215
6323,1036
6324,3638
6326,504
6327,297
6328,448
6330,37535
6333,6370
6335,775
6336,317
6337,535
6338,696
6341,297
6343,262
6346,676
6348,798
6350,299
6351,86
6352,191
6353,796
6355,446
6356,127
6357,77
6358,89
6359,422
6361,113
6363,103
6365,538
6367,377
6368,79
6369,705
6370,461
6372,121
6373,96
6375,988
6383,953
6384,35
6385,21
6386,91
6390,1732
6391,1037
6392,453
6393,114
6394,426
6395,1604
6396,351
6397,99
6398,540
6401,8098
6403,172
6405,302
6407,1106
6409,399
6410,1005
6411,122
6412,52
6413,49
6414,65
6415,3026
6418,728
6419,54
6420,114
6421,153
6422,54
6423,214
6424,71
6425,79
6426,826
6427,86
6428,55
6429,927
6430,21910
6431,1083
6432,6965
6434,161
6436,115
6437,714
6438,834
6440,1247
6442,2320
6443,787
6445,195
6446,130
6447,182
6448,450
6450,13338
6452,5
6460,724
6461,514
6462,126
6463,16
6465,28
6466,61
6467,28
6468,243
6470,15
6472,174
6473,40
6475,387
6476,52
6477,267
6479,521
6480,48
6484,89
6485,476
6487,51
6488,194
6489,102
6490,246
