order_id,variable,value
979,count,42
754,count,26
902,count,42
253,count,97
858,count,86
522,count,80
462,count,40
3,count,6
458,count,45
559,count,38
623,count,63
231,count,42
295,count,8
984,count,33
569,count,14
928,count,47
348,count,71
728,count,63
390,count,51
1000,count,54
530,count,58
904,count,75
620,count,42
983,count,38
144,count,69
880,count,13
221,count,92
826,count,66
886,count,77
797,count,39
743,count,33
258,count,1
670,count,89
185,count,56
653,count,47
579,count,29
875,count,44
701,count,59
604,count,57
42,count,28
60,count,32
715,count,20
16,count,35
586,count,3
555,count,36
793,count,59
136,count,60
508,count,94
557,count,32
676,count,15
918,count,37
845,count,79
811,count,58
166,count,67
509,count,12
251,count,61
367,count,32
642,count,58
158,count,47
780,count,76
775,count,56
816,count,67
87,count,42
639,count,60
812,count,14
881,count,60
159,count,46
741,count,20
160,count,21
844,count,7
521,count,17
634,count,77
971,count,8
228,count,29
879,count,50
41,count,13
233,count,58
446,count,47
583,count,71
374,count,76
178,count,84
272,count,43
199,count,27
151,count,81
593,count,56
443,discount,0
134,discount,2
157,discount,2
835,discount,0
111,discount,0
871,discount,0
738,discount,0
422,discount,0
761,discount,2
339,discount,1
491,discount,2
182,discount,1
763,discount,0
883,discount,3
445,discount,3
979,discount,2
754,discount,1
902,discount,2
253,discount,2
858,discount,1
522,discount,0
462,discount,1
3,discount,0
458,discount,0
559,discount,1
623,discount,1
231,discount,1
295,discount,4
984,discount,2
569,discount,3
928,discount,1
348,discount,1
728,discount,0
390,discount,0
1000,discount,1
530,discount,1
904,discount,0
620,discount,0
983,discount,2
144,discount,1
880,discount,1
221,discount,1
826,discount,1
886,discount,3
797,discount,1
743,discount,1
258,discount,3
670,discount,0
185,discount,0
653,discount,2
579,discount,0
875,discount,2
701,discount,1
604,discount,0
42,discount,1
60,discount,1
715,discount,0
16,discount,1
586,discount,1
555,discount,2
793,discount,1
136,discount,1
508,discount,0
557,discount,1
676,discount,0
918,discount,0
845,discount,0
811,discount,2
166,discount,1
509,discount,0
251,discount,1
367,discount,0
642,discount,0
158,discount,2
780,discount,1
775,discount,1
816,discount,0
87,discount,1
639,discount,0
812,discount,1
881,discount,0
159,discount,1
741,discount,1
160,discount,1
844,discount,1
521,discount,0
634,discount,4
971,discount,0
228,discount,2
879,discount,1
41,discount,0
233,discount,0
446,discount,0
583,discount,1
374,discount,2
178,discount,0
272,discount,2
199,discount,1
151,discount,1
593,discount,2
