invoice_id,invoice_date,customer_id
99,2017-07-12 00:00:00.000,1
100,2018-01-19 00:00:00.000,87
101,2017-04-29 00:00:00.000,17
102,2017-11-12 00:00:00.000,64
103,2017-10-04 00:00:00.000,75
104,2017-06-05 00:00:00.000,13
105,2017-07-03 00:00:00.000,47
106,2017-01-15 00:00:00.000,36
107,2016-09-11 00:00:00.000,15
108,2016-03-26 00:00:00.000,47
109,2017-01-24 00:00:00.000,81
110,2017-12-08 00:00:00.000,100
111,2016-10-15 00:00:00.000,72
112,2017-09-23 00:00:00.000,88
113,2017-08-27 00:00:00.000,50
114,2016-06-05 00:00:00.000,90
115,2016-11-20 00:00:00.000,48
116,2016-03-30 00:00:00.000,69
117,2017-11-12 00:00:00.000,21
118,2016-11-12 00:00:00.000,95
119,2018-05-21 00:00:00.000,22
120,2016-12-27 00:00:00.000,26
121,2016-09-25 00:00:00.000,76
122,2017-08-30 00:00:00.000,80
123,2018-01-23 00:00:00.000,79
124,2017-05-27 00:00:00.000,48
125,2017-01-24 00:00:00.000,83
126,2016-10-22 00:00:00.000,41
127,2016-05-02 00:00:00.000,33
128,2017-12-22 00:00:00.000,54
129,2017-03-11 00:00:00.000,62
130,2017-06-30 00:00:00.000,8
131,2016-08-03 00:00:00.000,58
132,2017-10-07 00:00:00.000,46
133,2017-11-16 00:00:00.000,85
134,2017-06-26 00:00:00.000,41
135,2017-08-24 00:00:00.000,69
136,2017-07-29 00:00:00.000,95
137,2016-10-29 00:00:00.000,28
138,2018-04-15 00:00:00.000,5
139,2016-06-03 00:00:00.000,18
140,2016-10-08 00:00:00.000,53
141,2018-06-19 00:00:00.000,3
142,2016-02-14 00:00:00.000,27
143,2016-12-19 00:00:00.000,60
144,2016-05-28 00:00:00.000,49
145,2016-11-07 00:00:00.000,88
146,2016-03-21 00:00:00.000,3
147,2018-05-28 00:00:00.000,84
148,2017-07-01 00:00:00.000,62
149,2016-03-15 00:00:00.000,48
150,2016-10-21 00:00:00.000,50
151,2016-02-12 00:00:00.000,72
152,2016-05-31 00:00:00.000,9
153,2016-12-10 00:00:00.000,35
154,2018-05-04 00:00:00.000,37
155,2017-03-26 00:00:00.000,10
156,2017-09-02 00:00:00.000,38
157,2018-05-18 00:00:00.000,48
158,2016-02-02 00:00:00.000,60
159,2016-08-26 00:00:00.000,4
160,2018-01-11 00:00:00.000,2
161,2016-12-17 00:00:00.000,88
162,2016-03-20 00:00:00.000,76
163,2018-02-01 00:00:00.000,15
164,2016-09-04 00:00:00.000,8
165,2016-11-21 00:00:00.000,23
166,2016-02-07 00:00:00.000,1
167,2016-04-18 00:00:00.000,79
168,2016-01-07 00:00:00.000,50
169,2017-11-25 00:00:00.000,18
170,2018-03-15 00:00:00.000,57
171,2017-11-20 00:00:00.000,29
172,2017-06-25 00:00:00.000,45
173,2017-11-23 00:00:00.000,1
174,2016-03-26 00:00:00.000,10
175,2018-04-13 00:00:00.000,81
176,2017-09-05 00:00:00.000,80
177,2018-02-14 00:00:00.000,69
178,2016-08-21 00:00:00.000,9
179,2018-04-16 00:00:00.000,99
180,2017-02-26 00:00:00.000,61
181,2018-03-21 00:00:00.000,83
182,2017-03-24 00:00:00.000,6
183,2016-07-24 00:00:00.000,17
184,2016-03-04 00:00:00.000,19
185,2018-02-23 00:00:00.000,100
186,2016-10-06 00:00:00.000,85
187,2016-04-05 00:00:00.000,22
188,2016-01-16 00:00:00.000,37
189,2018-01-20 00:00:00.000,62
190,2016-12-03 00:00:00.000,20
191,2017-03-20 00:00:00.000,81
192,2017-01-22 00:00:00.000,66
193,2016-02-09 00:00:00.000,39
194,2016-06-29 00:00:00.000,43
195,2018-01-17 00:00:00.000,98
196,2017-02-11 00:00:00.000,67
197,2016-03-11 00:00:00.000,54
198,2018-04-01 00:00:00.000,98
199,2017-01-23 00:00:00.000,10
200,2016-10-30 00:00:00.000,6
201,2017-05-26 00:00:00.000,80
202,2018-05-03 00:00:00.000,65
203,2018-06-07 00:00:00.000,62
204,2017-04-25 00:00:00.000,12
205,2018-04-29 00:00:00.000,43
206,2016-01-08 00:00:00.000,24
207,2016-08-10 00:00:00.000,15
208,2016-04-29 00:00:00.000,48
209,2018-03-01 00:00:00.000,53
210,2018-03-21 00:00:00.000,45
211,2018-03-08 00:00:00.000,83
212,2016-02-12 00:00:00.000,23
213,2016-06-13 00:00:00.000,99
214,2018-02-19 00:00:00.000,79
215,2018-03-22 00:00:00.000,96
216,2016-05-27 00:00:00.000,9
217,2016-01-03 00:00:00.000,51
218,2016-07-03 00:00:00.000,84
219,2016-09-24 00:00:00.000,48
220,2016-02-29 00:00:00.000,77
221,2016-12-22 00:00:00.000,29
222,2018-04-05 00:00:00.000,83
223,2016-01-02 00:00:00.000,41
224,2016-02-03 00:00:00.000,29
225,2016-09-08 00:00:00.000,28
226,2016-10-23 00:00:00.000,5
227,2017-06-06 00:00:00.000,86
228,2016-11-20 00:00:00.000,5
229,2017-08-22 00:00:00.000,29
230,2016-01-23 00:00:00.000,58
231,2017-12-24 00:00:00.000,43
232,2017-05-29 00:00:00.000,10
233,2018-01-01 00:00:00.000,100
234,2018-05-19 00:00:00.000,30
235,2017-03-24 00:00:00.000,12
236,2017-06-10 00:00:00.000,26
237,2017-08-24 00:00:00.000,67
238,2017-06-20 00:00:00.000,62
239,2018-03-20 00:00:00.000,50
240,2016-10-02 00:00:00.000,85
241,2017-02-19 00:00:00.000,72
242,2018-05-30 00:00:00.000,69
243,2017-07-29 00:00:00.000,82
244,2016-05-04 00:00:00.000,42
245,2018-04-02 00:00:00.000,40
246,2017-07-06 00:00:00.000,65
247,2017-10-17 00:00:00.000,51
248,2016-01-18 00:00:00.000,54
249,2016-09-29 00:00:00.000,53
250,2017-09-29 00:00:00.000,79
251,2016-03-22 00:00:00.000,53
252,2016-01-09 00:00:00.000,89
253,2017-12-18 00:00:00.000,88
254,2017-01-30 00:00:00.000,8
255,2017-11-10 00:00:00.000,68
256,2017-08-01 00:00:00.000,75
257,2017-07-09 00:00:00.000,75
258,2017-10-23 00:00:00.000,63
259,2016-05-16 00:00:00.000,14
260,2016-05-31 00:00:00.000,61
261,2017-03-10 00:00:00.000,56
262,2016-12-11 00:00:00.000,37
263,2017-09-05 00:00:00.000,52
264,2017-09-02 00:00:00.000,35
265,2016-06-23 00:00:00.000,85
266,2017-09-27 00:00:00.000,49
267,2017-08-07 00:00:00.000,4
268,2016-09-16 00:00:00.000,89
269,2018-04-02 00:00:00.000,99
270,2017-12-17 00:00:00.000,97
271,2018-01-10 00:00:00.000,49
272,2016-03-10 00:00:00.000,26
273,2016-06-17 00:00:00.000,98
274,2017-05-03 00:00:00.000,84
275,2016-12-20 00:00:00.000,45
276,2017-11-12 00:00:00.000,96
277,2018-03-05 00:00:00.000,77
278,2017-01-09 00:00:00.000,22
279,2017-09-26 00:00:00.000,49
280,2018-04-20 00:00:00.000,94
281,2017-04-25 00:00:00.000,18
282,2017-11-14 00:00:00.000,29
283,2018-02-23 00:00:00.000,18
284,2017-04-05 00:00:00.000,82
285,2016-05-19 00:00:00.000,86
286,2017-11-26 00:00:00.000,13
287,2016-05-12 00:00:00.000,38
288,2017-04-15 00:00:00.000,55
289,2017-08-03 00:00:00.000,28
290,2016-02-10 00:00:00.000,17
291,2017-04-09 00:00:00.000,16
292,2017-07-09 00:00:00.000,42
293,2018-02-13 00:00:00.000,94
294,2017-01-28 00:00:00.000,89
295,2017-02-02 00:00:00.000,55
296,2016-08-01 00:00:00.000,83
297,2016-12-15 00:00:00.000,97
298,2018-02-08 00:00:00.000,94
299,2018-02-12 00:00:00.000,27
300,2016-03-11 00:00:00.000,58
301,2017-01-19 00:00:00.000,57
302,2016-01-26 00:00:00.000,50
303,2017-11-04 00:00:00.000,13
304,2017-08-15 00:00:00.000,46
305,2016-06-26 00:00:00.000,15
306,2016-07-09 00:00:00.000,53
307,2016-05-17 00:00:00.000,70
308,2018-04-16 00:00:00.000,2
309,2018-03-31 00:00:00.000,19
310,2018-03-26 00:00:00.000,75
311,2017-04-14 00:00:00.000,71
312,2018-04-07 00:00:00.000,86
313,2016-12-03 00:00:00.000,56
314,2018-05-06 00:00:00.000,69
315,2018-06-12 00:00:00.000,76
316,2016-03-01 00:00:00.000,87
317,2016-05-03 00:00:00.000,16
318,2017-03-30 00:00:00.000,71
319,2016-12-21 00:00:00.000,16
320,2016-01-31 00:00:00.000,74
321,2016-03-11 00:00:00.000,91
322,2016-01-19 00:00:00.000,84
323,2018-01-12 00:00:00.000,80
324,2018-02-17 00:00:00.000,10
325,2017-02-10 00:00:00.000,19
326,2016-10-27 00:00:00.000,59
327,2017-06-26 00:00:00.000,43
328,2016-02-25 00:00:00.000,8
329,2016-01-11 00:00:00.000,100
330,2016-06-06 00:00:00.000,48
331,2017-07-16 00:00:00.000,85
332,2016-11-01 00:00:00.000,77
333,2016-08-12 00:00:00.000,52
334,2017-12-11 00:00:00.000,55
335,2017-12-02 00:00:00.000,95
336,2018-02-19 00:00:00.000,79
337,2016-09-27 00:00:00.000,67
338,2016-06-25 00:00:00.000,66
339,2018-06-19 00:00:00.000,47
340,2016-08-24 00:00:00.000,96
341,2016-10-11 00:00:00.000,89
342,2017-01-22 00:00:00.000,22
343,2017-11-11 00:00:00.000,4
344,2016-07-03 00:00:00.000,42
345,2016-06-18 00:00:00.000,97
346,2017-09-04 00:00:00.000,80
347,2018-01-10 00:00:00.000,10
348,2017-06-26 00:00:00.000,65
349,2018-01-02 00:00:00.000,5
350,2018-03-04 00:00:00.000,47
351,2018-04-25 00:00:00.000,90
352,2017-03-24 00:00:00.000,76
353,2016-04-08 00:00:00.000,61
354,2018-03-19 00:00:00.000,9
355,2016-02-18 00:00:00.000,26
356,2016-07-04 00:00:00.000,80
357,2017-05-16 00:00:00.000,67
358,2016-06-10 00:00:00.000,44
359,2018-03-30 00:00:00.000,39
360,2017-08-15 00:00:00.000,66
361,2017-03-18 00:00:00.000,12
362,2016-09-29 00:00:00.000,36
363,2016-11-13 00:00:00.000,68
364,2016-08-20 00:00:00.000,6
365,2017-09-01 00:00:00.000,56
366,2017-06-02 00:00:00.000,14
367,2017-08-29 00:00:00.000,2
368,2016-02-25 00:00:00.000,24
369,2017-10-31 00:00:00.000,20
370,2018-06-19 00:00:00.000,25
371,2016-04-18 00:00:00.000,95
372,2018-01-07 00:00:00.000,22
373,2017-04-22 00:00:00.000,95
374,2016-05-06 00:00:00.000,28
375,2016-06-15 00:00:00.000,55
376,2017-10-24 00:00:00.000,54
377,2017-11-29 00:00:00.000,44
378,2017-01-17 00:00:00.000,38
379,2018-05-30 00:00:00.000,96
380,2016-04-27 00:00:00.000,35
381,2016-05-13 00:00:00.000,18
382,2016-03-14 00:00:00.000,42
383,2017-02-26 00:00:00.000,40
384,2016-08-29 00:00:00.000,33
385,2017-03-22 00:00:00.000,76
386,2018-04-11 00:00:00.000,28
387,2016-03-08 00:00:00.000,93
388,2016-03-10 00:00:00.000,12
389,2017-08-15 00:00:00.000,50
390,2018-04-20 00:00:00.000,27
391,2016-06-17 00:00:00.000,91
392,2017-02-24 00:00:00.000,52
393,2018-06-09 00:00:00.000,55
394,2018-05-31 00:00:00.000,60
395,2017-08-10 00:00:00.000,85
396,2017-05-14 00:00:00.000,13
397,2017-11-10 00:00:00.000,27
398,2017-02-05 00:00:00.000,1
399,2018-05-20 00:00:00.000,83
400,2017-04-30 00:00:00.000,56
401,2017-07-17 00:00:00.000,75
402,2016-10-31 00:00:00.000,83
403,2018-06-29 00:00:00.000,44
404,2017-04-02 00:00:00.000,74
405,2017-06-03 00:00:00.000,52
406,2018-02-18 00:00:00.000,24
407,2018-06-01 00:00:00.000,41
408,2017-11-08 00:00:00.000,82
409,2017-09-26 00:00:00.000,31
410,2017-08-31 00:00:00.000,84
411,2017-07-09 00:00:00.000,4
412,2017-12-22 00:00:00.000,86
413,2016-08-07 00:00:00.000,12
414,2017-09-01 00:00:00.000,60
415,2018-03-30 00:00:00.000,53
416,2017-09-09 00:00:00.000,60
417,2016-08-11 00:00:00.000,95
418,2017-09-26 00:00:00.000,83
419,2016-04-15 00:00:00.000,72
420,2017-11-28 00:00:00.000,68
421,2016-05-27 00:00:00.000,17
422,2017-09-13 00:00:00.000,36
423,2017-03-04 00:00:00.000,15
424,2018-06-17 00:00:00.000,66
425,2017-09-06 00:00:00.000,31
426,2018-03-15 00:00:00.000,4
427,2017-04-28 00:00:00.000,58
428,2016-07-10 00:00:00.000,33
429,2016-04-28 00:00:00.000,63
430,2018-02-14 00:00:00.000,91
431,2017-11-11 00:00:00.000,39
432,2017-05-23 00:00:00.000,76
433,2016-04-30 00:00:00.000,72
434,2016-03-22 00:00:00.000,77
435,2016-05-23 00:00:00.000,49
436,2016-11-22 00:00:00.000,87
437,2016-01-28 00:00:00.000,32
438,2017-12-17 00:00:00.000,2
439,2016-11-24 00:00:00.000,1
440,2018-04-09 00:00:00.000,8
441,2018-06-22 00:00:00.000,78
442,2017-03-07 00:00:00.000,64
443,2016-07-11 00:00:00.000,21
444,2018-04-06 00:00:00.000,29
445,2017-05-12 00:00:00.000,52
446,2017-05-16 00:00:00.000,6
447,2016-06-11 00:00:00.000,34
448,2017-03-09 00:00:00.000,62
449,2018-05-29 00:00:00.000,41
450,2018-05-08 00:00:00.000,29
451,2018-06-08 00:00:00.000,4
452,2017-05-18 00:00:00.000,19
453,2016-08-02 00:00:00.000,29
454,2016-11-07 00:00:00.000,36
455,2017-03-11 00:00:00.000,100
456,2018-01-08 00:00:00.000,47
457,2017-05-19 00:00:00.000,39
458,2016-07-19 00:00:00.000,53
459,2017-01-07 00:00:00.000,88
460,2016-01-28 00:00:00.000,65
461,2016-05-29 00:00:00.000,35
462,2018-04-29 00:00:00.000,58
463,2016-02-28 00:00:00.000,43
464,2017-01-26 00:00:00.000,80
465,2017-10-17 00:00:00.000,82
466,2016-02-08 00:00:00.000,45
467,2016-07-31 00:00:00.000,64
468,2016-06-09 00:00:00.000,39
469,2017-07-10 00:00:00.000,63
470,2016-12-26 00:00:00.000,73
471,2016-07-31 00:00:00.000,79
472,2016-03-03 00:00:00.000,74
473,2016-03-16 00:00:00.000,22
474,2016-01-17 00:00:00.000,20
475,2016-05-28 00:00:00.000,54
476,2018-06-03 00:00:00.000,86
477,2016-12-18 00:00:00.000,42
478,2016-04-23 00:00:00.000,25
479,2018-02-18 00:00:00.000,47
480,2017-08-12 00:00:00.000,96
481,2016-02-25 00:00:00.000,82
482,2016-12-11 00:00:00.000,6
483,2018-01-25 00:00:00.000,49
484,2016-07-01 00:00:00.000,91
485,2018-05-04 00:00:00.000,91
486,2018-05-20 00:00:00.000,2
487,2018-01-17 00:00:00.000,19
488,2017-04-18 00:00:00.000,60
489,2016-08-11 00:00:00.000,19
490,2018-04-08 00:00:00.000,59
491,2017-01-11 00:00:00.000,15
492,2016-05-18 00:00:00.000,62
493,2017-06-14 00:00:00.000,69
494,2016-07-10 00:00:00.000,25
495,2016-09-22 00:00:00.000,16
496,2016-09-22 00:00:00.000,96
497,2016-03-04 00:00:00.000,9
498,2016-12-31 00:00:00.000,91
499,2016-02-27 00:00:00.000,6
500,2018-04-23 00:00:00.000,17
501,2018-03-16 00:00:00.000,57
502,2017-10-09 00:00:00.000,99
503,2016-02-26 00:00:00.000,41
504,2016-10-06 00:00:00.000,100
505,2016-09-11 00:00:00.000,89
506,2016-06-03 00:00:00.000,73
507,2018-03-12 00:00:00.000,20
508,2016-02-29 00:00:00.000,66
509,2016-11-30 00:00:00.000,19
510,2018-03-06 00:00:00.000,19
511,2016-05-03 00:00:00.000,65
512,2017-01-25 00:00:00.000,38
513,2018-04-28 00:00:00.000,29
514,2016-11-18 00:00:00.000,18
515,2016-05-17 00:00:00.000,9
516,2017-04-09 00:00:00.000,26
517,2017-10-14 00:00:00.000,56
518,2017-01-05 00:00:00.000,16
519,2017-09-14 00:00:00.000,25
520,2018-04-22 00:00:00.000,34
521,2017-04-01 00:00:00.000,80
522,2017-11-27 00:00:00.000,72
523,2016-12-18 00:00:00.000,64
524,2016-11-11 00:00:00.000,67
525,2017-04-29 00:00:00.000,71
526,2018-01-25 00:00:00.000,3
527,2017-07-18 00:00:00.000,51
528,2016-12-11 00:00:00.000,35
529,2016-05-12 00:00:00.000,1
530,2016-05-10 00:00:00.000,16
531,2017-05-18 00:00:00.000,36
532,2017-12-27 00:00:00.000,56
533,2016-04-22 00:00:00.000,51
534,2017-08-21 00:00:00.000,19
535,2017-04-22 00:00:00.000,20
536,2017-10-05 00:00:00.000,94
537,2017-08-20 00:00:00.000,17
538,2017-05-11 00:00:00.000,50
539,2017-11-18 00:00:00.000,92
540,2016-05-03 00:00:00.000,43
541,2016-11-15 00:00:00.000,17
542,2016-11-04 00:00:00.000,40
543,2017-03-29 00:00:00.000,54
544,2018-06-07 00:00:00.000,16
545,2017-09-05 00:00:00.000,78
546,2018-04-28 00:00:00.000,35
547,2018-06-26 00:00:00.000,64
548,2017-01-08 00:00:00.000,2
549,2017-05-17 00:00:00.000,20
550,2016-07-10 00:00:00.000,99
551,2016-12-04 00:00:00.000,82
552,2018-06-25 00:00:00.000,13
553,2017-07-03 00:00:00.000,50
554,2016-01-21 00:00:00.000,89
555,2016-10-31 00:00:00.000,57
556,2017-09-23 00:00:00.000,93
557,2016-10-13 00:00:00.000,96
558,2016-09-04 00:00:00.000,88
559,2017-01-29 00:00:00.000,89
560,2016-01-28 00:00:00.000,37
561,2016-03-19 00:00:00.000,40
562,2016-08-14 00:00:00.000,16
563,2017-10-15 00:00:00.000,71
564,2018-03-22 00:00:00.000,6
565,2017-11-24 00:00:00.000,46
566,2018-03-01 00:00:00.000,27
567,2016-12-03 00:00:00.000,45
568,2018-02-16 00:00:00.000,19
569,2016-02-14 00:00:00.000,41
570,2016-12-28 00:00:00.000,23
571,2018-01-05 00:00:00.000,1
572,2018-06-21 00:00:00.000,65
573,2018-03-07 00:00:00.000,81
574,2016-09-16 00:00:00.000,43
575,2017-03-01 00:00:00.000,98
576,2018-03-31 00:00:00.000,18
577,2016-01-20 00:00:00.000,38
578,2018-01-02 00:00:00.000,19
579,2016-06-13 00:00:00.000,78
580,2016-09-22 00:00:00.000,97
581,2017-09-06 00:00:00.000,21
582,2017-12-22 00:00:00.000,57
583,2016-12-15 00:00:00.000,62
584,2018-03-28 00:00:00.000,18
585,2017-03-13 00:00:00.000,35
586,2016-10-27 00:00:00.000,58
587,2017-12-04 00:00:00.000,35
588,2017-04-10 00:00:00.000,86
589,2017-07-10 00:00:00.000,68
590,2016-01-13 00:00:00.000,28
591,2017-02-25 00:00:00.000,92
592,2016-08-07 00:00:00.000,88
593,2016-10-20 00:00:00.000,48
594,2016-08-17 00:00:00.000,17
595,2018-01-24 00:00:00.000,90
596,2016-05-14 00:00:00.000,84
597,2016-07-29 00:00:00.000,78
598,2017-01-31 00:00:00.000,57
599,2016-08-03 00:00:00.000,73
600,2016-04-30 00:00:00.000,2
601,2017-09-08 00:00:00.000,87
602,2017-04-05 00:00:00.000,49
603,2016-12-23 00:00:00.000,56
604,2017-08-24 00:00:00.000,89
605,2017-10-07 00:00:00.000,8
606,2017-08-19 00:00:00.000,40
607,2016-11-22 00:00:00.000,9
608,2016-06-26 00:00:00.000,9
609,2016-01-12 00:00:00.000,42
610,2017-05-03 00:00:00.000,53
611,2017-02-07 00:00:00.000,63
612,2016-11-25 00:00:00.000,35
613,2017-07-20 00:00:00.000,32
614,2018-01-23 00:00:00.000,62
615,2018-06-09 00:00:00.000,43
616,2017-09-23 00:00:00.000,45
617,2017-04-06 00:00:00.000,52
618,2017-03-22 00:00:00.000,17
619,2017-08-08 00:00:00.000,67
620,2016-01-30 00:00:00.000,12
621,2017-03-30 00:00:00.000,50
622,2017-11-06 00:00:00.000,94
623,2017-10-20 00:00:00.000,5
624,2016-01-21 00:00:00.000,81
625,2017-07-01 00:00:00.000,30
626,2017-04-06 00:00:00.000,91
627,2016-11-10 00:00:00.000,28
628,2016-08-10 00:00:00.000,7
629,2017-08-23 00:00:00.000,88
630,2017-05-12 00:00:00.000,36
631,2016-06-06 00:00:00.000,43
632,2016-12-27 00:00:00.000,98
633,2016-08-04 00:00:00.000,67
634,2017-10-18 00:00:00.000,62
635,2018-06-04 00:00:00.000,40
636,2016-05-10 00:00:00.000,40
637,2016-08-27 00:00:00.000,59
638,2016-07-31 00:00:00.000,25
639,2017-09-22 00:00:00.000,9
640,2016-02-29 00:00:00.000,76
641,2017-01-30 00:00:00.000,90
642,2016-01-12 00:00:00.000,66
643,2016-12-25 00:00:00.000,22
644,2017-04-29 00:00:00.000,58
645,2016-09-01 00:00:00.000,78
646,2017-01-23 00:00:00.000,46
647,2017-09-18 00:00:00.000,99
648,2016-04-27 00:00:00.000,97
649,2018-05-22 00:00:00.000,94
650,2018-05-05 00:00:00.000,58
651,2016-01-16 00:00:00.000,7
652,2016-12-08 00:00:00.000,99
653,2016-08-20 00:00:00.000,24
654,2016-09-14 00:00:00.000,27
655,2017-11-17 00:00:00.000,92
656,2016-04-12 00:00:00.000,74
657,2016-06-01 00:00:00.000,62
658,2016-11-20 00:00:00.000,74
659,2017-12-22 00:00:00.000,55
660,2016-10-10 00:00:00.000,50
661,2016-09-08 00:00:00.000,91
662,2018-01-22 00:00:00.000,56
663,2017-03-19 00:00:00.000,80
664,2018-05-19 00:00:00.000,32
665,2016-07-28 00:00:00.000,69
666,2016-09-13 00:00:00.000,29
667,2018-01-04 00:00:00.000,37
668,2018-06-04 00:00:00.000,17
669,2017-01-17 00:00:00.000,51
670,2016-08-18 00:00:00.000,68
671,2018-03-04 00:00:00.000,27
672,2018-04-14 00:00:00.000,79
673,2017-12-24 00:00:00.000,4
674,2017-05-14 00:00:00.000,17
675,2017-12-24 00:00:00.000,98
676,2017-09-17 00:00:00.000,43
677,2016-12-31 00:00:00.000,86
678,2017-01-10 00:00:00.000,3
679,2016-10-07 00:00:00.000,92
680,2018-05-17 00:00:00.000,42
681,2018-06-17 00:00:00.000,45
682,2016-04-02 00:00:00.000,27
683,2017-07-06 00:00:00.000,62
684,2017-04-19 00:00:00.000,8
685,2017-07-31 00:00:00.000,50
686,2018-07-01 00:00:00.000,3
687,2017-08-12 00:00:00.000,92
688,2018-06-29 00:00:00.000,60
689,2016-02-24 00:00:00.000,30
690,2018-03-31 00:00:00.000,3
691,2016-10-27 00:00:00.000,88
692,2017-06-18 00:00:00.000,91
693,2017-11-05 00:00:00.000,35
694,2017-10-22 00:00:00.000,76
695,2017-12-18 00:00:00.000,66
696,2017-11-08 00:00:00.000,52
697,2016-12-22 00:00:00.000,87
698,2016-01-31 00:00:00.000,3
699,2018-06-20 00:00:00.000,60
700,2017-01-06 00:00:00.000,30
701,2017-10-15 00:00:00.000,23
702,2016-12-27 00:00:00.000,96
703,2016-04-07 00:00:00.000,68
704,2016-01-09 00:00:00.000,95
705,2016-11-06 00:00:00.000,25
706,2017-09-05 00:00:00.000,6
707,2017-04-05 00:00:00.000,26
708,2016-05-12 00:00:00.000,29
709,2016-10-06 00:00:00.000,100
710,2016-12-08 00:00:00.000,69
711,2016-07-28 00:00:00.000,11
712,2017-11-14 00:00:00.000,22
713,2016-01-01 00:00:00.000,42
714,2017-05-30 00:00:00.000,65
715,2016-09-04 00:00:00.000,9
716,2016-07-17 00:00:00.000,75
717,2016-06-25 00:00:00.000,82
718,2017-10-13 00:00:00.000,64
719,2016-03-17 00:00:00.000,78
720,2017-12-09 00:00:00.000,25
721,2017-01-20 00:00:00.000,71
722,2018-01-29 00:00:00.000,78
723,2016-04-02 00:00:00.000,70
724,2017-11-07 00:00:00.000,86
725,2017-02-23 00:00:00.000,12
726,2016-04-11 00:00:00.000,62
727,2016-05-23 00:00:00.000,76
728,2017-04-04 00:00:00.000,34
729,2017-12-28 00:00:00.000,85
730,2017-11-17 00:00:00.000,27
731,2018-04-08 00:00:00.000,4
732,2016-08-30 00:00:00.000,79
733,2017-11-24 00:00:00.000,2
734,2018-06-28 00:00:00.000,78
735,2017-08-15 00:00:00.000,94
