product_code,customer_code,market_code,order_date,sales_qty,sales_amount,currency,profit_margin_percentage,profit_margin,cost_price,norm_sales_amount
"Prod279","Cus020","Mark011",2018-07-27 00:00:00.000,1,102,"INR",0.29,29.58,72.42,102
"Prod279","Cus020","Mark011",2018-08-02 00:00:00.000,1,102,"INR",-0.24,-24.48,126.48,102
"Prod279","Cus020","Mark011",2018-08-09 00:00:00.000,1,102,"INR",-0.01,-1.02,103.02,102
"Prod279","Cus020","Mark011",2018-09-06 00:00:00.000,1,102,"INR",0.33,33.66,68.34,102
"Prod279","Cus020","Mark011",2018-09-13 00:00:00.000,1,102,"INR",0.34,34.68,67.32,102
"Prod279","Cus020","Mark011",2018-09-21 00:00:00.000,1,102,"INR",-0.1,-10.2,112.2,102
"Prod279","Cus020","Mark011",2018-09-25 00:00:00.000,1,102,"INR",0.27,27.54,74.46,102
"Prod279","Cus020","Mark011",2018-09-27 00:00:00.000,1,102,"INR",0.25,25.5,76.5,102
"Prod279","Cus020","Mark011",2018-10-03 00:00:00.000,1,102,"INR",-0.12,-12.24,114.24,102
"Prod279","Cus020","Mark011",2018-10-05 00:00:00.000,1,102,"INR",-0.33,-33.66,135.66,102
"Prod279","Cus020","Mark011",2018-10-10 00:00:00.000,1,102,"INR",0.26,26.52,75.48,102
"Prod279","Cus020","Mark011",2018-10-11 00:00:00.000,1,102,"INR",-0.32,-32.64,134.64,102
"Prod279","Cus020","Mark011",2018-10-19 00:00:00.000,1,102,"INR",0.33,33.66,68.34,102
"Prod279","Cus020","Mark011",2018-10-25 00:00:00.000,1,102,"INR",0.08,8.16,93.84,102
"Prod279","Cus020","Mark011",2018-10-26 00:00:00.000,1,102,"INR",0.01,1.02,100.98,102
"Prod279","Cus020","Mark011",2018-10-31 00:00:00.000,1,102,"INR",-0.01,-1.02,103.02,102
"Prod279","Cus020","Mark011",2018-11-05 00:00:00.000,1,102,"INR",0.15,15.3,86.7,102
"Prod279","Cus020","Mark011",2018-11-07 00:00:00.000,1,102,"INR",0.14,14.28,87.72,102
"Prod279","Cus020","Mark011",2018-11-26 00:00:00.000,1,102,"INR",-0.22,-22.44,124.44,102
"Prod279","Cus020","Mark011",2019-04-16 00:00:00.000,1,102,"INR",0.08,8.16,93.84,102
"Prod279","Cus020","Mark011",2019-05-08 00:00:00.000,1,102,"INR",-0.05,-5.1,107.1,102
"Prod279","Cus020","Mark011",2019-05-13 00:00:00.000,1,102,"INR",0.35,35.7,66.3,102
"Prod279","Cus020","Mark011",2019-05-20 00:00:00.000,1,102,"INR",0.24,24.48,77.52,102
"Prod279","Cus020","Mark011",2019-06-03 00:00:00.000,1,102,"INR",-0.14,-14.28,116.28,102
"Prod279","Cus020","Mark011",2019-06-06 00:00:00.000,1,102,"INR",0.01,1.02,100.98,102
"Prod279","Cus020","Mark011",2019-06-19 00:00:00.000,1,102,"INR",0.15,15.3,86.7,102
"Prod279","Cus020","Mark011",2019-06-20 00:00:00.000,1,102,"INR",0.1,10.2,91.8,102
"Prod279","Cus020","Mark011",2019-06-28 00:00:00.000,1,102,"INR",-0.25,-25.5,127.5,102
"Prod279","Cus020","Mark011",2019-07-01 00:00:00.000,1,102,"INR",-0.25,-25.5,127.5,102
"Prod279","Cus020","Mark011",2019-07-12 00:00:00.000,1,102,"INR",-0.17,-17.34,119.34,102
"Prod279","Cus020","Mark011",2019-07-15 00:00:00.000,1,102,"INR",0.1,10.2,91.8,102
"Prod279","Cus020","Mark011",2019-07-17 00:00:00.000,1,102,"INR",0.33,33.66,68.34,102
"Prod279","Cus020","Mark011",2019-07-19 00:00:00.000,1,102,"INR",-0.1,-10.2,112.2,102
"Prod279","Cus020","Mark011",2019-07-24 00:00:00.000,1,102,"INR",-0.19,-19.38,121.38,102
"Prod279","Cus020","Mark011",2019-07-25 00:00:00.000,1,102,"INR",-0.21,-21.42,123.42,102
"Prod279","Cus020","Mark011",2019-07-30 00:00:00.000,1,102,"INR",-0.3,-30.6,132.6,102
"Prod279","Cus020","Mark011",2019-07-31 00:00:00.000,1,102,"INR",0.37,37.74,64.26,102
"Prod279","Cus020","Mark011",2019-08-02 00:00:00.000,1,102,"INR",-0.09,-9.18,111.18,102
"Prod279","Cus020","Mark011",2019-08-08 00:00:00.000,1,102,"INR",-0.07,-7.14,109.14,102
"Prod279","Cus020","Mark011",2019-08-27 00:00:00.000,1,102,"INR",-0.05,-5.1,107.1,102
"Prod279","Cus020","Mark011",2019-08-28 00:00:00.000,1,102,"INR",0.17,17.34,84.66,102
"Prod279","Cus020","Mark011",2019-09-06 00:00:00.000,1,102,"INR",0.27,27.54,74.46,102
"Prod279","Cus020","Mark011",2019-09-10 00:00:00.000,1,102,"INR",0.14,14.28,87.72,102
"Prod279","Cus020","Mark011",2019-09-12 00:00:00.000,1,102,"INR",0.18,18.36,83.64,102
"Prod279","Cus020","Mark011",2019-09-18 00:00:00.000,1,102,"INR",-0.31,-31.62,133.62,102
"Prod279","Cus020","Mark011",2019-09-19 00:00:00.000,1,102,"INR",0.23,23.46,78.54,102
"Prod279","Cus020","Mark011",2019-09-20 00:00:00.000,1,102,"INR",0.09,9.18,92.82,102
"Prod279","Cus020","Mark011",2019-10-11 00:00:00.000,1,102,"INR",-0.24,-24.48,126.48,102
"Prod279","Cus020","Mark011",2019-10-12 00:00:00.000,1,102,"INR",0.16,16.32,85.68,102
"Prod279","Cus020","Mark011",2019-10-14 00:00:00.000,1,102,"INR",0.15,15.3,86.7,102
"Prod279","Cus020","Mark011",2019-10-16 00:00:00.000,1,102,"INR",0.26,26.52,75.48,102
"Prod279","Cus020","Mark011",2019-10-21 00:00:00.000,1,102,"INR",-0.24,-24.48,126.48,102
"Prod279","Cus020","Mark011",2019-10-23 00:00:00.000,1,102,"INR",0.35,35.7,66.3,102
"Prod279","Cus020","Mark011",2019-11-11 00:00:00.000,1,102,"INR",0.13,13.26,88.74,102
"Prod279","Cus020","Mark011",2019-11-28 00:00:00.000,1,102,"INR",0.22,22.44,79.56,102
"Prod279","Cus020","Mark011",2019-12-04 00:00:00.000,1,102,"INR",0.38,38.76,63.24,102
"Prod279","Cus020","Mark011",2019-12-06 00:00:00.000,1,102,"INR",0.26,26.52,75.48,102
"Prod279","Cus020","Mark011",2019-12-11 00:00:00.000,1,102,"INR",-0.31,-31.62,133.62,102
"Prod279","Cus020","Mark011",2020-01-02 00:00:00.000,1,102,"INR",0.14,14.28,87.72,102
"Prod279","Cus020","Mark011",2020-01-08 00:00:00.000,1,102,"INR",0.34,34.68,67.32,102
"Prod279","Cus020","Mark011",2020-01-09 00:00:00.000,1,102,"INR",-0.16,-16.32,118.32,102
"Prod279","Cus020","Mark011",2020-01-10 00:00:00.000,1,102,"INR",0.02,2.04,99.96,102
"Prod279","Cus020","Mark011",2020-01-20 00:00:00.000,1,102,"INR",-0.1,-10.2,112.2,102
"Prod278","Cus020","Mark011",2017-10-11 00:00:00.000,1,102,"INR",0.4,40.8,61.2,102
"Prod278","Cus020","Mark011",2017-10-12 00:00:00.000,1,102,"INR",-0.2,-20.4,122.4,102
"Prod278","Cus020","Mark011",2017-10-17 00:00:00.000,1,102,"INR",-0.18,-18.36,120.36,102
"Prod278","Cus020","Mark011",2017-11-08 00:00:00.000,1,102,"INR",-0.04,-4.08,106.08,102
"Prod278","Cus020","Mark011",2018-03-09 00:00:00.000,1,102,"INR",-0.1,-10.2,112.2,102
"Prod278","Cus020","Mark011",2018-03-28 00:00:00.000,1,102,"INR",0.1,10.2,91.8,102
"Prod278","Cus020","Mark011",2018-03-29 00:00:00.000,1,102,"INR",0.08,8.16,93.84,102
"Prod278","Cus020","Mark011",2018-04-16 00:00:00.000,1,102,"INR",-0.11,-11.22,113.22,102
"Prod278","Cus020","Mark011",2018-04-18 00:00:00.000,1,102,"INR",0.15,15.3,86.7,102
"Prod278","Cus020","Mark011",2018-04-19 00:00:00.000,1,102,"INR",0.37,37.74,64.26,102
"Prod278","Cus020","Mark011",2018-04-20 00:00:00.000,1,102,"INR",0.35,35.7,66.3,102
"Prod278","Cus020","Mark011",2018-04-26 00:00:00.000,1,102,"INR",-0.05,-5.1,107.1,102
"Prod278","Cus020","Mark011",2018-05-24 00:00:00.000,1,102,"INR",0.09,9.18,92.82,102
"Prod278","Cus020","Mark011",2018-05-28 00:00:00.000,1,102,"INR",0.14,14.28,87.72,102
"Prod278","Cus020","Mark011",2018-06-28 00:00:00.000,1,102,"INR",0,0,102,102
"Prod278","Cus020","Mark011",2018-07-13 00:00:00.000,1,102,"INR",0.02,2.04,99.96,102
"Prod278","Cus020","Mark011",2018-07-18 00:00:00.000,1,102,"INR",-0.04,-4.08,106.08,102
"Prod278","Cus020","Mark011",2018-07-24 00:00:00.000,1,102,"INR",0.18,18.36,83.64,102
"Prod278","Cus020","Mark011",2018-07-27 00:00:00.000,1,102,"INR",-0.34,-34.68,136.68,102
"Prod278","Cus020","Mark011",2018-08-20 00:00:00.000,1,102,"INR",-0.07,-7.14,109.14,102
"Prod278","Cus020","Mark011",2018-08-23 00:00:00.000,1,102,"INR",-0.27,-27.54,129.54,102
"Prod278","Cus020","Mark011",2018-08-31 00:00:00.000,1,102,"INR",-0.3,-30.6,132.6,102
"Prod278","Cus020","Mark011",2018-09-12 00:00:00.000,1,102,"INR",-0.09,-9.18,111.18,102
"Prod278","Cus020","Mark011",2018-09-13 00:00:00.000,1,102,"INR",-0.35,-35.7,137.7,102
"Prod278","Cus020","Mark011",2018-09-17 00:00:00.000,1,102,"INR",-0.28,-28.56,130.56,102
"Prod278","Cus020","Mark011",2018-09-21 00:00:00.000,1,102,"INR",-0.14,-14.28,116.28,102
"Prod278","Cus020","Mark011",2018-09-24 00:00:00.000,1,102,"INR",-0.28,-28.56,130.56,102
"Prod278","Cus020","Mark011",2018-09-25 00:00:00.000,1,102,"INR",0.19,19.38,82.62,102
"Prod278","Cus020","Mark011",2018-10-05 00:00:00.000,1,102,"INR",-0.18,-18.36,120.36,102
"Prod278","Cus020","Mark011",2018-10-08 00:00:00.000,1,102,"INR",0.31,31.62,70.38,102
"Prod278","Cus020","Mark011",2018-10-10 00:00:00.000,1,102,"INR",0.05,5.1,96.9,102
"Prod278","Cus020","Mark011",2018-10-15 00:00:00.000,1,102,"INR",0.16,16.32,85.68,102
"Prod278","Cus020","Mark011",2018-10-22 00:00:00.000,1,102,"INR",-0.15,-15.3,117.3,102
"Prod278","Cus020","Mark011",2018-10-25 00:00:00.000,1,102,"INR",0.15,15.3,86.7,102
"Prod278","Cus020","Mark011",2018-10-26 00:00:00.000,1,102,"INR",-0.31,-31.62,133.62,102
"Prod278","Cus020","Mark011",2018-10-31 00:00:00.000,1,102,"INR",-0.1,-10.2,112.2,102
"Prod278","Cus020","Mark011",2019-04-10 00:00:00.000,1,102,"INR",-0.1,-10.2,112.2,102
"Prod278","Cus020","Mark011",2019-04-16 00:00:00.000,1,102,"INR",0.32,32.64,69.36,102
"Prod278","Cus020","Mark011",2019-04-24 00:00:00.000,1,102,"INR",0.06,6.12,95.88,102
"Prod278","Cus020","Mark011",2019-05-03 00:00:00.000,1,102,"INR",0.31,31.62,70.38,102
"Prod278","Cus020","Mark011",2019-05-08 00:00:00.000,1,102,"INR",-0.1,-10.2,112.2,102
"Prod278","Cus020","Mark011",2019-05-15 00:00:00.000,1,102,"INR",0.33,33.66,68.34,102
"Prod278","Cus020","Mark011",2019-05-17 00:00:00.000,1,102,"INR",0.14,14.28,87.72,102
"Prod278","Cus020","Mark011",2019-05-24 00:00:00.000,1,102,"INR",-0.07,-7.14,109.14,102
"Prod278","Cus020","Mark011",2019-05-27 00:00:00.000,1,102,"INR",0,0,102,102
"Prod278","Cus020","Mark011",2019-05-28 00:00:00.000,1,102,"INR",0.21,21.42,80.58,102
"Prod278","Cus020","Mark011",2019-06-04 00:00:00.000,1,102,"INR",0.39,39.78,62.22,102
"Prod278","Cus020","Mark011",2019-06-17 00:00:00.000,1,102,"INR",-0.03,-3.06,105.06,102
"Prod278","Cus020","Mark011",2019-06-20 00:00:00.000,1,102,"INR",-0.14,-14.28,116.28,102
"Prod278","Cus020","Mark011",2019-06-21 00:00:00.000,1,102,"INR",-0.09,-9.18,111.18,102
"Prod278","Cus020","Mark011",2019-07-01 00:00:00.000,1,102,"INR",-0.15,-15.3,117.3,102
"Prod278","Cus020","Mark011",2019-07-02 00:00:00.000,1,102,"INR",-0.23,-23.46,125.46,102
"Prod278","Cus020","Mark011",2019-07-09 00:00:00.000,1,102,"INR",-0.07,-7.14,109.14,102
"Prod278","Cus020","Mark011",2019-07-10 00:00:00.000,1,102,"INR",-0.28,-28.56,130.56,102
"Prod278","Cus020","Mark011",2019-07-12 00:00:00.000,1,102,"INR",0.08,8.16,93.84,102
"Prod278","Cus020","Mark011",2019-07-19 00:00:00.000,1,102,"INR",0.04,4.08,97.92,102
"Prod278","Cus020","Mark011",2019-07-25 00:00:00.000,1,102,"INR",-0.26,-26.52,128.52,102
"Prod278","Cus020","Mark011",2019-07-31 00:00:00.000,1,102,"INR",0.06,6.12,95.88,102
"Prod278","Cus020","Mark011",2019-08-05 00:00:00.000,1,102,"INR",-0.13,-13.26,115.26,102
"Prod278","Cus020","Mark011",2019-08-22 00:00:00.000,1,102,"INR",-0.31,-31.62,133.62,102
"Prod278","Cus020","Mark011",2019-09-04 00:00:00.000,1,102,"INR",-0.19,-19.38,121.38,102
"Prod278","Cus020","Mark011",2019-09-12 00:00:00.000,1,102,"INR",0.36,36.72,65.28,102
"Prod278","Cus020","Mark011",2019-09-18 00:00:00.000,1,102,"INR",-0.11,-11.22,113.22,102
"Prod278","Cus020","Mark011",2019-09-19 00:00:00.000,1,102,"INR",0.07,7.14,94.86,102
"Prod278","Cus020","Mark011",2019-09-20 00:00:00.000,1,102,"INR",0.06,6.12,95.88,102
"Prod278","Cus020","Mark011",2019-09-30 00:00:00.000,1,102,"INR",0.1,10.2,91.8,102
"Prod278","Cus020","Mark011",2019-10-01 00:00:00.000,1,102,"INR",-0.12,-12.24,114.24,102
"Prod278","Cus020","Mark011",2019-10-08 00:00:00.000,1,102,"INR",0.36,36.72,65.28,102
"Prod278","Cus020","Mark011",2019-10-11 00:00:00.000,1,102,"INR",-0.29,-29.58,131.58,102
"Prod278","Cus020","Mark011",2019-10-14 00:00:00.000,1,102,"INR",-0.3,-30.6,132.6,102
"Prod278","Cus020","Mark011",2019-11-07 00:00:00.000,1,102,"INR",0.1,10.2,91.8,102
"Prod278","Cus020","Mark011",2019-11-18 00:00:00.000,1,102,"INR",-0.05,-5.1,107.1,102
"Prod278","Cus020","Mark011",2019-11-29 00:00:00.000,1,102,"INR",0.37,37.74,64.26,102
"Prod278","Cus020","Mark011",2019-12-06 00:00:00.000,1,102,"INR",-0.04,-4.08,106.08,102
"Prod278","Cus020","Mark011",2019-12-10 00:00:00.000,1,102,"INR",0.09,9.18,92.82,102
"Prod278","Cus020","Mark011",2019-12-11 00:00:00.000,1,102,"INR",0.09,9.18,92.82,102
"Prod278","Cus020","Mark011",2019-12-24 00:00:00.000,1,102,"INR",0.28,28.56,73.44,102
"Prod278","Cus020","Mark011",2019-12-27 00:00:00.000,1,102,"INR",0.21,21.42,80.58,102
"Prod278","Cus020","Mark011",2020-01-03 00:00:00.000,1,102,"INR",-0.05,-5.1,107.1,102
"Prod294","Cus020","Mark011",2017-10-11 00:00:00.000,1,102,"INR",0.01,1.02,100.98,102
"Prod294","Cus020","Mark011",2017-10-19 00:00:00.000,1,102,"INR",-0.02,-2.04,104.04,102
"Prod294","Cus020","Mark011",2017-10-26 00:00:00.000,1,102,"INR",-0.22,-22.44,124.44,102
"Prod294","Cus020","Mark011",2017-11-08 00:00:00.000,1,102,"INR",0.08,8.16,93.84,102
"Prod294","Cus020","Mark011",2018-03-14 00:00:00.000,1,102,"INR",-0.19,-19.38,121.38,102
"Prod294","Cus020","Mark011",2018-03-15 00:00:00.000,1,102,"INR",-0.08,-8.16,110.16,102
"Prod294","Cus020","Mark011",2018-03-19 00:00:00.000,1,102,"INR",0.01,1.02,100.98,102
"Prod294","Cus020","Mark011",2018-03-21 00:00:00.000,1,102,"INR",0.2,20.4,81.6,102
"Prod294","Cus020","Mark011",2018-04-17 00:00:00.000,1,102,"INR",0.37,37.74,64.26,102
"Prod294","Cus020","Mark011",2018-04-19 00:00:00.000,1,102,"INR",-0.26,-26.52,128.52,102
"Prod294","Cus020","Mark011",2018-05-18 00:00:00.000,1,102,"INR",0.11,11.22,90.78,102
"Prod294","Cus020","Mark011",2018-05-28 00:00:00.000,1,102,"INR",0.23,23.46,78.54,102
"Prod294","Cus020","Mark011",2018-05-29 00:00:00.000,1,102,"INR",0.37,37.74,64.26,102
"Prod294","Cus020","Mark011",2018-06-01 00:00:00.000,1,102,"INR",-0.25,-25.5,127.5,102
"Prod294","Cus020","Mark011",2018-06-08 00:00:00.000,1,102,"INR",0.4,40.8,61.2,102
"Prod294","Cus020","Mark011",2018-06-12 00:00:00.000,1,102,"INR",-0.32,-32.64,134.64,102
"Prod294","Cus020","Mark011",2018-06-28 00:00:00.000,1,102,"INR",0.04,4.08,97.92,102
"Prod294","Cus020","Mark011",2018-07-03 00:00:00.000,1,102,"INR",-0.01,-1.02,103.02,102
"Prod294","Cus020","Mark011",2018-07-04 00:00:00.000,1,102,"INR",-0.28,-28.56,130.56,102
"Prod294","Cus020","Mark011",2018-07-05 00:00:00.000,1,102,"INR",0.05,5.1,96.9,102
"Prod294","Cus020","Mark011",2018-07-13 00:00:00.000,1,102,"INR",0.33,33.66,68.34,102
"Prod294","Cus020","Mark011",2018-07-16 00:00:00.000,1,102,"INR",0.21,21.42,80.58,102
"Prod294","Cus020","Mark011",2018-07-27 00:00:00.000,1,102,"INR",0.39,39.78,62.22,102
"Prod294","Cus020","Mark011",2018-08-08 00:00:00.000,1,102,"INR",-0.28,-28.56,130.56,102
"Prod294","Cus020","Mark011",2018-08-24 00:00:00.000,1,102,"INR",-0.33,-33.66,135.66,102
"Prod294","Cus020","Mark011",2018-09-04 00:00:00.000,1,102,"INR",-0.19,-19.38,121.38,102
"Prod294","Cus020","Mark011",2018-09-05 00:00:00.000,1,102,"INR",-0.21,-21.42,123.42,102
"Prod294","Cus020","Mark011",2018-09-06 00:00:00.000,1,102,"INR",0.16,16.32,85.68,102
"Prod294","Cus020","Mark011",2018-09-07 00:00:00.000,1,102,"INR",0.15,15.3,86.7,102
"Prod294","Cus020","Mark011",2018-09-10 00:00:00.000,1,102,"INR",0.12,12.24,89.76,102
"Prod294","Cus020","Mark011",2018-09-12 00:00:00.000,1,102,"INR",-0.04,-4.08,106.08,102
"Prod294","Cus020","Mark011",2018-09-13 00:00:00.000,1,102,"INR",-0.26,-26.52,128.52,102
"Prod294","Cus020","Mark011",2018-09-14 00:00:00.000,1,102,"INR",-0.23,-23.46,125.46,102
"Prod294","Cus020","Mark011",2018-09-21 00:00:00.000,1,102,"INR",0.16,16.32,85.68,102
"Prod294","Cus020","Mark011",2018-09-26 00:00:00.000,1,102,"INR",-0.09,-9.18,111.18,102
"Prod294","Cus020","Mark011",2018-10-25 00:00:00.000,1,102,"INR",-0.02,-2.04,104.04,102
"Prod294","Cus020","Mark011",2018-11-06 00:00:00.000,1,102,"INR",0.22,22.44,79.56,102
"Prod294","Cus020","Mark011",2019-04-30 00:00:00.000,1,102,"INR",-0.14,-14.28,116.28,102
"Prod294","Cus020","Mark011",2019-05-15 00:00:00.000,1,102,"INR",0.27,27.54,74.46,102
"Prod294","Cus020","Mark011",2019-06-04 00:00:00.000,1,102,"INR",-0.35,-35.7,137.7,102
"Prod294","Cus020","Mark011",2019-06-05 00:00:00.000,1,102,"INR",-0.1,-10.2,112.2,102
"Prod294","Cus020","Mark011",2019-06-14 00:00:00.000,1,102,"INR",0.02,2.04,99.96,102
"Prod294","Cus020","Mark011",2019-06-26 00:00:00.000,1,102,"INR",0.02,2.04,99.96,102
"Prod294","Cus020","Mark011",2019-07-02 00:00:00.000,1,102,"INR",0.31,31.62,70.38,102
"Prod294","Cus020","Mark011",2019-07-17 00:00:00.000,1,102,"INR",-0.01,-1.02,103.02,102
"Prod294","Cus020","Mark011",2019-07-18 00:00:00.000,1,102,"INR",0.37,37.74,64.26,102
"Prod294","Cus020","Mark011",2019-07-19 00:00:00.000,1,102,"INR",-0.22,-22.44,124.44,102
"Prod294","Cus020","Mark011",2019-07-29 00:00:00.000,1,102,"INR",-0.13,-13.26,115.26,102
"Prod294","Cus020","Mark011",2019-08-05 00:00:00.000,1,102,"INR",-0.08,-8.16,110.16,102
"Prod294","Cus020","Mark011",2019-08-09 00:00:00.000,1,102,"INR",-0.01,-1.02,103.02,102
"Prod294","Cus020","Mark011",2019-08-28 00:00:00.000,1,102,"INR",-0.11,-11.22,113.22,102
"Prod294","Cus020","Mark011",2019-09-02 00:00:00.000,1,102,"INR",0.08,8.16,93.84,102
"Prod294","Cus020","Mark011",2019-09-09 00:00:00.000,1,102,"INR",0.02,2.04,99.96,102
"Prod294","Cus020","Mark011",2019-09-16 00:00:00.000,1,102,"INR",0.4,40.8,61.2,102
"Prod294","Cus020","Mark011",2019-09-19 00:00:00.000,1,102,"INR",-0.11,-11.22,113.22,102
"Prod294","Cus020","Mark011",2019-09-24 00:00:00.000,1,102,"INR",-0.06,-6.12,108.12,102
"Prod294","Cus020","Mark011",2019-09-30 00:00:00.000,1,102,"INR",0.18,18.36,83.64,102
"Prod294","Cus020","Mark011",2019-10-28 00:00:00.000,1,102,"INR",-0.03,-3.06,105.06,102
"Prod294","Cus020","Mark011",2019-10-30 00:00:00.000,1,102,"INR",0.13,13.26,88.74,102
"Prod294","Cus020","Mark011",2019-11-07 00:00:00.000,1,102,"INR",-0.19,-19.38,121.38,102
"Prod294","Cus020","Mark011",2019-11-14 00:00:00.000,1,102,"INR",0.27,27.54,74.46,102
"Prod294","Cus020","Mark011",2019-11-19 00:00:00.000,1,102,"INR",0.01,1.02,100.98,102
"Prod294","Cus020","Mark011",2019-11-20 00:00:00.000,1,102,"INR",-0.04,-4.08,106.08,102
"Prod294","Cus020","Mark011",2019-12-17 00:00:00.000,1,102,"INR",0.39,39.78,62.22,102
"Prod294","Cus020","Mark011",2019-12-20 00:00:00.000,1,102,"INR",0.39,39.78,62.22,102
"Prod294","Cus020","Mark011",2020-01-08 00:00:00.000,1,102,"INR",0.32,32.64,69.36,102
"Prod294","Cus020","Mark011",2020-01-17 00:00:00.000,1,102,"INR",0.17,17.34,84.66,102
"Prod281","Cus020","Mark011",2017-11-13 00:00:00.000,1,102,"INR",-0.24,-24.48,126.48,102
"Prod292","Cus020","Mark011",2017-11-20 00:00:00.000,1,102,"INR",-0.28,-28.56,130.56,102
"Prod281","Cus020","Mark011",2017-11-23 00:00:00.000,1,102,"INR",0.22,22.44,79.56,102
"Prod281","Cus020","Mark011",2017-12-06 00:00:00.000,1,102,"INR",0.29,29.58,72.42,102
"Prod292","Cus020","Mark011",2017-12-18 00:00:00.000,1,102,"INR",0.04,4.08,97.92,102
"Prod292","Cus020","Mark011",2018-01-05 00:00:00.000,1,102,"INR",0.39,39.78,62.22,102
"Prod281","Cus020","Mark011",2018-01-08 00:00:00.000,1,102,"INR",0.14,14.28,87.72,102
"Prod292","Cus020","Mark011",2018-01-29 00:00:00.000,1,102,"INR",0.3,30.6,71.4,102
"Prod281","Cus020","Mark011",2018-02-08 00:00:00.000,1,102,"INR",-0.27,-27.54,129.54,102
"Prod281","Cus020","Mark011",2018-02-09 00:00:00.000,1,102,"INR",0.15,15.3,86.7,102
"Prod281","Cus020","Mark011",2018-02-23 00:00:00.000,1,102,"INR",0.32,32.64,69.36,102
"Prod281","Cus020","Mark011",2018-02-26 00:00:00.000,1,102,"INR",0.22,22.44,79.56,102
"Prod281","Cus020","Mark011",2018-03-06 00:00:00.000,1,102,"INR",0.31,31.62,70.38,102
"Prod281","Cus020","Mark011",2018-08-20 00:00:00.000,1,102,"INR",0.35,35.7,66.3,102
"Prod281","Cus020","Mark011",2018-08-22 00:00:00.000,1,102,"INR",-0.09,-9.18,111.18,102
"Prod281","Cus020","Mark011",2018-08-29 00:00:00.000,1,102,"INR",-0.06,-6.12,108.12,102
"Prod281","Cus020","Mark011",2018-09-03 00:00:00.000,1,102,"INR",0.25,25.5,76.5,102
"Prod281","Cus020","Mark011",2018-09-04 00:00:00.000,1,102,"INR",0.26,26.52,75.48,102
"Prod281","Cus020","Mark011",2018-09-21 00:00:00.000,1,102,"INR",-0.31,-31.62,133.62,102
"Prod281","Cus020","Mark011",2018-10-03 00:00:00.000,1,102,"INR",-0.26,-26.52,128.52,102
"Prod281","Cus020","Mark011",2018-10-26 00:00:00.000,1,102,"INR",0.12,12.24,89.76,102
"Prod281","Cus020","Mark011",2018-11-07 00:00:00.000,1,102,"INR",0.34,34.68,67.32,102
"Prod290","Cus020","Mark011",2018-11-15 00:00:00.000,1,102,"INR",-0.31,-31.62,133.62,102
"Prod280","Cus020","Mark011",2018-11-26 00:00:00.000,1,102,"INR",0.18,18.36,83.64,102
"Prod292","Cus020","Mark011",2018-11-27 00:00:00.000,1,102,"INR",0.29,29.58,72.42,102
