Calendar Year,Calendar Month,Calendar Yr-Mo,Calendar Yr Mo Sort,Calendar Month Sort,Product Subcategory,Sales Plan Amt,Sales Territory Region
2017,"May","2017-May",201705,5,"Helmets",4649.1213,"Southwest"
2017,"May","2017-May",201705,5,"Caps",194.0042,"Southwest"
2017,"May","2017-May",201705,5,"Socks",117.5892,"Southwest"
2017,"May","2017-May",201705,5,"Jerseys",3153.228,"Southwest"
2017,"May","2017-May",201705,5,"Road Bikes",52526.2569,"Southwest"
2017,"May","2017-May",201705,5,"Mountain Bikes",102862.2886,"Southwest"
2017,"May","2017-May",201705,5,"Gloves",499.596,"Southwest"
2017,"May","2017-May",201705,5,"Shorts",1436.1948,"Southwest"
2017,"May","2017-May",201705,5,"Touring Bikes",47233.326,"Southwest"
2017,"May","2017-May",201705,5,"Vests",474.98,"Southwest"
2017,"May","2017-May",201705,5,"Bike Stands",1313.34,"Southwest"
2017,"May","2017-May",201705,5,"Bike Racks",600,"Southwest"
2017,"May","2017-May",201705,5,"Hydration Packs",879.2901,"Southwest"
2017,"May","2017-May",201705,5,"Cleaners",179.7495,"Southwest"
2017,"May","2017-May",201705,5,"Fenders",830.844,"Southwest"
2017,"Jun","2017-Jun",201706,6,"Bike Racks",316.8,"Southwest"
2017,"Jun","2017-Jun",201706,6,"Tires and Tubes",3852.1665,"Southwest"
2017,"Jun","2017-Jun",201706,6,"Hydration Packs",869.9418,"Southwest"
2017,"Jun","2017-Jun",201706,6,"Cleaners",136.104,"Southwest"
2017,"Jun","2017-Jun",201706,6,"Fenders",710.8332,"Southwest"
2017,"Jun","2017-Jun",201706,6,"Caps",287.5002,"Southwest"
2017,"Jun","2017-Jun",201706,6,"Socks",65.2674,"Southwest"
2017,"Jun","2017-Jun",201706,6,"Jerseys",1719.8489,"Southwest"
2017,"Jun","2017-Jun",201706,6,"Road Bikes",48820.5896,"Southwest"
2017,"Jun","2017-Jun",201706,6,"Bottles and Cages",1360.3962,"Southwest"
2017,"Jun","2017-Jun",201706,6,"Mountain Bikes",182858.451,"Southwest"
2017,"Jun","2017-Jun",201706,6,"Gloves",942.865,"Southwest"
2017,"Jun","2017-Jun",201706,6,"Shorts",1626.5676,"Southwest"
2017,"Jun","2017-Jun",201706,6,"Touring Bikes",109790.2875,"Southwest"
2017,"Jun","2017-Jun",201706,6,"Vests",388.62,"Southwest"
2017,"Jun","2017-Jun",201706,6,"Bike Stands",898.35,"Southwest"
2017,"Jun","2017-Jun",201706,6,"Helmets",4018.2516,"Southwest"
2017,"Jul","2017-Jul",201707,7,"Helmets",3219.08,"Southwest"
2017,"Jul","2017-Jul",201707,7,"Socks",95.6536,"Southwest"
2017,"Jul","2017-Jul",201707,7,"Jerseys",2272.5972,"Southwest"
2017,"Jul","2017-Jul",201707,7,"Road Bikes",36275.2325,"Southwest"
2017,"Jul","2017-Jul",201707,7,"Mountain Bikes",107504.5746,"Southwest"
2017,"Jul","2017-Jul",201707,7,"Gloves",608.3316,"Southwest"
2017,"Jul","2017-Jul",201707,7,"Shorts",1539.78,"Southwest"
2017,"Jul","2017-Jul",201707,7,"Touring Bikes",58870.8828,"Southwest"
2017,"Jul","2017-Jul",201707,7,"Vests",382.27,"Southwest"
2017,"Jul","2017-Jul",201707,7,"Bike Stands",833.16,"Southwest"
2017,"Jul","2017-Jul",201707,7,"Bike Racks",546,"Southwest"
2017,"Jul","2017-Jul",201707,7,"Hydration Packs",962.325,"Southwest"
2017,"Jul","2017-Jul",201707,7,"Cleaners",133.56,"Southwest"
2017,"Jul","2017-Jul",201707,7,"Fenders",1120.1008,"Southwest"
2017,"Jul","2017-Jul",201707,7,"Caps",229.245,"Southwest"
2017,"Jul","2017-Jul",201707,7,"Bottles and Cages",692.4106,"Southwest"
2017,"Jul","2017-Jul",201707,7,"Tires and Tubes",4304.8321,"Southwest"
2017,"Aug","2017-Aug",201708,8,"Bike Stands",219.42,"Southwest"
2017,"Aug","2017-Aug",201708,8,"Vests",937.26,"Southwest"
2017,"Aug","2017-Aug",201708,8,"Touring Bikes",89779.6944,"Southwest"
2017,"Aug","2017-Aug",201708,8,"Shorts",2154.2922,"Southwest"
2017,"Aug","2017-Aug",201708,8,"Tires and Tubes",5486.0337,"Southwest"
2017,"Aug","2017-Aug",201708,8,"Caps",301.5246,"Southwest"
2017,"Aug","2017-Aug",201708,8,"Gloves",942.865,"Southwest"
2017,"Aug","2017-Aug",201708,8,"Mountain Bikes",114059.7012,"Southwest"
2017,"Aug","2017-Aug",201708,8,"Road Bikes",101276.0406,"Southwest"
2017,"Aug","2017-Aug",201708,8,"Jerseys",3036.735,"Southwest"
2017,"Aug","2017-Aug",201708,8,"Socks",124.062,"Southwest"
2017,"Aug","2017-Aug",201708,8,"Helmets",4385.9965,"Southwest"
2017,"Aug","2017-Aug",201708,8,"Fenders",682.479,"Southwest"
2017,"Aug","2017-Aug",201708,8,"Bottles and Cages",1365.8469,"Southwest"
2017,"Aug","2017-Aug",201708,8,"Cleaners",101.76,"Southwest"
2017,"Aug","2017-Aug",201708,8,"Hydration Packs",1121.796,"Southwest"
2017,"Aug","2017-Aug",201708,8,"Bike Racks",924,"Southwest"
2017,"Sep","2017-Sep",201709,9,"Helmets",3017.5376,"Southwest"
2017,"Sep","2017-Sep",201709,9,"Tires and Tubes",3763.8414,"Southwest"
2017,"Sep","2017-Sep",201709,9,"Fenders",879.2,"Southwest"
2017,"Sep","2017-Sep",201709,9,"Cleaners",75.207,"Southwest"
2017,"Sep","2017-Sep",201709,9,"Hydration Packs",1451.736,"Southwest"
2017,"Sep","2017-Sep",201709,9,"Bike Racks",982.8,"Southwest"
2017,"Sep","2017-Sep",201709,9,"Vests",440.055,"Southwest"
2017,"Sep","2017-Sep",201709,9,"Touring Bikes",69907.6542,"Southwest"
2017,"Sep","2017-Sep",201709,9,"Shorts",1662.9624,"Southwest"
2017,"Sep","2017-Sep",201709,9,"Bottles and Cages",1445.1151,"Southwest"
2017,"Sep","2017-Sep",201709,9,"Gloves",459.4324,"Southwest"
2017,"Sep","2017-Sep",201709,9,"Mountain Bikes",90452.6721,"Southwest"
2017,"Sep","2017-Sep",201709,9,"Road Bikes",90171.1637,"Southwest"
2017,"Sep","2017-Sep",201709,9,"Jerseys",2084.392,"Southwest"
2017,"Sep","2017-Sep",201709,9,"Socks",110.577,"Southwest"
2017,"Sep","2017-Sep",201709,9,"Caps",196.3416,"Southwest"
2017,"Oct","2017-Oct",201710,10,"Touring Bikes",111236.8842,"Southwest"
2017,"Oct","2017-Oct",201710,10,"Vests",1219.835,"Southwest"
2017,"Oct","2017-Oct",201710,10,"Bike Stands",877.68,"Southwest"
2017,"Oct","2017-Oct",201710,10,"Bike Racks",576,"Southwest"
2017,"Oct","2017-Oct",201710,10,"Hydration Packs",412.425,"Southwest"
2017,"Oct","2017-Oct",201710,10,"Cleaners",103.7475,"Southwest"
2017,"Oct","2017-Oct",201710,10,"Tires and Tubes",5471.3884,"Southwest"
2017,"Oct","2017-Oct",201710,10,"Fenders",723.142,"Southwest"
2017,"Oct","2017-Oct",201710,10,"Caps",420.732,"Southwest"
2017,"Oct","2017-Oct",201710,10,"Socks",93.0465,"Southwest"
2017,"Oct","2017-Oct",201710,10,"Jerseys",4113.208,"Southwest"
2017,"Oct","2017-Oct",201710,10,"Road Bikes",74372.7312,"Southwest"
2017,"Oct","2017-Oct",201710,10,"Mountain Bikes",159208.3944,"Southwest"
2017,"Oct","2017-Oct",201710,10,"Gloves",830.7008,"Southwest"
2017,"Oct","2017-Oct",201710,10,"Helmets",5037.1604,"Southwest"
2017,"Oct","2017-Oct",201710,10,"Bottles and Cages",1234.221,"Southwest"
2017,"Oct","2017-Oct",201710,10,"Shorts",3271.3326,"Southwest"
2017,"Nov","2017-Nov",201711,11,"Helmets",5363.967,"Southwest"
2017,"Nov","2017-Nov",201711,11,"Fenders",977.2308,"Southwest"
2017,"Nov","2017-Nov",201711,11,"Cleaners",110.187,"Southwest"
2017,"Nov","2017-Nov",201711,11,"Hydration Packs",471.8142,"Southwest"
2017,"Nov","2017-Nov",201711,11,"Bike Racks",1159.2,"Southwest"
2017,"Nov","2017-Nov",201711,11,"Bike Stands",308.46,"Southwest"
2017,"Nov","2017-Nov",201711,11,"Bottles and Cages",768.4578,"Southwest"
2017,"Nov","2017-Nov",201711,11,"Vests",619.76,"Southwest"
2017,"Nov","2017-Nov",201711,11,"Touring Bikes",132456.0954,"Southwest"
2017,"Nov","2017-Nov",201711,11,"Shorts",1892.5296,"Southwest"
2017,"Nov","2017-Nov",201711,11,"Gloves",925.722,"Southwest"
2017,"Nov","2017-Nov",201711,11,"Mountain Bikes",139383.2727,"Southwest"
2017,"Nov","2017-Nov",201711,11,"Road Bikes",95465.532,"Southwest"
2017,"Nov","2017-Nov",201711,11,"Jerseys",4648.7756,"Southwest"
2017,"Nov","2017-Nov",201711,11,"Socks",81.0898,"Southwest"
2017,"Nov","2017-Nov",201711,11,"Caps",388.368,"Southwest"
2017,"Nov","2017-Nov",201711,11,"Tires and Tubes",6206.6711,"Southwest"
2017,"Dec","2017-Dec",201712,12,"Bike Racks",652.8,"Southwest"
2017,"Dec","2017-Dec",201712,12,"Bike Stands",771.15,"Southwest"
2017,"Dec","2017-Dec",201712,12,"Fenders",1014.8166,"Southwest"
2017,"Dec","2017-Dec",201712,12,"Gloves",984.498,"Southwest"
2017,"Dec","2017-Dec",201712,12,"Helmets",2792.202,"Southwest"
2017,"Dec","2017-Dec",201712,12,"Caps",262.9575,"Southwest"
2017,"Dec","2017-Dec",201712,12,"Cleaners",106.53,"Southwest"
2017,"Dec","2017-Dec",201712,12,"Mountain Bikes",233856.0466,"Southwest"
2017,"Dec","2017-Dec",201712,12,"Vests",751.205,"Southwest"
2017,"Dec","2017-Dec",201712,12,"Bottles and Cages",1629.7344,"Southwest"
2017,"Dec","2017-Dec",201712,12,"Hydration Packs",645.0327,"Southwest"
2017,"Dec","2017-Dec",201712,12,"Tires and Tubes",4374.8,"Southwest"
2017,"Dec","2017-Dec",201712,12,"Touring Bikes",104257.5516,"Southwest"
2017,"Dec","2017-Dec",201712,12,"Road Bikes",74333.0349,"Southwest"
2017,"Dec","2017-Dec",201712,12,"Jerseys",4005.3078,"Southwest"
2017,"Dec","2017-Dec",201712,12,"Shorts",1455.0921,"Southwest"
2017,"Dec","2017-Dec",201712,12,"Socks",68.324,"Southwest"
2017,"Jan","2017-Jan",201701,1,"Hydration Packs",362.934,"Northwest"
2017,"Jan","2017-Jan",201701,1,"Mountain Bikes",42206.8401,"Northwest"
2017,"Jan","2017-Jan",201701,1,"Touring Bikes",15520.9527,"Northwest"
2017,"Jan","2017-Jan",201701,1,"Road Bikes",37326.5,"Northwest"
2017,"Jan","2017-Jan",201701,1,"Bike Racks",103.2,"Northwest"
2017,"Jan","2017-Jan",201701,1,"Bottles and Cages",275.7339,"Northwest"
2017,"Jan","2017-Jan",201701,1,"Helmets",341.1525,"Northwest"
2017,"Jan","2017-Jan",201701,1,"Gloves",32.0819,"Northwest"
2017,"Jan","2017-Jan",201701,1,"Jerseys",930.4214,"Northwest"
2017,"Jan","2017-Jan",201701,1,"Fenders",246.6156,"Northwest"
2017,"Jan","2017-Jan",201701,1,"Caps",94.9344,"Northwest"
2017,"Jan","2017-Jan",201701,1,"Vests",179.07,"Northwest"
2017,"Jan","2017-Jan",201701,1,"Socks",11.687,"Northwest"
2017,"Jan","2017-Jan",201701,1,"Tires and Tubes",771.4906,"Northwest"
2017,"Jan","2017-Jan",201701,1,"Cleaners",42.5325,"Northwest"
2017,"Jan","2017-Jan",201701,1,"Shorts",193.1724,"Northwest"
2017,"Feb","2017-Feb",201702,2,"Bottles and Cages",741.42,"Northwest"
2017,"Feb","2017-Feb",201702,2,"Cleaners",83.7135,"Northwest"
2017,"Feb","2017-Feb",201702,2,"Hydration Packs",442.1196,"Northwest"
2017,"Feb","2017-Feb",201702,2,"Fenders",350.8008,"Northwest"
2017,"Feb","2017-Feb",201702,2,"Bike Stands",330.72,"Northwest"
2017,"Feb","2017-Feb",201702,2,"Bike Racks",456,"Northwest"
2017,"Feb","2017-Feb",201702,2,"Mountain Bikes",38077.2084,"Northwest"
2017,"Feb","2017-Feb",201702,2,"Touring Bikes",11688.444,"Northwest"
2017,"Feb","2017-Feb",201702,2,"Road Bikes",28456.0829,"Northwest"
2017,"Feb","2017-Feb",201702,2,"Vests",213.36,"Northwest"
2017,"Feb","2017-Feb",201702,2,"Gloves",220.41,"Northwest"
2017,"Feb","2017-Feb",201702,2,"Jerseys",1464.4344,"Northwest"
2017,"Feb","2017-Feb",201702,2,"Shorts",1077.1461,"Northwest"
2017,"Feb","2017-Feb",201702,2,"Socks",98.89,"Northwest"
2017,"Feb","2017-Feb",201702,2,"Caps",109.2285,"Northwest"
2017,"Feb","2017-Feb",201702,2,"Helmets",1864.2672,"Northwest"
2017,"Feb","2017-Feb",201702,2,"Tires and Tubes",3371.94,"Northwest"
2017,"Mar","2017-Mar",201703,3,"Road Bikes",34520.4612,"Northwest"
2017,"Mar","2017-Mar",201703,3,"Socks",128.557,"Northwest"
2017,"Mar","2017-Mar",201703,3,"Gloves",282.1248,"Northwest"
2017,"Mar","2017-Mar",201703,3,"Tires and Tubes",2348.3652,"Northwest"
2017,"Mar","2017-Mar",201703,3,"Hydration Packs",780.3081,"Northwest"
2017,"Mar","2017-Mar",201703,3,"Vests",365.125,"Northwest"
2017,"Mar","2017-Mar",201703,3,"Bottles and Cages",392.0549,"Northwest"
2017,"Mar","2017-Mar",201703,3,"Cleaners",168.9375,"Northwest"
2017,"Mar","2017-Mar",201703,3,"Bike Racks",1596,"Northwest"
2017,"Mar","2017-Mar",201703,3,"Fenders",582.9096,"Northwest"
2017,"Mar","2017-Mar",201703,3,"Shorts",1050.5499,"Northwest"
2017,"Mar","2017-Mar",201703,3,"Jerseys",1364.2176,"Northwest"
2017,"Mar","2017-Mar",201703,3,"Bike Stands",434.07,"Northwest"
2017,"Mar","2017-Mar",201703,3,"Helmets",2070.0084,"Northwest"
2017,"Mar","2017-Mar",201703,3,"Touring Bikes",9654.5232,"Northwest"
2017,"Mar","2017-Mar",201703,3,"Mountain Bikes",30694.9875,"Northwest"
2017,"Mar","2017-Mar",201703,3,"Caps",149.5936,"Northwest"
2017,"Apr","2017-Apr",201704,4,"Socks",82.4383,"Northwest"
2017,"Apr","2017-Apr",201704,4,"Shorts",1222.0254,"Northwest"
2017,"Apr","2017-Apr",201704,4,"Jerseys",1998.8124,"Northwest"
2017,"Apr","2017-Apr",201704,4,"Gloves",248.3286,"Northwest"
2017,"Apr","2017-Apr",201704,4,"Vests",527.05,"Northwest"
2017,"Apr","2017-Apr",201704,4,"Fenders",907.3344,"Northwest"
2017,"Apr","2017-Apr",201704,4,"Hydration Packs",222.1596,"Northwest"
2017,"Apr","2017-Apr",201704,4,"Cleaners",65.985,"Northwest"
2017,"Apr","2017-Apr",201704,4,"Road Bikes",20478.3834,"Northwest"
2017,"Apr","2017-Apr",201704,4,"Touring Bikes",17390.052,"Northwest"
2017,"Apr","2017-Apr",201704,4,"Bike Stands",648.72,"Northwest"
2017,"Apr","2017-Apr",201704,4,"Mountain Bikes",66184.1973,"Northwest"
2017,"Apr","2017-Apr",201704,4,"Bike Racks",432,"Northwest"
2017,"Apr","2017-Apr",201704,4,"Bottles and Cages",511.9191,"Northwest"
2017,"Apr","2017-Apr",201704,4,"Tires and Tubes",3225.3816,"Northwest"
2017,"Apr","2017-Apr",201704,4,"Helmets",2559.8684,"Northwest"
2017,"Apr","2017-Apr",201704,4,"Caps",176.6535,"Northwest"
2017,"May","2017-May",201705,5,"Fenders",508.1776,"Northwest"
2017,"May","2017-May",201705,5,"Tires and Tubes",4351.8132,"Northwest"
2017,"May","2017-May",201705,5,"Bottles and Cages",601.2048,"Northwest"
2017,"May","2017-May",201705,5,"Cleaners",106.848,"Northwest"
2017,"May","2017-May",201705,5,"Hydration Packs",230.958,"Northwest"
2017,"May","2017-May",201705,5,"Mountain Bikes",65097.6392,"Northwest"
2017,"May","2017-May",201705,5,"Bike Racks",798,"Northwest"
2017,"May","2017-May",201705,5,"Touring Bikes",25177.6692,"Northwest"
2017,"May","2017-May",201705,5,"Road Bikes",48015.8328,"Northwest"
2017,"May","2017-May",201705,5,"Bike Stands",279.84,"Northwest"
2017,"May","2017-May",201705,5,"Vests",502.92,"Northwest"
2017,"May","2017-May",201705,5,"Gloves",385.7175,"Northwest"
2017,"May","2017-May",201705,5,"Jerseys",1482.1144,"Northwest"
2017,"May","2017-May",201705,5,"Shorts",1522.9824,"Northwest"
2017,"May","2017-May",201705,5,"Socks",72.0099,"Northwest"
2017,"May","2017-May",201705,5,"Caps",169.5514,"Northwest"
2017,"May","2017-May",201705,5,"Helmets",2043.416,"Northwest"
2017,"Jun","2017-Jun",201706,6,"Caps",224.3904,"Northwest"
2017,"Jun","2017-Jun",201706,6,"Road Bikes",49446.7852,"Northwest"
2017,"Jun","2017-Jun",201706,6,"Mountain Bikes",125308.7613,"Northwest"
2017,"Jun","2017-Jun",201706,6,"Bike Stands",779.1,"Northwest"
2017,"Jun","2017-Jun",201706,6,"Touring Bikes",42993.9087,"Northwest"
2017,"Jun","2017-Jun",201706,6,"Bike Racks",1188,"Northwest"
2017,"Jun","2017-Jun",201706,6,"Hydration Packs",633.4848,"Northwest"
2017,"Jun","2017-Jun",201706,6,"Cleaners",152.64,"Northwest"
2017,"Jun","2017-Jun",201706,6,"Bottles and Cages",995.6736,"Northwest"
2017,"Jun","2017-Jun",201706,6,"Fenders",1009.3216,"Northwest"
2017,"Jun","2017-Jun",201706,6,"Socks",94.6647,"Northwest"
2017,"Jun","2017-Jun",201706,6,"Tires and Tubes",2632.9794,"Northwest"
2017,"Jun","2017-Jun",201706,6,"Shorts",976.3605,"Northwest"
2017,"Jun","2017-Jun",201706,6,"Gloves",428.0852,"Northwest"
2017,"Jun","2017-Jun",201706,6,"Helmets",3176.3922,"Northwest"
2017,"Jun","2017-Jun",201706,6,"Vests",591.185,"Northwest"
2017,"Jun","2017-Jun",201706,6,"Jerseys",2626.5304,"Northwest"
2017,"Jul","2017-Jul",201707,7,"Caps",201.7356,"Northwest"
2017,"Jul","2017-Jul",201707,7,"Helmets",1839.0744,"Northwest"
2017,"Jul","2017-Jul",201707,7,"Fenders",1024.7076,"Northwest"
2017,"Jul","2017-Jul",201707,7,"Tires and Tubes",2419.035,"Northwest"
2017,"Jul","2017-Jul",201707,7,"Bottles and Cages",758.547,"Northwest"
2017,"Jul","2017-Jul",201707,7,"Cleaners",262.35,"Northwest"
2017,"Jul","2017-Jul",201707,7,"Hydration Packs",586.1934,"Northwest"
2017,"Jul","2017-Jul",201707,7,"Mountain Bikes",69364.711,"Northwest"
2017,"Jul","2017-Jul",201707,7,"Bike Racks",147.6,"Northwest"
2017,"Jul","2017-Jul",201707,7,"Road Bikes",35469.0532,"Northwest"
2017,"Jul","2017-Jul",201707,7,"Touring Bikes",37758.5838,"Northwest"
2017,"Jul","2017-Jul",201707,7,"Bike Stands",524.7,"Northwest"
2017,"Jul","2017-Jul",201707,7,"Vests",428.625,"Northwest"
2017,"Jul","2017-Jul",201707,7,"Gloves",394.7788,"Northwest"
2017,"Jul","2017-Jul",201707,7,"Jerseys",3156.8328,"Northwest"
2017,"Jul","2017-Jul",201707,7,"Shorts",1009.2558,"Northwest"
2017,"Jul","2017-Jul",201707,7,"Socks",66.3462,"Northwest"
2017,"Aug","2017-Aug",201708,8,"Bike Racks",1180.8,"Northwest"
2017,"Aug","2017-Aug",201708,8,"Mountain Bikes",79497.1296,"Northwest"
2017,"Aug","2017-Aug",201708,8,"Road Bikes",41074.44,"Northwest"
2017,"Aug","2017-Aug",201708,8,"Bike Stands",205.11,"Northwest"
2017,"Aug","2017-Aug",201708,8,"Jerseys",2178.497,"Northwest"
2017,"Aug","2017-Aug",201708,8,"Vests",573.405,"Northwest"
2017,"Aug","2017-Aug",201708,8,"Socks",46.9278,"Northwest"
2017,"Aug","2017-Aug",201708,8,"Gloves",450.616,"Northwest"
2017,"Aug","2017-Aug",201708,8,"Fenders",620.0558,"Northwest"
2017,"Aug","2017-Aug",201708,8,"Tires and Tubes",3808.3689,"Northwest"
2017,"Aug","2017-Aug",201708,8,"Caps",293.7033,"Northwest"
2017,"Aug","2017-Aug",201708,8,"Bottles and Cages",1134.224,"Northwest"
2017,"Aug","2017-Aug",201708,8,"Cleaners",124.02,"Northwest"
2017,"Aug","2017-Aug",201708,8,"Hydration Packs",290.3472,"Northwest"
2017,"Aug","2017-Aug",201708,8,"Helmets",1836.975,"Northwest"
2017,"Aug","2017-Aug",201708,8,"Touring Bikes",52874.9274,"Northwest"
2017,"Aug","2017-Aug",201708,8,"Shorts",1690.2585,"Northwest"
2017,"Sep","2017-Sep",201709,9,"Helmets",3105.0126,"Northwest"
2017,"Sep","2017-Sep",201709,9,"Caps",287.5002,"Northwest"
2017,"Sep","2017-Sep",201709,9,"Socks",60.4128,"Northwest"
2017,"Sep","2017-Sep",201709,9,"Shorts",1889.73,"Northwest"
2017,"Sep","2017-Sep",201709,9,"Jerseys",1959.62,"Northwest"
2017,"Sep","2017-Sep",201709,9,"Gloves",513.3104,"Northwest"
2017,"Sep","2017-Sep",201709,9,"Vests",304.8,"Northwest"
2017,"Sep","2017-Sep",201709,9,"Road Bikes",45485.9002,"Northwest"
2017,"Sep","2017-Sep",201709,9,"Bike Racks",451.2,"Northwest"
2017,"Sep","2017-Sep",201709,9,"Touring Bikes",43971.09,"Northwest"
2017,"Sep","2017-Sep",201709,9,"Bike Stands",1368.99,"Northwest"
2017,"Sep","2017-Sep",201709,9,"Mountain Bikes",69961.9346,"Northwest"
2017,"Sep","2017-Sep",201709,9,"Hydration Packs",568.5966,"Northwest"
2017,"Sep","2017-Sep",201709,9,"Cleaners",85.86,"Northwest"
2017,"Sep","2017-Sep",201709,9,"Bottles and Cages",915.0267,"Northwest"
2017,"Sep","2017-Sep",201709,9,"Tires and Tubes",3897.945,"Northwest"
2017,"Sep","2017-Sep",201709,9,"Fenders",838.537,"Northwest"
