Source_URL,Match Info,Country Flag,Nationality,Player_1_Seed,Name,Player Profile,Player_2_Flag_URL,Player_2_Nationality,Player_2_Seed,Opponent Name,Player_2_More Info,Set_1_Player_1_Score,Set_1_Player_2_Score,Set_2_Player_1_Score,Set_2_Player_2_Score,Set_3_Player_1_Score,Set_3_Player_2_Score,Set_4_Player_1_Score,Set_4_Player_2_Score,Set_5_Player_1_Score,Set_5_Player_2_Score,Match_Court_Info,Number of Games Won,Player_1_Is_Winner,Outcome,Result,Match Won,Match Count,Sets Won,Sets Lost,Match_Key,Batch,Games Played
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/esp.gif,Spain,,Fernando Verdasco,http://espn.go.com/tennis/player/_/id/366/fernando-verdasco,http://a.espncdn.com/i/flags/20x13/aus.gif,Australia,19.0,Bernard Tomic,http://espn.go.com/tennis/player/_/id/1317/bernard-tomic,6.0,4.0,3.0,6.0,3.0,6.0,6.0,3.0,4.0,6.0,,22,False,Lost,"6-4, 3-6, 3-6, 6-3, 4-6",0,1,2,3,90,1,23.5
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/rom.gif,Romania,,Marius Copil,http://espn.go.com/tennis/player/_/id/1547/marius-copil,http://a.espncdn.com/i/flags/20x13/fra.gif,France,32.0,Lucas Pouille,http://espn.go.com/tennis/player/_/id/2322/lucas-pouille,4.0,6.0,6.0,4.0,4.0,6.0,1.0,6.0,,,,15,False,Lost,"4-6, 6-4, 4-6, 1-6",0,1,1,3,217,2,18.5
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/sui.gif,Switzerland,3.0,Roger Federer,http://espn.go.com/tennis/player/_/id/425/roger-federer,http://a.espncdn.com/i/flags/20x13/cro.gif,Croatia,9.0,Marin Cilic,http://espn.go.com/tennis/player/_/id/464/marin-cilic,6.0,7.0,4.0,6.0,6.0,3.0,7.0,6.0,6.0,3.0,,29,True,Won,"6-7, 4-6, 6-3, 7-6, 6-3",1,1,3,2,2,1,27.0
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/can.gif,Canada,6.0,Milos Raonic,http://espn.go.com/tennis/player/_/id/1333/milos-raonic,http://a.espncdn.com/i/flags/20x13/usa.gif,USA,28.0,Sam Querrey,http://espn.go.com/tennis/player/_/id/428/sam-querrey,6.0,4.0,7.0,5.0,5.0,7.0,6.0,4.0,,,Court 1 - 1st Match,24,True,Won,"6-4, 7-5, 5-7, 6-4",1,1,3,1,129,2,22.0
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/esp.gif,Spain,,Albert Ramos-Vinolas,http://espn.go.com/tennis/player/_/id/1766/albert-ramos-vinolas,http://a.espncdn.com/i/flags/20x13/fra.gif,France,7.0,Richard Gasquet,http://espn.go.com/tennis/player/_/id/310/richard-gasquet,6.0,2.0,6.0,7.0,2.0,6.0,3.0,6.0,,,,17,False,Lost,"6-2, 6-7, 2-6, 3-6",0,1,1,3,152,2,19.0
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/usa.gif,USA,,Taylor Fritz,http://espn.go.com/tennis/player/_/id/2946/taylor-fritz,http://a.espncdn.com/i/flags/20x13/sui.gif,Switzerland,4.0,Stan Wawrinka,http://espn.go.com/tennis/player/_/id/264/stan-wawrinka,6.0,7.0,1.0,6.0,7.0,6.0,4.0,6.0,,,,18,False,Lost,"6-7, 1-6, 7-6, 4-6",0,1,1,3,116,1,21.5
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/usa.gif,USA,28.0,Sam Querrey,http://espn.go.com/tennis/player/_/id/428/sam-querrey,http://a.espncdn.com/i/flags/20x13/bra.gif,Brazil,,Thomaz Bellucci,http://espn.go.com/tennis/player/_/id/1195/thomaz-bellucci,6.0,4.0,6.0,3.0,6.0,2.0,,,,,,18,True,Won,"6-4, 6-3, 6-2",1,1,3,0,161,2,13.5
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/ser.gif,Serbia & Montenegro,,Dusan Lajovic,http://espn.go.com/tennis/player/_/id/1769/dusan-lajovic,http://a.espncdn.com/i/flags/20x13/ger.gif,Germany,,Dustin Brown,http://espn.go.com/tennis/player/_/id/1749/dustin-brown,6.0,4.0,3.0,6.0,6.0,3.0,3.0,6.0,4.0,6.0,,22,False,Lost,"6-4, 3-6, 6-3, 3-6, 4-6",0,1,2,3,111,1,23.5
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/bih.gif,Bosnia and Herzegovina,,Damir Dzumhur,http://espn.go.com/tennis/player/_/id/1842/damir-dzumhur,http://a.espncdn.com/i/flags/20x13/fra.gif,France,,Pierre-Hugues Herbert,http://espn.go.com/tennis/player/_/id/1613/pierre-hugues-herbert,6.0,3.0,6.0,7.0,6.0,7.0,2.0,6.0,,,,20,False,Lost,"6-3, 6-7, 6-7, 2-6",0,1,1,3,156,2,21.5
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/usa.gif,USA,27.0,Jack Sock,http://espn.go.com/tennis/player/_/id/1895/jack-sock,http://a.espncdn.com/i/flags/20x13/ned.gif,Netherlands,,Robin Haase,http://espn.go.com/tennis/player/_/id/650/robin-haase,6.0,1.0,6.0,3.0,6.0,7.0,6.0,4.0,,,,24,True,Won,"6-1, 6-3, 6-7, 6-4",1,1,3,1,33,1,19.5
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/arg.gif,Argentina,,Leonardo Mayer,http://espn.go.com/tennis/player/_/id/657/leonardo-mayer,http://a.espncdn.com/i/flags/20x13/usa.gif,USA,,Donald Young,http://espn.go.com/tennis/player/_/id/889/donald-young,4.0,6.0,5.0,7.0,6.0,3.0,3.0,6.0,,,,18,False,Lost,"4-6, 5-7, 6-3, 3-6",0,1,1,3,218,2,20.0
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/fra.gif,France,,Tristan Lamasine,http://espn.go.com/tennis/player/_/id/2687/tristan-lamasine,http://a.espncdn.com/i/flags/20x13/ser.gif,Serbia & Montenegro,25.0,Viktor Troicki,http://espn.go.com/tennis/player/_/id/685/viktor-troicki,4.0,6.0,2.0,6.0,2.0,6.0,,,,,,8,False,Lost,"4-6, 2-6, 2-6",0,1,0,3,115,1,13.0
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/svk.gif,Slovakia,,Lukas Lacko,http://espn.go.com/tennis/player/_/id/466/lukas-lacko,http://a.espncdn.com/i/flags/20x13/ita.gif,Italy,,Paolo Lorenzi,http://espn.go.com/tennis/player/_/id/712/paolo-lorenzi,6.0,4.0,6.0,7.0,7.0,5.0,6.0,3.0,,,,25,True,Won,"6-4, 6-7, 7-5, 6-3",1,1,3,1,187,2,22.0
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/usa.gif,USA,,Steve Johnson,http://espn.go.com/tennis/player/_/id/1893/steve-johnson,http://a.espncdn.com/i/flags/20x13/tun.gif,Tunisia,,Malek Jaziri,http://espn.go.com/tennis/player/_/id/1950/malek-jaziri,7.0,5.0,7.0,6.0,6.0,4.0,,,,,,20,True,Won,"7-5, 7-6, 6-4",1,1,3,0,202,2,17.5
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/svk.gif,Slovakia,,Lukas Lacko,http://espn.go.com/tennis/player/_/id/466/lukas-lacko,http://a.espncdn.com/i/flags/20x13/cro.gif,Croatia,9.0,Marin Cilic,http://espn.go.com/tennis/player/_/id/464/marin-cilic,3.0,6.0,3.0,6.0,4.0,6.0,,,,,,10,False,Lost,"3-6, 3-6, 4-6",0,1,0,3,147,2,14.0
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/sui.gif,Switzerland,4.0,Stan Wawrinka,http://espn.go.com/tennis/player/_/id/264/stan-wawrinka,http://a.espncdn.com/i/flags/20x13/arg.gif,Argentina,,Juan Martin del Potro,http://espn.go.com/tennis/player/_/id/284/juan-martin-del-potro,6.0,3.0,3.0,6.0,6.0,7.0,3.0,6.0,,,,18,False,Lost,"6-3, 3-6, 6-7, 3-6",0,1,1,3,170,2,20.0
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/aut.gif,Austria,8.0,Dominic Thiem,http://espn.go.com/tennis/player/_/id/1852/dominic-thiem,http://a.espncdn.com/i/flags/20x13/cze.gif,Czech Republic,,Jiri Vesely,http://espn.go.com/tennis/player/_/id/1796/jiri-vesely,6.0,7.0,6.0,7.0,6.0,7.0,,,,,,18,False,Lost,"6-7, 6-7, 6-7",0,1,0,3,41,1,19.5
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/fra.gif,France,32.0,Lucas Pouille,http://espn.go.com/tennis/player/_/id/2322/lucas-pouille,http://a.espncdn.com/i/flags/20x13/aus.gif,Australia,19.0,Bernard Tomic,http://espn.go.com/tennis/player/_/id/1317/bernard-tomic,6.0,4.0,4.0,6.0,3.0,6.0,6.0,4.0,10.0,8.0,,29,True,Won,"6-4, 4-6, 3-6, 6-4, 10-8",1,1,3,2,136,2,28.5
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/lux.gif,Luxembourg,,Gilles Muller,http://espn.go.com/tennis/player/_/id/294/gilles-muller,http://a.espncdn.com/i/flags/20x13/rus.gif,Russia,,Andrey Kuznetsov,http://espn.go.com/tennis/player/_/id/1625/andrey-kuznetsov,3.0,6.0,4.0,6.0,4.0,6.0,,,,,,11,False,Lost,"3-6, 4-6, 4-6",0,1,0,3,173,2,14.5
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/ser.gif,Serbia & Montenegro,1.0,Novak Djokovic,http://espn.go.com/tennis/player/_/id/296/novak-djokovic,http://a.espncdn.com/i/flags/20x13/gbr.gif,Great Britain,,James Ward,http://espn.go.com/tennis/player/_/id/695/james-ward,6.0,0.0,7.0,6.0,6.0,4.0,,,,,,19,True,Won,"6-0, 7-6, 6-4",1,1,3,0,66,1,14.5
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/lux.gif,Luxembourg,,Gilles Muller,http://espn.go.com/tennis/player/_/id/294/gilles-muller,http://a.espncdn.com/i/flags/20x13/col.gif,Colombia,,Santiago Giraldo,http://espn.go.com/tennis/player/_/id/267/santiago-giraldo,4.0,6.0,6.0,7.0,7.0,6.0,6.0,3.0,15.0,13.0,,38,True,Won,"4-6, 6-7, 7-6, 6-3, 15-13",1,1,3,2,233,2,36.5
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/fra.gif,France,16.0,Gilles Simon,http://espn.go.com/tennis/player/_/id/302/gilles-simon,http://a.espncdn.com/i/flags/20x13/bul.gif,Bulgaria,,Grigor Dimitrov,http://espn.go.com/tennis/player/_/id/1287/grigor-dimitrov,3.0,6.0,6.0,7.0,6.0,3.0,4.0,6.0,,,,19,False,Lost,"3-6, 6-7, 6-3, 4-6",0,1,1,3,162,2,20.5
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/esp.gif,Spain,,Nicolas Almagro,http://espn.go.com/tennis/player/_/id/270/nicolas-almagro,http://a.espncdn.com/i/flags/20x13/uzb.gif,Uzbekistan,,Denis Istomin,http://espn.go.com/tennis/player/_/id/1168/denis-istomin,4.0,6.0,6.0,7.0,2.0,6.0,,,,,,12,False,Lost,"4-6, 6-7, 2-6",0,1,0,3,30,1,15.5
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/uzb.gif,Uzbekistan,,Denis Istomin,http://espn.go.com/tennis/player/_/id/1168/denis-istomin,http://a.espncdn.com/i/flags/20x13/esp.gif,Spain,,Nicolas Almagro,http://espn.go.com/tennis/player/_/id/270/nicolas-almagro,6.0,4.0,7.0,6.0,6.0,2.0,,,,,,19,True,Won,"6-4, 7-6, 6-2",1,1,3,0,155,2,15.5
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/usa.gif,USA,28.0,Sam Querrey,http://espn.go.com/tennis/player/_/id/428/sam-querrey,http://a.espncdn.com/i/flags/20x13/can.gif,Canada,6.0,Milos Raonic,http://espn.go.com/tennis/player/_/id/1333/milos-raonic,4.0,6.0,5.0,7.0,7.0,5.0,4.0,6.0,,,Court 1 - 1st Match,20,False,Lost,"4-6, 5-7, 7-5, 4-6",0,1,1,3,4,1,22.0
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/gbr.gif,Great Britain,,Liam Broady,http://espn.go.com/tennis/player/_/id/1586/liam-broady,http://a.espncdn.com/i/flags/20x13/gbr.gif,Great Britain,2.0,Andy Murray,http://espn.go.com/tennis/player/_/id/235/andy-murray,2.0,6.0,3.0,6.0,4.0,6.0,,,,,,9,False,Lost,"2-6, 3-6, 4-6",0,1,0,3,119,1,13.5
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/cro.gif,Croatia,,Ivan Dodig,http://espn.go.com/tennis/player/_/id/1203/ivan-dodig,http://a.espncdn.com/i/flags/20x13/cze.gif,Czech Republic,10.0,Tomas Berdych,http://espn.go.com/tennis/player/_/id/363/tomas-berdych,6.0,7.0,7.0,5.0,1.0,6.0,6.0,7.0,,,,20,False,Lost,"6-7, 7-5, 1-6, 6-7",0,1,1,3,89,1,22.5
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/bul.gif,Bulgaria,,Grigor Dimitrov,http://espn.go.com/tennis/player/_/id/1287/grigor-dimitrov,http://a.espncdn.com/i/flags/20x13/fra.gif,France,16.0,Gilles Simon,http://espn.go.com/tennis/player/_/id/302/gilles-simon,6.0,3.0,7.0,6.0,3.0,6.0,6.0,4.0,,,,22,True,Won,"6-3, 7-6, 3-6, 6-4",1,1,3,1,37,1,20.5
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/sui.gif,Switzerland,3.0,Roger Federer,http://espn.go.com/tennis/player/_/id/425/roger-federer,http://a.espncdn.com/i/flags/20x13/gbr.gif,Great Britain,,Daniel Evans,http://espn.go.com/tennis/player/_/id/901/daniel-evans,6.0,4.0,6.0,2.0,6.0,2.0,,,,,,18,True,Won,"6-4, 6-2, 6-2",1,1,3,0,14,1,13.0
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/fra.gif,France,7.0,Richard Gasquet,http://espn.go.com/tennis/player/_/id/310/richard-gasquet,http://a.espncdn.com/i/flags/20x13/esp.gif,Spain,,Albert Ramos-Vinolas,http://espn.go.com/tennis/player/_/id/1766/albert-ramos-vinolas,2.0,6.0,7.0,6.0,6.0,2.0,6.0,3.0,,,,21,True,Won,"2-6, 7-6, 6-2, 6-3",1,1,3,1,27,1,19.0
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/usa.gif,USA,18.0,John Isner,http://espn.go.com/tennis/player/_/id/1023/john-isner,http://a.espncdn.com/i/flags/20x13/cyp.gif,Cyprus,,Marcos Baghdatis,http://espn.go.com/tennis/player/_/id/216/marcos-baghdatis,7.0,6.0,7.0,6.0,6.0,3.0,,,,,,20,True,Won,"7-6, 7-6, 6-3",1,1,3,0,125,1,17.5
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/por.gif,Portugal,31.0,Joao Sousa,http://espn.go.com/tennis/player/_/id/2109/joao-sousa,http://a.espncdn.com/i/flags/20x13/rus.gif,Russia,,Dmitry Tursunov,http://espn.go.com/tennis/player/_/id/397/dmitry-tursunov,3.0,6.0,7.0,6.0,4.0,6.0,6.0,3.0,7.0,5.0,,27,True,Won,"3-6, 7-6, 4-6, 6-3, 7-5",1,1,3,2,239,2,26.5
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/can.gif,Canada,6.0,Milos Raonic,http://espn.go.com/tennis/player/_/id/1333/milos-raonic,http://a.espncdn.com/i/flags/20x13/usa.gif,USA,27.0,Jack Sock,http://espn.go.com/tennis/player/_/id/1895/jack-sock,7.0,6.0,6.0,4.0,7.0,6.0,,,,,,20,True,Won,"7-6, 6-4, 7-6",1,1,3,0,153,2,18.0
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/bel.gif,Belgium,11.0,David Goffin,http://espn.go.com/tennis/player/_/id/1360/david-goffin,http://a.espncdn.com/i/flags/20x13/gbr.gif,Great Britain,,Alexander Ward,http://espn.go.com/tennis/player/_/id/2449/alexander-ward,6.0,2.0,6.0,3.0,6.0,2.0,,,,,,18,True,Won,"6-2, 6-3, 6-2",1,1,3,0,73,1,12.5
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/usa.gif,USA,,Brian Baker,http://espn.go.com/tennis/player/_/id/2165/brian-baker,http://a.espncdn.com/i/flags/20x13/cro.gif,Croatia,9.0,Marin Cilic,http://espn.go.com/tennis/player/_/id/464/marin-cilic,3.0,6.0,5.0,7.0,3.0,6.0,,,,,,11,False,Lost,"3-6, 5-7, 3-6",0,1,0,3,219,2,15.0
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/sui.gif,Switzerland,3.0,Roger Federer,http://espn.go.com/tennis/player/_/id/425/roger-federer,http://a.espncdn.com/i/flags/20x13/arg.gif,Argentina,,Guido Pella,http://espn.go.com/tennis/player/_/id/2291/guido-pella,7.0,6.0,7.0,6.0,6.0,3.0,,,,,,20,True,Won,"7-6, 7-6, 6-3",1,1,3,0,109,1,17.5
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/gbr.gif,Great Britain,2.0,Andy Murray,http://espn.go.com/tennis/player/_/id/235/andy-murray,http://a.espncdn.com/i/flags/20x13/tpe.gif,Taipei,,Yen-Hsun Lu,http://espn.go.com/tennis/player/_/id/224/yen-hsun-lu,6.0,3.0,6.0,2.0,6.0,1.0,,,,,,18,True,Won,"6-3, 6-2, 6-1",1,1,3,0,178,2,12.0
http://espn.go.com/tennis/scoreboard?tournamentId=188&year=2016&matchType=1,Final,http://a.espncdn.com/i/flags/20x13/fra.gif,France,26.0,Benoit Paire,http://espn.go.com/tennis/player/_/id/1571/benoit-paire,http://a.espncdn.com/i/flags/20x13/aus.gif,Australia,,John Millman,http://espn.go.com/tennis/player/_/id/1734/john-millman,6.0,7.0,3.0,6.0,6.0,4.0,2.0,6.0,,,,17,False,Lost,"6-7, 3-6, 6-4, 2-6",0,1,1,3,54,1,20.0
