Empresa,Pacote,Data de lançamento,variable,value
4100,Pacote 12-Manut.(serv/ materiais)-Civil,2020-05-01 00:00:00.000,Valor_PacEmpresa,0.0
4100,Pacote 18-Telefonia e internet,2020-12-01 00:00:00.000,Valor_PacEmpresa,0.0
3100,Pacote 21-Utilidades (energia elé/gases),2020-02-01 00:00:00.000,Valor_PacEmpresa,7960040.479999999
3100,Pacote 14-Manut.(serv/material)-Frota,2020-08-01 00:00:00.000,Valor_PacEmpresa,0.0
1100,Pacote 01-Alimentaçao Trabalhador,2020-01-01 00:00:00.000,Valor_PacEmpresa,60911.73
3200,Pacote 04-Brindes e doações,2020-02-01 00:00:00.000,Valor_PacEmpresa,81421.0
3100,Pacote 12-Manut.(serv/ materiais)-Civil,2020-08-01 00:00:00.000,Valor_PacEmpresa,0.0
4100,"Pacote 20-Tributos (federais,estaduais)",2020-05-01 00:00:00.000,Valor_PacEmpresa,0.0
3200,Pacote 22-Viagens e reembolsos,2020-05-01 00:00:00.000,Valor_PacEmpresa,0.0
4100,"Pacote 20-Tributos (federais,estaduais)",2020-06-01 00:00:00.000,Valor_PacEmpresa,0.0
3200,Pacote 04-Brindes e doações,2020-08-01 00:00:00.000,Valor_PacEmpresa,0.0
4100,Pacote 07-Consultorias,2020-02-01 00:00:00.000,Valor_PacEmpresa,759527.07
1100,Pacote 08-Embalagens,2020-01-01 00:00:00.000,Valor_PacEmpresa,117.34
3200,Pacote 01-Alimentaçao Trabalhador,2020-10-01 00:00:00.000,Valor_PacEmpresa,0.0
1100,Pacote 19-Transporte de pessoal,2020-07-01 00:00:00.000,Valor_PacEmpresa,0.0
9200,FORA DE PACOTE,2020-12-01 00:00:00.000,Valor_PacEmpresa,4203.59
4100,Pacote 12-Manut.(serv/ materiais)-Civil,2020-11-01 00:00:00.000,Valor_PacEmpresa,0.0
1100,Pacote 13-Manut.(serv/material)-Equipam.,2020-05-01 00:00:00.000,Valor_PacEmpresa,0.0
3200,Pacote 15-Mat. expediente e desp.gerais,2020-05-01 00:00:00.000,Valor_PacEmpresa,0.0
3100,Pacote 03-Armazenagem,2020-11-01 00:00:00.000,Valor_PacEmpresa,0.0
9200,FORA DE PACOTE,2020-01-01 00:00:00.000,Valor_PacEmpresa,3873393.88
3200,Pacote 19-Transporte de pessoal,2020-10-01 00:00:00.000,Valor_PacEmpresa,0.0
3100,"Pacote 20-Tributos (federais,estaduais)",2020-06-01 00:00:00.000,Valor_PacEmpresa,0.0
8100,FORA DE PACOTE,2020-03-01 00:00:00.000,Valor_PacEmpresa,2654.12
4100,Pacote 08-Embalagens,2020-05-01 00:00:00.000,Valor_PacEmpresa,0.0
3200,FORA DE PACOTE,2020-06-01 00:00:00.000,Valor_PacEmpresa,12659.42
1100,Pacote 14-Manut.(serv/material)-Frota,2020-12-01 00:00:00.000,Plan_PacEmpresa,70899.23999999999
4100,Pacote 12-Manut.(serv/ materiais)-Civil,2020-09-01 00:00:00.000,Plan_PacEmpresa,239459.26
3100,Pacote 14-Manut.(serv/material)-Frota,2020-09-01 00:00:00.000,Plan_PacEmpresa,392475.2799999999
4100,Pacote 14-Manut.(serv/material)-Frota,2020-06-01 00:00:00.000,Plan_PacEmpresa,24815.26
3100,Pacote 01-Alimentaçao Trabalhador,2020-02-01 00:00:00.000,Plan_PacEmpresa,320762.0099999999
4100,Pacote 04-Brindes e doações,2020-05-01 00:00:00.000,Plan_PacEmpresa,1833.0
1100,Pacote 22-Viagens e reembolsos,2020-07-01 00:00:00.000,Plan_PacEmpresa,7602.71
4100,Pacote 01-Alimentaçao Trabalhador,2020-07-01 00:00:00.000,Plan_PacEmpresa,137991.02999999997
3200,Pacote 17-Serv.vigilância/limpeza,2020-05-01 00:00:00.000,Plan_PacEmpresa,701109.6600000001
3200,Pacote 05-Combustíveis de transporte,2020-11-01 00:00:00.000,Plan_PacEmpresa,359038.28000000014
3100,Pacote 03-Armazenagem,2020-02-01 00:00:00.000,Plan_PacEmpresa,759665.0100000001
3200,Pacote 17-Serv.vigilância/limpeza,2020-03-01 00:00:00.000,Plan_PacEmpresa,716944.9100000001
3100,Pacote 18-Telefonia e internet,2020-07-01 00:00:00.000,Plan_PacEmpresa,36172.44
1100,Pacote 21-Utilidades (energia elé/gases),2020-03-01 00:00:00.000,Plan_PacEmpresa,20184.25
4100,Pacote 03-Armazenagem,2020-07-01 00:00:00.000,Plan_PacEmpresa,3786.9
4100,Pacote 01-Alimentaçao Trabalhador,2020-01-01 00:00:00.000,Plan_PacEmpresa,137762.99000000005
1100,Pacote 12-Manut.(serv/ materiais)-Civil,2020-06-01 00:00:00.000,Plan_PacEmpresa,64232.32
3100,Pacote 03-Armazenagem,2020-06-01 00:00:00.000,Plan_PacEmpresa,766970.32
8100,Pacote 15-Mat. expediente e desp.gerais,2020-01-01 00:00:00.000,Plan_PacEmpresa,0.0
4100,Pacote 13-Manut.(serv/material)-Equipam.,2020-06-01 00:00:00.000,Plan_PacEmpresa,48030.32000000001
1100,Pacote 22-Viagens e reembolsos,2020-02-01 00:00:00.000,Plan_PacEmpresa,6501.84
3200,Pacote 08-Embalagens,2020-01-01 00:00:00.000,Plan_PacEmpresa,601574.3899999999
4100,Pacote 13-Manut.(serv/material)-Equipam.,2020-01-01 00:00:00.000,Plan_PacEmpresa,58828.740000000005
3100,Pacote 03-Armazenagem,2020-05-01 00:00:00.000,Plan_PacEmpresa,766970.32
3100,Pacote 15-Mat. expediente e desp.gerais,2020-05-01 00:00:00.000,Plan_PacEmpresa,131825.80000000002
1100,Pacote 10-Fretes,2020-06-01 00:00:00.000,Plan_PacEmpresa,174896.30000000002
4100,Pacote 02-Aluguéis imóveis máq/e equip,2020-04-01 00:00:00.000,Plan_PacEmpresa,267640.95
3100,"Pacote 20-Tributos (federais,estaduais)",2020-02-01 00:00:00.000,Plan_PacEmpresa,329248.4999999992
3200,Pacote 22-Viagens e reembolsos,2020-09-01 00:00:00.000,Plan_PacEmpresa,66477.94000000003
3200,Pacote 18-Telefonia e internet,2020-06-01 00:00:00.000,Plan_PacEmpresa,37665.17999999999
3200,"Pacote 16-Mat-prima(suc.,carvão,minerio)",2020-12-01 00:00:00.000,Plan_PacEmpresa,12682.27
3100,Pacote 06-Comissões e PDD,2020-04-01 00:00:00.000,Plan_PacEmpresa,300385.06
3200,Pacote 08-Embalagens,2020-07-01 00:00:00.000,Plan_PacEmpresa,726702.1
3200,Pacote 05-Combustíveis de transporte,2020-03-01 00:00:00.000,Plan_PacEmpresa,349933.72
1100,Pacote 15-Mat. expediente e desp.gerais,2020-10-01 00:00:00.000,Plan_PacEmpresa,2733.15
9200,"Pacote 20-Tributos (federais,estaduais)",2020-04-01 00:00:00.000,Plan_PacEmpresa,12507.0
3100,Pacote 15-Mat. expediente e desp.gerais,2020-03-01 00:00:00.000,Plan_PacEmpresa,133645.12
3200,Pacote 17-Serv.vigilância/limpeza,2020-11-01 00:00:00.000,Plan_PacEmpresa,699108.92
3100,"Pacote 16-Mat-prima(suc.,carvão,minerio)",2020-12-01 00:00:00.000,Plan_PacEmpresa,335000.0
3200,Pacote 08-Embalagens,2020-05-01 00:00:00.000,Plan_PacEmpresa,677734.5
9200,Pacote 12-Manut.(serv/ materiais)-Civil,2020-07-01 00:00:00.000,Plan_PacEmpresa,50000.0
3200,Pacote 02-Aluguéis imóveis máq/e equip,2020-03-01 00:00:00.000,Plan_PacEmpresa,215113.19
9200,Pacote 02-Aluguéis imóveis máq/e equip,2020-10-01 00:00:00.000,Plan_PacEmpresa,18844.8
4100,Pacote 02-Aluguéis imóveis máq/e equip,2020-11-01 00:00:00.000,Plan_PacEmpresa,261026.89
3200,Pacote 10-Fretes,2020-11-01 00:00:00.000,Plan_PacEmpresa,7977630.029999998
3100,Pacote 14-Manut.(serv/material)-Frota,2020-05-01 00:00:00.000,Plan_PacEmpresa,422542.7099999999
1100,FORA DE PACOTE,2020-05-01 00:00:00.000,Plan_PacEmpresa,924995.98
3100,FORA DE PACOTE,2020-04-01 00:00:00.000,Plan_PacEmpresa,12416634.96
8100,Pacote 22-Viagens e reembolsos,2020-12-01 00:00:00.000,Plan_PacEmpresa,150.0
1100,FORA DE PACOTE,2020-11-01 00:00:00.000,Plan_PacEmpresa,836335.6099999999
8100,Pacote 07-Consultorias,2020-08-01 00:00:00.000,Plan_PacEmpresa,3500.0
3100,Pacote 08-Embalagens,2020-09-01 00:00:00.000,Plan_PacEmpresa,65285.54
3100,"Pacote 20-Tributos (federais,estaduais)",2020-09-01 00:00:00.000,Plan_PacEmpresa,922469.1599999996
3200,Pacote 18-Telefonia e internet,2020-05-01 00:00:00.000,Plan_PacEmpresa,37665.40999999998
3100,Pacote 19-Transporte de pessoal,2020-05-01 00:00:00.000,Plan_PacEmpresa,394255.4600000001
4100,Pacote 17-Serv.vigilância/limpeza,2020-09-01 00:00:00.000,Plan_PacEmpresa,109239.61000000002
3200,Pacote 01-Alimentaçao Trabalhador,2020-05-01 00:00:00.000,Plan_PacEmpresa,529323.89
4100,Pacote 10-Fretes,2020-02-01 00:00:00.000,Plan_PacEmpresa,266911.29000000004
8100,Pacote 01-Alimentaçao Trabalhador,2020-11-01 00:00:00.000,Plan_PacEmpresa,633.3
3100,Pacote 21-Utilidades (energia elé/gases),2020-11-01 00:00:00.000,Plan_PacEmpresa,7093032.999999998
8100,Pacote 01-Alimentaçao Trabalhador,2020-02-01 00:00:00.000,Plan_PacEmpresa,603.0
4100,Pacote 15-Mat. expediente e desp.gerais,2020-04-01 00:00:00.000,Plan_PacEmpresa,11998.640000000005
3100,"Pacote 16-Mat-prima(suc.,carvão,minerio)",2020-02-01 00:00:00.000,Plan_PacEmpresa,335000.0
8100,Pacote 11-Licenças(software) e supriment,2020-10-01 00:00:00.000,Plan_PacEmpresa,375.0
3100,Pacote 06-Comissões e PDD,2020-07-01 00:00:00.000,Plan_PacEmpresa,328761.9
1100,Pacote 15-Mat. expediente e desp.gerais,2020-06-01 00:00:00.000,Plan_PacEmpresa,2254.6400000000003
4100,"Pacote 20-Tributos (federais,estaduais)",2020-12-01 00:00:00.000,Plan_PacEmpresa,112936.62
1100,Pacote 17-Serv.vigilância/limpeza,2020-12-01 00:00:00.000,Plan_PacEmpresa,9119.87
3200,"Pacote 20-Tributos (federais,estaduais)",2020-06-01 00:00:00.000,Plan_PacEmpresa,365448.57000000007
3100,Pacote 12-Manut.(serv/ materiais)-Civil,2020-04-01 00:00:00.000,Plan_PacEmpresa,3170178.600000001
3100,Pacote 06-Comissões e PDD,2020-02-01 00:00:00.000,Plan_PacEmpresa,301389.43
4100,Pacote 22-Viagens e reembolsos,2020-11-01 00:00:00.000,Plan_PacEmpresa,86551.06999999996
3200,"Pacote 20-Tributos (federais,estaduais)",2020-08-01 00:00:00.000,Plan_PacEmpresa,359567.02
3100,Pacote 06-Comissões e PDD,2020-10-01 00:00:00.000,Plan_PacEmpresa,311568.85
4100,Pacote 12-Manut.(serv/ materiais)-Civil,2020-05-01 00:00:00.000,Plan_PacEmpresa,306527.56
4100,Pacote 18-Telefonia e internet,2020-12-01 00:00:00.000,Plan_PacEmpresa,69625.11999999998
3100,Pacote 21-Utilidades (energia elé/gases),2020-02-01 00:00:00.000,Plan_PacEmpresa,7300724.689999999
3100,Pacote 14-Manut.(serv/material)-Frota,2020-08-01 00:00:00.000,Plan_PacEmpresa,381920.69
1100,Pacote 01-Alimentaçao Trabalhador,2020-01-01 00:00:00.000,Plan_PacEmpresa,61525.96
3200,Pacote 04-Brindes e doações,2020-02-01 00:00:00.000,Plan_PacEmpresa,83914.55
3100,Pacote 12-Manut.(serv/ materiais)-Civil,2020-08-01 00:00:00.000,Plan_PacEmpresa,3030843.55
4100,"Pacote 20-Tributos (federais,estaduais)",2020-05-01 00:00:00.000,Plan_PacEmpresa,114291.56
3200,Pacote 22-Viagens e reembolsos,2020-05-01 00:00:00.000,Plan_PacEmpresa,79341.56000000001
4100,"Pacote 20-Tributos (federais,estaduais)",2020-06-01 00:00:00.000,Plan_PacEmpresa,112712.26
3200,Pacote 04-Brindes e doações,2020-08-01 00:00:00.000,Plan_PacEmpresa,81014.55
4100,Pacote 07-Consultorias,2020-02-01 00:00:00.000,Plan_PacEmpresa,737436.27
1100,Pacote 08-Embalagens,2020-01-01 00:00:00.000,Plan_PacEmpresa,50.0
3200,Pacote 01-Alimentaçao Trabalhador,2020-10-01 00:00:00.000,Plan_PacEmpresa,553386.7200000001
1100,Pacote 19-Transporte de pessoal,2020-07-01 00:00:00.000,Plan_PacEmpresa,54537.27
9200,FORA DE PACOTE,2020-12-01 00:00:00.000,Plan_PacEmpresa,12543103.0
4100,Pacote 12-Manut.(serv/ materiais)-Civil,2020-11-01 00:00:00.000,Plan_PacEmpresa,222044.27
1100,Pacote 13-Manut.(serv/material)-Equipam.,2020-05-01 00:00:00.000,Plan_PacEmpresa,62604.52
3200,Pacote 15-Mat. expediente e desp.gerais,2020-05-01 00:00:00.000,Plan_PacEmpresa,61719.97
3100,Pacote 03-Armazenagem,2020-11-01 00:00:00.000,Plan_PacEmpresa,750257.0199999999
9200,FORA DE PACOTE,2020-01-01 00:00:00.000,Plan_PacEmpresa,15218404.01
3200,Pacote 19-Transporte de pessoal,2020-10-01 00:00:00.000,Plan_PacEmpresa,518452.58
3100,"Pacote 20-Tributos (federais,estaduais)",2020-06-01 00:00:00.000,Plan_PacEmpresa,842498.6999999997
8100,FORA DE PACOTE,2020-03-01 00:00:00.000,Plan_PacEmpresa,12634.92
4100,Pacote 08-Embalagens,2020-05-01 00:00:00.000,Plan_PacEmpresa,13880.89
3200,FORA DE PACOTE,2020-06-01 00:00:00.000,Plan_PacEmpresa,15663870.250000006
1100,Pacote 14-Manut.(serv/material)-Frota,2020-12-01 00:00:00.000,Comp_PacEmpresa,156532.08999999997
4100,Pacote 12-Manut.(serv/ materiais)-Civil,2020-09-01 00:00:00.000,Comp_PacEmpresa,703041.1999999998
3100,Pacote 14-Manut.(serv/material)-Frota,2020-09-01 00:00:00.000,Comp_PacEmpresa,946424.36
4100,Pacote 14-Manut.(serv/material)-Frota,2020-06-01 00:00:00.000,Comp_PacEmpresa,45050.92
3100,Pacote 01-Alimentaçao Trabalhador,2020-02-01 00:00:00.000,Comp_PacEmpresa,543118.98
4100,Pacote 04-Brindes e doações,2020-05-01 00:00:00.000,Comp_PacEmpresa,18741.34
1100,Pacote 22-Viagens e reembolsos,2020-07-01 00:00:00.000,Comp_PacEmpresa,8434.85
4100,Pacote 01-Alimentaçao Trabalhador,2020-07-01 00:00:00.000,Comp_PacEmpresa,243338.3900000001
3200,Pacote 17-Serv.vigilância/limpeza,2020-05-01 00:00:00.000,Comp_PacEmpresa,1362058.38
3200,Pacote 05-Combustíveis de transporte,2020-11-01 00:00:00.000,Comp_PacEmpresa,679841.5699999995
3100,Pacote 03-Armazenagem,2020-02-01 00:00:00.000,Comp_PacEmpresa,1467143.6700000002
3200,Pacote 17-Serv.vigilância/limpeza,2020-03-01 00:00:00.000,Comp_PacEmpresa,1391688.97
3100,Pacote 18-Telefonia e internet,2020-07-01 00:00:00.000,Comp_PacEmpresa,99731.11
1100,Pacote 21-Utilidades (energia elé/gases),2020-03-01 00:00:00.000,Comp_PacEmpresa,38563.92
4100,Pacote 03-Armazenagem,2020-07-01 00:00:00.000,Comp_PacEmpresa,3786.9
4100,Pacote 01-Alimentaçao Trabalhador,2020-01-01 00:00:00.000,Comp_PacEmpresa,232622.34000000003
1100,Pacote 12-Manut.(serv/ materiais)-Civil,2020-06-01 00:00:00.000,Comp_PacEmpresa,118527.39999999998
3100,Pacote 03-Armazenagem,2020-06-01 00:00:00.000,Comp_PacEmpresa,1537621.45
8100,Pacote 15-Mat. expediente e desp.gerais,2020-01-01 00:00:00.000,Comp_PacEmpresa,72.0
4100,Pacote 13-Manut.(serv/material)-Equipam.,2020-06-01 00:00:00.000,Comp_PacEmpresa,88301.88
1100,Pacote 22-Viagens e reembolsos,2020-02-01 00:00:00.000,Comp_PacEmpresa,7843.5
3200,Pacote 08-Embalagens,2020-01-01 00:00:00.000,Comp_PacEmpresa,1093927.34
4100,Pacote 13-Manut.(serv/material)-Equipam.,2020-01-01 00:00:00.000,Comp_PacEmpresa,106127.39
3100,Pacote 03-Armazenagem,2020-05-01 00:00:00.000,Comp_PacEmpresa,1530754.24
3100,Pacote 15-Mat. expediente e desp.gerais,2020-05-01 00:00:00.000,Comp_PacEmpresa,304402.48
1100,Pacote 10-Fretes,2020-06-01 00:00:00.000,Comp_PacEmpresa,321530.45
4100,Pacote 02-Aluguéis imóveis máq/e equip,2020-04-01 00:00:00.000,Comp_PacEmpresa,496823.98
3100,"Pacote 20-Tributos (federais,estaduais)",2020-02-01 00:00:00.000,Comp_PacEmpresa,1253674.470000001
3200,Pacote 22-Viagens e reembolsos,2020-09-01 00:00:00.000,Comp_PacEmpresa,93886.13999999998
3200,Pacote 18-Telefonia e internet,2020-06-01 00:00:00.000,Comp_PacEmpresa,69751.56999999998
3200,"Pacote 16-Mat-prima(suc.,carvão,minerio)",2020-12-01 00:00:00.000,Comp_PacEmpresa,18518.77
3100,Pacote 06-Comissões e PDD,2020-04-01 00:00:00.000,Comp_PacEmpresa,310905.19
3200,Pacote 08-Embalagens,2020-07-01 00:00:00.000,Comp_PacEmpresa,1071001.4699999995
3200,Pacote 05-Combustíveis de transporte,2020-03-01 00:00:00.000,Comp_PacEmpresa,615913.49
1100,Pacote 15-Mat. expediente e desp.gerais,2020-10-01 00:00:00.000,Comp_PacEmpresa,5187.4000000000015
9200,"Pacote 20-Tributos (federais,estaduais)",2020-04-01 00:00:00.000,Comp_PacEmpresa,20849.55
3100,Pacote 15-Mat. expediente e desp.gerais,2020-03-01 00:00:00.000,Comp_PacEmpresa,313631.94999999995
3200,Pacote 17-Serv.vigilância/limpeza,2020-11-01 00:00:00.000,Comp_PacEmpresa,1332757.9300000006
3100,"Pacote 16-Mat-prima(suc.,carvão,minerio)",2020-12-01 00:00:00.000,Comp_PacEmpresa,629743.63
3200,Pacote 08-Embalagens,2020-05-01 00:00:00.000,Comp_PacEmpresa,1080782.7300000002
9200,Pacote 12-Manut.(serv/ materiais)-Civil,2020-07-01 00:00:00.000,Comp_PacEmpresa,50000.0
3200,Pacote 02-Aluguéis imóveis máq/e equip,2020-03-01 00:00:00.000,Comp_PacEmpresa,395952.5
9200,Pacote 02-Aluguéis imóveis máq/e equip,2020-10-01 00:00:00.000,Comp_PacEmpresa,34368.43
4100,Pacote 02-Aluguéis imóveis máq/e equip,2020-11-01 00:00:00.000,Comp_PacEmpresa,452735.59
3200,Pacote 10-Fretes,2020-11-01 00:00:00.000,Comp_PacEmpresa,12018896.9
3100,Pacote 14-Manut.(serv/material)-Frota,2020-05-01 00:00:00.000,Comp_PacEmpresa,831798.35
1100,FORA DE PACOTE,2020-05-01 00:00:00.000,Comp_PacEmpresa,1763492.8199999998
3100,FORA DE PACOTE,2020-04-01 00:00:00.000,Comp_PacEmpresa,28770473.410000008
8100,Pacote 22-Viagens e reembolsos,2020-12-01 00:00:00.000,Comp_PacEmpresa,150.0
1100,FORA DE PACOTE,2020-11-01 00:00:00.000,Comp_PacEmpresa,1632291.88
8100,Pacote 07-Consultorias,2020-08-01 00:00:00.000,Comp_PacEmpresa,3500.0
3100,Pacote 08-Embalagens,2020-09-01 00:00:00.000,Comp_PacEmpresa,121339.75
3100,"Pacote 20-Tributos (federais,estaduais)",2020-09-01 00:00:00.000,Comp_PacEmpresa,1544898.19
3200,Pacote 18-Telefonia e internet,2020-05-01 00:00:00.000,Comp_PacEmpresa,81829.83999999998
3100,Pacote 19-Transporte de pessoal,2020-05-01 00:00:00.000,Comp_PacEmpresa,397309.0299999999
