Empresa,Exercício,Pacote,Nome 1,Data de lançamento,Real_Pacote,Plano_Pacote,Comp_Pacote
"4100","2020","Pacote 13-Manut.(serv/material)-Equipam.","DIR. LOGÍSTICA",2020-12-01 00:00:00.000,0,9667.89,16715.49
"4100","2020","Pacote 14-Manut.(serv/material)-Frota","DIR. LOGÍSTICA",2020-04-01 00:00:00.000,0,6659.46,11449.729999999998
"4100","2020","Pacote 14-Manut.(serv/material)-Frota","DIR. LOGÍSTICA",2020-05-01 00:00:00.000,0,12438.43,18213.300000000003
"4100","2020","Pacote 14-Manut.(serv/material)-Frota","DIR. LOGÍSTICA",2020-06-01 00:00:00.000,0,8664.59,22827.13
"4100","2020","Pacote 14-Manut.(serv/material)-Frota","DIR. LOGÍSTICA",2020-07-01 00:00:00.000,0,9697.7699999999986,20298.670000000002
"4100","2020","Pacote 14-Manut.(serv/material)-Frota","DIR. LOGÍSTICA",2020-08-01 00:00:00.000,0,8441.98,15867.039999999999
"4100","2020","Pacote 14-Manut.(serv/material)-Frota","DIR. LOGÍSTICA",2020-09-01 00:00:00.000,0,9226.22,21447.04
"4100","2020","Pacote 14-Manut.(serv/material)-Frota","DIR. LOGÍSTICA",2020-10-01 00:00:00.000,0,8797.619999999999,28028.4
"4100","2020","Pacote 14-Manut.(serv/material)-Frota","DIR. LOGÍSTICA",2020-11-01 00:00:00.000,0,8473.92,17381.91
"4100","2020","Pacote 14-Manut.(serv/material)-Frota","DIR. LOGÍSTICA",2020-12-01 00:00:00.000,0,7415.2400000000007,14609.179999999998
"4100","2020","Pacote 13-Manut.(serv/material)-Equipam.","DIR. LOGÍSTICA",2020-09-01 00:00:00.000,0,23777.49,31759.09
"4100","2020","Pacote 21-Utilidades (energia elé/gases)","DIR. LOGÍSTICA",2020-11-01 00:00:00.000,0,9725.8500000000022,14253.970000000001
"4100","2020","Pacote 21-Utilidades (energia elé/gases)","DIR. LOGÍSTICA",2020-12-01 00:00:00.000,0,9766.590000000002,14375.18
"4100","2020","Pacote 13-Manut.(serv/material)-Equipam.","DIR. LOGÍSTICA",2020-08-01 00:00:00.000,0,9779.01,18976.739999999998
"4100","2020","Pacote 13-Manut.(serv/material)-Equipam.","DIR. LOGÍSTICA",2020-07-01 00:00:00.000,0,11238.859999999999,19387.74
"4100","2020","Pacote 13-Manut.(serv/material)-Equipam.","DIR. LOGÍSTICA",2020-06-01 00:00:00.000,0,9839.8499999999985,26548.580000000005
"4100","2020","Pacote 13-Manut.(serv/material)-Equipam.","DIR. LOGÍSTICA",2020-05-01 00:00:00.000,0,9801.58,15907.979999999998
"4100","2020","Pacote 13-Manut.(serv/material)-Equipam.","DIR. LOGÍSTICA",2020-04-01 00:00:00.000,0,9692.23,16270.79
"4100","2020","Pacote 10-Fretes","DIR. LOGÍSTICA",2020-04-01 00:00:00.000,0,257465.76,435403.81000000006
"4100","2020","Pacote 10-Fretes","DIR. LOGÍSTICA",2020-05-01 00:00:00.000,0,265312.22,408342.33999999997
"4100","2020","Pacote 10-Fretes","DIR. LOGÍSTICA",2020-07-01 00:00:00.000,0,295836.41000000003,472793.14
"4100","2020","Pacote 10-Fretes","DIR. LOGÍSTICA",2020-08-01 00:00:00.000,0,272911.39,488363.42
"4100","2020","Pacote 10-Fretes","DIR. LOGÍSTICA",2020-09-01 00:00:00.000,0,270067.27,699639.82
"4100","2020","Pacote 10-Fretes","DIR. LOGÍSTICA",2020-10-01 00:00:00.000,0,271339.39,873141.68
"4100","2020","Pacote 10-Fretes","DIR. LOGÍSTICA",2020-11-01 00:00:00.000,0,258401.76,698239.89999999991
"4100","2020","Pacote 10-Fretes","DIR. LOGÍSTICA",2020-12-01 00:00:00.000,0,222353.48,427740.73000000004
"4100","2020","Pacote 22-Viagens e reembolsos","DIR. LOGÍSTICA",2020-04-01 00:00:00.000,0,225.84,12346.960000000001
"4100","2020","Pacote 22-Viagens e reembolsos","DIR. LOGÍSTICA",2020-05-01 00:00:00.000,0,225.84,12465.67
"4100","2020","Pacote 22-Viagens e reembolsos","DIR. LOGÍSTICA",2020-07-01 00:00:00.000,0,225.84,12698.47
"4100","2020","Pacote 22-Viagens e reembolsos","DIR. LOGÍSTICA",2020-08-01 00:00:00.000,0,225.84,15325.07
"4100","2020","Pacote 22-Viagens e reembolsos","DIR. LOGÍSTICA",2020-09-01 00:00:00.000,0,225.84,14234.81
"4100","2020","Pacote 22-Viagens e reembolsos","DIR. LOGÍSTICA",2020-10-01 00:00:00.000,0,225.84,14371.4
"4100","2020","Pacote 22-Viagens e reembolsos","DIR. LOGÍSTICA",2020-11-01 00:00:00.000,0,225.84,12244.710000000001
"4100","2020","Pacote 22-Viagens e reembolsos","DIR. LOGÍSTICA",2020-12-01 00:00:00.000,0,225.84,6821.49
"4100","2020","Pacote 08-Embalagens","DIR. LOGÍSTICA",2020-04-01 00:00:00.000,0,13674.55,15124.42
"4100","2020","Pacote 08-Embalagens","DIR. LOGÍSTICA",2020-05-01 00:00:00.000,0,13864.03,14365.46
"4100","2020","Pacote 08-Embalagens","DIR. LOGÍSTICA",2020-06-01 00:00:00.000,0,2867,3693.6600000000003
"4100","2020","Pacote 08-Embalagens","DIR. LOGÍSTICA",2020-07-01 00:00:00.000,0,13947.74,15702.46
"4100","2020","Pacote 08-Embalagens","DIR. LOGÍSTICA",2020-08-01 00:00:00.000,0,13918.35,15015.2
"4100","2020","Pacote 08-Embalagens","DIR. LOGÍSTICA",2020-09-01 00:00:00.000,0,13867.41,15175.41
"4100","2020","Pacote 08-Embalagens","DIR. LOGÍSTICA",2020-10-01 00:00:00.000,0,14087.9,15095.900000000001
"4100","2020","Pacote 08-Embalagens","DIR. LOGÍSTICA",2020-11-01 00:00:00.000,0,13918.26,15090.29
"4100","2020","Pacote 08-Embalagens","DIR. LOGÍSTICA",2020-12-01 00:00:00.000,0,13428.05,14595.15
"4100","2020","Pacote 20-Tributos (federais,estaduais)","DIR. LOGÍSTICA",2020-04-01 00:00:00.000,0,118.86,118.86
"4100","2020","Pacote 20-Tributos (federais,estaduais)","DIR. LOGÍSTICA",2020-05-01 00:00:00.000,0,118.86,566.22
"4100","2020","Pacote 20-Tributos (federais,estaduais)","DIR. LOGÍSTICA",2020-06-01 00:00:00.000,0,118.86,118.86
"4100","2020","Pacote 20-Tributos (federais,estaduais)","DIR. LOGÍSTICA",2020-07-01 00:00:00.000,0,118.86,208.95
"4100","2020","Pacote 20-Tributos (federais,estaduais)","DIR. LOGÍSTICA",2020-08-01 00:00:00.000,0,118.86,267.98
"4100","2020","Pacote 20-Tributos (federais,estaduais)","DIR. LOGÍSTICA",2020-09-01 00:00:00.000,0,118.86,267.98
"4100","2020","Pacote 20-Tributos (federais,estaduais)","DIR. LOGÍSTICA",2020-10-01 00:00:00.000,0,118.86,508.95
"4100","2020","Pacote 20-Tributos (federais,estaduais)","DIR. LOGÍSTICA",2020-11-01 00:00:00.000,0,118.86,566.22
"4100","2020","Pacote 20-Tributos (federais,estaduais)","DIR. LOGÍSTICA",2020-12-01 00:00:00.000,0,118.86,417.1
"4100","2020","Pacote 11-Licenças(software) e supriment","DIR. LOGÍSTICA",2020-12-01 00:00:00.000,0,3888.99,7721.119999999999
"4100","2020","Pacote 11-Licenças(software) e supriment","DIR. LOGÍSTICA",2020-11-01 00:00:00.000,0,3888.99,7721.119999999999
"4100","2020","Pacote 11-Licenças(software) e supriment","DIR. LOGÍSTICA",2020-10-01 00:00:00.000,0,3888.99,7715.7999999999993
"4100","2020","Pacote 11-Licenças(software) e supriment","DIR. LOGÍSTICA",2020-09-01 00:00:00.000,0,3888.99,7715.7999999999993
"4100","2020","Pacote 11-Licenças(software) e supriment","DIR. LOGÍSTICA",2020-08-01 00:00:00.000,0,3888.99,7715.7999999999993
"4100","2020","Pacote 11-Licenças(software) e supriment","DIR. LOGÍSTICA",2020-07-01 00:00:00.000,0,3888.99,7715.7999999999993
"4100","2020","Pacote 11-Licenças(software) e supriment","DIR. LOGÍSTICA",2020-06-01 00:00:00.000,0,3888.99,7715.7999999999993
"4100","2020","Pacote 11-Licenças(software) e supriment","DIR. LOGÍSTICA",2020-05-01 00:00:00.000,0,3888.99,7715.7999999999993
"4100","2020","Pacote 11-Licenças(software) e supriment","DIR. LOGÍSTICA",2020-04-01 00:00:00.000,0,3888.99,7715.7999999999993
"4100","2020","Pacote 10-Fretes","DIR. LOGÍSTICA",2020-06-01 00:00:00.000,0,252044.17,568887.15
"4100","2020","Pacote 07-Consultorias","DIR. LOGÍSTICA",2020-06-01 00:00:00.000,0,128.26,128.26
"4100","2020","Pacote 07-Consultorias","DIR. LOGÍSTICA",2020-07-01 00:00:00.000,0,128.26,128.26
"4100","2020","Pacote 07-Consultorias","DIR. LOGÍSTICA",2020-08-01 00:00:00.000,0,128.26,128.26
"4100","2020","Pacote 07-Consultorias","DIR. LOGÍSTICA",2020-09-01 00:00:00.000,0,128.26,128.26
"4100","2020","Pacote 07-Consultorias","DIR. LOGÍSTICA",2020-10-01 00:00:00.000,0,128.26,128.26
"4100","2020","Pacote 07-Consultorias","DIR. LOGÍSTICA",2020-11-01 00:00:00.000,0,128.26,128.26
"4100","2020","Pacote 07-Consultorias","DIR. LOGÍSTICA",2020-12-01 00:00:00.000,0,128.26,128.26
"4100","2020","Pacote 02-Aluguéis imóveis máq/e equip","DIR. LOGÍSTICA",2020-03-01 00:00:00.000,0,235.74,235.74
"4100","2020","Pacote 02-Aluguéis imóveis máq/e equip","DIR. LOGÍSTICA",2020-06-01 00:00:00.000,0,135.74,135.74
"4100","2020","Pacote 22-Viagens e reembolsos","DIR. LOGÍSTICA",2020-03-01 00:00:00.000,0,45.84,45.84
"4100","2020","Pacote 22-Viagens e reembolsos","DIR. LOGÍSTICA",2020-06-01 00:00:00.000,0,45.84,45.84
"4100","2020","Pacote 07-Consultorias","DIR. LOGÍSTICA",2020-01-01 00:00:00.000,0,1781.31,1781.31
"4100","2020","Pacote 07-Consultorias","DIR. LOGÍSTICA",2020-02-01 00:00:00.000,0,1781.31,1781.31
"4100","2020","Pacote 07-Consultorias","DIR. LOGÍSTICA",2020-03-01 00:00:00.000,0,881.31,881.31
"4100","2020","Pacote 07-Consultorias","DIR. LOGÍSTICA",2020-04-01 00:00:00.000,0,128.26,128.26
"4100","2020","Pacote 07-Consultorias","DIR. LOGÍSTICA",2020-05-01 00:00:00.000,0,128.26,128.26
"4100","2020","FORA DE PACOTE","DIR. FINANCEIRA",2020-04-01 00:00:00.000,0,889562.92000000039,2455347.3900000011
"4100","2020","FORA DE PACOTE","DIR. FINANCEIRA",2020-05-01 00:00:00.000,0,654349.45000000007,-15561466.279999996
"4100","2020","FORA DE PACOTE","DIR. FINANCEIRA",2020-06-01 00:00:00.000,0,675683.44000000041,2128638.7600000007
"4100","2020","FORA DE PACOTE","DIR. FINANCEIRA",2020-07-01 00:00:00.000,0,261515.83,-583873.84000000008
"4100","2020","FORA DE PACOTE","DIR. FINANCEIRA",2020-08-01 00:00:00.000,0,867017.83000000031,4044277.6900000018
"4100","2020","FORA DE PACOTE","DIR. FINANCEIRA",2020-09-01 00:00:00.000,0,787482.2,1319081.3699999996
"4100","2020","FORA DE PACOTE","DIR. FINANCEIRA",2020-10-01 00:00:00.000,0,-98339.159999999771,2005701.6100000003
"4100","2020","FORA DE PACOTE","DIR. FINANCEIRA",2020-11-01 00:00:00.000,0,1482484.8199999991,2873313.5600000024
"4100","2020","FORA DE PACOTE","DIR. FINANCEIRA",2020-12-01 00:00:00.000,0,-47297.319999999825,1462812.8799999992
"4100","2020","Pacote 22-Viagens e reembolsos","DIR. FINANCEIRA",2020-07-01 00:00:00.000,0,33679.539999999994,65954.61
"4100","2020","Pacote 22-Viagens e reembolsos","DIR. FINANCEIRA",2020-06-01 00:00:00.000,0,34220.85,72191.540000000008
"4100","2020","Pacote 22-Viagens e reembolsos","DIR. FINANCEIRA",2020-05-01 00:00:00.000,0,27728.12,51826.44
"4100","2020","Pacote 22-Viagens e reembolsos","DIR. FINANCEIRA",2020-04-01 00:00:00.000,0,27095.560000000005,41963.130000000005
"4100","2020","Pacote 15-Mat. expediente e desp.gerais","DIR. FINANCEIRA",2020-12-01 00:00:00.000,0,1401.0899999999997,3877.97
"4100","2020","Pacote 15-Mat. expediente e desp.gerais","DIR. FINANCEIRA",2020-11-01 00:00:00.000,0,1200.28,2217.0499999999993
"4100","2020","Pacote 15-Mat. expediente e desp.gerais","DIR. FINANCEIRA",2020-10-01 00:00:00.000,0,915.16,1793.4199999999998
"4100","2020","Pacote 15-Mat. expediente e desp.gerais","DIR. FINANCEIRA",2020-09-01 00:00:00.000,0,1581,3034.6600000000003
"4100","2020","Pacote 15-Mat. expediente e desp.gerais","DIR. FINANCEIRA",2020-08-01 00:00:00.000,0,1764.99,3273.0799999999995
"4100","2020","Pacote 15-Mat. expediente e desp.gerais","DIR. FINANCEIRA",2020-07-01 00:00:00.000,0,919.68999999999994,1780.8
"4100","2020","Pacote 15-Mat. expediente e desp.gerais","DIR. FINANCEIRA",2020-06-01 00:00:00.000,0,1154.28,1839.2499999999998
