Date,Year,MonthNr,YearMonth,Day,Month,Month short,DayInWeek,DayOfWeekName,WeekStart,WeekEnding,WeekofYear
2016-03-15 00:00:00.000,"2016",3,"201603",15,"March","Mar",2,"Tuesday",2016-03-14 00:00:00.000,2016-03-20 00:00:00.000,12
2016-03-22 00:00:00.000,"2016",3,"201603",22,"March","Mar",2,"Tuesday",2016-03-21 00:00:00.000,2016-03-27 00:00:00.000,13
2016-03-29 00:00:00.000,"2016",3,"201603",29,"March","Mar",2,"Tuesday",2016-03-28 00:00:00.000,2016-04-03 00:00:00.000,14
2017-03-07 00:00:00.000,"2017",3,"201703",7,"March","Mar",2,"Tuesday",2017-03-06 00:00:00.000,2017-03-12 00:00:00.000,11
2017-03-14 00:00:00.000,"2017",3,"201703",14,"March","Mar",2,"Tuesday",2017-03-13 00:00:00.000,2017-03-19 00:00:00.000,12
2017-03-21 00:00:00.000,"2017",3,"201703",21,"March","Mar",2,"Tuesday",2017-03-20 00:00:00.000,2017-03-26 00:00:00.000,13
2017-03-28 00:00:00.000,"2017",3,"201703",28,"March","Mar",2,"Tuesday",2017-03-27 00:00:00.000,2017-04-02 00:00:00.000,14
1991-08-06 00:00:00.000,"1991",8,"199108",6,"August","Aug",2,"Tuesday",1991-08-05 00:00:00.000,1991-08-11 00:00:00.000,32
1991-08-13 00:00:00.000,"1991",8,"199108",13,"August","Aug",2,"Tuesday",1991-08-12 00:00:00.000,1991-08-18 00:00:00.000,33
1991-08-20 00:00:00.000,"1991",8,"199108",20,"August","Aug",2,"Tuesday",1991-08-19 00:00:00.000,1991-08-25 00:00:00.000,34
1991-08-27 00:00:00.000,"1991",8,"199108",27,"August","Aug",2,"Tuesday",1991-08-26 00:00:00.000,1991-09-01 00:00:00.000,35
1992-08-04 00:00:00.000,"1992",8,"199208",4,"August","Aug",2,"Tuesday",1992-08-03 00:00:00.000,1992-08-09 00:00:00.000,32
1992-08-11 00:00:00.000,"1992",8,"199208",11,"August","Aug",2,"Tuesday",1992-08-10 00:00:00.000,1992-08-16 00:00:00.000,33
1992-08-18 00:00:00.000,"1992",8,"199208",18,"August","Aug",2,"Tuesday",1992-08-17 00:00:00.000,1992-08-23 00:00:00.000,34
1992-08-25 00:00:00.000,"1992",8,"199208",25,"August","Aug",2,"Tuesday",1992-08-24 00:00:00.000,1992-08-30 00:00:00.000,35
1993-08-03 00:00:00.000,"1993",8,"199308",3,"August","Aug",2,"Tuesday",1993-08-02 00:00:00.000,1993-08-08 00:00:00.000,32
1993-08-10 00:00:00.000,"1993",8,"199308",10,"August","Aug",2,"Tuesday",1993-08-09 00:00:00.000,1993-08-15 00:00:00.000,33
1993-08-17 00:00:00.000,"1993",8,"199308",17,"August","Aug",2,"Tuesday",1993-08-16 00:00:00.000,1993-08-22 00:00:00.000,34
1993-08-24 00:00:00.000,"1993",8,"199308",24,"August","Aug",2,"Tuesday",1993-08-23 00:00:00.000,1993-08-29 00:00:00.000,35
1993-08-31 00:00:00.000,"1993",8,"199308",31,"August","Aug",2,"Tuesday",1993-08-30 00:00:00.000,1993-09-05 00:00:00.000,36
1994-08-02 00:00:00.000,"1994",8,"199408",2,"August","Aug",2,"Tuesday",1994-08-01 00:00:00.000,1994-08-07 00:00:00.000,32
1994-08-09 00:00:00.000,"1994",8,"199408",9,"August","Aug",2,"Tuesday",1994-08-08 00:00:00.000,1994-08-14 00:00:00.000,33
1994-08-16 00:00:00.000,"1994",8,"199408",16,"August","Aug",2,"Tuesday",1994-08-15 00:00:00.000,1994-08-21 00:00:00.000,34
1994-08-23 00:00:00.000,"1994",8,"199408",23,"August","Aug",2,"Tuesday",1994-08-22 00:00:00.000,1994-08-28 00:00:00.000,35
1994-08-30 00:00:00.000,"1994",8,"199408",30,"August","Aug",2,"Tuesday",1994-08-29 00:00:00.000,1994-09-04 00:00:00.000,36
1995-08-01 00:00:00.000,"1995",8,"199508",1,"August","Aug",2,"Tuesday",1995-07-31 00:00:00.000,1995-08-06 00:00:00.000,32
1995-08-08 00:00:00.000,"1995",8,"199508",8,"August","Aug",2,"Tuesday",1995-08-07 00:00:00.000,1995-08-13 00:00:00.000,33
1995-08-15 00:00:00.000,"1995",8,"199508",15,"August","Aug",2,"Tuesday",1995-08-14 00:00:00.000,1995-08-20 00:00:00.000,34
1995-08-22 00:00:00.000,"1995",8,"199508",22,"August","Aug",2,"Tuesday",1995-08-21 00:00:00.000,1995-08-27 00:00:00.000,35
1995-08-29 00:00:00.000,"1995",8,"199508",29,"August","Aug",2,"Tuesday",1995-08-28 00:00:00.000,1995-09-03 00:00:00.000,36
1996-08-06 00:00:00.000,"1996",8,"199608",6,"August","Aug",2,"Tuesday",1996-08-05 00:00:00.000,1996-08-11 00:00:00.000,32
1996-08-13 00:00:00.000,"1996",8,"199608",13,"August","Aug",2,"Tuesday",1996-08-12 00:00:00.000,1996-08-18 00:00:00.000,33
1996-08-20 00:00:00.000,"1996",8,"199608",20,"August","Aug",2,"Tuesday",1996-08-19 00:00:00.000,1996-08-25 00:00:00.000,34
1996-08-27 00:00:00.000,"1996",8,"199608",27,"August","Aug",2,"Tuesday",1996-08-26 00:00:00.000,1996-09-01 00:00:00.000,35
1997-08-05 00:00:00.000,"1997",8,"199708",5,"August","Aug",2,"Tuesday",1997-08-04 00:00:00.000,1997-08-10 00:00:00.000,32
1997-08-12 00:00:00.000,"1997",8,"199708",12,"August","Aug",2,"Tuesday",1997-08-11 00:00:00.000,1997-08-17 00:00:00.000,33
1997-08-19 00:00:00.000,"1997",8,"199708",19,"August","Aug",2,"Tuesday",1997-08-18 00:00:00.000,1997-08-24 00:00:00.000,34
1997-08-26 00:00:00.000,"1997",8,"199708",26,"August","Aug",2,"Tuesday",1997-08-25 00:00:00.000,1997-08-31 00:00:00.000,35
1998-08-04 00:00:00.000,"1998",8,"199808",4,"August","Aug",2,"Tuesday",1998-08-03 00:00:00.000,1998-08-09 00:00:00.000,32
1998-08-11 00:00:00.000,"1998",8,"199808",11,"August","Aug",2,"Tuesday",1998-08-10 00:00:00.000,1998-08-16 00:00:00.000,33
1998-08-18 00:00:00.000,"1998",8,"199808",18,"August","Aug",2,"Tuesday",1998-08-17 00:00:00.000,1998-08-23 00:00:00.000,34
1998-08-25 00:00:00.000,"1998",8,"199808",25,"August","Aug",2,"Tuesday",1998-08-24 00:00:00.000,1998-08-30 00:00:00.000,35
1999-08-03 00:00:00.000,"1999",8,"199908",3,"August","Aug",2,"Tuesday",1999-08-02 00:00:00.000,1999-08-08 00:00:00.000,32
1999-08-10 00:00:00.000,"1999",8,"199908",10,"August","Aug",2,"Tuesday",1999-08-09 00:00:00.000,1999-08-15 00:00:00.000,33
1999-08-17 00:00:00.000,"1999",8,"199908",17,"August","Aug",2,"Tuesday",1999-08-16 00:00:00.000,1999-08-22 00:00:00.000,34
1999-08-24 00:00:00.000,"1999",8,"199908",24,"August","Aug",2,"Tuesday",1999-08-23 00:00:00.000,1999-08-29 00:00:00.000,35
1999-08-31 00:00:00.000,"1999",8,"199908",31,"August","Aug",2,"Tuesday",1999-08-30 00:00:00.000,1999-09-05 00:00:00.000,36
2000-08-01 00:00:00.000,"2000",8,"200008",1,"August","Aug",2,"Tuesday",2000-07-31 00:00:00.000,2000-08-06 00:00:00.000,32
2000-08-08 00:00:00.000,"2000",8,"200008",8,"August","Aug",2,"Tuesday",2000-08-07 00:00:00.000,2000-08-13 00:00:00.000,33
2000-08-15 00:00:00.000,"2000",8,"200008",15,"August","Aug",2,"Tuesday",2000-08-14 00:00:00.000,2000-08-20 00:00:00.000,34
2000-08-22 00:00:00.000,"2000",8,"200008",22,"August","Aug",2,"Tuesday",2000-08-21 00:00:00.000,2000-08-27 00:00:00.000,35
2000-08-29 00:00:00.000,"2000",8,"200008",29,"August","Aug",2,"Tuesday",2000-08-28 00:00:00.000,2000-09-03 00:00:00.000,36
2001-08-07 00:00:00.000,"2001",8,"200108",7,"August","Aug",2,"Tuesday",2001-08-06 00:00:00.000,2001-08-12 00:00:00.000,32
2001-08-14 00:00:00.000,"2001",8,"200108",14,"August","Aug",2,"Tuesday",2001-08-13 00:00:00.000,2001-08-19 00:00:00.000,33
2001-08-21 00:00:00.000,"2001",8,"200108",21,"August","Aug",2,"Tuesday",2001-08-20 00:00:00.000,2001-08-26 00:00:00.000,34
2001-08-28 00:00:00.000,"2001",8,"200108",28,"August","Aug",2,"Tuesday",2001-08-27 00:00:00.000,2001-09-02 00:00:00.000,35
2002-08-06 00:00:00.000,"2002",8,"200208",6,"August","Aug",2,"Tuesday",2002-08-05 00:00:00.000,2002-08-11 00:00:00.000,32
2002-08-13 00:00:00.000,"2002",8,"200208",13,"August","Aug",2,"Tuesday",2002-08-12 00:00:00.000,2002-08-18 00:00:00.000,33
2002-08-20 00:00:00.000,"2002",8,"200208",20,"August","Aug",2,"Tuesday",2002-08-19 00:00:00.000,2002-08-25 00:00:00.000,34
2002-08-27 00:00:00.000,"2002",8,"200208",27,"August","Aug",2,"Tuesday",2002-08-26 00:00:00.000,2002-09-01 00:00:00.000,35
2003-08-05 00:00:00.000,"2003",8,"200308",5,"August","Aug",2,"Tuesday",2003-08-04 00:00:00.000,2003-08-10 00:00:00.000,32
2003-08-12 00:00:00.000,"2003",8,"200308",12,"August","Aug",2,"Tuesday",2003-08-11 00:00:00.000,2003-08-17 00:00:00.000,33
2003-08-19 00:00:00.000,"2003",8,"200308",19,"August","Aug",2,"Tuesday",2003-08-18 00:00:00.000,2003-08-24 00:00:00.000,34
2003-08-26 00:00:00.000,"2003",8,"200308",26,"August","Aug",2,"Tuesday",2003-08-25 00:00:00.000,2003-08-31 00:00:00.000,35
2004-08-03 00:00:00.000,"2004",8,"200408",3,"August","Aug",2,"Tuesday",2004-08-02 00:00:00.000,2004-08-08 00:00:00.000,32
2004-08-10 00:00:00.000,"2004",8,"200408",10,"August","Aug",2,"Tuesday",2004-08-09 00:00:00.000,2004-08-15 00:00:00.000,33
2004-08-17 00:00:00.000,"2004",8,"200408",17,"August","Aug",2,"Tuesday",2004-08-16 00:00:00.000,2004-08-22 00:00:00.000,34
2004-08-24 00:00:00.000,"2004",8,"200408",24,"August","Aug",2,"Tuesday",2004-08-23 00:00:00.000,2004-08-29 00:00:00.000,35
2004-08-31 00:00:00.000,"2004",8,"200408",31,"August","Aug",2,"Tuesday",2004-08-30 00:00:00.000,2004-09-05 00:00:00.000,36
2005-08-02 00:00:00.000,"2005",8,"200508",2,"August","Aug",2,"Tuesday",2005-08-01 00:00:00.000,2005-08-07 00:00:00.000,32
2005-08-09 00:00:00.000,"2005",8,"200508",9,"August","Aug",2,"Tuesday",2005-08-08 00:00:00.000,2005-08-14 00:00:00.000,33
